,id,name
0,BSPRTE,Tendency
1,BSPRFT,Future tendency
2,BSFGLV,Level
3,BSOBLV,Level
4,BSEMFT,Future tendency
5,BCOBLV,Level
6,BCEMFT,Future tendency
7,BCSPFT,Future tendency
8,BREMFT,Future tendency
9,BVEMFT,Future tendency
10,CSINFT,Future tendency
11,CSCICP02,National indicator
12,BVCI,Confidence indicators
13,BSCI,Confidence indicators
14,BCCI,Confidence indicators
15,BRCI,Confidence indicators
16,BVBUTE,Tendency
17,BCBUTE,Tendency
18,BRBUTE,Tendency
19,BRODFT,Future tendency
20,BRBUFT,Future tendency
21,BRVSLV,Level
22,BVDETE,Tendency
23,BVDEFT,Future tendency
24,CSESFT,Future tendency
25,BSXRLV,Level
26,BSSPFT,Future tendency
27,BVEMTE,Tendency
