country,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE
1968-03,,,,,,,,,,,,,-6.83,,4.69,-25.85,-0.4,10.05,14.43,
1968-04,,,,,,,,,,,,,-7.22,,11.2,-23.25,8.8,12.79,8.36,
1968-05,,,,,,,,,,,,,-3.69,,9.43,-17.34,8.53,15.7,2.68,
1968-06,,,,,,,,,,,,,-1.173333,,8.98,-16.27,11.84,21.73,10.64,
1968-07,,,,,,,,,,,,,0.2833333,,8.86,-16.15,-17.49,25.86,6.23,
1968-08,,,,,,,,,,,,,0.8166667,,2.05,-17.23,11.72,21.73,-0.13,
1968-09,,,,,,,,,,,,,-1.306667,,9.13,-12.21,8.44,17.42,12.13,
1968-10,,,,,,,,,,,,,2.553333,,7.95,-5.53,14.01,21.14,9.95,
1968-11,,,,,,,,,,,,,11.70333,,0.79,8.49,7.8,27.41,18.32,
1968-12,,,,,,,,,,,,,10.71667,,-2.16,2.57,1.91,27.42,7.4,
1969-01,,,,,,,,,,,,,9.533334,,1.72,-6.58,7.6,36.9,10.85,
1969-02,,,,,,,,,,,,,10.64,,2.73,3.04,4.54,31.61,29.54,
1969-03,,,,,,,,,,,,,19.59667,,-14.77,14.71,33.0,29.31,16.06,
1969-04,,,,,,,,,,,,,27.41,,-25.78,18.47,11.35,37.98,22.88,
1969-05,,,,,,,,,,,,,17.46333,,-10.21,13.76,10.92,28.42,24.67,
1969-06,,,,,,,,,,,,,15.79,,-11.15,19.06,4.64,17.16,20.33,
1969-07,,,,,,,,,,,,,20.90333,,-13.78,20.05,16.21,28.88,15.41,
1969-08,,,,,,,,,,,,,21.13333,,-16.49,21.18,17.8,25.73,26.3,
1969-09,,,,,,,,,,,,,23.39333,,-18.66,25.47,-11.63,26.05,15.31,
1969-10,,,,,,,,,,,,,23.07667,,-17.68,27.03,17.11,24.52,13.24,
1969-11,,,,,,,,,,,,,19.99667,,-13.62,22.4,10.02,23.97,25.66,
1969-12,,,,,,,,,,,,,23.31667,,-13.22,26.47,13.25,30.26,10.99,
1970-01,,,,,,,,,,,,,18.40667,,-11.46,27.15,8.02,16.61,11.77,
1970-02,,,,,,,,,,,,,19.28333,,-23.9,25.55,9.5,8.4,5.32,
1970-03,,,,,,,,,,,,,18.73333,,-9.5,20.77,5.96,25.93,4.26,
1970-04,,,,,,,,,,,,,19.98333,,-7.74,26.17,-6.62,26.04,-0.39,
1970-05,,,,,,,,,,,,,24.31,,-12.36,28.33,18.14,32.24,24.5,
1970-06,,,,,,,,,,,,,21.78,,-17.99,22.53,-28.82,24.82,2.56,
1970-07,,,,,,,,,,,,,17.22667,,-9.07,23.67,-15.24,18.94,4.54,
1970-08,,,,,,,,,,,,,18.39333,,-12.11,22.46,-7.22,20.61,7.6,
1970-09,,,,,,,,,,,,,15.87,,-6.7,19.58,2.2,21.33,8.06,
1970-10,,,,,,,,,,,,,10.14,,-4.14,10.72,-9.24,15.56,14.65,
1970-11,,,,,,,,,,,,,11.50667,,-0.88,12.53,-1.13,21.11,3.48,
1970-12,,,,,,,,,,,,,9.543333,,-1.04,10.14,3.48,17.45,18.5,
1971-01,,,,,,,,,,,,,8.936666,,-2.85,6.65,0.44,17.31,3.0,
1971-02,,,,,,,,,,,,,9.12,,0.84,6.75,3.25,21.45,-0.61,
1971-03,,,,,,,,,,,,,8.6,,0.48,9.98,11.48,16.3,12.33,
1971-04,,,,,,,,,,,,,2.953333,,-1.07,-2.93,5.67,10.72,12.93,
1971-05,,,,,,,,,,,,,0.6533333,,2.29,-5.27,12.02,9.52,8.26,
1971-06,,,,,,,,,,,,,7.15,,-7.07,-0.53,11.95,14.91,6.36,
1971-07,,,,,,,,,,,,,0.6533333,,7.93,-3.4,0.7,13.29,13.67,
1971-08,,,,,,,,,,,,,-6.236667,,17.73,-8.93,-7.31,7.95,5.53,
1971-09,,,,,,,,,,,,,-3.77,,7.02,-11.66,-4.27,7.37,-1.19,
1971-10,,,,,,,,,,,,,-2.273333,,12.36,-8.22,-7.22,13.76,-5.97,
1971-11,,,,,,,,,,,,,-8.223333,,14.42,-15.75,-26.81,5.5,-19.26,
1971-12,,,,,,,,,,,,,-10.60667,,16.93,-19.93,-4.96,5.04,-7.76,
1972-01,,,,,,,,,,,,,-15.20667,,24.54,-21.52,2.09,0.44,20.32,
1972-02,,,,,,,,,,,,,-19.30333,,33.14,-22.18,-3.57,-2.59,1.34,
1972-03,,,,,,,,,,,,,-13.67667,,30.53,-18.99,10.76,8.49,-0.38,
1972-04,,,,,,,,,,,,,-8.18,,20.99,-22.46,25.51,18.91,5.1,
1972-05,,,,,,,,,,,,,-14.85667,,31.07,-24.74,-13.11,11.24,6.76,
1972-06,,,,,,,,,,,,,-15.71333,,22.95,-25.3,11.55,1.11,-0.6,
1972-07,,,,,,,,,,,,,-14.08667,,29.57,-23.6,14.36,10.91,13.8,
1972-08,,,,,,,,,,,,,-7.263333,,18.66,-17.53,7.32,14.4,12.89,
1972-09,,,,,,,,,,,,,-6.59,,22.86,-20.33,12.59,23.42,19.75,
1972-10,,,,,,,,,,,,,-6.68,,18.22,-19.37,23.57,17.55,9.76,
1972-11,,,,,,,,,,,,,1.283333,,3.92,-12.62,14.73,20.39,13.1,
1972-12,,,,,,,,,,,,,-0.9166667,,1.92,-11.7,4.78,10.87,22.69,
1973-01,,,,,,,,,,,,,4.706666,,1.1,-7.45,13.88,22.67,20.41,
1973-02,,,,,,,36.95,,,78.94,16.57,,7.333333,,-0.98,-5.36,8.82,26.38,15.44,
1973-03,,,,,,,31.26,,,58.56,13.59,,4.696667,,-0.59,-8.89,-2.75,22.39,-9.44,
1973-04,,,,,,,33.91,,,74.54,16.11,,4.223333,,-2.56,-7.72,-2.36,17.83,5.13,
1973-05,,,,,,,37.7,,,83.45,18.72,,-0.2533333,,-2.26,-5.24,-13.9,2.22,0.36,
1973-06,,,,,,,34.95,,,89.39,18.95,,3.46,,-2.19,-3.92,5.78,12.11,7.66,
1973-07,,,,,,,36.03,,,74.09,17.2,,1.733333,,2.85,-4.19,6.28,12.24,-7.06,
1973-08,,,,,,,13.79,,,74.78,24.57,,4.096667,,-6.3,-6.97,14.36,12.96,0.11,
1973-09,,,,,,,10.99,,,75.4,25.29,,4.16,,-7.24,-2.29,6.75,7.53,-1.71,
1973-10,,,,,,,0.11,,,69.82,19.76,,4.303333,,-8.21,-3.11,-0.3,7.81,7.09,
1973-11,,,,,,,48.64,,,63.41,10.42,,4.496666,,-7.57,-3.13,14.02,9.05,22.15,
1973-12,,,,,,,28.96,,,91.75,17.96,,4.16,,-7.2,-3.63,14.05,8.91,5.22,
1974-01,,,,,,,22.65,,,74.74,12.25,,6.606667,,-11.29,-5.06,-13.59,13.59,3.18,
1974-02,,,,,,,24.68,,,75.94,12.12,,3.346667,,-7.65,-6.56,7.1,8.95,4.61,
1974-03,,,,,,,23.77,,,63.57,33.62,,2.046667,,-8.1,-5.52,2.11,3.56,20.39,
1974-04,,,,,,,-3.11,,,73.95,34.42,,1.816667,,-6.75,-4.91,18.49,3.61,9.03,
1974-05,,,,,,,24.36,,,70.12,27.35,,1.36,,-5.53,-6.2,9.92,4.75,10.99,
1974-06,,,,,,,29.44,,,62.12,30.03,,-1.003333,,-4.87,-8.25,-5.76,0.37,14.13,
1974-07,,,,,,,8.63,,,76.7,21.83,,-6.296667,,8.04,-11.92,-5.64,1.07,-20.46,
1974-08,,,,,,,23.26,,,76.91,21.73,,-7.366667,,12.94,-14.44,-5.04,5.28,-4.58,
1974-09,,,,,,,41.46,,,58.35,21.86,,-7.913333,,11.35,-15.03,-3.26,2.64,23.27,
1974-10,,,,,,,36.63,,,81.84,12.85,,-16.72,,26.79,-22.96,-6.54,-0.41,5.36,
1974-11,,,,,,,48.37,,,75.82,-20.66,,-25.25333,,32.03,-32.09,-6.76,-11.64,-2.23,
1974-12,,,,,,,30.38,,,73.89,15.13,,-25.06333,,29.83,-30.86,-15.73,-14.5,-11.52,
1975-01,,,,,,,-18.29,,,35.89,28.31,,-29.76667,,40.28,-29.85,-23.74,-19.17,-12.75,
1975-02,,,,,,,12.26,,,48.8,-4.37,,-41.35667,,43.31,-44.2,-12.12,-36.56,-11.72,
1975-03,,,,,,,15.79,,,44.51,17.76,,-41.75,,48.39,-50.71,-21.27,-26.15,-20.5,
1975-04,,,,,,,-1.98,,,35.91,31.76,,-44.48333,,51.46,-53.05,-35.57,-28.94,-32.2,
1975-05,,,,,,,-8.23,,,35.52,30.91,,-48.68333,,55.27,-60.87,-2.78,-29.91,-24.36,
1975-06,,,,,,,-20.24,,,35.66,42.93,,-46.41333,,54.03,-62.52,-14.31,-22.69,-36.51,
1975-07,,,,,,,-22.85,,,39.12,33.22,,-45.01,,55.27,-66.32,-6.43,-13.44,-22.39,
1975-08,,,,,,,-18.09,,,33.01,22.72,,-40.61666,,56.74,-56.14,-0.82,-8.97,4.94,
1975-09,,,,,,,-27.62,,,-3.19,23.08,,-51.84,,60.22,-64.64,-14.46,-30.66,-19.68,
1975-10,,,,,,,-29.08,,,5.13,26.58,,-46.16333,,56.72,-61.27,-4.61,-20.5,-15.79,
1975-11,,,,,,,-28.5,,,3.11,23.43,,-40.88667,,53.2,-59.26,4.77,-10.2,7.97,
1975-12,,,,,,,-53.8,,,-0.07,30.99,,-37.92,,51.81,-58.74,-13.02,-3.21,-17.05,
1976-01,,,,,,,-21.75,,,2.96,15.64,,-36.57,,46.46,-60.57,5.76,-2.68,-4.55,
1976-02,,,,,,,-3.28,,,5.98,10.36,,-29.55333,,44.56,-48.26,3.76,4.16,-2.23,
1976-03,,,,,,,-16.08,,,26.94,12.74,,-26.06333,,36.86,-44.95,1.33,3.62,2.7,
1976-04,,,,,,,1.21,,,47.84,5.25,,-18.99667,,26.97,-42.66,19.73,12.64,14.24,
1976-05,,,,,,,26.13,,,27.32,7.43,,-18.16,,23.23,-39.35,-1.01,8.1,12.14,
1976-06,,,,,,,-19.23,,,30.66,9.29,,-20.65333,,25.37,-43.0,-1.32,6.41,12.87,
1976-07,,,,,,,-4.21,,,30.6,14.72,,-19.2,,21.33,-41.54,5.53,5.27,6.64,
1976-08,,,,,,,16.16,,,46.6,17.67,,-22.12667,,19.55,-42.53,4.21,-4.3,10.54,
1976-09,,,,,,,-5.13,,,46.29,17.37,,-21.53667,,18.97,-42.65,-7.11,-2.99,4.16,
1976-10,,,,,,,9.46,,,41.37,19.79,,-15.02,,19.73,-40.26,15.66,14.93,-0.35,
1976-11,,,,,,,0.99,,,62.23,26.82,,-17.35667,,15.45,-40.87,-15.25,4.25,0.63,
1976-12,,,,,,,-2.76,,,41.15,18.44,,-26.74667,,19.06,-50.18,22.33,-11.0,13.68,
1977-01,,,,,,,15.89,,,62.37,9.56,,-24.56667,,28.66,-42.4,3.44,-2.64,10.93,
1977-02,,,,,,,5.31,,,48.91,14.4,,-21.07667,,16.14,-45.23,-15.73,-1.86,5.42,
1977-03,,,,,,,8.98,,,52.4,8.69,,-19.87333,,18.3,-43.53,12.44,2.21,5.61,
1977-04,,,,,,,34.54,,,53.58,10.45,,-21.52667,,19.82,-42.79,-13.02,-1.97,10.43,
1977-05,,,,,,,14.39,,,49.98,16.31,,-17.72,,18.15,-41.95,-9.49,6.94,-3.81,
1977-06,,,,,,,18.18,,,60.6,11.73,,-20.04667,,22.68,-40.11,3.17,2.65,4.3,
1977-07,,,,,,,34.99,,,68.42,29.18,,-19.31333,,22.2,-39.57,-4.74,3.83,9.1,
1977-08,,,,,,,29.56,,,65.05,21.18,,-16.50333,,14.68,-37.84,-11.02,3.01,8.57,
1977-09,,,,,,,38.04,,,73.64,14.73,,-17.86,,23.77,-37.1,9.46,7.29,4.25,
1977-10,,,,,,,25.09,,,63.12,21.25,,-17.41333,,22.75,-36.5,-20.67,7.01,3.43,
1977-11,,,,,,,21.52,,,60.19,20.91,,-18.83,,21.62,-36.4,-13.13,1.53,6.25,
1977-12,,,,,,,24.69,,,68.94,19.95,,-14.29667,,16.3,-27.6,3.55,1.01,6.77,
1978-01,,,,,,,24.36,,,63.81,23.62,,-15.07667,,16.32,-32.48,-5.84,3.57,2.9,
1978-02,,,,,,,15.85,,,63.46,16.75,,-15.83667,,17.81,-30.09,-1.15,0.39,-15.17,
1978-03,,,,,,,10.48,,,52.77,24.05,,-18.43667,,18.53,-33.94,-8.97,-2.84,-7.85,
1978-04,,,,,,,12.79,,,58.14,21.51,,-17.56,,17.06,-35.19,-10.14,-0.43,1.25,
1978-05,,,,,,,10.52,,,59.92,19.88,,-20.52,,23.79,-32.39,2.34,-5.38,8.78,
1978-06,,,,,,,16.99,,,59.17,31.18,,-16.35,,14.06,-34.78,-0.16,-0.21,2.0,
1978-07,,,,,,,2.67,,,48.31,15.7,,-17.03,,17.31,-32.18,-0.69,-1.6,17.6,
1978-08,,,,,,,-8.73,,,37.93,17.8,,-16.16,,15.33,-33.82,-14.31,0.67,-1.46,
1978-09,,,,,,,-17.4,,,51.88,37.61,,-15.09667,,11.89,-30.92,3.75,-2.48,6.41,
1978-10,,,,,,,-15.86,,,45.41,21.71,,-21.05,,18.91,-39.35,-4.69,-4.89,6.15,
1978-11,,,,,,,-30.1,,,39.54,25.21,,-25.89,,21.65,-43.36,-16.95,-12.66,-3.39,
1978-12,,,,,,,-21.41,,,46.22,27.58,,-23.95667,,29.18,-41.71,-3.62,-0.98,-1.55,
1979-01,,,,,,,-35.22,,,35.38,36.59,,-20.78667,,27.22,-39.06,-3.77,3.92,-5.2,
1979-02,,,,,,,8.65,,,21.48,7.0,,-20.39,,25.15,-37.19,-2.99,1.17,-1.45,
1979-03,,,,,,,-7.0,,,46.87,11.09,,-17.84,,24.3,-34.27,1.47,5.05,-3.27,
1979-04,,,,,,,-8.92,,,44.8,13.06,,-12.32667,,13.3,-31.02,-0.33,7.34,-5.33,
1979-05,,,,,,,-11.22,,,53.48,13.68,,-10.18,,12.72,-29.45,-1.04,11.63,-5.5,
1979-06,,,,,,,-4.33,,,61.32,5.94,,-5.413333,,7.63,-19.66,7.43,11.05,38.21,
1979-07,,,,,,,-4.01,,,33.87,5.41,,-7.933333,,13.2,-19.41,-11.65,8.81,-0.64,
1979-08,,,,,,,-38.13,,,38.75,12.12,,-4.003334,,4.36,-18.35,9.68,10.7,5.32,
1979-09,,,,,,,-11.16,,,36.88,12.52,,-2.44,,-2.39,-13.3,9.89,3.59,18.5,
1979-10,,,,,,,-19.8,,,26.07,9.13,,1.356667,,0.77,-14.42,0.57,19.26,3.82,
1979-11,,,,,,,37.35,,,59.2,16.33,,2.673333,,0.7,-9.2,17.31,17.92,29.5,
1979-12,,,,,,,36.27,,,60.76,14.73,,3.44,,0.32,-8.28,5.94,18.92,6.52,
1980-01,,,,,,,20.28,,,61.69,15.35,,0.14,,4.23,-8.27,-1.36,12.92,5.49,
1980-02,,,,,,,23.59,,,61.29,22.75,,3.156667,,0.03,-7.03,21.26,16.53,20.43,
1980-03,,,,,,,44.79,,,74.08,6.35,,5.266667,,-1.39,-1.13,3.95,15.54,15.76,
1980-04,,,,,,,34.77,,,73.21,11.06,,0.7933334,,1.82,-7.78,-3.86,11.98,10.13,
1980-05,,,,,,,37.47,,,50.05,12.4,,-3.31,,3.98,-10.45,6.44,4.5,12.35,
1980-06,,,,,,,37.82,,,59.04,14.29,,-5.46,,4.73,-11.83,-16.08,0.18,11.69,
1980-07,,,,,,,25.05,,,84.64,14.2,,-3.446667,,4.22,-10.76,-7.97,4.64,7.31,
1980-08,,,,,,,38.72,,,91.2,10.63,,-4.89,,9.31,-12.75,4.44,7.39,8.19,
1980-09,,,,,,,13.21,,,74.01,35.91,,-8.416667,,11.9,-15.45,-9.23,2.1,-0.67,
1980-10,,,,,,,35.66,,,86.29,16.87,,-5.18,,8.96,-9.55,1.08,2.97,7.08,
1980-11,,,,,,,58.89,,,85.98,-4.05,,-5.826667,,14.82,-8.45,-0.77,5.79,9.41,
1980-12,,,,,,,49.9,,,81.92,8.95,,-6.96,,12.47,-12.19,-15.54,3.78,-7.44,
1981-01,,,,,,,36.5,,,103.08,3.93,,-9.173333,,12.98,-19.21,4.14,4.67,12.11,
1981-02,,,,,,,35.9,,,89.3,21.38,,-9.196667,,15.22,-17.98,1.18,5.61,6.18,
1981-03,,,,,,,30.51,,,76.96,24.59,,-10.16333,,18.75,-16.5,4.5,4.76,10.6,
1981-04,,,,,,,24.31,,,80.26,15.96,,-11.43,,16.68,-19.14,6.01,1.53,7.18,
1981-05,,,,,,,36.23,,,78.24,18.43,,-10.41333,,17.37,-17.35,-0.5,3.48,11.9,
1981-06,,,,,,,26.56,,,75.62,16.43,,-15.10333,,22.71,-21.28,-1.92,-1.32,1.82,
1981-07,,,,,,,31.44,,,82.38,29.58,,-14.24333,,20.45,-23.2,3.36,0.92,7.39,
1981-08,,,,,,,28.63,,,76.19,18.45,,-12.38667,,24.43,-13.9,1.34,1.17,3.23,
1981-09,,,,,,,32.43,,,75.79,18.19,,-15.52333,,23.68,-21.86,-1.85,-1.03,2.23,
1981-10,,,,,,,33.22,,,88.45,24.61,,-17.08333,,25.96,-23.32,-7.95,-1.97,2.38,
1981-11,,,,,,,35.18,,,78.8,20.83,,-16.43667,,21.2,-25.78,-5.64,-2.33,0.03,
1981-12,,,,,,,13.48,,,80.74,26.15,,-15.39333,,23.9,-26.29,-11.65,4.01,-0.25,
1982-01,,,,,,,23.57,,,81.93,17.3,,-18.54333,,26.16,-26.38,8.07,-3.09,11.16,
1982-02,,,,,,,-10.15,,,79.62,15.48,,-23.13667,,28.69,-32.68,-9.48,-8.04,-10.54,
1982-03,,,,,,,10.61,,,75.3,15.16,,-26.10667,,29.15,-36.85,-16.73,-12.32,-7.63,
1982-04,,,,,,,15.75,,,76.02,30.74,,-26.18667,,28.81,-36.53,-3.88,-13.22,-8.47,
1982-05,,,,,,,3.21,,,65.15,25.73,,-28.15667,,31.56,-38.99,-2.93,-13.92,-4.95,
1982-06,,,,,,,-4.27,,,69.27,25.6,,-27.68,,34.36,-40.85,-12.7,-7.83,-9.99,
1982-07,,,,,,,4.26,,,63.82,14.81,,-31.88667,,34.85,-47.09,-2.84,-13.72,-9.83,
1982-08,,,,,,,3.12,,,64.48,21.97,,-34.21667,,33.28,-50.52,-0.89,-18.85,-4.39,
1982-09,,,,,,,9.87,,,55.61,6.86,,-33.42,,32.3,-50.56,-4.35,-17.4,0.08,
1982-10,,,,,,,5.93,,,65.39,14.14,,-34.90333,,36.18,-49.93,-4.43,-18.6,-12.72,
1982-11,,,,,,,-31.88,,,44.19,34.35,,-33.02333,,35.59,-48.56,-18.8,-14.92,-14.34,
1982-12,,,,,,,6.58,,,42.61,16.14,,-31.06667,,36.26,-51.72,0.75,-5.22,-7.25,
1983-01,,,,,,,16.46,,,26.59,23.01,,-32.50333,,33.95,-49.66,20.13,-13.9,-3.39,
1983-02,,,,,,,18.61,,,28.25,24.53,,-28.69667,,26.28,-45.85,-13.04,-13.96,-7.31,
1983-03,,,,,,,9.7,,,47.41,31.89,,-27.78,,28.54,-43.12,-4.46,-11.68,-19.33,
1983-04,,,,,,,14.97,,,65.57,13.45,,-25.88,,28.88,-43.66,-9.51,-5.1,-2.89,
1983-05,,,,,,,5.92,,,61.99,7.48,,-20.92,,25.68,-40.76,-3.01,3.68,-4.54,
1983-06,,,,,,,10.87,,,60.88,13.9,,-19.57,,22.04,-39.32,13.13,2.65,16.15,
1983-07,,,,,,,24.03,,,57.07,17.07,,-16.76,,21.6,-35.67,4.71,6.99,2.03,
1983-08,,,,,,,-23.32,,,53.3,34.72,,-16.34,,16.49,-36.05,-5.28,3.52,5.62,
1983-09,,,,,,,5.72,,,70.12,27.14,,-16.15333,,17.06,-39.16,13.09,7.76,6.0,
1983-10,,,,,,,16.61,,,54.26,1.01,,-15.98333,,15.75,-40.9,9.82,8.7,8.35,
1983-11,,,,,,,5.61,,,71.35,7.89,,-17.85333,,16.52,-43.2,-6.82,6.16,3.26,
1983-12,,,,,,,14.46,,,65.34,10.89,,-14.10667,,15.0,-34.78,12.25,7.46,11.57,
1984-01,,,,,,,15.88,,,67.85,13.15,,-13.79333,,14.28,-33.37,-0.65,6.27,5.05,
1984-02,,,,,,,12.19,,,65.47,9.18,,-12.75333,,15.2,-32.91,11.16,9.85,7.05,
1984-03,,,,,,,23.8,,,65.07,1.01,,-10.14667,,12.25,-33.11,11.98,14.92,8.89,
1984-04,,,,,,,2.8,,,68.01,12.92,,-9.806666,,12.64,-31.73,11.69,14.95,5.39,
1984-05,,,,,,,26.9,,,74.57,10.15,,-13.04,,13.82,-35.24,-1.28,9.94,-0.69,
1984-06,,,,,,,24.52,,,74.75,9.12,,-8.583333,,10.62,-27.37,11.15,12.24,22.6,
1984-07,,,,,,,38.21,,,74.39,31.68,,-11.17333,,13.89,-26.57,-2.04,6.94,3.43,
1984-08,,,,,,,38.05,,,76.04,11.77,,-10.58,,14.05,-27.32,7.13,9.63,1.48,
1984-09,,,,,,,36.75,,,80.56,36.68,,-7.976666,,13.49,-25.31,3.77,14.87,3.21,
1984-10,,,,,,,11.95,,,71.56,32.02,,-7.036667,,12.88,-21.83,1.16,13.6,6.25,
1984-11,,,,,,,35.49,,,70.6,16.92,,-5.12,,10.32,-18.35,25.47,13.31,24.27,
1984-12,,,,,,,31.36,,,70.22,16.12,,-5.873333,,11.6,-17.2,2.18,11.18,8.65,
1985-01,,,,,,,22.99,,,74.3,21.36,,-5.293334,,9.71,-20.17,-3.78,14.0,4.32,
1985-02,,,,,,,43.05,,,81.29,10.14,,-4.616667,,9.48,-20.45,9.91,16.08,10.05,
1985-03,,,,,,,16.7,,,84.83,25.43,,-5.906667,,11.55,-19.59,8.28,13.42,6.73,
1985-04,,,,,,,39.39,,,77.67,12.35,,-6.553333,,11.64,-19.81,7.3,11.79,12.79,
1985-05,,,,,,,27.56,,,83.69,40.18,,-3.89,,7.26,-19.42,11.56,15.01,11.93,
1985-06,,,,,,,39.06,,,80.27,33.99,,-2.926667,,7.99,-15.75,12.14,14.96,13.0,
1985-07,,,,,,,7.6,,,89.09,40.35,,-2.69,,8.15,-17.73,-2.1,17.81,10.87,
1985-08,,,,,,,31.67,,,91.89,33.12,,-1.18,,10.75,-13.13,-0.4,20.34,9.69,
1985-09,,,,,,,29.42,,,74.49,36.51,,-3.82,,12.79,-11.81,1.73,13.14,6.22,
1985-10,,,,,,,6.56,,,77.27,42.21,,-3.46,,7.27,-11.84,5.93,8.73,7.59,
1985-11,,,,,,,28.48,,,83.87,36.98,,-3.356667,,6.62,-16.83,14.17,13.38,14.99,
1985-12,,,,,,,41.75,,,91.98,28.28,,-1.446667,,7.71,-14.14,6.44,17.51,-0.41,
1986-01,,,,,,,24.92,,,79.73,28.22,,-0.4433333,,5.89,-10.29,-0.55,14.85,5.65,
1986-02,,,,,,,24.63,,,76.34,18.27,,1.416667,,4.93,-6.05,17.29,15.23,18.27,
1986-03,,,,,,,26.43,,,79.02,32.44,,1.6,,1.78,-6.33,-4.26,12.91,8.46,
1986-04,,,,,,,23.52,,,77.08,31.7,,0.03,,4.09,-8.15,-8.14,12.33,-2.49,
1986-05,,,,,,,31.98,,,70.94,28.14,,-1.496667,,5.78,-9.79,21.11,11.08,21.23,
1986-06,,,,,,,35.55,,,75.29,28.58,,-8.38,,10.97,-14.17,-7.78,0.0,5.53,
1986-07,,,,,,,33.92,,,66.94,23.16,,-8.223333,,10.69,-17.87,-4.45,3.89,0.82,
1986-08,,,,,,,23.34,,,76.32,20.06,,-3.663333,,3.31,-12.1,-2.34,4.42,6.04,
1986-09,,,,,,,18.16,,,75.44,17.62,,-5.096667,,8.65,-14.46,-11.36,7.82,3.16,
1986-10,,,,,,,30.0,,,72.94,24.57,,-7.753334,,9.15,-18.03,5.27,3.92,4.42,
1986-11,,,,,,,29.69,,,71.8,17.17,,-8.94,,10.09,-18.23,0.36,1.5,7.39,
1986-12,,,,,,,1.65,,,70.96,23.86,,-9.783334,,9.48,-21.27,-23.81,1.4,-10.36,
1987-01,,,,,,,27.18,,,77.65,16.48,,-8.386666,,13.03,-20.18,8.93,8.05,0.29,
1987-02,,,,,,,19.02,,,72.55,18.57,,-9.926666,,12.23,-22.56,-3.15,5.01,2.45,
1987-03,,,,,,,23.54,,,69.1,13.66,,-9.106667,,14.46,-22.84,3.32,9.98,2.73,
1987-04,,,,,,,13.92,,,75.68,12.19,,-7.276667,,13.03,-18.69,4.84,9.89,16.53,
1987-05,,,,,,,21.96,,,62.94,17.43,,-9.493333,,14.32,-17.83,-4.18,3.67,8.15,
