country,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE
1999-11,-4.9,-29.6,-6.5,-52.8,-5.7,61.5,25.3,19.4,-1.0,31.6,28.6,3.4,-4.9,11.6,-9.7,31.5,24.8,13.7,-6.1,33.0,33.3,39.8,27.1,32.6,18.8,4.8,9.1,14.8
1999-12,1.4,-31.2,-12.7,-49.6,-3.9,60.7,24.6,20.0,1.1,34.5,25.2,3.9,-4.5,12.6,-7.8,32.0,25.3,14.6,-3.3,31.9,33.1,40.1,27.4,32.0,19.7,5.4,9.4,24.1
2000-01,5.0,-38.6,-30.9,-46.3,-12.0,66.0,34.5,24.8,1.4,30.9,26.0,2.8,-13.2,13.5,-7.7,29.5,27.2,15.4,-0.6,37.5,40.9,53.7,31.5,42.7,36.1,6.7,12.1,18.3
2000-02,0.9,-23.9,-2.7,-45.1,2.4,59.2,30.8,22.4,0.0,22.5,22.8,4.0,-15.1,8.5,-10.3,30.7,14.8,14.8,2.1,38.2,39.0,47.1,31.6,41.9,33.4,5.2,9.6,21.9
2000-03,10.4,-7.4,18.8,-33.7,9.3,62.8,37.7,26.6,0.1,29.2,20.9,8.7,-16.3,7.3,-4.1,37.6,20.8,14.6,7.0,40.2,40.6,50.0,31.6,43.6,34.3,6.5,10.4,19.5
2000-04,1.2,-13.0,6.8,-32.8,10.7,65.7,29.0,24.9,3.4,35.1,20.1,8.7,3.0,8.0,-3.2,37.2,31.8,13.1,16.5,38.6,37.6,34.7,39.4,49.6,24.2,6.1,10.8,11.6
2000-05,13.3,-2.8,22.2,-27.9,15.4,52.8,28.5,19.6,4.6,22.0,22.6,6.4,3.0,10.7,0.3,29.5,31.7,14.8,16.6,36.9,37.6,36.7,39.2,53.6,23.9,5.1,10.7,20.5
2000-06,11.1,-2.3,24.4,-29.1,14.0,50.7,28.3,18.5,7.2,23.1,23.6,7.3,1.7,6.8,-2.1,30.9,23.3,14.9,18.8,36.5,39.2,40.7,40.4,54.6,24.4,5.3,7.9,20.0
2000-07,14.3,10.0,39.2,-19.2,13.3,62.8,31.8,21.5,6.0,33.0,30.1,12.0,0.6,10.6,11.2,35.5,29.9,13.4,18.2,34.1,38.7,43.2,38.9,59.5,26.5,4.6,7.6,15.0
2000-08,23.6,13.3,46.0,-19.3,13.4,56.0,24.6,17.8,3.0,25.8,27.2,12.4,3.3,4.8,10.8,31.0,27.2,9.8,29.9,36.3,39.5,43.4,38.9,62.0,30.0,5.9,7.9,14.0
2000-09,24.6,11.2,38.2,-15.7,15.0,61.2,23.5,17.4,-2.2,29.2,32.6,8.8,1.1,9.2,1.2,34.3,18.8,13.2,24.7,37.4,39.3,40.7,39.8,62.3,28.9,3.7,7.6,20.0
2000-10,28.2,15.8,43.1,-11.5,14.5,66.8,26.8,22.6,-6.4,33.3,25.8,11.0,3.1,9.8,9.1,33.9,21.7,7.2,23.2,39.0,44.2,54.7,38.8,55.5,22.3,4.9,6.9,12.5
2000-11,25.3,6.2,24.6,-12.3,14.9,61.4,-3.3,8.5,-11.9,22.2,32.6,10.7,-2.9,4.8,7.0,30.0,19.5,9.9,17.2,39.5,44.7,58.6,36.0,59.8,23.8,3.4,4.1,16.5
2000-12,37.5,9.0,25.4,-7.5,13.2,61.6,-8.4,5.7,-14.8,9.2,36.0,4.6,-1.3,12.7,2.7,24.0,20.3,7.1,8.5,38.4,43.7,58.8,33.8,59.1,24.7,1.7,-2.2,15.1
2001-01,29.7,14.6,28.2,1.0,20.7,52.9,-12.8,1.6,-19.6,1.2,35.2,-5.6,-13.5,17.7,-13.5,14.5,12.0,6.7,-18.7,18.7,35.6,36.0,52.2,55.8,49.6,-0.4,-6.0,13.0
2001-02,39.7,1.1,11.3,-9.0,12.3,36.1,3.9,1.3,-21.0,-8.0,35.9,-10.0,-12.7,22.2,-18.5,10.7,10.9,5.9,-19.1,17.9,41.5,61.8,44.7,51.9,44.4,-1.6,-10.8,7.1
2001-03,24.2,8.2,20.8,-4.3,10.3,29.7,-8.7,-3.9,-8.9,-0.5,32.7,-12.8,-16.6,22.7,-20.4,4.6,0.3,3.5,-13.6,19.4,36.8,53.8,37.2,38.1,31.3,-1.9,-11.0,13.7
2001-04,38.0,0.8,15.7,-14.1,5.5,24.5,-17.0,-9.9,-29.6,-14.7,37.1,-14.9,-20.4,26.7,-24.7,6.8,-5.3,-1.8,-27.0,-16.0,16.6,42.3,23.6,18.6,37.4,-4.0,-17.8,16.7
2001-05,33.3,1.6,1.2,2.1,3.7,34.6,-1.7,-2.3,-18.4,-17.3,39.6,-17.4,-26.6,31.5,-28.9,8.3,-9.2,-0.5,-28.0,-38.2,-0.4,19.6,17.4,2.9,13.6,-3.9,-17.2,13.7
2001-06,9.2,6.3,8.4,4.3,5.4,31.5,-4.5,-5.5,-18.7,-17.9,43.5,-19.6,-28.4,28.2,-33.3,2.9,-18.9,-1.2,-26.9,-34.1,-7.3,2.0,10.3,-22.1,4.6,-2.0,-13.9,27.3
2001-07,-0.6,6.4,9.1,3.6,8.7,41.6,7.4,4.7,-18.9,-14.8,35.0,-17.1,-20.6,30.5,-29.9,9.0,-9.1,0.1,-23.6,-34.9,-3.0,19.5,6.4,8.5,-6.1,-3.8,-15.0,22.6
2001-08,5.7,1.5,-2.0,5.0,-5.7,25.7,-0.9,-2.8,-25.6,-16.8,33.2,-14.9,-22.7,26.3,-29.2,10.8,-4.1,-2.4,-20.4,-30.7,-7.4,4.7,3.9,-13.4,-22.0,-3.8,-19.1,15.9
2001-09,13.6,-6.9,-6.9,-6.9,-3.5,25.9,-13.6,-7.1,-22.6,-30.2,33.6,-14.1,-22.4,24.3,-25.5,7.3,-2.4,-2.2,-13.5,-38.1,-8.5,16.6,-3.9,-9.1,-23.6,-6.1,-25.8,20.1
2001-10,0.4,-16.0,-22.8,-9.2,-7.3,24.6,8.9,0.8,-26.3,-29.8,30.9,-18.1,-27.3,27.7,-30.6,4.2,-6.4,1.2,-21.3,-46.4,-12.7,18.0,-9.8,-20.1,-9.7,-4.4,-22.3,23.9
2001-11,-10.6,-28.7,-46.3,-11.0,-13.9,27.1,9.4,3.0,-27.0,-13.4,27.5,-16.5,-26.6,25.6,-29.4,5.4,-3.6,-0.8,-26.8,-52.5,-15.4,10.6,-4.3,-32.1,-22.2,-2.8,-17.1,16.1
2001-12,-20.3,-29.2,-38.2,-20.2,-9.1,39.2,24.9,12.1,-24.9,-4.3,27.8,-14.6,-23.5,22.8,-33.8,12.8,4.3,2.6,-37.5,-49.6,-14.6,7.3,-1.6,-24.3,-30.8,-1.5,-11.3,13.7
2002-01,-9.0,-29.5,-36.2,-22.9,-10.3,42.5,17.1,12.7,-21.6,-1.6,21.4,-17.4,-25.7,25.3,-30.5,3.7,12.4,-1.7,-32.1,-55.8,-11.8,1.3,19.0,-5.1,-27.4,1.0,-4.7,30.0
2002-02,-0.7,-28.5,-40.2,-16.7,-9.0,42.5,9.0,10.2,-13.0,-3.3,21.0,-15.6,-24.0,30.2,-27.2,10.6,6.1,2.2,-31.2,-43.1,-9.5,16.3,-1.6,-4.1,-19.6,4.3,2.3,30.8
2002-03,-5.6,-21.2,-21.7,-20.8,-9.5,50.0,24.6,16.4,-17.0,2.7,25.5,-11.5,-19.1,25.4,-26.8,17.5,8.9,-1.4,-27.1,-43.1,-10.3,16.9,-4.6,-10.0,-21.1,6.1,7.2,35.2
2002-04,-10.7,-17.0,-8.8,-25.2,-9.4,47.8,29.7,18.4,-15.7,7.5,22.2,-11.6,-19.6,23.9,-27.6,16.6,4.7,4.5,-19.1,-23.9,-0.6,22.4,-0.3,-1.6,-8.6,3.9,2.0,37.1
2002-05,-10.4,-20.7,-6.1,-35.4,-18.4,51.8,28.0,19.0,-13.4,4.2,22.7,-11.3,-20.9,19.6,-29.7,15.2,13.2,0.8,-13.2,-31.7,-7.8,12.2,-3.9,-8.3,-7.9,3.2,-0.3,35.7
2002-06,-27.1,-35.2,-31.7,-38.7,-13.9,54.7,32.8,22.4,-10.7,15.6,20.5,-2.1,-12.5,10.4,-19.7,23.9,17.6,4.1,-12.8,-28.2,-8.1,6.8,-3.1,-18.2,-18.4,3.6,3.7,30.3
2002-07,-22.4,-34.4,-24.8,-43.9,-7.1,49.4,36.7,21.7,-5.9,21.5,21.0,-5.6,-13.0,25.5,-12.2,21.0,22.9,1.8,-4.5,-38.9,-11.7,4.1,-0.4,-19.3,-18.2,5.4,1.8,21.9
2002-08,-17.1,-30.4,-23.6,-37.3,-10.9,48.5,38.1,20.1,-7.6,18.5,26.2,-6.0,-16.6,21.1,-19.1,22.2,8.4,1.2,-8.4,-27.7,-7.9,6.5,-2.3,-14.8,-19.5,3.5,0.8,24.5
2002-09,-38.4,-43.5,-39.6,-47.3,-17.3,43.4,32.8,17.8,-9.6,18.5,22.8,-3.3,-15.2,11.6,-16.8,18.4,7.3,1.2,-11.1,-28.6,-7.4,14.0,-7.6,-15.4,-21.7,2.8,-1.4,32.5
2002-10,-31.1,-46.5,-47.2,-45.8,-16.5,48.6,32.3,19.0,-9.3,14.5,24.0,-8.6,-18.9,22.7,-16.6,13.6,3.1,-0.5,-14.8,-44.4,-16.8,3.4,-9.4,-15.8,-24.8,1.2,-5.8,32.7
2002-11,-13.3,-38.3,-29.9,-46.7,-16.1,50.3,38.5,21.4,-6.0,22.8,24.4,-11.2,-16.3,24.5,-24.0,14.9,15.5,-0.4,-15.9,-43.9,-14.7,5.6,-5.9,-14.0,-23.2,2.4,-1.5,33.1
2002-12,-12.0,-43.6,-35.9,-51.2,-21.7,47.5,41.0,21.3,-10.9,23.4,24.6,-8.6,-19.3,8.9,-24.9,7.9,17.2,-1.6,-21.7,-46.1,-14.7,5.4,-3.4,-15.6,-22.3,0.5,-4.5,37.2
2003-01,-10.2,-43.7,-39.7,-47.8,-20.9,38.6,40.1,18.1,-13.6,13.0,24.5,-9.6,-21.3,18.3,-16.9,6.5,19.9,-0.6,-19.3,-55.3,-22.1,-4.3,-6.6,-18.0,-27.3,-1.0,-8.9,39.6
2003-02,-17.2,-35.3,-26.6,-44.1,-13.3,35.4,25.6,11.7,-14.0,8.6,26.0,-1.2,-19.4,19.4,-12.5,28.4,14.2,8.4,0.5,-47.6,-12.0,17.6,-6.0,-16.1,-26.0,-0.5,-10.5,37.9
2003-03,-14.3,-39.6,-37.0,-42.2,-12.5,21.9,20.9,4.5,-16.0,2.7,29.3,-1.8,-21.4,14.2,-15.8,24.7,13.0,5.5,-5.6,-55.6,-19.4,8.1,-10.9,-17.7,-20.0,-3.0,-12.8,40.1
2003-04,-20.4,-51.7,-56.7,-46.7,-15.6,24.4,16.9,4.1,-23.7,-2.3,29.2,-5.8,-16.7,23.2,-19.1,24.9,3.5,5.9,-7.2,-17.9,-7.1,4.7,-8.2,-26.8,-34.5,-2.8,-15.5,40.2
2003-05,-27.4,-45.6,-34.0,-57.3,-13.9,15.6,12.0,-2.1,-26.4,-5.8,33.8,-6.2,-28.6,21.3,-19.9,22.7,18.0,4.5,-17.1,-1.8,-0.6,8.3,-8.4,-22.5,-31.9,-2.4,-12.8,35.5
2003-06,-14.6,-54.5,-65.0,-44.1,-13.6,18.0,-0.1,-4.6,-27.7,-11.7,31.6,-16.8,-28.6,30.5,-29.2,9.1,8.2,-3.7,-20.0,-0.2,2.0,12.9,-6.6,-16.4,-24.4,-0.1,-9.6,29.6
2003-07,-34.5,-64.4,-66.0,-62.8,-18.9,18.1,4.4,-3.5,-29.8,-9.1,33.0,-18.5,-38.0,27.1,-33.7,5.5,1.1,-1.9,-24.1,0.1,0.3,5.0,-4.3,-27.2,-40.3,1.2,-4.6,34.2
2003-08,-18.6,-56.8,-60.1,-53.5,-14.7,31.6,15.3,4.9,-29.5,2.6,32.3,-11.0,-37.7,22.1,-29.1,18.3,7.8,-2.1,-20.2,-1.6,3.1,16.0,-5.1,-10.7,-33.6,1.9,-5.7,34.9
2003-09,-26.2,-54.2,-46.3,-62.2,-21.5,45.0,21.2,10.8,-24.6,8.8,33.9,-10.5,-32.3,24.6,-25.8,18.9,6.8,4.6,-20.8,0.4,1.6,11.3,-6.9,-16.2,-32.7,3.8,-1.6,33.4
2003-10,-21.3,-56.4,-50.7,-62.2,-17.7,33.9,17.5,7.1,-28.3,6.1,30.1,-9.2,-37.3,26.7,-22.3,21.5,14.0,-0.8,-15.6,4.6,4.3,10.6,-2.2,-12.9,-20.9,1.5,-5.2,23.5
2003-11,-24.6,-57.3,-52.1,-62.4,-20.9,44.3,25.2,13.4,-28.0,7.0,29.3,-10.0,-29.7,25.6,-29.1,24.8,17.8,0.5,-18.1,3.0,3.8,8.7,-0.5,-13.9,-23.2,-0.6,-11.3,33.8
2003-12,-19.0,-59.1,-57.3,-60.9,-20.6,28.4,13.7,3.9,-29.9,-1.3,30.4,-6.4,-32.2,18.3,-24.3,23.6,15.1,0.8,-21.0,21.9,15.4,19.4,4.8,-9.3,-19.3,-1.0,-8.5,31.8
2004-01,-48.0,-54.3,-47.8,-60.7,-18.9,30.6,4.4,0.8,-33.6,6.4,32.6,-7.1,-36.6,20.0,-27.4,26.2,13.9,6.2,-23.2,10.6,10.1,16.7,2.8,-9.9,-27.3,1.1,-4.0,27.6
2004-02,-43.1,-47.7,-35.7,-59.7,-18.2,42.5,7.5,6.0,-27.0,3.9,31.9,-6.6,-27.0,22.1,-24.7,27.0,18.0,2.2,-11.1,17.4,14.6,19.6,6.7,-10.0,-14.9,3.3,-4.0,27.6
2004-03,-22.9,-41.3,-28.3,-54.3,-16.7,37.4,6.6,5.3,-25.0,4.2,28.1,-6.7,-26.7,25.9,-26.7,32.4,12.6,13.9,-16.4,17.4,15.5,17.5,11.5,-8.9,-20.9,0.0,-6.9,27.7
2004-04,-16.1,-25.9,1.5,-53.2,-17.5,38.0,26.6,11.8,-28.8,10.9,29.3,-3.6,-27.1,18.3,-24.2,31.9,20.8,8.5,-6.5,24.2,18.7,19.0,13.0,-7.0,-14.4,0.3,-6.0,19.1
2004-05,-26.4,-21.5,-6.9,-36.1,-16.2,43.4,20.9,12.8,-22.4,15.0,26.0,-0.9,-21.1,16.1,-22.8,36.1,16.2,17.5,-4.6,18.2,20.7,24.4,19.6,-11.7,-11.8,-0.5,-10.4,30.1
2004-06,-16.9,-20.0,-3.5,-36.4,-13.1,42.3,20.2,11.0,-24.7,6.8,29.6,-1.5,-22.4,18.5,-17.8,31.8,20.7,16.5,2.1,27.8,23.8,20.2,23.3,-2.5,-17.4,0.4,-7.0,27.4
2004-07,-24.1,-8.8,2.8,-20.3,-3.5,36.9,19.3,7.1,-27.8,8.2,35.0,1.6,-26.6,13.3,-15.2,33.3,24.6,13.3,5.7,27.2,24.6,25.8,20.9,-6.8,-6.1,1.2,-7.9,23.6
2004-08,8.1,-14.2,-0.1,-28.3,-4.1,51.9,32.2,17.6,-26.5,19.7,31.4,3.0,-16.0,6.9,-14.6,30.6,28.0,18.0,-0.5,19.4,24.0,30.1,22.5,-5.6,-11.6,2.3,-3.1,22.3
2004-09,23.4,-7.9,4.1,-19.8,1.6,41.8,20.0,11.6,-26.5,20.0,27.1,7.5,-16.2,5.6,-9.2,37.2,20.2,12.8,10.6,24.5,24.6,25.6,23.8,-10.0,-12.8,2.3,-5.3,28.4
2004-10,7.2,-10.3,-5.7,-14.9,-0.9,52.3,23.2,14.4,-24.3,11.4,32.1,-1.0,-16.9,11.8,-19.5,28.3,15.8,12.8,-2.1,37.1,31.9,29.4,29.1,7.1,-4.1,1.5,-4.6,24.1
2004-11,12.5,-2.1,11.9,-16.2,2.0,44.8,22.7,11.8,-29.1,8.1,32.2,2.9,-16.5,10.6,-9.8,29.0,20.2,14.1,-1.3,31.0,24.4,17.2,25.0,-4.8,-13.2,1.2,-3.8,20.8
2004-12,10.2,3.8,17.7,-10.1,3.3,50.6,12.3,10.6,-27.9,11.0,31.2,0.6,-19.7,15.2,-14.4,31.5,18.3,9.1,-9.9,18.9,23.3,26.6,24.3,0.9,-7.2,3.1,-3.2,10.3
2005-01,14.5,2.5,10.0,-5.0,1.7,28.2,17.2,5.6,-34.2,6.7,28.7,0.3,-24.3,12.1,-15.7,28.7,21.7,11.1,-9.3,31.5,31.7,32.9,30.8,11.7,0.4,1.9,-5.3,16.0
2005-02,10.0,-2.3,1.0,-5.6,3.4,42.2,26.1,13.1,-34.5,13.8,29.0,-2.4,-25.3,13.7,-16.4,22.7,15.6,12.4,-10.6,32.6,30.0,23.4,34.0,5.8,0.6,1.5,-4.3,16.7
2005-03,11.9,-2.4,-0.8,-4.0,4.4,36.8,16.8,7.7,-28.8,6.5,30.6,-8.2,-24.6,18.3,-20.9,14.6,8.7,2.8,-25.2,29.5,30.4,30.7,31.0,13.5,6.2,2.1,-6.0,-9.2
2005-04,14.3,6.5,14.8,-1.7,13.0,37.6,7.5,4.6,-32.8,4.5,31.2,-12.7,-26.9,23.7,-28.3,14.0,7.8,4.1,-17.7,30.4,32.7,35.2,32.4,10.4,13.2,-0.9,-10.7,11.9
2005-05,17.8,7.7,18.6,-3.2,17.7,35.5,2.5,2.5,-34.4,4.2,30.5,-9.1,-23.0,18.0,-28.1,18.8,7.1,0.8,-28.2,31.5,26.0,18.0,28.6,7.8,3.9,-0.5,-13.5,9.6
2005-06,32.0,16.2,32.9,-0.6,18.6,36.9,19.4,8.8,-31.1,-3.6,29.9,-9.5,-33.2,18.3,-25.6,15.5,3.0,0.9,-22.7,33.9,31.8,27.9,33.6,19.5,14.8,0.0,-12.0,13.0
2005-07,43.5,24.9,42.7,7.1,14.6,37.0,13.8,7.5,-30.9,2.0,28.2,-12.9,-34.3,19.3,-30.9,11.5,3.6,-1.8,-15.1,39.1,32.2,21.5,35.9,6.3,13.7,0.5,-12.7,15.0
2005-08,45.9,5.0,4.7,5.3,23.6,45.6,23.3,15.1,-24.9,7.2,23.7,-4.3,-24.4,12.2,-23.3,22.5,3.8,-2.6,-11.2,28.4,26.1,21.6,28.4,10.8,7.7,1.7,-10.0,20.2
2005-09,45.9,16.3,25.8,6.7,21.8,45.9,32.1,17.5,-21.0,12.9,25.3,-6.1,-28.9,17.1,-20.8,19.7,15.4,4.6,-9.6,28.3,32.8,34.2,36.0,19.1,10.2,0.8,-7.9,15.3
2005-10,48.9,6.7,8.4,5.1,26.2,51.8,32.7,19.4,-21.1,21.1,26.3,-2.9,-23.8,22.4,-17.7,31.5,21.3,1.5,-8.0,39.5,34.7,31.0,33.7,12.6,12.6,1.6,-8.8,16.9
2005-11,40.0,9.0,18.2,-0.2,25.5,51.7,39.3,21.3,-20.5,14.9,27.3,-6.1,-24.3,28.1,-16.9,26.5,17.1,2.2,-8.3,44.1,40.2,35.9,40.4,16.7,16.0,2.4,-5.0,22.2
2005-12,38.9,11.3,17.1,5.5,22.1,51.3,42.9,21.7,-16.4,21.3,29.0,-0.4,-25.6,17.9,-15.2,31.9,22.6,8.1,-5.0,41.9,34.4,28.0,33.4,16.6,13.4,3.1,-3.3,26.5
2006-01,53.1,23.5,38.8,8.2,31.6,59.2,47.5,27.3,-19.0,28.9,24.9,2.5,-21.3,12.1,-7.2,26.6,26.0,6.8,-3.0,43.7,35.6,27.4,35.9,12.9,17.2,5.4,1.1,16.3
2006-02,52.5,23.7,40.7,6.6,38.3,62.6,45.1,28.6,-10.4,29.5,21.9,0.7,-19.4,15.7,-13.1,30.8,30.7,4.1,0.7,47.1,41.7,35.6,42.4,21.6,21.9,3.7,-2.0,20.9
2006-03,40.9,17.8,34.5,1.0,49.2,64.1,48.0,28.0,-10.8,22.0,28.0,0.1,-16.5,15.5,-6.6,22.3,26.7,7.2,-3.9,42.8,35.9,31.3,33.6,21.3,19.3,3.8,-1.5,22.6
2006-04,37.8,27.8,42.3,13.4,43.6,63.9,50.4,29.0,-9.1,31.5,27.2,0.1,-22.8,12.7,-4.6,17.6,29.8,5.9,5.8,44.0,38.9,32.5,40.1,18.9,15.8,2.8,-1.7,26.5
2006-05,51.5,27.0,41.1,12.8,39.4,63.4,55.2,30.3,-12.1,26.3,27.5,-0.7,-18.1,14.9,-8.2,21.1,23.0,10.5,3.0,40.0,36.9,28.6,42.1,15.7,13.0,4.7,-1.4,27.8
2006-06,50.5,21.4,34.4,8.4,39.0,60.2,57.7,31.1,-10.3,24.6,24.5,5.1,-13.7,7.3,-7.9,30.5,30.8,12.5,3.6,31.6,31.9,27.8,36.3,7.2,6.1,3.1,-4.3,28.3
2006-07,41.5,19.2,22.9,15.4,38.7,66.9,62.6,36.1,-5.2,44.7,21.3,3.8,-11.2,17.5,2.7,26.1,33.2,5.1,18.6,25.2,29.8,25.8,38.5,16.1,19.5,2.4,-5.9,26.7
2006-08,30.6,20.8,26.5,15.2,31.6,43.5,51.4,22.1,-4.8,16.8,28.5,3.1,-16.5,2.7,-4.2,16.3,28.4,11.1,12.8,33.1,37.8,39.1,41.4,15.5,17.9,3.1,-6.1,28.8
2006-09,34.1,14.8,17.6,12.1,27.9,58.1,52.4,29.8,-4.2,26.8,21.1,4.9,-19.1,5.9,5.0,15.6,27.3,7.9,19.0,31.8,34.2,32.0,38.8,12.5,16.6,3.6,0.5,23.3
2006-10,33.2,23.6,28.7,18.6,26.8,56.9,57.4,31.5,-9.8,33.9,19.7,4.8,-14.9,3.4,-2.4,20.1,31.3,9.8,5.8,42.9,39.6,33.9,42.1,28.3,24.1,4.8,1.6,24.6
2006-11,38.6,18.7,11.9,25.4,33.0,58.6,52.6,31.3,-9.6,26.5,17.2,9.1,-15.7,7.9,4.1,31.1,13.5,11.9,3.0,43.8,40.2,33.8,43.0,18.6,19.9,3.1,-4.9,33.8
2006-12,27.5,22.7,23.5,21.9,34.7,61.7,48.3,31.4,-14.9,23.0,15.8,4.0,-12.3,13.3,0.3,24.9,31.3,11.1,2.4,42.1,41.1,38.8,42.5,23.8,20.3,3.8,-1.1,36.0
2007-01,40.4,28.1,38.1,18.2,33.6,53.1,49.9,28.7,-8.7,26.0,16.9,3.9,-1.4,13.6,6.2,19.1,26.8,6.6,13.6,52.5,44.7,35.6,45.9,21.1,19.3,2.1,-3.2,31.4
2007-02,29.5,37.3,44.9,29.7,35.0,55.6,45.4,27.2,-7.6,30.7,19.5,3.5,-1.7,4.4,-5.4,20.3,21.4,8.9,4.5,41.2,39.8,37.4,40.9,30.2,27.0,5.0,1.9,31.1
2007-03,26.8,34.2,33.2,35.3,30.8,58.6,45.6,30.1,-2.3,30.9,14.0,4.5,-7.7,11.2,2.5,22.1,25.2,8.2,4.6,38.8,38.3,35.5,40.5,20.1,19.7,2.6,-4.6,35.0
2007-04,38.8,47.8,63.7,31.8,28.7,64.4,60.1,35.6,-2.2,38.8,17.7,10.7,-5.1,2.9,-2.6,37.4,35.8,7.4,0.6,34.7,37.6,40.4,37.8,27.8,20.9,6.6,1.6,33.7
2007-05,32.6,46.0,52.9,39.0,27.1,60.5,49.9,30.5,0.0,32.8,19.0,6.3,-1.6,2.2,-0.8,22.0,21.7,8.6,11.4,45.9,42.0,38.3,41.9,32.2,16.3,3.9,0.1,35.9
2007-06,28.3,48.3,60.3,36.3,25.7,49.0,37.1,21.7,-3.7,23.1,21.1,8.4,2.7,-3.1,1.9,20.1,26.1,14.2,9.2,39.6,39.3,38.5,39.9,22.2,16.4,3.8,-2.9,39.1
2007-07,33.8,46.9,56.9,36.9,26.2,55.5,45.7,26.5,-2.9,29.0,21.6,7.0,-0.6,5.8,3.0,23.6,21.6,5.1,16.7,42.7,42.4,43.6,40.9,29.7,21.2,3.9,-4.8,52.6
2007-08,22.2,45.9,54.1,37.7,31.1,57.0,50.5,30.0,-3.7,30.5,17.5,3.8,0.6,5.3,-4.1,20.7,20.6,14.1,0.6,40.2,40.6,44.4,37.3,27.9,23.3,2.5,-6.2,48.6
2007-09,24.8,38.9,46.1,31.6,29.5,54.2,43.9,26.0,-0.9,28.3,20.1,1.8,0.0,11.9,-3.3,20.6,22.9,17.0,-11.6,39.3,39.4,39.2,39.6,30.1,23.9,1.9,-8.8,51.6
2007-10,26.1,41.6,55.9,27.3,22.2,50.2,45.9,24.7,0.4,31.5,22.1,4.0,1.9,14.2,1.6,24.8,28.8,14.4,6.6,44.4,42.1,44.3,37.6,26.7,20.0,3.3,-4.6,53.2
2007-11,26.9,33.8,35.0,32.7,13.5,57.6,38.1,24.1,2.0,27.4,23.5,2.6,0.5,11.5,-5.3,24.7,27.7,15.3,-1.9,41.3,37.2,37.1,33.1,21.1,22.5,1.3,-8.2,48.2
2007-12,13.6,29.1,30.2,27.9,3.3,46.9,34.7,17.8,-2.1,12.1,28.4,5.0,-5.4,13.4,1.5,26.9,16.5,15.0,-9.8,44.3,36.2,30.0,34.3,25.4,17.6,1.2,-10.6,51.8
2008-01,26.0,21.9,25.1,18.7,1.4,52.1,25.1,15.3,-7.9,20.5,31.2,0.7,-6.7,14.6,-9.9,26.4,22.0,13.8,-1.9,41.0,32.4,33.0,23.2,18.2,20.1,-1.1,-16.2,47.6
2008-02,9.8,21.6,14.4,28.8,-1.0,38.0,14.0,8.0,-11.8,11.7,28.1,-2.0,-6.9,15.3,-8.5,17.8,16.6,17.5,-14.6,29.3,26.1,23.6,25.4,14.7,21.2,-3.5,-21.5,49.6
2008-03,5.5,20.3,13.9,26.7,0.7,47.3,13.4,9.7,-2.5,15.3,31.6,-1.0,-9.0,11.1,-10.5,18.5,13.7,16.2,-11.9,32.0,28.1,29.1,23.2,22.4,7.8,-1.5,-16.1,43.9
2008-04,13.1,17.1,9.4,24.8,-5.3,49.5,8.1,9.4,-5.8,18.7,29.5,0.8,-8.8,10.8,-7.0,20.1,13.5,14.8,-11.8,28.4,29.0,36.3,22.2,18.0,19.7,-3.3,-18.0,43.9
2008-05,20.0,16.6,5.8,27.4,-8.0,32.3,1.1,1.0,-14.3,0.7,30.5,-2.6,-10.0,10.4,-2.5,5.2,16.2,10.8,-7.6,21.6,17.1,13.4,16.3,15.5,12.2,-4.6,-20.4,45.7
2008-06,7.8,19.9,13.0,26.9,-10.7,35.1,11.0,4.7,-15.1,-3.3,31.9,-9.6,-16.5,18.6,-9.5,-0.6,21.4,15.3,-5.7,25.6,20.9,21.4,15.6,10.4,11.2,-8.2,-28.8,49.0
2008-07,8.7,35.9,17.7,54.0,-12.5,25.6,13.2,1.9,-22.3,3.4,33.3,-11.4,-20.6,18.7,-15.9,0.5,15.4,18.4,-25.7,18.2,14.8,17.1,9.1,-0.8,3.3,-10.5,-32.3,44.7
2008-08,6.5,16.1,4.8,27.3,-31.4,23.6,-16.1,-9.2,-21.5,-18.4,35.1,-12.7,-19.8,17.7,-17.4,-3.1,12.0,7.4,-10.2,13.2,7.5,4.5,4.6,-4.3,3.1,-8.4,-30.6,29.6
2008-09,-16.5,14.1,-2.8,31.0,-43.2,25.6,-13.5,-7.8,-20.8,-10.7,35.7,-12.3,-25.7,21.1,-19.9,4.1,3.9,10.0,-9.9,6.7,5.9,12.1,-1.0,0.7,10.2,-6.9,-27.6,24.5
2008-10,-12.3,2.2,-25.7,30.1,-53.6,5.5,-9.5,-13.4,-17.1,-22.5,36.1,-18.0,-31.1,24.2,-29.5,-0.5,-7.8,6.0,-19.6,6.5,0.3,-0.4,-5.2,-7.8,1.7,-8.8,-22.8,20.6
2008-11,-28.8,-28.8,-33.1,-24.5,-58.5,-9.2,-49.0,-34.0,-43.3,-39.6,43.8,-26.4,-36.3,30.8,-33.9,-14.6,-22.5,-1.0,-37.9,-16.3,-14.2,-8.1,-18.1,-21.0,-3.4,-7.4,-17.5,10.1
