country,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA
subject,BCBUTE,BCCI,BCEMFT,BCOBLV,BCSPFT,BRBUFT,BRBUTE,BRCI,BREMFT,BRODFT,BRVSLV,BSCI,BSEMFT,BSFGLV,BSOBLV,BSPRFT,BSPRTE,BSSPFT,BSXRLV,BVBUTE,BVCI,BVDEFT,BVDETE,BVEMFT,BVEMTE,CSCICP02,CSESFT,CSINFT
measure,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA
unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09,2.2,-23.4,-5.8,-41.0,26.1,4.0,4.6,3.5,-3.3,-2.1,-1.7,-4.0,2.3,-7.4,-26.5,7.3,1.2,5.4,-28.6,5.1,7.5,5.7,11.6,3.2,0.5,-9.0,-6.2,25.7
2011-10,5.0,-19.5,0.0,-39.1,24.9,3.7,7.7,4.4,-3.4,-0.7,-1.9,-4.5,2.0,-8.2,-27.6,5.8,0.7,4.2,-27.5,5.0,5.0,2.5,7.6,4.3,4.0,-12.1,-11.2,23.7
2011-11,14.8,-13.0,10.1,-36.2,28.1,9.0,2.9,4.5,-0.4,0.7,-1.5,-5.0,-0.7,-5.5,-28.5,7.9,0.7,2.2,-26.7,2.8,6.3,8.0,8.1,0.5,5.2,-12.7,-11.6,20.8
2011-12,8.6,-18.5,-1.2,-35.7,20.9,10.3,8.8,6.7,-1.8,5.9,-0.9,-5.3,0.1,-3.5,-28.4,8.9,0.4,1.2,-29.1,1.9,6.2,7.0,9.6,4.2,4.5,-14.6,-20.0,20.1
2012-01,5.5,-21.8,-5.9,-37.8,23.7,8.4,13.1,6.9,1.5,3.5,0.9,-4.9,2.3,-4.7,-30.0,10.5,3.6,3.3,-25.6,0.8,6.9,11.3,8.5,2.7,2.7,-9.6,-10.1,27.4
2012-02,-1.6,-19.5,-1.4,-37.7,25.9,8.3,9.9,7.0,0.6,3.7,-2.8,-5.0,2.7,-1.1,-29.9,13.9,5.4,7.2,-26.0,-0.6,4.0,8.9,3.7,3.2,3.6,-7.5,-7.4,25.0
2012-03,3.7,-14.0,6.3,-34.4,25.4,14.1,7.3,7.1,5.5,8.9,0.1,-3.7,4.0,-0.7,-26.9,15.0,7.7,6.5,-26.4,-2.0,2.3,5.7,3.4,2.5,5.1,-9.7,-8.4,26.7
2012-04,9.9,-8.7,7.5,-24.8,25.0,11.7,8.5,7.3,5.1,3.9,-1.7,-6.0,-0.2,-2.5,-30.3,9.7,4.5,8.0,-25.4,0.6,5.2,12.3,2.8,4.8,2.3,-11.3,-12.1,35.0
2012-05,8.2,-11.4,5.2,-28.1,21.8,5.6,6.2,3.3,3.6,0.6,1.8,-4.5,1.1,-1.8,-24.4,9.2,4.0,4.6,-23.5,1.6,3.8,7.3,2.4,4.6,-1.1,-8.8,-7.1,22.2
2012-06,4.2,-12.7,4.5,-29.9,21.6,14.8,15.1,9.9,4.9,6.6,0.3,-2.8,0.5,-3.8,-20.7,8.5,6.0,1.4,-23.9,2.6,6.8,11.2,6.7,5.9,5.7,-2.3,-0.6,17.0
2012-07,8.6,-15.9,0.5,-32.3,19.2,7.8,9.1,5.0,1.3,4.9,1.9,-5.9,-0.8,0.4,-23.0,5.7,8.4,1.7,-25.2,6.0,8.5,10.1,9.6,6.8,2.1,-6.0,-3.0,15.3
2012-08,4.2,-12.6,2.7,-27.8,22.2,8.7,10.5,7.3,0.6,3.3,-2.8,-3.5,-1.0,-3.1,-22.7,9.2,3.2,6.7,-25.5,6.0,7.7,9.1,8.1,4.3,4.4,-5.4,-3.7,15.0
2012-09,4.4,-12.3,2.6,-27.3,20.3,10.8,17.9,9.6,3.7,4.7,0.0,-2.0,0.4,-3.8,-23.2,13.4,7.4,5.8,-22.5,3.0,7.2,12.5,6.1,4.9,5.5,-5.9,-1.4,21.0
2012-10,1.4,-16.8,-3.5,-30.1,19.0,14.1,6.6,7.8,5.9,6.1,-2.6,-2.8,1.6,-4.2,-24.7,12.2,4.6,6.1,-24.0,3.5,6.9,10.7,6.4,1.8,2.4,-7.0,-0.2,22.1
2012-11,-1.2,-18.1,-7.5,-28.8,17.5,6.7,5.7,4.8,1.5,0.8,-2.0,-3.6,-0.3,-5.9,-23.0,6.2,4.7,4.7,-22.4,3.8,7.2,11.3,6.5,3.6,-0.7,-4.9,2.3,24.0
2012-12,0.6,-16.8,-2.5,-31.1,18.9,8.4,8.3,6.1,4.0,3.4,-1.6,-2.6,4.9,-5.5,-21.5,8.1,3.7,4.1,-21.0,2.2,6.2,12.1,4.4,2.7,2.5,-6.1,2.7,27.4
2013-01,-1.1,-18.4,0.6,-37.4,17.2,13.8,17.3,10.2,6.7,8.2,0.4,-3.6,0.9,-5.6,-26.4,9.9,2.0,3.1,-26.6,2.0,6.5,12.9,4.6,5.1,0.5,-4.5,4.6,27.2
2013-02,-0.9,-17.3,4.5,-39.0,16.0,14.2,6.3,7.0,3.9,10.4,-0.4,-2.3,2.9,-3.7,-22.0,11.6,-0.1,4.1,-21.5,3.9,7.1,14.0,3.3,3.9,-1.6,-7.4,-3.8,34.3
2013-03,-9.4,-20.9,-2.5,-39.3,17.0,8.9,9.0,5.6,3.8,6.2,1.1,-4.3,1.7,-2.8,-24.3,8.5,0.8,6.4,-25.1,4.8,7.4,11.0,6.4,1.1,-0.3,-6.4,-0.5,35.7
2013-04,-13.8,-20.6,-1.7,-39.4,17.0,10.1,3.0,3.8,3.5,6.9,1.7,-5.8,-1.0,-2.9,-29.8,9.4,-2.8,6.6,-29.9,3.0,4.8,9.2,2.1,1.2,1.7,-6.3,-3.3,31.9
2013-05,-5.4,-15.9,1.2,-33.1,18.4,10.8,7.3,6.1,4.6,6.8,-0.3,-2.7,0.6,-3.6,-22.6,11.0,4.7,7.9,-28.3,6.1,5.1,6.0,3.2,0.0,0.1,-4.3,-0.2,31.7
2013-06,3.0,-13.2,1.7,-28.2,15.4,7.6,9.9,6.0,4.5,5.0,-0.4,-2.6,2.9,-4.9,-20.2,7.6,5.9,5.0,-25.1,3.5,4.0,4.3,4.2,0.3,-0.5,-3.0,2.0,31.2
2013-07,2.0,-13.3,3.5,-30.1,19.5,7.4,6.8,4.5,3.7,1.8,0.7,-2.2,0.5,-3.8,-20.2,9.7,2.2,5.5,-24.9,1.4,5.0,8.2,5.5,2.2,-0.7,-7.0,-6.4,43.8
2013-08,3.2,-17.4,-1.9,-33.0,16.5,12.4,9.9,7.8,6.1,7.9,-1.1,-2.8,3.5,-3.1,-19.1,7.6,6.1,3.8,-24.1,4.0,4.7,6.9,3.2,1.2,2.8,-9.7,-8.9,43.7
2013-09,-0.6,-16.6,-0.9,-32.2,18.8,11.1,7.9,6.6,2.7,5.4,-0.9,-2.6,-0.4,-6.6,-20.1,5.6,0.9,5.5,-25.1,4.2,5.7,9.7,3.3,2.6,-1.8,-8.0,-4.6,42.0
2013-10,4.3,-15.0,0.7,-30.6,17.5,9.1,10.2,7.0,1.4,5.8,-1.8,-3.7,1.0,-4.8,-23.6,7.7,0.9,5.7,-28.6,6.3,6.4,10.6,2.3,0.1,-2.1,-6.8,-6.2,36.8
2013-11,2.4,-16.4,-2.5,-30.2,16.6,13.3,13.8,9.6,4.1,8.7,-1.7,-2.3,2.6,-5.7,-20.9,8.2,2.9,6.9,-25.4,8.4,7.4,11.8,1.9,0.9,2.0,-7.2,-4.8,35.8
2013-12,-0.6,-16.2,-2.4,-30.0,19.1,12.8,13.3,9.1,6.5,5.3,-1.0,-2.2,2.9,-4.1,-18.8,8.0,4.1,7.8,-22.3,6.3,5.4,4.6,5.3,2.0,4.5,-6.1,-1.1,30.6
2014-01,0.7,-17.0,-2.4,-31.6,20.2,10.0,11.0,7.5,3.4,3.9,-1.7,-3.3,0.6,-5.2,-21.6,6.7,0.0,9.0,-24.2,4.8,5.9,10.9,2.1,4.6,-1.3,-4.1,2.4,24.3
2014-02,-1.5,-17.3,-2.9,-31.7,20.4,10.9,16.4,9.4,3.6,9.8,-1.1,-1.5,-1.2,-14.5,-21.5,2.6,6.5,11.5,-26.9,3.9,6.6,10.0,6.0,4.2,-0.1,-5.8,-0.6,31.5
2014-03,5.5,-12.9,0.3,-26.2,19.4,13.3,14.7,9.7,2.5,6.0,-1.0,-5.7,3.2,-2.4,-27.1,7.6,0.8,3.2,-31.3,3.3,2.5,2.9,1.4,0.4,-1.3,-4.9,0.8,20.3
2014-04,6.0,-14.8,-1.8,-27.9,17.7,11.3,14.7,9.3,2.6,9.6,-1.7,-3.9,-0.1,-5.5,-21.7,4.4,4.1,1.3,-24.7,2.8,3.0,5.1,1.2,-0.8,-0.9,-3.1,-1.4,16.5
2014-05,7.2,-16.9,-2.8,-31.1,17.4,11.5,17.0,9.9,3.5,10.6,-1.4,-5.4,-1.3,-3.5,-22.2,2.5,-0.7,2.3,-29.9,2.1,1.6,3.4,-0.6,-0.4,-1.0,-2.6,1.7,16.1
2014-06,-2.2,-19.8,-8.8,-30.7,17.3,10.5,10.4,6.7,6.3,6.7,0.7,-3.6,-1.5,-5.8,-22.5,6.1,-3.0,3.8,-29.5,2.7,2.2,6.0,-2.0,0.7,0.2,-4.3,0.4,16.6
2014-07,-2.0,-20.7,-7.5,-33.9,14.9,13.7,10.1,7.8,5.4,7.2,0.3,-2.9,3.5,-2.7,-21.2,9.6,1.3,3.1,-26.0,4.6,3.1,4.1,0.8,4.1,3.0,-2.1,1.4,18.7
2014-08,-2.0,-17.5,-6.9,-28.0,14.6,9.7,12.1,7.3,2.0,5.1,-0.2,-4.8,-2.8,-3.7,-22.0,3.9,-1.0,-1.9,-27.4,2.9,1.3,0.7,0.2,-0.8,0.5,-5.4,-7.9,9.2
2014-09,0.3,-17.0,-5.0,-29.1,13.8,10.1,6.4,6.2,4.0,8.2,-2.1,-4.2,-0.4,-1.8,-21.1,6.7,-0.4,-0.7,-27.2,1.0,-0.2,3.2,-4.8,-0.4,-0.7,-5.5,-6.0,7.2
2014-10,-5.5,-19.6,-8.5,-30.7,12.0,13.7,12.8,8.8,5.9,11.7,0.0,-5.2,1.6,-1.4,-23.1,6.0,4.3,-2.7,-27.6,2.5,3.1,8.1,-1.4,4.5,0.9,-4.9,-3.2,12.9
2014-11,-5.0,-19.2,-10.1,-28.3,13.6,12.2,10.3,7.0,6.0,10.7,1.5,-4.3,2.8,-5.4,-25.3,6.9,3.5,1.9,-27.7,4.5,4.9,7.1,3.1,4.8,1.8,-1.2,2.0,15.6
2014-12,-5.0,-21.9,-11.4,-32.3,12.4,10.4,10.0,7.0,3.9,3.7,-0.5,-7.6,-3.3,-1.9,-27.5,3.0,0.3,-0.7,-30.4,3.1,3.5,7.6,-0.2,2.5,0.5,-3.6,-2.2,17.7
2015-01,-6.1,-20.4,-10.7,-30.1,9.8,8.9,7.2,4.8,0.3,1.1,1.6,-7.5,-1.5,1.0,-26.4,4.9,2.6,-5.4,-32.2,-1.3,1.7,7.0,-0.4,2.0,-0.5,-3.2,1.2,13.5
2015-02,-6.2,-23.0,-9.9,-36.0,8.7,6.3,2.3,2.4,0.7,0.7,1.4,-8.4,-3.0,2.5,-29.3,6.7,-2.9,-7.5,-32.1,-0.5,2.1,6.2,0.6,2.1,0.6,-2.4,1.2,9.4
2015-03,-9.6,-22.6,-10.1,-35.1,7.2,4.8,5.8,3.8,2.8,4.1,-0.9,-8.1,-2.0,-0.5,-31.3,6.4,-9.1,-4.6,-32.5,2.0,3.4,6.9,1.5,0.5,0.1,-2.1,3.7,1.5
2015-04,-5.9,-20.9,-7.8,-33.9,10.1,4.5,1.6,2.5,1.0,1.0,-1.2,-5.9,-0.1,-0.4,-25.8,7.7,-7.7,-2.6,-29.8,3.4,3.4,4.1,2.5,1.1,-1.1,-2.6,0.7,5.1
2015-05,-12.3,-23.5,-11.2,-35.8,7.0,6.0,2.1,2.9,2.4,4.6,-0.6,-6.0,-1.4,0.1,-25.1,7.2,0.4,-1.7,-32.0,0.4,2.1,5.4,0.4,1.7,1.1,-0.6,3.1,6.7
2015-06,-6.8,-21.8,-10.2,-33.4,6.4,7.7,2.5,3.7,0.7,3.8,-0.9,-7.1,-1.2,-1.0,-26.5,4.3,-0.3,0.5,-29.7,-1.1,0.1,3.0,-1.5,1.7,1.1,-2.4,-1.3,6.9
2015-07,-12.8,-24.4,-13.4,-35.4,5.4,7.7,5.2,4.8,0.1,4.2,-1.5,-5.4,-5.1,-3.6,-25.4,5.5,-3.0,-0.8,-31.2,-1.5,-0.3,2.1,-1.4,2.0,-1.8,-1.6,-1.5,8.5
2015-08,-11.2,-26.7,-14.9,-38.5,4.4,10.2,7.8,6.3,4.0,3.7,-1.0,-3.7,-2.9,-1.4,-23.6,11.2,-1.4,0.2,-31.0,1.2,2.3,4.9,0.8,2.1,2.8,-1.9,-3.5,4.0
2015-09,-17.2,-31.8,-21.6,-42.0,2.0,8.2,5.2,4.2,2.4,0.0,0.6,-5.8,-2.7,-4.6,-26.4,4.5,-5.3,-5.1,-33.0,-1.9,0.5,5.6,-2.0,-1.5,1.1,-5.0,-12.1,12.0
2015-10,-18.8,-28.9,-17.7,-40.0,2.5,10.2,4.5,4.2,0.8,3.8,2.0,-4.8,-0.7,-5.0,-25.8,6.4,-3.7,-2.5,-30.5,0.5,2.3,6.4,-0.1,3.1,-1.8,-1.5,-6.4,6.3
2015-11,-19.7,-32.2,-17.4,-47.0,1.9,10.6,12.8,7.4,1.3,5.3,1.3,-6.9,-2.5,-3.4,-29.3,5.1,-6.0,-3.6,-35.3,0.8,1.7,5.4,-1.0,5.7,0.3,-0.8,-3.3,6.1
2015-12,-18.3,-32.7,-15.9,-49.6,-0.9,9.5,6.5,4.4,1.7,4.1,2.7,-6.3,-0.5,-3.4,-28.4,6.0,-5.2,-3.7,-31.6,0.5,1.5,5.9,-1.9,4.2,-2.7,-2.0,-2.2,7.7
2016-01,-17.5,-30.0,-15.2,-44.8,0.6,10.6,9.2,5.5,2.2,4.8,3.4,-7.0,-1.7,-3.4,-29.8,5.4,-5.1,-5.8,-30.3,1.6,3.7,7.6,2.0,3.3,1.6,-1.1,-0.6,6.9
2016-02,-16.2,-32.6,-20.6,-44.6,-1.0,13.6,8.1,6.7,2.5,9.6,1.6,-7.5,-1.7,-2.6,-29.6,4.4,-2.8,-1.5,-31.0,2.1,3.7,7.9,1.2,3.4,2.1,-0.2,0.4,2.4
2016-03,-16.3,-32.4,-17.8,-47.0,0.3,16.9,14.0,10.1,7.7,12.6,0.4,-6.0,1.1,-2.3,-27.3,7.0,5.3,-0.7,-27.1,2.7,5.7,8.3,6.1,3.9,5.2,-2.0,-1.1,8.2
2016-04,-22.0,-33.4,-20.5,-46.2,-2.1,14.8,11.0,8.0,6.0,12.9,1.9,-4.6,-1.5,-3.7,-25.5,7.9,-0.7,-1.4,-29.2,5.6,6.1,7.3,5.3,3.7,2.5,-4.4,-2.9,6.1
2016-05,-23.1,-35.7,-20.6,-50.8,0.1,14.8,14.9,9.7,5.5,13.0,0.6,-4.6,0.6,-2.5,-24.4,8.0,4.9,0.9,-29.9,5.7,6.9,10.3,4.6,4.6,1.8,-4.1,-0.6,4.1
2016-06,-23.9,-34.8,-17.5,-52.1,-0.2,11.2,12.1,7.4,4.8,11.8,1.1,-2.6,2.7,-4.0,-21.2,9.5,2.1,0.5,-27.7,4.9,6.0,8.8,4.4,4.3,2.3,-1.7,-2.0,3.9
2016-07,-22.0,-34.0,-14.4,-53.6,1.6,10.6,8.4,6.4,4.7,7.3,-0.1,-3.4,1.2,-4.1,-20.8,6.5,-0.3,-1.0,-28.0,4.2,6.6,9.0,6.7,5.3,4.2,-0.5,-4.8,4.0
2016-08,-20.3,-30.5,-11.6,-49.3,1.3,10.1,6.1,4.9,2.8,2.8,1.4,-5.4,-1.5,-4.7,-24.8,4.1,-1.8,0.8,-31.2,1.9,3.4,5.6,2.7,2.3,0.8,-5.7,-9.7,3.0
2016-09,-16.0,-28.3,-7.6,-48.9,3.3,12.1,11.3,7.4,3.2,6.9,1.1,-2.5,0.4,-2.5,-22.0,12.0,1.4,0.9,-26.8,2.8,4.0,6.3,3.0,5.0,1.6,-3.7,-3.9,-2.3
2016-10,-12.2,-28.1,-7.9,-48.3,4.7,9.5,8.9,5.3,3.2,4.6,2.4,-3.5,1.0,-5.3,-22.8,7.1,2.1,4.0,-26.0,4.1,4.8,7.2,3.0,4.2,4.0,-7.7,-11.7,8.4
2016-11,-15.7,-26.5,-5.0,-48.0,4.8,8.7,7.8,5.2,3.4,2.5,0.8,-1.8,2.2,-3.7,-19.8,10.7,3.0,1.7,-24.8,4.9,5.7,7.9,4.4,3.4,4.3,-7.2,-11.2,11.1
2016-12,-13.2,-24.9,-6.9,-42.9,7.4,9.8,5.7,4.4,0.6,6.9,2.3,-1.3,2.3,-4.6,-20.1,11.6,3.3,3.1,-26.3,5.3,6.4,8.8,5.1,3.2,0.9,-12.9,-18.7,19.8
2017-01,-12.9,-22.3,-3.3,-41.3,8.8,11.1,4.1,4.9,5.0,5.0,0.4,-3.3,3.4,-1.5,-23.4,12.1,5.3,3.9,-25.4,4.3,5.1,8.7,2.3,2.2,-2.6,-11.1,-16.6,21.6
2017-02,-9.0,-18.4,3.0,-39.7,10.9,12.5,12.3,8.6,4.6,6.2,-1.1,-1.9,3.7,-3.3,-22.6,13.5,6.9,3.6,-24.1,7.1,8.4,9.7,8.3,5.5,-0.1,-11.3,-15.2,20.8
2017-03,-1.7,-18.3,-0.4,-36.1,12.7,13.6,7.4,7.3,5.6,7.4,-0.9,-1.2,2.4,-3.9,-23.0,15.5,3.3,5.8,-24.1,7.5,7.4,7.2,7.4,3.3,0.5,-7.5,-9.7,18.7
2017-04,3.2,-15.9,1.5,-33.4,15.6,12.7,12.3,8.9,7.6,11.1,-1.7,-0.9,3.7,-2.7,-19.1,13.7,6.2,9.7,-22.1,8.0,8.1,7.0,9.3,3.7,2.6,-8.1,-8.6,18.3
2017-05,4.2,-10.7,3.9,-25.2,15.6,9.5,5.8,5.3,1.7,8.4,-0.6,0.0,3.6,-5.2,-17.6,12.3,3.4,7.7,-21.9,5.9,6.1,5.3,7.0,2.1,1.5,-7.3,-10.1,27.1
2017-06,1.1,-12.4,1.7,-26.6,17.3,7.8,2.8,3.9,2.0,7.6,-1.2,1.0,3.5,-3.9,-14.5,13.7,6.5,9.8,-20.1,6.5,5.2,4.5,4.6,3.0,0.5,-3.1,-5.2,22.5
2017-07,3.9,-9.7,3.2,-22.6,16.0,8.0,3.1,3.9,0.2,6.1,-0.6,-0.2,4.8,-1.0,-11.2,9.6,7.3,6.8,-18.3,2.9,4.4,4.4,5.8,2.2,3.0,-1.3,-4.0,31.2
2017-08,4.4,-11.7,0.1,-23.6,19.0,10.3,4.4,5.4,0.8,5.2,-1.4,1.9,3.7,-4.8,-13.4,14.4,6.6,9.3,-20.8,2.1,4.9,8.0,4.7,4.3,2.0,-7.9,-12.4,32.3
2017-09,7.1,-10.2,3.0,-23.5,19.8,12.0,4.7,5.4,3.9,7.1,0.6,1.4,2.8,-5.0,-12.6,11.8,7.0,10.6,-18.8,3.9,5.3,8.7,3.2,5.7,0.5,-4.5,-4.6,21.8
2017-10,6.2,-7.9,3.1,-19.0,19.0,13.7,1.1,5.4,4.4,8.8,-1.2,3.0,7.1,-4.6,-12.3,16.7,6.6,9.7,-17.1,6.5,7.9,10.9,6.2,2.7,3.6,-5.4,-9.2,24.5
2017-11,9.9,-6.2,4.6,-17.1,20.8,12.1,2.4,4.7,1.1,10.7,0.2,1.7,6.5,-4.6,-13.8,14.3,6.9,11.6,-19.1,7.3,9.0,12.2,7.4,5.6,1.6,-4.2,-9.3,28.4
2017-12,12.3,-3.0,8.2,-14.1,22.8,11.3,7.0,6.0,2.8,6.2,0.4,2.0,5.8,-4.4,-13.7,15.4,7.4,10.0,-18.0,8.6,9.0,10.4,7.9,6.1,2.3,-7.2,-7.7,23.7
2018-01,13.0,-4.1,7.2,-15.5,24.1,16.9,11.9,8.6,4.7,11.4,3.0,1.1,6.2,-3.7,-11.5,11.1,12.4,16.4,-14.8,7.4,7.5,6.4,8.6,3.9,2.0,-1.8,-0.1,31.5
2018-02,11.1,-4.0,5.0,-13.0,24.1,15.4,16.9,10.5,6.0,12.3,0.7,0.2,3.8,-5.0,-14.5,10.1,11.5,12.7,-15.4,7.2,7.1,5.4,8.7,6.5,1.2,-4.1,-6.7,25.4
2018-03,3.1,-4.8,5.1,-14.7,23.7,10.9,12.6,7.1,4.1,11.4,2.1,0.7,3.6,-3.7,-12.2,10.7,9.6,12.0,-13.9,3.3,4.3,5.9,3.7,2.7,2.9,-4.4,-5.5,23.1
2018-04,3.3,-3.3,6.7,-13.4,24.4,12.2,12.2,7.2,2.6,10.4,2.7,0.7,3.9,-1.9,-12.0,12.3,7.4,9.8,-13.4,-0.9,1.4,0.9,4.0,1.8,-1.8,-4.6,-7.5,18.3
2018-05,6.4,-1.7,8.4,-11.7,23.5,13.5,15.1,8.6,4.8,12.8,2.7,0.4,5.4,-2.3,-12.3,11.3,10.2,9.8,-14.0,2.4,2.6,2.6,2.9,1.6,-1.5,-5.4,-7.2,25.6
2018-06,10.3,-1.0,7.0,-9.0,25.2,11.0,13.9,7.3,4.7,12.9,2.8,1.2,8.2,-3.6,-10.8,10.7,8.7,9.1,-16.4,3.1,3.2,3.1,3.5,0.8,-0.6,-6.2,-11.6,19.2
2018-07,11.7,-1.0,8.3,-10.4,24.6,11.3,11.4,7.2,5.2,13.8,1.1,2.2,4.2,-3.8,-9.8,12.6,9.7,9.9,-14.7,2.1,2.1,1.9,2.4,1.8,-1.0,-5.0,-6.9,20.7
2018-08,8.2,-1.2,10.3,-12.6,23.9,11.6,5.3,5.5,1.3,8.9,0.5,3.0,7.5,-5.2,-9.2,12.9,5.8,8.7,-14.8,0.2,2.9,5.2,3.4,4.7,0.2,-5.4,-7.8,22.2
2018-09,7.5,-0.4,7.9,-8.6,24.1,9.3,7.1,5.2,3.0,4.6,0.9,1.4,4.7,-4.4,-11.7,11.6,5.2,8.7,-16.2,1.1,4.7,9.8,3.2,5.1,0.6,-4.7,-9.5,28.3
2018-10,9.1,-0.4,11.8,-12.5,24.4,11.9,8.1,6.2,6.5,4.1,1.5,1.9,5.6,-5.1,-9.9,10.3,5.2,6.7,-14.0,2.6,6.4,13.5,3.0,4.6,-1.4,-5.6,-5.3,16.7
2018-11,11.1,-1.7,7.4,-10.9,24.0,12.1,7.8,6.5,5.3,8.8,0.5,3.0,6.9,-3.5,-11.4,17.0,12.2,6.4,-15.4,3.7,7.1,11.8,5.7,6.0,1.3,-5.7,-9.3,25.7
2018-12,8.5,-0.6,8.0,-9.3,22.9,14.2,13.0,8.8,5.9,9.9,0.8,2.2,7.7,-2.6,-10.8,14.9,14.6,7.2,-13.9,6.3,9.2,12.6,8.8,7.9,0.4,-5.7,-8.9,18.0
2019-01,9.9,-2.3,5.7,-10.3,24.9,9.2,7.8,5.1,6.3,13.5,1.7,0.1,5.8,-2.6,-15.3,13.1,10.3,8.3,-15.5,5.9,7.4,9.1,7.3,4.7,1.1,-4.5,-5.0,16.7
2019-02,9.1,-3.9,4.2,-11.9,23.8,13.8,5.1,6.2,7.9,4.3,0.4,-0.9,6.2,-0.1,-13.9,11.1,8.1,4.6,-15.2,7.5,6.9,6.6,6.5,0.4,-0.2,-7.5,-9.3,15.9
2019-03,11.3,2.5,14.6,-9.6,24.2,11.3,6.1,5.4,8.9,2.3,1.1,-0.7,6.0,-0.1,-13.9,11.5,6.0,6.4,-15.1,8.6,9.4,7.3,12.3,3.6,0.8,-3.2,-1.3,15.9
2019-04,7.6,0.5,10.0,-8.9,24.5,11.7,10.9,7.8,11.5,-0.3,-0.9,-2.9,4.4,3.2,-15.0,9.7,5.6,1.8,-16.2,5.0,6.8,6.9,8.5,4.4,1.5,-2.5,-6.4,24.0
2019-05,10.8,-1.5,4.9,-7.8,25.6,6.5,4.8,4.2,5.1,-0.8,-1.4,-2.5,2.6,0.7,-13.7,7.1,4.6,0.8,-16.2,3.2,4.0,2.7,6.0,3.3,2.3,-3.7,-7.1,18.0
2019-06,4.2,-4.5,2.6,-11.5,21.2,8.5,7.0,5.3,5.3,-5.5,-0.4,-0.8,0.2,-0.2,-10.2,7.7,2.8,-0.5,-13.7,1.6,3.9,6.1,4.0,3.5,5.8,-3.8,-3.3,16.0
2019-07,-2.3,-9.2,-1.3,-17.0,19.9,8.5,2.5,4.2,2.6,-2.9,-1.6,-2.5,2.2,-1.2,-15.1,6.4,-1.8,0.8,-20.7,2.6,3.3,6.5,0.7,3.5,3.1,-1.7,-2.8,18.9
2019-08,-0.9,-9.9,-3.1,-16.8,18.0,11.6,2.0,4.9,6.2,6.0,-1.1,-1.1,4.0,-0.7,-16.5,12.4,-1.6,1.1,-20.6,2.6,2.6,4.8,0.3,1.4,1.5,-4.0,-6.1,18.0
2019-09,-2.3,-10.6,-1.7,-19.4,15.8,15.3,4.4,6.7,5.1,12.9,-0.4,-2.5,0.3,0.7,-15.0,8.3,0.7,-0.2,-18.0,4.4,6.3,10.8,3.8,3.3,2.9,-2.5,-5.0,27.3
2019-10,-3.0,-10.2,-3.6,-16.8,17.0,13.7,4.1,6.1,4.8,14.3,-0.3,-3.0,0.6,-0.4,-18.5,8.9,-0.7,-1.0,-21.8,1.3,3.9,9.9,0.6,6.0,1.4,-3.5,-7.3,15.2
2019-11,-4.1,-10.0,0.6,-20.6,16.3,14.2,3.8,5.8,5.1,5.4,0.7,-2.2,4.9,-2.2,-18.8,10.1,-1.1,-1.3,-23.0,5.3,6.6,10.4,4.0,4.7,1.6,-4.9,-7.0,11.0
2019-12,-5.5,-8.6,1.4,-18.6,11.6,12.1,8.1,6.6,1.7,6.3,0.3,-1.2,3.3,-1.3,-15.6,10.8,-0.4,1.3,-19.4,3.0,4.6,7.8,3.0,3.1,1.5,-2.7,-5.8,18.8
2020-01,-4.6,-11.3,-0.9,-21.7,13.5,15.9,12.0,9.2,3.7,19.6,0.4,-0.2,4.1,-1.0,-18.6,16.9,-1.6,0.9,-22.5,4.8,6.2,9.5,4.4,4.6,5.8,-7.4,-14.5,31.5
2020-02,-2.0,-11.4,-0.3,-22.6,10.7,10.9,12.8,7.9,3.8,6.2,0.1,1.0,2.2,-1.7,-14.2,15.6,3.4,7.6,-16.7,1.8,3.0,6.7,0.4,3.4,1.3,-4.3,-8.2,17.9
2020-03,0.5,-15.9,-11.0,-20.7,7.6,-15.7,2.7,-4.5,-4.2,-18.2,0.4,-2.6,-5.1,-1.6,-15.3,5.9,9.5,-0.8,-17.1,-2.4,-6.6,-15.5,-1.8,-11.4,-0.5,-8.8,-12.8,15.6
2020-04,-26.8,-32.9,-32.2,-33.6,1.8,-61.0,-30.3,-30.9,-44.6,-96.2,1.3,-22.6,-26.1,-4.7,-35.4,-37.1,-17.8,-9.0,-36.4,-31.3,-41.0,-57.1,-34.6,-41.6,-23.4,-29.4,-54.4,3.6
