country,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN
subject,BCBUTE,BCCI,BCEMFT,BCOBLV,BCSPFT,BRBUFT,BRBUTE,BRCI,BREMFT,BRODFT,BRVSLV,BSCI,BSEMFT,BSFGLV,BSOBLV,BSPRFT,BSPRTE,BSSPFT,BSXRLV,BVBUTE,BVCI,BVDEFT,BVDETE,BVEMFT,BVEMTE,CSCICP02,CSESFT,CSINFT
measure,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA
unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12,-51.3,-48.4,-28.8,-68.0,-27.1,25.7,-24.8,-3.4,-21.4,2.0,11.1,-9.5,-14.9,0.3,-43.9,15.8,9.3,-9.6,-44.6,-1.9,-4.2,10.3,-21.1,-12.9,-18.9,-29.0,-14.9,24.4
2010-01,-45.9,-55.6,-43.7,-67.6,-43.6,13.3,-18.7,-5.9,-26.5,11.0,12.4,-6.0,-14.8,-2.6,-41.7,21.0,3.0,-11.8,-40.5,3.5,5.0,23.8,-12.4,-12.8,-8.1,-26.5,-15.0,22.0
2010-02,-36.1,-56.2,-49.5,-62.8,-39.6,20.9,-27.0,-5.7,-29.2,-1.4,11.0,-6.7,-14.4,0.5,-38.9,19.2,9.4,-10.6,-46.8,5.0,1.4,16.2,-17.0,-14.0,-12.2,-25.4,-16.0,19.1
2010-03,-36.5,-62.0,-55.8,-68.2,-34.9,23.3,-31.1,-5.9,-36.5,-7.0,9.9,-2.7,-15.3,-4.1,-26.6,14.3,15.5,-3.5,-40.8,0.1,-10.0,-9.0,-21.3,-21.7,-27.7,-26.4,-18.1,25.3
2010-04,-43.3,-61.6,-49.8,-73.5,-36.9,35.3,-10.3,4.7,-16.0,5.3,11.0,0.0,-12.2,-2.3,-19.9,17.7,17.7,2.5,-27.3,-5.3,-8.0,0.4,-19.1,-30.1,-36.7,-26.8,-20.1,27.9
2010-05,-47.7,-59.2,-48.7,-69.6,-26.8,27.0,-3.2,5.0,-30.8,6.7,8.8,0.5,-9.0,0.0,-25.4,27.1,13.3,5.2,-31.7,-8.5,-3.5,6.5,-8.5,-27.0,-18.9,-28.1,-18.1,33.7
2010-06,-51.6,-60.6,-51.0,-70.1,-29.4,28.5,23.8,17.5,-24.3,-1.8,-0.2,1.0,-2.9,0.0,-21.9,25.0,20.9,8.1,-13.7,-2.8,-2.0,6.9,-10.0,-17.7,-25.3,-26.4,-17.2,33.0
2010-07,-50.5,-59.7,-46.0,-73.5,-25.3,21.5,15.4,9.3,-8.6,-1.1,9.2,3.6,-4.3,-1.4,-16.7,26.3,16.7,4.1,-6.8,-6.8,-3.0,9.1,-11.2,-11.2,-21.6,-28.0,-24.6,39.9
2010-08,-47.5,-57.7,-42.9,-72.5,-22.0,37.9,25.2,19.7,-27.5,5.0,3.9,1.1,-6.5,-0.6,-17.4,20.1,12.8,6.3,-9.0,-2.3,-4.7,4.8,-16.5,-20.1,-20.4,-29.7,-21.4,43.8
2010-09,-48.3,-51.5,-30.9,-72.0,-12.2,28.2,3.8,9.5,-34.3,6.1,3.4,1.9,-5.3,0.3,-15.9,21.8,20.3,4.4,-6.0,-3.9,-4.3,3.2,-12.3,-11.4,-17.9,-29.3,-24.6,39.2
2010-10,-43.3,-49.7,-32.3,-67.1,-15.1,26.3,16.4,12.3,-18.3,8.6,5.9,4.9,-4.1,-3.1,-12.9,24.5,12.5,9.2,-3.8,-6.5,-7.5,3.5,-19.6,-16.8,-12.7,-26.5,-24.5,29.5
2010-11,-42.9,-50.5,-36.9,-64.1,-19.9,27.3,0.5,7.1,-26.4,11.5,6.5,0.5,-6.0,2.5,-15.9,19.8,11.3,5.3,-10.8,-3.6,1.1,7.9,-1.1,-6.2,-15.0,-28.0,-21.7,26.7
2010-12,-44.0,-55.6,-42.5,-68.6,-20.6,29.2,18.9,14.1,-24.0,11.6,5.7,-0.9,-7.7,2.0,-18.7,18.1,17.0,9.9,-10.6,-2.4,1.9,10.3,-2.2,-17.3,-17.2,-29.1,-25.0,28.8
2011-01,-51.3,-55.2,-44.2,-66.2,-18.0,30.2,-23.1,-0.4,-24.1,26.9,8.4,3.5,-1.8,-2.3,-14.7,22.9,10.1,15.0,-9.3,-5.9,3.1,14.8,0.4,-9.2,-15.8,-27.9,-26.2,42.9
2011-02,-38.1,-50.2,-40.0,-60.5,-18.7,24.3,15.6,11.3,-14.5,5.6,5.9,3.3,4.6,0.5,-13.6,24.1,11.3,16.2,-4.7,0.0,0.9,4.7,-1.9,-13.8,-21.7,-32.1,-26.8,52.1
2011-03,-31.2,-50.6,-41.0,-60.2,-21.4,13.4,-13.9,-5.5,-12.5,-0.8,15.9,2.4,2.0,7.3,-8.2,22.8,15.0,20.4,1.4,-1.6,9.3,23.4,6.2,-12.4,-9.7,-31.6,-26.5,54.2
2011-04,-26.8,-48.4,-39.9,-56.9,-7.7,16.5,20.9,9.8,-8.7,5.1,7.9,5.1,3.7,5.3,-2.0,22.6,18.9,17.0,6.7,1.8,9.0,16.6,8.8,-13.7,-12.3,-29.6,-24.0,47.4
2011-05,-31.1,-45.5,-34.6,-56.5,-11.6,29.0,31.0,17.9,-17.3,2.9,6.3,3.4,0.9,2.3,-8.2,20.9,5.8,15.7,-4.7,5.4,6.2,14.2,-1.2,-20.8,-15.4,-29.2,-26.5,48.1
2011-06,-31.1,-46.6,-32.3,-60.8,-8.7,26.7,21.9,13.4,-11.1,22.4,8.4,0.3,-1.7,6.0,-12.8,19.5,10.6,10.2,-7.7,2.9,5.8,8.1,6.3,-10.9,-13.3,-27.5,-25.4,49.3
2011-07,-34.1,-44.9,-30.7,-59.2,-13.9,25.2,-21.7,-1.9,-27.9,3.0,9.2,-0.4,-1.6,7.1,-14.9,20.8,-1.5,8.8,-8.1,3.0,2.8,5.2,0.0,-13.2,-12.1,-28.3,-24.0,45.3
2011-08,-38.2,-44.2,-31.5,-56.8,-14.4,16.8,-8.0,-4.4,-9.8,-3.6,21.9,-0.6,0.7,8.7,-15.2,22.1,-2.3,7.0,-13.1,-1.5,2.8,7.3,2.5,-7.4,-17.1,-27.6,-28.8,41.1
2011-09,-39.2,-43.1,-27.0,-59.3,-13.1,23.5,16.0,14.9,-3.7,20.5,-5.3,-1.6,-2.9,3.5,-21.0,19.7,-3.5,-1.3,-19.2,3.5,0.0,3.4,-6.9,-12.3,-15.1,-26.9,-25.1,39.3
2011-10,-26.1,-43.1,-23.6,-62.5,-11.2,29.3,24.2,13.5,-17.0,6.0,13.1,-6.5,-3.0,10.6,-22.5,13.5,6.8,-5.4,-17.4,-3.1,-3.1,1.8,-8.0,-11.7,-10.4,-31.1,-26.5,43.1
2011-11,-33.1,-42.8,-26.8,-58.9,-15.1,40.3,24.1,16.3,-16.5,-0.2,15.5,-5.7,-5.2,5.0,-25.0,13.0,2.8,-8.6,-23.5,-0.4,-0.5,2.9,-4.1,-9.2,-13.9,-30.3,-26.2,41.7
2011-12,-33.4,-40.3,-26.1,-54.5,-15.8,23.4,25.6,13.7,-18.7,21.2,7.9,-6.2,-9.7,5.5,-28.2,14.9,-6.3,-4.0,-23.3,-5.0,-5.7,0.1,-12.1,-8.8,-13.3,-27.6,-23.7,29.5
2012-01,-29.9,-42.3,-30.6,-54.0,-17.9,7.6,9.1,0.1,-16.9,14.4,16.3,-2.7,-4.8,3.6,-16.9,12.4,-1.0,-3.9,-10.5,-4.0,-8.1,-5.0,-15.2,-17.2,-11.6,-30.0,-30.3,44.3
2012-02,-27.8,-39.3,-33.6,-45.0,-20.1,14.0,20.5,7.3,-8.5,7.1,12.7,-5.6,-11.3,7.6,-20.9,11.6,5.6,-4.8,-16.1,-6.3,-6.2,-0.7,-11.6,-13.3,-10.3,-31.1,-27.1,51.1
2012-03,-22.4,-40.0,-33.7,-46.2,-23.2,12.5,6.6,1.8,-15.8,2.1,13.6,-9.7,-10.1,7.4,-34.8,13.1,-4.9,-1.3,-27.2,0.1,0.5,10.0,-8.6,-12.5,-2.9,-31.3,-32.3,51.7
2012-04,-30.7,-44.2,-33.2,-55.2,-15.1,31.3,5.0,8.6,-20.5,0.3,10.4,-10.0,-13.3,6.3,-33.7,9.9,-5.3,-0.6,-27.6,-5.7,-3.2,7.4,-11.4,-21.4,-18.8,-41.8,-39.1,58.1
2012-05,-29.3,-44.6,-34.9,-54.4,-18.1,29.5,-18.8,-1.0,-17.1,3.8,13.6,-10.1,-15.2,8.7,-28.3,6.8,-10.9,-3.5,-24.1,-5.4,-4.3,2.0,-9.4,-26.6,-22.1,-36.7,-33.4,43.9
2012-06,-34.2,-44.7,-35.9,-53.4,-15.7,26.0,1.6,4.8,-10.9,0.6,13.2,-13.1,-10.6,9.9,-35.8,6.5,-12.0,-9.8,-34.6,-4.8,-8.3,-8.0,-12.2,-20.5,-22.1,-39.0,-38.9,37.8
2012-07,-45.4,-40.0,-27.7,-52.3,-12.0,25.8,-23.1,-3.8,-9.5,2.3,14.1,-12.4,-15.8,4.3,-37.2,4.3,-12.3,-12.2,-33.7,-8.1,-12.5,-8.9,-20.5,-18.2,-18.2,-37.5,-36.7,37.7
2012-08,-39.9,-37.4,-22.8,-52.1,-14.2,17.1,-2.0,1.3,-15.3,0.4,11.1,-14.6,-21.7,6.8,-37.9,0.7,-10.7,-6.5,-34.7,-9.7,-15.8,-9.6,-28.1,-21.7,-21.2,-36.7,-38.2,35.2
2012-09,-39.4,-40.8,-26.3,-55.3,-18.8,23.7,17.2,10.3,-15.4,-1.1,10.0,-14.3,-19.3,9.0,-33.9,0.0,-7.8,-1.0,-33.5,-9.4,-19.0,-16.0,-31.7,-30.0,-22.3,-43.1,-43.1,69.2
2012-10,-40.3,-42.9,-25.5,-60.3,-20.1,20.3,-26.1,-5.3,-28.6,-6.7,10.0,-14.5,-20.3,2.5,-39.3,-1.6,-4.1,-4.9,-40.0,-19.6,-23.6,-19.4,-31.8,-27.3,-27.8,-40.2,-38.4,53.3
2012-11,-38.7,-38.8,-21.4,-56.2,-17.3,17.0,-27.1,-5.8,-25.0,-7.0,7.4,-14.0,-17.6,6.0,-38.3,2.3,-12.3,-5.3,-37.9,-17.5,-19.8,-15.3,-26.5,-25.6,-27.0,-38.6,-37.4,48.5
2012-12,-33.6,-34.1,-19.3,-48.9,-15.9,19.0,-1.5,1.9,-26.1,-3.4,12.0,-9.7,-12.9,0.7,-32.5,4.1,-9.2,-7.0,-30.9,-15.3,-14.6,-10.0,-18.6,-26.7,-26.8,-37.7,-35.1,47.2
2013-01,-29.0,-29.4,-19.5,-39.2,-16.8,27.8,-11.6,0.9,-30.4,-10.3,13.6,-10.6,-11.8,3.5,-34.9,6.6,-9.7,-5.6,-33.6,-14.3,-14.0,-7.7,-20.1,-25.8,-25.3,-34.2,-33.6,46.5
2013-02,-18.2,-30.8,-18.9,-42.6,-20.2,9.5,-32.4,-11.2,-19.1,7.1,10.6,-7.8,-11.3,2.5,-28.0,7.0,8.4,-4.2,-20.4,-13.6,-14.6,-14.5,-15.8,-25.9,-22.5,-34.7,-34.2,48.6
2013-03,-22.4,-31.1,-21.6,-40.6,-18.3,30.1,-38.7,-6.1,-31.2,-0.6,9.7,-8.8,-11.7,-0.1,-34.1,7.5,-4.6,-10.0,-24.5,-3.4,-11.2,-14.0,-16.1,-23.2,-18.1,-31.7,-27.0,46.2
2013-04,-29.5,-25.8,-10.6,-40.9,-12.5,31.6,-36.3,-5.2,-32.8,-2.4,10.9,-9.1,-9.1,3.0,-32.4,8.1,-4.3,-8.9,-26.0,-6.1,-9.1,0.6,-21.7,-21.0,-13.9,-32.5,-24.8,43.9
2013-05,-18.0,-20.8,-7.1,-34.5,-6.8,23.6,-33.4,-6.6,-31.0,-0.1,10.1,-5.2,-7.0,-1.0,-25.2,8.4,-1.7,-8.6,-18.4,-8.7,-14.5,-10.0,-24.9,-26.4,-23.0,-40.1,-46.3,53.1
2013-06,-21.5,-21.2,-9.1,-33.2,-9.1,33.0,24.2,16.6,-27.5,2.8,7.4,-3.4,-8.8,-0.6,-24.9,14.0,-9.3,-5.7,-17.3,-5.6,-14.4,-14.7,-23.0,-28.5,-25.4,-37.2,-43.1,57.0
2013-07,-19.3,-21.7,-9.2,-34.1,-7.9,29.7,17.9,13.8,-30.0,4.8,6.2,-4.6,-12.9,0.3,-26.3,12.8,-2.3,-11.1,-26.1,-6.8,-13.1,-10.2,-22.1,-29.1,-18.5,-39.1,-43.9,56.7
2013-08,-9.0,-15.4,-3.2,-27.5,-3.4,24.9,-4.6,3.4,-11.9,6.8,10.1,-4.0,-9.1,0.7,-22.9,11.5,3.7,-8.7,-20.4,-4.5,-11.2,-5.9,-23.2,-25.2,-23.3,-36.4,-37.5,45.5
2013-09,-12.6,-15.7,-6.9,-24.6,-3.7,23.3,1.7,5.9,-26.6,-1.5,7.4,-3.1,-8.5,-3.1,-24.9,12.4,-5.6,-5.1,-24.0,-9.2,-14.3,-11.8,-21.9,-31.8,-21.8,-35.8,-34.7,47.2
2013-10,-12.0,-18.2,-10.1,-26.4,-4.4,24.9,26.1,15.7,-7.1,-1.2,3.9,-4.8,-11.2,0.3,-24.4,10.4,6.6,-10.0,-19.4,-6.1,-13.8,-13.8,-21.6,-27.2,-26.0,-37.0,-38.3,42.9
2013-11,-6.9,-15.6,-8.3,-22.8,-8.9,4.4,-18.9,-7.6,-23.3,2.6,8.2,-1.6,-4.4,0.4,-21.8,17.5,4.0,-3.4,-16.5,-7.1,-9.7,-7.7,-14.3,-26.1,-22.9,-36.1,-35.8,32.9
2013-12,-0.1,-18.5,-12.9,-24.2,-11.0,27.8,-25.2,-1.2,-25.3,4.0,6.1,-1.6,-10.7,-2.5,-17.5,10.2,-4.0,-7.9,-18.0,-4.3,-10.5,-12.0,-15.2,-23.0,-21.6,-33.8,-31.1,29.3
2014-01,3.7,-15.6,-9.0,-22.2,-7.9,34.2,1.0,8.4,-23.2,-4.4,10.1,-2.7,-7.9,0.3,-17.7,9.8,0.9,-10.6,-15.2,-2.2,-5.6,-2.1,-12.5,-18.8,-18.9,-30.2,-26.5,24.3
2014-02,3.4,-18.2,-16.6,-19.9,-11.9,32.5,-27.5,-0.9,-9.8,2.9,7.8,-0.4,-6.4,-0.8,-15.9,13.8,6.4,-6.5,-11.2,-1.0,-6.1,-8.5,-8.6,-18.1,-24.1,-30.6,-27.1,27.0
2014-03,5.9,-8.8,-2.5,-15.1,-14.3,27.9,-29.2,-2.3,-7.2,19.6,5.6,-0.1,-2.6,0.7,-15.1,15.4,6.0,-6.1,-15.9,1.4,-3.4,-2.5,-9.1,-19.4,-20.5,-28.7,-23.7,26.0
2014-04,3.8,-15.8,-14.9,-16.7,-8.5,34.4,-20.1,3.3,-18.8,21.7,4.3,1.7,-3.0,-0.3,-17.0,21.6,9.3,-6.0,-18.6,6.0,2.6,0.0,1.8,-16.4,-15.9,-30.0,-27.0,43.3
2014-05,-6.7,-1.9,3.8,-7.6,-1.9,27.8,30.9,18.3,-16.2,0.9,3.8,3.6,4.0,3.4,-10.4,24.5,17.0,-6.7,-8.1,13.9,8.7,5.6,6.7,-10.5,-10.7,-28.0,-18.9,39.2
2014-06,5.2,-7.8,-5.0,-10.6,-5.6,29.7,-18.5,2.5,-21.7,0.7,3.7,5.7,7.5,-0.1,-6.0,23.1,13.4,0.1,-3.3,10.9,7.1,9.5,0.9,-5.8,-11.8,-24.8,-16.0,26.0
2014-07,4.8,-6.0,1.1,-13.1,-9.1,36.4,4.6,11.9,-21.3,2.4,5.2,7.1,7.1,1.9,-0.2,23.6,18.1,-0.8,4.9,8.9,7.3,15.7,-2.9,-10.6,-11.7,-23.2,-12.0,28.0
2014-08,-1.1,-11.4,-6.8,-15.9,-8.1,23.2,10.0,8.6,-15.4,-4.4,7.3,2.3,3.6,3.2,-4.5,14.7,13.8,-4.2,-3.9,12.4,7.0,13.3,-4.6,-9.4,-9.5,-24.2,-14.5,19.3
2014-09,-2.3,-11.1,-9.5,-12.8,-13.1,24.6,6.0,8.8,-20.1,0.7,4.1,1.8,-2.0,1.8,-6.0,13.4,22.5,-6.6,-8.3,14.2,8.5,11.4,-0.2,-7.5,-8.2,-20.5,-10.1,21.3
2014-10,4.2,-10.5,-5.8,-15.2,-8.0,24.8,28.2,17.0,-24.3,2.1,2.0,1.9,0.3,2.1,-6.4,14.1,-0.6,-2.8,-3.3,20.9,12.4,15.7,0.5,-4.5,-9.0,-18.8,-6.8,18.9
2014-11,-5.2,-12.2,-8.3,-16.0,-7.4,31.9,29.7,19.2,-16.7,3.7,4.0,1.8,0.1,0.3,-8.9,14.5,11.2,-9.0,-8.7,18.2,12.4,14.5,4.5,-6.5,-4.6,-22.0,-9.1,21.4
2014-12,-7.5,-11.6,-7.4,-15.8,-4.6,39.0,9.9,13.4,-9.7,3.0,8.8,3.0,-5.2,2.5,-9.5,20.9,15.7,-4.6,-9.1,18.3,13.3,12.7,8.8,-5.3,-1.5,-20.6,-8.9,25.8
2015-01,-10.2,-12.0,-5.2,-18.7,-3.3,34.8,40.6,22.8,-11.0,0.6,6.9,3.4,-1.7,-3.4,-13.3,20.2,11.9,-11.2,-10.7,22.1,13.1,4.1,13.1,-9.3,-4.3,-18.7,-6.1,16.7
2015-02,-7.7,-11.0,-5.0,-17.0,-8.3,33.8,25.6,18.0,-12.8,-0.5,5.5,4.1,2.2,1.0,-10.4,23.6,8.2,-2.3,-7.9,29.2,17.7,17.7,6.3,-4.6,-4.0,-19.2,-6.2,16.3
2015-03,-1.6,-8.5,2.9,-19.9,-7.6,44.3,-12.8,9.6,-12.5,7.9,2.8,8.3,1.5,1.8,-0.6,27.2,11.8,-4.2,2.0,24.3,17.4,20.3,7.4,-6.8,-5.3,-18.3,-4.8,18.5
2015-04,-5.2,-14.5,-4.5,-24.5,-10.6,42.4,33.1,23.9,-19.7,1.2,3.9,4.7,8.9,4.5,1.7,16.7,13.1,1.1,8.6,24.8,18.0,17.0,12.1,2.1,-1.7,-15.0,-2.1,19.0
2015-05,0.4,-12.5,-7.9,-17.1,-11.8,49.4,12.5,19.7,-3.8,3.1,2.9,6.9,7.6,5.3,-0.3,26.2,8.7,0.5,0.4,23.6,16.2,13.3,11.7,5.1,-1.5,-14.9,-3.3,17.7
2015-06,-9.1,-13.8,-5.8,-21.8,-13.3,34.5,-12.5,5.6,2.9,5.2,5.3,5.9,6.0,3.4,-2.1,23.2,18.4,-1.3,-1.8,22.8,15.6,14.6,9.3,-1.6,-0.4,-13.8,-1.8,17.3
2015-07,-10.3,-15.5,-8.1,-22.9,-8.5,36.2,-15.2,6.1,-0.7,4.4,2.9,5.9,7.5,4.5,3.3,19.0,21.2,1.0,7.7,28.2,16.6,15.2,6.3,5.9,-1.0,-18.0,-6.1,18.6
2015-08,-4.5,-14.6,-9.9,-19.4,-7.1,30.5,19.4,14.3,-2.3,-0.3,7.1,7.2,7.3,-0.1,0.4,21.0,19.7,-5.9,3.6,28.6,16.4,9.9,10.7,-3.5,1.6,-15.3,-1.9,17.7
2015-09,-9.1,-19.3,-6.0,-32.6,-11.7,40.4,34.3,22.5,-13.4,1.9,7.3,5.2,4.6,5.8,1.0,20.2,24.0,-9.3,1.2,26.7,18.2,15.6,12.3,-0.1,2.1,-14.5,-4.4,15.5
2015-10,-13.1,-15.5,-3.6,-27.4,-9.9,29.2,16.1,13.3,-7.4,3.7,5.4,6.0,7.8,3.9,1.7,20.1,12.9,-3.3,8.2,30.0,20.1,11.3,19.0,-4.8,2.8,-15.7,-7.9,18.6
2015-11,-7.3,-13.1,-6.5,-19.7,-6.5,39.5,10.7,15.1,-5.6,9.6,4.8,5.4,5.9,5.5,0.4,21.4,20.9,-5.0,4.0,30.6,19.0,18.1,8.1,-1.5,2.5,-18.3,-9.6,16.8
2015-12,-8.7,-14.2,-4.9,-23.5,-5.0,35.8,6.3,11.8,0.0,7.5,6.5,6.5,6.6,3.7,1.6,21.6,20.0,-4.4,1.6,33.0,20.9,16.4,13.3,4.2,2.3,-14.6,-6.5,17.3
2016-01,-14.3,-16.0,-6.5,-25.5,-12.3,37.2,51.0,26.9,7.5,0.7,7.7,3.8,9.3,6.5,-4.9,22.9,22.7,-8.4,-0.5,30.9,16.5,5.8,12.8,3.2,2.8,-19.2,-12.0,15.1
2016-02,-6.4,-16.7,-8.7,-24.8,-6.2,37.9,32.0,21.5,2.2,7.7,5.4,4.6,10.5,6.6,-1.0,21.4,13.8,-8.9,-0.6,34.1,17.7,8.1,10.9,3.8,-2.7,-19.0,-12.6,13.2
2016-03,-17.4,-19.8,-5.6,-34.0,-8.8,43.3,27.3,21.6,7.9,1.4,5.7,4.8,14.6,7.4,3.3,18.6,21.4,-6.2,8.9,32.2,18.9,13.7,10.9,6.6,-0.3,-18.9,-14.6,16.4
2016-04,-5.8,-16.0,-4.5,-27.5,-11.1,21.7,12.9,9.2,12.9,2.7,6.9,7.8,11.2,4.7,2.4,25.7,14.8,-3.9,0.9,35.6,20.4,10.9,14.7,3.4,4.7,-18.0,-11.6,17.0
2016-05,-0.8,-14.3,-5.0,-23.6,-11.6,40.1,8.5,14.1,8.1,6.0,6.4,5.9,12.3,2.5,0.7,19.4,23.8,-1.1,-1.7,27.0,15.9,10.4,10.4,3.7,4.4,-19.2,-13.9,23.0
2016-06,0.9,-14.3,-1.7,-26.9,-7.8,43.8,15.7,17.6,7.3,-0.2,6.7,5.1,16.0,7.2,-1.6,24.1,22.4,-2.6,-1.0,30.3,17.4,13.8,8.2,5.0,6.9,-18.7,-12.2,20.0
2016-07,-0.7,-12.5,-3.0,-22.0,-7.3,47.2,21.6,20.9,7.6,14.0,5.9,5.3,13.5,5.3,4.0,17.2,22.5,1.4,5.3,35.1,18.8,11.2,10.2,7.8,3.9,-15.8,-11.3,20.3
2016-08,6.5,-7.4,9.7,-24.4,-3.5,45.9,29.5,23.1,18.0,12.7,6.2,6.9,14.8,2.1,-4.2,26.9,18.0,-1.2,-8.5,29.3,16.7,9.6,11.3,8.4,4.1,-14.8,-9.7,17.5
2016-09,16.4,-1.1,7.7,-9.8,-2.4,50.8,46.4,29.9,15.4,2.3,7.6,3.9,19.4,8.6,-2.6,22.7,15.1,-1.4,-3.5,30.8,18.5,12.0,12.7,3.5,4.4,-16.2,-8.8,16.9
2016-10,6.9,-2.6,5.7,-10.8,-8.9,53.9,-17.0,10.1,15.8,13.2,6.7,5.8,13.5,7.2,2.0,22.7,15.1,-1.7,-0.4,34.4,21.2,14.4,14.7,1.8,5.0,-13.9,-7.7,20.8
2016-11,16.5,0.0,11.1,-11.1,0.9,53.4,9.5,19.3,-3.6,49.9,5.0,6.6,11.7,4.9,-1.4,26.2,23.0,-0.1,-4.8,37.2,21.1,15.0,11.0,6.0,4.5,-14.2,-5.6,21.1
2016-12,11.5,2.1,10.5,-6.4,0.3,48.2,17.3,18.8,13.6,9.2,9.0,6.7,15.7,7.5,3.0,24.7,22.8,1.6,5.0,37.4,21.3,11.6,14.7,7.8,9.9,-13.7,-5.2,23.8
2017-01,19.1,-2.2,12.7,-17.0,4.3,12.9,35.5,11.9,19.4,4.8,12.8,7.9,13.2,6.0,6.7,23.0,31.9,2.3,6.2,36.6,21.4,16.8,10.8,2.2,9.9,-9.7,0.8,28.0
2017-02,7.2,7.1,22.9,-8.7,2.3,43.0,11.5,15.3,17.3,10.0,8.6,10.0,15.8,2.9,9.7,23.3,20.2,6.4,5.6,36.9,22.0,11.2,17.7,11.8,3.8,-12.0,-0.7,25.6
2017-03,13.6,4.9,17.7,-7.8,7.2,52.3,39.9,28.3,18.1,20.2,7.3,11.3,20.5,5.2,13.0,26.0,26.1,8.4,13.5,40.0,24.8,12.7,21.8,15.6,18.1,-11.2,-0.7,26.2
2017-04,26.0,10.1,18.7,1.4,6.7,43.1,8.5,12.7,35.4,3.0,13.5,9.4,19.6,7.0,14.0,21.3,25.5,8.3,14.3,37.6,25.1,17.3,20.4,18.2,10.0,-10.6,0.5,24.6
2017-05,23.0,8.0,15.6,0.3,2.1,42.0,9.5,11.7,32.6,9.1,16.5,7.8,18.2,9.0,8.7,23.8,25.9,7.6,3.7,38.6,22.6,12.1,17.1,16.1,11.2,-9.5,2.1,25.7
2017-06,33.3,12.8,18.0,7.6,1.8,34.8,41.3,32.4,40.7,2.2,-21.0,9.5,24.7,6.9,13.3,22.1,24.6,9.5,14.7,37.5,23.2,18.0,14.0,18.0,19.1,-9.0,3.6,23.9
2017-07,31.8,18.0,25.8,10.2,9.0,41.1,38.2,24.6,41.6,0.5,5.7,8.9,22.9,9.0,10.4,25.3,24.6,7.7,9.2,37.4,23.2,13.2,19.0,9.8,17.7,-8.9,3.2,22.7
2017-08,30.6,17.5,22.3,12.7,6.6,44.4,15.0,18.1,27.5,6.3,5.1,8.0,21.9,8.8,6.8,26.0,26.4,7.4,4.3,38.1,24.4,16.4,18.7,15.0,10.9,-8.3,3.6,30.2
2017-09,28.1,17.3,21.6,13.0,9.5,45.8,29.7,23.6,38.9,9.0,4.5,10.8,23.2,7.8,10.2,30.0,25.3,10.6,7.9,38.7,23.4,16.0,15.5,22.2,11.4,-7.1,8.1,27.2
2017-10,31.8,22.8,28.1,17.4,10.5,55.1,34.7,27.7,41.0,11.5,6.6,11.3,17.9,4.8,11.2,27.5,36.9,10.7,10.3,40.1,26.9,21.0,19.4,20.1,20.2,-5.9,7.8,38.2
2017-11,28.9,13.6,15.1,12.0,12.1,58.0,39.6,30.6,45.8,16.2,5.6,12.9,21.7,7.5,13.5,32.7,32.0,13.4,11.2,42.4,28.4,23.4,19.4,20.1,20.2,-7.0,8.4,39.4
2017-12,37.3,19.9,22.3,17.5,11.3,52.4,11.4,19.7,41.2,13.9,4.8,13.1,17.3,6.3,18.7,26.9,28.9,14.2,19.4,41.5,29.4,24.7,21.8,20.4,16.5,-5.8,7.5,35.1
2018-01,28.0,20.8,32.8,8.9,21.4,62.5,42.9,32.2,44.4,5.2,8.7,13.0,23.1,6.2,17.9,27.3,33.8,14.8,12.6,38.2,25.9,22.0,17.7,24.1,18.6,-5.2,7.9,35.5
2018-02,12.9,22.1,35.3,8.9,21.3,42.8,9.9,16.1,40.0,6.3,4.6,12.5,24.4,11.7,18.0,31.1,29.1,11.7,16.8,37.6,24.7,16.5,20.1,19.7,22.6,-6.9,6.3,32.2
2018-03,18.6,22.7,29.1,16.3,18.6,28.1,-6.3,5.5,45.5,0.5,5.4,9.4,22.1,9.1,13.4,24.0,17.5,12.5,16.2,33.4,22.8,19.2,15.8,16.4,19.0,-5.9,6.0,30.7
2018-04,27.4,25.1,29.9,20.3,16.8,37.2,4.0,11.8,38.8,28.7,5.9,8.6,25.7,7.5,9.0,24.3,25.4,7.7,8.6,37.2,24.4,20.3,15.8,16.3,15.0,-4.3,6.4,31.4
2018-05,32.6,25.5,31.1,20.0,14.7,31.2,-17.3,2.1,40.2,2.4,7.7,9.7,26.6,9.8,13.3,25.7,25.7,9.7,9.0,39.7,24.8,16.4,18.3,16.8,14.4,-6.0,5.0,31.5
