country,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL
2004-04,-3.5,-45.9,-18.7,-73.0,7.8,-15.6,-3.2,-7.8,-14.9,-10.5,4.7,-9.5,-10.7,-2.7,-50.5,19.4,32.4,28.8,-51.4,4.5,1.0,-0.8,-0.5,-7.9,-12.8,-19.1,-36.0,63.0
2004-05,0.6,-44.3,-16.2,-72.5,12.8,-17.3,0.0,-3.9,-10.1,-13.8,-5.6,-10.6,-14.6,-1.3,-50.8,17.8,9.6,27.1,-49.7,3.6,-0.2,0.4,-4.6,-3.3,-12.2,-13.3,-17.5,47.5
2004-06,-0.5,-42.8,-14.9,-70.7,10.7,-15.2,-1.4,-4.5,-12.7,-12.8,-3.0,-9.9,-11.3,-3.6,-52.8,19.5,8.0,24.6,-49.9,4.9,1.8,5.0,-4.6,-5.2,-10.0,-11.1,-16.5,42.0
2004-07,5.7,-40.8,-11.3,-70.2,9.9,-18.8,-9.5,-10.2,-17.5,-12.4,2.3,-9.1,-11.9,-2.2,-48.9,19.3,9.6,20.3,-50.2,1.4,-6.2,-8.8,-11.1,-11.9,-10.2,-14.2,-22.0,40.0
2004-08,7.2,-39.8,-10.7,-69.0,6.7,-7.6,-30.3,-14.1,-10.8,-7.1,4.3,-11.6,-12.1,-1.1,-53.2,17.4,4.4,15.3,-49.6,0.4,0.8,2.4,-0.3,-1.0,-10.6,-10.1,-13.5,30.0
2004-09,7.7,-40.2,-11.0,-69.5,4.8,2.3,-25.2,-8.8,-6.3,2.9,3.4,-9.7,-9.2,-1.5,-49.2,18.6,4.6,13.2,-50.1,-0.1,-1.2,-1.2,-2.3,-4.9,-9.4,-10.0,-12.0,25.0
2004-10,9.9,-35.9,-5.8,-66.1,9.2,-6.5,-21.0,-11.2,-9.0,-10.6,6.0,-10.2,-7.4,0.2,-49.0,18.6,9.7,16.9,-49.2,0.8,0.9,0.4,1.4,-2.5,-8.2,-9.8,-13.0,25.5
2004-11,11.9,-36.3,-6.2,-66.4,7.3,-12.8,-21.5,-13.3,-11.9,-14.5,5.6,-10.3,-6.0,-0.1,-50.5,19.5,6.0,3.9,-50.3,2.0,2.5,2.4,3.1,-1.5,-7.6,-10.6,-15.5,25.0
2004-12,13.4,-36.2,-6.2,-66.2,5.9,-1.7,-17.9,-8.1,-7.1,-11.9,4.7,-10.8,-7.4,0.2,-49.0,16.9,2.4,2.0,-51.9,2.1,2.4,2.7,2.3,-5.6,-4.8,-10.2,-12.0,27.0
2005-01,16.1,-33.9,-6.6,-61.3,6.9,-0.8,3.7,-1.8,-8.9,-2.6,8.2,-13.0,-8.7,2.3,-51.5,14.9,16.7,4.1,-51.5,5.6,6.5,10.0,4.0,-2.7,-1.6,-9.1,-10.2,28.6
2005-02,13.8,-35.1,-5.8,-64.4,5.3,-2.0,-0.7,-3.3,-3.8,-4.5,7.2,-11.4,-5.3,0.8,-50.8,17.4,3.9,-0.1,-52.3,5.0,6.6,11.1,3.6,-1.5,-0.3,-10.1,-11.9,20.9
2005-03,11.8,-34.8,-5.3,-64.3,5.0,3.7,-5.9,-3.6,-2.4,-5.2,8.5,-13.1,-6.9,2.6,-52.3,15.6,-6.4,-3.8,-56.6,4.0,6.0,12.0,2.2,-1.6,-0.1,-10.3,-12.9,21.3
2005-04,12.8,-32.9,-2.8,-63.1,3.6,-1.2,-9.9,-6.4,-10.4,-7.1,8.1,-13.0,-7.4,2.1,-55.4,18.5,-5.5,3.6,-58.4,2.4,4.5,11.4,-0.2,-0.3,-0.8,-10.1,-10.5,17.0
2005-05,13.6,-32.8,-2.7,-62.8,0.9,-1.6,-9.4,-6.9,-7.6,-5.3,9.6,-12.7,-7.3,1.6,-54.9,18.4,-0.3,-2.1,-60.2,0.9,3.5,10.6,-0.9,-1.5,0.2,-8.2,-9.1,16.9
2005-06,15.2,-33.2,-4.2,-62.1,0.2,-3.5,-8.8,-7.2,-9.8,-8.8,9.1,-12.2,-5.3,0.4,-55.3,19.0,3.5,-0.6,-58.1,-1.8,2.1,8.8,-0.6,-1.4,-1.1,-11.3,-12.3,22.4
2005-07,13.7,-31.6,-3.5,-59.7,2.6,-1.7,-5.9,-5.5,-9.7,-6.4,9.0,-12.6,-4.8,2.3,-54.5,18.9,9.5,-2.4,-57.9,0.5,3.4,10.1,-0.2,-2.9,-0.7,-9.7,-8.0,26.3
2005-08,14.4,-30.0,-2.1,-58.0,4.1,-5.5,-3.4,-5.6,-11.3,-11.2,7.8,-12.6,-2.7,3.1,-53.2,18.6,3.3,1.2,-58.9,-0.7,3.1,12.0,-2.0,0.3,-1.6,-9.2,-7.3,25.0
2005-09,16.9,-28.0,-0.8,-55.3,7.9,-4.2,-5.0,-6.0,-5.9,-5.6,8.7,-9.5,-1.7,1.4,-50.1,22.9,7.1,1.2,-54.5,-0.7,3.6,12.1,-0.7,-0.4,-2.2,-7.9,-6.2,31.0
2005-10,16.9,-25.2,1.9,-52.3,9.4,-1.3,-4.9,-4.4,-4.8,-3.7,6.9,-11.5,-4.7,1.4,-51.3,18.3,10.2,1.2,-54.1,2.8,6.7,13.7,3.6,-0.5,-0.1,-7.1,-0.2,26.2
2005-11,17.2,-23.2,3.3,-49.6,9.6,0.1,1.6,-2.3,-7.7,-0.2,8.5,-11.5,-4.7,2.3,-52.6,20.4,7.5,2.8,-54.7,4.4,7.3,13.2,4.1,-1.6,-0.2,-6.5,-1.8,23.9
2005-12,16.8,-24.7,0.5,-49.9,9.0,-5.3,-1.6,-4.7,-7.6,-4.2,7.2,-10.1,-3.7,2.5,-50.0,22.1,13.9,-1.0,-53.3,5.8,8.4,12.6,6.7,-2.3,-2.8,-7.0,-2.8,16.7
2006-01,15.8,-23.6,3.4,-50.6,7.9,-6.4,1.4,-4.4,-4.3,-9.1,8.2,-11.0,-5.6,3.9,-48.3,19.3,9.8,-0.1,-53.4,9.2,10.6,13.6,8.9,1.0,-4.1,-3.3,2.7,28.7
2006-02,14.8,-22.7,4.7,-50.1,8.0,-6.3,2.3,-3.8,-6.4,-6.5,7.2,-11.7,-5.0,4.3,-49.0,18.2,4.8,2.4,-52.5,8.0,9.3,13.2,6.8,0.8,-2.8,-3.6,0.1,16.1
2006-03,14.3,-20.5,9.0,-50.0,8.3,-3.8,4.0,-2.3,-4.7,-3.3,7.1,-10.8,-5.0,4.4,-48.2,20.3,2.7,3.9,-51.3,7.2,9.2,14.3,6.1,3.1,0.8,-4.6,0.5,17.7
2006-04,14.7,-19.2,10.2,-48.5,8.8,1.6,2.3,-1.3,-1.9,-0.8,7.7,-10.7,-3.5,4.0,-47.5,19.5,9.0,5.9,-51.1,7.3,8.7,14.0,5.0,2.2,-0.4,-7.2,-4.7,14.7
2006-05,17.3,-17.2,11.3,-45.7,11.3,-2.2,5.9,-1.1,-3.2,-3.1,7.1,-8.7,-1.6,2.0,-47.7,23.6,12.0,7.6,-50.7,6.7,8.6,14.0,5.1,3.3,1.5,-7.0,-6.9,19.0
2006-06,19.8,-14.0,14.1,-42.1,15.5,-3.6,8.4,-0.9,-3.9,-1.9,7.5,-7.5,-0.5,1.4,-45.7,24.7,15.2,9.2,-49.8,6.8,7.6,10.6,5.4,1.4,-0.5,-5.0,-3.7,21.2
2006-07,22.6,-12.3,14.9,-39.5,18.6,-0.7,7.4,0.0,-2.9,-1.0,6.9,-5.6,-0.3,-1.3,-41.0,22.9,17.0,9.5,-47.4,8.5,9.3,11.9,7.3,3.3,-0.2,-3.2,-5.4,20.7
2006-08,23.0,-11.8,14.3,-38.0,22.6,-2.6,6.5,-1.3,-1.0,-3.8,7.8,-5.1,1.3,-3.3,-41.8,23.1,13.1,12.3,-47.0,4.9,7.5,14.2,3.3,4.5,-0.8,-4.4,-3.4,28.5
2006-09,22.8,-9.1,16.5,-34.7,25.6,-4.5,6.5,-1.6,-3.1,-4.2,6.8,-4.6,1.7,-1.7,-38.5,22.9,16.4,10.2,-46.3,6.5,9.6,17.1,5.4,4.2,-0.5,-4.7,-4.5,37.5
2006-10,23.1,-9.4,16.1,-34.9,27.7,-1.6,6.3,-0.7,0.2,0.7,6.9,-3.5,4.2,-0.9,-38.0,26.5,13.0,10.3,-45.1,8.0,11.2,17.4,8.2,4.4,1.7,-4.5,-5.8,23.6
2006-11,23.1,-8.7,16.0,-33.4,30.1,2.2,10.7,2.2,1.7,2.3,6.2,-2.7,4.4,-1.9,-36.9,26.8,17.6,11.3,-44.2,10.1,12.4,16.6,10.7,4.3,1.6,-3.7,-2.1,36.8
2006-12,23.7,-5.8,19.5,-31.1,31.6,5.6,13.3,4.2,6.6,8.1,6.3,-1.8,6.3,-2.7,-37.0,28.8,21.9,13.2,-44.1,11.3,13.3,17.3,11.3,6.1,1.6,-0.4,-0.7,24.9
2007-01,24.8,-5.0,19.6,-29.7,37.1,10.9,14.5,6.9,3.5,9.0,4.8,-3.8,4.3,1.2,-35.6,25.4,17.3,18.8,-41.5,22.2,24.0,26.5,23.2,15.2,10.5,-4.2,-4.6,32.7
2007-02,24.4,-5.3,19.3,-29.8,37.9,11.1,18.3,8.4,2.8,6.5,4.3,-4.0,4.3,2.0,-34.3,24.3,18.7,20.3,-41.9,20.8,23.3,26.9,22.1,16.5,10.5,-0.2,-2.6,27.9
2007-03,24.9,-4.6,19.8,-29.0,40.7,6.7,15.0,5.6,7.4,3.2,4.9,-2.8,3.5,0.7,-32.3,24.7,18.4,16.8,-38.0,18.8,21.1,25.6,19.0,16.7,10.2,-4.4,-3.8,29.9
2007-04,25.1,-4.5,18.9,-27.9,44.8,5.6,15.8,6.4,7.6,2.5,2.3,-2.2,6.3,0.6,-32.8,26.9,19.9,18.2,-38.9,19.3,21.8,26.1,20.1,15.6,10.5,-1.1,1.2,21.7
2007-05,23.2,-4.6,19.1,-28.3,45.9,8.3,16.1,7.6,5.9,6.1,1.5,-1.6,6.3,-0.5,-30.9,25.6,15.4,18.3,-40.6,18.3,20.9,24.9,19.4,15.2,8.6,0.8,7.5,32.2
2007-06,21.9,-5.4,18.0,-28.9,45.6,7.6,15.1,7.4,8.8,6.7,0.7,-1.3,6.3,-1.7,-31.0,25.4,14.5,17.9,-39.1,18.3,21.1,26.7,18.3,16.1,10.1,-0.8,4.0,27.0
2007-07,19.8,-5.4,18.8,-29.6,42.3,8.2,15.1,7.4,9.9,6.1,0.9,-2.0,5.3,-0.8,-31.9,25.2,11.6,16.1,-38.5,16.4,19.5,24.4,17.7,15.4,8.9,1.5,6.1,26.2
2007-08,19.2,-6.1,18.5,-30.6,38.8,9.8,14.8,7.7,7.4,9.7,1.5,-3.4,2.5,0.2,-32.2,22.1,11.6,14.6,-37.8,17.1,19.6,24.3,17.5,15.7,8.8,-1.0,-0.7,28.4
2007-09,18.6,-6.2,18.9,-31.2,34.8,11.2,16.4,8.0,6.9,12.5,3.5,-3.7,3.2,-1.2,-33.1,20.7,12.1,18.6,-35.2,15.9,18.9,25.1,15.7,15.8,8.9,0.7,5.0,26.9
2007-10,17.9,-6.2,18.2,-30.5,34.7,14.3,18.9,10.1,6.5,11.8,3.0,-3.6,4.0,-0.6,-33.9,22.6,9.3,21.2,-36.0,14.7,18.2,25.3,14.6,15.5,8.7,1.6,6.1,30.4
2007-11,18.3,-4.3,19.2,-27.9,34.8,11.0,16.4,8.0,11.5,7.7,3.4,-3.8,3.0,0.5,-33.5,22.7,11.6,19.6,-39.7,14.9,19.2,27.1,15.5,16.7,9.6,3.9,12.6,33.5
2007-12,18.2,-3.0,20.5,-26.5,35.3,15.1,21.8,11.0,12.9,14.8,3.9,-3.4,4.7,0.0,-32.5,22.3,12.9,17.8,-40.0,15.2,19.2,27.0,15.3,15.9,10.1,4.4,15.4,30.3
2008-01,18.4,-2.9,19.2,-24.9,36.8,17.0,25.0,11.8,11.7,17.1,6.7,-2.0,5.5,0.3,-31.3,25.8,16.0,19.1,-37.7,17.6,19.7,26.9,14.6,18.6,13.4,2.1,9.8,41.1
2008-02,20.1,-1.8,20.6,-24.2,40.9,18.7,20.1,10.8,13.0,14.7,6.3,-2.0,3.7,0.8,-28.4,23.3,16.5,16.0,-36.1,16.4,17.9,23.5,13.7,17.6,13.0,1.6,8.1,38.5
2008-03,20.5,-3.3,18.8,-25.3,38.5,15.4,20.8,9.8,10.6,15.0,6.8,-2.4,3.8,0.2,-29.5,22.5,15.6,18.6,-35.9,16.4,18.1,23.8,14.2,15.7,11.2,-0.1,6.0,40.2
2008-04,15.1,-6.2,15.7,-28.0,33.6,12.3,19.7,8.2,9.3,12.8,7.4,-4.2,0.3,1.3,-32.5,21.0,7.5,15.9,-36.7,14.3,16.8,23.7,12.3,17.0,11.9,3.5,11.6,42.6
2008-05,13.6,-7.7,14.2,-29.6,28.9,9.0,14.9,4.9,7.0,10.1,9.3,-5.2,0.6,1.6,-33.3,19.4,7.3,16.6,-36.9,12.6,15.2,22.2,10.9,15.6,9.9,3.9,11.6,39.1
2008-06,11.4,-8.3,13.3,-29.9,28.1,13.8,16.4,7.3,11.1,15.3,8.3,-6.0,-2.9,1.7,-34.7,18.6,2.1,17.6,-42.3,10.5,14.1,21.6,10.1,15.0,8.6,2.3,7.6,39.0
2008-07,10.4,-11.1,11.3,-33.5,25.5,9.6,14.4,5.0,8.9,9.7,9.0,-8.2,-5.3,0.2,-37.4,12.9,-0.4,19.5,-42.5,8.6,12.1,19.7,8.0,13.6,7.6,-2.0,1.7,37.2
2008-08,7.9,-12.4,10.2,-35.0,22.5,10.1,7.4,2.7,9.8,11.9,9.4,-9.1,-5.5,1.4,-37.7,11.6,-2.7,10.6,-44.3,7.6,11.9,21.0,7.2,13.1,8.1,1.8,5.0,35.0
2008-09,6.3,-13.4,8.6,-35.5,20.4,9.6,8.6,3.1,10.4,10.0,8.9,-10.9,-6.5,2.3,-42.3,11.8,-7.3,8.2,-46.8,7.3,11.4,19.8,7.2,12.1,7.3,3.2,5.3,35.9
2008-10,4.2,-15.4,6.3,-37.1,16.2,9.2,8.5,2.8,9.2,8.5,9.2,-13.2,-9.6,4.5,-44.2,9.0,-10.9,4.5,-49.8,6.2,9.1,15.9,5.1,9.7,5.4,0.4,-0.3,36.5
2008-11,2.0,-17.5,3.8,-38.7,11.5,6.3,6.9,1.5,5.3,6.5,8.6,-17.3,-15.1,6.6,-47.2,1.8,-13.2,3.7,-51.8,2.0,4.8,10.6,1.9,5.9,4.5,-4.7,-6.4,37.2
2008-12,-1.3,-20.2,0.5,-40.9,5.4,2.9,5.6,-0.2,4.6,5.0,9.1,-21.5,-22.2,7.2,-52.7,-4.7,-19.7,-4.4,-57.8,-1.2,1.7,6.8,-0.6,0.7,2.3,-1.3,-8.5,38.3
2009-01,-4.5,-29.4,-12.1,-46.8,-11.1,-8.4,-1.5,-5.7,-6.4,-11.1,7.2,-26.0,-28.4,11.0,-55.4,-11.6,-26.4,-6.4,-63.5,-5.0,-2.2,3.4,-5.1,-1.0,3.1,-6.0,-14.1,36.1
2009-02,-7.7,-35.2,-17.5,-52.9,-18.9,-18.2,-14.5,-13.5,-10.6,-18.6,7.8,-29.0,-34.5,10.6,-58.1,-18.1,-27.8,-5.9,-65.4,-10.3,-9.3,-6.6,-10.9,-4.0,-0.1,-15.7,-31.7,40.9
2009-03,-11.0,-38.7,-22.4,-55.0,-24.3,-21.2,-17.2,-15.3,-12.4,-21.6,7.4,-29.1,-31.4,9.5,-58.5,-19.3,-29.9,-4.0,-67.6,-12.9,-11.1,-7.0,-13.3,-6.5,-4.4,-18.4,-34.4,38.9
2009-04,-10.7,-38.3,-19.7,-56.9,-23.2,-10.4,-12.2,-9.8,-10.5,-12.7,6.8,-26.3,-26.8,10.6,-61.0,-7.5,-25.7,-4.1,-69.3,-11.4,-8.2,-2.2,-10.9,-5.3,-5.1,-14.1,-24.2,33.2
2009-05,-12.0,-38.4,-18.5,-58.4,-21.5,-6.1,-5.4,-5.9,-8.6,-8.2,6.2,-24.8,-23.9,9.6,-59.8,-4.9,-22.1,-3.4,-67.2,-9.6,-5.7,1.3,-8.7,-3.4,-6.7,-10.3,-18.4,31.7
2009-06,-11.5,-39.4,-18.6,-60.1,-20.8,-6.3,-7.2,-6.8,-9.2,-8.4,6.8,-23.9,-20.9,7.2,-61.4,-3.0,-18.2,-0.7,-66.1,-6.8,-3.2,3.9,-6.7,-2.5,-6.3,-9.0,-11.1,29.6
2009-07,-13.3,-39.8,-19.3,-60.2,-20.1,-5.6,-7.1,-6.3,-8.5,-7.0,6.2,-23.5,-19.6,8.8,-61.4,-0.2,-15.5,-1.5,-66.6,-6.6,-3.1,4.4,-7.2,-2.5,-6.5,-12.5,-18.7,29.8
2009-08,-11.7,-38.6,-17.5,-59.7,-18.8,-3.5,-1.1,-3.6,-8.1,-6.5,6.4,-19.8,-15.8,5.5,-58.0,4.0,-6.9,-2.1,-62.7,-3.4,0.0,6.5,-3.0,-1.0,-5.1,-6.6,-9.8,28.0
2009-09,-11.9,-38.2,-15.5,-61.0,-16.4,-8.9,-3.6,-6.1,-6.8,-10.2,5.8,-18.0,-14.5,4.7,-55.4,6.2,-6.6,1.0,-60.1,-2.5,1.1,8.0,-2.1,-3.0,-2.5,-9.6,-12.7,26.4
2009-10,-11.2,-38.4,-14.9,-61.9,-14.9,-11.2,-6.8,-8.1,-7.0,-11.4,6.2,-17.3,-12.3,5.5,-55.3,8.8,-4.2,0.6,-58.9,-2.3,1.4,7.6,-1.1,-3.7,-3.9,-8.5,-14.6,31.8
2009-11,-11.4,-38.1,-13.9,-62.4,-15.1,-10.4,-9.8,-8.9,-6.5,-10.1,6.5,-16.8,-10.7,4.7,-54.5,8.8,-1.7,4.0,-58.6,-0.7,2.9,9.8,-0.4,-2.0,-4.1,-10.4,-13.8,29.2
2009-12,-8.6,-35.0,-10.9,-59.1,-14.3,-4.6,-16.2,-9.0,-5.9,-5.9,6.3,-17.6,-9.9,4.9,-55.8,7.9,0.0,0.2,-59.0,-1.7,3.3,11.5,0.1,-2.5,-2.2,-8.2,-9.6,35.1
2010-01,-8.5,-34.5,-11.7,-57.3,-13.7,-1.9,-10.7,-6.8,-2.9,-5.7,7.8,-15.3,-9.2,6.3,-50.7,11.2,4.8,2.6,-54.4,0.8,4.9,12.7,1.3,0.7,-0.7,-7.7,-9.8,36.2
2010-02,-10.4,-34.5,-12.5,-56.5,-12.3,2.8,-11.7,-5.2,-3.4,-1.1,6.5,-14.2,-8.7,5.2,-50.4,13.0,0.5,1.5,-55.5,1.1,5.7,13.6,2.6,1.6,-3.9,-7.7,-5.8,27.9
2010-03,-7.0,-31.6,-7.5,-55.8,-9.8,5.5,-6.1,-2.5,-2.7,1.3,6.7,-12.7,-7.5,4.4,-49.3,15.5,3.9,2.2,-53.4,1.4,6.7,14.8,3.9,1.5,-2.3,-6.0,-8.7,23.1
2010-04,-4.9,-30.1,-6.7,-53.4,-8.6,1.8,-2.7,-2.4,-3.1,-0.8,6.3,-13.1,-5.8,4.7,-50.0,15.2,8.8,6.4,-52.8,5.4,8.7,14.5,6.3,2.0,-2.1,-6.0,-3.4,26.0
2010-05,-2.7,-30.4,-8.1,-52.8,-7.2,1.5,-9.9,-5.2,-4.6,-1.7,7.3,-14.5,-7.2,5.8,-49.6,12.1,6.8,7.7,-54.0,5.0,7.7,11.7,6.5,1.7,-1.6,-5.9,-6.6,27.2
2010-06,-3.2,-29.7,-7.8,-51.6,-6.1,-1.7,-9.0,-5.7,-4.6,-4.6,6.4,-13.6,-6.5,3.7,-48.3,11.1,6.2,7.7,-49.2,6.1,7.8,11.1,6.4,2.1,0.2,-9.7,-15.1,36.2
2010-07,-0.2,-27.5,-5.9,-49.1,-5.2,1.1,-3.4,-3.1,-2.4,-1.2,7.0,-13.4,-3.9,3.6,-47.8,11.2,9.8,8.0,-51.1,5.5,7.6,11.0,6.4,2.6,1.7,-4.9,-3.8,25.7
2010-08,-0.4,-28.4,-6.8,-50.0,-3.7,0.1,-2.4,-2.9,-3.3,-2.2,6.4,-12.5,-4.3,2.7,-46.3,11.5,5.8,9.4,-51.4,5.6,7.9,10.7,7.4,1.5,1.3,-9.0,-14.9,48.3
2010-09,-0.4,-28.5,-7.6,-49.4,-3.7,2.3,-2.9,-2.4,-1.4,-0.2,6.6,-11.8,-6.1,2.2,-43.8,10.7,7.3,9.3,-49.2,4.6,7.2,10.8,6.4,2.4,1.7,-10.2,-15.2,44.4
2010-10,0.1,-28.2,-7.9,-48.5,-4.7,0.8,-1.2,-2.1,-1.2,-0.9,5.9,-12.2,-6.4,2.3,-43.2,9.0,8.2,6.4,-49.1,4.3,6.9,11.1,5.4,2.1,1.9,-10.4,-16.8,41.3
2010-11,0.8,-27.0,-6.6,-47.5,-3.9,2.9,0.0,-1.1,-0.5,0.8,6.0,-13.5,-5.2,3.8,-44.5,7.9,9.1,7.9,-48.5,5.5,7.4,10.9,5.7,1.5,2.0,-11.7,-17.6,36.2
2010-12,-1.2,-29.3,-9.9,-48.7,-2.7,0.4,3.5,-0.6,-1.7,-2.1,5.7,-11.0,-5.0,2.2,-42.8,12.1,9.0,11.0,-48.6,6.1,8.2,11.8,6.6,1.8,2.6,-11.3,-14.4,36.6
2011-01,-1.3,-28.9,-8.8,-49.0,1.7,-3.0,5.8,-1.2,-0.9,-5.8,6.3,-15.3,-5.4,3.7,-49.3,7.2,7.5,14.8,-54.8,4.1,6.2,8.6,6.0,0.6,1.7,-10.0,-18.4,40.6
2011-02,1.9,-26.1,-4.7,-47.5,1.5,-0.8,1.0,-1.9,-0.7,-3.4,5.9,-11.5,-3.5,2.7,-43.5,11.6,6.1,17.1,-52.9,3.6,5.7,9.1,4.6,1.9,3.2,-11.4,-17.4,39.2
2011-03,-0.6,-27.4,-7.0,-47.8,2.0,1.3,-0.6,-1.9,-3.4,-1.7,6.5,-12.9,-6.0,2.1,-45.3,8.7,6.5,17.7,-52.8,2.6,4.3,8.2,2.0,3.4,3.8,-15.5,-26.8,44.3
2011-04,1.5,-26.1,-7.2,-45.0,1.9,2.2,-6.4,-3.7,-1.1,0.3,6.9,-11.2,-4.9,1.1,-41.9,9.4,9.1,16.9,-49.1,3.1,5.3,10.5,2.5,4.2,1.9,-19.3,-23.3,37.1
2011-05,-0.1,-26.3,-8.2,-44.3,0.2,-0.7,1.6,-1.9,-1.9,-4.0,6.6,-12.6,-4.5,1.8,-43.0,7.0,5.2,11.7,-49.4,3.2,5.9,10.0,4.4,2.7,1.6,-12.6,-18.9,30.8
2011-06,0.9,-25.6,-8.1,-43.1,-2.1,-1.0,-0.5,-3.0,-2.2,-4.6,7.6,-13.0,-4.2,1.9,-43.0,5.8,5.8,7.9,-49.9,4.6,6.6,10.6,4.7,1.8,1.1,-13.6,-18.4,31.9
2011-07,-1.0,-26.7,-9.5,-44.0,-2.3,-3.5,-2.0,-4.2,-3.8,-5.4,7.2,-13.5,-6.1,2.5,-45.6,7.7,2.8,8.2,-51.8,4.5,5.9,8.4,4.8,0.8,1.8,-10.7,-17.0,28.2
2011-08,-2.7,-27.7,-10.3,-45.1,-3.4,-4.2,-5.9,-6.0,-5.5,-6.3,7.8,-13.7,-6.1,3.1,-45.1,7.1,0.3,9.2,-52.8,1.2,2.7,6.1,0.8,0.1,1.8,-13.4,-19.6,38.1
2011-09,-1.9,-27.4,-10.3,-44.6,-4.4,-0.3,-4.0,-3.8,-4.1,-2.5,7.2,-15.0,-6.7,2.6,-47.1,4.8,3.6,5.2,-53.5,0.1,1.1,2.9,0.3,-1.1,-1.0,-11.8,-15.3,27.9
2011-10,-3.4,-28.9,-11.8,-46.1,-5.0,-1.2,-3.8,-4.1,-4.7,-4.0,7.2,-15.0,-6.3,3.9,-46.1,5.0,6.6,8.9,-54.2,-0.2,0.5,2.6,-0.8,-0.7,-1.3,-11.4,-14.1,31.3
2011-11,-4.9,-29.7,-13.4,-46.1,-5.3,-2.5,-2.9,-4.3,-4.6,-5.8,7.4,-13.1,-5.1,1.6,-43.5,5.8,3.1,8.8,-51.9,-1.6,-0.9,1.2,-2.1,-1.1,-1.1,-12.9,-17.0,38.7
2011-12,-5.2,-30.7,-13.9,-47.6,-4.8,-5.2,-3.1,-5.3,-5.4,-8.1,7.8,-14.3,-7.6,2.2,-43.0,2.3,5.0,9.0,-50.8,-4.0,-3.0,-0.1,-5.0,-4.7,-0.1,-19.6,-31.1,46.4
2012-01,-4.8,-31.9,-14.7,-49.0,-7.9,-8.0,-4.3,-6.6,-7.9,-9.9,7.7,-14.7,-8.3,3.4,-45.0,4.4,0.4,9.9,-52.5,-2.5,-1.6,1.7,-4.2,-1.6,0.1,-15.4,-27.2,41.0
2012-02,-7.3,-33.1,-16.4,-49.8,-8.8,-5.6,-3.1,-5.5,-6.4,-7.9,7.7,-15.5,-8.0,3.8,-44.0,1.4,3.3,7.0,-51.2,0.6,1.4,4.2,-0.6,0.5,-0.5,-16.2,-27.6,38.0
2012-03,-8.3,-32.7,-15.0,-50.4,-7.6,-3.5,-1.4,-4.2,-5.9,-4.9,7.8,-15.1,-7.8,3.1,-47.2,4.9,-1.6,7.8,-52.2,1.9,2.7,8.4,-2.1,-0.9,-2.0,-15.3,-21.7,36.9
2012-04,-8.9,-34.0,-16.7,-51.3,-9.0,-2.5,-2.4,-3.9,-7.9,-6.3,6.9,-15.6,-6.8,2.2,-47.2,2.4,-1.3,5.9,-52.8,1.6,2.2,5.9,-0.9,1.0,-1.8,-16.2,-23.8,36.1
2012-05,-11.1,-34.6,-18.3,-51.0,-11.5,-5.1,-7.8,-6.5,-5.7,-5.7,6.5,-16.6,-7.6,3.1,-48.8,2.0,-1.5,6.2,-54.8,1.3,3.0,6.6,1.1,-0.1,0.6,-16.2,-24.9,35.3
2012-06,-13.9,-36.0,-19.7,-52.4,-12.9,-4.6,-6.9,-6.1,-7.8,-5.8,6.7,-14.9,-9.1,1.6,-46.1,2.9,2.3,3.8,-53.2,0.5,1.4,4.2,-0.6,-0.5,-1.6,-17.7,-25.7,34.6
2012-07,-14.6,-37.0,-19.6,-54.5,-13.5,-4.7,-7.5,-6.2,-8.8,-6.1,6.6,-16.5,-9.1,2.7,-47.5,0.8,-0.6,2.1,-52.7,0.1,1.0,3.4,-0.4,-1.0,-0.1,-14.4,-18.1,31.0
2012-08,-15.4,-37.1,-20.3,-53.9,-13.3,-5.8,-8.8,-7.0,-8.5,-8.5,6.5,-17.7,-11.0,1.4,-48.9,-2.9,-2.8,1.7,-53.6,-0.3,0.3,1.2,-0.1,-0.6,-3.3,-14.4,-20.7,33.9
2012-09,-17.7,-39.2,-22.2,-56.2,-14.4,-7.3,-9.7,-8.1,-8.2,-10.0,7.2,-18.5,-9.4,3.9,-48.8,-2.8,-5.1,3.6,-54.7,-1.8,-1.5,-0.2,-2.5,-1.7,-2.0,-16.3,-28.8,34.0
2012-10,-17.5,-39.1,-22.2,-55.9,-15.8,-10.9,-13.4,-10.5,-8.5,-13.4,7.3,-20.5,-10.6,3.3,-52.5,-5.7,-13.4,2.2,-56.5,-6.5,-5.4,-1.8,-8.0,-3.7,-2.7,-17.4,-31.4,32.0
2012-11,-17.2,-39.7,-22.1,-57.3,-15.5,-7.3,-9.6,-7.9,-6.4,-7.4,6.9,-18.6,-9.4,4.2,-49.1,-2.6,-6.5,2.8,-58.3,-7.0,-4.9,-0.4,-7.2,-5.0,-1.7,-18.2,-27.5,35.1
2012-12,-17.5,-39.1,-21.0,-57.2,-16.6,-10.5,-11.7,-9.7,-8.9,-9.9,7.0,-18.9,-11.2,3.2,-50.7,-2.7,-3.8,2.2,-55.6,-4.7,-4.0,-2.5,-4.8,-5.3,-3.2,-18.0,-28.2,31.5
