country,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS
1971-Q3,-0.5768329,,-1.0,8.730498,-10.0,-18.0,17.0,-7.0,42.0
1971-Q4,-11.70882,,-24.0,6.126463,-7.0,-14.0,-22.0,-4.0,30.0
1972-Q1,-5.906036,,-13.0,3.718108,-21.0,-38.0,7.0,-28.0,37.0
1972-Q2,1.074485,,1.0,1.776545,-16.0,-19.0,21.0,-15.0,35.0
1972-Q3,13.18972,,8.0,-5.569152,-4.0,1.0,38.0,-2.0,32.0
1972-Q4,14.82902,,15.0,-1.487058,16.0,32.0,27.0,31.0,38.0
1973-Q1,19.16432,,15.0,-8.492959,18.0,26.0,31.0,26.0,43.0
1973-Q2,31.12418,,25.0,-19.37255,36.0,49.0,38.0,35.0,57.0
1973-Q3,35.10004,,20.0,-25.30013,42.0,57.0,38.0,44.0,53.0
1973-Q4,27.17921,,7.0,-33.53763,44.0,52.0,4.0,30.0,60.0
1974-Q1,27.08924,,11.0,-26.26772,37.0,33.0,18.0,13.0,69.0
1974-Q2,8.039826,,-4.0,-13.11948,14.0,6.0,-3.0,2.0,74.0
1974-Q3,-22.36779,,-34.0,12.10336,-28.0,-45.0,-27.0,-18.0,70.0
1974-Q4,-33.23513,,-47.0,20.7054,-40.0,-50.0,-39.0,-32.0,58.0
1975-Q1,-14.4047,,-13.0,10.21409,-37.0,-47.0,4.0,-41.0,61.0
1975-Q2,-3.803501,,-16.0,-6.589497,-21.0,-24.0,3.0,-24.0,66.0
1975-Q3,-0.0005927642,,-12.0,-13.99822,-17.0,-20.0,3.0,-15.0,67.0
1975-Q4,-3.835454,,-18.0,-17.49364,-11.0,-15.0,-18.0,-6.0,55.0
1976-Q1,6.216577,,2.0,-1.649729,-5.0,-9.0,22.0,-4.0,80.0
1976-Q2,3.189834,,0.0,0.4304978,-8.0,-4.0,18.0,-5.0,70.0
1976-Q3,9.685053,,2.0,-2.055157,-1.0,-5.0,28.0,-2.0,58.0
1976-Q4,-4.790395,,-14.0,5.371186,-4.0,1.0,-5.0,5.0,74.0
1977-Q1,3.764442,,-6.0,-2.293326,1.0,-2.0,8.0,-8.0,86.0
1977-Q2,-1.395556,,-9.0,11.18667,-11.0,-11.0,18.0,-6.0,66.0
1977-Q3,-1.384855,,-10.0,11.15457,-13.0,-12.0,20.0,-9.0,55.0
1977-Q4,2.408357,,-3.0,-5.225072,-3.0,-3.0,5.0,1.0,52.0
1978-Q1,9.580786,,1.0,0.2576421,0.0,1.0,29.0,0.0,49.0
1978-Q2,5.524675,,-4.0,0.4259736,0.0,5.0,17.0,12.0,46.0
1978-Q3,10.44021,,1.0,-4.320622,4.0,10.0,23.0,4.0,46.0
1978-Q4,7.841051,,4.0,0.4768487,13.0,19.0,11.0,26.0,50.0
1979-Q1,14.43792,,14.0,1.68623,9.0,12.0,36.0,10.0,52.0
1979-Q2,10.66777,,3.0,2.996677,13.0,16.0,22.0,25.0,64.0
1979-Q3,7.999505,,7.0,7.001486,5.0,11.0,26.0,19.0,54.0
1979-Q4,2.284243,,3.0,12.14727,10.0,21.0,9.0,24.0,64.0
1980-Q1,8.737801,,5.0,6.786598,11.0,13.0,22.0,12.0,63.0
1980-Q2,2.268041,,-4.0,6.195878,-1.0,3.0,14.0,4.0,66.0
1980-Q3,12.35163,,12.0,3.945112,6.0,6.0,35.0,11.0,50.0
1980-Q4,7.003324,,6.0,-0.009971005,8.0,15.0,13.0,25.0,65.0
1981-Q1,16.41217,,13.0,4.763478,16.0,13.0,38.0,17.0,60.0
1981-Q2,12.19958,,10.0,2.401255,7.0,17.0,32.0,21.0,65.0
1981-Q3,7.696658,,4.0,4.910026,5.0,12.0,23.0,12.0,55.0
1981-Q4,-0.6259074,,-9.0,2.877722,5.0,4.0,-4.0,2.0,63.0
1982-Q1,-4.875072,,-22.0,0.6252178,-8.0,-18.0,-6.0,-14.0,63.0
1982-Q2,-16.63607,,-36.0,5.908215,-27.0,-41.0,-17.0,-34.0,58.0
1982-Q3,-22.80676,,-44.0,-2.579714,-39.0,-51.0,-32.0,-40.0,34.0
1982-Q4,-27.66668,,-52.0,-6.999948,-38.0,-53.0,-52.0,-46.0,20.0
1983-Q1,-16.55742,,-45.0,-11.32774,-38.0,-55.0,-23.0,-56.0,18.0
1983-Q2,3.949306,,-20.0,-20.84792,-15.0,-25.0,6.0,-22.0,28.0
1983-Q3,12.36821,,-10.0,-21.10462,-5.0,-4.0,21.0,-6.0,39.0
1983-Q4,9.886299,,-2.0,-5.658897,11.0,21.0,13.0,21.0,35.0
1984-Q1,13.83045,,5.0,-8.491345,7.0,23.0,26.0,17.0,37.0
1984-Q2,6.766694,,-6.0,-1.300081,7.0,17.0,12.0,17.0,28.0
1984-Q3,9.341848,,-2.0,-0.025546,9.0,11.0,19.0,6.0,25.0
1984-Q4,-0.3133738,,-13.0,1.940121,8.0,19.0,-7.0,23.0,27.0
1985-Q1,5.218383,,-5.0,-0.6551479,4.0,2.0,11.0,6.0,46.0
1985-Q2,8.269177,,-3.0,1.192468,12.0,8.0,14.0,20.0,57.0
1985-Q3,8.049903,,0.0,4.850291,10.0,13.0,19.0,24.0,45.0
1985-Q4,7.691857,,-18.0,1.924429,10.0,17.0,15.0,16.0,51.0
1986-Q1,3.013519,,-6.0,-0.04055579,2.0,-4.0,7.0,2.0,46.0
1986-Q2,-10.56402,,-28.0,-5.307925,-19.0,-16.0,-18.0,-5.0,51.0
1986-Q3,-9.896226,,-24.0,-11.31132,-20.0,-22.0,-21.0,-19.0,46.0
1986-Q4,-3.378719,,-14.0,-4.863843,-2.0,-5.0,-13.0,6.0,41.0
1987-Q1,3.52345,,-11.0,-14.57035,-11.0,-10.0,7.0,-2.0,42.0
1987-Q2,4.377536,,-6.0,-4.132609,-1.0,-4.0,10.0,7.0,40.0
1987-Q3,14.99282,,9.0,0.02153681,3.0,10.0,42.0,20.0,37.0
1987-Q4,3.599472,,-12.0,-3.798417,10.0,12.0,-3.0,24.0,36.0
1988-Q1,11.01819,,7.0,-3.054574,7.0,12.0,23.0,14.0,45.0
1988-Q2,17.80103,,8.0,-8.403081,13.0,15.0,32.0,22.0,38.0
1988-Q3,20.01813,,7.0,-4.054385,20.0,26.0,36.0,27.0,36.0
1988-Q4,23.9474,,7.0,-4.842213,23.0,32.0,44.0,44.0,31.0
1989-Q1,10.90287,,1.0,-4.708621,13.0,17.0,15.0,18.0,31.0
1989-Q2,5.65661,,-12.0,-0.969828,8.0,3.0,8.0,10.0,36.0
1989-Q3,1.80856,,-10.0,0.5743213,1.0,-9.0,5.0,2.0,40.0
1989-Q4,-10.52519,,-21.0,2.575577,-8.0,-17.0,-21.0,2.0,29.0
1990-Q1,-13.3257,,-27.0,1.977097,-19.0,-33.0,-19.0,-25.0,28.0
1990-Q2,-8.677506,,-30.0,-14.96748,-32.0,-39.0,-9.0,-31.0,-4.0
1990-Q3,-19.25198,,-41.0,-10.24405,-39.0,-55.0,-29.0,-39.0,13.0
1990-Q4,-16.87212,,-52.0,-17.38363,-33.0,-55.0,-35.0,-41.0,19.0
1991-Q1,-13.86737,,-46.0,-21.3979,-34.0,-55.0,-29.0,-43.0,8.0
1991-Q2,-8.42206,,-30.0,-15.73382,-32.0,-39.0,-9.0,-31.0,-4.0
1991-Q3,-2.713542,,-31.0,-20.85937,-28.0,-25.0,-1.0,-20.0,-10.0
1991-Q4,-1.287941,,-32.0,-22.13618,-19.0,-18.0,-7.0,-15.0,4.0
1992-Q1,-0.9757771,,-31.0,-15.07267,-16.0,-24.0,-2.0,-23.0,-2.0
1992-Q2,-4.507791,,-37.0,-16.47663,-20.0,-15.0,-10.0,12.0,-18.0
1992-Q3,8.93906,,-23.0,-18.81718,-9.0,-20.0,17.0,-10.0,-2.0
1992-Q4,3.225347,,-15.0,-14.67604,-7.0,-1.0,2.0,0.0,4.0
1993-Q1,8.061522,,-14.0,-12.18456,-1.0,1.0,13.0,-1.0,9.0
1993-Q2,9.207188,,-12.0,-8.621564,4.0,5.0,15.0,14.0,3.0
1993-Q3,4.268538,,-16.0,-7.805613,-7.0,-1.0,12.0,7.0,5.0
1993-Q4,8.275747,,-9.0,-2.827243,7.0,15.0,15.0,19.0,10.0
1994-Q1,12.88183,,11.0,1.3545,11.0,32.0,29.0,27.0,14.0
1994-Q2,12.00807,,10.0,2.975785,8.0,20.0,31.0,24.0,16.0
1994-Q3,16.70255,,16.0,6.892359,17.0,33.0,40.0,39.0,16.0
1994-Q4,5.744023,,0.0,8.767931,15.0,28.0,11.0,41.0,23.0
1995-Q1,4.52836,,-2.0,-2.585082,6.0,9.0,5.0,13.0,32.0
1995-Q2,-7.77687,,-15.0,2.330611,-15.0,-13.0,-6.0,-10.0,20.0
1995-Q3,-0.6470235,,-11.0,12.94107,-6.0,-1.0,17.0,-3.0,14.0
1995-Q4,-8.820384,,-26.0,-9.538848,-21.0,-31.0,-15.0,-13.0,15.0
1996-Q1,4.231158,,-12.0,0.3065254,-11.0,-16.0,24.0,-15.0,8.0
1996-Q2,3.07151,,-22.0,-15.21453,-12.0,-12.0,6.0,-10.0,5.0
1996-Q3,3.852495,,-19.0,-15.55748,-11.0,-15.0,7.0,-15.0,5.0
1996-Q4,-1.744119,,-21.0,2.232358,-12.0,-7.0,9.0,-5.0,0.0
1997-Q1,12.94235,,-17.0,-8.827064,2.0,-13.0,28.0,-9.0,14.0
1997-Q2,3.132275,,-24.0,-0.3968249,-6.0,-9.0,15.0,-1.0,4.0
1997-Q3,5.521732,,-10.0,-4.565197,-9.0,-4.0,21.0,2.0,1.0
1997-Q4,5.300258,,-20.0,-16.90078,-9.0,3.0,8.0,3.0,0.0
1998-Q1,1.167178,,-12.0,-9.501534,-6.0,1.0,0.0,11.0,-11.0
1998-Q2,-6.608386,-41.0,-26.0,-0.1748428,-11.0,-19.0,-9.0,-15.0,8.0
1998-Q3,7.0,-31.0,-21.0,-18.0,-4.0,-14.0,7.0,-6.0,1.0
1998-Q4,9.0,-20.0,-23.0,-15.0,4.0,10.0,8.0,16.0,-10.0
1999-Q1,2.333333,-22.0,-14.0,0.0,-9.0,14.0,16.0,13.0,-3.0
1999-Q2,10.33333,-14.0,4.0,-6.0,6.0,7.0,19.0,23.0,-5.0
1999-Q3,7.333333,-13.0,6.0,4.0,0.0,16.0,26.0,19.0,5.0
1999-Q4,11.0,-1.0,-11.0,3.0,17.0,30.0,19.0,31.0,12.0
2000-Q1,13.0,-13.0,-11.0,0.0,11.0,16.0,28.0,21.0,32.0
2000-Q2,6.666667,-22.0,-11.0,-2.0,11.0,0.0,7.0,2.0,30.0
2000-Q3,8.666667,-9.0,-9.0,-6.0,-1.0,11.0,21.0,16.0,28.0
2000-Q4,-10.33333,-28.0,-27.0,16.0,-12.0,-14.0,-3.0,-9.0,19.0
2001-Q1,-6.666667,-44.0,-22.0,-7.0,-21.0,-25.0,-6.0,-14.0,-1.0
2001-Q2,-1.0,-36.0,-11.0,-3.0,-12.0,17.0,6.0,15.0,22.0
2001-Q3,10.66667,-15.0,-8.0,-10.0,-4.0,-2.0,26.0,4.0,22.0
2001-Q4,0.0,-3.0,-2.0,-3.0,4.0,9.0,-7.0,16.0,3.0
2002-Q1,13.66667,-2.0,11.0,-7.0,8.0,19.0,26.0,19.0,21.0
2002-Q2,7.333333,4.0,3.0,1.0,4.0,29.0,19.0,32.0,12.0
2002-Q3,4.333333,-5.0,0.0,6.0,-4.0,-4.0,23.0,9.0,11.0
2002-Q4,7.333333,5.0,-3.0,6.0,19.0,22.0,9.0,33.0,8.0
2003-Q1,8.0,0.0,6.0,1.0,4.0,27.0,21.0,23.0,21.0
2003-Q2,9.333333,-2.0,2.0,-3.0,2.0,7.0,23.0,17.0,28.0
2003-Q3,17.0,3.0,6.0,1.0,5.0,15.0,47.0,14.0,18.0
2003-Q4,7.333333,13.0,-6.0,-9.0,9.0,25.0,4.0,25.0,12.0
2004-Q1,10.33333,0.0,-2.0,-8.0,3.0,13.0,20.0,11.0,1.0
2004-Q2,9.666667,-3.0,11.0,2.0,11.0,21.0,20.0,16.0,15.0
2004-Q3,10.33333,0.0,10.0,-5.0,-1.0,8.0,27.0,20.0,17.0
2004-Q4,8.333333,8.0,11.0,4.0,19.0,25.0,10.0,37.0,25.0
2005-Q1,2.333333,4.0,5.0,4.0,-13.0,9.0,24.0,6.0,1.0
2005-Q2,8.333333,-6.0,-3.0,-4.0,3.0,13.0,18.0,16.0,1.0
2005-Q3,-3.333333,-5.0,-2.0,3.0,-14.0,1.0,7.0,4.0,-6.0
2005-Q4,1.333333,-5.0,-5.0,3.0,-2.0,12.0,9.0,17.0,8.0
2006-Q1,2.333333,-15.0,0.0,0.0,-6.0,1.0,13.0,6.0,12.0
2006-Q2,1.333333,-12.0,-13.0,-3.0,-10.0,-5.0,11.0,7.0,0.0
2006-Q3,8.0,-1.0,8.0,3.0,-5.0,9.0,32.0,15.0,25.0
2006-Q4,6.666667,5.0,3.0,0.0,13.0,26.0,7.0,24.0,-1.0
2007-Q1,8.666667,5.0,7.0,-4.0,-7.0,11.0,29.0,12.0,6.0
2007-Q2,4.333333,1.0,5.0,3.0,-5.0,20.0,21.0,22.0,12.0
2007-Q3,12.33333,-4.0,11.0,3.0,9.0,11.0,31.0,9.0,21.0
2007-Q4,11.0,4.0,5.0,7.0,17.0,27.0,23.0,23.0,19.0
2008-Q1,1.333333,-2.0,-1.0,0.0,-4.0,11.0,8.0,16.0,13.0
2008-Q2,-4.666667,1.0,6.0,7.0,-9.0,12.0,2.0,12.0,30.0
2008-Q3,5.0,-3.0,-2.0,4.0,1.0,-3.0,18.0,5.0,17.0
2008-Q4,-19.66667,-18.0,-22.0,9.0,-16.0,-13.0,-34.0,-10.0,-7.0
2009-Q1,-18.0,-36.0,-33.0,0.0,-32.0,-40.0,-22.0,-31.0,-13.0
2009-Q2,-4.333333,-29.0,-15.0,-14.0,-32.0,-17.0,5.0,-15.0,-8.0
2009-Q3,15.66667,-27.0,0.0,-17.0,4.0,6.0,26.0,-3.0,13.0
2009-Q4,7.666667,-26.0,-1.0,-17.0,-1.0,13.0,7.0,19.0,0.0
2010-Q1,9.333333,-12.0,8.0,6.0,3.0,11.0,31.0,13.0,8.0
2010-Q2,5.333333,-8.0,7.0,-5.0,-2.0,16.0,13.0,18.0,12.0
2010-Q3,5.0,-23.0,-2.0,6.0,-5.0,4.0,26.0,5.0,10.0
2010-Q4,4.0,-16.0,0.0,-2.0,1.0,14.0,9.0,27.0,3.0
2011-Q1,15.0,-23.0,11.0,-5.0,3.0,19.0,37.0,14.0,15.0
2011-Q2,3.333333,-24.0,-3.0,-5.0,-8.0,-6.0,13.0,-4.0,5.0
2011-Q3,0.3333333,-18.0,-12.0,-3.0,-6.0,-8.0,4.0,-5.0,-9.0
2011-Q4,3.0,-31.0,-14.0,-8.0,9.0,5.0,-8.0,2.0,-9.0
2012-Q1,4.666667,-21.0,0.0,-1.0,-3.0,-7.0,16.0,-7.0,1.0
2012-Q2,7.0,-22.0,1.0,-12.0,-2.0,-5.0,11.0,3.0,1.0
2012-Q3,9.333333,-27.0,-5.0,-9.0,2.0,6.0,17.0,11.0,0.0
2012-Q4,3.0,-16.0,-11.0,-8.0,6.0,5.0,-5.0,20.0,-4.0
2013-Q1,4.333333,-24.0,-7.0,-1.0,-16.0,-7.0,28.0,-8.0,1.0
2013-Q2,5.666667,-21.0,-13.0,-4.0,-3.0,9.0,16.0,3.0,7.0
2013-Q3,6.333333,-25.0,-9.0,-6.0,-8.0,-4.0,21.0,0.0,13.0
2013-Q4,12.33333,-13.0,-2.0,0.0,25.0,32.0,12.0,20.0,7.0
2014-Q1,5.333333,-16.0,-6.0,-1.0,-2.0,-1.0,17.0,0.0,19.0
2014-Q2,0.0,-25.0,-12.0,1.0,-7.0,4.0,8.0,1.0,4.0
2014-Q3,13.33333,-11.0,-4.0,-3.0,3.0,8.0,34.0,11.0,0.0
2014-Q4,8.666667,-8.0,-6.0,-3.0,19.0,27.0,4.0,31.0,4.0
2015-Q1,11.0,-13.0,-4.0,0.0,2.0,13.0,31.0,18.0,6.0
2015-Q2,9.0,-3.0,-6.0,-3.0,2.0,22.0,22.0,22.0,2.0
2015-Q3,14.0,-5.0,4.0,-4.0,2.0,16.0,36.0,14.0,-1.0
2015-Q4,9.0,-4.0,-2.0,8.0,20.0,27.0,15.0,22.0,8.0
2016-Q1,17.0,-7.0,7.0,-4.0,13.0,25.0,34.0,20.0,15.0
2016-Q2,6.333333,0.0,2.0,5.0,-4.0,15.0,28.0,14.0,1.0
2016-Q3,11.66667,-7.0,1.0,1.0,2.0,21.0,34.0,20.0,12.0
2016-Q4,22.0,-5.0,-4.0,-3.0,26.0,26.0,37.0,27.0,8.0
2017-Q1,19.33333,-2.0,7.0,0.0,24.0,36.0,34.0,26.0,21.0
2017-Q2,16.0,-9.0,18.0,7.0,15.0,36.0,40.0,38.0,13.0
2017-Q3,16.33333,-4.0,11.0,7.0,20.0,39.0,36.0,41.0,9.0
2017-Q4,20.0,0.0,15.0,2.0,36.0,32.0,26.0,29.0,11.0
2018-Q1,16.0,-5.0,-6.0,-1.0,17.0,21.0,30.0,31.0,12.0
2018-Q2,21.0,-2.0,7.0,-6.0,19.0,38.0,38.0,40.0,7.0
2018-Q3,15.33333,-1.0,4.0,3.0,22.0,41.0,27.0,42.0,11.0
2018-Q4,20.33333,0.0,7.0,5.0,30.0,36.0,36.0,32.0,8.0
2019-Q1,15.33333,-3.0,2.0,-6.0,15.0,27.0,25.0,35.0,10.0
2019-Q2,22.66667,-9.0,4.0,-10.0,24.0,27.0,34.0,30.0,9.0
2019-Q3,7.0,-13.0,3.0,-6.0,1.0,6.0,14.0,12.0,15.0
2019-Q4,21.33333,-8.0,3.0,-1.0,26.0,18.0,37.0,11.0,7.0
2020-Q1,-2.666667,-21.0,2.0,-5.0,-32.0,-9.0,19.0,-2.0,0.0
2020-Q2,-14.0,-70.0,-5.0,-8.0,-57.0,-64.0,7.0,-55.0,2.0
2020-Q3,2.333333,-50.0,-8.0,-19.0,-14.0,-11.0,2.0,-15.0,5.0
2020-Q4,20.33333,-31.0,16.0,-11.0,3.0,-1.0,47.0,3.0,12.0
2021-Q1,20.33333,-26.0,20.0,3.0,14.0,25.0,50.0,20.0,12.0
2021-Q2,10.66667,-12.0,21.0,-4.0,3.0,35.0,25.0,33.0,13.0
2021-Q3,7.0,-32.0,14.0,-4.0,-13.0,12.0,30.0,0.0,24.0
2021-Q4,25.33333,-8.0,22.0,-12.0,10.0,10.0,54.0,0.0,22.0
2022-Q1,11.66667,-12.0,31.0,3.0,12.0,14.0,26.0,16.0,26.0
2022-Q2,22.33333,-3.0,41.0,3.0,24.0,35.0,46.0,24.0,36.0
2022-Q3,12.33333,20.0,31.0,-1.0,13.0,45.0,23.0,43.0,25.0
2022-Q4,4.666667,-11.0,16.0,-1.0,-1.0,2.0,14.0,10.0,27.0
2023-Q1,3.333333,-7.0,5.0,-5.0,-8.0,15.0,13.0,18.0,22.0
2023-Q2,4.333333,-12.0,3.0,0.0,0.0,-1.0,13.0,9.0,20.0
