country,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU
1991-04,19.2,-18.1,-15.1,-21.1,19.0,17.4,32.2,10.5,5.5,12.6,18.0,-5.5,-6.2,4.7,-15.8,-5.24353,4.0,0.6,14.8,-42.0,,,,,,,-8.2,-25.3,62.8
1991-05,-12.2,-19.6,-13.6,-25.7,11.3,8.2,29.7,6.5,5.4,5.1,18.5,-6.6,-6.4,7.2,-19.0,-4.45995,6.4,-4.2,16.3,-42.0,,,,,,,-6.7,-23.1,66.2
1991-06,-15.4,-19.9,-13.2,-26.6,13.9,8.6,33.0,6.5,5.4,6.2,22.0,-7.3,-6.3,7.5,-19.9,-1.70837,5.5,1.2,13.6,-46.4,,,,,,,-8.2,-25.5,66.2
1991-07,-19.8,-19.2,-11.6,-26.9,14.7,6.3,35.7,6.7,3.2,7.5,21.8,-9.4,-8.9,10.0,-22.8,-1.60116,4.6,1.9,12.9,-49.2,,,,,,,-14.0,-32.0,70.3
1991-08,-16.9,-19.0,-12.8,-25.3,13.3,2.4,15.4,-1.9,3.0,0.4,23.6,-11.4,-9.0,12.0,-26.0,-4.64331,3.8,-7.2,10.6,-45.4,,,,,,,-14.8,-32.3,70.2
1991-09,5.4,-21.4,-16.4,-26.4,12.5,2.6,9.2,-5.9,2.8,-4.7,29.4,-13.5,-10.4,11.4,-28.4,-5.25147,-0.8,-8.4,10.4,-45.5,,,,,,,-13.1,-28.4,65.9
1991-10,-8.3,-21.1,-14.9,-27.4,14.8,-1.7,14.3,-5.7,4.3,-8.4,29.7,-13.5,-13.0,11.7,-30.5,3.49443,1.7,-6.1,9.8,-46.4,,,,,,,-12.3,-25.9,61.1
1991-11,-17.4,-18.2,-7.9,-28.5,18.4,-4.9,9.1,-8.2,4.3,-15.0,28.9,-14.8,-13.2,15.1,-32.3,-3.95464,2.9,-6.1,11.7,-44.8,,,,,,,-12.5,-23.7,60.9
1991-12,-36.3,-10.9,5.0,-26.7,24.0,-2.9,1.6,-11.2,4.2,-6.8,32.3,-14.9,-13.6,15.5,-30.9,-5.51002,1.6,-10.1,11.2,-45.2,,,,,,,-11.5,-25.8,61.6
1992-01,-17.6,-8.3,5.5,-22.0,23.3,-4.3,0.9,-11.2,1.7,-7.5,30.1,-12.5,-17.8,13.9,-26.9,-2.56454,3.3,-5.4,11.7,-44.0,,,,,,,-12.6,-27.7,57.6
1992-02,-0.1,-13.9,-4.8,-23.0,21.8,-3.1,2.8,-11.4,1.6,-10.1,33.8,-14.1,-18.0,14.0,-30.3,-3.07879,1.9,-2.2,13.3,-46.7,,,,,,,-10.5,-22.9,58.6
1992-03,10.2,-17.3,-9.8,-24.8,14.6,-12.9,-11.5,-20.1,1.4,-17.0,36.0,-15.2,-19.0,15.7,-30.7,-8.86527,0.8,-4.2,14.8,-46.2,,,,,,,-12.6,-26.5,57.1
1992-04,-0.6,-21.4,-15.6,-27.1,7.2,-13.3,-15.0,-21.5,2.2,-19.8,36.2,-16.8,-20.5,15.2,-33.9,-5.63232,-1.2,-0.7,14.3,-46.7,,,,,,,-16.3,-33.9,60.1
1992-05,-13.5,-21.6,-14.8,-28.4,10.1,-12.8,-11.3,-20.0,2.2,-17.7,35.8,-17.8,-20.8,16.8,-34.7,-11.28781,-1.7,-10.3,13.9,-46.8,,,,,,,-17.9,-37.8,60.7
1992-06,-14.6,-21.1,-14.3,-27.9,9.5,-11.3,-21.5,-23.1,2.3,-17.6,36.4,-18.6,-21.1,18.6,-37.4,-12.17236,0.1,-6.1,11.6,-47.0,,,,,,,-16.3,-34.7,58.5
1992-07,-19.5,-19.3,-10.3,-28.3,4.8,-13.3,-17.3,-21.9,3.7,-17.9,35.1,-19.6,-23.9,19.6,-39.1,-10.96164,0.0,-8.1,11.1,-47.0,,,,,,,-13.6,-32.0,55.4
1992-08,-17.6,-24.5,-16.5,-32.5,-1.6,-19.7,-26.6,-28.6,3.8,-24.8,39.7,-24.1,-24.2,22.0,-44.1,-19.89542,-6.3,-16.8,6.2,-49.7,,,,,,,-13.3,-31.9,55.4
1992-09,-2.7,-26.5,-18.4,-34.5,-9.5,-18.2,-13.9,-24.3,3.8,-22.6,40.7,-28.0,-25.4,24.4,-45.5,-20.19129,-14.0,-17.7,3.5,-53.1,,,,,,,-15.5,-34.5,57.0
1992-10,-15.3,-25.3,-13.4,-37.3,-7.9,-24.0,-19.7,-27.8,-2.8,-28.6,39.6,-34.2,-37.4,26.1,-52.7,-25.65664,-23.7,-24.9,-0.6,-54.9,,,,,,,-16.8,-39.1,59.4
1992-11,-23.1,-23.6,-12.5,-34.7,-2.2,-25.7,-25.2,-30.0,-3.1,-29.1,39.0,-37.7,-38.4,30.2,-56.1,-36.22289,-26.9,-27.7,-3.8,-56.3,,,,,,,-19.9,-45.2,63.5
1992-12,-22.4,-19.9,-5.8,-33.9,-1.0,-31.4,-17.7,-30.1,-3.2,-27.1,41.3,-36.4,-39.4,27.7,-56.3,-22.57982,-25.3,-28.2,-1.5,-56.3,,,,,,,-22.7,-51.4,64.3
1993-01,-16.7,-15.2,-0.9,-29.6,-3.0,-22.5,-32.6,-32.0,-5.4,-27.1,40.8,-34.2,-45.9,28.5,-55.1,-25.58923,-19.1,-28.6,-6.0,-54.4,,,,,,,-22.6,-50.3,63.8
1993-02,-18.9,-20.0,-7.3,-32.6,-10.0,-22.7,-30.5,-30.7,-5.7,-26.5,39.0,-35.8,-47.0,26.8,-61.1,-25.33601,-19.6,-19.1,-5.7,-57.4,,,,,,,-21.3,-48.2,61.4
1993-03,-10.7,-19.5,-7.8,-31.2,-4.1,-17.1,-20.0,-25.3,-5.9,-26.3,38.9,-35.9,-48.3,28.3,-60.7,-21.03615,-18.7,-16.2,-4.1,-57.6,,,,,,,-22.6,-51.7,59.9
1993-04,-4.3,-20.7,-10.6,-30.8,-7.8,-19.2,-22.6,-25.9,-8.7,-23.7,36.1,-36.9,-49.8,28.4,-62.2,-18.95816,-20.0,-23.6,-6.2,-58.7,,,,,,,-20.4,-45.3,58.8
1993-05,-13.5,-21.7,-10.7,-32.7,-12.4,-18.0,-22.5,-25.6,-9.1,-21.0,36.4,-37.1,-50.9,29.2,-63.5,-22.3613,-18.5,-22.8,-5.8,-60.9,,,,,,,-20.8,-47.1,55.9
1993-06,-16.3,-23.5,-11.8,-35.2,-10.9,-20.0,-24.7,-28.3,-9.4,-24.4,40.2,-35.6,-52.1,29.9,-61.0,-14.9644,-15.8,-14.5,-4.5,-59.3,,,,,,,-22.5,-49.2,57.3
1993-07,-19.7,-25.1,-13.7,-36.4,-11.4,-15.0,-13.2,-20.7,-6.9,-18.0,33.9,-37.4,-49.9,31.3,-64.8,-11.35889,-16.0,-17.4,-4.4,-61.8,,,,,,,-23.5,-50.7,60.9
1993-08,-14.8,-26.6,-16.0,-37.2,-8.9,-8.1,-14.0,-17.9,-7.1,-14.0,31.6,-33.9,-50.7,29.6,-61.4,-4.00949,-10.7,-16.5,-5.2,-61.2,,,,,,,-21.6,-46.6,58.3
1993-09,-10.6,-28.5,-18.5,-38.5,-9.3,-16.7,-19.9,-23.4,-7.3,-20.3,33.7,-33.5,-51.7,28.2,-62.0,-3.57049,-10.4,-11.8,-6.1,-60.7,,,,,,,-20.0,-44.5,58.1
1993-10,-15.6,-27.8,-20.0,-35.5,-9.8,-19.9,-35.1,-30.7,-8.3,-27.2,37.1,-30.8,-46.0,26.8,-60.5,-3.87428,-5.2,-16.3,-7.8,-60.1,,,,,,,-23.8,-50.4,58.9
1993-11,-36.1,-28.5,-19.4,-37.6,-10.2,-17.3,-24.3,-24.3,-8.6,-24.6,31.2,-28.8,-46.6,24.8,-57.7,-1.39608,-3.8,-6.5,-11.0,-60.0,,,,,,,-22.5,-48.8,56.4
1993-12,-30.0,-27.5,-20.1,-34.9,-8.4,-14.4,-27.7,-25.0,-8.8,-21.3,32.9,-28.6,-47.0,24.2,-58.7,-0.5887,-3.0,-7.2,-12.0,-58.0,,,,,,,-22.5,-46.9,56.2
1994-01,-10.1,-23.0,-14.3,-31.8,-12.5,-16.2,-30.3,-26.5,-3.1,-20.7,32.9,-24.8,-39.1,20.5,-53.8,-1.11681,0.0,-5.9,-9.0,-54.6,,,,,,,-22.6,-44.7,54.4
1994-02,-15.6,-24.9,-17.9,-31.8,-14.1,-12.5,-19.4,-20.9,-3.9,-18.9,30.9,-21.5,-39.4,17.9,-50.5,7.72806,3.8,1.6,-9.1,-51.3,,,,,,,-22.5,-41.9,50.2
1994-03,-15.5,-21.7,-13.9,-29.5,-13.9,-7.3,-19.4,-18.6,-3.9,-14.2,29.0,-19.7,-39.6,17.0,-47.8,11.84677,5.6,6.6,-6.1,-49.2,,,,,,,-18.2,-33.9,47.8
1994-04,-11.1,-20.8,-13.0,-28.6,-10.7,-7.8,-26.9,-22.4,-5.3,-22.0,32.6,-16.3,-29.1,13.8,-44.0,9.90896,8.8,2.0,-1.3,-47.8,,,,,,,-16.4,-29.8,46.7
1994-05,-9.7,-18.5,-10.2,-26.8,-5.9,-8.8,-16.7,-19.1,-5.4,-17.9,31.9,-14.8,-28.9,13.9,-39.9,15.69232,9.5,10.4,2.8,-46.6,,,,,,,-13.3,-22.3,46.9
1994-06,-10.9,-21.0,-13.6,-28.5,-4.5,-4.9,-20.5,-19.2,-5.6,-19.1,32.1,-13.6,-29.1,12.3,-37.2,17.1467,8.7,9.6,4.1,-45.4,,,,,,,-10.3,-16.1,45.7
1994-07,-11.4,-20.3,-12.0,-28.7,-1.3,-9.2,-39.2,-27.0,-4.6,-22.8,32.5,-12.2,-26.4,9.3,-35.7,9.01687,8.5,4.3,5.9,-42.6,,,,,,,-8.6,-15.6,45.1
1994-08,-9.8,-21.9,-13.1,-30.7,0.8,-10.3,-25.3,-22.1,-4.6,-17.7,30.6,-9.3,-26.4,9.3,-31.5,14.17261,12.9,7.4,9.3,-42.4,,,,,,,-8.2,-16.3,44.6
1994-09,-8.5,-22.6,-15.6,-29.6,1.3,-7.0,-26.3,-21.4,-4.6,-21.4,30.7,-6.2,-26.4,6.5,-27.4,16.73712,15.3,9.2,11.2,-38.0,,,,,,,-8.0,-13.0,46.8
1994-10,-9.8,-22.6,-16.6,-28.5,0.0,-6.0,-32.8,-22.9,-5.7,-19.4,30.0,-2.9,-18.3,4.4,-23.4,14.22094,19.3,5.9,15.1,-34.7,,,,,,,-4.7,-7.5,44.3
1994-11,-5.3,-25.4,-18.7,-32.1,-0.6,-5.8,-38.0,-24.3,-5.9,-19.0,29.2,-1.4,-18.3,3.2,-19.5,22.10877,18.6,16.6,19.4,-31.3,,,,,,,-5.4,-6.7,44.5
1994-12,-9.4,-26.2,-19.2,-33.3,-3.7,-6.3,-35.5,-24.6,-6.2,-22.9,32.1,-0.2,-18.1,3.1,-18.6,21.77168,21.1,11.0,20.8,-27.3,,,,,,,-7.5,-9.6,45.2
1995-01,-14.8,-28.8,-22.9,-34.6,-6.5,-9.4,-32.0,-23.5,-5.0,-22.4,29.1,0.3,-8.6,2.6,-16.6,14.16556,20.0,15.1,20.1,-26.7,,,,,,,-6.5,-7.1,45.1
1995-02,-4.5,-31.2,-28.0,-34.5,-8.3,-9.8,-25.7,-20.9,-9.1,-22.8,27.3,1.3,-8.4,2.0,-11.7,15.08078,17.7,11.8,20.4,-24.6,,,,,,,-8.5,-8.9,45.1
1995-03,-20.1,-31.2,-26.7,-35.6,-14.0,-13.9,-35.2,-26.4,-9.6,-24.3,30.1,0.2,-8.2,1.5,-13.5,6.36916,15.5,9.1,18.8,-26.9,,,,,,,-5.2,-5.1,44.9
1995-04,-20.6,-35.1,-30.8,-39.4,-14.4,-12.0,-33.1,-26.0,-2.6,-26.4,33.0,-2.9,-13.4,4.7,-13.3,-3.27972,9.3,1.7,14.6,-27.4,29.2,32.0,41.9,24.9,,18.2,-6.6,-7.9,45.6
1995-05,-20.8,-36.0,-31.9,-40.2,-16.2,-10.6,-27.0,-23.1,-2.7,-22.1,31.7,-2.8,-13.6,4.4,-11.6,6.28716,7.6,9.2,14.1,-27.0,29.9,32.4,42.9,24.5,,17.9,-7.6,-10.7,43.9
1995-06,-21.0,-37.6,-33.1,-42.2,-17.6,-12.9,-30.9,-24.5,-2.8,-22.2,29.7,-5.3,-14.0,5.4,-15.0,-6.25212,4.5,-3.9,13.4,-28.2,30.3,32.7,42.8,24.9,,18.2,-8.3,-14.9,45.8
1995-07,-20.0,-40.1,-34.8,-45.5,-19.1,-13.5,-30.1,-24.6,-3.3,-20.7,30.1,-7.3,-14.9,6.4,-17.8,-7.30945,2.3,-1.1,11.6,-27.1,32.0,34.6,47.6,24.1,,17.9,-7.5,-14.9,45.8
1995-08,-23.9,-43.8,-39.8,-47.8,-22.1,-13.4,-29.5,-24.3,-3.4,-20.9,30.0,-7.9,-15.4,8.1,-17.6,0.24926,1.9,0.2,10.2,-28.6,32.4,34.8,47.6,24.4,,18.3,-9.7,-20.1,46.6
1995-09,-24.1,-46.8,-40.4,-53.1,-26.7,-17.9,-28.6,-25.5,-3.6,-19.6,30.2,-10.7,-15.9,10.3,-24.4,-10.40308,2.7,-5.1,6.3,-29.2,32.9,35.1,47.6,24.8,,18.7,-10.3,-21.2,44.9
1995-10,-27.8,-48.2,-43.5,-52.9,-28.5,-13.5,-28.5,-24.4,-8.0,-21.5,31.3,-10.5,-19.0,11.0,-23.4,-5.43632,2.8,-8.0,5.9,-29.4,32.7,35.1,41.7,30.8,,23.4,-10.5,-22.7,48.0
1995-11,-24.8,-50.7,-45.3,-56.1,-31.5,-11.2,-26.9,-23.0,-8.4,-20.8,30.9,-11.6,-19.6,9.7,-25.6,-6.14304,0.6,-3.9,5.1,-34.3,33.2,35.3,41.7,31.1,,23.8,-10.5,-24.4,45.2
1995-12,-32.4,-53.5,-51.1,-55.8,-36.8,-8.2,-36.2,-24.9,-8.8,-19.7,30.4,-14.2,-19.9,12.9,-29.5,-10.2256,-0.3,-10.0,1.9,-35.0,33.8,35.6,41.7,31.4,,24.2,-11.8,-28.0,46.2
1996-01,-32.4,-54.7,-54.2,-55.1,-41.4,-13.8,-26.5,-23.4,-6.0,-18.2,30.0,-16.9,-25.2,14.3,-32.0,-4.59797,-4.4,-8.0,1.9,-36.3,36.5,34.9,37.2,31.2,,18.4,-14.3,-32.1,47.0
1996-02,-39.2,-53.5,-52.0,-54.9,-42.9,-14.2,-29.9,-25.6,-4.8,-21.6,32.8,-19.9,-25.9,16.7,-36.9,-11.45665,-6.0,-10.1,-2.6,-36.8,37.1,35.3,37.2,31.5,,18.8,-16.0,-36.1,45.3
1996-03,-41.2,-51.6,-50.8,-52.4,-43.2,-13.5,-28.8,-23.9,-4.9,-20.5,29.6,-22.4,-26.7,20.2,-38.1,-21.11494,-8.9,-18.3,-3.0,-38.7,37.8,35.6,37.2,31.9,,19.4,-14.4,-34.1,43.3
1996-04,-12.7,-46.9,-44.2,-49.6,-36.2,-10.5,-23.3,-21.2,-7.6,-17.6,29.9,-22.3,-26.5,19.6,-38.6,-3.28015,-8.6,-11.5,-2.0,-38.8,31.9,33.4,36.9,31.5,,24.2,-16.6,-37.3,47.1
1996-05,-8.8,-48.0,-45.6,-50.4,-30.6,-12.8,-28.3,-24.3,-7.8,-23.6,31.7,-22.4,-26.6,18.7,-39.6,-4.41563,-9.0,-15.2,-1.8,-38.2,31.7,33.4,37.8,30.8,,23.9,-18.3,-40.4,46.7
1996-06,-14.2,-49.4,-45.8,-53.0,-30.7,-13.1,-30.7,-25.0,-8.0,-18.3,31.0,-23.7,-27.0,19.6,-42.3,-12.25305,-9.3,-18.1,-2.2,-40.0,32.1,33.6,37.6,31.1,,24.2,-19.7,-43.7,46.2
1996-07,-14.3,-50.4,-47.8,-53.0,-29.1,-7.1,-15.3,-16.9,-8.7,-17.3,28.2,-21.7,-27.4,19.4,-39.7,-0.03022,-6.1,-9.5,-2.2,-39.3,32.8,35.8,40.7,34.0,,24.6,-19.6,-41.4,45.2
1996-08,-18.6,-51.3,-50.7,-51.9,-28.6,-11.4,-21.0,-20.1,-8.8,-17.5,27.8,-21.0,-27.8,19.1,-39.1,-3.93422,-4.6,-12.1,-0.7,-40.2,33.3,36.0,40.5,34.2,,24.8,-18.9,-41.5,45.6
1996-09,-19.8,-50.6,-48.9,-52.3,-28.7,-7.9,-22.6,-18.7,-8.9,-18.9,25.6,-19.6,-28.2,18.1,-38.4,-0.25978,-2.2,-5.3,-1.5,-37.6,34.7,36.4,40.3,34.3,,25.1,-18.7,-41.8,44.1
1996-10,-22.4,-51.8,-50.0,-53.6,-27.7,-5.4,-19.3,-17.1,-7.2,-12.4,26.5,-18.1,-26.8,16.1,-36.8,8.85664,-1.4,-3.3,-3.3,-35.2,34.0,36.1,43.5,30.7,,18.4,-18.9,-40.7,44.8
1996-11,-22.4,-53.7,-52.3,-55.2,-31.3,-4.8,-23.0,-17.8,-7.4,-15.2,25.6,-18.5,-26.9,17.2,-37.7,-1.48617,-0.5,-8.0,-3.5,-36.5,34.6,36.4,43.5,31.0,,18.9,-18.4,-39.0,45.2
1996-12,-22.4,-53.6,-52.6,-54.6,-32.9,-4.7,-25.7,-19.7,-7.6,-18.6,28.8,-17.7,-26.4,16.4,-37.8,-2.07203,1.0,-9.7,-5.9,-37.9,35.1,36.7,43.7,31.3,,19.5,-18.5,-38.5,46.5
1997-01,-28.6,-50.6,-48.1,-53.2,-34.1,-5.2,-15.0,-15.7,-12.4,-17.4,27.0,-14.5,-23.2,13.7,-35.0,6.07382,5.2,0.1,-5.1,-35.5,32.3,34.7,45.8,26.1,,20.9,-16.1,-38.1,42.9
1997-02,-13.7,-46.5,-37.5,-55.4,-35.4,-6.6,-28.4,-21.3,-11.5,-18.2,28.9,-13.0,-22.5,12.3,-31.3,5.0207,4.7,-2.8,-1.1,-31.7,32.9,35.1,45.9,26.5,,21.5,-18.0,-40.6,44.0
1997-03,-5.4,-46.8,-40.5,-53.1,-34.1,-10.3,-26.1,-21.2,-11.8,-20.2,27.3,-11.5,-21.8,11.1,-29.2,-3.62152,5.7,-7.1,-2.6,-32.4,33.9,35.6,46.2,26.7,,21.9,-17.5,-40.1,43.8
1997-04,-16.4,-47.6,-41.0,-54.1,-32.8,-10.6,-23.6,-21.1,-17.7,-18.0,29.2,-9.6,-20.1,9.8,-25.6,23.30202,6.6,12.1,1.3,-29.9,38.7,37.7,45.9,28.6,,22.3,-17.5,-39.0,43.8
1997-05,-22.2,-50.3,-45.0,-55.7,-29.2,-9.6,-26.1,-20.6,-20.0,-17.0,26.0,-10.2,-19.6,9.9,-26.4,-1.73546,5.6,-4.5,1.4,-29.6,38.8,37.7,46.8,27.6,,21.8,-16.7,-38.1,44.9
1997-06,-20.0,-49.0,-42.8,-55.2,-28.4,-12.1,-29.7,-24.2,-20.8,-20.0,31.0,-8.1,-19.0,8.2,-22.6,15.75893,6.5,8.6,1.6,-28.0,39.2,37.8,46.2,27.9,,22.2,-18.8,-42.0,47.0
1997-07,-16.8,-49.6,-42.1,-57.1,-26.8,-8.6,-27.1,-21.9,-18.3,-16.3,30.0,-5.7,-7.9,7.6,-18.5,11.89404,9.1,9.2,4.5,-22.6,39.1,36.0,43.8,25.0,,27.1,-18.9,-42.1,46.2
1997-08,-23.0,-49.8,-43.0,-56.6,-23.7,-10.5,-38.7,-28.1,-20.8,-25.3,35.2,-4.9,-8.1,6.5,-20.0,6.5408,12.0,-1.0,4.5,-21.7,39.6,36.3,43.9,25.3,,27.6,-17.8,-37.8,44.9
1997-09,-21.6,-49.2,-42.9,-55.4,-22.0,-9.4,-33.8,-25.8,-19.8,-24.7,34.1,-2.8,-7.0,4.8,-15.3,14.10465,11.8,7.4,4.5,-20.5,40.5,36.7,44.0,25.6,,28.0,-17.2,-36.5,47.0
1997-10,-21.8,-51.4,-43.4,-59.3,-22.9,-10.1,-23.3,-21.9,-20.2,-22.4,32.3,-3.3,-6.1,5.0,-13.6,14.76754,8.6,11.0,5.8,-19.6,38.3,36.9,46.5,25.8,,28.4,-14.9,-33.1,46.8
1997-11,-20.0,-49.5,-40.9,-58.1,-22.3,-12.3,-32.4,-25.4,-21.3,-23.7,31.7,-3.2,-5.8,4.7,-13.2,4.32931,8.4,2.0,4.2,-18.9,38.9,37.2,46.4,26.1,,28.9,-14.5,-31.0,47.7
1997-12,-22.6,-48.3,-39.2,-57.5,-23.0,-12.3,-28.0,-24.3,-22.2,-22.4,32.6,-1.1,-4.8,3.5,-10.8,12.09975,11.0,6.5,3.1,-16.2,39.5,37.5,46.3,26.5,,29.5,-13.2,-30.2,46.6
1998-01,-19.2,-51.1,-41.1,-61.1,-28.2,-9.9,-25.8,-22.1,-13.6,-19.4,30.5,-0.1,-5.8,3.8,-9.4,11.26267,13.0,4.5,5.2,-16.4,42.5,39.4,42.6,33.2,,34.6,-12.3,-28.0,49.2
1998-02,-14.1,-49.2,-38.6,-59.7,-27.1,-4.7,-29.8,-21.2,-14.0,-18.5,29.0,-0.7,-4.3,3.5,-9.7,9.423,11.2,5.6,5.4,-18.2,43.1,39.8,42.7,33.5,,35.2,-11.6,-26.7,49.1
1998-03,-19.1,-50.2,-41.7,-58.6,-27.0,-8.8,-24.3,-21.0,-11.1,-16.9,30.0,1.7,-3.8,1.7,-5.2,13.24128,12.2,13.3,5.3,-14.7,43.7,40.1,42.7,33.9,,36.0,-10.2,-22.0,47.5
1998-04,-26.2,-45.8,-34.7,-56.8,-28.0,-8.8,-27.0,-21.4,-12.2,-19.8,28.4,0.7,-2.9,3.8,-7.3,7.8722,13.2,5.5,4.9,-15.3,50.4,45.2,48.2,37.0,,36.5,-10.8,-23.9,52.9
1998-05,-22.9,-44.4,-34.1,-54.7,-26.8,-7.9,-28.9,-21.3,-11.5,-20.8,27.0,-0.5,-4.0,4.3,-8.1,0.558,10.9,2.5,3.8,-13.9,50.6,45.4,49.1,36.5,,36.3,-10.9,-21.9,44.8
1998-06,-21.9,-42.7,-31.5,-53.8,-20.1,-10.3,-26.0,-20.4,-11.6,-20.0,24.9,-1.1,-5.6,4.6,-7.0,4.77073,8.3,2.5,4.1,-15.1,51.3,45.9,49.4,37.0,,36.7,-9.6,-19.9,43.3
1998-07,-17.1,-39.0,-28.0,-50.0,-15.7,-8.4,-21.4,-19.1,-13.1,-20.6,27.4,-2.3,-3.1,6.2,-7.6,5.21725,6.9,9.3,3.0,-16.9,54.2,46.2,44.5,39.9,,36.6,-5.9,-12.8,39.4
1998-08,-19.0,-39.8,-29.4,-50.1,-17.7,-3.0,-19.5,-16.5,-11.2,-21.3,27.0,-3.7,-5.3,7.5,-10.9,-4.41382,7.2,-2.8,2.2,-19.1,54.9,46.5,44.3,40.5,,37.5,-7.2,-13.8,38.2
1998-09,-20.6,-40.1,-30.2,-50.1,-16.3,-8.2,-19.6,-18.6,-13.1,-19.8,27.9,-6.1,-7.9,7.6,-13.1,-0.26479,2.3,0.3,0.9,-22.2,55.9,47.1,44.1,41.2,,38.4,-7.1,-15.9,36.7
1998-10,-21.4,-39.1,-30.6,-47.5,-15.4,-12.5,-25.4,-23.1,-14.4,-23.0,31.4,-10.7,-10.3,10.0,-17.6,-9.31417,-4.5,-5.6,-2.2,-26.7,57.9,46.3,41.2,39.8,,39.5,-5.1,-9.1,36.1
1998-11,-25.6,-38.6,-32.0,-45.2,-16.0,-11.4,-18.1,-20.9,-14.4,-21.0,33.2,-11.7,-13.1,10.4,-18.8,-10.54475,-5.8,-8.7,-2.7,-27.1,58.7,46.6,41.1,40.0,,39.9,-4.0,-8.5,37.7
1998-12,-24.0,-36.2,-29.2,-43.2,-13.1,-10.9,-17.0,-19.7,-12.4,-22.3,31.1,-12.8,-14.7,12.1,-20.3,-6.81231,-5.9,-8.9,-3.9,-29.0,59.3,46.8,40.9,40.3,,40.2,-4.2,-8.9,37.6
1999-01,-9.3,-33.6,-26.1,-41.2,-11.5,-10.0,-24.2,-21.7,-12.0,-23.7,31.0,-14.8,-14.7,12.9,-22.8,-10.4518,-8.8,-14.2,-5.9,-29.8,57.5,49.7,51.6,39.9,,41.8,-3.7,-8.5,31.5
1999-02,-19.7,-31.6,-22.2,-41.0,-14.6,-11.2,-24.2,-21.7,-12.4,-24.6,29.8,-16.6,-18.2,15.6,-25.4,-8.25391,-8.8,-13.3,-4.8,-32.7,57.8,49.9,51.9,40.1,,42.1,-1.5,-4.5,32.1
1999-03,-2.8,-30.8,-22.6,-39.0,-16.0,-8.4,-9.0,-15.8,-8.1,-21.9,30.1,-17.2,-17.5,16.7,-27.8,-5.42126,-7.1,-4.8,-3.9,-34.6,58.3,50.1,52.1,39.9,,42.3,-4.7,-11.0,35.6
1999-04,-12.4,-31.1,-24.8,-37.4,-13.6,-12.5,-21.8,-21.6,-12.1,-19.5,30.6,-17.1,-18.8,16.2,-28.8,-9.38141,-6.3,-17.0,-2.9,-33.8,54.5,46.1,45.1,38.8,,37.4,-6.2,-18.4,47.0
1999-05,-11.9,-30.2,-22.2,-38.2,-11.8,-10.8,-20.2,-21.9,-12.6,-20.4,34.7,-17.2,-17.9,16.0,-30.7,-10.21821,-4.9,-11.3,-1.0,-37.7,54.8,46.1,45.9,37.7,,37.7,-7.1,-18.9,43.8
1999-06,-12.3,-28.2,-20.6,-35.8,-11.6,-8.9,-12.3,-17.3,-12.5,-17.9,30.8,-16.1,-15.7,15.7,-29.6,6.36232,-3.1,-2.3,2.5,-34.0,54.9,46.3,46.1,37.9,,37.6,-7.8,-20.2,46.0
1999-07,-9.2,-27.8,-22.4,-33.2,-11.8,-7.9,-17.8,-19.4,-12.2,-18.6,32.3,-15.8,-14.2,15.2,-28.4,-2.01535,-3.9,-10.4,2.7,-33.9,14.1,30.5,37.5,40.0,,19.4,-8.1,-20.5,44.7
1999-08,-11.3,-28.2,-20.6,-35.8,-11.3,-7.4,-13.2,-17.6,-13.0,-19.5,32.2,-13.9,-14.8,13.4,-26.7,1.64541,-1.6,-3.5,1.8,-31.2,12.8,30.0,37.1,40.1,,18.9,-8.6,-20.7,41.7
1999-09,-12.5,-31.7,-26.3,-37.1,-13.0,-6.5,-23.2,-21.6,-14.0,-19.4,35.2,-12.9,-13.5,12.7,-24.9,6.79857,-1.2,-4.4,4.4,-31.1,11.6,29.5,36.7,40.2,,18.4,-9.0,-22.1,45.0
1999-10,-12.2,-32.9,-25.5,-40.3,-14.2,-8.9,-14.6,-17.6,-14.6,-18.0,29.1,-12.0,-13.5,12.4,-24.9,3.80277,1.3,-2.7,3.5,-30.4,53.2,44.6,41.3,39.1,,29.4,-8.7,-22.6,46.1
1999-11,-19.5,-34.2,-26.9,-41.6,-15.2,-2.6,-11.1,-15.1,-14.2,-18.1,31.6,-10.2,-11.8,10.7,-21.9,11.97283,2.1,2.8,4.4,-26.9,53.9,44.8,41.2,39.2,,29.5,-8.2,-19.1,40.5
1999-12,-18.1,-34.5,-24.4,-44.7,-13.4,-3.0,-9.9,-15.2,-16.4,-17.1,32.8,-7.8,-9.5,9.3,-17.7,11.68414,3.5,0.6,5.9,-25.0,54.7,45.0,41.2,39.3,,29.5,-6.4,-16.6,43.4
2000-01,-18.3,-36.5,-25.5,-47.5,-12.4,-5.1,-20.8,-18.5,-13.8,-21.0,29.8,-7.2,-6.9,9.9,-18.3,10.45545,6.7,-3.2,7.7,-25.1,51.4,43.4,39.8,38.9,,29.5,-5.9,-13.2,46.8
2000-02,-11.9,-40.2,-29.6,-50.8,-12.3,-1.8,-4.3,-11.7,-11.7,-11.9,29.1,-4.0,-5.1,7.9,-14.3,24.40014,10.3,10.4,7.2,-22.3,52.0,43.6,39.8,39.0,,29.8,-3.8,-11.0,42.6
