country,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK
subject,BCBUTE,BCCI,BCEMFT,BCOBLV,BCSPFT,BRBUFT,BRBUTE,BRCI,BREMFT,BRODFT,BRVSLV,BSCI,BSEMFT,BSFGLV,BSOBLV,BSPRFT,BSPRTE,BSSPFT,BSXRLV,BVBUTE,BVCI,BVDEFT,BVDETE,BVEMFT,BVEMTE,CSCICP02,CSESFT,CSINFT
measure,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA
unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-08,-33.1,-67.1,-54.7,-79.5,31.0,,,,,,,-6.8,,43.0,8.0,14.5,-3.2,59.0,30.0,,,,,,,,,
1993-09,-15.1,-63.7,-50.7,-76.6,31.0,13.6,-29.0,-12.8,-54.8,5.2,23.0,-1.4,,44.0,-7.0,46.7,-5.8,44.0,25.0,,,,,,,,,
1993-10,-8.0,-63.4,-46.4,-80.3,29.0,0.0,-32.0,-20.0,-64.9,-11.8,28.0,-9.5,-51.8,47.0,-10.0,28.6,-7.7,53.0,26.0,,,,,,,,,
1993-11,-3.3,-54.7,-37.8,-71.6,30.0,-10.8,-25.0,-15.6,-74.0,-17.5,11.0,21.5,-47.7,6.0,30.0,40.4,20.5,63.0,47.0,,,,,,,,,
1993-12,11.0,-43.3,-11.4,-75.2,48.0,-2.0,-8.0,-10.0,-64.5,23.9,20.0,10.1,-46.0,38.0,48.0,20.4,36.2,53.0,56.0,,,,,,,,,
1994-01,11.7,-60.7,-46.6,-74.9,48.0,15.0,-15.0,-5.7,-58.6,46.2,17.0,4.9,-44.7,38.0,48.0,4.8,25.9,53.0,56.0,,,,,,,,,
1994-02,7.8,-64.9,-46.8,-82.9,29.0,11.1,0.0,1.4,-58.5,23.7,7.0,10.4,-45.5,45.0,49.0,27.1,22.5,53.0,44.0,,,,,,,,,
1994-03,-9.1,-59.4,-31.4,-87.4,30.0,14.1,-27.0,-11.0,-53.3,11.3,20.0,14.9,-45.9,41.0,53.0,32.8,3.4,59.0,46.0,,,,,,,,,
1994-04,-13.0,-55.2,-26.6,-83.8,34.0,8.5,-25.0,-7.5,-51.6,13.8,6.0,2.8,-47.0,40.0,5.0,43.5,-2.8,10.0,-2.0,,,,,,,,,
1994-05,-3.9,-42.7,-22.6,-62.8,50.0,7.6,-36.0,-11.8,-70.2,20.8,7.0,10.1,-46.7,41.0,37.0,34.2,13.3,60.0,36.0,,,,,,,,,
1994-06,-24.9,-50.3,-26.0,-74.7,25.0,13.8,-28.0,-12.7,-45.5,25.6,24.0,12.3,-45.7,38.0,28.0,46.8,11.0,56.0,26.0,,,,,,,,,
1994-07,-5.3,-57.7,-27.2,-88.1,34.0,19.5,-24.0,-5.5,-65.0,16.6,12.0,-11.5,-33.6,41.0,-34.0,40.6,-3.9,50.0,-39.0,,,,,,,,,
1994-08,-6.7,-57.7,-25.9,-89.6,37.0,29.4,-16.0,3.5,-65.2,33.3,3.0,-9.1,-35.5,41.0,-33.0,46.7,1.3,46.0,-16.0,,,,,,,,,
1994-09,-12.0,-55.7,-23.9,-87.6,37.0,11.6,-25.0,-7.1,-51.7,24.1,8.0,8.5,-35.0,44.0,54.0,15.6,27.3,45.0,55.0,,,,,,,,,
