country,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR
2014-12,-7.35,-0.84,-6.52,-7.6,-6.56,1.82,2.17,81.69,-2.57,-1.19,1.32,-4.83,-0.71,6.48,2.63,-1.16,-2.69,-16.73,-31.12
2015-01,-8.41,11.84,-4.53,-4.65,-0.54,-0.49,5.83,80.6,-0.21,-0.16,6.16,-3.2,-3.93,7.43,1.1,0.18,-3.45,-13.55,-23.56
2015-02,-5.44,7.84,-3.12,-3.71,10.17,5.7,4.03,79.94,2.18,-0.43,5.0,-3.3,-1.74,8.76,0.28,3.89,-5.17,-11.22,-18.08
2015-03,2.85,10.8,-4.27,3.71,4.96,2.13,2.21,80.0,-1.09,0.29,0.78,-7.19,-2.8,7.07,4.77,3.72,-6.39,-7.53,-10.65
2015-04,3.0,10.83,-2.96,-0.01,-1.21,4.38,2.8,80.84,-1.39,-2.65,2.56,-0.59,-1.31,7.31,0.49,4.71,-8.07,-7.93,-8.84
2015-05,-1.15,7.28,-0.54,1.59,3.87,-1.21,3.57,80.97,-3.82,1.58,-0.49,-3.29,-1.92,7.3,1.34,2.78,-3.99,-10.58,-21.8
2015-06,8.78,7.81,-1.1,4.74,0.86,1.67,3.26,80.93,0.61,1.24,3.22,-5.56,-0.55,2.68,5.68,4.12,-3.91,-10.26,-14.91
2015-07,6.24,7.4,4.48,5.05,12.85,5.18,3.86,81.87,-3.14,-0.79,-0.44,-0.74,-1.66,1.67,1.29,3.68,0.15,-7.99,-12.32
2015-08,1.96,7.22,-0.99,3.93,7.32,4.93,2.12,80.94,-1.87,1.58,2.48,-3.61,-4.26,2.27,5.38,1.43,0.66,-7.64,-13.57
2015-09,0.29,3.46,2.77,0.15,1.47,-1.31,-0.14,81.62,-4.35,-1.16,-4.96,-5.98,-8.08,-1.73,4.73,1.06,-2.39,-11.65,-21.1
2015-10,-4.64,1.65,-3.93,-3.96,-5.08,-2.82,0.99,81.45,-3.95,-3.41,-1.85,-7.27,-2.55,4.61,3.66,0.1,-2.64,-15.28,-28.52
2015-11,-0.89,9.75,2.11,-0.28,-5.33,-0.76,1.43,83.32,-7.5,-4.54,-4.02,-10.13,-6.27,4.57,2.38,4.23,-0.71,-10.07,-20.61
2015-12,-7.43,-0.96,1.53,-5.4,-2.08,1.06,4.74,79.51,-3.6,1.04,-4.2,-3.79,-6.14,-0.17,1.28,-2.94,-3.88,-9.97,-17.33
2016-01,5.1,1.7,17.6,2.9,3.6,3.1,14.1,79.6,1.1,1.2,8.2,4.9,-0.2,10.5,16.4,4.3,-1.1,-6.23,-12.44
2016-02,-2.3,1.0,15.5,3.8,7.9,4.7,20.2,83.1,1.0,0.9,6.1,-2.6,-3.6,9.5,17.7,4.5,0.3,-7.42,-12.58
2016-03,-0.9,2.5,18.8,5.7,14.1,6.5,16.9,84.1,2.0,4.9,7.9,3.9,-0.1,11.0,17.8,6.7,-0.3,-5.57,-9.9
2016-04,0.7,0.8,22.4,5.5,6.2,8.1,18.2,82.8,-0.5,1.3,1.0,8.9,-4.1,5.5,16.2,7.8,4.0,-6.14,-14.53
2016-05,4.3,2.4,20.7,5.1,7.5,1.9,15.2,83.9,-3.2,1.5,9.5,-4.2,-0.3,14.2,15.2,5.3,3.4,-4.07,-11.7
2016-06,0.2,2.5,18.9,7.2,6.8,5.4,19.3,84.3,-3.2,5.2,5.5,5.6,1.9,16.6,18.6,5.2,3.0,-5.6,-13.96
2016-07,1.15,1.53,19.5,6.77,7.57,2.65,16.75,84.48,-1.83,2.51,2.65,-1.23,-1.47,2.73,19.64,6.04,3.84,-5.54,-12.37
2016-08,0.14,6.67,14.67,8.95,10.82,5.05,18.26,82.32,-2.6,1.63,4.02,0.42,-0.49,7.99,19.29,0.59,3.94,-4.16,-13.08
2016-09,-2.06,-0.65,14.24,3.82,6.04,8.57,19.69,82.35,-0.92,1.13,-1.41,3.75,-2.07,9.04,20.56,1.95,-1.16,-5.87,-13.31
2016-10,0.91,1.28,15.56,-2.13,-4.84,5.46,16.79,82.21,-8.38,2.75,-4.55,1.14,-0.94,2.08,20.39,0.37,-1.08,-5.21,-10.45
2016-11,-8.55,3.76,16.19,1.95,9.0,4.04,14.78,81.93,-1.28,-0.23,7.71,-11.62,-1.52,7.04,17.84,3.49,-7.03,-4.29,-11.49
2016-12,3.25,5.42,16.79,2.58,3.96,4.68,21.8,82.77,-3.04,1.11,0.97,11.54,-0.9,7.15,18.95,5.33,3.09,-4.52,-11.83
2017-01,0.84,5.24,22.04,3.52,0.62,4.49,23.5,84.2,-5.07,0.84,4.38,2.34,-0.61,5.28,19.26,6.29,2.11,-5.89,-10.54
2017-02,-0.82,5.76,16.96,5.41,13.49,5.09,24.5,83.87,-5.98,4.57,5.43,1.89,-0.26,6.65,21.28,6.53,2.75,-6.99,-12.14
2017-03,-2.08,8.38,11.92,7.63,13.07,5.94,25.77,82.98,0.31,1.97,3.89,-2.66,0.73,10.07,20.52,8.36,3.69,-4.07,-11.09
2017-04,-1.38,6.03,19.86,1.44,5.12,5.86,27.99,83.29,-1.35,6.19,-0.3,12.17,0.33,2.69,23.79,6.8,4.41,-5.96,-8.51
2017-05,-1.09,3.61,14.53,4.63,13.39,7.07,24.21,84.09,-0.56,0.3,9.06,-5.55,-0.78,3.93,19.53,8.08,1.03,-2.89,-6.37
2017-06,2.34,3.69,15.55,6.37,6.02,6.41,26.04,81.68,1.58,4.23,5.18,7.05,-0.37,3.72,17.95,5.97,1.9,-4.98,-9.68
2017-07,1.67,4.94,16.91,4.5,8.66,5.14,22.3,82.59,-0.93,1.01,4.7,-1.12,-1.29,-0.66,19.32,4.89,2.62,-3.65,-9.6
2017-08,-0.28,2.5,18.36,5.48,11.15,4.08,24.68,84.65,-1.32,1.97,6.33,-0.47,-0.41,6.09,24.55,5.26,3.71,-2.93,-7.04
2017-09,0.41,2.41,18.04,-0.88,2.88,6.5,23.91,83.0,-4.77,0.53,-4.18,2.7,0.89,3.94,22.45,2.38,1.33,-4.79,-8.25
2017-10,-2.36,3.59,16.08,-1.35,-0.19,3.46,21.24,83.41,-0.72,0.89,5.03,-5.58,0.11,4.85,22.58,7.88,1.77,-4.07,-6.24
2017-11,-2.03,1.23,15.63,-3.3,5.31,6.18,21.96,84.27,-2.27,2.94,6.36,2.4,0.33,6.32,19.88,4.98,1.95,-5.1,-3.71
2017-12,0.71,-0.4,16.52,0.1,5.23,0.39,25.13,83.88,-1.14,0.9,4.46,4.13,0.54,4.92,22.82,2.28,1.12,-3.58,-5.67
2018-01,2.87,4.99,17.93,4.67,12.64,6.75,26.68,84.62,3.49,0.75,2.45,5.32,0.77,6.1,19.35,6.07,-0.26,-3.56,-1.33
2018-02,-0.31,5.07,17.13,5.09,18.8,2.62,21.46,83.33,0.56,3.76,4.27,-1.16,1.29,7.9,20.12,7.05,-0.12,-5.04,-7.06
2018-03,0.62,3.06,22.33,3.36,8.03,11.3,20.12,83.03,-2.5,2.93,5.87,-1.26,1.91,10.98,22.2,3.94,2.28,-6.47,-8.25
2018-04,2.93,4.31,18.33,3.61,1.02,6.83,22.93,83.04,1.8,0.54,1.96,5.91,-0.16,7.56,20.99,8.59,3.08,-5.24,-7.57
2018-05,-1.43,4.57,15.63,2.88,8.62,6.29,22.56,82.59,2.42,1.32,5.92,-6.11,-0.54,6.9,25.67,6.59,1.97,-4.5,-4.99
2018-06,3.86,3.23,17.91,3.0,5.75,3.95,23.28,82.45,1.29,2.11,1.86,2.65,-1.34,8.2,23.53,8.25,6.17,-3.8,-4.97
2018-07,2.47,3.41,18.06,6.73,9.96,4.09,20.5,82.42,4.73,2.37,4.59,-0.31,0.82,8.08,23.81,5.57,2.38,-4.66,-7.24
2018-08,3.07,0.23,24.16,4.72,12.39,7.48,22.72,82.48,0.56,4.03,-5.92,3.82,0.27,1.19,22.67,3.69,5.21,-7.36,-12.02
2018-09,-0.17,1.05,21.52,0.84,-2.01,8.04,24.28,82.21,0.12,1.67,-1.32,-0.93,-0.47,4.72,23.56,5.99,3.64,-3.78,-4.3
2018-10,-12.32,2.01,14.2,-1.04,5.76,4.76,21.48,82.82,2.44,-1.66,10.89,-13.67,-0.53,8.57,24.44,8.14,-1.72,-5.99,-9.59
2018-11,4.88,1.67,17.22,1.47,4.85,3.77,22.3,83.16,1.69,6.96,3.79,10.35,1.13,7.59,22.77,3.71,3.61,-3.36,-4.24
2018-12,1.21,1.25,17.97,3.17,1.69,2.98,21.81,82.43,0.44,0.6,4.48,-1.08,2.33,8.86,21.55,3.2,-0.55,-7.78,-17.58
2019-01,4.59,2.8,21.08,3.6,6.11,3.41,22.75,82.05,1.19,0.74,1.44,1.66,1.9,5.51,24.98,5.46,1.04,-5.87,-13.9
2019-02,1.87,2.89,19.49,5.36,12.69,3.67,25.03,82.12,2.33,-0.59,5.87,-3.01,1.47,5.14,26.36,6.37,1.25,-4.61,-10.58
2019-03,1.12,2.22,20.35,6.97,22.75,9.43,23.35,81.05,1.64,0.65,6.37,-3.78,-0.26,9.69,25.83,8.93,2.39,-4.91,-10.19
2019-04,0.72,4.51,23.81,5.02,6.54,13.32,27.28,81.24,1.34,0.06,2.84,6.32,-1.78,6.46,25.75,4.88,3.8,-3.88,-5.93
2019-05,-1.58,3.59,20.35,2.96,8.11,10.1,25.35,81.68,0.16,-0.7,5.39,-3.11,-3.58,6.38,25.74,5.39,2.02,-3.24,-12.82
2019-06,-0.52,2.86,20.93,2.28,2.87,7.09,24.95,81.91,0.68,3.82,3.59,3.82,-0.56,5.88,27.76,6.46,3.41,-10.57,-22.61
2019-07,3.28,0.51,18.19,3.17,4.32,4.77,24.31,82.22,2.53,2.45,5.01,1.03,-2.42,5.74,24.42,6.92,2.44,-6.97,-17.67
2019-08,-0.87,0.76,21.25,4.17,13.73,6.96,21.0,82.44,0.21,-0.9,1.48,0.24,-0.12,3.36,26.09,5.48,2.6,-6.95,-13.94
2019-09,1.45,1.85,20.29,2.84,4.31,14.69,22.31,82.89,0.89,2.19,0.97,-2.93,-2.88,6.12,28.1,4.56,2.79,-4.64,-12.11
2019-10,-0.76,0.55,22.95,-2.84,0.49,8.29,25.06,81.92,2.48,-1.27,1.59,1.93,-1.37,3.36,21.01,2.59,0.03,-6.84,-12.93
2019-11,-6.26,2.22,15.97,-1.52,3.86,6.64,20.9,80.99,5.19,-2.09,13.66,-9.07,-2.0,9.71,20.74,5.64,-2.83,-8.11,-19.42
2019-12,-0.61,1.59,21.07,1.51,1.4,6.58,21.74,81.9,0.04,1.6,5.68,5.43,-2.48,5.19,24.92,4.62,1.31,-7.27,-21.37
2020-01,1.54,-0.75,20.17,5.25,3.96,5.21,31.68,83.47,2.56,0.33,6.56,10.36,-2.34,6.04,27.35,4.66,3.37,-8.55,-20.56
2020-02,-7.51,-2.38,17.25,5.94,10.24,9.65,28.62,82.03,4.75,3.03,7.8,-0.22,-0.66,7.09,23.66,5.61,-0.77,-5.8,-15.57
2020-03,-9.31,-21.62,5.28,-12.1,-9.5,15.2,9.41,77.8,-12.8,-0.59,-14.73,-0.65,-5.11,-14.03,-4.8,-22.77,-5.25,-22.06,-44.79
2020-04,-34.72,-25.07,-20.13,-30.27,-40.08,14.83,4.37,72.59,-17.34,-12.62,-28.88,-17.55,-9.71,-28.54,-25.03,-29.13,-46.53,-31.3,-53.82
2020-05,-29.44,-7.46,-5.42,-2.25,1.32,13.21,3.62,75.42,-5.19,-10.62,5.6,-33.66,-1.39,2.54,-14.53,2.53,-43.07,-14.33,-12.76
2020-06,-11.1,-4.83,2.57,1.29,7.44,10.58,7.62,78.52,-0.86,4.29,1.35,-0.38,-3.27,-0.51,-2.54,1.9,-4.92,-22.71,-33.65
2020-07,-14.38,-6.96,2.93,-7.63,-0.87,4.1,7.62,78.6,-4.95,-3.87,-1.48,-6.85,-4.51,-7.03,-1.37,-6.39,-6.2,-30.1,-42.91
2020-08,-9.61,-6.23,8.4,-1.81,2.44,4.24,10.81,79.61,-1.42,-1.77,-0.84,-2.72,-2.8,2.93,3.85,-1.38,-7.58,-23.92,-29.73
2020-09,-13.17,-8.43,10.79,-7.98,-6.59,10.89,7.96,80.59,-5.12,-5.16,-6.03,-7.11,-4.77,0.32,3.65,-10.35,-8.56,-24.75,-34.02
2020-10,-14.92,-7.35,-3.23,-13.51,-16.47,5.22,13.0,78.88,-2.6,-7.72,-1.27,-11.9,-4.2,3.51,-1.37,-2.53,-20.76,-28.47,-35.48
2020-11,-11.94,-8.49,-0.04,-4.38,-2.61,9.33,16.32,81.09,0.55,-2.24,5.51,-3.65,-2.94,4.28,2.74,3.54,-11.82,-19.7,-23.11
2020-12,-11.46,-5.89,-0.15,-3.89,0.77,6.29,16.22,82.17,-1.09,0.75,1.71,0.1,-1.17,4.7,5.03,-1.9,-4.98,-15.82,-13.0
2021-01,-7.2,-2.54,9.92,-4.9,-6.05,-0.38,20.94,81.96,-0.03,0.9,5.39,3.84,1.06,3.46,12.13,0.61,-1.84,-14.93,-13.34
2021-02,-10.43,-3.72,15.23,12.58,13.5,9.09,21.74,82.62,2.59,-2.1,7.74,-1.63,2.33,4.09,12.47,8.25,-6.45,-12.09,-5.94
2021-03,-10.87,1.55,12.31,3.79,7.19,12.42,28.36,83.0,5.76,0.26,9.94,-0.27,2.36,10.47,15.26,12.83,-1.14,-7.33,8.78
2021-04,-4.5,-1.33,17.43,1.56,1.82,8.87,27.74,82.95,5.34,5.55,8.32,10.38,5.21,4.93,18.48,11.61,4.57,-1.54,21.55
2021-05,-7.91,-0.43,16.17,2.78,6.82,8.36,30.41,83.75,8.01,2.62,9.63,2.35,7.1,10.01,20.09,10.44,3.31,-3.77,12.37
2021-06,-6.41,1.43,15.92,1.82,8.64,4.38,31.73,85.02,7.76,4.23,8.74,6.04,7.43,9.47,24.67,12.41,6.76,-3.77,11.36
2021-07,0.31,4.62,19.34,10.72,9.1,7.19,28.75,85.0,6.53,6.65,7.6,10.63,7.04,2.94,25.04,10.46,7.03,-4.99,3.52
2021-08,-4.09,0.46,18.7,4.2,12.54,7.09,26.71,84.3,3.68,2.22,1.58,0.78,4.06,5.31,22.16,6.32,6.43,-14.94,-19.72
2021-09,-2.48,-0.73,22.15,0.9,-3.77,13.16,29.3,84.37,2.94,2.17,-2.66,10.27,4.58,8.49,22.01,3.38,5.89,-6.75,-3.92
2021-10,-15.28,1.01,27.96,3.82,3.15,6.83,30.08,84.54,8.78,-5.21,17.66,-14.71,7.91,15.3,19.99,8.27,-0.19,-8.32,-0.97
2021-11,-2.71,2.18,22.0,5.55,11.77,8.56,27.42,83.53,8.49,3.08,9.59,14.99,7.49,11.36,23.68,8.5,5.35,-12.73,-12.97
2021-12,-2.15,-0.41,18.65,-1.18,-0.1,6.24,26.49,85.19,4.9,1.76,5.5,7.11,8.0,2.61,22.86,6.98,3.46,-12.15,-14.47
2022-01,-3.13,0.95,22.26,1.19,-2.04,11.85,30.04,82.09,4.75,0.82,5.16,3.06,11.09,4.78,24.16,7.16,3.54,-18.27,-31.5
2022-02,-9.36,1.35,23.06,4.05,9.39,3.18,28.5,82.87,6.92,0.95,8.09,-2.98,10.38,9.98,20.14,9.57,2.68,-18.21,-26.54
2022-03,-3.4,3.31,21.41,7.85,19.88,13.81,28.86,84.91,8.57,2.41,9.5,-0.68,12.15,12.42,23.63,12.12,5.45,-18.57,-36.17
2022-04,-10.23,1.92,27.36,3.43,6.0,14.16,30.3,85.04,6.81,3.04,5.48,9.42,11.68,5.34,26.33,11.53,5.99,-17.28,-33.08
2022-05,-7.1,0.08,23.82,1.98,5.83,13.06,31.87,84.26,8.13,0.88,11.23,-7.78,10.66,10.51,27.41,13.86,4.07,-13.57,-23.66
2022-06,-3.65,5.53,23.12,3.71,-0.17,9.5,28.57,84.43,7.11,-0.24,4.66,8.15,8.53,8.71,22.01,9.54,5.24,-20.61,-34.09
2022-07,-2.88,0.64,20.57,2.91,1.6,4.66,32.67,85.65,3.71,2.04,5.16,0.97,7.48,5.08,23.12,8.67,5.15,-23.21,-38.13
2022-08,-2.59,1.81,18.03,6.37,13.53,11.55,32.27,84.99,4.38,3.87,4.08,-2.11,3.61,2.23,26.98,7.2,3.31,-18.56,-33.94
2022-09,-2.3,1.72,23.87,2.3,14.01,15.17,33.64,81.64,5.0,1.66,1.2,5.41,6.58,4.97,25.06,7.72,5.33,-20.89,-32.76
2022-10,-9.16,0.67,26.44,-2.79,-3.47,7.77,30.84,82.72,1.04,-5.47,3.06,-6.09,5.27,0.11,24.47,7.94,2.88,-18.71,-27.68
2022-11,-3.32,3.92,20.73,-1.07,5.94,7.7,32.66,83.29,4.86,2.6,9.41,-5.51,3.37,3.39,23.27,4.23,1.28,-14.97,-17.18
2022-12,-2.24,1.89,22.98,-0.35,0.35,10.21,27.73,82.39,4.32,1.29,5.25,4.46,5.59,2.53,21.94,4.75,4.88,-17.35,-26.3
2023-01,-2.18,3.01,22.39,0.54,2.41,7.81,31.67,86.29,-0.67,4.41,2.04,0.9,5.22,1.36,24.39,8.23,2.19,-20.76,-32.03
2023-02,-2.71,2.92,22.35,2.21,6.51,6.27,33.39,85.07,2.03,2.17,3.58,1.24,3.77,6.0,24.07,8.82,4.76,-16.98,-28.18
2023-03,-6.62,-0.66,20.46,6.43,13.46,16.43,30.92,84.96,1.14,3.25,2.81,-5.02,3.01,7.21,21.06,8.61,1.34,-19.58,-37.26
2023-04,-6.71,-0.84,19.11,0.59,-4.96,8.47,29.2,82.72,1.13,2.05,3.66,4.43,1.89,4.95,20.23,5.48,2.48,-18.95,-30.19
2023-05,-4.49,-0.18,20.97,3.5,5.23,6.47,31.97,83.54,2.99,5.37,14.83,-11.35,5.29,10.1,22.38,8.71,-0.24,-17.96,-32.83
2023-06,-3.38,-1.54,12.23,3.41,2.79,7.96,32.89,85.07,0.54,3.33,5.73,9.8,4.19,10.39,21.16,5.03,2.23,-21.2,-34.5
2023-07,-2.51,-0.33,15.31,6.31,8.85,6.3,30.24,83.78,1.41,2.47,1.89,-1.61,0.28,3.0,22.38,4.05,1.17,-18.0,-33.69
