country,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC
1991-12,3.3,-18.8,-1.6,-36.0,-8.9,,,,,,,2.7,1.0,5.0,-15.0,28.0,17.1,27.9,-20.1,,,,,,,-25.1,-19.9,54.6
1992-01,-16.7,-19.1,11.7,-50.0,24.1,,,,,,,0.9,0.1,5.3,-21.0,29.0,6.5,30.3,-31.8,,,,,,,-29.9,-17.2,51.2
1992-02,-14.2,-19.8,10.3,-50.0,24.1,,,,,,,-0.6,-0.5,9.4,-22.0,29.7,18.0,31.0,-29.7,,,,,,,-28.9,-15.4,48.0
1992-03,-15.2,-20.2,9.6,-50.0,24.1,,,,,,,-4.9,-1.3,9.7,-27.0,22.1,25.1,29.8,-31.5,,,,,,,-31.6,-19.7,51.5
1992-04,15.3,-19.6,5.8,-45.0,1.1,,,,,,,-8.7,-1.9,24.0,-30.0,27.9,14.3,28.3,-27.8,,,,,,,-30.2,-17.9,51.1
1992-05,14.0,-19.5,5.9,-45.0,1.1,,,,,,,-9.2,-1.7,21.2,-31.0,24.7,-2.3,26.8,-30.6,,,,,,,-29.2,-16.6,49.4
1992-06,13.0,-19.6,5.8,-45.0,1.1,,,,,,,-5.3,-1.7,22.8,-21.0,28.0,6.1,25.5,-26.9,,,,,,,-27.0,-13.7,48.2
1992-07,21.7,-2.5,35.0,-40.0,-3.9,,,,,,,-4.2,-11.3,22.8,-19.0,29.2,10.8,26.8,-20.1,,,,,,,-28.2,-14.5,48.4
1992-08,22.3,-1.7,36.6,-40.0,-3.9,,,,,,,-4.6,-11.3,18.9,-17.0,22.1,11.6,26.3,-22.7,,,,,,,-34.6,-25.3,57.4
1992-09,23.2,-1.0,38.0,-40.0,-3.9,,,,,,,-4.7,-10.4,15.0,-15.0,15.7,16.5,28.5,-25.3,,,,,,,-34.9,-23.3,56.2
1992-10,9.4,-8.7,27.5,-45.0,11.1,,,,,,,1.2,-5.4,6.4,-15.0,24.8,-3.6,24.9,-26.7,,,,,,,-31.5,-19.4,51.7
1992-11,10.0,-8.6,27.8,-45.0,11.1,,,,,,,-4.2,-5.0,14.6,-18.0,20.0,19.8,27.2,-21.3,,,,,,,-37.1,-25.3,52.6
1992-12,11.8,-8.2,28.7,-45.0,11.1,,,,,,,-4.2,-5.0,14.6,-18.0,19.9,17.6,24.6,-20.8,,,,,,,-34.8,-23.7,51.4
1993-01,-12.5,-17.7,7.6,-43.0,-20.9,,,,,,,-5.1,-2.9,12.6,-21.0,18.2,3.1,25.3,-30.8,,,,,,,-35.5,-24.5,53.0
1993-02,-9.6,-18.5,5.9,-43.0,-20.9,,,,,,,-8.2,-3.5,18.4,-32.0,25.7,5.8,23.6,-26.8,,,,,,,-31.8,-19.7,51.2
1993-03,-10.8,-18.9,5.1,-43.0,-20.9,,,,,,,-8.2,-4.4,14.6,-34.0,24.1,15.8,23.0,-31.0,,,,,,,-31.0,-21.6,50.1
1993-04,-12.1,-22.8,13.4,-59.0,-22.9,1.4,-14.5,-6.1,35.4,-26.5,5.1,-7.6,-5.0,11.7,-32.0,21.0,13.7,21.8,-33.5,,,,,,,-29.4,-16.9,47.9
1993-05,-13.6,-22.8,13.4,-59.0,-22.9,-1.4,-18.9,-8.6,35.4,-26.5,5.5,-9.0,-4.7,16.6,-31.0,20.7,-1.6,19.5,-30.1,,,,,,,-29.1,-18.0,45.3
1993-06,-14.9,-22.9,13.3,-59.0,-22.9,1.9,-21.7,-8.4,35.4,-26.5,5.3,-5.9,-4.8,10.7,-29.0,21.9,13.3,21.8,-30.1,,,,,,,-29.4,-16.3,48.2
1993-07,-1.2,-28.3,5.4,-62.0,-18.9,1.6,-17.5,-8.0,32.4,-23.5,8.0,-5.1,-6.3,9.5,-26.0,20.1,17.0,20.4,-20.2,,,,,,,-25.9,-14.8,46.1
1993-08,-0.6,-27.3,7.3,-62.0,-18.9,0.3,-17.5,-8.0,32.4,-23.5,6.9,-4.6,-6.3,11.8,-22.0,20.0,16.8,21.6,-17.9,,,,,,,-26.4,-12.5,44.6
1993-09,0.5,-26.5,8.9,-62.0,-18.9,-1.5,-16.5,-8.1,32.4,-23.5,6.3,-4.5,-5.3,14.1,-19.0,19.7,17.6,21.3,-15.6,,,,,,,-22.9,-7.3,40.0
1993-10,-9.1,-26.5,8.9,-62.0,-7.9,22.2,-19.7,-16.4,56.4,-2.5,51.6,1.3,-5.3,4.0,-10.0,18.0,27.7,22.2,-12.5,,,,,,,-15.4,5.4,35.4
1993-11,-8.4,-26.4,9.2,-62.0,-7.9,20.6,-18.5,-15.6,56.4,-2.5,49.0,-7.0,-4.9,13.2,-26.0,18.1,9.0,21.8,-15.4,,,,,,,-15.7,4.4,41.2
1993-12,-6.5,-25.9,10.1,-62.0,-7.9,24.1,-19.5,-13.9,56.4,-2.5,46.4,-5.6,-4.9,8.5,-27.0,18.7,2.6,24.4,-11.9,,,,,,,-16.5,-1.6,41.7
1994-01,-12.9,-40.9,-25.8,-56.0,-13.9,25.9,-7.7,-2.2,38.4,4.5,24.8,-2.1,-1.8,10.8,-17.0,21.5,18.6,25.3,-2.3,,,,,,,-19.1,-5.1,39.5
1994-02,-9.4,-41.9,-27.8,-56.0,-13.9,25.3,-4.0,-1.1,38.4,4.5,24.7,-1.1,-2.5,6.1,-20.0,22.8,16.9,24.3,1.6,,,,,,,-19.0,-6.2,41.6
1994-03,-10.9,-42.4,-28.8,-56.0,-13.9,26.7,-1.0,1.0,38.4,4.5,22.5,-4.6,-3.4,9.8,-25.0,21.1,11.0,25.6,-15.3,,,,,,,-18.1,-5.1,37.3
1994-04,7.3,-15.0,17.0,-47.0,-14.9,25.4,-25.5,-2.4,43.4,-14.5,7.1,-3.0,-4.1,11.3,-23.0,25.2,9.0,28.1,-6.1,,,,,,,-22.7,-11.5,39.9
1994-05,5.4,-15.0,16.9,-47.0,-14.9,22.6,-29.9,-5.0,43.4,-14.5,7.5,-1.2,-3.8,10.3,-18.0,24.7,23.8,26.7,-2.6,,,,,,,-21.0,-12.5,40.8
1994-06,4.0,-15.1,16.8,-47.0,-14.9,25.9,-32.7,-4.7,43.4,-14.5,7.3,0.6,-3.9,3.0,-23.0,27.8,7.0,28.6,-4.0,,,,,,,-24.0,-18.7,46.1
1994-07,-40.0,-55.0,-44.1,-66.0,15.1,5.6,-22.5,-9.6,32.4,2.5,12.0,2.6,2.7,6.1,-17.0,30.9,13.0,27.7,-2.0,,,,,,,-22.9,-18.5,44.5
1994-08,-39.2,-54.0,-41.9,-66.0,15.1,4.3,-22.5,-9.7,32.4,2.5,10.9,2.8,2.7,5.6,-17.0,30.8,11.3,28.2,-4.5,,,,,,,-25.3,-20.9,47.5
1994-09,-38.0,-53.0,-40.1,-66.0,15.1,2.4,-21.5,-9.8,32.4,2.5,10.3,2.9,3.7,5.0,-17.0,30.5,7.9,28.9,-7.0,,,,,,,-24.2,-15.6,46.4
1994-10,-44.8,-40.2,-14.5,-66.0,33.1,5.2,-42.7,-19.4,51.4,23.5,20.6,-0.2,-0.3,8.7,-14.0,22.1,11.9,30.0,4.3,,,,,,,-25.7,-21.8,47.3
1994-11,-43.9,-40.1,-14.2,-66.0,33.1,3.6,-41.5,-18.6,51.4,23.5,18.1,-2.3,0.1,11.1,-18.0,22.0,2.4,31.1,-0.7,,,,,,,-29.6,-25.9,50.3
1994-12,-41.6,-39.6,-13.2,-66.0,33.1,7.1,-42.5,-17.0,51.4,23.5,15.5,2.4,0.1,12.4,-10.0,29.5,16.3,34.4,8.9,,,,,,,-30.9,-28.0,51.1
1995-01,-15.3,-30.9,-13.8,-48.0,11.1,1.0,-35.7,-14.2,25.4,-1.5,7.8,2.0,3.3,15.7,-9.0,30.7,13.8,32.6,10.7,,,,,,,-31.0,-26.4,49.6
1995-02,-11.1,-32.1,-16.3,-48.0,11.1,0.3,-32.0,-13.1,25.4,-1.5,7.7,1.9,2.6,9.2,-14.0,28.9,5.6,36.4,0.0,,,,,,,-30.1,-25.8,46.8
1995-03,-12.9,-32.7,-17.4,-48.0,11.1,1.7,-29.0,-10.9,25.4,-1.5,5.5,2.0,1.5,14.2,-12.0,32.0,12.5,31.4,6.5,,,,,,,-31.6,-26.9,51.8
1995-04,-2.4,-46.0,-14.0,-78.0,29.1,-4.6,-50.5,-21.4,44.4,0.5,9.0,-1.4,0.8,14.6,-13.0,23.3,14.1,30.9,2.0,,,,,,,-31.2,-24.4,51.4
1995-05,-4.7,-46.0,-14.0,-78.0,29.1,-7.5,-55.0,-24.0,44.4,0.5,9.5,-1.0,1.1,13.7,-17.0,27.8,5.1,29.7,6.7,,,,,,,-28.8,-22.1,47.8
1995-06,-6.5,-46.1,-14.2,-78.0,29.1,-4.1,-57.7,-23.7,44.4,0.5,9.2,4.8,1.1,10.5,-10.0,34.8,23.5,26.7,-5.2,,,,,,,-27.2,-20.4,46.4
1995-07,-8.5,-24.1,9.7,-58.0,18.1,19.5,-44.5,-22.0,41.4,4.5,40.9,2.5,1.7,9.6,-12.0,28.9,15.9,26.1,-9.1,,,,,,,-31.9,-27.5,50.8
1995-08,-7.5,-23.1,11.8,-58.0,18.1,18.2,-44.5,-22.1,41.4,4.5,39.9,5.2,1.7,10.2,-7.0,32.8,15.5,24.0,-7.7,,,,,,,-31.4,-28.4,50.1
1995-09,-6.0,-22.1,13.7,-58.0,18.1,16.3,-43.5,-22.1,41.4,4.5,39.3,7.6,2.8,10.9,-3.0,36.5,12.3,22.2,-6.2,,,,,,,-30.1,-27.6,48.8
1995-10,2.8,-11.8,27.3,-51.0,23.1,24.3,-37.7,-12.7,40.4,7.5,24.7,12.2,2.7,5.5,6.0,36.1,30.3,20.8,6.4,,,,,,,-19.6,-24.7,43.0
1995-11,3.8,-11.7,27.5,-51.0,23.1,22.7,-36.5,-12.0,40.4,7.5,22.2,7.9,3.2,8.1,-1.0,32.8,25.9,18.1,-4.2,,,,,,,-24.4,-28.9,47.6
1995-12,6.6,-11.2,28.6,-51.0,23.1,26.2,-37.5,-10.3,40.4,7.5,19.7,3.1,3.2,11.1,-9.0,29.3,13.8,15.0,-2.7,,,,,,,-20.6,-21.7,49.8
1996-01,16.3,-21.5,23.0,-66.0,21.1,35.0,-16.6,0.2,47.4,15.5,17.8,-2.1,-0.6,12.2,-15.0,20.9,15.1,17.3,-16.1,,,,,,,-22.4,-24.4,53.5
1996-02,21.6,-23.0,20.0,-66.0,21.1,34.4,-12.9,1.2,47.4,15.5,17.7,-3.9,-1.4,13.7,-18.0,20.0,15.0,13.0,-20.0,,,,,,,-16.1,-9.5,43.7
1996-03,19.5,-23.6,18.7,-66.0,21.1,35.7,-9.9,3.4,47.4,15.5,15.5,-6.4,-2.5,17.2,-20.0,18.0,16.4,12.5,-14.6,,,,,,,-22.2,-18.4,45.0
1996-04,-30.9,-49.2,-19.3,-79.0,18.1,30.4,-2.5,4.3,59.4,32.5,14.9,-7.3,-3.3,19.3,-21.0,18.3,20.4,10.6,-13.2,,,,,,,-26.2,-26.4,52.3
1996-05,-33.5,-49.1,-19.3,-79.0,18.1,27.5,-7.0,1.7,59.4,32.5,15.4,-7.7,-3.0,16.8,-21.0,14.7,11.6,12.1,-24.6,,,,,,,-23.2,-25.1,45.2
1996-06,-35.9,-49.3,-19.6,-79.0,18.1,30.9,-9.8,2.0,59.4,32.5,15.2,-6.7,-3.0,16.9,-16.0,12.9,15.8,9.5,-19.7,,,,,,,-21.8,-24.0,45.0
1996-07,10.1,-20.2,3.6,-44.0,6.1,15.5,-20.5,-14.7,55.4,-10.5,38.9,-1.7,-1.3,9.9,-13.0,17.8,11.6,9.7,-8.2,,,,,,,-22.2,-22.1,48.1
1996-08,11.1,-19.1,5.7,-44.0,6.1,14.1,-20.5,-14.8,55.4,-10.5,37.9,-0.6,-1.4,9.7,-12.0,19.9,4.5,10.4,-10.3,,,,,,,-18.7,-20.1,46.2
1996-09,12.9,-18.1,7.7,-44.0,6.1,12.2,-19.5,-14.9,55.4,-10.5,37.3,0.6,-0.1,9.4,-10.4,21.7,-1.4,10.7,-12.4,,,,,,,-13.5,-13.2,38.7
1996-10,4.5,-7.7,32.7,-48.0,18.1,23.4,-10.8,2.3,59.4,31.5,5.7,5.9,-3.3,7.7,-5.0,30.3,11.4,12.6,-9.8,,,,,,,-10.2,-6.9,38.4
1996-11,5.7,-7.6,32.7,-48.0,18.1,21.7,-9.5,3.0,59.4,31.5,3.3,3.3,-2.8,5.1,-11.9,26.7,21.0,13.8,-4.8,,,,,,,-16.2,-13.2,50.3
1996-12,9.0,-7.0,33.9,-48.0,18.1,25.2,-10.5,4.6,59.4,31.5,0.8,-1.4,-2.8,9.9,-17.3,23.1,17.5,14.0,-11.0,,,,,,,-20.5,-17.2,51.6
1997-01,13.7,-17.9,19.1,-55.0,15.1,13.1,-18.6,-0.4,50.4,14.5,-4.3,1.9,-1.4,6.1,-17.2,29.0,10.0,16.2,-13.7,,,,,,,-22.1,-22.6,50.2
1997-02,20.1,-19.7,15.6,-55.0,15.1,12.4,-14.9,0.6,50.4,14.5,-4.3,0.0,-2.4,10.4,-12.6,23.0,16.9,15.4,-3.9,,,,,,,-21.2,-20.3,52.4
1997-03,17.4,-20.6,13.9,-55.0,15.1,13.8,-11.8,2.9,50.4,14.5,-6.6,-0.4,-3.6,10.2,-21.0,29.9,15.4,14.8,-15.9,,,,,,,-18.7,-22.3,41.3
1997-04,9.7,-10.6,33.7,-55.0,3.1,6.4,-6.5,0.0,51.4,-5.5,-0.2,1.4,2.6,10.3,-14.7,29.2,12.2,13.7,-17.5,8.9,26.2,32.1,37.5,15.0,15.3,-19.5,-21.3,41.1
1997-05,6.3,-10.7,33.6,-55.0,3.1,3.4,-11.1,-2.6,51.4,-5.5,0.3,4.0,2.9,8.4,-6.2,26.5,16.0,14.4,-11.6,6.4,25.7,33.1,37.5,13.9,15.0,-24.6,-25.6,45.2
1997-06,3.6,-10.8,33.3,-55.0,3.1,6.9,-13.9,-2.3,51.4,-5.5,0.1,3.5,2.8,8.3,-6.9,25.8,7.2,16.0,-6.3,2.9,24.9,34.2,37.5,13.7,15.4,-15.5,-16.0,45.5
1997-07,0.7,1.7,29.4,-26.0,12.1,7.4,-16.6,-7.0,44.4,-3.5,11.9,2.0,-6.3,8.7,-11.9,26.7,17.8,17.0,-15.3,-5.7,32.8,53.5,50.5,26.0,22.3,-13.3,-11.6,31.2
1997-08,2.0,2.8,31.5,-26.0,12.1,6.0,-16.5,-7.2,44.4,-3.5,11.0,4.4,-6.4,7.9,-8.9,30.0,11.5,16.3,-12.9,-4.9,33.5,54.9,50.5,28.9,22.4,-22.0,-23.7,37.4
1997-09,4.1,3.8,33.6,-26.0,12.1,4.1,-15.5,-7.3,44.4,-3.5,10.4,6.0,-5.0,7.1,-5.9,30.9,9.5,14.4,-10.5,-4.5,34.7,57.9,50.5,33.7,23.4,-16.1,-18.5,35.6
1997-10,12.2,-12.8,15.4,-41.0,3.1,29.4,-8.8,3.9,50.4,21.5,8.9,8.6,-3.3,6.4,-4.5,36.7,21.0,17.0,-8.8,-4.6,31.3,52.9,45.5,25.3,18.5,-12.8,-11.9,42.2
1997-11,13.6,-12.8,15.4,-41.0,3.1,27.8,-7.6,4.6,50.4,21.5,6.4,9.4,-2.7,4.7,-1.8,34.8,14.7,15.2,-14.5,-3.1,32.0,53.6,45.5,25.3,18.1,-15.8,-17.0,42.1
1997-12,17.6,-12.2,16.6,-40.9,3.1,31.4,-8.6,6.3,50.4,21.5,3.9,8.5,-2.7,5.3,-2.3,33.0,13.0,15.9,-16.3,-0.3,32.4,52.0,45.5,23.4,19.0,-17.4,-22.1,42.5
1998-01,18.1,3.2,33.8,-27.3,4.7,21.2,5.5,5.7,48.4,28.5,9.6,3.3,-1.3,11.7,-6.7,28.2,20.5,16.6,-23.5,8.8,29.0,40.6,37.5,17.2,16.3,-22.4,-27.8,40.4
1998-02,14.6,17.1,45.8,-11.6,18.9,22.5,-2.8,3.0,54.4,19.5,10.6,2.3,-2.3,12.0,-9.1,27.9,13.2,14.9,-24.8,10.6,28.8,38.3,37.5,15.7,18.9,-17.3,-22.7,38.4
1998-03,7.3,14.3,35.2,-6.6,7.2,23.9,-5.7,-0.4,60.4,20.5,19.3,2.4,-3.7,18.3,-5.5,30.9,16.0,14.9,-17.2,12.0,29.1,37.6,37.5,14.3,19.0,-24.6,-30.0,53.1
1998-04,21.9,-1.1,21.2,-23.3,18.5,10.3,-3.5,-7.6,45.4,11.5,29.6,5.6,-5.5,10.9,-1.4,29.1,15.1,18.8,-6.0,13.0,32.5,47.1,37.5,7.0,-7.9,-29.1,-34.3,60.3
1998-05,44.0,6.8,35.2,-21.5,32.3,22.3,-4.1,-1.7,39.4,6.5,23.2,7.5,-5.1,9.0,4.1,27.3,20.9,14.1,-13.3,10.5,32.0,48.0,37.5,5.9,-5.2,-21.3,-26.0,46.8
1998-06,55.5,15.9,44.7,-12.8,28.5,11.9,-17.9,-8.7,43.4,-8.5,20.0,2.3,-5.2,12.6,-9.2,28.5,23.7,10.3,-12.8,6.9,31.2,49.1,37.5,5.7,-2.8,-20.8,-24.4,44.1
1998-07,38.9,16.7,46.5,-13.0,24.4,26.3,-0.6,3.6,46.4,5.5,14.9,4.9,-0.4,12.2,-5.4,32.5,19.3,10.6,-5.3,-3.8,24.4,36.6,40.5,20.0,14.6,-15.6,-15.5,47.6
1998-08,33.4,10.7,33.7,-12.4,23.9,38.9,3.4,10.1,50.4,14.5,12.0,6.1,-0.4,12.7,-0.9,32.0,16.7,8.1,-4.2,-3.0,25.2,38.1,40.5,22.9,18.0,-17.4,-18.4,47.5
1998-09,29.0,4.6,21.0,-11.8,23.3,50.9,8.5,16.3,55.4,23.5,10.6,7.5,1.1,13.1,3.6,32.1,18.5,8.7,-3.1,-2.6,26.3,41.1,40.5,27.7,21.8,-17.6,-20.0,40.4
1998-10,21.4,3.1,9.3,-3.1,16.7,40.6,-12.8,4.9,57.4,27.5,13.0,1.5,2.7,11.7,-7.0,23.2,19.7,4.4,-14.4,-2.7,31.0,57.0,38.5,36.3,31.8,-16.5,-20.8,38.4
1998-11,30.2,11.5,29.8,-6.9,27.5,51.9,-13.6,6.9,59.4,41.5,17.5,2.1,3.3,11.9,-7.8,25.9,10.1,7.0,-16.9,-1.2,31.7,57.7,38.5,36.3,33.1,-15.7,-22.3,23.5
1998-12,15.1,5.3,26.2,-15.6,19.5,29.5,3.4,6.6,61.4,35.5,13.0,1.9,3.4,16.3,-8.9,30.9,7.8,3.5,-17.8,1.7,32.1,56.0,38.5,34.4,36.2,-14.6,-23.1,22.9
1999-01,15.1,12.6,42.3,-17.0,25.1,32.2,-1.4,9.4,55.4,28.5,2.5,-1.3,-3.2,13.6,-16.5,26.4,10.1,5.0,-26.3,14.9,37.0,58.5,37.5,46.2,35.3,-14.7,-13.0,28.4
1999-02,1.0,22.0,61.2,-17.2,20.8,35.6,-11.7,4.4,58.4,29.5,10.5,-2.2,-4.3,17.5,-17.9,28.8,11.8,6.4,-30.7,16.8,36.8,56.1,37.5,44.7,36.7,-14.1,-15.2,23.1
1999-03,26.3,12.4,60.2,-35.4,11.7,20.0,-9.6,-3.6,44.4,18.5,21.3,-2.5,-5.8,18.6,-16.6,27.8,21.3,4.8,-28.9,18.3,37.1,55.5,37.5,43.3,36.6,-16.3,-11.8,28.5
1999-04,31.2,5.6,38.8,-27.6,11.6,11.2,-9.5,-4.3,41.4,20.5,14.6,1.7,-3.6,12.9,-12.9,31.0,25.1,5.3,-24.7,13.3,36.9,59.0,38.5,37.0,29.9,-11.1,-7.2,22.8
1999-05,26.6,9.0,43.4,-25.4,13.3,16.1,-2.1,0.0,35.4,21.5,14.1,0.6,-3.2,14.5,-15.8,31.9,20.0,6.0,-26.3,10.7,36.4,59.9,38.5,35.9,28.0,-10.9,-16.0,12.8
1999-06,38.9,9.9,30.6,-10.8,3.8,15.7,5.0,2.6,30.4,15.5,12.9,-0.9,-3.3,15.2,-17.7,30.3,20.9,8.3,-25.1,7.0,35.5,61.1,38.5,35.7,27.0,-9.4,-5.9,7.5
1999-07,28.4,0.3,23.0,-22.3,18.4,10.1,-3.6,-3.8,43.4,22.5,17.9,-1.8,0.6,18.6,-15.2,28.3,25.3,8.1,-27.2,17.9,39.0,38.6,60.5,31.0,28.8,-10.9,-5.4,12.6
1999-08,31.5,5.7,31.4,-20.1,22.3,8.6,-7.1,-4.4,46.9,24.1,14.6,0.7,0.6,16.6,-11.6,30.2,25.1,9.1,-21.3,18.7,39.8,40.1,60.5,33.9,29.7,-13.4,-11.0,22.4
1999-09,35.9,11.1,40.0,-17.8,26.2,6.2,-9.5,-5.0,50.3,25.5,11.7,2.9,2.2,14.6,-8.0,31.4,26.6,9.3,-15.3,19.1,40.9,43.1,60.5,38.7,30.8,-9.3,-3.4,22.2
1999-10,38.1,14.1,33.9,-5.7,33.1,48.0,0.1,11.3,8.2,37.5,14.1,9.0,2.8,6.8,-2.7,36.6,22.2,11.1,-9.5,41.1,52.3,57.2,58.5,48.3,35.0,-5.5,7.8,34.9
1999-11,35.4,10.0,31.4,-11.4,16.4,55.5,12.4,18.4,15.6,31.5,12.7,7.8,3.4,8.1,0.5,31.0,22.2,12.3,-10.0,42.6,53.0,57.9,58.5,48.4,36.1,-5.2,3.5,24.9
1999-12,28.4,10.6,34.2,-13.1,12.9,48.6,14.4,18.0,15.9,22.5,9.1,5.9,3.5,10.2,-3.1,30.9,26.4,15.0,-13.8,45.6,53.4,56.2,58.5,46.4,38.3,-2.7,6.6,33.1
2000-01,32.5,4.2,28.3,-19.9,-0.5,55.0,-0.4,12.8,4.6,19.5,16.4,5.7,4.9,13.0,-3.4,33.5,34.0,14.0,-11.8,28.2,41.4,57.5,38.5,37.2,12.6,-1.5,17.1,23.8
2000-02,16.1,6.9,28.5,-14.7,12.9,49.1,-3.6,12.3,5.7,24.5,8.4,10.4,3.7,10.8,-2.7,44.7,16.8,15.4,-2.6,30.1,41.2,55.0,38.5,35.8,18.5,-1.4,12.8,20.5
2000-03,37.0,36.3,61.7,10.9,6.6,42.1,-10.5,7.8,0.7,16.5,8.2,11.7,2.1,4.5,0.8,38.8,37.5,15.3,-7.8,31.6,41.5,54.3,38.5,34.3,20.8,-5.4,5.8,27.2
2000-04,47.9,30.2,47.2,13.1,11.0,49.5,-0.5,13.5,12.9,18.5,8.5,7.9,-0.8,7.0,-4.2,34.9,24.1,14.3,-12.2,57.6,50.7,49.9,44.5,5.9,35.4,0.5,12.2,19.6
2000-05,34.8,15.9,43.1,-11.3,9.8,47.4,-6.2,12.4,28.6,14.5,4.0,8.6,-0.3,7.2,-0.6,33.6,23.9,15.4,-5.3,54.8,50.1,50.9,44.5,4.8,35.1,-0.2,11.5,21.0
2000-06,32.0,19.2,48.8,-10.4,13.0,48.1,4.9,17.4,22.3,21.5,0.8,10.2,-0.5,7.4,-2.3,40.1,22.6,14.2,-9.1,50.8,49.1,52.1,44.5,4.6,36.9,-3.9,4.1,35.2
2000-07,18.3,21.3,52.6,-10.1,9.4,47.1,10.4,19.1,-0.7,20.5,0.0,8.9,-0.4,6.0,-2.3,35.1,18.6,14.6,-4.9,50.5,59.5,61.5,66.5,-27.0,-22.9,-4.7,7.2,31.1
2000-08,22.9,20.0,42.6,-2.5,7.8,46.9,10.4,19.4,1.0,20.5,-0.8,10.1,-0.4,4.7,0.8,34.3,24.1,16.0,-1.2,51.4,60.3,63.0,66.5,-24.1,-23.1,-12.3,-0.8,24.0
2000-09,29.1,19.0,32.8,5.2,6.3,44.8,2.5,12.2,2.3,17.5,10.8,10.7,1.3,3.5,3.9,31.6,27.7,16.0,2.6,51.8,61.5,66.1,66.5,-19.2,-22.9,-6.6,0.1,38.1
2000-10,24.2,8.4,22.6,-5.9,4.4,32.6,-12.0,3.5,13.9,11.5,10.2,4.6,-3.1,7.5,-5.9,27.1,20.7,18.7,-3.5,46.0,53.7,58.4,56.5,-26.6,-29.1,-13.0,-6.0,50.5
2000-11,7.8,2.7,18.8,-13.5,-0.8,31.2,-21.7,-0.1,16.4,10.5,9.8,6.5,-2.4,7.2,-5.4,32.0,19.1,16.2,-6.8,47.6,54.4,59.1,56.5,-26.6,-29.3,-17.3,-14.9,55.7
2000-12,13.9,-1.4,12.8,-15.5,-3.2,39.2,-21.6,3.5,17.0,5.5,7.1,8.1,-2.5,8.3,-4.3,36.7,17.9,15.7,-8.0,50.7,54.8,57.3,56.5,-28.5,-28.4,-13.9,-10.4,44.6
2001-01,11.1,9.3,33.6,-15.0,11.1,52.5,-10.3,8.7,24.1,7.5,16.2,5.4,-2.6,7.3,-9.2,32.6,14.0,15.5,-9.3,6.3,20.4,32.5,22.5,17.2,15.2,-15.9,-11.7,39.8
2001-02,8.7,10.9,37.0,-15.1,9.8,43.6,-14.5,4.2,13.6,5.5,16.3,6.6,-2.5,4.4,-7.5,31.8,21.6,12.6,-10.1,8.3,20.3,29.9,22.5,15.8,17.3,-18.9,-11.1,41.6
2001-03,10.8,3.5,26.4,-19.4,9.8,36.6,-8.4,4.7,10.4,8.5,14.2,5.5,3.0,10.6,-4.8,31.8,22.0,12.8,-7.1,9.8,20.5,29.1,22.5,14.3,17.7,-17.8,-19.0,46.4
2001-04,19.1,2.0,20.5,-16.5,12.0,35.7,-1.4,6.6,27.8,9.5,14.5,3.7,-0.6,14.4,-7.4,32.8,25.3,11.7,-8.0,9.1,46.8,63.8,67.5,-40.1,-46.1,-16.0,-11.9,41.5
2001-05,26.8,7.0,31.9,-17.9,19.2,39.1,-14.2,3.3,28.2,11.5,14.9,4.4,0.8,12.0,-8.2,33.3,7.0,9.0,-9.3,6.0,46.1,64.9,67.5,-41.3,-48.3,-18.8,-19.8,50.4
2001-06,27.5,14.3,41.4,-12.8,19.7,34.9,-15.2,1.7,12.9,-6.5,14.6,1.7,1.5,16.2,-6.8,27.9,17.9,9.1,-11.0,1.7,45.1,66.1,67.5,-41.5,-48.7,-18.5,-18.0,47.1
2001-07,30.7,8.4,32.7,-15.9,15.3,39.5,-12.6,3.6,11.7,1.5,16.0,2.7,2.6,20.6,-6.1,34.9,9.7,7.9,-9.7,9.2,48.7,72.4,64.5,-30.0,-49.5,-18.1,-16.4,43.0
2001-08,17.7,6.9,29.7,-16.0,16.0,33.7,-13.6,1.6,15.0,4.5,15.2,4.1,1.2,15.0,-4.1,31.3,16.0,7.1,-3.4,10.0,49.5,73.9,64.5,-27.1,-49.4,-18.0,-19.6,38.0
2001-09,6.6,5.5,27.1,-16.0,16.6,28.6,-13.5,0.1,16.7,7.5,14.9,5.1,1.8,9.4,-2.0,26.8,20.8,7.1,2.9,10.4,50.7,77.3,64.5,-22.2,-49.1,-13.3,-12.0,42.7
2001-10,9.2,7.0,22.3,-8.4,6.2,24.5,-10.0,-1.3,5.0,21.5,18.4,4.7,1.9,12.1,3.9,22.4,18.4,5.2,-0.5,-30.1,0.1,18.8,11.5,10.4,4.0,-17.9,-21.8,41.2
2001-11,14.6,11.7,33.7,-10.3,11.6,29.7,-14.7,-3.7,6.4,1.5,25.9,1.0,3.2,14.1,-8.9,25.9,20.8,6.4,-14.8,-28.5,0.9,19.6,11.5,10.5,4.6,-12.8,-12.2,29.0
2001-12,8.4,18.2,43.3,-6.9,9.8,29.3,-16.6,-0.8,7.3,-7.5,15.2,0.0,3.7,16.7,-10.0,26.7,7.5,6.1,-14.9,-25.2,1.3,17.7,11.5,8.5,5.2,-13.8,-11.7,36.1
