country,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA
2001-03,-0.103201,-0.8702719,3.493752,-3.469736,-14.8,75.7186,-20.59179,-13.0,-19.27518,-17.36136,2.0,98.44884,5.0,3.3
2001-04,-6.752031,-7.24414,-7.364474,-13.65738,-13.8,75.2164,-24.38308,-13.0,-10.3008,-16.24107,-3.0,95.11343,8.0,3.7
2001-05,-7.315121,-9.001926,-2.344729,-6.78412,-16.2,74.5287,-31.61262,-20.0,-11.16019,-15.02518,-8.0,98.98682,3.0,3.9
2001-06,2.93036,-10.11695,2.847558,-4.539951,-12.2,73.8849,-30.34376,-16.0,-5.643576,-11.17292,-6.0,99.63239,10.0,4.0
2001-07,-3.572886,-6.020681,-5.547271,-7.534491,-10.6,73.3344,-25.92717,-15.0,-2.613839,-6.630658,-3.0,99.4172,10.0,3.0
2001-08,-5.604802,-7.934326,-5.200335,-10.64585,-3.4,72.8643,-16.79662,-11.0,10.22524,5.381954,5.0,98.44884,9.0,3.1
2001-09,2.392971,-6.787638,0.7241669,-9.946289,-4.6,72.4609,-17.03932,-14.0,1.13631,-0.06120755,-4.0,88.01219,5.0,3.2
2001-10,-16.72965,-10.71394,-16.9167,-1.383684,-19.0,72.0104,-26.99119,-28.0,-19.75457,-14.35578,-15.0,88.98055,20.0,1.6
2001-11,-0.1360283,-10.82297,-5.33859,-1.109226,-10.0,71.6332,-25.8969,-23.0,-1.95771,-3.033301,-1.0,90.27168,22.0,1.0
2001-12,1.375778,-11.1357,1.720267,-2.801535,-6.6,71.7041,-21.73055,-21.0,4.038742,-0.7417105,-8.0,95.5438,29.0,1.9
2002-01,-0.06769514,-8.953817,-1.124794,-1.558663,-1.8,72.0587,-16.54662,-11.0,10.89888,3.778463,-1.0,100.0628,37.0,2.2
2002-02,16.60032,-13.24736,12.73625,3.012443,6.4,71.9802,-11.76764,6.0,20.96184,18.85624,0.0,97.5881,39.0,2.4
2002-03,14.88447,-8.781927,11.30046,-1.615398,10.0,72.4467,-7.188421,25.0,27.66362,14.80846,3.0,102.9678,43.0,3.1
2002-04,9.212276,-4.427226,15.74288,-0.4838972,8.8,72.6267,-6.683198,12.0,21.63582,18.51832,6.0,100.0628,34.0,3.1
2002-05,17.65491,-4.27898,14.06802,-5.1606,10.4,72.9616,-5.612365,13.0,24.7263,18.70222,7.0,104.2589,31.0,3.1
2002-06,12.97954,-13.17293,11.8873,-6.193305,11.6,73.6609,-4.047681,7.0,21.08168,19.72522,12.0,99.4172,26.0,3.0
2002-07,5.298655,-6.957896,0.08115211,3.961504,2.4,73.5728,-9.62678,-9.0,4.793382,12.45029,5.0,94.79064,15.0,2.7
2002-08,2.422144,-4.84977,5.358873,-6.055152,1.8,73.6326,-6.791687,-10.0,2.999145,9.77385,7.0,94.25267,29.0,2.6
2002-09,12.63604,-5.745818,9.322865,-8.33683,2.6,73.6899,-8.187405,-11.0,5.851711,4.396194,8.0,92.63875,20.0,3.1
2002-10,8.254734,-5.589266,4.450433,-8.978174,0.0,73.4226,-6.305353,-13.0,5.886428,4.662184,2.0,86.72106,9.0,2.9
2002-11,14.81014,-7.68843,14.07772,-11.83828,-1.6,73.7994,-10.18024,-15.0,-0.2866231,7.384097,0.0,90.59446,19.0,2.5
2002-12,10.17748,-6.268697,9.7577,-9.513912,6.2,73.3774,-5.429262,-7.0,16.09902,9.909774,1.0,93.28432,17.0,2.7
2003-01,8.898697,2.325085,10.31009,-3.683922,5.6,73.9601,-5.06705,-10.0,17.728,9.841337,8.0,88.65776,0.0,2.7
2003-02,10.70965,-3.484174,7.809725,-2.582647,-0.2,73.8724,-13.58809,-2.0,3.316589,8.392635,9.0,85.9679,6.0,3.2
2003-03,-7.038848,-3.670673,-1.907733,-2.369805,-7.2,73.9219,-16.33527,-17.0,-9.535532,-8.530922,5.0,83.49323,4.0,3.8
2003-04,0.1881254,-3.547509,1.835596,-4.457919,-7.0,73.3696,-16.63459,-5.0,-6.470675,-3.442803,4.0,92.53116,18.0,2.7
2003-05,7.693116,-4.519013,11.29408,2.286006,0.0,73.3998,-16.15168,2.0,5.658717,5.30922,4.0,99.09441,34.0,2.5
2003-06,20.11047,-2.371913,13.54633,-6.400595,1.0,73.7452,-9.465564,0.0,6.647524,7.399706,13.0,96.51215,26.0,2.5
2003-07,27.16036,2.14912,22.93672,-1.450499,4.6,73.9948,-7.168493,2.0,13.68109,8.85919,9.0,97.80328,20.0,2.3
2003-08,27.38623,3.298735,33.91233,-0.7449839,11.0,73.6786,-7.168478,3.0,22.29216,21.07148,12.0,96.08177,22.0,2.8
2003-09,28.91736,0.3070909,21.70558,-1.395925,8.8,74.3427,-6.442994,5.0,22.12325,15.70708,8.0,94.36026,17.0,3.4
2003-10,29.15872,6.549233,27.901,1.330418,14.4,74.4328,-2.031492,7.0,29.29495,26.23221,15.0,96.40456,20.0,3.1
2003-11,23.75426,9.423547,23.25891,2.542745,21.2,75.0814,0.1261184,18.0,36.71539,31.1197,14.0,100.8159,26.0,3.1
2003-12,18.90752,7.566338,22.17896,1.403499,26.2,75.0738,9.104115,22.0,40.58211,40.71773,16.0,99.63239,27.0,2.8
2004-01,29.79665,9.766349,29.56025,2.674908,25.8,75.0396,8.396821,21.0,40.14665,38.16633,14.0,111.683,35.0,2.9
2004-02,23.7856,5.217494,22.18487,-1.081199,24.4,75.6199,9.725616,24.0,33.10607,30.60239,9.0,101.5691,26.0,2.9
2004-03,26.02595,7.4048,23.88215,2.128938,24.6,75.6255,14.91761,27.0,32.75972,34.06365,24.0,103.0754,19.0,3.4
2004-04,29.13818,8.314614,27.90333,6.726783,26.0,75.9112,15.13217,33.0,36.56074,34.52209,23.0,101.3539,21.0,4.0
2004-05,25.74433,9.188223,21.28511,4.031271,25.8,76.4691,21.48582,26.0,27.59665,29.56167,21.0,97.05012,17.0,3.9
2004-06,21.29243,12.34794,24.08389,15.43203,23.0,75.9619,20.53284,17.0,22.46382,28.0563,18.0,102.8602,20.0,4.0
2004-07,29.11232,0.1915644,25.70288,7.004242,23.0,76.6387,14.72561,16.0,24.83095,26.84334,13.0,104.0438,26.0,3.5
2004-08,16.36507,6.462684,19.40385,6.040102,19.2,76.9795,10.74252,10.0,23.92825,18.0941,10.0,103.183,26.0,3.1
2004-09,19.25541,10.31995,21.0238,7.131392,16.0,76.9362,15.69328,10.0,15.98143,19.10755,5.0,101.3539,20.0,3.2
2004-10,22.09263,12.77609,22.58294,3.632226,13.6,77.6203,9.812117,-2.0,15.84803,17.29142,10.0,98.66404,19.0,3.6
2004-11,26.70878,10.62195,21.23803,5.397085,13.8,77.5492,13.43668,-5.0,20.6315,16.57432,9.0,99.84757,23.0,3.3
2004-12,28.5882,9.429657,23.97198,9.702929,17.2,78.0325,8.462001,8.0,31.42195,18.54398,16.0,104.4741,16.0,3.4
2005-01,20.69085,7.310247,23.21438,3.579674,12.6,78.4482,16.58459,1.0,15.33177,16.00072,13.0,102.7526,14.0,3.5
2005-02,21.81987,16.94225,25.31677,5.827253,11.2,79.0107,13.04023,1.0,10.80456,16.68553,12.0,101.2463,11.0,3.3
2005-03,24.089,13.49388,23.36753,4.78478,10.6,78.4856,7.6415,12.0,15.78781,15.53376,14.0,99.63239,6.0,4.0
2005-04,18.08756,6.127745,18.02051,3.221638,7.6,78.6654,3.264168,6.0,8.734211,11.77618,17.0,94.36026,-1.0,4.0
2005-05,15.76412,4.824308,16.41661,-2.116342,3.6,78.7415,-3.275017,2.0,3.070118,9.336505,12.0,93.4995,0.0,3.8
2005-06,23.46474,13.12728,17.74489,4.659573,8.0,78.6905,2.578337,2.0,11.60072,11.74589,5.0,103.2906,0.0,4.0
2005-07,24.12982,12.05501,22.80231,3.230069,12.8,78.2547,6.37695,-2.0,16.38612,16.39694,11.0,103.8286,2.0,3.6
2005-08,27.31736,19.63595,30.67327,5.65098,7.0,78.5366,3.303546,1.0,12.98768,8.983076,7.0,95.86658,-4.0,3.7
2005-09,8.524951,11.30514,14.64479,4.321646,16.0,77.5279,6.046933,10.0,22.59012,21.13333,12.0,82.74007,-16.0,5.5
2005-10,19.02969,8.044728,15.11204,3.601284,16.2,78.4745,7.908345,11.0,20.14746,22.71509,7.0,79.83502,-8.0,5.5
2005-11,19.69308,14.89909,19.34368,8.63072,14.6,79.006,12.05108,6.0,20.49036,24.2107,16.0,87.797,-6.0,4.1
2005-12,20.30219,13.30324,25.15798,9.031976,11.2,78.9399,8.047022,-1.0,18.45049,20.14763,7.0,98.44884,2.0,4.1
2006-01,14.5771,5.769396,14.32505,15.98997,9.6,79.4447,6.650342,7.0,19.12723,17.07627,17.0,98.12607,4.0,3.8
2006-02,20.85537,13.80249,15.31043,8.824129,10.0,79.0676,9.054871,9.0,22.77461,17.18944,13.0,93.28432,-1.0,3.6
2006-03,21.18087,8.610446,19.52187,8.32606,8.6,78.953,7.766802,19.0,18.82101,18.12589,19.0,95.6514,-8.0,3.8
2006-04,24.04404,12.85714,25.41138,13.38689,11.8,79.1379,9.327394,14.0,12.93843,17.17131,10.0,94.03748,-13.0,4.4
2006-05,17.74397,12.35248,16.36309,11.70546,7.6,78.7977,5.719292,6.0,6.206914,12.63049,13.0,85.10715,-16.0,4.7
2006-06,14.64081,3.92602,12.90917,2.938224,5.4,78.8739,-0.5531905,8.0,11.30299,7.358966,13.0,91.34762,-14.0,4.4
2006-07,13.19259,8.867551,11.82033,3.025038,6.8,78.4614,0.4012128,1.0,7.54909,10.30099,3.0,91.13243,-13.0,3.8
2006-08,12.29221,3.925463,5.601996,0.602405,7.0,78.881,4.280413,3.0,9.453596,7.939785,9.0,88.22739,-17.0,4.6
2006-09,6.660869,6.297379,14.82147,5.773194,3.8,78.7879,-2.099212,-7.0,8.035069,8.346151,8.0,91.88559,-4.0,3.6
2006-10,14.95749,4.25597,10.45523,9.607475,2.2,78.2355,-1.18598,-11.0,6.857789,7.203457,12.0,100.7083,2.0,3.7
2006-11,18.70956,5.246417,13.80572,3.980967,-0.6,78.1336,-0.7880269,-7.0,3.324562,2.334369,14.0,99.09441,2.0,3.3
2006-12,13.0449,6.218668,10.6139,3.80125,3.0,79.0769,0.8688241,-10.0,6.046526,9.879655,7.0,98.66404,1.0,3.5
2007-01,14.43256,6.106355,11.99342,1.17517,-1.4,78.5469,1.982503,-13.0,5.868361,3.05899,5.0,104.2589,6.0,3.6
2007-02,8.903662,3.778154,12.27879,4.642397,3.0,78.5755,4.439573,3.0,11.93833,9.524778,8.0,98.23366,-2.0,3.6
2007-03,6.296773,1.705504,7.996811,4.897425,1.4,79.034,0.3026753,-6.0,4.283193,9.364363,11.0,95.11343,-2.0,3.6
2007-04,13.05334,2.601125,11.12814,0.1756995,5.6,79.3534,4.973881,9.0,13.71803,12.25073,14.0,93.7147,-6.0,4.0
2007-05,18.73822,7.928684,12.00453,14.68672,5.6,79.0733,4.226388,5.0,13.26738,12.86415,18.0,95.00583,-10.0,4.3
2007-06,22.84974,8.695483,13.25091,3.498991,6.8,79.1362,2.750106,7.0,14.94756,19.22804,12.0,91.778,-5.0,4.2
2007-07,13.24488,3.694295,6.399682,5.776337,4.6,78.9257,-2.199622,4.0,12.09068,9.295727,13.0,97.26531,-2.0,4.2
2007-08,10.25824,-3.85415,12.663,11.17564,2.4,78.541,-2.173794,1.0,10.54917,7.440269,14.0,89.7337,-10.0,4.0
2007-09,6.668812,5.289176,6.644245,5.512907,1.0,78.6243,1.150588,2.0,6.471193,7.9223,9.0,89.7337,-10.0,4.0
2007-10,11.89321,4.404389,10.21202,2.82456,0.8,78.3521,1.026081,-8.0,9.509657,2.493661,14.0,87.04385,-10.0,3.7
2007-11,10.77004,3.629654,4.020401,2.704436,0.0,78.6796,-2.101973,-17.0,10.86808,9.175873,17.0,81.87932,-16.0,4.3
2007-12,7.785323,4.207736,6.825582,-2.079331,-3.2,78.6701,-0.955677,-14.0,-4.914159,2.082694,5.0,81.23375,-15.0,4.4
2008-01,-14.72798,-10.67386,-11.10898,-2.983419,1.4,78.4475,-3.464209,-12.0,-0.4794864,9.442014,17.0,84.35399,-3.0,4.0
2008-02,0.9011993,-6.269795,1.360664,3.627744,-3.4,77.8991,-7.879648,-10.0,-0.2601743,-0.6159078,12.0,76.17681,-7.0,3.9
2008-03,4.362407,-7.30993,-0.7561315,3.880828,-2.8,77.5843,0.7014706,-5.0,-7.860187,-2.394314,13.0,74.77808,-13.0,4.6
2008-04,2.0801,0.3903252,0.6381281,-9.03509,-2.8,76.8661,-9.391829,3.0,-13.19691,-3.925584,15.0,67.35407,-16.0,5.7
2008-05,8.813154,-2.342349,5.411013,0.05749348,-0.8,76.4804,-8.420877,-8.0,-8.009887,-1.50757,19.0,64.34143,-25.0,7.0
2008-06,2.147971,-12.51338,-3.231298,3.053079,0.4,76.0365,-12.34244,-5.0,-3.228866,-3.386418,17.0,60.68322,-26.0,6.5
2008-07,0.3075321,-6.426278,-2.91924,3.525948,0.0,75.3119,0.1793621,-14.0,-9.974752,7.356393,8.0,65.84776,-18.0,6.3
2008-08,1.217553,-9.784119,0.9540375,4.076898,-0.2,74.4725,-5.515493,-13.0,-2.45474,-0.60312,14.0,67.78445,-8.0,5.3
2008-09,-0.3763672,-10.63993,0.3465638,-2.983829,-13.0,72.0601,-17.05593,-30.0,-20.15581,-15.52514,4.0,75.63884,6.0,4.6
2008-10,-10.1792,-16.42487,-12.0524,1.111727,-22.2,71.6749,-32.77616,-41.0,-28.57787,-28.3694,-18.0,61.97436,-1.0,4.3
2008-11,-32.14558,-35.90097,-28.63261,-5.896009,-27.6,69.9823,-29.77692,-46.0,-36.67907,-31.14156,-18.0,59.49969,-3.0,2.9
2008-12,-20.47434,-29.69109,-19.39954,-4.357472,-35.2,67.7357,-35.57986,-54.0,-47.02016,-37.51832,-29.0,64.66422,3.0,1.7
2009-01,-9.868869,-27.6467,-16.65257,-8.411665,-28.8,65.6693,-37.64709,-41.0,-33.0528,-36.36231,-25.0,65.84776,6.0,2.5
2009-02,-20.18358,-25.43423,-18.01254,-19.12629,-28.6,65.6699,-47.27056,-38.0,-33.46058,-30.29877,-25.0,60.57563,-5.0,2.3
2009-03,-13.60971,-37.42919,-25.75818,-19.76716,-27.2,64.5387,-42.15221,-29.0,-20.54116,-28.67789,-22.0,61.65157,6.0,2.4
2009-04,-10.90919,-26.69554,-11.67218,-17.00524,-19.2,64.1931,-34.09653,-19.0,-14.05687,-25.12686,-12.0,70.04394,16.0,3.1
2009-05,-13.06074,-22.47597,-11.73918,-13.97381,-13.6,63.5825,-33.69217,-4.0,-4.828996,-12.43452,-4.0,73.91733,22.0,3.2
2009-06,0.5151753,-16.73481,-2.119062,-14.20718,-9.4,63.5113,-19.08772,-5.0,-1.008852,3.503736,-1.0,76.17681,17.0,3.9
2009-07,-7.640377,-17.49359,-1.669043,-12.29633,-1.8,64.5939,-11.31886,0.0,13.49262,20.91612,1.0,71.01228,12.0,3.6
2009-08,2.203012,-13.75546,3.043867,-16.64263,5.6,65.3749,-8.406986,5.0,31.73185,22.54074,11.0,70.6895,19.0,3.0
2009-09,6.594296,-10.50438,6.869896,1.463743,4.8,66.0854,-5.791549,7.0,24.70326,18.07398,10.0,79.08186,27.0,2.8
2009-10,10.72413,-17.37039,10.26343,-7.343873,10.4,66.25,4.13086,7.0,19.8266,27.26541,11.0,75.96162,18.0,3.2
2009-11,-0.08993442,-14.42746,9.36838,-6.373382,7.4,67.0015,3.419109,4.0,25.41623,24.47979,12.0,72.51861,14.0,3.1
2009-12,7.289661,-10.55066,4.641129,1.238326,9.8,66.9885,6.860189,0.0,27.52852,24.8849,9.0,78.00592,17.0,3.0
2010-01,5.03681,-10.77873,6.599784,1.725092,16.8,67.7922,8.393929,12.0,25.31542,29.52298,17.0,80.05021,23.0,3.4
2010-02,4.637897,-5.691456,6.559403,-8.193141,14.2,67.827,12.33159,22.0,17.92848,14.22335,13.0,79.18945,20.0,3.6
2010-03,18.40756,-4.608258,18.21625,-7.576511,20.8,68.8109,11.53466,16.0,22.13602,22.87718,23.0,79.18945,19.0,3.4
2010-04,20.08319,0.3584677,16.98818,5.717603,19.2,69.5046,13.31193,15.0,26.45724,28.28231,22.0,77.68314,16.0,3.8
2010-05,24.05503,2.516879,14.14276,17.22806,15.6,70.5294,16.77939,19.0,24.73528,29.3515,24.0,79.18945,9.0,4.1
2010-06,20.93147,-0.9142913,12.42412,12.09373,10.6,70.6395,11.89914,14.0,19.71146,21.70195,12.0,81.77172,16.0,3.3
2010-07,12.35352,2.505728,15.22826,4.168463,10.2,71.1565,13.97772,9.0,11.30345,16.91599,13.0,72.94898,2.0,3.3
2010-08,9.193922,-2.715247,8.655068,4.908003,10.4,71.3603,19.86634,3.0,13.51556,19.15532,11.0,74.13252,7.0,2.8
2010-09,6.581168,1.697693,9.797174,0.3410352,10.6,71.4872,14.67544,-7.0,7.803985,18.72669,9.0,73.37936,1.0,3.0
2010-10,19.67221,-0.5064608,15.71527,3.471086,13.8,71.6621,16.30166,-8.0,19.74495,26.68314,21.0,72.84138,10.0,3.3
2010-11,13.89949,7.998452,16.81199,5.945526,16.4,71.868,20.17794,-8.0,15.69248,14.68181,14.0,77.03757,16.0,3.7
2010-12,27.08696,3.535247,24.57099,3.888424,17.0,72.2958,17.46632,-6.0,19.63098,25.15391,9.0,80.15781,17.0,3.9
2011-01,23.95036,2.971285,25.7209,6.510235,18.6,72.4294,21.72073,16.0,26.10233,25.88928,24.0,79.83502,19.0,4.2
2011-02,26.41412,10.06285,23.26494,11.81516,19.8,72.6194,25.98417,18.0,27.98707,28.45006,25.0,83.38564,22.0,4.4
2011-03,20.48031,7.208554,21.60217,9.68781,18.4,73.1296,24.79043,5.0,24.43785,30.32579,12.0,72.6262,-4.0,5.2
2011-04,13.11925,10.5481,12.75739,7.127334,18.8,72.7784,21.31062,22.0,22.65019,21.94691,24.0,75.10087,2.0,5.3
2011-05,10.21229,12.67248,10.77972,2.287538,7.8,72.8177,17.25744,1.0,2.524043,8.202449,10.0,79.94262,12.0,4.8
2011-06,11.40064,7.950116,10.13991,1.824768,12.4,72.8918,21.66906,-2.0,11.3925,13.18876,7.0,76.92998,10.0,4.4
2011-07,11.27749,7.554285,6.280256,6.224985,5.8,73.3307,6.705585,-10.0,6.813449,8.588139,8.0,68.53761,-1.0,4.4
2011-08,10.1029,3.22812,8.077837,5.464611,5.6,73.6453,6.76825,-8.0,4.257373,2.865914,1.0,59.93007,-14.0,4.4
2011-09,13.48493,-3.170355,10.59409,9.222943,5.4,73.8004,9.234987,-17.0,3.559046,6.402451,7.0,63.91106,-12.0,4.3
2011-10,7.631623,0.1893486,6.577282,0.4450663,2.8,74.1182,8.248496,-5.0,4.204171,3.77887,0.0,65.52497,-8.0,4.0
2011-11,8.822249,1.439327,6.81398,8.168367,3.0,73.9334,6.154996,-10.0,9.291178,10.01931,4.0,68.96799,-2.0,4.0
2011-12,14.97349,-2.481358,8.645951,-3.578825,5.2,74.3542,10.14084,-4.0,11.00065,17.92207,6.0,75.20847,4.0,3.7
2012-01,18.93312,8.682582,18.92056,2.245545,6.2,74.9046,9.147858,5.0,13.06037,10.10163,10.0,80.69578,16.0,4.0
2012-02,21.27808,9.954605,19.21896,7.20743,7.0,75.0774,7.177419,4.0,14.35472,14.14398,19.0,81.01856,15.0,4.1
2012-03,21.63784,12.12395,7.704692,6.231806,7.2,74.6163,12.13569,5.0,11.68306,14.9314,8.0,81.98691,17.0,4.7
2012-04,10.13543,2.84995,9.925658,3.842703,8.6,74.9302,14.257,-1.0,13.10518,18.83848,18.0,82.2021,15.0,3.8
2012-05,12.34802,7.032697,10.57504,4.260103,6.8,74.5567,14.98202,-6.0,14.36014,13.61043,7.0,85.32233,20.0,3.6
2012-06,5.824046,6.878216,10.47124,0.7567868,1.4,74.6641,12.92375,-11.0,2.209463,6.392499,-5.0,78.75908,12.0,3.7
2012-07,11.14906,0.6138052,8.194737,2.395693,0.0,74.4297,1.255942,-14.0,-1.641477,1.310504,-7.0,77.79073,14.0,3.9
2012-08,7.931407,6.078825,7.384621,3.639145,1.4,74.2434,3.388401,-15.0,-1.744136,-1.349684,-6.0,79.94262,10.0,4.3
2012-09,9.330083,2.735006,1.921081,3.023057,3.6,74.011,7.512001,-12.0,5.146212,0.5223939,-3.0,84.24639,9.0,4.0
2012-10,11.54165,4.710181,10.80399,3.090724,1.0,73.789,5.681718,-17.0,2.148013,2.597323,-4.0,88.87295,14.0,4.0
2012-11,18.70718,1.776622,14.02233,-3.022438,-2.4,74.197,-2.330749,-18.0,0.4331416,3.958069,-6.0,88.98055,19.0,4.0
2012-12,23.94428,9.352164,17.41536,-0.04245862,-0.4,74.6443,4.178582,-3.0,0.6091676,3.048913,3.0,78.43629,3.0,4.0
2013-01,14.99223,10.47329,13.7781,2.1132,5.8,74.3777,9.104524,-5.0,6.722715,11.00905,1.0,79.40465,4.0,4.5
2013-02,15.25464,15.06916,17.26571,7.903563,9.2,74.6407,6.921936,10.0,16.26977,17.37431,7.0,83.49323,7.0,4.4
2013-03,17.9015,8.205762,14.56354,1.003803,5.0,74.5496,6.920946,2.0,4.43924,9.513427,12.0,84.56918,9.0,4.0
2013-04,9.106572,9.168912,10.31404,7.700387,0.8,74.2909,1.99364,6.0,0.2086026,4.497623,8.0,82.2021,4.0,4.0
2013-05,13.45957,3.44631,12.14664,-4.753614,0.4,74.4875,0.1447872,-4.0,-0.9786564,4.23939,2.0,90.91724,14.0,4.2
2013-06,4.13846,11.88414,6.872468,3.722796,4.6,74.5752,1.022047,-7.0,9.597907,9.584272,9.0,90.48686,12.0,3.8
2013-07,18.00263,7.578042,11.65734,0.4810461,7.6,74.0039,5.658503,-10.0,14.26984,20.53107,7.0,91.56281,8.0,4.1
2013-08,18.71482,11.94357,15.46115,10.72641,11.2,74.6439,7.319025,-7.0,22.29402,22.69965,11.0,88.33498,5.0,4.2
2013-09,10.12494,3.449546,14.48899,14.92311,10.8,74.7201,8.603127,-1.0,20.79353,18.35082,4.0,83.38564,-8.0,4.1
2013-10,16.42817,7.145648,11.94808,19.41355,10.8,74.8046,8.041684,3.0,17.51188,18.07533,14.0,78.75908,-5.0,3.6
2013-11,8.605562,3.950788,10.57813,10.88216,12.0,74.8208,9.519928,8.0,21.04367,21.15125,19.0,80.80337,-7.0,3.7
2013-12,13.00921,10.1917,0.4271838,-3.774275,11.8,74.7066,9.30513,3.0,28.24244,19.4744,10.0,88.76536,1.0,3.8
2014-01,15.09223,12.42087,6.71224,1.0,4.2,73.9569,5.577702,-4.0,9.264637,13.61177,9.0,87.36663,-2.0,4.0
2014-02,12.2657,-0.6908024,11.88194,1.0,9.6,74.6798,7.371806,4.0,14.83697,5.444953,7.0,87.797,2.0,4.3
2014-03,11.21254,9.3863,11.53571,-4.0,10.2,75.3505,5.453117,15.0,12.60089,14.92622,11.0,86.07549,0.0,4.2
2014-04,19.03766,6.473866,14.9186,11.0,10.8,75.3697,12.21305,11.0,13.89282,13.89911,14.0,90.48686,1.0,4.0
2014-05,23.58733,7.779494,21.23502,11.0,11.6,75.6244,8.60003,5.0,14.74127,21.16468,13.0,88.11979,5.0,4.4
2014-06,12.32813,10.99944,20.51452,7.0,10.6,75.9105,7.245286,-4.0,15.34421,18.70549,9.0,88.76536,2.0,3.7
2014-07,23.90437,11.50886,25.3971,2.0,11.2,76.3571,10.63669,-1.0,20.23656,19.93876,6.0,87.47422,-5.0,4.0
2014-08,26.5466,13.9268,22.77064,2.0,16.2,75.9553,12.65324,5.0,26.51665,23.73728,10.0,88.76536,-4.0,4.0
2014-09,23.89013,11.04611,18.82815,4.0,11.6,76.0461,8.418568,-6.0,19.05591,25.10244,7.0,91.02483,1.0,3.8
2014-10,18.31139,13.5714,16.20007,-1.0,14.6,76.0201,9.707295,6.0,25.03537,24.9866,3.0,93.4995,9.0,3.5
2014-11,26.48889,7.967117,22.86258,11.0,15.0,76.5986,7.13158,10.0,24.86368,23.00651,10.0,95.5438,9.0,3.0
2014-12,19.07811,11.0933,16.97444,0.0,9.8,76.5264,10.9366,5.0,15.55445,15.14618,4.0,100.7083,12.0,3.0
2015-01,24.19489,4.402678,20.71789,5.0,7.8,76.2047,8.416068,-8.0,9.220268,14.03494,-1.0,105.5501,22.0,2.7
2015-02,19.23662,15.45845,15.59602,9.0,6.6,75.7136,4.952188,3.0,7.610731,9.296436,-3.0,102.645,15.0,3.1
2015-03,18.48151,15.59753,18.58524,-1.0,4.6,76.0487,2.559052,-1.0,3.404719,8.965307,-5.0,100.0628,8.0,3.5
2015-04,21.96795,15.76636,15.71603,2.0,3.2,76.0926,-0.4858077,-1.0,8.814118,12.62107,3.0,103.183,15.0,3.2
2015-05,20.75988,12.03762,18.31863,2.0,6.2,76.1514,4.648413,7.0,8.645107,10.39178,0.0,97.5881,12.0,3.4
2015-06,16.41594,7.137004,15.12802,10.0,6.2,75.9062,10.20535,-6.0,8.359497,6.819395,-1.0,103.3982,13.0,3.5
2015-07,30.89607,18.53672,28.34441,14.0,3.8,76.5632,3.956015,-15.0,8.614804,10.20311,-4.0,100.1704,6.0,3.7
2015-08,28.47863,13.04018,25.9063,9.0,2.0,76.2315,-0.1440199,-7.0,2.965894,5.054545,-7.0,98.87923,3.0,3.5
2015-09,19.66489,11.61764,10.08285,2.0,0.0,75.9954,0.008798232,-17.0,0.9009686,4.615826,-7.0,93.82229,-4.0,3.1
2015-10,23.19647,15.08423,20.82084,5.0,-1.2,75.9486,-6.190886,-15.0,5.411417,4.750064,-5.0,96.83493,0.0,3.5
2015-11,16.37963,5.832767,16.47245,9.0,-3.2,75.6848,0.5282553,-14.0,0.681719,-2.161218,-5.0,98.23366,2.0,3.2
2015-12,19.12302,11.00925,15.08332,6.0,-4.0,75.4295,-4.030365,-18.0,-1.010417,0.1992332,2.0,99.63239,3.0,3.0
2016-01,10.28417,4.232006,13.89899,3.0,-3.6,75.7671,-7.833311,-14.0,3.338484,-1.481206,-6.0,98.98682,4.0,3.1
2016-02,14.15591,3.554881,10.51816,5.0,-1.0,75.4699,-3.852031,-3.0,2.90751,4.509664,-7.0,98.66404,4.0,2.9
2016-03,19.70638,3.870577,15.34686,5.0,3.6,75.3614,-3.001747,2.0,11.63064,13.69963,4.0,97.91087,4.0,3.3
2016-04,16.89953,9.147255,16.68897,8.0,1.6,75.1793,1.90105,1.0,12.39602,11.11675,5.0,95.75899,-2.0,3.3
2016-05,10.92077,-0.7750365,11.32513,8.0,2.6,75.1086,-0.6623841,-6.0,9.940775,6.491745,5.0,101.8919,6.0,3.0
2016-06,13.42926,6.208988,16.82869,11.0,6.4,75.1862,-0.8723669,5.0,10.4524,9.091041,7.0,100.6007,3.0,3.1
2016-07,23.01284,2.700493,25.09581,8.0,5.2,75.3001,-1.322673,-4.0,12.74571,8.206113,5.0,96.83493,-1.0,3.2
2016-08,7.469709,2.207469,5.423027,-4.0,-1.2,74.9146,-3.781086,-9.0,0.005976648,-0.9334201,5.0,96.61974,3.0,3.0
2016-09,19.46518,10.26863,16.76897,3.0,3.0,75.0399,-1.367901,-1.0,10.9618,7.458876,4.0,98.12607,9.0,3.0
2016-10,15.09346,4.718974,14.20649,4.0,3.8,75.1352,2.780475,-9.0,8.180666,8.018803,5.0,93.82229,3.0,3.0
2016-11,20.27865,9.637848,15.12035,2.0,6.4,75.0945,3.0042,-2.0,11.01192,10.96536,4.0,100.9235,8.0,3.0
2016-12,22.17483,5.963512,20.18702,4.0,9.4,75.1542,6.081916,-2.0,18.63959,17.98469,12.0,105.6577,19.0,2.8
2017-01,21.33167,6.911556,16.63842,-4.0,12.0,75.4079,11.88044,-1.0,19.3686,18.25359,9.0,105.9805,25.0,3.1
