country,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA
1993-06,-58.3,-57.5,-46.9,-68.1,-61.6,-25.1,-41.6,-21.4,-9.8,-27.6,-2.5,-37.3,-43.1,30.2,-60.5,-21.4,-33.7,-11.8,-58.9,-19.1,-15.5,-11.9,-15.5,-16.0,-16.9,-12.6,-32.6,14.6
1993-07,-61.2,-58.3,-46.7,-69.9,-59.9,-19.9,-25.7,-13.6,-13.4,-23.1,-4.6,-36.7,-42.4,32.1,-55.5,-22.4,-37.2,-7.1,-57.6,-10.7,-11.5,-12.4,-11.5,-11.9,-10.4,-14.4,-33.6,19.2
1993-08,-56.3,-55.8,-43.6,-68.0,-60.7,-18.0,-32.6,-15.5,-10.6,-21.0,-4.2,-33.8,-40.3,27.6,-56.2,-17.7,-31.5,-4.1,-57.4,-11.8,-12.0,-11.7,-12.5,-11.3,-12.6,-13.9,-32.2,18.0
1993-09,-53.5,-54.2,-42.3,-66.0,-61.5,-16.6,-34.1,-15.5,-7.9,-19.5,-4.2,-31.0,-38.2,23.1,-56.8,-13.1,-24.8,-5.4,-56.7,-12.3,-12.3,-11.2,-13.4,-10.6,-14.1,-11.5,-23.0,0.1
1993-10,-50.6,-52.2,-38.9,-65.5,-54.4,-18.0,-25.0,-15.1,-7.5,-21.1,2.2,-31.6,-36.0,21.6,-57.1,-16.0,-23.6,-1.0,-51.3,-12.6,-12.4,-10.3,-14.3,-10.5,-14.1,-10.3,-19.5,-1.1
1993-11,-45.1,-52.6,-39.6,-65.6,-55.0,-15.7,-16.0,-11.1,-6.9,-18.0,1.8,-28.6,-33.8,20.8,-53.6,-11.6,-14.6,-1.5,-48.8,-9.4,-9.5,-8.5,-10.7,-9.5,-9.6,-11.3,-25.1,-6.0
1993-12,-41.9,-52.0,-40.2,-63.9,-55.8,-15.5,-27.8,-19.7,-5.1,-18.0,15.8,-23.6,-31.4,18.7,-48.6,-3.4,-15.3,-1.3,-46.0,-6.9,-7.1,-7.0,-7.4,-8.4,-6.1,-10.0,-21.2,-5.2
1994-01,-38.8,-46.9,-33.5,-60.2,-50.4,-12.7,-10.8,-13.7,-2.1,-16.3,17.8,-19.2,-29.1,16.0,-44.1,2.4,-8.2,2.7,-44.3,-5.3,-5.0,-5.4,-4.3,-6.9,-4.2,-9.0,-17.1,4.3
1994-02,-33.9,-45.3,-31.8,-58.9,-51.0,-12.9,-13.0,-9.1,-4.6,-17.2,1.5,-20.6,-28.2,14.7,-43.6,-3.3,-6.1,-1.8,-40.3,-5.4,-4.0,-3.9,-2.6,-4.0,-0.7,-8.1,-17.3,-2.7
1994-03,-30.5,-44.2,-31.5,-57.0,-51.7,-13.2,-10.9,-13.5,-6.7,-15.7,16.4,-14.8,-27.2,19.4,-30.2,5.2,1.0,0.1,-28.3,-5.3,-2.7,-2.5,-0.2,-1.0,3.1,-7.9,-17.7,-4.0
1994-04,-26.3,-40.5,-28.3,-52.8,-48.4,-12.1,0.4,-5.0,-7.5,-14.4,3.3,-8.3,-26.2,9.0,-23.7,7.8,9.8,-0.7,-17.9,-6.2,-1.9,-1.0,1.5,1.8,6.0,-6.3,-12.7,-5.6
1994-05,-22.9,-40.7,-26.8,-54.5,-49.0,-12.3,-7.6,-7.9,-8.2,-14.7,3.9,-5.5,-23.6,10.7,-14.7,8.9,13.0,5.5,-18.7,-5.9,-1.5,-0.5,2.0,1.3,5.6,-5.0,-8.9,-5.2
1994-06,-21.0,-40.3,-25.5,-55.2,-49.6,-13.1,-17.6,-13.6,-5.9,-15.7,10.0,-4.1,-21.1,8.0,-13.0,8.8,14.1,0.5,-15.9,-5.1,-0.8,0.5,2.2,0.7,4.7,-5.8,-11.6,-5.3
1994-07,-10.4,-37.9,-23.0,-52.7,-41.8,-15.3,-7.4,-10.1,-2.6,-18.5,7.7,-4.0,-18.5,7.6,-14.1,9.5,10.8,8.5,-11.2,-4.7,-0.1,1.8,2.7,0.6,4.8,-6.6,-13.1,2.8
1994-08,-9.7,-34.5,-19.4,-49.7,-42.1,-10.9,-7.1,-8.1,-3.0,-14.0,6.4,-0.8,-17.4,5.3,-8.1,10.9,17.4,8.2,-9.7,-0.8,2.4,5.6,2.3,2.1,5.6,-6.1,-11.6,1.5
1994-09,-8.0,-31.3,-15.5,-47.1,-42.5,-7.0,-9.6,-7.1,-3.4,-10.0,4.5,2.3,-16.3,3.1,-2.1,12.2,22.5,8.1,-7.8,2.7,4.6,9.1,2.1,3.6,7.0,-3.2,-4.4,5.9
1994-10,-2.2,-30.7,-18.6,-42.7,-35.8,-5.1,4.5,-2.0,0.0,-8.1,5.5,2.7,-15.1,2.5,-3.2,13.9,22.0,9.6,-6.3,6.9,7.3,13.1,1.8,5.0,10.2,-4.0,-7.9,8.4
1994-11,-4.1,-29.9,-20.1,-39.6,-36.0,-4.8,-1.0,-7.0,3.6,-7.2,15.0,2.8,-14.2,0.0,-6.2,14.6,26.2,16.5,-8.6,7.0,7.7,11.5,4.6,5.9,11.0,-5.0,-9.8,3.7
1994-12,-1.5,-29.2,-19.8,-38.6,-36.4,-7.2,-17.9,-11.5,-1.3,-9.7,9.3,2.4,-13.2,4.8,-4.5,16.5,23.5,15.5,-2.5,6.0,7.4,9.4,6.8,6.7,10.6,-4.3,-8.8,-1.1
1995-01,-5.5,-34.7,-21.9,-47.5,-34.4,-6.9,8.9,-0.8,-4.8,-10.5,4.4,4.6,-12.3,0.9,-2.2,16.8,22.5,18.3,2.0,4.9,7.0,7.4,8.8,7.6,8.6,-5.8,-12.0,6.3
1995-02,-6.7,-37.6,-26.8,-48.4,-34.0,-2.9,14.5,2.0,-2.9,-7.0,5.7,1.3,-10.8,3.3,-2.8,9.9,21.7,17.7,-1.8,2.7,5.5,7.0,6.7,7.4,8.3,-5.4,-11.1,6.9
1995-03,-5.8,-33.0,-20.6,-45.5,-27.9,-3.7,16.4,2.9,-1.1,-6.2,3.9,-1.1,-9.3,3.6,-5.8,6.1,21.5,14.8,-3.2,0.6,4.0,6.3,5.0,7.0,8.0,-4.9,-9.5,8.1
1995-04,-7.2,-32.1,-22.8,-41.4,-30.7,-7.0,10.9,-1.3,-0.1,-9.3,7.8,0.5,-7.8,1.6,-3.1,6.1,19.2,15.1,-4.1,-2.5,2.0,5.8,2.7,6.3,6.8,-4.0,-6.8,6.5
1995-05,-10.2,-31.2,-22.5,-39.8,-31.0,-9.4,10.0,-1.8,0.8,-11.9,6.0,0.9,-7.1,3.8,-1.3,7.6,16.3,10.4,-5.4,-0.4,2.3,4.7,2.7,4.6,5.4,-2.1,-0.7,10.1
1995-06,-11.6,-32.1,-23.6,-40.6,-31.4,-5.0,1.9,-4.7,0.2,-7.4,10.9,-4.3,-6.5,8.3,-5.1,0.6,13.6,12.3,-12.4,1.3,2.7,4.4,2.4,2.7,3.6,-1.6,-0.2,21.0
1995-07,-12.6,-35.5,-24.2,-46.8,-33.1,-7.5,-9.6,-11.2,1.1,-10.8,16.4,-5.3,-5.9,8.0,-10.4,2.5,14.7,11.8,-16.2,2.9,3.2,4.2,2.4,1.7,2.9,-5.3,-10.5,43.4
1995-08,-13.5,-37.8,-26.6,-49.0,-33.6,-6.8,-3.1,-7.5,0.4,-10.0,12.5,-8.0,-7.6,9.3,-13.8,-0.8,9.5,9.7,-17.6,-3.7,-0.6,2.2,-0.3,1.3,3.3,-4.8,-8.9,42.1
1995-09,-12.4,-40.3,-28.8,-51.8,-34.3,-6.8,0.3,-4.9,-0.7,-9.8,8.1,-10.7,-9.4,10.5,-17.3,-4.3,2.1,8.5,-18.5,-10.6,-4.5,0.1,-2.8,0.6,4.6,-9.6,-23.7,20.8
1995-10,-25.2,-43.9,-32.7,-55.1,-41.2,-14.6,-8.5,-10.9,-2.1,-17.7,9.5,-11.9,-11.2,11.3,-25.7,1.3,2.4,3.5,-20.9,-16.3,-7.8,-1.6,-5.4,-0.3,7.7,-12.5,-28.4,21.3
1995-11,-27.4,-47.1,-36.3,-57.9,-42.1,-7.5,-36.0,-18.6,-3.3,-9.8,12.2,-14.2,-12.9,16.1,-24.7,-2.0,-4.1,0.9,-21.7,-16.8,-8.5,-3.1,-5.6,-2.9,4.9,-13.2,-30.1,17.9
1995-12,-33.3,-48.4,-37.4,-59.4,-43.1,-9.6,-32.4,-22.6,-1.4,-12.2,25.9,-18.8,-14.7,18.6,-35.9,-1.9,-9.1,7.1,-25.2,-18.4,-10.1,-5.2,-6.8,-5.5,0.6,-15.2,-33.5,18.5
1996-01,-36.2,-50.7,-41.1,-60.4,-45.4,-11.8,-8.1,-10.1,2.6,-15.4,10.3,-17.9,-16.6,17.6,-29.8,-6.2,-6.8,6.4,-29.2,-19.2,-11.5,-7.0,-8.2,-7.8,-5.4,-12.6,-28.6,17.9
1996-02,-36.5,-49.3,-39.4,-59.3,-46.3,-14.6,-12.5,-13.7,0.1,-18.8,14.0,-17.4,-16.1,20.5,-31.7,0.1,-5.6,-0.6,-29.9,-19.1,-10.0,-5.5,-5.5,-7.0,-4.7,-12.0,-27.5,5.5
1996-03,-40.3,-52.0,-41.8,-62.1,-48.8,-6.3,2.3,-4.3,-1.8,-8.8,9.0,-17.9,-15.7,21.5,-34.2,2.1,-3.6,-7.1,-28.4,-18.9,-8.4,-4.5,-1.8,-6.0,-4.1,-11.3,-24.1,7.7
1996-04,-45.7,-55.9,-44.8,-67.0,-53.2,-11.0,-7.8,-9.9,-2.2,-13.5,10.9,-15.1,-15.3,22.7,-30.3,7.8,-7.9,-5.1,-27.2,-18.2,-6.8,-3.3,0.9,-5.1,-4.5,-12.1,-25.7,9.6
1996-05,-44.2,-54.4,-43.9,-65.0,-54.1,-13.7,-24.6,-18.4,-2.6,-16.0,17.0,-16.9,-17.9,27.5,-26.7,3.5,-10.2,-7.3,-28.2,-21.9,-9.7,-5.7,-1.5,-5.4,-6.2,-13.0,-27.9,7.6
1996-06,-44.5,-55.7,-44.7,-66.7,-54.9,-16.0,-28.9,-19.8,-4.1,-18.2,14.4,-16.3,-20.4,24.4,-26.3,1.9,-4.8,-10.1,-34.1,-25.8,-12.4,-7.3,-4.0,-6.0,-8.5,-13.1,-29.2,7.9
1996-07,-50.4,-57.7,-48.6,-66.8,-50.8,-14.4,-23.8,-16.9,-3.8,-17.6,12.5,-17.5,-22.9,23.5,-29.6,0.6,-7.2,-7.2,-27.3,-28.1,-14.4,-8.7,-6.3,-5.5,-9.6,-13.7,-33.3,8.5
1996-08,-49.4,-56.5,-46.8,-66.3,-51.2,-16.4,-23.5,-17.5,-2.8,-19.5,12.7,-15.2,-23.4,20.2,-27.0,1.7,-1.7,-11.2,-23.5,-24.2,-12.6,-7.3,-6.1,-5.4,-9.3,-13.5,-32.1,7.1
1996-09,-49.8,-55.1,-44.9,-65.3,-51.6,-19.0,-26.0,-19.0,-1.9,-22.0,12.2,-12.9,-23.7,16.8,-24.5,2.5,5.1,-12.2,-19.1,-19.9,-10.6,-6.3,-5.8,-5.3,-8.2,-13.4,-31.6,7.9
1996-10,-39.9,-55.9,-44.5,-67.2,-54.3,-24.3,-37.2,-23.7,-4.7,-27.4,9.7,-11.4,-24.2,14.1,-24.0,3.9,-1.9,-12.9,-19.2,-13.7,-7.9,-4.5,-5.5,-5.3,-5.1,-13.7,-31.7,9.4
1996-11,-44.0,-56.9,-48.4,-65.4,-54.7,-15.1,-38.1,-22.0,-7.6,-17.5,12.8,-11.7,-22.9,16.5,-22.4,3.8,-2.6,-13.1,-12.2,-10.9,-5.5,-3.0,-2.5,-3.2,-3.3,-14.0,-33.2,9.2
1996-12,-37.4,-57.7,-49.7,-65.7,-54.9,-14.7,-30.2,-15.9,-6.2,-17.2,2.8,-13.1,-21.6,20.6,-24.2,5.5,5.4,-16.7,-13.4,-8.0,-3.6,-2.1,-0.7,-1.2,-2.9,-12.1,-27.9,7.3
1997-01,-43.8,-50.1,-41.8,-58.5,-52.1,-8.0,-35.7,-16.6,-2.4,-11.8,6.2,-9.2,-20.4,13.3,-19.6,5.3,-3.1,-16.1,-15.6,-5.2,-1.7,-0.9,0.9,1.4,-4.4,-11.6,-26.9,11.0
1997-02,-38.4,-45.5,-36.3,-54.7,-42.4,-9.3,-32.9,-15.7,-1.6,-13.2,4.9,-9.8,-18.4,14.7,-20.9,6.2,6.6,-5.5,-11.7,-3.4,-0.7,0.2,1.1,2.6,-0.1,-10.6,-25.4,5.2
1997-03,-37.8,-46.0,-36.5,-55.4,-40.2,-14.0,-36.1,-20.0,-0.7,-16.6,10.0,-8.8,-16.2,18.3,-19.3,11.2,-0.8,-3.7,-5.5,-1.3,0.7,1.1,2.3,3.9,4.7,-11.5,-26.2,1.8
1997-04,-28.1,-43.3,-33.2,-53.5,-39.7,-18.7,-36.2,-23.0,-1.7,-21.2,14.1,-9.5,-14.1,17.6,-21.2,10.2,6.2,-4.0,-9.2,1.2,1.9,2.2,2.3,4.4,8.3,-11.2,-26.3,1.8
1997-05,-29.1,-44.1,-34.2,-54.0,-40.8,-13.4,-31.6,-19.5,-2.5,-15.8,13.6,-6.3,-14.0,16.6,-13.4,11.0,5.7,-8.4,-5.0,0.2,1.3,1.2,2.5,2.8,7.9,-10.7,-24.4,0.1
1997-06,-27.4,-43.5,-33.6,-53.3,-34.6,-14.4,-6.9,-9.9,-8.1,-16.8,8.5,-5.4,-13.8,11.7,-14.0,9.6,10.6,-9.1,5.2,-0.2,1.1,1.2,2.4,0.6,7.0,-5.0,-8.4,-10.1
1997-07,-21.4,-39.2,-29.5,-48.9,-41.6,-17.3,-29.6,-20.7,-11.2,-20.3,15.2,-4.4,-13.6,13.0,-11.5,11.2,16.2,-4.6,0.8,0.2,1.4,1.5,2.6,-0.1,7.5,-6.0,-11.6,-4.7
1997-08,-17.9,-39.5,-31.0,-48.0,-38.7,-15.4,-22.3,-16.9,-6.3,-18.5,13.0,-1.5,-12.1,11.7,-5.5,12.8,14.1,-5.3,8.9,-1.4,1.1,1.7,2.9,-1.5,4.8,-5.4,-9.9,-6.1
1997-09,-13.5,-39.1,-32.4,-45.8,-36.4,-14.1,-15.6,-13.3,-1.7,-17.3,10.2,1.4,-10.5,10.5,0.5,14.1,15.7,-8.2,17.7,-1.5,1.1,1.6,3.3,-2.6,3.3,-5.1,-11.2,3.9
1997-10,-10.4,-37.0,-30.5,-43.5,-33.0,-11.2,-11.4,-10.8,0.0,-14.2,10.0,0.0,-9.1,9.9,-6.3,16.2,15.5,-3.7,9.6,-0.7,1.8,2.3,3.8,-4.0,3.9,-6.0,-12.0,1.5
1997-11,-6.6,-33.3,-25.6,-41.0,-30.0,-5.0,-1.2,-4.5,1.9,-7.7,7.3,-0.8,-8.4,12.9,-3.6,14.0,17.3,-7.0,17.4,1.9,4.2,4.2,6.5,-2.0,6.4,-6.4,-14.6,11.3
1997-12,-3.7,-30.8,-24.3,-37.4,-24.4,-5.3,12.9,-1.5,-0.2,-7.8,12.0,3.0,-7.8,8.9,1.7,16.2,27.4,-6.9,19.1,5.4,6.2,5.4,7.7,0.0,7.5,-6.6,-14.8,6.8
1998-01,-0.4,-29.2,-22.1,-36.2,-23.9,-6.6,10.5,-2.4,0.9,-10.1,11.1,2.3,-7.3,9.4,-0.9,17.3,21.0,-7.2,11.0,7.7,7.7,6.8,8.6,2.9,6.3,-9.1,-22.4,7.4
1998-02,1.6,-26.2,-20.8,-31.6,-25.2,-0.1,16.3,3.3,1.3,-4.1,6.4,2.3,-6.9,12.0,2.7,16.3,20.6,-13.3,10.1,8.8,8.1,8.8,6.7,4.4,7.5,-7.5,-17.0,5.1
1998-03,9.7,-24.2,-17.3,-31.1,-26.5,-9.4,3.4,-7.3,2.0,-12.0,15.8,7.1,-6.4,9.9,10.8,20.2,23.4,-13.8,16.9,10.3,8.9,10.5,5.8,6.4,8.8,-5.2,-10.5,-0.5
1998-04,4.6,-24.8,-15.6,-33.9,-26.5,-8.7,-12.2,-11.0,2.2,-11.1,12.1,4.7,-6.1,10.8,7.5,17.3,25.7,-13.9,8.8,11.6,9.2,12.4,3.5,7.5,8.8,-6.0,-12.2,-0.1
1998-05,9.7,-21.5,-12.5,-30.5,-18.2,-7.6,-15.8,-13.8,2.2,-10.0,17.9,4.4,-6.9,11.5,8.6,16.0,24.3,-10.9,7.6,11.2,9.3,10.4,6.2,8.1,10.0,-4.7,-11.0,-4.3
1998-06,11.9,-19.6,-15.4,-23.9,-16.4,-5.7,0.9,-5.3,3.7,-7.8,11.2,8.6,-7.6,7.3,10.2,22.9,16.8,-8.8,10.7,12.4,10.2,9.6,8.5,7.6,10.4,-5.5,-13.1,1.3
1998-07,13.4,-14.2,-11.3,-17.1,-13.4,-2.9,5.8,-3.6,8.1,-5.9,13.6,5.8,-8.4,5.2,8.3,14.1,21.0,-8.5,8.2,13.6,11.4,9.2,11.3,9.1,12.4,-3.2,-6.5,-0.7
1998-08,14.5,-15.5,-11.7,-19.3,-11.1,-4.9,0.3,-7.3,4.1,-7.9,17.5,4.6,-8.4,7.1,7.9,13.2,18.2,-11.4,6.4,9.3,9.4,8.5,10.4,6.5,10.2,-2.5,-4.8,-3.3
1998-09,16.9,-16.2,-12.1,-20.3,-8.7,-7.5,2.6,-8.6,-0.1,-10.6,20.8,3.4,-8.4,9.1,7.4,11.8,19.4,-14.0,5.2,6.6,7.9,7.4,9.7,4.0,9.1,-2.0,-3.9,-3.8
1998-10,11.3,-20.2,-15.6,-24.8,-7.6,-3.9,-1.6,-5.2,2.3,-6.8,10.1,-4.5,-8.5,10.5,-3.8,0.8,21.6,-16.6,-3.0,4.6,7.0,7.3,9.0,0.7,10.4,-2.6,-6.1,-0.9
1998-11,13.0,-19.8,-16.7,-22.9,-15.0,-10.4,-14.8,-13.6,5.1,-13.2,15.7,-5.7,-8.9,10.2,-9.4,2.5,17.5,-17.2,-8.3,3.2,6.4,5.6,10.4,0.7,8.6,-3.7,-6.8,-2.5
1998-12,8.7,-19.4,-13.7,-25.0,-18.6,-12.1,-11.4,-12.3,2.1,-14.7,13.3,-7.4,-9.4,18.0,-9.9,5.8,7.8,-24.0,-10.7,1.8,4.8,3.0,9.6,0.4,5.1,-4.6,-9.7,-3.6
1999-01,14.9,-13.9,-7.1,-20.8,-8.1,-1.4,-17.0,-9.6,3.0,-5.0,10.4,-9.3,-10.1,19.0,-8.8,0.0,6.5,-22.1,-8.4,-1.1,2.7,0.7,8.3,1.4,-1.0,-3.7,-8.1,-4.6
1999-02,12.9,-11.4,-2.4,-20.3,-11.3,-4.8,-6.2,-5.5,2.6,-8.7,5.6,-6.4,-10.6,16.2,-8.7,5.7,6.4,-18.6,-14.1,-0.8,2.1,2.3,4.8,2.4,1.9,-3.5,-8.9,-6.9
1999-03,16.8,-8.8,-3.8,-13.8,-16.9,-0.4,0.7,-1.7,2.9,-3.3,5.4,-10.5,-11.1,13.7,-16.6,-1.1,-0.6,-24.3,-21.8,-0.2,2.0,3.6,2.5,4.1,5.2,-4.6,-9.6,-5.9
1999-04,14.1,-4.1,-3.6,-4.7,-9.2,2.0,1.2,-0.7,3.0,-0.5,5.4,-8.1,-11.8,15.8,-17.5,9.2,-1.2,-16.1,-19.6,-0.5,1.0,5.0,-1.6,5.1,6.9,-5.2,-14.5,2.1
1999-05,15.7,-0.9,4.2,-5.9,-4.3,-1.7,4.3,-1.2,2.9,-4.2,6.3,-7.5,-10.4,15.0,-11.9,4.3,1.8,-16.7,-10.8,2.0,3.2,5.1,2.5,6.2,5.9,-5.1,-15.2,0.2
1999-06,18.9,3.8,10.2,-2.6,1.8,-2.0,-10.9,-7.7,2.4,-4.2,10.1,-6.3,-8.9,11.4,-16.7,9.3,1.4,-19.2,-14.7,6.0,6.3,6.6,6.2,6.8,4.1,-4.2,-13.2,-0.7
1999-07,26.8,6.7,15.2,-1.7,2.5,-1.3,-8.2,-7.0,5.6,-4.3,11.3,-1.0,-7.6,11.7,-5.1,13.8,11.6,-14.4,-7.7,9.8,9.7,8.7,10.5,10.0,4.0,-2.6,-8.9,-3.2
1999-08,26.6,8.8,15.3,2.4,3.2,6.0,-12.7,-6.2,4.7,3.0,11.8,2.9,-4.8,7.9,-0.1,16.7,12.3,-8.3,-2.8,9.2,10.3,10.8,10.9,13.6,3.5,-2.0,-7.2,-4.7
1999-09,26.8,11.3,15.5,7.1,-3.6,12.6,-11.8,-3.6,3.3,9.4,11.7,6.7,-2.1,4.0,4.9,19.1,14.7,-6.1,2.8,9.4,11.1,12.2,11.6,16.6,4.3,-1.0,-2.8,-2.6
1999-10,36.2,16.5,19.3,13.7,8.5,14.5,-23.5,-8.1,7.7,11.6,15.3,6.4,0.3,6.6,5.7,20.1,17.8,-4.2,1.0,10.5,12.6,14.9,12.3,18.7,7.8,-0.9,-3.1,2.8
1999-11,35.5,18.1,21.0,15.1,15.3,1.3,-11.3,-7.0,12.6,-1.5,11.1,9.8,2.5,2.5,9.7,22.4,23.6,-4.1,9.7,12.2,13.6,14.2,14.6,16.2,13.0,-0.2,-1.1,4.8
1999-12,37.0,22.1,22.9,21.3,17.7,12.5,1.8,1.4,8.7,10.1,10.1,6.7,4.5,4.8,12.3,12.6,13.0,-5.5,10.0,12.9,13.1,12.3,13.9,12.7,16.4,-0.8,-3.1,11.1
2000-01,37.8,27.9,29.8,26.0,16.9,3.3,2.2,-3.9,9.5,-0.4,17.2,6.7,6.0,4.9,10.2,14.7,27.3,1.6,8.0,12.6,12.1,10.9,12.8,9.8,16.9,-1.3,-3.6,17.7
2000-02,37.4,24.7,26.9,22.4,20.7,-1.7,2.3,-3.1,8.4,-5.8,9.9,9.6,6.2,2.4,14.9,16.3,22.0,2.1,14.1,12.7,11.3,11.7,9.6,5.9,14.2,-1.8,-5.1,10.8
2000-03,41.1,29.8,29.7,29.9,23.3,2.9,7.9,0.8,8.2,0.0,8.3,11.7,6.4,-1.5,18.0,15.6,27.3,7.8,18.5,12.9,11.0,11.7,8.6,2.9,11.4,-0.9,-3.5,7.7
2000-04,48.6,32.7,29.5,36.0,19.3,6.3,1.7,-2.0,8.2,3.9,13.9,12.4,6.2,-1.8,15.4,20.1,27.6,8.4,13.0,11.7,9.5,12.0,4.9,0.5,7.0,0.1,2.5,-3.5
2000-05,42.5,30.3,25.3,35.3,17.3,-1.1,-5.8,-6.2,10.3,-3.4,11.6,13.4,7.2,5.6,24.0,21.8,27.9,12.7,19.8,14.5,11.7,11.1,9.7,7.5,13.5,-0.2,-1.9,3.9
2000-06,42.0,39.4,33.5,45.2,17.6,-2.6,-2.0,-5.0,10.1,-4.6,10.4,15.2,8.4,3.8,27.8,21.7,34.7,10.9,25.6,17.0,14.2,12.0,13.8,14.0,18.9,-0.2,-0.4,6.9
2000-07,47.3,41.5,32.7,50.3,17.1,9.9,-1.0,-1.3,7.6,7.2,12.9,14.0,9.1,0.3,22.4,20.0,29.7,8.7,19.8,9.4,10.0,8.2,12.4,11.3,14.5,1.2,2.7,0.9
2000-08,46.8,42.4,34.7,50.1,18.0,9.1,-1.0,-1.6,8.4,6.0,13.1,13.8,10.1,1.7,21.6,21.4,29.3,11.4,19.3,11.5,12.0,13.0,11.4,13.6,16.3,-0.9,-2.0,8.9
2000-09,48.1,43.0,36.7,49.4,20.2,7.4,-4.2,-3.1,8.7,4.2,12.4,13.3,11.1,3.1,20.7,22.2,27.6,15.2,19.6,13.2,13.7,16.9,11.0,15.5,19.4,-3.2,-7.6,18.6
2000-10,45.0,42.8,37.0,48.5,27.0,1.9,-10.2,-7.5,9.2,-1.0,14.1,13.1,11.4,0.4,14.0,25.7,30.2,8.4,14.8,10.3,12.5,14.0,13.2,10.5,17.3,-0.8,-2.8,11.5
2000-11,44.1,36.5,32.5,40.5,26.3,-4.9,-11.0,-12.2,8.6,-7.7,20.8,11.8,12.1,3.7,12.9,26.1,22.5,8.4,12.9,6.9,9.8,10.8,11.5,15.4,17.0,-0.7,-2.6,19.1
2000-12,41.2,36.3,29.9,42.8,18.2,-3.4,-8.4,-9.6,11.4,-5.8,16.9,5.8,12.3,8.4,7.3,18.6,22.5,10.1,6.4,6.4,10.4,12.1,12.7,20.0,16.1,1.2,2.7,11.2
2001-01,44.1,32.0,25.7,38.3,17.4,0.4,9.4,-0.5,0.5,-3.4,11.3,4.6,11.8,10.4,4.3,19.9,22.1,8.5,9.6,5.3,10.8,14.6,12.3,20.1,24.0,2.1,3.4,9.4
2001-02,43.8,30.0,21.7,38.3,16.3,-1.4,9.1,-3.1,6.1,-5.6,16.9,5.5,9.2,9.1,9.7,15.9,17.4,2.9,11.8,9.7,13.4,13.5,17.1,17.8,24.6,0.5,0.1,12.8
2001-03,41.9,21.5,16.4,26.5,11.3,-2.8,1.4,-3.5,5.8,-5.8,9.2,2.4,6.4,10.5,5.0,12.8,16.9,4.2,6.3,14.9,14.6,13.0,15.9,16.3,17.6,-0.8,-2.7,21.8
2001-04,17.5,23.3,14.9,31.6,18.9,-5.8,-9.9,-11.5,6.3,-8.3,18.6,-1.6,3.1,11.7,-0.3,7.3,13.6,2.8,-2.1,10.9,11.4,8.3,14.8,13.4,18.2,-1.4,-5.9,22.1
2001-05,20.4,23.3,18.7,27.8,17.4,-5.2,-12.4,-12.4,8.8,-7.5,19.8,-2.1,2.0,16.0,2.0,7.7,7.9,2.1,0.5,5.8,7.3,6.7,9.4,9.0,13.0,-4.7,-13.6,26.6
2001-06,14.6,23.5,16.0,31.0,9.8,-3.2,-5.7,-7.6,11.6,-5.0,14.0,-1.9,1.6,14.2,0.7,7.8,3.5,5.9,-2.5,3.7,6.3,6.8,8.3,6.4,9.0,-4.9,-15.5,21.5
2001-07,14.1,16.3,14.0,18.6,2.3,-7.9,-9.3,-9.5,8.3,-10.7,11.3,-3.8,0.3,14.0,-7.2,9.8,7.3,-0.6,-13.4,-3.9,1.3,2.1,5.6,0.2,5.8,-4.8,-14.9,24.4
2001-08,9.8,14.2,9.9,18.6,-0.6,-8.6,-2.8,-8.5,6.5,-11.7,14.2,-7.8,-2.7,16.7,-10.6,3.8,3.3,-3.9,-17.7,-5.4,1.0,1.9,6.6,0.2,7.3,-6.1,-18.8,31.7
2001-09,6.3,12.0,5.8,18.3,-1.3,-10.2,-0.3,-9.0,4.0,-13.4,16.4,-12.0,-5.6,19.4,-13.9,-2.8,-1.7,-4.4,-21.3,-7.1,0.6,0.9,8.1,-0.4,10.2,-7.6,-23.5,40.6
2001-10,4.7,5.6,4.0,7.2,-6.4,-12.1,-4.4,-8.9,5.5,-15.2,10.2,-13.8,-9.8,16.2,-18.8,-6.5,-1.3,-2.3,-15.1,-16.7,-7.3,-6.1,0.9,19.2,-5.7,-6.5,-22.5,30.3
2001-11,-1.3,12.7,9.7,15.7,-9.3,-8.7,-13.1,-11.1,4.1,-11.5,11.6,-19.1,-9.9,18.4,-24.4,-14.4,-6.5,-11.7,-22.1,-15.9,-8.3,-5.2,-3.8,1.0,-7.6,-5.0,-17.7,19.3
2001-12,0.7,12.0,10.5,13.4,-9.3,-5.9,-15.1,-12.3,11.4,-8.5,15.8,-15.0,-10.8,18.6,-22.0,-4.3,-11.2,-11.9,-21.2,-15.8,-8.5,-2.0,-7.6,0.0,-6.7,-4.2,-14.0,20.0
2002-01,-3.3,7.1,8.9,5.3,-12.2,0.0,3.8,-0.8,1.8,-3.8,6.3,-10.9,-13.1,14.4,-21.9,3.5,-13.3,-13.4,-17.9,-13.1,-5.7,2.1,-6.1,0.0,-2.2,-3.9,-13.8,10.2
