,id,name
0,CSINFT,Future tendency
1,BVDEFT,Future tendency
2,BCOBLV,Level
3,BSEMFT,Future tendency
4,BSOBLV,Level
5,BRBUTE,Tendency
6,BSFGLV,Level
7,BRVSLV,Level
8,BRCI,Confidence indicators
9,BSPRFT,Future tendency
10,BCSPFT,Future tendency
11,BSSPFT,Future tendency
12,BRODFT,Future tendency
13,BVCI,Confidence indicators
14,BVEMTE,Tendency
15,BCBUTE,Tendency
16,CSESFT,Future tendency
17,BSCI,Confidence indicators
18,BVBUTE,Tendency
19,BRBUFT,Future tendency
20,BREMFT,Future tendency
21,BSPRTE,Tendency
22,BCEMFT,Future tendency
23,BVDETE,Tendency
24,BSXRLV,Level
25,BCCI,Confidence indicators
26,BVEMFT,Future tendency
27,CSCICP02,National indicator
