country,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR
subject,BCBUTE,BCCI,BCEMFT,BCOBLV,BCSPFT,BRBUFT,BRBUTE,BRCI,BREMFT,BRODFT,BRVSLV,BSCI,BSEMFT,BSFGLV,BSOBLV,BSPRFT,BSPRTE,BSSPFT,BSXRLV,BVBUTE,BVCI,BVDEFT,BVDETE,BVEMFT,BVEMTE,CSCICP02,CSESFT,CSINFT
measure,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA
unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-01,,,,,,,,,,,,,-23.4,,,,,,,,,,,,,,,
1992-02,,,,,,,,,,,,,-24.0,,,,,,,,,,,,,,,
1992-03,,,,,,,,,,,,,-24.7,,,,,,,,,,,,,,,
1992-04,,,,,,,,,,,,,-18.2,,,,,,,,,,,,,,,
1992-05,,,,,,,,,,,,,-18.4,,,,,,,,,,,,,,,
1992-06,,,,,,,,,,,,,-18.1,,,,,,,,,,,,,,,
1992-07,,,,,,,,,,,,,-22.1,,,,,,,,,,,,,,,
1992-08,,,,,,,,,,,,,-22.1,,,,,,,,,,,,,,,
1992-09,,,,,,,,,,,,,-22.2,,,,,,,,,,,,,,,
1992-10,,,,,,,,,,,,,-22.2,,,,,,,,,,,,,,,
1992-11,,,,,,,,,,,,,-21.9,,,,,,,,,,,,,,,
1992-12,,,,,,,,,,,,,-21.9,,,,,,,,,,,,,,,
1993-01,,,,,,,,,,,,-20.2,-29.5,17.0,-59.0,15.5,-23.5,67.7,-46.3,,,,,,,,,
1993-02,,,,,,,,,,,,-23.5,-30.1,23.8,-62.5,16.0,-20.2,73.7,-46.0,,,,,,,,,
1993-03,,,,,,,,,,,,-24.3,-30.8,25.4,-57.7,10.2,-19.6,75.7,-50.0,,,,,,,,,
1993-04,,,,,,,,,,,,-32.3,-42.0,34.5,-68.8,6.4,-27.4,72.7,-60.4,,,,,,,,,
1993-05,,,,,,,,,,,,-35.4,-42.2,37.7,-69.3,0.8,-27.7,67.7,-57.4,,,,,,,,,
1993-06,,,,,,,,,,,,-37.6,-41.9,39.7,-73.0,-0.2,-34.3,53.7,-67.9,,,,,,,,,
1993-07,,,,,,,,,,,,-31.2,-36.1,38.0,-69.8,14.3,-33.0,50.7,-64.0,,,,,,,,,
1993-08,,,,,,,,,,,,-31.0,-36.1,40.1,-68.2,15.2,-31.6,54.7,-60.1,,,,,,,,,
1993-09,,,,,,,,,,,,-27.5,-36.2,33.9,-61.0,12.3,-29.0,62.7,-69.8,,,,,,,,,
1993-10,,,,,,,,,,,,-25.4,-35.3,28.5,-60.9,13.1,-26.0,59.7,-59.3,,,,,,,,,
1993-11,,,,,,,,,,,,-24.2,-35.0,23.1,-64.3,14.8,-26.5,64.7,-60.2,,,,,,,,,
1993-12,,,,,,,,,,,,-24.3,-35.1,22.1,-62.9,12.2,-28.3,71.7,-55.6,,,,,,,,,
1994-01,-30.5,-36.5,-18.7,-54.3,73.4,20.9,9.7,20.0,,11.9,-29.5,-23.8,-31.1,21.6,-64.1,14.4,-29.6,72.7,-59.4,,,,,,,,,
1994-02,-27.3,-38.4,-23.3,-53.4,75.2,25.8,11.8,21.0,,16.0,-25.5,-22.1,-31.7,21.4,-62.4,17.5,-19.2,73.7,-58.2,,,,,,,,,
1994-03,-26.0,-40.9,-27.7,-54.1,77.1,26.8,22.7,25.7,,19.6,-27.5,-22.5,-32.5,21.2,-62.2,16.0,-15.8,81.7,-57.8,,,,,,,,,
1994-04,-24.7,-44.3,-32.3,-56.3,79.0,24.5,15.4,24.5,,8.8,-33.5,-24.9,-32.2,17.0,-59.8,2.0,-18.5,90.7,-57.1,,,,,,,,,
1994-05,-24.9,-44.5,-31.3,-57.8,81.1,19.6,21.9,24.3,,13.6,-31.5,-20.2,-32.4,14.0,-57.8,11.1,-18.4,81.7,-60.2,,,,,,,,,
1994-06,-25.9,-44.2,-29.9,-58.4,83.1,18.2,13.6,22.4,,10.2,-35.5,-21.5,-32.1,23.0,-51.8,10.3,-19.8,76.7,-51.3,,,,,,,,,
1994-07,-26.1,-43.8,-28.8,-58.7,85.2,22.8,18.2,27.8,,10.7,-42.5,-15.2,-15.1,12.0,-49.8,16.2,-20.1,78.7,-48.4,,,,,,,,,
1994-08,-20.1,-38.9,-23.6,-54.3,85.7,30.0,19.0,30.2,,22.7,-41.5,-14.4,-15.1,7.0,-53.8,17.6,-19.2,72.7,-56.7,,,,,,,,,
1994-09,-14.3,-35.0,-18.9,-51.0,86.1,25.9,20.9,28.1,,18.3,-37.5,-11.6,-15.2,9.0,-46.8,21.1,-12.3,79.7,-46.1,,,,,,,,,
1994-10,-7.6,-31.1,-15.3,-46.9,86.6,15.0,23.1,26.5,,11.4,-41.5,-6.2,-15.1,1.0,-42.8,25.3,-11.5,86.7,-40.3,,,,,,,,,
1994-11,-7.2,-29.8,-12.7,-46.8,87.5,16.4,15.4,23.1,,10.1,-37.5,-6.5,-14.8,6.0,-45.8,32.2,-10.6,65.7,-47.2,,,,,,,,,
1994-12,-6.3,-27.9,-10.5,-45.3,88.5,14.2,20.5,23.7,,7.9,-36.5,2.4,-14.9,-9.0,-40.8,39.0,5.6,72.7,-35.7,,,,,,,,,
1995-01,-5.4,-27.7,-11.1,-44.2,89.5,18.1,22.5,26.7,,8.9,-39.5,2.0,-7.4,-8.0,-41.8,40.0,12.4,76.7,-36.4,,,,,,,,,
1995-02,-3.8,-28.1,-14.5,-41.6,88.7,15.9,26.7,26.4,,11.0,-36.5,-1.5,-8.0,1.0,-36.8,33.2,6.9,73.7,-34.7,,,,,,,,,
1995-03,-5.4,-29.0,-17.6,-40.3,87.8,15.9,31.9,27.7,,10.7,-35.5,0.6,-8.8,-5.0,-34.8,31.7,0.7,66.7,-32.9,,,,,,,,,
1995-04,-7.0,-30.8,-21.0,-40.6,86.9,16.8,23.4,24.6,,8.8,-33.5,-3.5,3.9,10.0,-34.8,34.5,-3.5,69.7,-31.1,,,,,,,,,
1995-05,-5.5,-28.5,-17.4,-39.7,85.6,16.8,20.0,24.8,,5.6,-37.5,-7.8,3.6,13.0,-40.8,30.6,-1.4,63.7,-29.5,,,,,,,,,
1995-06,-5.4,-25.7,-13.5,-38.0,84.4,16.0,17.4,22.6,,6.2,-34.5,-5.6,3.9,7.0,-38.8,29.2,-3.0,58.7,-27.9,,,,,,,,,
1995-07,-3.9,-22.8,-9.7,-35.9,83.1,18.6,27.3,26.1,,1.7,-32.5,-8.1,-5.1,13.1,-37.8,26.6,-8.3,63.7,-26.3,,,,,,,,,
1995-08,-3.9,-21.9,-9.4,-34.3,83.3,18.8,14.9,22.4,,3.7,-33.5,-4.9,-5.2,11.1,-31.8,28.3,2.6,65.7,-25.6,,,,,,,,,
1995-09,-4.0,-21.7,-9.4,-33.9,83.6,26.6,15.9,26.0,,15.3,-35.5,-1.3,-5.2,7.1,-28.8,32.1,6.7,73.7,-24.8,,,,,,,,,
1995-10,-3.0,-21.7,-10.8,-32.7,83.8,28.5,19.2,27.7,,14.4,-35.5,2.9,-2.1,-0.9,-28.8,36.7,8.5,68.7,-24.1,,,,,,,,,
1995-11,-5.4,-21.7,-9.7,-33.8,82.1,26.4,12.2,29.4,,30.1,-49.5,7.1,-1.8,-6.8,-22.8,37.4,-0.7,58.7,-24.3,,,,,,,,,
1995-12,-7.3,-21.3,-8.9,-33.6,80.3,28.0,12.5,30.3,,15.9,-50.5,5.2,-1.9,-4.8,-26.8,37.5,-9.3,62.7,-24.5,,,,,,,,,
1996-01,-9.4,-22.4,-11.2,-33.7,78.5,27.2,16.4,27.7,,18.9,-39.6,4.9,-5.4,-6.8,-23.8,31.8,1.6,65.7,-24.7,,,,,,,,,
1996-02,-7.4,-21.6,-10.7,-32.5,79.7,17.6,9.7,23.3,,12.1,-42.6,0.9,-6.0,-7.7,-30.8,26.0,-2.8,73.7,-28.2,,,,,,,,,
1996-03,-10.8,-21.2,-9.6,-32.7,81.0,8.9,11.3,21.5,,-2.2,-44.4,-0.3,-6.8,-4.7,-30.8,25.2,-1.0,69.7,-32.0,,,,,,,,,
1996-04,-14.2,-21.8,-9.0,-34.5,82.3,7.5,20.4,21.3,,5.7,-35.9,-3.2,-7.1,1.4,-36.8,28.6,-2.5,73.7,-35.7,,,,,,,,,
1996-05,-16.1,-26.4,-14.0,-38.7,82.9,-1.1,14.1,15.8,,2.6,-34.5,-5.6,-7.3,1.5,-39.8,24.6,-11.5,75.7,-34.7,,,,,,,,,
1996-06,-20.2,-30.2,-18.5,-41.9,83.4,-7.6,7.0,15.8,,-3.8,-47.9,-5.8,-7.1,1.6,-38.8,23.1,-17.5,81.7,-33.7,,,,,,,,,
1996-07,-22.1,-34.2,-23.4,-44.9,84.0,-14.7,1.5,13.3,,-5.5,-53.1,-4.5,-13.1,-4.3,-38.8,20.9,-18.3,79.7,-32.7,,,,,,,,,
1996-08,-25.6,-32.6,-21.6,-43.5,80.2,-11.2,4.8,8.8,,-7.3,-33.0,-6.3,-13.2,-3.2,-38.8,16.7,-19.0,77.7,-32.0,,,,,,,,,
1996-09,-29.1,-31.8,-20.2,-43.3,76.6,-6.8,-8.1,6.8,,-17.7,-35.3,-8.4,-13.2,0.9,-38.8,14.7,-20.6,81.7,-31.2,,,,,,,,,
1996-10,-30.8,-31.2,-20.2,-42.3,72.8,-0.4,39.3,25.5,,-34.5,-37.7,-7.8,-6.1,7.1,-29.8,13.5,-18.6,79.7,-30.5,,,,,,,,,
1996-11,-32.0,-31.8,-19.1,-44.5,72.2,-10.5,39.9,21.5,,-38.9,-35.0,-9.8,-5.8,10.3,-31.8,12.8,-18.2,84.7,-29.9,,,,,,,,,
1996-12,-32.1,-31.9,-18.3,-45.5,71.5,-17.5,8.5,7.7,,-23.1,-32.3,-11.6,-5.8,9.5,-36.8,11.5,-18.9,84.7,-29.3,,,,,,,,,
1997-01,-32.6,-33.8,-20.7,-46.9,70.9,-24.6,29.3,11.4,,-32.0,-29.5,-9.9,-12.4,1.9,-31.8,4.1,-16.0,78.7,-28.7,,,,,,,,,
1997-02,-41.3,-35.2,-19.2,-51.2,73.9,-40.5,18.6,9.7,,-44.9,-50.9,-11.7,-13.0,-23.0,-45.8,-12.3,-30.6,83.7,-40.7,,,,,,,,,
1997-03,-41.5,-35.4,-16.8,-53.9,72.4,-30.9,10.7,11.1,,-24.2,-53.5,-1.4,-13.9,-23.6,-43.8,16.2,-32.4,72.7,-37.6,,,,,,,,,
1997-04,-42.1,-35.5,-15.0,-56.0,70.3,-16.0,17.7,16.6,,-9.3,-48.1,-3.5,-18.1,-14.9,-47.8,22.6,-33.8,63.7,-41.0,,,,,,,,,
1997-05,-39.0,-34.6,-14.6,-54.5,76.0,-5.4,18.3,16.2,,-19.4,-35.8,-0.7,-18.3,-16.2,-46.9,28.7,-30.8,61.7,-46.2,,,,,,,,,
1997-06,-28.7,-31.1,-13.9,-48.4,76.1,-4.1,45.8,22.2,,-6.9,-25.1,3.0,-18.0,-16.6,-41.9,34.2,-24.1,57.7,-43.0,,,,,,,,,
1997-07,-31.6,-29.2,-13.4,-45.0,74.2,2.7,40.6,22.8,,1.5,-25.2,-1.0,-33.2,-11.3,-33.9,19.6,-7.9,39.7,-29.3,,,,,,,,,
1997-08,-23.3,-27.3,-10.4,-44.1,73.1,6.9,47.7,24.4,,5.7,-18.6,-0.4,-33.2,-7.7,-33.9,24.9,-4.4,52.7,-33.7,,,,,,,,,
1997-09,-28.1,-26.0,-7.9,-44.0,72.1,6.2,44.7,23.2,,3.4,-18.8,2.4,-33.3,-9.4,-28.9,26.7,4.0,46.7,-28.2,,,,,,,,,
1997-10,-24.3,-24.2,-6.8,-41.5,70.6,2.5,50.6,26.2,,3.4,-25.3,6.0,-30.1,-11.3,-19.9,26.7,7.2,37.7,-23.0,,,,,,,,,
1997-11,-21.5,-19.9,-5.0,-34.9,69.3,9.4,55.8,27.4,,7.0,-17.1,4.3,-29.7,-9.3,-25.9,29.5,5.4,33.7,-29.7,,,,,,,,,
1997-12,-15.5,-20.7,-3.4,-37.9,60.4,16.3,46.5,26.2,,-8.1,-15.8,4.3,-29.8,-7.5,-25.9,31.4,5.0,31.7,-26.7,,,,,,,,,
1998-01,-17.3,-19.5,-5.2,-33.8,57.2,15.3,51.3,28.2,-32.9,9.0,-18.1,1.8,-28.3,-6.2,-30.9,30.1,-6.6,40.7,-32.6,,,,,,,,,
1998-02,-19.7,-25.8,-7.2,-44.5,54.0,21.9,36.3,26.0,-37.0,6.0,-19.9,-6.2,-29.0,-1.1,-50.6,30.9,-6.3,26.7,-42.3,,,,,,,,,
1998-03,-14.3,-21.9,-8.4,-35.4,64.4,20.8,39.8,25.4,-41.5,6.7,-15.6,-4.1,-29.9,-6.1,-49.9,31.6,1.0,22.6,-42.9,,,,,,,,,
1998-04,-9.1,-21.5,-10.2,-32.8,48.6,19.6,33.8,26.2,-45.9,11.8,-25.2,-10.6,-20.4,12.4,-53.9,34.6,-2.4,18.6,-50.4,,,,,,,,,
1998-05,-10.6,-22.9,-9.3,-36.5,65.3,21.8,33.4,25.0,-45.9,9.5,-19.8,-10.2,-20.7,11.1,-49.0,29.5,-0.6,12.8,-45.7,,,,,,,,,
1998-06,-15.0,-21.0,-7.9,-34.1,64.3,27.4,40.5,28.4,-45.9,10.1,-17.2,-11.5,-20.4,8.8,-51.8,26.2,2.4,8.1,-50.4,,,,,,,,,
1998-07,-10.9,-19.3,-6.9,-31.7,55.7,18.2,22.6,18.9,-23.9,-1.6,-16.0,-12.6,-19.3,10.2,-48.5,20.7,-5.5,7.7,-45.8,,,,,,,,,
1998-08,-18.0,-23.4,-7.5,-39.3,49.8,14.8,25.6,18.6,-27.2,0.7,-15.4,-10.6,-19.4,8.3,-48.8,25.2,-5.5,10.2,-47.6,,,,,,,,,
1998-09,-15.9,-21.9,-8.5,-35.2,49.4,4.3,35.5,18.1,-30.5,-18.6,-14.5,-8.8,-19.4,2.9,-47.8,24.3,-21.5,8.3,-46.7,,,,,,,,,
1998-10,-16.5,-25.4,-11.2,-39.6,31.6,12.6,29.1,19.2,-33.9,-18.8,-16.0,-16.4,-29.5,7.3,-55.8,14.1,-15.5,3.2,-50.1,,,,,,,,,
1998-11,-14.3,-23.0,-10.0,-35.9,46.8,8.6,33.9,19.4,-33.6,-4.1,-15.6,-16.0,-29.1,6.6,-53.9,12.5,-18.0,-2.6,-58.9,,,,,,,,,
1998-12,-19.7,-24.2,-9.1,-39.3,49.1,9.9,32.7,19.6,-33.2,1.7,-16.2,-20.2,-29.1,11.6,-62.2,13.4,-21.4,0.7,-63.6,,,,,,,,,
1999-01,-19.1,-24.7,-11.9,-37.6,47.3,2.5,34.7,18.2,-32.9,3.3,-17.5,-19.7,-28.5,12.7,-61.0,14.5,-21.1,10.4,-64.7,,,,,,,,,
1999-02,-21.3,-28.6,-13.4,-43.7,40.6,9.0,38.1,22.3,-32.6,4.8,-19.7,-18.1,-29.2,11.2,-66.4,23.2,-29.1,3.2,-67.8,,,,,,,,,
1999-03,-27.2,-32.1,-14.1,-50.0,29.6,16.7,30.9,20.0,-32.2,3.1,-12.4,-22.0,-30.1,16.9,-69.3,20.1,-27.1,0.7,-67.4,,,,,,,,,
1999-04,-27.1,-33.7,-15.4,-52.1,27.5,16.4,27.7,18.9,-31.9,-0.5,-12.7,-26.9,-45.2,18.1,-68.1,5.5,-18.5,1.8,-64.9,,,,,,,,,
1999-05,-31.3,-33.3,-15.9,-50.6,23.5,19.9,31.6,22.0,-31.6,-5.3,-14.4,-28.9,-45.4,23.8,-69.7,6.9,-21.9,7.0,-64.3,,,,,,,,,
1999-06,-25.1,-32.6,-15.9,-49.3,35.1,11.6,21.5,15.3,-31.3,0.6,-12.9,-23.8,-45.0,16.4,-68.5,13.6,-13.5,7.0,-62.4,,,,,,,,,
1999-07,-21.6,-32.2,-16.4,-48.1,51.0,24.3,26.9,21.9,-30.9,-1.9,-14.4,-24.4,-26.1,19.7,-66.0,12.4,-9.4,21.3,-60.4,,,,,,,,,
1999-08,-25.6,-30.0,-15.6,-44.4,51.2,21.5,33.3,20.3,-30.6,3.5,-6.0,-21.7,-26.1,14.9,-63.7,13.4,-13.2,19.6,-62.9,,,,,,,,,
1999-09,-14.3,-31.5,-15.4,-47.6,32.7,24.3,25.0,19.4,-30.3,5.7,-8.9,-20.7,-25.9,9.8,-64.3,11.8,-1.4,20.2,-60.9,,,,,,,,,
1999-10,-20.7,-29.7,-17.0,-42.4,35.3,20.5,27.3,20.4,-29.9,-0.8,-13.4,-17.0,-24.0,7.5,-62.8,19.3,-13.3,26.9,-56.0,,,,,,,,,
1999-11,-27.6,-33.4,-15.7,-51.2,19.9,24.2,35.8,23.1,-29.6,4.7,-9.3,-17.1,-23.4,9.7,-58.8,17.2,-14.9,28.1,-56.2,,,,,,,,,
1999-12,-34.8,-37.0,-14.9,-59.1,35.7,22.5,24.2,19.7,-29.3,10.9,-12.4,-14.6,-23.1,4.1,-59.8,19.9,-2.8,35.7,-55.0,,,,,,,,,
2000-01,-36.3,-40.4,-18.1,-62.7,37.7,25.8,29.0,21.2,-28.9,7.0,-8.9,-10.9,-27.0,-2.6,-56.6,21.2,0.1,12.3,-54.6,,,,,,,,,
2000-02,-44.1,-42.5,-18.5,-66.6,27.7,23.2,37.8,22.6,-28.6,7.9,-6.6,-16.0,-27.3,4.5,-61.4,17.8,-2.8,15.1,-57.0,,,,,,,,,
2000-03,-36.4,-38.5,-17.9,-59.0,40.5,40.4,38.6,28.3,-28.3,11.9,-5.8,-15.0,-27.7,7.4,-57.4,19.7,1.3,18.1,-56.8,,,,,,,,,
2000-04,-38.6,-37.4,-18.1,-56.6,42.4,32.6,34.4,24.5,-28.0,9.1,-6.6,-12.7,-23.5,5.3,-60.7,27.8,9.1,9.1,-55.6,,,,,,,,,
2000-05,-40.0,-38.2,-18.4,-58.1,40.5,24.1,42.8,24.5,-27.7,7.8,-6.8,-12.7,-22.9,4.0,-56.0,22.0,6.0,4.7,-55.7,,,,,,,,,
2000-06,-37.6,-38.5,-18.0,-59.1,39.2,32.6,41.5,26.7,-27.4,17.2,-6.0,-19.9,-21.4,8.5,-63.9,12.6,-4.0,8.8,-50.8,,,,,,,,,
2000-07,-38.7,-38.2,-18.1,-58.2,30.6,26.1,39.6,23.8,-27.2,17.3,-5.8,-16.3,-18.3,11.3,-54.4,16.7,-0.7,6.8,-51.5,,,,,,,,,
2000-08,-35.1,-40.8,-20.9,-60.6,44.1,20.7,25.8,16.0,-27.0,-0.4,-1.6,-17.3,-16.6,1.1,-65.9,15.1,-7.5,10.0,-51.6,,,,,,,,,
2000-09,-36.4,-41.1,-24.1,-58.1,42.5,23.3,29.4,19.8,-27.0,9.3,-6.7,-10.9,-14.4,1.4,-47.4,16.1,-12.4,10.7,-51.2,,,,,,,,,
2000-10,-48.4,-50.7,-29.6,-71.7,9.0,13.9,14.1,18.3,-27.1,9.7,-26.9,-8.7,-24.1,-4.2,-46.7,16.3,-2.0,8.0,-48.3,,,,,,,,,
2000-11,-42.0,-51.1,-30.0,-72.1,2.4,18.9,20.3,21.0,-23.9,-1.2,-23.8,-10.1,-22.7,2.4,-43.3,15.5,-10.8,7.6,-49.6,,,,,,,,,
2000-12,-42.8,-51.2,-30.9,-71.5,-0.6,17.8,23.7,19.9,-21.1,-3.3,-18.3,-12.2,-21.6,-0.6,-48.0,10.7,-7.3,5.3,-48.2,,,,,,,,,
2001-01,-19.1,-42.6,-36.3,-49.0,-0.1,14.1,19.9,17.1,-19.2,-1.6,-17.2,-10.7,-20.3,-0.1,-49.3,17.1,-16.4,6.5,-54.1,,,,,,,,,
2001-02,-12.6,-27.4,-14.2,-40.6,-0.6,7.3,25.2,17.0,-9.7,-2.4,-18.6,-11.8,-19.2,2.7,-55.9,23.2,-11.1,9.2,-58.3,,,,,,,,,
2001-03,-12.0,-24.0,-14.3,-33.7,6.3,3.8,28.5,17.6,-8.0,-3.4,-20.6,-10.7,-18.2,-2.8,-50.7,15.9,-5.5,2.2,-48.7,,,,,,,,,
2001-04,-9.6,-10.2,8.2,-28.6,1.8,3.6,30.9,17.3,-6.3,-8.6,-17.2,-9.1,-17.9,-1.2,-44.9,16.5,9.8,1.6,-47.0,,,,,,,,,
2001-05,12.9,-19.9,-7.7,-32.1,3.3,4.9,21.3,14.9,-6.4,-6.7,-18.4,-12.3,-16.5,2.8,-46.0,11.9,1.8,2.7,-47.3,,,,,,,-17.5,-1.0,19.5
2001-06,-12.2,-9.5,12.6,-31.6,5.1,2.5,20.9,14.7,-6.5,-7.9,-20.7,-10.6,-14.5,1.5,-42.5,12.1,4.6,0.7,-45.6,,,,,,,-16.2,-2.4,15.4
2001-07,5.6,-20.8,-9.8,-31.8,4.5,2.2,23.4,16.5,-6.6,-6.5,-23.9,-8.3,-11.4,-6.3,-49.7,18.4,-3.4,4.8,-52.3,,,,,,,-8.2,16.8,-6.2
2001-08,-17.2,-20.5,-11.0,-29.9,2.2,1.5,17.0,10.3,-9.0,-6.8,-12.3,-5.9,-12.7,-10.8,-50.1,21.7,-9.1,3.7,-50.5,,,,,,,-9.0,17.2,12.3
2001-09,-12.1,-21.2,-9.7,-32.6,4.4,3.3,16.7,11.1,-11.4,-5.6,-13.3,-5.2,-14.0,-12.2,-51.5,23.7,-9.8,3.0,-50.7,,,,,,,-12.3,6.5,30.2
2001-10,-13.0,-19.9,-8.7,-31.1,1.8,4.3,19.4,12.5,-13.8,-8.2,-13.7,-7.4,-13.7,-7.1,-49.0,19.6,-10.9,3.0,-52.6,,,,,,,-20.0,-7.3,34.3
2001-11,-9.0,-19.2,-5.7,-32.7,2.0,5.1,15.4,11.6,-10.6,-9.0,-14.3,-7.4,-13.1,-9.0,-52.0,20.9,-0.9,8.2,-53.1,,,,,,,-22.6,-7.5,32.9
2001-12,-10.6,-18.4,-5.4,-31.4,2.0,4.7,15.3,11.2,-7.3,-5.0,-13.7,-6.7,-12.9,-10.9,-52.2,21.1,-5.4,5.9,-52.1,,,,,,,-21.7,-6.3,28.9
2002-01,-12.8,-20.0,-7.2,-32.8,-0.1,7.4,13.9,10.7,-4.0,-7.9,-10.7,-8.1,-12.5,-7.1,-56.7,25.3,-9.1,9.3,-56.8,,,,,,,-23.4,-9.3,31.6
2002-02,-14.0,-8.8,16.3,-34.0,0.0,11.5,18.4,14.0,-5.9,-4.7,-12.2,-8.7,-11.6,-11.6,-59.2,21.6,-5.4,1.9,-63.1,,,,,,,-25.5,-10.3,32.9
2002-03,-10.5,-23.1,-8.8,-37.5,2.3,9.5,21.4,14.3,-4.9,-6.9,-11.8,-6.1,-10.9,-8.2,-56.4,29.9,9.9,4.7,-60.1,,,,,,,-25.8,-11.4,26.2
2002-04,-9.3,-26.0,-11.1,-40.9,1.4,4.4,22.4,12.2,-2.9,-5.2,-10.0,-7.9,-10.6,-8.2,-55.1,23.3,4.9,4.3,-57.0,,,,,,,-24.3,-8.5,21.9
2002-05,-1.7,-28.3,-6.1,-50.5,1.4,12.5,17.3,14.0,-5.9,9.7,-12.3,-5.7,-18.2,-8.3,-55.3,30.0,7.5,11.5,-53.4,39.1,22.9,49.1,-19.5,-26.8,-25.0,-22.9,-10.1,22.0
2002-06,-12.7,-17.4,8.6,-43.4,3.1,22.9,22.4,14.9,-2.4,7.9,0.5,-2.9,-18.5,-11.1,-49.1,29.3,4.7,6.5,-54.3,30.3,28.1,44.7,9.3,-25.7,-21.7,-25.2,-10.0,25.3
2002-07,-9.8,-24.6,-6.2,-43.1,2.3,19.2,16.7,14.3,-4.8,10.5,-7.0,-6.7,-13.1,-11.5,-50.5,19.0,2.3,4.9,-51.6,35.5,27.2,39.3,6.6,-23.9,-17.2,-24.9,-9.2,29.2
2002-08,6.2,-30.8,-15.3,-46.3,9.0,19.9,16.5,14.6,-6.1,14.7,-7.4,-7.4,-11.2,-8.1,-50.8,20.4,0.5,3.9,-55.0,35.7,25.7,39.3,2.0,-21.3,-23.3,-21.9,-7.3,21.0
2002-09,-13.7,-32.2,-15.5,-49.0,3.6,18.1,14.9,12.4,-6.2,15.3,-4.1,-8.7,-10.9,-2.6,-50.0,21.2,-1.8,4.9,-53.9,35.8,27.9,43.5,4.2,-25.0,-21.0,-25.8,-11.6,22.8
2002-10,-16.1,-30.3,-13.1,-47.4,-1.5,11.4,14.5,9.8,-4.3,10.0,-3.5,-5.8,-11.8,-8.9,-51.6,25.4,-4.9,6.2,-54.9,40.1,24.6,24.8,8.9,-24.0,-25.7,-22.1,-3.4,17.9
2002-11,-14.6,-32.9,-19.9,-46.0,0.9,14.0,14.3,11.0,-2.8,12.2,-4.7,-3.5,-11.0,-11.9,-44.0,21.7,1.6,-1.0,-51.2,41.2,18.3,20.8,-7.1,-23.2,-29.2,-24.1,-8.7,16.2
2002-12,-13.7,-33.7,-21.1,-46.3,-0.5,18.4,16.9,13.4,-2.8,15.3,-4.8,-5.1,-10.9,-12.2,-43.3,15.8,-2.1,0.3,-48.6,42.4,20.9,17.6,2.7,-21.1,-16.3,-22.8,-5.5,15.8
2003-01,-9.8,-27.6,-6.2,-49.1,-3.2,13.5,15.9,11.6,-4.5,10.4,-5.4,-2.3,-12.8,-11.8,-44.9,26.2,5.4,0.9,-45.6,23.2,17.4,22.1,7.0,-20.3,-13.5,-23.4,-8.0,21.5
2003-02,-7.7,-27.5,-8.0,-47.0,4.1,17.4,13.8,12.1,3.0,10.8,-5.1,-1.6,-12.8,-14.7,-46.9,27.5,10.8,8.2,-49.3,15.3,12.8,19.3,4.0,-25.5,-17.4,-26.9,-15.2,24.6
2003-03,-7.9,-28.6,-11.9,-45.2,4.6,17.3,18.3,13.7,-3.0,16.9,-5.6,-3.3,-10.6,-14.0,-46.3,22.3,10.9,5.5,-51.9,0.7,3.2,7.0,2.0,-25.6,-18.0,-25.3,-14.7,20.2
2003-04,-6.5,-18.1,0.1,-36.3,2.0,21.1,13.3,14.2,0.4,13.9,-8.2,-6.1,-16.2,-7.2,-48.7,23.3,5.3,2.3,-48.9,-0.9,6.9,16.8,5.0,-22.1,-7.1,-30.9,-17.9,21.8
2003-05,-1.5,-16.1,3.4,-35.7,1.7,22.6,-2.2,9.4,1.4,12.3,-7.7,-2.6,-14.3,-9.3,-44.2,27.1,10.4,3.0,-48.1,-6.8,5.8,20.7,3.5,1.8,-3.6,-28.6,-18.6,20.0
2003-06,30.6,-23.2,-8.8,-37.6,1.4,21.2,-7.8,7.0,-8.1,18.3,-7.5,-2.2,-15.8,-10.3,-40.1,23.3,10.2,-0.1,-44.0,-0.9,7.5,15.9,7.5,-2.9,-0.6,-27.4,-18.3,26.1
2003-07,11.4,-23.7,-9.8,-37.5,0.3,21.0,0.6,9.5,-7.4,16.6,-6.9,-0.8,-18.6,-12.1,-41.5,27.1,0.0,-0.3,-47.1,10.1,14.7,30.4,3.5,-1.0,-5.4,-32.0,-24.0,36.7
