country,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR
subject,BCBUTE,BCCI,BCEMFT,BCOBLV,BCSPFT,BRBUFT,BRBUTE,BRCI,BREMFT,BRODFT,BRVSLV,BSCI,BSEMFT,BSFGLV,BSOBLV,BSPRFT,BSPRTE,BSSPFT,BSXRLV,BVBUTE,BVCI,BVDEFT,BVDETE,BVEMFT,BVEMTE,CSCICP02,CSESFT,CSINFT
measure,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA
unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06,2.4,-19.3,10.4,-49.1,9.5,27.1,21.6,16.3,13.8,20.1,-0.3,1.9,7.9,-1.3,-13.7,18.2,10.6,2.2,-23.6,11.8,13.5,15.7,12.8,7.7,8.0,-21.9,-26.2,29.4
2017-07,5.9,-12.7,15.6,-41.0,5.4,29.0,20.9,15.9,12.4,22.9,2.3,1.8,5.2,-4.1,-16.9,18.3,10.2,1.7,-26.0,7.7,12.3,21.7,7.5,7.3,8.3,-18.0,-19.1,31.9
2017-08,4.6,-13.3,13.3,-39.9,4.5,31.1,22.7,16.9,13.9,28.5,3.2,3.9,5.8,-4.3,-13.7,21.2,11.1,1.3,-23.5,10.5,13.6,23.1,7.2,7.6,10.0,-18.3,-16.7,30.3
2017-09,2.0,-11.7,11.4,-34.7,4.0,27.5,18.9,15.3,12.6,25.3,0.5,3.2,5.1,-2.6,-16.1,23.1,11.1,0.7,-23.9,8.2,12.1,21.0,7.0,6.4,4.9,-19.1,-19.4,28.6
2017-10,1.4,-13.4,9.0,-35.8,3.2,30.7,23.1,17.8,12.2,26.8,0.5,4.4,8.3,-5.2,-13.0,21.0,11.2,2.0,-22.2,9.3,14.0,23.4,9.3,5.0,3.0,-19.1,-16.9,29.2
2017-11,4.5,-11.9,10.8,-34.6,3.3,30.3,24.2,17.6,12.9,25.5,1.7,4.2,11.3,-5.5,-15.7,22.9,11.2,2.5,-24.8,7.9,14.7,23.8,12.5,4.8,0.6,-17.8,-15.4,28.6
2017-12,3.7,-11.3,9.9,-32.5,4.3,32.4,23.3,18.5,11.4,25.2,0.2,1.2,6.0,-3.0,-20.3,20.8,9.8,2.6,-29.2,7.4,12.5,21.3,9.0,5.1,0.9,-20.1,-17.3,29.2
2018-01,6.4,-6.6,16.0,-29.2,5.6,33.1,32.1,21.1,9.3,19.9,1.9,3.2,7.8,-3.7,-16.4,22.4,11.5,5.2,-25.0,12.0,18.5,26.3,17.3,8.8,6.4,-18.9,-17.2,34.9
2018-02,4.6,-5.9,18.6,-30.4,6.5,31.1,32.4,21.5,10.4,27.3,-1.0,2.9,8.2,-2.5,-16.1,22.3,14.7,4.3,-25.9,12.5,16.6,23.7,13.7,11.4,8.4,-18.0,-16.1,32.9
2018-03,2.9,-9.9,13.6,-33.4,6.4,36.0,25.3,20.1,14.7,25.4,1.1,3.7,8.6,-3.9,-16.2,23.4,12.7,5.1,-24.0,10.1,16.0,23.1,14.9,14.7,6.7,-17.1,-16.8,27.8
2018-04,2.5,-9.9,12.1,-31.9,4.6,28.6,23.3,16.9,11.9,26.6,1.4,2.5,8.4,-1.4,-17.1,23.3,9.9,4.2,-24.0,18.9,20.4,25.2,17.1,12.8,2.8,-18.8,-18.8,27.1
2018-05,2.0,-8.5,13.5,-30.6,5.2,28.8,24.6,17.9,10.6,29.5,-0.4,3.3,3.4,1.3,-13.6,24.7,1.7,-0.1,-23.9,19.3,19.8,21.2,18.8,8.4,3.2,-17.6,-17.5,28.0
2018-06,1.7,-11.2,9.0,-31.4,3.4,27.1,26.9,17.8,9.0,25.2,0.6,0.6,3.9,6.3,-13.1,21.1,8.4,0.1,-22.5,10.9,18.0,27.0,16.0,9.1,2.5,-18.0,-19.1,29.7
2018-07,1.5,-9.7,9.7,-29.1,4.2,30.2,25.6,17.9,7.2,23.2,2.2,-0.5,1.6,1.3,-13.9,13.6,7.1,1.2,-20.8,15.6,15.9,21.6,10.4,2.0,4.7,-20.0,-21.3,32.8
2018-08,1.0,-9.4,11.2,-30.0,5.4,27.3,20.3,15.3,8.1,25.3,1.7,0.1,3.4,6.0,-11.2,17.5,9.8,1.4,-20.7,15.8,21.8,30.8,18.7,9.2,3.2,-18.4,-19.9,33.8
2018-09,2.5,-8.8,10.0,-27.7,3.1,28.9,19.3,15.3,12.0,22.2,2.2,-0.5,2.1,0.5,-15.6,14.5,10.4,0.8,-25.4,12.9,17.1,25.2,13.2,11.9,-3.8,-19.7,-22.8,31.7
2018-10,2.0,-8.6,10.1,-27.4,3.6,33.3,21.3,17.9,12.0,28.0,0.7,1.4,1.4,1.7,-14.3,20.3,7.8,1.5,-24.1,7.9,12.2,21.6,7.2,5.6,-5.1,-23.7,-26.3,37.0
2018-11,0.2,-7.1,11.3,-25.5,4.9,36.0,26.4,20.5,7.7,29.3,1.0,0.7,4.1,1.6,-14.1,17.8,6.5,3.2,-23.2,6.5,15.8,26.4,14.6,5.7,-0.9,-27.2,-31.7,42.5
2018-12,2.6,-7.2,10.4,-24.8,5.4,38.2,26.6,21.5,7.2,30.5,0.1,1.6,-0.7,-0.3,-16.1,20.5,7.2,2.2,-23.6,5.3,13.2,22.0,12.4,5.2,-3.1,-25.8,-29.4,38.7
2019-01,-0.1,-8.0,12.3,-28.3,4.5,33.0,21.2,17.7,5.8,26.4,1.2,2.1,1.9,0.9,-13.6,20.8,8.0,8.5,-22.1,5.6,14.3,28.1,9.3,5.9,-0.8,-27.0,-32.8,41.6
2019-02,4.3,-7.6,9.6,-24.7,5.5,28.3,22.8,16.9,5.8,31.4,0.4,-1.6,0.8,2.0,-17.9,15.1,8.8,5.1,-26.7,7.1,15.3,27.8,11.0,9.1,-3.3,-26.7,-32.8,40.5
2019-03,0.5,-8.1,9.6,-25.9,5.6,34.0,22.5,18.7,8.4,26.7,0.3,-3.9,-0.6,6.2,-18.1,12.6,8.2,0.9,-25.6,5.7,12.2,23.6,7.2,8.5,1.1,-24.4,-29.9,39.7
2019-04,1.2,-9.9,8.7,-28.6,5.0,38.0,28.3,21.3,11.8,29.9,2.4,-1.5,-3.6,5.7,-18.9,20.2,1.2,3.9,-26.7,13.0,16.4,22.3,14.0,8.7,0.5,-25.5,-31.9,41.5
2019-05,6.0,-9.7,8.3,-27.7,4.8,28.2,24.5,17.0,15.2,24.7,1.9,-0.3,-0.5,2.2,-17.2,18.6,4.0,4.0,-23.9,7.2,11.0,21.6,4.3,10.9,2.4,-24.4,-29.6,39.5
2019-06,11.6,-7.3,11.6,-26.1,4.8,35.4,23.7,19.3,17.5,29.7,1.3,-2.6,0.0,6.2,-16.5,15.0,4.0,2.2,-24.0,6.3,10.8,18.9,7.1,13.9,6.3,-24.5,-30.0,38.5
2019-07,5.2,-7.0,9.6,-23.6,8.3,35.1,26.3,19.8,18.9,28.8,1.9,1.3,-1.5,2.2,-7.0,13.1,6.4,0.3,-13.7,9.4,12.5,21.2,7.0,13.1,9.9,-23.1,-27.2,38.7
2019-08,10.7,-5.1,12.4,-22.6,4.9,31.9,23.2,18.5,11.8,28.0,-0.3,0.1,2.6,1.3,-17.4,19.0,-2.2,-1.3,-26.2,7.8,14.6,25.6,10.5,12.1,10.6,-26.1,-32.0,40.7
2019-09,5.4,-4.8,14.6,-24.3,6.9,36.1,25.5,20.6,18.2,33.0,-0.1,-1.7,-2.4,1.2,-19.2,15.3,1.5,-1.7,-26.1,10.5,14.1,22.2,9.7,10.3,9.3,-22.9,-29.6,36.8
2019-10,5.0,-3.3,18.6,-25.2,7.9,29.8,29.3,19.8,16.9,27.6,-0.2,-0.9,0.1,1.1,-17.0,15.3,2.2,-2.5,-25.3,12.7,15.2,20.7,12.0,6.3,8.7,-21.1,-24.4,34.1
2019-11,7.2,-0.9,20.5,-22.4,2.4,33.9,28.4,20.5,12.8,27.9,0.7,-2.5,-2.1,2.8,-20.6,16.0,2.4,-3.1,-26.8,10.3,14.9,24.0,10.5,11.4,3.6,-22.0,-23.6,31.4
2019-12,5.5,2.6,20.1,-15.0,3.0,38.6,28.0,21.3,12.0,26.4,2.7,-1.4,-1.8,2.1,-18.0,15.8,2.4,-3.2,-25.4,11.2,16.3,26.3,11.4,6.9,-0.4,-21.6,-23.6,35.6
2020-01,8.8,2.8,20.6,-15.0,5.8,34.4,29.2,21.4,8.5,29.7,-0.6,-1.5,-0.2,5.4,-17.7,18.6,5.3,2.7,-26.9,12.3,13.9,19.9,9.6,8.5,1.1,-21.6,-26.0,36.8
2020-02,8.4,0.5,20.3,-19.2,9.1,33.1,27.1,20.2,11.1,24.6,-0.6,-4.0,1.1,6.8,-16.2,11.1,8.5,2.5,-24.7,9.1,9.8,14.9,5.5,7.0,4.1,-21.3,-27.4,41.5
2020-03,8.5,-5.3,10.3,-20.8,5.7,23.2,20.5,14.6,8.7,14.9,-0.1,-5.6,-3.8,6.0,-16.9,6.0,5.3,-0.2,-22.8,4.9,9.0,17.4,4.6,3.6,5.6,-23.9,-30.2,41.4
2020-04,-26.1,-47.8,-43.0,-52.6,-6.9,-38.7,-21.5,-18.5,-17.9,-37.6,-4.8,-30.6,-29.1,2.8,-41.6,-47.3,-29.5,-11.4,-48.9,-34.1,-34.3,-40.1,-28.7,-28.9,-12.8,-36.7,-60.4,39.6
2020-05,-43.4,-33.5,-18.3,-48.6,-2.3,-4.7,-49.3,-18.9,-6.7,-10.2,2.8,-22.6,-20.6,3.3,-50.5,-13.9,-39.7,-6.4,-57.4,-46.1,-40.1,-26.8,-47.5,-12.1,-19.4,-29.6,-34.6,22.6
2020-06,-26.7,-21.6,-1.1,-42.1,2.5,4.7,-41.0,-13.5,-0.2,5.2,4.3,-13.8,-13.3,-0.7,-45.2,3.1,-41.4,-4.5,-52.5,-48.6,-33.0,-4.1,-46.3,-6.3,-19.2,-29.9,-30.0,16.5
2020-07,-21.4,-24.2,-6.4,-42.0,2.2,10.9,-24.4,-5.0,-0.5,10.4,1.6,-12.8,-9.5,-0.5,-43.4,4.6,-36.7,-1.5,-51.3,-38.2,-25.4,1.1,-39.2,-4.1,-14.5,-32.8,-41.0,24.2
2020-08,-16.0,-19.0,-2.3,-35.6,1.2,12.7,-17.1,-2.1,-2.3,-0.4,1.8,-13.0,-8.0,0.9,-40.0,1.8,-30.6,-4.1,-47.4,-24.5,-19.4,-3.9,-29.8,-4.4,-10.2,-30.6,-40.3,20.9
2020-09,-16.4,-17.1,3.0,-37.1,2.8,14.5,-7.9,2.1,-1.4,4.8,0.2,-8.3,-3.8,-4.1,-36.9,7.8,-19.6,-4.3,-44.7,-23.0,-17.1,-0.9,-27.3,0.9,-1.0,-28.2,-38.4,22.9
2020-10,-10.3,-14.2,5.3,-33.7,1.3,20.9,2.8,8.0,3.0,9.6,-0.4,-9.3,-2.0,-0.6,-32.0,3.5,-11.7,-4.2,-39.7,-19.6,-11.7,3.0,-18.6,-2.2,-0.6,-28.6,-38.2,28.2
2020-11,-9.8,-14.8,4.0,-33.5,-1.7,6.9,-4.7,1.2,-0.1,1.1,-1.3,-9.1,0.7,0.0,-33.4,6.0,-11.8,-2.3,-41.9,-15.0,-12.3,-4.5,-17.5,-3.6,-5.1,-31.1,-45.1,29.8
2020-12,-10.2,-14.6,3.6,-32.8,-1.6,0.8,-13.3,-3.6,-2.1,-3.5,-1.7,-7.9,2.7,0.6,-28.9,5.8,-10.9,-2.2,-35.8,-25.7,-18.9,-6.2,-24.7,-2.1,-6.5,-32.2,-48.8,23.1
2021-01,-7.2,-15.1,3.4,-33.5,1.5,12.6,-12.2,0.3,-0.8,1.7,-0.4,-5.8,2.2,-0.7,-28.7,10.5,-8.3,2.8,-36.7,-25.7,-16.8,1.4,-26.1,-0.4,-7.2,-30.5,-42.9,19.1
2021-02,-4.8,-10.2,6.0,-26.4,5.8,14.3,-8.1,2.6,4.6,8.0,-1.6,-8.1,3.9,2.0,-31.3,9.1,-2.6,3.6,-39.4,-21.4,-10.3,7.9,-17.5,-1.9,-4.5,-29.1,-38.1,20.0
2021-03,-4.7,-12.6,3.6,-28.8,3.0,20.4,1.9,8.3,3.7,8.9,-2.7,-4.8,2.2,-0.5,-28.1,13.2,-3.1,6.9,-35.2,-19.2,-7.2,11.8,-14.1,0.4,-8.9,-22.7,-28.7,17.7
2021-04,-7.2,-13.6,3.2,-30.4,7.4,15.7,-1.7,4.8,2.6,2.9,-0.4,-4.4,1.6,0.7,-27.1,14.5,-4.6,6.7,-35.1,-19.3,-8.0,12.6,-17.3,1.2,-9.9,-20.5,-24.7,21.5
2021-05,-0.7,-9.3,6.0,-24.5,14.8,26.4,11.7,12.8,16.3,14.4,-0.3,-5.1,0.0,1.3,-24.0,10.1,3.7,9.0,-32.5,-7.2,0.0,17.6,-10.6,1.7,5.2,-22.3,-23.9,18.4
2021-06,-4.6,-7.9,9.9,-25.7,19.8,25.6,17.7,14.5,17.2,16.8,-0.2,-5.2,2.0,-1.4,-24.2,7.3,-2.1,11.6,-30.4,-2.4,5.4,17.5,1.0,3.0,10.9,-19.0,-17.0,14.5
2021-07,-4.3,-8.4,8.3,-25.0,21.3,22.4,22.3,15.2,13.9,16.2,-0.8,-3.0,0.8,0.4,-18.0,9.4,3.8,13.1,-26.8,1.5,9.3,16.2,10.1,5.6,10.8,-17.5,-16.3,22.8
2021-08,-5.9,-7.4,9.9,-24.6,24.6,22.8,26.5,16.8,13.3,16.4,-1.2,-3.8,2.3,-0.6,-20.4,8.4,3.8,15.2,-29.5,6.2,8.7,11.9,7.9,7.9,15.0,-19.5,-22.1,26.6
2021-09,-3.4,-9.0,7.4,-25.4,25.2,18.1,25.5,15.0,12.9,11.0,-1.3,-4.4,1.0,-1.2,-22.3,7.8,-4.7,14.6,-29.7,6.9,9.5,14.3,7.4,6.6,9.5,-20.7,-27.4,24.8
2021-10,-5.1,-6.3,11.0,-23.5,31.3,18.6,14.6,11.8,13.4,12.5,-2.4,-3.9,3.0,-1.9,-22.5,9.0,-4.5,28.4,-27.0,5.0,7.6,12.3,5.5,10.0,12.7,-25.5,-33.7,41.0
2021-11,-8.6,-9.3,8.0,-26.7,36.9,9.9,1.9,4.4,7.5,2.8,-1.4,-3.7,0.4,-0.6,-21.8,10.2,-7.4,24.6,-29.3,-1.8,2.5,6.9,2.5,4.1,5.1,-24.7,-33.2,30.9
2021-12,-5.9,-9.1,7.6,-25.8,32.9,20.1,9.1,8.9,6.6,10.2,2.5,-2.3,1.0,-1.7,-22.4,13.7,-3.3,26.2,-30.4,2.6,6.9,14.2,3.8,3.4,-1.2,-20.4,-21.1,31.5
2022-01,-5.9,-8.0,8.7,-24.6,40.4,22.0,18.4,14.2,11.4,25.6,-2.2,-1.4,5.6,-0.1,-19.7,15.5,0.2,31.4,-27.6,3.5,6.8,9.6,7.5,4.5,-1.7,-19.7,-24.4,23.5
2022-02,-7.8,-9.1,6.7,-24.8,45.1,26.3,20.9,16.1,13.8,13.0,-1.2,-2.2,4.2,-0.4,-23.5,16.6,-1.7,24.2,-29.2,0.1,8.4,15.4,9.8,3.5,-0.5,-20.4,-20.2,21.8
2022-03,-7.4,-10.6,2.9,-24.1,51.8,16.2,25.2,14.1,9.6,15.0,-0.9,-5.8,4.0,-2.2,-24.3,4.6,-0.2,30.5,-30.5,0.5,6.3,10.6,7.7,0.5,3.7,-28.2,-37.6,37.8
2022-04,-7.7,-13.3,-0.8,-25.9,49.3,27.5,23.2,16.8,14.2,20.3,0.5,-3.6,7.7,-2.6,-20.5,7.1,5.8,38.5,-26.7,-2.2,3.7,11.1,2.1,3.0,3.1,-28.8,-38.3,34.9
2022-05,-17.2,-18.6,-9.7,-27.5,51.2,18.6,19.9,13.5,10.8,13.5,-1.8,-4.6,6.0,-2.0,-21.6,5.7,3.4,37.9,-26.1,4.5,7.6,13.4,5.0,1.0,2.8,-32.1,-47.5,42.2
2022-06,-14.6,-16.6,-5.1,-28.1,49.1,25.7,28.9,18.8,17.5,19.6,-1.9,-0.6,8.8,-4.2,-16.6,10.5,7.5,31.5,-23.7,2.3,6.9,10.9,7.7,1.3,3.6,-30.1,-43.3,35.3
2022-07,-15.0,-15.8,-3.9,-27.6,47.4,26.6,18.8,15.1,8.4,11.1,-0.1,-1.1,8.0,0.5,-18.0,15.1,2.9,32.0,-24.3,7.7,10.2,14.1,8.9,2.5,7.7,-28.1,-42.7,33.3
2022-08,-14.3,-13.6,2.2,-29.4,45.0,16.2,16.8,11.3,3.5,4.7,-0.9,-1.7,8.8,-2.5,-21.5,14.0,3.8,24.2,-29.1,10.6,9.9,11.2,7.8,7.7,7.0,-29.4,-41.2,35.8
2022-09,-11.5,-11.6,4.1,-27.2,39.2,22.6,16.1,13.5,10.3,11.0,-1.8,-1.8,8.2,-1.2,-19.9,13.4,0.8,27.2,-27.6,14.3,12.2,12.9,9.3,5.8,1.1,-31.2,-42.9,38.2
2022-10,-10.2,-11.9,5.1,-28.9,40.6,20.9,13.7,11.3,5.4,8.8,0.5,-2.4,7.1,-1.1,-19.7,11.5,1.2,21.6,-26.9,9.5,12.4,19.5,8.3,8.8,5.3,-28.2,-37.4,33.2
2022-11,-7.9,-10.0,8.5,-28.5,47.7,27.9,20.1,16.0,7.1,13.3,-0.1,-0.4,8.0,-2.1,-19.6,16.2,0.3,22.3,-27.7,13.0,15.8,22.8,11.6,9.3,2.1,-26.7,-35.5,24.9
2022-12,-4.8,-7.8,6.4,-22.0,33.3,28.9,23.1,17.7,9.3,16.3,-1.0,0.6,11.2,-1.3,-18.1,18.5,3.7,24.7,-24.3,12.4,13.5,14.1,14.1,11.1,0.5,-25.8,-34.9,28.9
2023-01,-9.8,-7.8,5.9,-21.5,36.0,24.9,26.2,16.8,14.2,15.2,0.5,-0.7,8.0,-1.1,-21.1,17.8,3.0,23.2,-27.5,10.7,14.2,19.4,12.5,8.1,3.5,-29.7,-40.3,26.2
2023-02,-6.6,-9.7,-0.3,-19.1,30.1,25.7,19.7,16.2,12.6,25.9,-3.2,-0.9,7.2,0.6,-19.5,17.4,7.6,16.3,-26.2,11.2,14.6,20.0,12.6,10.8,-0.2,-26.8,-39.4,28.9
2023-03,-4.5,-4.7,7.6,-16.9,29.8,28.2,25.6,17.4,15.7,21.9,1.6,0.0,8.2,-1.7,-18.0,16.2,7.5,12.8,-24.5,8.6,15.3,23.8,13.6,11.3,0.3,-24.9,-34.1,28.9
2023-04,-0.7,-5.5,5.5,-16.6,23.5,29.7,24.5,17.7,14.2,19.1,1.0,-2.4,8.3,-0.9,-20.8,12.6,5.4,8.2,-26.5,8.6,12.8,17.5,12.3,10.2,2.9,-22.0,-25.8,14.2
2023-05,2.4,-4.1,10.3,-18.5,33.4,27.3,24.2,16.3,16.7,19.1,2.8,-1.3,9.6,-2.5,-18.3,11.9,2.1,5.2,-26.5,10.1,12.5,17.9,9.3,10.9,11.8,-22.1,-29.9,16.9
2023-06,0.6,-5.0,6.9,-16.8,26.8,23.6,15.8,12.0,17.3,20.8,3.5,-2.1,7.6,-1.7,-19.0,11.0,0.4,6.0,-26.4,7.8,15.0,24.6,12.6,13.4,17.1,-22.9,-28.6,10.6
2023-07,2.5,-4.3,12.4,-21.1,24.8,22.4,21.3,13.6,17.5,15.4,3.0,-0.6,8.1,-1.2,-19.3,16.3,-2.3,4.0,-26.9,12.0,15.8,22.7,12.7,14.3,15.8,-19.6,-22.3,9.8
2023-08,2.5,-3.6,8.6,-15.8,21.6,27.0,18.8,14.7,19.3,19.4,1.8,-1.9,7.8,-1.4,-22.3,15.2,-2.3,6.2,-27.9,11.4,15.8,23.7,12.4,8.5,17.7,-21.0,-28.1,10.3
2023-09,1.9,-4.7,12.6,-22.0,23.8,25.1,18.4,14.0,15.8,24.8,1.4,-0.3,7.8,-1.3,-20.0,17.9,-5.2,7.0,-27.1,9.9,16.5,28.8,10.8,10.6,16.0,-22.5,-29.9,14.6
2023-10,-0.4,-2.5,11.7,-16.7,24.2,19.7,15.8,11.3,17.5,20.0,1.7,1.4,8.8,-1.7,-19.7,22.1,-3.7,5.9,-27.0,9.0,14.4,26.5,7.7,15.1,13.2,-19.5,-27.1,20.8
2023-11,0.6,-1.6,13.9,-17.2,24.8,24.5,20.8,14.1,18.1,17.9,3.0,-1.5,8.8,-1.2,-21.6,16.0,-1.4,6.9,-27.1,11.9,15.5,24.1,10.6,15.2,10.4,-19.3,-26.8,17.3
2023-12,-0.9,1.3,15.4,-12.9,21.1,21.2,16.1,11.4,14.0,18.3,3.2,0.5,7.9,-1.9,-18.9,18.5,1.6,9.3,-25.1,8.6,15.5,26.0,11.8,14.4,4.6,-18.3,-26.6,13.3
2024-01,0.3,1.3,16.0,-13.4,26.0,19.8,14.4,10.7,15.6,19.3,2.2,-1.4,5.0,-1.0,-21.1,15.8,-0.2,11.8,-27.6,10.5,15.6,25.5,10.9,15.2,4.9,-18.4,-23.8,13.6
