country,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR
2016-08,-17.3,-19.3,-8.2,-30.4,6.3,4.2,12.8,-1.7,-0.1,-3.8,22.0,-0.5308246,1.9,4.0,-7.311517,9.719043,8.0,12.8,-13.0,-2.1,0.9,3.2,1.6,10.6,17.3,-8.2,-24.8,20.1
2016-09,3.1,-0.1,9.1,-9.2,25.4,14.7,14.8,3.1,-3.5,6.5,20.3,0.2835778,-2.6,16.0,-4.603219,21.45395,10.6,10.0,-10.9,-7.6,4.5,22.4,-1.3,24.5,16.1,-3.2,-13.1,18.4
2016-10,8.5,-5.6,7.3,-18.4,27.4,11.4,17.3,2.2,6.2,3.7,22.0,-0.2425252,-8.1,8.0,-9.813474,17.0859,14.5,14.5,-5.1,-1.3,6.0,14.0,5.3,18.9,17.0,-3.5,-17.2,18.1
2016-11,-7.7,-6.4,4.5,-17.3,29.9,29.8,38.1,16.2,5.8,21.6,19.3,7.876954,3.5,3.0,-2.818812,29.44967,3.3,21.0,-9.5,-4.4,2.5,8.3,3.6,22.4,15.4,-6.1,-21.8,38.7
2016-12,-2.4,-9.5,0.7,-19.6,29.1,14.2,23.8,7.2,13.3,2.6,16.4,4.796315,1.0,10.0,-2.027457,26.4164,15.1,22.3,-16.2,1.2,10.7,16.6,14.3,4.6,10.0,-5.1,-19.3,38.9
2017-01,-11.6,-8.9,0.6,-18.3,44.5,12.6,13.1,1.6,11.0,-0.1,21.0,8.840531,-1.5,7.0,6.871033,26.65056,14.6,25.2,-3.8,-12.6,-3.1,1.9,1.4,2.6,6.6,-5.7,-21.9,41.7
2017-02,-14.6,-8.1,2.6,-18.8,32.2,13.3,24.5,4.8,7.0,-0.1,23.3,10.1746,11.5,5.0,5.889497,29.6343,12.6,27.0,-14.0,-9.1,0.8,5.0,6.6,15.7,14.8,-6.6,-19.4,42.3
2017-03,2.9,6.0,12.5,-0.6,39.6,28.4,20.7,11.5,5.6,16.3,14.5,8.854289,12.1,12.0,5.820131,32.74274,26.7,27.7,6.4,-7.8,4.1,15.8,4.3,18.6,2.0,-6.3,-20.3,41.3
2017-04,4.6,0.6,16.8,-15.7,33.1,26.9,20.4,9.0,-6.2,11.9,20.3,6.820844,2.7,-1.0,5.640199,13.82233,21.9,28.8,-4.4,-1.0,10.1,18.2,13.0,14.4,16.0,-6.3,-20.7,38.7
2017-05,2.3,-11.9,-0.3,-23.5,32.5,-1.1,22.3,3.9,-5.1,-5.2,9.4,9.552985,11.1,4.0,7.802036,24.85692,26.8,26.3,5.0,-10.0,1.6,14.4,0.3,21.2,4.0,-5.9,-22.1,40.0
2017-06,4.3,-2.2,4.7,-9.1,36.9,4.7,1.2,-4.9,-15.2,8.8,20.7,12.15513,8.3,2.0,13.36618,25.09922,17.1,29.5,10.0,-10.6,-0.6,9.4,-0.6,20.1,13.1,-8.6,-24.5,41.7
2017-07,-2.8,-11.6,0.6,-23.8,40.3,26.8,21.4,9.8,-2.8,19.9,18.8,15.08038,12.2,-6.0,11.17223,28.0689,25.6,17.9,4.4,-6.3,5.2,12.6,9.2,23.4,12.7,-7.1,-24.0,36.6
2017-08,8.6,-16.0,-8.4,-23.5,29.5,7.7,0.7,-4.2,-15.4,-13.2,21.0,11.79311,14.7,4.0,10.67571,28.70363,27.5,27.2,5.6,-8.0,4.7,14.1,7.9,28.3,17.4,-8.1,-27.9,37.9
2017-09,13.1,-6.5,5.9,-19.0,31.8,12.8,17.8,4.0,-20.0,4.4,18.5,9.635229,15.4,6.0,7.432533,27.47315,18.1,26.3,12.0,-11.9,0.0,9.0,2.9,12.9,6.9,-8.3,-26.4,38.2
2017-10,15.5,10.7,19.8,1.7,38.6,0.9,-2.4,-5.0,-26.7,-6.5,13.6,7.771051,18.2,5.0,5.20277,23.11038,21.8,26.8,13.7,1.7,6.9,12.1,6.8,22.1,8.2,-7.4,-25.0,35.8
2017-11,3.6,-1.9,10.8,-14.5,28.9,21.8,11.1,9.8,-27.6,7.9,3.5,11.1846,18.2,2.0,17.15434,18.39945,29.1,19.6,21.0,-15.0,-6.0,2.6,-5.6,21.1,7.7,-7.7,-25.5,34.5
2017-12,-1.7,-1.0,10.8,-12.9,32.5,4.6,1.5,0.6,-31.8,-2.1,4.4,12.11358,13.1,-3.0,14.96144,18.37931,29.3,21.0,15.1,1.6,6.8,2.2,16.7,14.5,18.5,-7.9,-23.4,34.3
2018-01,-6.0,-11.1,-1.0,-21.2,21.3,4.3,-11.8,-7.5,-27.0,1.0,15.1,12.83985,7.1,2.0,15.87304,24.64651,25.0,35.1,25.0,-5.6,4.2,14.6,3.6,13.7,11.6,-7.6,-22.9,38.6
2018-02,-1.3,-4.7,5.9,-15.3,32.1,29.1,0.6,2.8,-17.3,8.4,21.2,5.170351,13.9,5.0,7.882547,12.6285,24.5,20.3,13.1,-8.3,8.4,17.6,16.0,25.7,17.5,-6.9,-23.2,37.9
2018-03,2.2,-5.1,9.2,-19.5,38.4,22.5,8.4,4.9,0.6,10.1,16.2,-2.781801,15.1,20.0,1.834974,9.819624,22.0,16.5,13.5,-6.6,3.0,12.7,2.8,21.7,10.7,-5.9,-22.2,34.4
2018-04,2.8,0.5,16.7,-15.7,31.4,20.8,-5.8,-4.0,1.5,5.8,26.9,4.164259,10.2,12.0,5.634552,18.85822,18.3,16.6,9.7,-2.9,1.8,7.2,1.1,13.2,4.7,-7.5,-23.3,36.7
2018-05,8.4,-2.0,11.1,-15.1,32.1,23.6,-2.8,0.2,5.5,0.4,20.1,2.560744,4.0,12.0,-4.18837,23.8706,5.0,19.0,8.2,-7.6,8.3,20.1,12.3,11.3,12.8,-4.8,-20.9,33.4
2018-06,-2.6,0.5,12.8,-11.9,33.5,22.0,11.6,7.6,11.7,13.4,10.8,6.153073,9.9,8.0,10.3625,16.09672,26.7,16.4,8.5,-9.9,-1.3,4.7,1.3,9.6,0.7,-7.0,-24.8,36.2
2018-07,2.3,-1.9,10.6,-14.4,26.7,20.4,9.8,4.0,-8.0,11.7,18.3,8.394293,9.0,1.0,12.16817,14.01471,20.5,17.9,15.2,-7.8,1.3,2.1,9.6,12.1,8.8,-4.4,-20.1,32.5
2018-08,-10.4,-2.4,10.9,-15.6,24.0,26.9,28.2,14.5,6.0,0.6,11.5,7.785828,4.7,0.0,4.663538,18.69394,17.6,18.0,4.9,-7.2,2.6,5.9,9.0,15.2,10.8,-5.6,-24.4,39.0
2018-09,-4.1,-2.6,10.6,-15.9,38.8,19.6,15.4,5.0,-8.6,-4.4,19.9,4.987844,4.1,3.0,-0.5401186,18.50365,14.4,17.5,6.6,-4.0,4.1,9.6,6.7,15.5,4.8,-7.0,-27.4,39.0
2018-10,3.4,0.7,15.7,-14.2,26.2,14.2,21.0,9.9,-20.8,12.4,5.5,0.7773588,2.6,0.0,1.206954,1.125123,18.1,15.7,2.5,-6.0,7.2,20.2,7.5,20.5,12.2,-7.0,-25.4,36.8
2018-11,4.5,5.7,17.9,-6.5,25.3,21.9,-0.5,1.5,-13.6,11.0,16.9,6.163609,1.5,5.0,10.14342,13.34741,17.2,10.9,0.7,-10.4,-5.4,0.2,-6.0,23.3,12.0,-8.1,-27.4,36.8
2018-12,4.4,-0.1,14.9,-15.0,24.8,3.3,-12.4,-7.5,-11.5,-13.5,13.3,9.100024,3.7,-2.0,5.958004,19.34207,19.4,10.1,10.6,-15.8,-7.3,-1.7,-4.5,12.4,3.0,-9.2,-31.3,40.2
2019-01,2.5,-3.4,0.6,-7.5,23.8,19.6,-18.1,-1.9,-17.8,19.4,7.1,4.512551,-3.9,2.0,0.8882683,14.64938,17.7,9.5,-2.2,-19.5,-8.7,-0.9,-5.7,9.4,7.8,-11.3,-34.9,39.7
2019-02,4.8,-3.1,14.0,-20.2,32.0,19.4,1.3,2.2,-12.9,16.8,14.1,-0.5045424,-2.1,10.0,3.87593,4.610443,7.9,15.0,2.1,-25.9,-20.2,-21.4,-13.4,2.3,0.4,-10.8,-34.1,46.1
2019-03,1.6,-10.8,-0.8,-20.8,18.7,17.4,0.2,0.5,-22.5,-6.2,16.1,-2.759694,-3.4,11.0,-1.164721,3.88564,8.6,4.3,6.7,-17.5,-11.1,-6.2,-9.4,3.7,3.6,-11.7,-34.9,46.0
2019-04,-15.7,-13.1,5.7,-31.8,22.7,13.7,22.5,5.1,-3.6,8.4,20.8,-5.497726,2.4,9.0,-3.376832,-4.116347,14.0,-0.2,-5.6,-12.4,-4.8,6.6,-8.7,17.0,8.1,-11.1,-33.3,43.6
2019-05,-7.9,-2.5,8.9,-13.9,26.0,1.9,27.7,3.0,-22.9,-32.9,20.5,-12.10241,-0.4,25.0,-11.20108,-0.1061376,13.2,-0.6,-16.6,-20.2,-13.9,-3.8,-17.7,20.3,11.1,-8.3,-30.3,41.3
2019-06,-5.9,-14.5,-6.8,-22.2,17.7,9.0,-13.0,-7.5,-17.1,-18.4,18.6,-9.51405,-1.9,12.0,-17.6368,1.094652,-1.0,5.8,-14.7,-23.0,-14.1,-5.2,-14.2,6.3,2.4,-10.5,-33.4,40.5
2019-07,6.2,-3.9,4.0,-11.7,10.2,7.4,-14.7,-11.7,-8.5,5.0,27.7,-14.9566,12.5,18.0,-32.8345,5.96468,-15.4,14.5,-27.3,-20.3,-4.0,12.1,-3.8,13.2,10.7,-6.9,-27.0,39.2
2019-08,16.7,0.6,9.5,-8.2,25.5,-13.4,-32.2,-29.0,-8.3,-19.2,41.5,-10.55165,-7.7,14.0,-15.34877,-2.306187,-7.5,-0.2,-21.3,-17.5,-14.3,-19.1,-6.4,3.9,6.1,-11.4,-35.9,47.1
2019-09,-8.5,-17.6,-11.7,-23.5,18.7,-13.1,-17.2,-14.0,1.7,-12.7,11.7,-24.99595,12.7,28.0,-27.52262,-19.46523,2.5,13.5,-30.7,-18.9,-15.0,-17.5,-8.6,12.5,9.9,-9.8,-36.4,47.6
2019-10,-7.7,-15.5,-11.9,-19.2,2.1,-7.3,-17.2,-21.6,-8.4,-13.5,40.2,-17.55908,-11.1,11.0,-29.7982,-11.87903,-6.6,1.5,-35.6,-25.4,-18.6,-17.6,-12.9,-2.3,-0.4,-10.6,-35.8,49.3
2019-11,,,,,,-0.5,-8.0,-13.7,-12.4,-1.4,32.7,-12.84975,-10.5,17.0,-25.85244,4.303178,-9.5,0.8,-26.5,-30.6,-18.6,-9.4,-15.9,1.4,2.6,-8.8,-31.7,37.7
2019-12,,,,,,5.9,-26.8,-15.6,-8.8,-9.4,25.9,-18.57043,-13.0,24.0,-30.03186,-1.679421,-19.7,1.7,-39.9,-25.6,-11.9,8.9,-19.1,-1.8,0.8,-7.1,-24.7,33.5
2020-01,,,,,,-0.5,-45.7,-21.8,-26.4,-3.1,19.0,-13.80421,-8.4,26.0,-20.0846,4.671983,-14.7,-6.0,-24.3,-16.7,-4.3,15.7,-11.9,6.1,0.2,-6.5,-23.0,37.4
2020-02,,,,,,-0.9,-17.8,-12.3,-17.1,-6.5,18.2,-10.17348,-1.5,15.0,-20.11392,4.593495,-12.3,-8.5,-20.1,-16.3,-5.2,13.4,-12.6,16.2,1.0,-6.2,-20.8,36.8
2020-03,,,,,,-23.9,-5.1,-12.9,-24.5,-40.7,9.7,-22.07379,-15.5,12.0,-31.15623,-23.06514,-7.4,4.0,-33.9,-14.8,-9.4,-7.2,-6.2,6.7,-3.1,-8.2,-27.2,36.3
2020-04,,,,,,-62.5,-16.8,-39.3,-36.3,-63.9,38.5,-49.82685,-52.6,26.0,-54.37708,-69.10348,-20.0,-10.5,-48.3,-76.7,-65.6,-88.1,-31.8,-59.9,-7.0,-22.7,-50.5,39.8
2020-05,,,,,,-52.2,-58.1,-50.7,-32.0,-48.0,41.9,-46.10233,-39.3,23.0,-63.22127,-52.0857,-49.2,-16.3,-53.2,-85.3,-75.0,-69.3,-70.4,-54.0,-15.2,-23.7,-51.5,41.7
2020-06,,,,,,-47.8,-44.8,-41.0,-35.6,-54.1,30.3,-37.51595,-59.7,20.0,-60.64246,-31.9054,-55.5,-8.2,-77.1,-82.7,-70.9,-49.8,-80.1,-46.0,-50.4,-21.0,-46.5,41.3
2020-07,,,,,,-8.8,-47.2,-28.0,-28.5,-26.3,27.9,-16.31176,-43.5,19.0,-44.85926,14.92397,-60.8,3.5,-58.6,-69.1,-52.8,-29.6,-59.7,-38.9,-43.2,-16.6,-38.2,36.4
2020-08,,,,,,-12.4,-32.0,-17.0,-55.2,-15.9,6.8,-26.21929,-48.6,21.0,-46.35432,-11.30355,-50.5,-3.9,-65.1,-67.0,-41.1,-12.1,-44.1,-30.3,-41.3,-16.6,-39.2,32.2
2020-09,,,,,,-15.4,-8.9,-13.0,-45.8,-24.5,14.9,-19.99269,-39.7,6.0,-47.52351,-6.454542,-25.4,-1.7,-57.4,-54.4,-30.8,-8.6,-29.4,-26.7,-32.5,-17.9,-39.6,36.6
2020-10,,,,,,-25.2,-21.2,-18.3,-44.5,-41.4,8.6,-2.904065,0.7,1.0,-26.81038,19.09818,-13.8,6.3,-44.3,-60.8,-44.2,-32.2,-39.7,-32.0,-32.0,-20.4,-47.3,35.0
2020-11,,,,,,-33.2,9.9,-10.0,-27.7,-27.0,6.7,-19.52352,-30.2,14.0,-39.84476,-4.725792,-15.0,-4.2,-57.6,-61.8,-38.5,-25.5,-28.1,-22.9,-31.5,-22.6,-46.7,33.1
2020-12,,,,,,-33.0,-7.8,-16.0,-32.5,-29.1,7.1,-10.90362,-25.8,5.0,-27.02702,-0.6838425,-15.7,-3.2,-51.7,-47.7,-31.1,-15.4,-30.1,-9.8,-30.7,-16.2,-35.5,35.9
2021-01,,,,,,-53.0,-32.0,-30.0,-27.0,-52.0,5.0,-24.11496,-2.0,13.0,-36.04986,-23.29502,-2.0,6.0,-31.32016,-50.0,-34.66667,-28.0,-26.0,-20.0,-36.0,-18.5,-44.0,
2021-02,,,,,,-45.0,-42.0,-32.66667,-45.0,-44.0,11.0,-13.16634,-4.0,8.0,-26.08973,-5.409275,-8.0,6.0,-40.56762,-66.0,-31.66667,3.0,-32.0,5.0,-21.0,-13.25,-30.0,
2021-03,,,,,,-3.0,-28.0,-12.0,-23.0,-10.0,5.0,7.600375,11.0,-3.0,-7.153779,26.9549,3.0,22.0,-22.87317,-28.0,-4.333333,31.0,-16.0,25.0,-16.0,-5.0,-17.0,
2021-04,,,,,,,,,,,,7.507985,,,,,,,-19.17042,,,,,,,-4.0,-11.0,
2021-05,,,,,,,,,,,,17.2243,,,,,,,-19.08016,,,,,,,0.75,4.0,
2021-06,,,,,,,,,,,,19.14482,,,,,,,-10.62706,,,,,,,1.0,-2.0,
2021-07,,,,,,,,,,,,24.34018,,,,,,,-5.292911,,,,,,,1.75,-5.0,
2021-08,,,,,,,,,,,,18.11637,,,,,,,-16.7553,,,,,,,0.5,-6.0,
2021-09,,,,,,,,,,,,19.34217,,,,,,,-0.2718297,,,,,,,-5.25,-16.0,
2021-10,,,,,,,,,,,,22.09243,,,,,,,-1.440791,,,,,,,-10.0,-26.0,
2021-11,,,,,,,,,,,,26.46935,,,,,,,3.785857,,,,,,,-7.75,-23.0,
2021-12,,,,,,,,,,,,24.76445,,,,,,,-1.399408,,,,,,,-8.5,-24.0,
2022-01,,,,,,,,,,,,22.2252,,,,,,,-8.321167,,,,,,,-12.5,-32.0,
2022-02,,,,,,,,,,,,19.83504,,,,,,,-8.562737,,,,,,,-20.75,-43.0,
2022-03,,,,,,,,,,,,19.60306,,,,,,,4.128088,,,,,,,-26.0,-49.0,
2022-04,,,,,,,,,,,,11.17597,,,,,,,-10.16883,,,,,,,-33.0,-55.0,
2022-05,,,,,,,,,,,,19.89069,,,,,,,16.92228,,,,,,,-34.5,-56.0,
2022-06,,,,,,,,,,,,10.47896,,,,,,,-1.625637,,,,,,,-35.75,-57.0,
2022-07,,,,,,,,,,,,7.337554,,,,,,,-10.29412,,,,,,,-35.0,-57.0,
2022-08,,,,,,,,,,,,-4.881402,,,,,,,-12.7485,,,,,,,-38.5,-60.0,
2022-09,,,,,,,,,,,,-8.323403,,,,,,,-6.273311,,,,,,,-43.5,-68.0,
2022-10,,,,,,,,,,,,2.425304,,,,,,,-8.440742,,,,,,,-41.0,-61.0,
2022-11,,,,,,,,,,,,-4.865528,,,,,,,-6.217072,,,,,,,-37.25,-58.0,
2022-12,,,,,,,,,,,,-6.56812,,,,,,,-19.39826,,,,,,,-36.0,-53.0,
2023-01,,,,,,,,,,,,1.558532,,,,,,,-20.32117,,,,,,,-38.0,-54.0,
