country,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA
2017-05,-32.3,-25.8,40.2,-1.8,-11.7,0.2,-26.3,22.8,-8.9,74.6,-2.6,-7.4,-25.3,15.2,-4.2,-37.9,-22.0,13.7,-11.2,83.9
2017-06,-28.5,-25.2,38.0,-0.2,-13.6,-0.9,-27.1,18.9,-11.6,74.0,-10.2,-9.6,-24.8,12.8,-4.7,-37.3,-22.3,6.5,-11.5,83.0
2017-07,-30.0,-25.1,34.0,2.7,-14.3,-1.6,-22.8,20.4,-9.6,74.3,-1.5,-10.0,-21.4,11.4,-12.1,-37.2,-22.7,7.6,-17.0,82.6
2017-08,-29.8,-23.7,33.0,1.1,-15.3,-3.9,-19.8,19.4,-8.3,73.8,-1.2,-8.2,-21.8,14.8,1.3,-34.3,-20.7,11.2,-17.8,81.5
2017-09,-20.5,-22.7,41.4,1.2,-9.7,-2.5,-18.6,24.7,-6.9,73.7,0.1,-7.9,-17.9,14.7,1.9,-35.4,-19.4,18.7,-13.5,83.6
2017-10,-21.0,-22.3,47.6,8.6,-7.6,1.6,-6.3,23.9,-3.6,74.0,1.3,-6.9,-10.8,19.3,-0.2,-31.0,-17.6,17.5,-8.9,85.8
2017-11,-23.6,-21.5,45.0,4.2,-7.5,0.5,-8.9,26.5,-0.5,74.5,7.8,-4.0,-8.0,24.2,2.0,-22.8,-16.3,18.1,-20.9,87.3
2017-12,-22.2,-19.6,46.8,-1.9,-6.6,1.6,-5.4,37.0,0.5,74.9,10.1,-3.9,-8.8,20.8,-0.7,-20.1,-16.0,15.7,-9.1,87.0
2018-01,-20.4,-18.2,44.5,8.0,-6.7,2.9,-3.3,35.7,0.7,75.1,6.0,-2.0,-9.4,20.8,-1.2,-24.0,-14.8,19.9,-5.4,87.7
2018-02,-17.7,-19.3,42.0,5.7,-7.1,2.8,-2.7,40.3,1.1,76.0,8.3,-2.9,-9.9,20.7,-1.5,-18.6,-14.1,19.9,-8.9,87.8
2018-03,-20.1,-18.4,45.2,10.7,-4.8,7.7,-5.8,42.7,2.2,76.3,12.2,-2.2,-6.2,20.3,2.8,-18.6,-15.9,16.2,-8.9,90.9
2018-04,-15.5,-18.1,47.4,13.4,-3.6,9.2,-3.9,38.1,0.6,76.7,6.6,-3.0,-7.2,19.9,-0.3,-21.7,-16.7,13.7,-7.8,89.2
2018-05,-14.9,-17.6,44.0,5.8,-6.0,6.6,-5.8,34.1,0.4,76.4,9.7,-3.8,-6.0,19.6,-5.5,-15.7,-14.7,11.5,-10.0,88.3
2018-06,-17.6,-19.9,37.3,-2.2,-8.4,4.5,-12.4,29.9,-2.1,76.0,9.1,-9.6,-4.9,25.1,-6.8,-24.2,-16.7,11.7,-8.0,83.9
2018-07,-15.2,-18.9,40.0,1.1,-8.9,4.5,-7.1,30.0,-0.8,75.4,2.3,-4.2,-9.4,25.7,-5.0,-20.1,-15.2,9.1,-2.7,85.2
2018-08,-13.2,-20.3,40.1,2.2,-9.2,3.0,-5.4,31.2,-1.1,75.6,3.5,-5.7,-10.2,25.2,-3.5,-21.6,-14.1,19.2,-7.9,84.6
2018-09,-11.8,-19.9,35.1,4.1,-9.8,2.9,-9.0,27.2,-4.2,76.5,0.3,-6.4,-13.2,16.7,-3.9,-20.9,-15.3,12.3,-6.2,83.0
2018-10,-12.6,-18.0,42.2,7.4,-6.8,3.8,-11.9,32.0,-5.3,76.0,-1.8,-6.6,-16.6,13.7,-11.4,-20.6,-13.7,20.6,-5.7,85.6
2018-11,-8.3,-15.6,53.1,5.4,-1.1,10.1,-7.2,38.6,-3.5,75.2,0.0,-6.6,-12.3,13.2,-10.8,-15.3,-8.2,26.5,3.2,93.2
2018-12,-6.9,-15.2,55.5,13.1,1.9,9.4,-6.1,37.3,-3.9,74.7,-3.1,-6.8,-9.0,11.5,-7.8,-12.3,-7.7,28.5,-4.3,92.8
2019-01,-8.4,-15.7,58.4,20.4,2.2,9.0,-5.1,44.3,-1.7,74.5,3.8,-6.7,-8.1,14.4,-11.1,-16.8,-7.3,31.7,0.9,95.6
2019-02,-7.6,-15.8,54.0,12.2,-1.2,6.9,-3.4,39.7,-0.7,74.9,2.9,-4.6,-7.0,16.8,-15.6,-14.5,-9.0,26.3,-2.8,94.4
2019-03,-12.5,-17.4,50.4,12.2,-1.6,7.7,-7.1,31.4,-2.9,74.8,2.4,-4.9,-10.6,14.1,-11.3,-12.4,-8.9,24.2,-3.6,91.8
2019-04,-14.4,-17.2,52.3,10.8,-1.2,5.7,-1.5,32.4,-1.9,74.7,1.5,-4.5,-11.0,16.6,-13.8,-15.8,-8.7,24.9,-6.8,89.8
2019-05,-10.6,-18.6,43.7,9.3,-6.3,5.1,-4.1,28.2,-3.3,75.4,-3.5,-5.8,-8.3,17.4,-11.8,-22.4,-10.8,22.1,-6.6,85.9
2019-06,-9.1,-16.4,49.0,11.1,-6.3,5.2,-4.3,21.7,-5.1,74.9,-4.9,-7.6,-11.6,18.1,-11.7,-16.0,-10.0,20.1,-10.3,87.9
2019-07,-5.2,-14.4,50.2,7.8,-4.5,7.4,-10.7,28.1,-5.5,75.3,-5.4,-7.9,-13.0,18.0,-16.8,-13.9,-9.6,19.0,-7.2,88.7
2019-08,-2.7,-12.6,49.1,,-4.8,6.8,-9.6,22.1,-4.8,75.5,-3.0,-6.8,-12.3,20.2,-20.6,-17.3,-9.1,22.1,-8.4,90.2
2019-09,-1.3,-13.0,49.4,,-4.9,5.3,-7.1,20.2,-4.5,75.3,-1.6,-7.1,-11.0,19.0,-20.3,-15.0,-8.7,21.6,-4.7,89.3
2019-10,-0.5,-12.6,49.4,,-3.1,6.0,-8.7,17.4,-5.0,75.6,-3.2,-6.1,-12.8,19.6,-21.1,-16.9,-10.2,15.6,-4.1,89.5
2019-11,1.0,-11.2,49.2,,-2.5,7.0,-4.2,24.1,-2.9,75.2,0.5,-6.5,-10.9,22.2,-17.0,-11.9,-9.3,24.0,-4.2,89.5
2019-12,5.9,-8.5,48.9,,-2.5,5.3,4.4,29.2,-0.1,75.0,3.7,-4.9,-8.1,22.9,-13.5,-14.7,-7.9,26.1,0.6,91.3
2020-01,1.5,-5.7,52.0,,-0.2,5.6,4.4,38.1,1.4,75.8,8.4,-4.6,-8.7,23.3,-14.4,-6.5,-6.7,30.8,-5.5,90.4
2020-02,3.4,-7.3,49.9,,2.0,8.7,4.5,40.9,1.3,76.3,9.3,-5.3,-7.3,20.2,-12.0,-14.4,-7.1,32.0,-2.5,88.3
2020-03,6.3,-8.8,24.5,,-7.8,3.7,-0.6,27.0,-1.9,75.5,5.2,-3.4,-9.3,11.3,-21.2,-27.0,-19.8,12.4,-5.1,80.1
2020-04,-31.0,-35.2,8.6,,-33.0,-23.5,-54.9,-47.7,-41.3,57.7,-41.5,-15.8,-58.0,-55.8,-37.2,-86.5,-58.2,-43.0,-51.2,58.2
2020-05,-45.3,-31.8,9.8,,-30.9,-17.7,-58.1,-44.1,-38.5,60.4,-41.7,-13.3,-59.3,-41.9,-46.7,-87.5,-48.4,-13.5,-42.6,62.0
2020-06,-39.0,-22.9,35.8,,-17.2,-3.1,-35.8,-26.4,-23.1,66.5,-21.1,-13.5,-37.5,-1.3,-28.8,-75.0,-35.7,10.8,-32.1,70.9
2020-07,-26.7,-16.5,33.1,,-16.6,-1.7,-22.6,-7.5,-10.8,72.2,-1.5,-9.6,-20.5,18.4,-25.5,-69.4,-31.0,10.8,-20.9,78.8
2020-08,-15.8,-12.5,35.7,,-9.3,6.2,-1.6,9.4,-1.6,75.0,9.5,-5.7,-12.3,28.3,-25.7,-39.4,-14.7,25.6,-15.2,79.8
2020-09,1.8,-9.3,36.0,,-6.2,7.9,12.5,24.4,6.3,78.1,18.6,-1.7,1.3,32.6,-15.8,-41.2,-9.2,37.4,-7.8,82.7
2020-10,8.0,-5.6,30.2,,-8.5,1.9,27.7,32.8,11.3,79.7,20.5,1.0,8.5,36.2,-13.2,-36.8,-13.3,32.8,-10.7,82.3
2020-11,2.7,-6.5,32.2,,-7.3,6.1,26.4,39.9,13.7,79.7,20.0,6.3,13.9,31.2,-8.2,-46.8,-20.0,23.5,-12.1,81.8
2020-12,6.1,-6.3,37.7,,-7.0,10.1,25.0,44.5,15.3,79.3,21.2,7.7,17.5,32.2,-4.8,-34.7,-15.5,28.2,-10.7,78.4
2021-01,0.5,-7.0,34.4,,-6.8,8.5,17.6,47.1,11.8,79.8,18.7,5.9,13.6,22.4,-3.9,-39.9,-20.0,24.4,-4.9,75.8
2021-02,-0.5,-7.6,37.6,,-6.7,5.5,19.8,45.4,8.5,79.3,13.1,5.1,9.3,10.9,-3.7,-35.2,-19.0,24.1,-12.3,78.0
2021-03,-4.6,-10.6,5.9,,-22.1,2.2,15.0,36.4,4.9,78.5,10.9,2.8,8.7,4.5,3.7,-53.7,-29.7,10.6,-16.9,68.5
2021-04,-12.8,-15.4,36.9,,-9.2,0.7,16.5,36.9,3.6,76.8,9.5,0.6,5.2,3.8,5.8,-45.6,-22.4,17.8,-14.3,72.5
2021-05,-9.6,-12.8,40.6,,-5.3,8.5,13.2,35.7,4.0,77.8,9.3,0.5,4.3,11.1,9.3,-45.0,-14.6,24.1,-4.1,76.2
2021-06,-0.1,-7.8,32.4,,-8.1,7.0,20.0,39.1,6.9,79.2,15.1,-2.3,11.9,19.2,11.8,-36.6,-10.7,24.7,-7.5,80.8
2021-07,7.2,-4.5,38.3,,-4.0,10.2,14.5,41.8,7.7,79.8,16.7,1.1,7.7,20.2,6.4,-40.4,-9.5,35.5,-7.6,82.4
2021-08,11.3,-3.9,39.2,,-4.9,7.2,9.5,39.0,6.6,79.5,16.8,0.0,7.3,20.7,5.4,-43.3,-11.3,34.4,0.9,80.9
2021-09,14.3,-4.7,31.5,,-10.2,2.5,5.8,36.6,6.0,80.1,16.5,1.8,3.1,19.6,8.6,-41.7,-11.8,35.3,-8.2,74.2
2021-10,14.2,-5.0,39.4,,-8.3,8.1,10.9,29.9,4.9,81.2,17.2,-0.3,1.9,18.8,9.2,-33.7,-7.8,40.5,6.0,75.9
2021-11,9.3,-4.7,34.9,,-10.1,6.5,6.2,25.9,2.4,80.7,12.2,-3.8,1.9,21.1,1.3,-33.7,-11.3,41.5,3.1,74.7
2021-12,11.3,-3.1,29.0,,-11.4,11.6,-2.6,24.7,0.6,79.7,10.2,-3.7,0.2,18.9,1.2,-35.1,-8.4,39.6,10.8,76.0
2022-01,6.1,-6.1,28.6,,-10.3,8.3,-14.0,22.4,-1.0,80.7,10.9,-0.6,-6.4,13.6,4.8,-26.9,-15.7,29.9,0.0,74.8
2022-02,4.6,-5.5,37.9,,-10.0,7.9,-16.7,13.2,-2.7,80.1,10.1,-0.8,-7.8,12.3,0.8,-33.4,-17.0,26.3,-7.6,77.7
2022-03,8.4,-6.2,29.2,,-9.3,10.1,-9.6,9.0,-4.3,80.3,7.4,-3.3,-9.5,9.2,-1.1,-28.9,-15.5,25.8,-7.0,75.5
2022-04,11.4,-3.0,26.9,,-9.9,7.8,1.3,17.2,-2.7,79.9,8.2,-7.0,-5.1,13.5,0.7,-30.3,-10.3,32.7,-0.9,78.8
2022-05,8.3,-3.5,31.0,,-7.3,6.2,7.1,20.7,-0.4,80.9,9.6,-6.2,-5.9,19.4,1.1,-26.3,-5.0,37.1,0.7,76.2
2022-06,10.5,-2.8,31.6,,-7.1,10.2,8.4,21.9,0.4,81.2,10.0,-6.1,-3.8,21.4,3.0,-20.1,-5.1,35.5,-0.5,79.1
2022-07,11.4,-3.5,29.4,,-9.4,7.9,0.3,19.3,-1.1,82.0,11.4,-5.1,-3.7,14.0,9.1,-17.9,-2.3,34.5,-0.4,79.8
2022-08,10.3,-2.1,35.8,,-6.1,10.5,3.2,25.2,0.0,82.0,12.2,-3.8,-1.9,10.3,-0.9,-12.9,-2.3,30.9,2.8,82.2
2022-09,10.4,0.2,41.7,,-3.4,12.3,-3.4,28.4,-0.9,80.7,12.3,-3.7,-5.7,9.7,-5.6,-8.4,-3.2,29.4,-3.2,86.9
2022-10,8.9,-0.6,35.5,,-5.1,14.0,-8.6,16.2,-4.4,80.6,9.7,-6.7,-10.4,10.6,-8.3,-14.7,-6.7,23.0,3.6,87.4
2022-11,11.4,-4.7,29.1,,-10.8,2.5,-14.6,7.4,-7.4,79.8,6.9,-7.4,-18.1,10.9,-14.9,-16.3,-16.6,14.1,-5.4,84.3
2022-12,4.9,-4.7,28.4,,-9.7,6.3,-8.7,10.7,-6.3,79.6,2.2,-6.4,-16.9,13.5,-16.8,-20.5,-14.4,17.5,1.6,87.7
2023-01,0.4,-5.4,27.0,,-12.1,8.9,-11.0,15.4,-6.3,78.8,3.2,-6.6,-16.9,11.8,-13.0,-18.4,-20.0,9.1,-5.9,86.7
2023-02,-2.4,-4.9,23.6,,-12.1,8.4,-7.2,10.6,-7.3,78.9,2.0,-8.2,-16.7,9.9,-11.7,-16.3,-18.6,14.2,0.1,85.5
2023-03,-4.8,-4.7,30.6,,-10.2,10.1,-8.7,20.0,-4.9,79.2,9.7,-9.4,-14.5,16.1,-12.0,-16.8,-17.2,16.2,-3.5,87.8
2023-04,1.3,-4.8,27.0,,-12.2,12.2,-11.8,12.2,-5.6,80.7,3.6,-7.5,-15.5,19.8,-7.5,-14.6,-13.2,17.4,-4.5,87.5
2023-05,3.4,-5.5,27.8,,-11.9,8.0,-14.8,7.0,-7.2,80.2,5.2,-8.2,-16.5,14.9,-13.1,-16.3,-14.3,11.1,-6.3,89.5
2023-06,-2.2,-6.0,34.8,,-9.9,11.5,-13.0,10.4,-6.8,80.2,6.4,-9.8,-14.9,16.0,-13.8,-17.6,-13.1,12.3,-0.2,91.9
2023-07,3.3,-4.8,31.3,,-11.9,10.7,-15.7,12.4,-8.8,80.7,6.9,-11.7,-18.8,11.6,-13.7,-19.0,-11.3,16.3,4.1,94.2
2023-08,3.7,-4.5,35.5,,-10.5,8.2,-18.2,7.6,-8.9,80.6,7.9,-11.3,-18.9,13.3,-14.6,-17.6,-11.2,13.8,0.9,95.0
2023-09,5.8,-3.5,30.7,,-11.7,8.5,-10.6,8.6,-9.5,81.6,3.4,-12.0,-20.5,10.9,-10.1,-19.7,-12.6,12.0,2.1,94.9
2023-10,1.5,-4.8,27.5,,-12.9,5.3,-8.9,9.0,-9.2,80.7,0.7,-10.7,-18.9,9.5,-15.1,-8.4,-8.7,14.3,-0.7,92.7
2023-11,2.6,-3.9,26.6,,-11.6,9.9,-7.4,9.8,-6.9,80.9,3.9,-8.4,-15.2,10.8,-13.7,-13.7,-15.6,15.4,-2.8,92.3
2023-12,0.7,-4.0,28.8,,-10.7,9.9,-6.0,18.9,-4.4,81.1,6.9,-7.0,-15.3,14.9,-11.1,-8.6,-14.7,13.4,-2.3,93.2
2024-01,-0.7,-4.2,36.4,,-9.5,11.2,-2.4,24.5,-2.6,81.0,2.0,-5.0,-12.6,19.0,-10.1,-15.2,-8.3,31.1,-4.9,90.8
