country,MEX,MEX,MEX,MEX,MEX,MEX
subject,BSCI,BSCURT,BSFGLV,BSPRTE,CSCICP02,CSESFT
measure,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA
unit,,,,,,
powercode,Units,Units,Units,Units,Units,Units
reference_period,,,,,,
time,,,,,,
1978-01,,,-3.0,23.03482,,
1978-02,,,0.0,23.81142,,
1978-03,,,0.0,4.654089,,
1978-04,,,-14.0,12.22383,,
1978-05,,,1.0,2.441013,,
1978-06,,,-3.0,13.37443,,
1978-07,,,-2.0,13.23392,,
1978-08,,,-5.0,18.61941,,
1978-09,,,-14.0,7.737743,,
1978-10,,,-1.0,16.68506,,
1978-11,,,-10.0,22.42045,,
1978-12,,,-9.0,8.938973,,
1979-01,,,-5.0,12.61883,,
1979-02,,,-13.0,8.209948,,
1979-03,,,-16.0,23.90753,,
1979-04,,,-13.0,19.52498,,
1979-05,,,-6.0,16.14236,,
1979-06,,,-8.0,6.264369,,
1979-07,,,-8.0,12.25925,,
1979-08,,,-8.0,11.02504,,
1979-09,,,-4.0,27.3543,,
1979-10,,,-13.0,9.178443,,
1979-11,,,-11.0,3.914042,,
1979-12,,,-6.0,26.23931,,
1980-01,,,-5.0,13.25573,,
1980-02,,,-8.0,-1.863286,,
1980-03,,,-6.0,14.13806,,
1980-04,,,-11.0,16.2471,,
1980-05,,,-5.0,9.346197,,
1980-06,,,-5.0,9.527221,,
1980-07,,,-2.0,16.06872,,
1980-08,,,-3.0,20.10498,,
1980-09,,,-4.0,17.88093,,
1980-10,,,-5.0,10.44957,,
1980-11,,,-4.0,16.4192,,
1980-12,,,3.0,9.278517,,
1981-01,,,-3.0,-2.85084,,
1981-02,,,0.0,7.691493,,
1981-03,,,-3.0,5.650076,,
1981-04,,,0.0,3.388519,,
1981-05,,,1.0,22.13456,,
1981-06,,,0.0,25.01346,,
1981-07,,,-3.0,12.46427,,
1981-08,,,4.0,6.464914,,
1981-09,,,3.0,21.31062,,
1981-10,,,2.0,4.010723,,
1981-11,,,3.0,7.545336,,
1981-12,,,4.0,15.25282,,
1982-01,,,5.0,5.06386,,
1982-02,,,6.0,4.689682,,
1982-03,,,-5.0,6.839391,,
1982-04,,,-3.0,-5.230802,,
1982-05,,,-3.0,12.75475,,
1982-06,,,13.0,-9.068199,,
1982-07,,,9.0,-17.77037,,
1982-08,,,18.0,-13.1708,,
1982-09,,,15.0,-10.85936,,
1982-10,,,15.0,3.199418,,
1982-11,,,2.0,-3.027584,,
1982-12,,,-4.0,-5.288417,,
1983-01,,,-3.0,9.780051,,
1983-02,,,-1.0,20.03053,,
1983-03,,,-2.0,-1.988884,,
1983-04,,,0.0,12.80312,,
1983-05,,,6.0,-5.099538,,
1983-06,,,14.0,-0.5702218,,
1983-07,,,12.0,7.022416,,
1983-08,,,13.0,-2.238354,,
1983-09,,,17.0,-6.882711,,
1983-10,,,12.0,17.16521,,
1983-11,,,12.0,1.408639,,
1983-12,,,10.0,-3.818748,,
1984-01,,,12.0,1.931615,,
1984-02,,,5.0,10.87551,,
1984-03,,,8.0,3.514223,,
1984-04,,,8.0,-1.688276,,
1984-05,,,1.0,18.51873,,
1984-06,,,8.0,17.25469,,
1984-07,,,3.0,11.22625,,
1984-08,,,11.0,23.38434,,
1984-09,,,-1.0,7.97877,,
1984-10,,,4.0,6.133647,,
1984-11,,,4.0,-5.490239,,
1984-12,,,6.0,21.58474,,
1985-01,,,-2.0,22.11016,,
1985-02,,,5.0,2.965276,,
1985-03,,,2.0,12.63511,,
1985-04,,,6.0,7.530081,,
1985-05,,,4.0,10.10185,,
1985-06,,,9.0,12.17873,,
1985-07,,,8.0,28.11394,,
1985-08,,,10.0,8.71865,,
1985-09,,,11.0,1.469752,,
1985-10,,,7.0,7.433619,,
1985-11,,,9.0,16.1069,,
1985-12,,,2.0,-11.39516,,
1986-01,,,3.0,-3.322212,,
1986-02,,,7.0,-3.27603,,
1986-03,,,14.0,11.80557,,
1986-04,,,13.0,12.20941,,
1986-05,,,16.0,-17.12961,,
1986-06,,,17.0,-12.84853,,
1986-07,,,15.0,1.668967,,
1986-08,,,14.0,-2.132397,,
1986-09,,,11.0,24.33968,,
1986-10,,,12.14,-1.753793,,
1986-11,,,13.5,13.29621,,
1986-12,,,9.28,8.735227,,
1987-01,,,14.64,19.73436,,
1987-02,,,0.99,15.32481,,
1987-03,,,3.63,-0.7562674,,
1987-04,,,8.9,6.09801,,
1987-05,,,6.93,30.81012,,
1987-06,,,11.53,25.98752,,
1987-07,,,6.13,12.29818,,
1987-08,,,0.41,19.73857,,
1987-09,,,5.44,31.62391,,
1987-10,,,1.08,21.88756,,
1987-11,,,-9.13,16.46041,,
1987-12,,,-6.14,27.50649,,
1988-01,,,-9.38,1.210662,,
1988-02,,,-7.19,27.33429,,
1988-03,,,4.11,-21.51534,,
1988-04,,,4.15,34.15326,,
1988-05,,,2.72,10.70057,,
1988-06,,,-0.18,19.00872,,
1988-07,,,-0.36,-3.903404,,
1988-08,,,-9.03,21.15802,,
1988-09,,,-2.54,13.19176,,
1988-10,,,-5.14,17.40751,,
1988-11,,,-4.07,31.5776,,
1988-12,,,-4.45,22.54109,,
1989-01,,,-6.59,15.46287,,
1989-02,,,-4.95,0.9751363,,
1989-03,,,-8.84,15.5573,,
1989-04,,,-7.21,26.02457,,
1989-05,,,-4.58,8.948801,,
1989-06,,,-5.0,18.85947,,
1989-07,,,-1.01,15.39135,,
1989-08,,,3.74,14.89099,,
1989-09,,,-1.08,5.846746,,
1989-10,,,-2.13,12.26722,,
1989-11,,,-1.34,8.939971,,
1989-12,,,-6.46,16.10975,,
1990-01,,,-5.35,19.58247,,
1990-02,,,2.1,16.29596,,
1990-03,,,7.01,19.41317,,
1990-04,,,3.79,-5.25686,,
1990-05,,,3.49,15.40154,,
1990-06,,,0.69,4.355047,,
1990-07,,,8.07,17.84195,,
1990-08,,,10.95,-4.363932,,
1990-09,,,10.98,8.678488,,
1990-10,,,3.37,14.03664,,
1990-11,,,5.28,-2.407247,,
1990-12,,,7.09,1.203624,,
1991-01,,,5.16,12.76531,,
1991-02,,,-1.34,4.755382,,
1991-03,,,1.52,17.03361,,
1991-04,,,5.44,25.57984,,
1991-05,,,8.07,-26.67242,,
1991-06,,,6.35,4.393105,,
1991-07,,,8.39,18.00474,,
1991-08,,,8.44,15.95091,,
1991-09,,,10.23,1.818044,,
1991-10,,,5.65,4.653705,,
1991-11,,,2.9,-6.55968,,
1991-12,,,9.3,-4.742521,,
1992-01,,,0.1,-0.6062117,,
1992-02,,,8.0,6.972161,,
1992-03,,,6.5,1.513254,,
1992-04,,,8.3,11.69751,,
1992-05,,,10.7,6.393236,,
1992-06,,,12.1,12.43661,,
1992-07,,,11.9,1.143958,,
1992-08,,,11.0,-14.73576,,
1992-09,,,11.1,14.33151,,
1992-10,,,8.6,0.7235303,,
1992-11,,,9.5,0.6555439,,
1992-12,,,7.5,3.450568,,
1993-01,,,20.5,1.530832,,
1993-02,,,16.6,19.05023,,
1993-03,,,9.6,7.10996,,
1993-04,,,21.5,-4.820868,,
1993-05,,,16.2,0.2842724,,
1993-06,,,15.8,-5.239806,,
1993-07,,,17.7,-1.40676,,
1993-08,,,19.3,-1.189158,,
1993-09,,,18.7,4.599729,,
1993-10,,,14.9,3.571633,,
1993-11,,,11.2,10.37991,,
1993-12,,,12.2,6.804294,,
1994-01,,,11.0,8.931705,,
1994-02,,,7.8,10.58787,,
1994-03,,,9.9,-3.196974,,
1994-04,,,12.1,44.15952,,
1994-05,,,15.1,-19.42705,,
1994-06,,,11.5,18.78908,,
1994-07,,,11.9,0.231115,,
1994-08,,,9.3,12.8179,,
1994-09,,,12.1,7.219853,,
1994-10,,,9.9,3.309386,,
1994-11,,,6.4,11.78489,,
1994-12,,,7.8,-2.362863,,
1995-01,,,19.1,-9.466187,,
1995-02,,,22.9,-4.159303,,
1995-03,,,14.8,-11.92049,,
1995-04,,,22.7,-5.94825,,
1995-05,,,18.7,-4.591561,,
1995-06,,,20.7,-8.487245,,
1995-07,,,18.3,-2.75859,,
1995-08,,,18.5,8.927542,,
1995-09,,,14.1,3.676855,,
1995-10,,,10.2,4.123572,,
1995-11,,,5.6,16.21519,,
1995-12,,,8.8,12.54976,,
1996-01,,,7.3,7.240779,,
1996-02,,,12.0,1.019293,,
1996-03,,,15.6,-2.11715,,
1996-04,,,12.2,5.319786,,
1996-05,,,9.3,9.609296,,
1996-06,,,13.4,3.930281,,
1996-07,,,8.3,17.04529,,
1996-08,,,11.5,1.329991,,
1996-09,,,12.2,-6.914467,,
1996-10,,,6.8,11.32513,,
1996-11,,,3.6,-2.508656,,
1996-12,,,-2.3,15.855,,
1997-01,,,9.6,13.62061,,
1997-02,,,8.4,3.236108,,
1997-03,,,11.5,10.44555,,
1997-04,,,8.7,32.66232,,
1997-05,,,8.3,-18.86762,,
1997-06,,,16.7,5.163041,,
1997-07,,,11.7,11.72832,,
1997-08,,,10.4,-10.66826,,
1997-09,,,12.3,15.59378,,
1997-10,,,11.0,10.53793,,
1997-11,,,9.3,0.6419843,,
1997-12,,,7.2,1.102735,,
1998-01,1.099492,74.31207,13.0,6.01578,,
1998-02,1.101467,74.1302,14.0,6.430372,,
1998-03,1.07752,74.0393,11.0,15.33694,,
1998-04,1.052516,73.86399,19.0,2.354534,,
1998-05,1.066849,74.62754,16.0,8.004302,,
1998-06,1.054201,73.75835,12.0,8.830957,,
1998-07,1.040317,73.80297,15.0,13.95491,,
1998-08,0.9510058,73.72562,14.0,-5.932042,,
1998-09,0.8622538,73.47977,12.0,7.817413,,
1998-10,0.8868106,73.78603,14.0,-0.6243687,,
1998-11,0.888392,73.39375,13.0,3.676559,,
1998-12,0.8767393,72.71411,11.0,6.396906,,
1999-01,0.8995494,72.79172,10.0,-2.877315,,
1999-02,0.9716126,72.05224,15.0,18.14953,,
1999-03,0.9983129,72.84516,8.0,-0.3206338,,
1999-04,1.037704,72.56416,17.0,5.285436,,
1999-05,1.037251,72.05193,15.0,-5.901762,,
1999-06,1.063668,72.25475,16.0,4.038898,,
1999-07,1.054083,72.66876,10.0,-10.39165,,
1999-08,1.073628,72.34057,10.0,6.776643,,
1999-09,1.085998,72.82712,10.0,-1.043554,,
1999-10,1.064489,72.80492,10.0,2.969392,,
1999-11,1.043329,72.48068,5.0,10.90089,,
1999-12,1.068085,73.40261,4.0,2.461829,,
2000-01,1.076743,72.329,5.0,14.24793,,
2000-02,1.102636,73.65619,1.0,14.83098,,
2000-03,1.099408,72.60696,11.0,-0.3184204,,
2000-04,1.082288,72.56446,12.0,1.808154,,
2000-05,1.079882,72.77733,13.0,13.84351,,
2000-06,1.069108,73.03773,15.0,18.36703,,
2000-07,1.106248,73.06692,14.0,1.16677,,
2000-08,1.126215,73.66959,7.0,9.937622,,
2000-09,1.089673,73.40133,6.0,5.431643,,
2000-10,1.081448,72.88817,6.0,7.588738,,
2000-11,1.107719,72.93362,7.0,12.13416,,
2000-12,1.118789,71.65802,11.0,-1.536934,,
2001-01,1.073704,72.31293,10.0,2.1286,,
2001-02,1.041596,72.5743,11.0,3.386614,,
2001-03,1.062659,72.65445,12.0,12.15876,,
2001-04,0.9665028,72.20797,14.0,2.872643,46.906,52.666
2001-05,0.9283422,71.82714,15.0,7.431931,44.445,49.216
2001-06,0.9544316,71.16142,20.0,-15.19949,44.015,49.334
2001-07,0.9348989,70.24483,13.0,5.13713,46.137,53.08
2001-08,0.89854,69.98312,16.0,10.28311,47.384,53.274
2001-09,0.8762292,69.22151,23.0,-2.126979,44.663,49.152
2001-10,0.8040792,69.84616,15.0,3.696716,42.297,44.214
2001-11,0.8286939,69.84452,13.0,-6.678067,42.797,46.427
2001-12,0.8150523,69.92253,11.0,5.298884,42.707,46.359
2002-01,0.8653418,69.94016,13.0,-0.7500591,36.815,38.541
2002-02,0.9071364,69.68488,16.0,-5.579615,38.27,40.811
2002-03,0.9615334,69.60448,17.0,9.254779,39.481,43.042
2002-04,0.983071,70.54563,16.0,25.37243,40.063,43.707
2002-05,0.9922145,70.76748,15.0,-20.42429,40.93,43.757
2002-06,0.9545931,70.75257,15.0,-5.885231,41.041,43.133
2002-07,0.9648845,71.97218,13.0,2.490785,41.608,43.899
2002-08,0.9523739,71.1742,15.0,-1.833163,42.305,44.707
2002-09,0.9333365,71.02652,15.0,6.385933,42.025,46.112
2002-10,0.9532986,71.09501,15.0,-0.6896738,41.826,44.294
2002-11,0.927277,70.75198,11.0,-2.25866,43.354,44.825
2002-12,0.9249383,70.09856,10.0,10.16556,42.4,44.889
2003-01,0.8984683,71.54627,18.0,-0.9849989,40.746,44.233
2003-02,0.8908652,70.88911,14.0,7.373324,39.797,43.153
2003-03,0.8522652,70.80437,13.0,-3.845649,37.504,39.424
2003-04,0.9026773,71.0822,16.0,15.8222,40.217,43.486
2003-05,0.9439408,70.53705,13.0,-5.426304,40.286,44.93
2003-06,0.9238003,71.27157,17.0,-1.885795,40.915,46.296
2003-07,0.9177907,71.24118,16.0,11.6248,40.955,46.17
2003-08,0.9119015,71.2068,15.0,0.5154089,40.898,45.705
2003-09,0.9217008,71.00275,13.0,9.783049,40.142,45.287
2003-10,0.9299574,71.29333,13.0,8.64642,40.575,44.9
2003-11,0.9219738,70.96651,8.0,7.391844,40.268,44.924
2003-12,0.9515688,71.77209,9.0,4.540824,39.063,43.836
2004-01,1.032456,71.15524,10.0,12.24689,39.523,43.787
2004-02,1.043076,71.48331,5.0,4.580759,40.034,44.238
2004-03,1.000824,72.26955,6.0,2.228888,39.127,42.21
2004-04,1.050102,71.38319,6.0,5.606692,39.901,43.667
2004-05,1.064017,71.27278,5.0,8.813605,40.468,43.812
2004-06,1.069594,71.76585,8.0,14.66666,40.763,44.422
2004-07,1.066352,71.64531,10.0,0.8934537,39.589,43.208
2004-08,1.070904,71.38068,10.0,-6.131921,39.207,43.823
2004-09,1.074987,72.25406,9.0,0.7330375,40.13,44.026
2004-10,1.066908,72.20663,9.0,5.306245,39.797,44.829
2004-11,1.074962,72.0006,3.0,3.292585,40.251,44.796
2004-12,1.070733,72.57212,4.0,1.74121,41.118,44.897
2005-01,1.077157,72.42137,7.0,3.758196,41.942,46.059
2005-02,1.087912,72.01952,13.0,8.605129,43.758,47.688
2005-03,1.080201,71.64729,10.0,5.537437,42.225,46.098
2005-04,1.078432,72.19097,8.0,19.9508,41.181,44.083
2005-05,1.079446,72.40397,9.0,-26.29592,40.14,44.586
2005-06,1.073034,70.8119,6.0,-0.7678956,40.898,44.127
2005-07,1.067911,70.86646,12.0,0.3430257,41.041,45.224
2005-08,1.06401,71.78196,6.0,8.309782,40.084,43.574
2005-09,1.072374,72.35123,6.0,3.658238,41.647,44.499
2005-10,1.093938,71.70994,7.0,0.5442609,42.763,46.436
2005-11,1.089787,73.6764,7.0,13.28873,43.251,46.558
2005-12,1.102229,72.60509,15.0,-1.135358,43.632,46.993
2006-01,1.112393,72.21858,10.0,4.248394,43.864,46.84
2006-02,1.104393,72.61582,9.0,-0.00086689,44.397,47.828
2006-03,1.117671,73.54316,6.0,5.989934,44.898,47.893
2006-04,1.118266,72.67992,9.0,5.368268,44.7,48.89
2006-05,1.110645,74.50392,3.0,18.33702,44.278,47.7
2006-06,1.116874,74.45467,6.0,7.665184,44.227,48.802
2006-07,1.140278,74.24075,14.0,3.1455,44.838,49.19
2006-08,1.134493,74.15582,12.0,10.07859,44.651,48.988
2006-09,1.147637,73.86708,9.0,4.317032,44.839,49.381
2006-10,1.130425,74.68432,10.0,4.170481,45.254,50.969
2006-11,1.120259,74.01455,12.0,5.858005,44.343,50.595
2006-12,1.164793,73.88008,12.0,11.44475,44.098,50.762
2007-01,1.169313,73.73081,12.0,-10.66535,42.617,49.504
2007-02,1.188423,73.84041,11.0,3.257374,42.798,48.103
2007-03,1.179083,74.34316,10.0,6.518511,42.973,49.013
2007-04,1.176003,74.69514,14.0,-2.129938,43.26,47.771
2007-05,1.155232,73.6325,9.0,13.79642,43.596,49.355
2007-06,1.150497,73.97434,13.0,-1.906227,43.135,48.126
2007-07,1.144382,73.26651,14.0,0.8469903,42.914,46.975
2007-08,1.152232,74.47599,10.0,9.718106,43.496,48.578
2007-09,1.131204,74.20973,11.0,-5.193473,42.612,46.79
2007-10,1.133985,74.08047,6.0,7.697668,42.246,43.66
2007-11,1.140505,73.59579,10.0,-15.47537,41.911,44.422
2007-12,1.131021,73.45907,16.0,2.026322,42.211,44.964
2008-01,1.130994,74.81638,16.0,16.70214,42.022,44.204
2008-02,1.066025,74.43027,7.0,2.741046,41.627,44.153
2008-03,1.055028,72.79639,9.0,6.113406,41.503,44.026
2008-04,0.9978368,73.53662,9.0,12.59766,39.973,42.925
2008-05,1.016345,72.89418,14.0,-27.18299,38.975,41.907
2008-06,0.9977691,73.07265,12.0,2.342736,37.675,39.812
2008-07,0.9734637,73.31099,11.0,6.28518,36.51,38.151
2008-08,0.9934102,72.34209,14.0,-5.806202,36.749,38.239
2008-09,0.9389476,72.54945,11.0,-0.3932215,36.211,38.445
2008-10,0.8014831,72.14475,11.0,-5.632719,35.064,36.415
2008-11,0.7644813,71.24106,21.0,-6.340187,35.832,38.281
2008-12,0.71539,68.20848,15.0,-12.17918,34.645,35.986
2009-01,0.6929675,67.87112,18.0,-4.769436,34.209,37.672
2009-02,0.6762324,67.96219,17.0,-9.728233,33.683,38.349
2009-03,0.7121727,68.31665,13.0,-3.879104,33.35,38.009
2009-04,0.7680355,67.96788,16.0,-4.892056,34.474,39.687
2009-05,0.7488793,67.97992,8.0,-7.901101,33.363,39.166
2009-06,0.7736712,68.76218,13.0,3.237278,34.114,39.837
2009-07,0.8038216,69.43505,12.0,5.893621,35.667,41.127
2009-08,0.8292511,69.16676,12.0,4.159946,34.035,41.182
2009-09,0.8687026,68.77118,8.0,15.4221,34.038,39.861
2009-10,0.894271,68.98651,8.0,3.274387,33.415,39.028
2009-11,0.8957729,70.0425,5.0,0.8115297,34.017,40.001
2009-12,0.93757,69.53065,8.0,14.48205,33.751,40.396
2010-01,0.9379078,69.90081,12.0,1.660199,34.513,41.364
2010-02,0.9892442,70.56593,9.0,14.74336,34.53,40.739
2010-03,1.057847,70.81444,8.0,6.494317,34.726,41.176
2010-04,1.10579,71.28614,5.0,8.958207,34.962,40.431
2010-05,1.121906,71.80529,8.0,9.748149,35.886,41.693
2010-06,1.137213,72.10149,8.0,11.30111,36.557,42.462
2010-07,1.144544,71.40457,9.0,2.384302,36.299,42.457
2010-08,1.152343,72.31075,9.0,-3.01463,36.667,42.312
2010-09,1.155525,71.87644,8.0,4.861187,37.868,44.172
2010-10,1.159768,72.47337,6.0,8.291637,38.248,46.037
2010-11,1.173741,72.88658,8.0,19.0574,38.134,43.961
2010-12,1.184743,73.20885,13.0,-5.886319,38.019,44.07
2011-01,1.175831,72.91494,11.0,2.857766,38.073,43.958
2011-02,1.179296,73.06396,10.0,10.58096,38.799,44.371
2011-03,1.164634,73.1208,11.0,-0.301763,38.498,43.837
2011-04,1.151158,73.43712,9.0,-2.121094,37.576,43.696
2011-05,1.150847,73.36014,9.0,1.504938,37.665,42.891
2011-06,1.152139,72.09213,8.0,2.226287,38.476,43.976
2011-07,1.149039,72.87073,12.0,2.849612,38.952,44.507
2011-08,1.111587,72.46801,12.0,18.77788,38.431,43.713
2011-09,1.107739,73.86193,6.0,-6.958649,38.091,43.837
2011-10,1.097449,73.66241,8.0,10.94191,38.378,43.757
2011-11,1.11054,73.88618,7.0,10.24377,38.318,43.98
2011-12,1.09905,73.72483,7.0,11.23247,37.578,41.662
2012-01,1.111369,74.31136,10.0,13.84674,39.019,43.304
2012-02,1.123189,73.98988,9.0,0.5002621,39.467,44.856
2012-03,1.111096,74.39569,7.0,-3.713224,39.065,44.264
2012-04,1.099439,73.36538,7.0,3.889911,40.218,45.487
2012-05,1.079764,73.95603,4.0,7.009751,40.001,45.507
2012-06,1.089371,74.86971,7.0,7.503306,39.336,45.186
2012-07,1.087192,74.93987,9.0,0.2722729,40.272,46.359
2012-08,1.110714,75.26823,9.0,2.845777,40.404,46.889
2012-09,1.114763,74.31472,10.0,-1.45001,39.085,45.631
2012-10,1.128366,74.92567,6.0,-4.974243,40.155,45.851
2012-11,1.139001,74.83896,5.0,3.584903,39.906,46.218
2012-12,1.151015,74.42624,7.0,12.54003,40.97,48.05
2013-01,1.15817,74.23886,5.0,2.958247,41.331,48.109
2013-02,1.158139,73.73216,1.0,4.525286,40.355,46.148
2013-03,1.152698,73.84998,5.0,13.85521,40.119,46.317
2013-04,1.15162,73.30569,6.0,5.047722,39.846,45.881
2013-05,1.154352,72.97096,9.0,-19.56697,39.534,45.265
2013-06,1.126763,73.02777,8.0,0.6360272,38.369,43.386
2013-07,1.12015,72.55573,7.0,11.83097,39.885,44.67
2013-08,1.121931,72.60941,6.0,10.62662,40.286,45.218
2013-09,1.071048,72.59804,4.0,-0.3005707,39.064,43.794
2013-10,1.046783,72.11887,4.0,11.55942,38.444,42.803
2013-11,1.028943,71.11147,6.0,4.179729,37.474,40.378
2013-12,1.05494,71.37185,10.0,0.6635727,37.112,40.837
2014-01,1.041778,72.73721,11.0,0.4908961,35.372,39.497
2014-02,1.053148,72.84724,11.0,-6.265497,36.478,40.199
2014-03,1.055441,73.3718,12.0,8.988322,37.35,40.754
2014-04,1.059259,73.15124,7.0,-1.426185,37.662,40.761
2014-05,1.046814,72.79841,6.0,4.154647,37.687,40.583
2014-06,1.044453,72.647,3.0,-11.80768,37.467,40.819
2014-07,1.054562,72.88297,7.0,5.123373,36.95,39.493
2014-08,1.072714,72.38588,10.0,-20.1676,37.34,39.851
2014-09,1.071527,73.43305,4.0,-0.6519921,38.214,41.129
2014-10,1.081846,73.4071,4.0,18.74998,37.95,39.884
2014-11,1.059879,73.8503,0.0,-0.00533924,38.752,40.909
2014-12,1.024313,73.41914,10.0,-3.731597,38.324,39.858
2015-01,1.025357,73.75161,1.0,-2.019118,37.948,41.374
2015-02,1.007503,74.09808,6.0,4.164426,38.398,40.067
2015-03,0.9930297,73.83496,2.0,7.330343,38.85,40.52
2015-04,0.988046,74.47543,3.0,2.309309,37.927,39.258
2015-05,0.9969721,75.71227,9.0,14.22144,37.767,39.031
2015-06,0.9968045,74.72202,8.0,7.319173,38.603,41.033
2015-07,0.99153,74.97729,6.0,-4.807023,37.666,39.234
2015-08,0.9800786,75.951,6.0,-1.265513,37.375,38.102
2015-09,0.9708917,75.22712,0.0,7.11103,37.543,38.625
2015-10,1.008995,76.31728,0.0,3.707731,38.018,39.563
2015-11,1.021535,75.42391,3.0,-3.346299,38.229,39.315
2015-12,1.019258,74.45924,4.0,-3.613829,37.926,39.029
2016-01,0.9905987,75.64899,12.0,15.79636,38.121,38.554
2016-02,0.9630165,75.75012,6.0,9.942098,37.604,37.89
2016-03,0.9625426,75.47816,3.0,0.06662209,37.187,37.129
2016-04,0.9955109,75.1439,7.0,9.577715,36.854,36.551
2016-05,0.9979462,75.46099,4.0,-4.956013,37.174,36.918
2016-06,0.9998142,76.04298,2.0,11.33077,37.854,37.871
2016-07,0.9851564,76.07078,8.0,5.244827,36.166,34.686
2016-08,0.9937726,76.09245,1.0,9.468589,35.683,33.904
2016-09,0.9851384,75.57724,3.0,-13.23501,34.916,32.965
2016-10,0.9767585,76.50201,4.0,15.50865,35.172,33.831
2016-11,0.9647189,76.35398,2.0,15.87416,34.784,33.257
2016-12,0.9650925,72.73232,0.0,15.85704,35.058,33.541
2017-01,0.878449,76.82674,8.19,4.743313,28.604,25.166
2017-02,0.8674319,76.21809,-2.71,11.18005,32.153,29.016
2017-03,0.9339352,75.94832,-0.67,-0.7756889,34.199,32.426
2017-04,0.9567462,77.76572,0.47,32.32397,35.081,34.718
2017-05,0.9793659,76.77078,-2.34,16.2312,35.593,34.615
2017-06,0.9920098,76.97709,-3.82,11.85021,35.636,34.647
2017-07,1.009244,77.08976,-7.88,17.32644,36.217,34.871
2017-08,1.012113,76.49603,-0.16,12.68252,36.517,35.392
2017-09,1.007204,77.3959,-5.56,17.67021,37.027,35.642
2017-10,1.001951,76.22888,-2.06,13.11349,36.515,35.266
2017-11,1.013038,77.07526,0.52,15.96158,36.646,35.088
2017-12,1.010886,78.29012,-5.96,23.65621,35.878,33.418
2018-01,1.00387,76.89185,8.51,15.86083,34.632,32.825
2018-02,1.015045,77.19733,-3.68,18.66372,34.742,34.081
2018-03,1.02863,78.63988,3.01,41.43137,34.733,34.754
2018-04,1.033075,76.07392,3.77,4.275762,35.711,35.913
2018-05,1.018301,77.15693,1.41,9.168844,36.502,38.375
2018-06,0.994782,76.76017,2.25,16.82937,36.871,39.654
