country,MEX,MEX,MEX,MEX,MEX,MEX
2018-07,1.046227,76.27737,0.41,16.12525,43.073,53.754
2018-08,1.070009,76.19505,-3.17,12.59448,43.048,53.426
2018-09,1.045417,77.00404,1.61,32.67947,42.41,52.15
2018-10,1.040552,75.97617,-1.61,12.7803,42.522,50.413
2018-11,1.024198,77.63144,-2.41,17.38258,41.684,49.657
2018-12,1.023313,77.45286,-0.17,19.52815,44.315,56.218
2019-01,1.056937,76.27592,5.61,22.34448,45.654,56.433
2019-02,1.061394,76.63398,9.43,20.75199,48.488,59.234
2019-03,1.061976,76.41563,9.53,24.37945,46.818,56.432
2019-04,1.058549,77.3445,4.06,26.2562,45.445,53.062
2019-05,1.063917,75.755,-1.07,16.00018,44.251,50.724
2019-06,1.030858,77.35554,2.32,20.90171,43.361,48.47
2019-07,1.002408,76.99622,-0.73,10.89089,43.128,48.473
2019-08,1.014695,76.21317,-1.2,16.26147,43.995,49.575
2019-09,1.010684,76.208,-1.37,17.18187,45.613,52.311
2019-10,0.9995781,76.06651,2.47,5.571307,44.011,49.318
2019-11,0.9939453,74.90785,-1.66,16.7444,44.008,48.672
2019-12,0.9838114,75.52415,-6.1,12.69205,43.228,47.939
2020-01,0.965761,73.1067,2.55,9.224299,43.775,48.166
2020-02,0.9466777,75.00674,-0.17,11.77105,43.818,47.957
2020-03,0.8795732,74.28975,0.92,5.421585,42.316,45.294
2020-04,0.7227286,74.23315,-22.21,-39.60318,32.083,39.523
2020-05,0.6853642,55.23447,-14.67,-19.23884,31.113,39.13
2020-06,0.7430167,53.66963,-5.93,2.593698,31.715,37.404
2020-07,0.7734559,64.22543,-1.78,4.925431,34.329,43.087
2020-08,0.7833478,67.58939,-4.7,15.6046,35.352,42.779
2020-09,0.8149105,68.29949,-1.99,12.73694,36.547,44.469
2020-10,0.8318589,69.78232,-3.41,14.84014,37.85,45.082
2020-11,0.8446071,70.71534,-2.42,16.92954,37.305,45.142
2020-12,0.8604103,71.17123,-2.3,13.63829,38.316,46.066
2021-01,0.8713968,71.13112,3.14,21.69083,38.853,46.349
2021-02,0.8832918,70.99337,2.66,18.7689,38.939,47.029
2021-03,0.9133893,71.0162,10.1,21.77978,40.716,49.811
2021-04,0.9633976,72.33418,7.31,31.2741,42.253,50.374
2021-05,0.9903935,73.62634,4.1,28.72175,42.512,51.504
2021-06,1.022022,72.25481,1.03,16.33712,43.965,52.599
2021-07,1.033225,72.95771,4.68,24.29771,44.23,51.777
2021-08,1.025092,73.27168,1.78,20.86509,42.964,49.482
2021-09,1.02797,73.24891,0.03,17.44138,43.695,50.86
2021-10,1.037131,73.4708,0.75,24.33148,43.812,51.637
2021-11,1.054632,73.23161,-0.48,23.68419,46.343,52.594
2021-12,1.053185,73.01141,-2.12,17.63375,44.428,49.58
2022-01,1.022372,74.49785,8.41,20.72959,43.135,48.595
2022-02,1.046287,74.08075,3.56,22.79886,43.173,47.835
2022-03,1.030304,74.28023,4.23,20.06218,43.611,47.079
2022-04,1.042301,74.62275,2.93,25.40805,43.986,48.363
2022-05,1.044294,73.75846,5.88,20.66498,43.877,49.348
