country,G4E,G4E,G4E,G4E,G4E,G4E,G4E,G4E,G4E
subject,LOLITOAA,LOLITONO,LOLITOTR,LOLITOTR,LORSGPNO,LORSGPOR,LORSGPOR,LORSGPRT,LORSGPTD
measure,STSA,STSA,GYSA,STSA,STSA,GYSA,IXOBSA,STSA,STSA
unit,Index,Index,Percentage,Index,Index,Percentage,Index,Index,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,2015=100,,
time,,,,,,,,,
1960-02,,,,,99.976353124148,,25.3820172367305,99.7250399208986,25.4520000762731
1960-03,,,,,100.002203310642,,25.4967576068124,99.7823354231743,25.5523760780717
1960-04,,,,,100.017836616107,,25.6085280854717,99.825943889641,25.6531790110418
1960-05,,,,,100.039188135101,,25.7220820362845,99.8745125965019,25.7544005648398
1960-06,,,,,100.075450434352,,25.8401211526317,99.9384643987288,25.8560318172753
1960-07,,,,,100.118884419586,,25.9601381639892,100.007994392173,25.9580629746344
1960-08,,,,,100.156062402097,,26.0778267495866,100.066548462228,26.060483898303
1960-09,,,,,100.17849253497,,26.1904354154831,100.103774372068,26.1632846311449
1960-10,,,,,100.193577337322,,26.3003713406326,100.12912064338,26.2664559237509
1960-11,,,,,100.213910010049,,26.4117705153937,100.158443584677,26.3699889596071
1960-12,,,,,100.246969090508,,26.5271744053804,100.201328039652,26.4738750716786
1961-01,,,,,100.284282639985,,26.6440047504875,100.247945814834,26.5781054503611
1961-02,,,,,100.311913100824,5.42040797185172,26.757826122447,100.281660572702,26.6826715569276
1961-03,,,,,100.320414580701,5.36848267812014,26.8655466224164,100.291109258741,26.7875655389413
1961-04,,,,,100.315347243381,5.31219543623927,26.9689031457162,100.283059230525,26.8927806477478
1961-05,,,,,100.308111112033,5.24634564141351,27.0715513660759,100.271277885597,26.9983109190677
1961-06,,,,,100.307752591887,5.17144645859084,27.1764291828751,100.266668890059,27.1041508446577
1961-07,,,,,100.312849551417,5.09616132427636,27.2831086848312,100.267595958594,27.2102950349959
1961-08,,,,,100.317829626193,5.03092259653424,27.3897820282166,100.26739521744,27.3167383762378
1961-09,,,,,100.318690293905,4.98154091900284,27.4951226725704,100.261259680329,27.4234761863509
1961-10,,,,,100.318616284237,4.942172318503,27.6001810126929,100.253088869426,27.5305043704345
1961-11,,,,,100.323785460899,4.90409335781889,27.7070283989215,100.250414746003,27.6378192241105
1961-12,100.568132471592,100.434861555745,,27.9030479563415,100.339177325264,4.8637607087406,27.8173926912484,100.259413866361,27.7454172316697
1962-01,100.492939296693,100.385100100852,,27.9905946946795,100.363942971608,4.83084694373109,27.931135839664,100.279467765527,27.8532948588962
1962-02,100.42915901179,100.342577806619,,28.0814477266179,100.39406601573,4.81824070911889,28.047082593554,100.30625717829,27.9614486499098
1962-03,100.381806803955,100.31097684042,,28.1770480172641,100.424223148003,4.83169672874691,28.1636083597317,100.33392751209,28.0698753234175
1962-04,100.366131113755,100.300964464639,,28.2817423873628,100.449152987903,4.85807812676842,28.2790735304676,100.356659885377,28.1785718683411
1962-05,100.357965921969,100.294930836036,,28.38879527632,100.461225853196,4.87414239776676,28.391057328943,100.365962562822,28.2875355389257
1962-06,100.337682201025,100.278304846201,,28.4926546646012,100.448310200202,4.85429016206102,28.4956519110988,100.348237088595,28.3967638474213
1962-07,100.316618254003,100.259125166926,,28.5965105597669,100.392500314208,4.77910744459877,28.5869977631059,100.283247343619,28.5062545543155
1962-08,100.29781735238,100.240044557239,,28.7012292821997,100.275634654984,4.63433322133813,28.6591157960023,100.150649762269,28.6160058512167
1962-09,100.279291675348,100.220090952977,,28.8062459151761,100.087885211344,4.41399880013684,28.7087570574338,99.9399168873446,28.7260165423143
1962-10,100.247123748777,100.189849300127,,28.9075472819578,99.8336793525672,4.11993815759081,28.7372914017989,99.6567013888042,28.836285971058
1962-11,100.206089268099,100.153657811119,,29.0064700284268,99.5381335470288,3.77435774042165,28.752790769937,99.3297259465093,28.9468137518278
1962-12,100.166556058325,100.119242246672,4.31117230566362,29.1059964322713,99.2510684227172,3.42876080917524,28.7711845499803,99.0143208735743,29.0575992403326
1963-01,100.159579998567,100.10940665283,4.37501775185565,29.2151881814216,99.0485951811715,3.17150297262317,28.8169726431063,98.7943619887129,29.1686408647476
1963-02,100.218697587743,100.148972373188,4.49592637483983,29.3439689413958,99.0046665724616,3.09124530753641,28.9140867181281,98.7505173079022,29.2799344311023
1963-03,100.363533941347,100.252942296301,4.68917540826292,29.4983192236641,99.1524819832899,3.23094133398069,29.0735580233667,98.9183487150374,29.3914712498097
1963-04,100.559765532769,100.395683344702,4.90296431950112,29.6683861255484,99.4618486411566,3.56029513363608,29.2858920092102,99.2633175731843,29.503237172804
1963-05,100.768836172838,100.548898687378,5.12212960957809,29.8429061649709,99.8607084798909,4.00445596903326,29.5279647188235,99.7053913858112,29.6152136894631
1963-06,100.963986219932,100.693380580761,5.33924683608921,30.0139478272988,100.271179518022,4.48854705339152,29.7746926552992,100.159155211768,29.7273799807378
1963-07,101.144566447418,100.827965148257,5.54172368832152,30.1812501594909,100.635192166966,4.96873971928707,30.007411275513,100.56199089277,29.8397147959315
1963-08,101.299925700166,100.945059945391,5.71517183002474,30.3415538530068,100.917359797213,5.42805376809597,30.2147480108702,100.876564970224,29.9521975394274
1963-09,101.403582770196,101.026441029491,5.83397000797436,30.4867936622908,101.107155752954,5.86701310889076,30.393103597393,101.09195576357,30.0648091807376
1963-10,101.449552381752,101.068864124362,5.90650139334805,30.6149719649493,101.215782018874,6.29211420945794,30.5454745975049,101.219257321315,30.1775328192144
1963-11,101.4445172107,101.078567798743,5.93465291520913,30.727903347568,101.266852226434,6.69833092941333,30.6787478471492,101.282236174085,30.2903539712711
1963-12,101.396020642067,101.061279938285,5.91527546455611,30.827696297944,101.281922837107,7.04915775320014,30.7993107363727,101.30265709783,30.4032605054269
1964-01,101.310746151472,101.021327814019,5.82246759863941,30.9162330471664,101.270194485568,7.26310309850851,30.9099790760441,101.290252242015,30.5162425720791
1964-02,101.184715944418,100.952439184098,5.61680660158207,30.9921629260623,101.232978638594,7.25294869926998,31.0112105946564,101.246903696228,30.6292928104742
1964-03,101.029056642675,100.860190001385,5.2899424523318,31.058763335001,101.170011177242,6.98052870196969,31.1030460858716,101.173101159121,30.7424065581957
1964-04,100.869661375185,100.762217446362,4.90601311486756,31.1239210398374,101.084558058981,6.49024161974119,31.1866171611044,101.072853528051,30.8555819614304
1964-05,100.721771019202,100.668907809416,4.52180399316349,31.1923438876146,100.982668756022,5.87948062079809,31.2640556821829,100.953332295196,30.9688199204401
1964-06,100.591040735149,100.583471854559,4.17100782890097,31.2658319409377,100.87124868136,5.25014209646015,31.3379063284867,100.82292446265,31.0821239271786
1964-07,100.451035370715,100.487306738422,3.82672178295027,31.3362026337108,100.757456308846,4.67751352473395,31.4110119963477,100.690843557436,31.1954998951124
1964-08,100.310046437184,100.387263070429,3.50830521067289,31.406028167831,100.647849514396,4.20769245062261,31.4860916818982,100.565767242474,31.3089558656499
1964-09,100.160560028744,100.279881571791,3.23471216633636,31.4729536860108,100.547712424332,3.8569532384147,31.5653513908474,100.454609514983,31.4225017082359
1964-10,99.9991341514406,100.164180020715,3.00801775921839,31.5358757586347,100.460097813357,3.61579293458721,31.6499357098376,100.360814177356,31.536148813925
1964-11,99.8414617338119,100.052087896243,2.83725644559336,31.5997327658926,100.387778716623,3.46138958611294,31.7406588302803,100.286727026689,31.649909984432
1964-12,99.7128101118795,99.960511022398,2.74065434327695,31.6725768954659,100.334348083534,3.37365684495388,31.838373791229,100.234778199254,31.763799315182
1965-01,99.6349527740634,99.9031837207245,2.73393598944355,31.7614630690232,100.307832043051,3.34957700072994,31.9453326261058,100.211747193033,31.8778322111989
1965-02,99.5897177473959,99.8655706836193,2.80265865330646,31.8607674621564,100.314438961485,3.39208916342684,32.0631385086852,100.222284914147,31.9920250632395
1965-03,99.5411564901743,99.8229719798555,2.89874261847883,31.9590769445652,100.354018550884,3.49930072727769,32.19143520376,100.2648698152,32.1063950545118
1965-04,99.482192586513,99.7720032675144,2.98868642010562,32.0541174413594,100.413124174907,3.6527428469562,32.3257840886642,100.325329003416,32.2209599607328
1965-05,99.4308391121429,99.7261637470282,3.07560164736522,32.1516961300739,100.473921300752,3.82661171653489,32.4604096999813,100.385552330911,32.3357385064524
1965-06,99.3988517591154,99.6937507902749,3.16588942030619,32.2556736065265,100.521549495373,3.99719330389135,32.5905430218287,100.430782940473,32.4507507236556
1965-07,99.397955694995,99.6839337259893,3.29891222707041,32.3699564538939,100.551260628228,4.15068309050854,32.7147835598377,100.456811286842,32.5660183125112
1965-08,99.4330052144188,99.6998232257781,3.47141534129419,32.4962618477402,100.564176946628,4.27999511333586,32.8336948672639,100.465492561641,32.6815646149534
