,id,name
0,STSA,"Level, rate or national currency, s.a."
1,GYSA,"Growth rate same period previous year, s.a."
2,IXOBSA,"Index 2015=100, s.a."
3,GY,Growth rate same period previous year
4,ST,"Level, rate or national currency"
5,GPSA,"Growth rate previous period, s.a."
6,IXOB,Index 2015=100
7,GP,Growth rate previous period
8,CXMLSA,"US Dollars, monthly level, s.a."
9,CXCU,"US Dollars, sum over component sub-periods"
10,CXCUSA,"US Dollars, sum over component sub-periods, s.a."
11,CXML,"US Dollars, monthly level"
12,AL,Annual Level
13,IXNB,Index source base
