country,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7
1987-06,100.465149201306,0.177037315408721,3.8020346739887,52.9456390373372,52.9456390373372,0.224753861129998,2.92553759279676,53.3518208178807,53.3518208178807,2.07422483801867,-1.80390810606309,44.9074773142975,0.116260637320933,3.50142421039388,54.368933343437,101.237193539572,0.0548249609242588,-0.377268193704309,2.5831485118032,47.9424003975572,,,,,,,,,,,,,,,,,,,100.901288873007,100.775688283325,4.90305644044607,56.762944940675,99.4550532488869,3.18655561369414,55.8710914606579,99.3159383293798,56.255916623737,,,,,,,,,,,,,,,,,,,0.150180181722003,1.07359664667816,64.0714615048128,,,,0.645808486279832,3.59527730610783,68.6048642097746,,,,3.45903861765631,-1.87684263398345,124.140349997258,0.864410776682979,4.10668897533182,68.4748126733426,103.773847028166,102.267134500811,-1.52041896186668,11.8777365073889,112.510236753235,109.76184608026,1.12796326365908,18.7307760599505,-8.73638972506932,-7.49471157944858
1987-07,100.614159711533,-0.594824552271288,2.66255517926662,52.6307053769862,52.6307053769862,0.115611907115748,3.09666475587224,53.4135018754092,53.4135018754092,0.313478772732715,1.44651321492321,45.0482527230476,0.181887378968616,3.45606148951514,54.4678235712686,101.308943524648,0.0983913878218067,0.908619339108081,2.93093711463297,48.378014319202,,,,,,,,,,,,,,,,,,,100.999753824709,100.862461864627,5.00847216402571,56.9920454092582,99.5768569332405,3.43189231118665,56.1213757305981,99.4567766850774,56.427905268137,,,,,,,,,,,,,,,,,,,0.352334134335847,2.00051651332744,64.2972071340622,,,,0.340480055108166,3.41867240106017,68.8384500892429,,,,2.18233679313674,1.60011468421049,126.849510530377,0.896657988010498,4.94420329179334,69.0887975509534,108.167887252088,105.537353549347,3.1977223811917,12.8101284570982,113.580120787321,111.341331021177,1.43901091073333,16.4530904681601,-5.41223353523299,-5.80397747182999
1987-08,100.818631101745,-0.00920447769821456,2.11372844273164,52.6258609954474,52.6258609954473,0.322074663384249,3.34697781432401,53.5855332317762,53.5855332317762,1.13535425647269,3.86734983393196,45.5597099778053,0.304329584174937,3.62565746686718,54.6335852722522,101.317659938917,0.0179475713653046,0.261228131082614,3.07004602980397,48.5043913018629,,,,,,,,,,,,,,,,,,,101.020470437,100.883570878208,5.04358506572495,57.1774875198424,99.7141046275801,3.69733582518822,56.3819290162014,99.6148876143881,56.5999022500104,,,,,,,,,,,,,,,,,,,0.285373546553413,2.36893209094115,64.4806943543954,,,,0.597712978377276,4.9007589729446,69.2499064395401,,,,5.77793984892947,0.624808443993591,134.178798947484,0.574145819241412,4.54717526966387,69.4854679936564,90.003341240385,102.983630649526,-2.41973369042922,13.0072964768762,97.6616132866692,109.425007365057,-1.72112515500274,18.8829181448809,-7.65827204628418,-6.44137671553059
1987-09,101.008330550469,0.477218044747296,2.38644892307512,52.8770011003212,52.8770011003212,0.449629408994721,3.41219381078599,53.8264695481529,53.8264695481529,-0.231294398825473,3.35206125342428,45.4543329205055,0.49816951028757,3.65477064083776,54.9057531364555,101.228619781894,0.00162697708433564,0.662703240215886,3.6228229851987,48.8258314746674,,,,,,,,,,,,,,,,,,,100.96835176246,100.842352130529,5.00694133313049,57.3215850154548,99.8619146866177,3.98267131217586,56.6494669274247,99.7844581991564,56.7718339607156,,,,,,,,,,,,,,,,,,,-0.0284583208575212,2.33318768420276,64.4623442315049,,,,0.408078649718461,4.36972792882362,69.5325005226698,,,,-3.57419600772582,-13.7304360036918,129.382985672289,-0.950847561054089,0.857301096230978,68.8247671159516,108.373954325321,107.368618150046,4.25794611518723,15.6048747369523,111.839784724168,112.505152976971,2.81484615453452,16.0902251801231,-3.46583039884703,-5.13653482692474
1987-10,101.151249346675,0.0123913376803353,2.38001043798009,52.8835532680828,52.8835532680828,0.266369829783717,3.56665777212908,53.9698470234669,53.9698470234669,-1.44283148692786,4.24731827559532,44.7985034929554,0.472299636561563,3.70755650312045,55.1650728089704,101.050552459989,-0.18276322474205,0.37893413629405,3.63855900018064,49.0108492174543,,,,,,,,,,,,,,,,,,,100.863950104313,100.756296500277,4.90836432126092,57.435588088461,100.006895314503,4.27366071729052,56.9151778334157,99.9500457508347,56.9436235930292,,,,,,,,,,,,,,,,,,,0.457443678821046,2.68535035716145,64.7572231504118,,,,1.47374889054301,5.90189816191003,70.5572349776895,,,,-5.69361535893938,-0.952407961955049,122.016416128197,0.323816257512916,3.52970353613512,69.0476329010685,115.798894056235,108.983589133203,1.50413688001472,14.056603764625,122.669143772994,116.073009787917,3.17128301818903,19.3360622821256,-6.87024971675928,-7.08942065471399
1987-11,101.212512344488,-0.412754863262589,2.07100504944441,52.6652738301028,52.6652738301027,0.066768821620282,3.54548308642835,54.0058820543548,54.0058820543547,-0.522134763348088,5.12855948371699,44.564594932759,0.270217092462728,3.71172420563066,55.3141382647697,100.914998548923,-0.23613473446398,0.205484307790988,3.54399763063017,49.1115588217113,,,,,,,,,,,,,,,,,,,100.748544862276,100.660285288715,4.76787659112306,57.5427251110424,100.133450780855,4.5481966605633,57.168776860861,100.093818448348,57.1151922736986,,,,,,,,,,,,,,,,,,,0.144833154924063,2.84068694558638,64.8510130797417,,,,0.350320825902178,6.42695816104517,70.8044116659971,,,,0.805485546650612,0.984837254411917,122.99924072465,0.444019456121308,4.22464686489885,69.3542178251405,116.354446275527,115.307413393908,5.80254725596853,23.7161810269943,121.010815701575,119.795684401384,3.20718366851004,24.0408785137957,-4.6563694260482,-4.48827100747542
1987-12,101.233056646879,0.417783687590728,2.43216173271751,52.8853007531899,52.8853007531899,0.0133120693538848,3.46629089318603,54.013071354829,54.013071354829,-0.568495901578267,4.64441212858922,44.3112470370113,-0.0296879193270737,3.55819499714045,55.2977166480252,100.964466915971,0.181512683728946,0.103707651254652,3.47016413340248,49.1624912658598,,,,,,,,,,,,,,,,,,,100.66319955349,100.589106382892,4.60145613372744,57.6663837568394,100.230222245833,4.78200430392092,57.4027557971186,100.203007112272,57.2864602085264,,,,,,,,,,,,,,,,,,,-0.0229003454958607,2.84299236069802,64.8361619736889,,,,0.53020221506404,5.86458974284308,71.1798182250133,,,,5.95733916189065,-6.09607195533842,130.326722661168,0.831681233733705,2.38209997252811,69.931023839595,127.716125868135,120.851068391634,4.80771776467462,28.1904496248103,125.102428861139,124.375662183601,3.82315757458535,29.947908341337,2.61369700699573,-3.52459379196754
1988-01,101.152950041961,0.809043461169133,2.18757433053824,53.3131658208532,53.3131658208532,0.188094688272095,3.16992603297576,54.11466707302,54.11466707302,-1.0015237030717,1.92500312438029,43.867459394809,0.232355258150422,3.53005379309393,55.426203800294,101.100762861574,0.132375415576816,0.578112183503047,3.63160852574793,49.4467056175814,,,,,,,,,,,,,,,,,,,100.626317877745,100.557987045433,4.41691681665484,57.817213482171,100.297768265229,4.95515138706808,57.6175558619319,100.278829475055,57.4573478405677,,,,,,,,,,,,,,,,,,,0.21636070786183,2.43213627476337,64.9764419526856,,,,0.473057987318053,7.47293254124658,71.5165400404852,,,,-2.76177882655136,19.1333993038045,126.727386829374,-0.306191786094406,6.25621066679508,69.7169007886664,100.462099979617,112.768538221107,-6.6880088675215,17.8469042116849,111.757560689352,118.73693489786,-4.5336259415587,18.8335126498228,-11.2954607097347,-5.96839667675333
1988-02,101.070578788367,0.017022060035957,1.85375465552417,53.3222408199463,53.3222408199463,0.21476756266738,3.09099488001417,54.2308878245383,54.2308878245383,-0.41887865632285,0.435055254287508,43.683707970333,0.247103745887286,3.52860933107706,55.5631640260877,101.231116887684,0.0471589024992892,0.31758626381911,3.71148255051087,49.6037415625339,,,,,,,,,,,,,,,,,,,100.637380594426,100.566234982898,4.23348309232761,57.9950580763164,100.34302931048,5.05366492482219,57.8178103174373,100.329806970716,57.6277499809337,,,,,,,,,,,,,,,,,,,0.138321441157625,2.4478443989638,65.0663183036075,,,,0.905167048295656,7.0254841589409,72.1638841950128,,,,3.0609884375702,7.37230164899713,130.606497487456,0.475140234287591,3.89876249067757,70.0481538344117,112.535044767386,114.244338589111,1.30869867720631,13.6742188267642,120.25401601573,121.405222807373,2.247226536383,19.396951277521,-7.71897124834418,-7.16088421826134
1988-03,101.04154341252,0.112484892952432,1.9909691643405,53.3822202854525,53.3822202854525,0.368559936311964,3.13442748705872,54.4307611501659,54.4307611501659,-0.445123071002635,-0.0469271096726281,43.4892617078876,0.509260306383258,3.62836559567012,55.8461251654432,101.324498247145,0.116994759193138,0.133445804511887,3.742018979886,49.66993567453,,,,,,,,,,,,,,,,,,,100.685285486123,100.604226574071,4.05651075594416,58.1936856347601,100.3748665249,5.07379298797163,58.0094240686183,100.366480650362,57.7976070225084,,,,,,,,,,,,,,,,,,,0.125120345857313,2.50226470508307,65.1477295061056,,,,-0.14449475922016,6.39232032169516,72.0596111643013,,,,-1.95984697802438,3.98721513590915,128.046809993344,0.863882845262494,4.88396604717285,70.6532878188103,132.331541523558,120.596036148469,5.55974820091683,18.4255421586701,134.841830482273,125.189113737944,3.11674476853036,19.8758397903466,-2.51028895871408,-4.5930775894753
1988-04,101.129353357239,0.505528145711667,2.02199461876398,53.6520824338012,53.6520824338012,0.497361026058513,3.03783900686238,54.7014785423138,54.7014785423138,0.697703375443326,0.069841670486992,43.792687754779,0.489010534979203,3.5192066488347,56.1192186008798,101.362686856427,-0.117447357557926,0.793763721234177,4.12195426240003,50.0641976042748,,,,,,,,,,,,,,,,,,,100.75941965319,100.663183801063,3.89789708792151,58.4070520105809,100.403315062338,5.03386884895873,58.1987531319915,100.400078214124,57.9668404320069,,,,,,,,,,,,,,,,,,,0.368808791338332,2.48544064751034,65.3880000598814,,,,0.633522185340192,6.76326991439508,72.516124787697,,,,-0.960014602055232,2.06660433901016,126.817541919942,-0.870165523941452,2.33540667308672,70.0384872666799,122.26271091752,122.088651351923,1.23769839467746,18.2095514508317,123.015542338147,123.042575810016,-1.71463625217543,15.5173238455271,-0.752831420627167,-0.953924458093124
1988-05,101.304671795412,0.2515014440116,1.76898847310014,53.7870181958645,53.7870181958645,0.304533854258761,3.07311036531097,54.8680630632552,54.8680630632552,0.872597368554946,0.408906075603816,44.1748215957466,0.279075048834101,3.62767211965648,56.2758333375956,101.43040857207,0.144174543992759,0.119909929434411,4.15650104873195,50.124229548294,,,,,,,,,,,,,,,,,,,100.848861499272,100.734410846465,3.76925721613322,58.6288610497792,100.43738275928,4.95869852355661,58.3914072431558,100.440411708028,58.1353722572293,,,,,,,,,,,,,,,,,,,0.363409453632938,2.57949697844408,65.6256262336406,,,,-0.0872209884041112,6.29097975110152,72.4528755069048,,,,2.10063385492115,7.9103850756511,129.481514139491,0.9895624376441,4.18863562557991,70.7315618285651,125.062711945584,125.369121215557,2.68695724566431,20.7259653132172,127.819523746664,126.548962885004,2.84973477831081,16.5946030128808,-2.75681180108032,-1.17984166944626
1988-06,101.498772575511,0.392365757015386,1.98773878034674,53.9980600369848,53.9980600369847,0.279041587917038,3.12894093250155,55.0211677776863,55.0211677776862,1.37114861298925,-0.282699613834403,44.7805240493472,0.181147044930355,3.69483431019344,56.3777753466966,101.487073760096,0.0191772198929759,-0.303143711319314,4.23399889071325,49.972281098571,,,,,,,,,,,,,,,,,,,100.931137941475,100.799372391436,3.66975814771043,58.8460077375158,100.483577249867,4.86897933221681,58.5914433565613,100.494515753548,58.3031252175496,,,,,,,,,,,,,,,,,,,0.285365754441096,2.71796171233777,65.8128992970489,,,,0.543997837179944,6.18345859543016,72.8470175826371,,,,-0.216854810501301,4.07633557519646,129.20072724737,0.097349040309749,3.39629355826482,70.8004183252013,127.283102767974,123.453063084763,-1.52833338242855,20.7162630373529,130.006348739418,125.988571106968,-0.442826053457963,14.7835751731462,-2.72324597144391,-2.53550802220529
1988-07,101.560653059414,0.528915992658212,3.14067429539363,54.2836644122455,54.2836644122455,0.254911390385731,3.27243312026749,55.1614230014748,55.1614230014748,0.248682085463911,-0.347111204454747,44.8918851904348,0.206147334982137,3.71994495828573,56.493996628096,101.537988888155,-0.0562528838015501,0.836211766747667,4.15920517272835,50.3901551932295,,,,,,,,,,,,,,,,,,,100.987438651896,100.842022529753,3.60635063402779,59.0473784002204,100.544126229699,4.77349944091265,58.8003292873307,100.564915962356,58.4700227953666,,,,,,,,,,,,,,,,,,,0.498266691298244,2.86733436946581,66.1408230528237,,,,-0.259732733357739,5.54829450475097,72.6578100327001,,,,0.0896999181595686,1.94491066877581,129.316620193972,0.054260071362524,2.53302589390914,70.8388346827095,117.373779876172,118.849124721459,-3.72930265824427,12.6133266795319,119.763064763376,121.877100795426,-3.2633676812252,9.46258651447673,-2.38928488720448,-3.0279760739671
1988-08,101.523451196935,0.580532082749466,3.74898855255597,54.5987984998507,54.5987984998507,0.332493051414685,3.2831579012761,55.3448309000162,55.3448309000162,0.731991288770121,-0.744561584296898,45.2204898793935,0.33082093346456,3.74733840482569,56.6808905950925,101.61358496916,0.177493584638391,0.435662578733513,4.34042131939581,50.6096862427722,,,,,,,,,,,,,,,,,,,101.01948513811,100.864128006443,3.59632323460958,59.2337747884845,100.618534539226,4.67505040172633,59.0178126151744,100.651175206234,58.6359895890408,,,,,,,,,,,,,,,,,,,0.186662460994742,2.76608185491619,66.2642831408563,,,,0.857822405122737,5.82120435095684,73.2810850062321,,,,-0.32747978798044,-3.93926953334475,128.893134400338,0.275947287537461,2.22901935700373,71.0343125255396,107.624407500468,118.751185213331,-0.0824065876439874,15.3107386721149,114.501182624061,123.788914653836,1.56864074213497,13.1267135681875,-6.87677512359227,-5.03772944050476
1988-09,101.500072827559,0.740924849295476,4.02128226031085,55.0033345653528,55.0033345653528,0.547940198956476,3.38424188638147,55.6480874765619,55.6480874765619,-0.274257375444279,-0.78730353483387,45.0964693506872,0.562137134351689,3.81337414232291,56.9995149292088,101.625106705251,0.0084582399477312,0.370133160471693,4.03716217372086,50.7970094739673,,,,,,,,,,,,,,,,,,,101.031438315449,100.869483885764,3.6388774050055,59.4074472207731,100.704131322939,4.576685547134,59.2421348928206,100.750299450783,58.8009516753452,,,,,,,,,,,,,,,,,,,0.122147895483579,2.92089802056103,66.3452235681702,,,,0.45384122892645,5.86943404831904,73.613664782995,,,,1.15907807785235,0.776084109918198,130.387106465029,-0.241259506977811,2.9613879753054,70.8629354933554,121.600661752527,119.886548507331,0.956085863025301,11.6588353030591,122.857896285576,123.269798210252,-0.419356163704629,9.56813527953177,-1.25723453304909,-3.38324970292119
1988-10,101.537578040737,0.222879578690349,4.24020769982616,55.1259257656977,55.1259257656977,0.375079897849154,3.49633239081922,55.856812266224,55.856812266224,-1.34207916409801,-0.68588108354102,44.4912390317878,0.592419144083773,3.93748806647218,57.3371909676843,101.564628452859,-0.113504162994235,0.648011686113256,4.31604603445042,51.1261800315547,,,,,,,,,,,,,,,,,,,101.035110972065,100.868985441236,3.72521717285869,59.5751884792647,100.795677968067,4.48815561074069,59.4696195807092,100.856073932434,58.964836982004,,,,,,,,,,,,,,,,,,,0.420265879710568,2.88280853380173,66.6240499056449,,,,-0.368475477295939,3.94740738284607,73.3424164803309,,,,-3.85194035838182,2.74410351248275,125.364672888976,0.545449518715113,3.18884810437682,71.2494570339513,129.570876429465,124.89662126317,4.17901158905525,14.6013103959327,133.645028721435,128.374808904428,4.14133126548054,10.5983287062062,-4.07415229197015,-3.47818764125743
1988-11,101.566499909334,-0.306391834602241,4.35154027242534,54.9570244304028,54.9570244304027,0.138977512315,3.5710158720753,55.93444067437,55.93444067437,-0.644796469069113,-0.808340880999413,44.2043610934657,0.288106305432261,3.95603155738559,57.5023830302199,101.500685106378,-0.0129970813040499,0.0901878516061946,4.19601996487883,51.1722896349335,,,,,,,,,,,,,,,,,,,101.038996381445,100.870248605357,3.82182815083224,59.7419091780922,100.885842167164,4.41900088010163,59.6950656134858,100.959771816648,59.1275758050417,,,,,,,,,,,,,,,,,,,0.316506612216455,3.05917557022811,66.8349194289226,,,,0.952744294704289,4.57142489682294,74.0411821689455,,,,3.34448729121425,5.33193349660694,129.55747844142,0.800386946144576,3.55495403080695,71.8197283872499,130.486229437774,128.604035567074,2.96838638740417,11.5314547276701,134.171065716883,130.943083545473,2.00060639853172,9.30534284251761,-3.68483627910947,-2.33904797839859
1988-12,101.562004609987,0.106618015503155,4.0281850262743,55.01561851923,55.01561851923,0.10452564615067,3.66547412582874,55.9929065099057,55.9929065099057,0.0657316117165142,-0.175643227745006,44.2334173324614,0.132939556645473,4.12514283324774,57.5788264432809,101.445454722069,-0.109870871031552,0.15298636724535,4.24731323058982,51.2505762618822,,,,,,,,,,,,,,,,,,,101.035042639968,100.866663274499,3.8781434074767,59.9027688168355,100.965313118185,4.37114604968428,59.9119140895543,101.050467519941,59.2891013371425,,,,,,,,,,,,,,,,,,,0.235221603177872,3.32525485557271,66.992129597886,,,,0.879588542481809,4.93485623678367,74.6924399240216,,,,8.92358310964491,8.28066940023502,141.118647704901,0.473349271639532,3.18694420087647,72.1596865484645,136.333519124677,130.489359296008,1.46599111032595,7.9753460458784,133.7025128165,134.226679848341,2.50765157957198,7.92037404407758,2.63100630817769,-3.73732055233316
1989-01,101.478442561114,1.20735091815534,4.43921166049354,55.6798500945508,55.6798500945508,0.455389588789141,3.9420464339431,56.2478923766122,56.2478923766122,0.609864928117228,1.44918818012536,44.5031814312798,0.345568932254702,4.24275345864334,57.7778009790257,101.421616901909,0.157485005733915,0.928134502209588,4.61010475156532,51.72625054275,,,,,,,,,,,,,,,,,,,101.009466036858,100.845897688887,3.8608877705498,60.0494712067768,101.02310344349,4.33030059466333,60.1125692260516,101.115603478318,59.4493502073012,,,,,,,,,,,,,,,,,,,0.862970276806282,3.99192343175456,67.5702517641153,,,,-0.0078595907007386,4.43258211552109,74.6865694039592,,,,-11.2409838710577,-1.16144078155526,125.255523277338,-0.0853683152362025,3.41550502700921,72.0980850397783,118.934328236433,129.015268307045,-1.12966374953169,14.4071478997826,126.30956810365,129.50698493322,-3.51621221686618,9.07051377452528,-7.37523986721669,-0.49171662617511
1989-02,101.347159306984,0.401274936994588,4.84045403625381,55.9032793779364,55.9032793779364,0.331009260134474,4.06261149844948,56.4340781090093,56.4340781090093,0.361592383752771,2.24430026909761,44.664101545863,0.358243434098433,4.35832295326966,57.9847861573995,101.314569934287,-0.107577301790677,0.106653870977673,4.39014671098197,51.7814185912655,,,,,,,,,,,,,,,,,,,100.953907909501,100.799945110084,3.7621127331101,60.1768975407801,101.049959796428,4.27699248511729,60.2906737197735,101.144780991461,59.6082893539148,,,,,,,,,,,,,,,,,,,0.27634212512366,4.13525553671129,67.7569768337916,,,,-0.294865633710294,3.19059902118745,74.4663443777897,,,,0.203460866324555,-3.90189487917909,125.510369250118,-0.530528264077846,2.38040604226826,71.7155843207834,124.034689645703,129.46517830017,0.348726161662216,13.323058191795,125.854057484379,131.835705771184,1.79814304160088,8.5914614895607,-1.81936783867632,-2.37052747101353
1989-03,101.165557054273,0.511997033986878,5.25883376485443,56.1895025102528,56.1895025102528,0.490160191532796,4.18868723496685,56.7106954943582,56.7106954943582,0.397982801149035,3.11018220888841,44.8418569883033,0.461946803935331,4.30919755175482,58.2526450238224,101.136891611113,-0.123361187313768,0.0967895249894368,4.35193216272106,51.8315375803527,,,,,,,,,,,,,,,,,,,100.869335606971,100.728765184317,3.59440157572697,60.2854003881895,101.044377901809,4.19857203356931,60.4449915243979,101.136362976358,59.7658347062845,,,,,,,,,,,,,,,,,,,0.4080354965402,4.42950178989733,68.033449350656,,,,0.76440459573357,4.1298548855636,75.0355685364884,,,,-1.25247341644095,-3.20853346770213,123.938385240383,1.05264807499412,2.57200942220391,72.4704970386069,140.557999851242,130.447798059107,0.758983822397914,8.16922531227253,140.861551531707,134.189801364381,1.78562824041224,7.18967277400603,-0.303551680465424,-3.74200330527367
1989-04,101.003710746761,0.871601003938972,5.6422196625347,56.6792507782405,56.6792507782405,0.79867983530605,4.50107365839307,57.1636323837334,57.1636323837334,3.45279455081186,5.9312788533192,46.3901541828783,0.666880096704516,4.49382899706088,58.6411203192902,100.967537548196,-0.157763677706983,0.752116750494199,4.30881499252132,52.2213712565333,,,,,,,,,,,,,,,,,,,100.765478619801,100.639706351096,3.37900130683611,60.3806270613029,101.01972260116,4.09929844149405,60.5844937121002,101.105699012367,59.9219374416169,,,,,,,,,,,,,,,,,,,0.93818243395889,5.02191099099462,68.6717272216802,,,,0.409521950471019,3.8980721610327,75.342855660306,,,,11.8256598903473,9.28686603939344,138.594917152499,-0.832400250956533,2.61108605293687,71.8672524393881,131.344567377923,130.241000070758,-0.158529305534836,6.67740091201097,132.935861379004,132.290206213729,-1.41560322121174,7.51579714812808,-1.59129400108069,-2.04920614297044
1989-05,100.823353176978,0.643112236422322,6.05488812892348,57.0437619755078,57.0437619755078,0.536897861080036,4.74315930755895,57.4705427033173,57.4705427033173,1.66749283211385,6.76603769968697,47.1637066786843,0.338842484073748,4.55610847216058,58.8398213480687,100.893894031229,-0.0107667107667137,0.15418194831071,4.34452091433955,52.3018871841712,,,,,,,,,,,,,,,,,,,100.656858910795,100.545869663444,3.14232754170987,60.4711718979372,100.994625661645,3.99104387484757,60.721833925371,101.074096605018,60.0765537016495,,,,,,,,,,,,,,,,,,,0.447413775982614,5.10981448603025,68.9789739894752,,,,-1.20377331591519,2.73698310472839,74.4358984684187,,,,-3.12105853475886,3.69765101551067,134.269288661969,0.546210359126704,2.16061535891256,72.2597988170318,127.305489096248,127.570851981631,-2.05015938734878,1.75619861152865,134.90510752557,133.166298840615,0.662250556530806,5.22907166108067,-7.59961842932239,-5.59544685898419
1989-06,100.652766412003,0.0588712758277236,5.70258325367454,57.077344365963,57.077344365963,0.200431434286844,4.66104966914901,57.58573173635,57.58573173635,0.903567506222298,6.27357231130186,47.5898626069629,0.167864828126226,4.54224621422197,58.9385927130444,100.914040935187,0.0139445999133375,-0.450469908454819,4.19032666960105,52.0662829208525,,,,,,,,,,,,,,,,,,,100.56399784218,100.465711276872,2.92854206117516,60.5693378254313,100.984905143765,3.8852127095254,60.8678455605448,101.059613814016,60.2296439332947,,,,,,,,,,,,,,,,,,,0.0088128382835108,4.81995738181356,68.9850529949025,,,,1.02527121388281,3.22875363141013,75.1990683082104,,,,-1.69922674399558,2.15712543734063,131.987749000052,-0.403953610576309,1.64897955849841,71.9679027507152,135.922528224515,129.208153811699,1.283445085327,4.66176422288084,137.879625626223,132.551053865346,-0.462012521655355,5.2087921156011,-1.95709740170776,-3.34290005364754
1989-07,100.502316686816,0.138239970977407,5.29180129806342,57.1562480702492,57.1562480702491,0.135097919928493,4.53597047443775,57.6635288621014,57.6635288621014,-0.309599382972928,5.68173843606545,47.4425246859741,0.236939520352522,4.57437083242232,59.0782415319212,101.002884880383,0.11427371415628,1.3653859828684,4.73710280762462,52.7771886496544,,,,,,,,,,,,,,,,,,,100.49600203055,100.407654706159,2.76605957216721,60.6806640625735,100.995823272376,3.78548881516112,61.0262091757805,101.068274976718,60.3811722222808,,,,,,,,,,,,,,,,,,,-0.0795505881054846,4.21729243449046,68.9301749795402,,,,-0.957966286514822,2.50609886607502,74.4786865860446,,,,-1.27047307666873,0.768857080429039,130.310880184505,0.223366317217184,1.82078111213375,72.1286548046679,128.07502222174,129.155965879162,-0.0403905875882332,8.67220619576226,131.083869888085,132.777263056626,0.170658161276774,8.94356871804514,-3.0088476663456,-3.62129717746358
1989-08,100.383710495135,0.00223273857443031,4.68641396935469,57.1575242198475,57.1575242198475,0.113819957550555,4.30813596750468,57.7291614661744,57.7291614661744,-0.79787727113691,4.07669552049192,47.0639915646512,0.172772144387842,4.40963727871718,59.1803122766826,101.092834960716,-0.0722987303372764,0.441682774147788,4.7433808348695,53.0102964005994,,,,,,,,,,,,,,,,,,,100.453032706766,100.372631702773,2.65314425485229,60.8053322812173,101.026371109427,3.69135648144316,61.1963704663506,101.099044662085,60.5311065706848,,,,,,,,,,,,,,,,,,,-0.055525640346815,3.9653608144358,68.8919010584906,,,,0.849411593222138,2.49755059985563,75.111317184386,,,,7.55899456672761,8.74207783804172,140.161072537507,1.59041634200574,3.15550064851376,73.2758007179503,115.8665539552,128.336612380373,-0.634390748589761,8.07185810383478,124.132920012531,134.471122038002,1.27571463847226,8.62937316644069,-8.26636605733154,-6.13450965762892
1989-09,100.327656810647,0.440828357149711,4.37456428508269,57.4094907948533,57.4094907948533,0.410867432850001,4.16593708509909,57.9663517898963,57.9663517898963,-0.338218034202616,4.00994431030597,46.9048126575639,0.476084586533332,4.3202923665996,59.4620606216942,101.184081711652,0.282244121826444,0.0200584657053539,4.37805296371946,53.0209294527232,,,,,,,,,,,,,,,,,,,100.427946237921,100.354672143188,2.57820749775798,60.9390944792457,101.072090520531,3.60111517891929,61.3755124047618,101.147165260381,60.67941918764,,,,,,,,,,,,,,,,,,,0.237680479759895,4.0853281449674,69.0556436594422,,,,0.0324027229438281,2.06753802827821,75.1356552963927,,,,-1.81157793468732,5.54873806583634,137.621945474397,-0.367209756214827,3.02526182480128,73.0067248287694,129.434710342703,129.938068802067,1.24785623680574,8.38419357291076,129.48945087485,131.986173941826,-1.84794181718345,7.07097428415298,-0.0547405321467285,-2.0481051397592
1989-10,100.327506116239,0.696291724326078,4.86758730174027,57.8092283282356,57.8092283282356,0.530994529030314,4.32774013102236,58.2741499465792,58.2741499465791,-0.177455659116797,5.2377466486205,46.821577413105,0.565403626076599,4.29227567547195,59.7982612685891,101.142568901274,-0.15510229848605,0.388522574469129,4.10894711865649,53.2269277328404,,,,,,,,,,,,,,,,,,,100.418812798773,100.350782349538,2.52730337789712,61.0808342300898,101.126569177804,3.51445485194845,61.5596525114987,101.206005114849,60.8260867936056,,,,,,,,,,,,,,,,,,,0.425634446865347,4.09089264999115,69.3495682663613,,,,-0.155969739509358,2.28523957983698,75.0184664105483,,,,-5.4098883172871,3.8384649553063,130.176751924154,-0.834521692786268,1.6112555614034,72.3974678728806,139.5781423674,131.686744578162,1.3457763319224,5.43659487848292,147.242515144267,137.935651356538,4.50765200401541,7.44760014344252,-7.66437277686664,-6.24890677837593
1989-11,100.346288726185,-0.319170753122431,4.85414517261886,57.6247181788061,57.6247181788061,0.0942844041979224,4.28117753287008,58.3290933816577,58.3290933816577,-0.593370252074488,5.29221766778048,46.5437521011836,0.269894727649527,4.27333697017007,59.9596536229791,101.074180536799,-0.0944005392308437,0.276256504460261,4.30248668488394,53.3739705828267,,,,,,,,,,,,,,,,,,,100.431234700293,100.364451157219,2.49759400500811,61.2340195202016,101.18339468358,3.43365626619634,61.7447889745333,101.268958686856,60.9710910185824,,,,,,,,,,,,,,,,,,,-0.0638229981322456,3.69625322344638,69.305307292702,,,,0.525312741573898,1.85216627290146,75.4125479731362,,,,-2.21293081349117,-1.74551712475669,127.296030468822,0.91761907713073,1.7294307428936,73.0618008494417,136.256327280505,133.856000580957,1.64728500939418,4.08382597849671,142.399702459227,137.979922143336,0.0320952461260357,5.37396738134713,-6.143375178722,-4.12392156237909
