country,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7
1993-08,98.2487575335611,0.290754289785561,2.05466371457156,64.1599624971715,64.1599624971715,0.223071775814933,2.91240857162585,67.1310540533893,67.1310540533893,-0.409879379874857,1.01191773455905,53.0710767951877,0.284031686826332,3.23050378093116,69.4168891666878,98.6522623403505,0.0162755287447883,0.334599144432037,2.99385025978413,61.6693761038222,,,,,6823.3,6746.1,,,,,16370.1,16624.7,10925.7,10509.5,12255.7,12861.3,23180.4,23370.8,98.680039063434,98.9661069052258,1.93243176693866,65.5480694947954,99.0627326600114,1.07289506296496,65.657663383962,98.8450283506462,66.4248515879279,,,,,13.0405721496595,13.6020293687018,,,,,5.91168125623308,6.01399875498915,7.6734659766194,7.43918510517694,6.56835263572102,6.96737949586641,7.04096971040861,7.16830497530665,-0.249580130110522,0.588959655052086,73.1359068188808,1.74568883648242,8.51663135726742,62.7065878061017,0.342513618960074,-0.298973061294961,75.0409317158408,0.255621873753287,-0.79333364826326,75.7809556862635,-2.70175803235783,-4.46058848009093,110.24931444547,-0.10781320962466,1.6369026716505,74.5119472016396,138.814606225921,155.298938630908,-1.35319742000501,-7.75863394458419,142.359401081102,153.512248322783,0.508847640083916,-7.98613868813047,-3.54479485518072,1.78669030812491
1993-09,98.4175961346227,-0.0394951440246952,1.78964243032068,64.1346224275771,64.1346224275771,0.174592199438065,2.81450213204021,67.2482596371671,67.2482596371671,-0.0542348614753518,0.774186844641585,53.0422937702044,0.22066407717061,3.15452208572427,69.570067304568,98.67810864661,0.0057584647668774,0.0422399714172039,2.92967025749733,61.6954252306616,,,,,6480.9,6636.6,,,,,16263.8,16828.9,10579.5,10630.5,11993.2,12862.1,22573.7,23481.5,98.824017106877,99.0818981457661,2.22179291260374,65.7641337832336,99.0784042534204,1.16581004952777,65.7917405980881,98.8655019738782,66.5467117291038,,,,,13.1721122857468,13.4493297889073,,,,,5.85143163746865,6.0897859318249,7.46014382389211,7.52347078439029,6.48551806411709,6.98163064433854,6.90377188034207,7.20938174445948,-0.139455744209651,0.451145221368962,73.0339145957421,0.286591901280942,7.43841510081541,62.8862998083236,0.365926009910718,-0.735175003802966,75.3155260030684,0.24590965898882,-1.23315466070699,75.96730837597,0.980793779904702,-5.12926606979408,111.330632863939,0.548429800200193,1.85484047865127,74.9205929248029,165.539590786862,162.410108321802,4.57902014887256,-4.72046604151715,161.886452516207,158.211062741821,3.06087264721608,-5.21728649625808,3.65313827065536,4.19904557998093
1993-10,98.6257542296645,0.0835021317450784,1.91391700339062,64.1881762044908,64.1881762044908,0.247652335468413,2.80886316236619,67.4148015227204,67.4148015227204,0.125519891794923,1.35155246525648,53.1088723999503,0.281947985018473,3.05551892404403,69.7662187075093,98.7795875622744,0.100140771725592,0.26945754424698,2.70240770371053,61.8616682084009,,,,,6681.0,6820.9,,,,,16581.1,16883.3,10864.6,10805.9,12294.5,12898.3,23157.1,23692.2,99.0091522837162,99.2329237728041,2.5126618805256,66.0090710208811,99.1265550934036,1.31275143741206,65.9520805517055,98.9236704256313,66.6696658827342,,,,,13.5827083300391,13.7938959407215,,,,,5.94525106033844,6.10310347418125,7.61120989533413,7.62908459197476,6.64071692034401,6.99404362018364,7.06054162247248,7.26595571873179,0.342039458947135,0.553011568751922,73.2837194020733,-0.269438755239953,6.99646244329036,62.7168597449036,0.138584689070954,-0.356901492148234,75.4199017906019,0.0495946324671726,-0.741888678212208,76.0049840833543,3.11278580474969,-3.25646939299997,114.796117000066,-0.0933757532524002,1.52697927795209,74.8506352568182,169.425079536536,163.23877632634,0.510231791050553,-3.0087404986088,164.037431121208,157.662899017792,-0.346476228987918,-3.33929385633936,5.38764841532788,5.57587730854797
1993-11,98.8427356754799,-0.128613421521091,2.09070844335461,64.1056215948622,64.1056215948622,0.00311373546768995,2.62713125055,67.4169006413059,67.4169006413059,-0.870675665058963,0.202252213005577,52.6464663719767,0.171532108705466,2.96280892710254,69.8858901736223,98.9666406715408,-0.0397869793393238,0.3010630417702,2.90756252922257,62.0479108283989,,,,,6631.0,6813.0,,,,,16602.0,16808.4,10782.7,10816.5,12382.3,12803.9,23166.0,23620.4,99.2293630206421,99.4142341360695,2.79634518220654,66.2790134845024,99.2005484609729,1.50453493647645,66.1334756337276,99.0114716027025,66.7937508282854,,,,,13.5576015279956,13.7962873221572,,,,,5.96460117953883,6.06735936953892,7.54892225104272,7.61286777371809,6.71028850029205,6.94471950114392,7.08039804635348,7.23638148740224,-0.0268663580535107,0.523940800703334,73.2640307356238,0.862879002314362,7.35594854127272,63.2580303585533,0.105932355606984,0.194432907942723,75.4997958691652,0.0627822629236229,-0.292950814040052,76.0527017322966,-1.07466824000743,-3.07441047689935,113.562439589904,0.330474884575887,2.34952601574972,75.0979978072874,162.896056432214,160.187961067127,-1.86892803773131,2.00847694249184,161.943464357854,157.068764149489,-0.376838731245311,0.109892356306822,0.952592074359985,3.11919691763873
1993-12,99.0540674705801,0.585924812159228,2.52207086756159,64.4812323377754,64.4812323377754,0.0528468479741309,2.67202583809658,67.4525283482966,67.4525283482966,-0.699241059927696,-0.157083823199987,52.2783406625028,0.0228763051164693,2.99580649875852,69.9018774830918,99.3117997057125,0.352093726499634,0.0641281111246586,2.6829344434143,62.0877009816055,,,,,6265.6,6738.4,,,,,16918.3,16946.3,10413.0,10894.4,12779.9,12812.3,23193.9,23696.7,99.48392493018,99.6248183564621,3.09093474796807,66.5736456627535,99.292221584167,1.72982532281347,66.3295309601069,99.1191336000571,66.9189979280334,,,,,12.9478756440065,13.712019107357,,,,,6.08622861098422,6.10421345376156,7.3235647003298,7.64580718809707,6.93691620583018,6.94601095402498,7.10645996600809,7.25178176097636,-0.154049677205789,0.519921428182797,73.1511677327676,2.23280165689279,7.4549464090389,64.6704567085168,0.129476934994576,0.798744581306225,75.5975506907837,0.217337814426056,0.573819942364396,76.2179930120535,-1.64903548680871,-11.7345245091134,111.689754661381,0.469447678461327,1.46630997227095,75.4505436145647,170.676132424748,163.195423499108,1.87745846313622,2.2865154358728,155.867000229629,154.406239883682,-1.69513288031743,-2.34150874451374,14.8091321951189,8.78918361542508
1994-01,99.253668099209,0.976223597898544,2.3867645969304,65.1107133440725,65.1107133440725,0.254340297294495,2.43574533662115,67.6240873094304,67.6240873094304,0.0970372988849544,0.00146239430185583,52.3290701521836,0.0937172472062068,2.72515153970893,69.9673875984144,99.6662236477798,0.36734857905183,0.317896723487782,3.42259517196128,62.2850757487149,,,,,6826.2,6875.7,,,,,18107.0,16934.1,11016.0,10872.6,13910.1,12925.2,24927.2,23797.8,99.758020315472,99.8517891438104,3.40602479476952,66.8831972018763,99.3917873208684,1.97450667770689,66.5326870632683,99.2352253685962,67.0454335304236,,,,,14.4121151442138,13.96847728271,,,,,6.5333188231145,6.09375653974843,7.80167170132803,7.62449309709601,7.59321864466972,7.00021235707263,7.68156257531184,7.27530973468313,0.305217173382816,0.500837400576924,73.3744376592181,0.776816022707141,8.55826749263094,65.1728271781865,0.180304094088736,0.35548314348888,75.73385616971,-0.0525114789105463,-0.215259458737168,76.177969816727,5.68371733137853,1.67324633163231,118.037884604444,-0.293383797853091,1.93446823262668,75.2291839442075,147.181744001331,161.25762462058,-1.18741006149486,3.65727935146955,148.91999159903,157.222330812077,1.8238193809496,4.83422186569806,-1.73824759769861,4.03529380850339
1994-02,99.4377600253001,-0.186153241132885,1.96141278657644,64.9895076408578,64.9895076408578,0.298208028901168,2.35708035159215,67.8257477672582,67.8257477672582,0.36959885504218,0.851540680646767,52.5224777963203,0.359777246441233,2.56285330293891,70.2191143389228,99.8569889127021,0.0108915847359966,0.530088137759291,3.17484099944656,62.6152415468532,,,,,6754.1,6735.5,,,,,18060.2,17051.1,11117.9,10886.1,13923.4,12890.5,25041.3,23786.6,100.029163617156,100.07538651968,3.72541374542313,67.1931516501268,99.4903909265229,2.22546785405582,66.7365904968711,99.349489734049,67.173561409847,,,,,14.2362762627315,13.6844464941542,,,,,6.50815487336768,6.13489285350774,7.84904793127919,7.62919898890479,7.59617769684399,6.99005583430884,7.70096437360722,7.27070972871203,0.251371981067881,0.525803777249348,73.5588804367594,-2.13873382514364,5.76900584188811,63.7789538785242,0.553489183003147,0.749622532329721,76.1530348714805,0.782901340929523,0.409363578409322,76.774368163915,-1.01130026206825,3.35676428180867,116.844167168099,0.342914781096721,2.53562135459195,75.4871559356506,156.323657734735,161.117810018156,-0.0867026304978602,2.42094540956567,150.784002048234,158.336942895237,0.70894005794415,3.98396216222517,5.53965568650107,2.7808671229187
1994-03,99.6182366170879,0.241366361998888,1.96714926970737,65.1463704511315,65.1463704511315,0.313910415969122,2.34878375323841,68.0386598542086,68.0386598542086,-0.10495923290448,0.465832797077544,52.4673506065228,0.407589124659223,2.63114723180005,70.5053198124003,99.9449867120655,-0.0394271771131226,0.177841392979953,3.27139274985177,62.7265973646379,,,,,6828.1,6759.7,,,,,17650.5,16837.1,11121.2,10896.6,13634.4,12703.2,24754.6,23608.8,100.284546398681,100.284775117616,4.03398305417083,67.4944405318949,99.5815575587801,2.4705340866252,66.935810924103,99.4545237126528,67.302932461369,,,,,14.283672928698,13.7650542164477,,,,,6.3508021832838,6.05914384018928,7.82026080096736,7.6342247597884,7.41934592944362,6.89835110083376,7.59331793274362,7.21984120268812,0.0390416559438611,0.38278834277648,73.5875990417757,4.00927985357759,9.89809634781223,66.3360306271984,0.768845097885411,2.43669394100969,76.7385337469808,0.942414663404188,2.52485160374001,77.4979010672276,1.88514243494055,5.05923797906627,119.046846146138,0.968617834314334,4.06726894883862,76.21833799066,189.458463343752,170.539739754932,5.84785116910117,8.11485060140755,179.843641322972,165.241137335105,4.36044445069029,7.09585427364684,9.61482202078003,5.29860241982761
1994-04,99.8177495063221,-0.00681529223718679,1.72651249785998,65.1419305356034,65.1419305356034,0.19602997750522,2.18451252178443,68.1720360238156,68.1720360238156,0.359597605841539,0.262929508846709,52.6560219431524,0.232289606633114,2.48212721318994,70.669096342448,100.055586471273,0.115041572779796,0.0661712264667194,2.72384120808952,62.7681043234349,,,,,6649.5,6838.1,,,,,16721.5,16658.9,10607.6,10815.3,12883.4,12666.8,23492.0,23481.0,100.514943179712,100.471974113982,4.31332576455777,67.7808062958989,99.663066460773,2.70159525814767,67.1287098925226,99.5479226245578,67.4335617687339,,,,,13.7721709478996,13.9260351623106,,,,,5.99959163857967,5.9900315430544,7.41184885279646,7.56397870980553,6.99692568901079,6.87575120413113,7.18159892491239,7.17640218381517,0.142403201964981,0.317678971644766,73.6923901390604,-0.32674685424482,8.24760900057401,66.1192797338932,1.01457015465608,3.07528092511619,77.5171000074984,1.06387264050299,3.10113793323541,78.322380033646,0.610755756617668,1.83651036790452,119.773931612047,-0.320658863966102,2.03898760290169,75.9739371339253,171.130074565884,170.244160224062,-0.173320031621309,5.33207569049249,163.974941263484,165.010022314392,-0.139865304996321,3.86320597398677,7.15513330240054,5.23413790967059
1994-05,100.018392114943,0.0899245064146904,1.40895231385759,65.2005090951065,65.2005090951065,0.147278989767368,2.18257711138738,68.2724391097754,68.2724391097754,0.516910568809662,0.21893036585173,52.9282064856913,0.162698550717021,2.55979113543065,70.7840739380019,100.200045931038,0.114896315201151,0.0922153719758663,2.56021626968284,62.825986164319,,,,,6674.4,6630.1,,,,,16018.1,16347.3,10530.8,10645.5,12102.7,12330.9,22622.5,22976.4,100.712293133487,100.630303693187,4.546078712898,68.0467260018291,99.7349391429369,2.91144684544562,67.315396077993,99.6298911136643,67.5654618564174,,,,,13.6105692660954,13.5332660376542,,,,,5.7289685949226,5.864124507647,7.316818280883,7.43092511010086,6.54246758094274,6.68992274535523,6.88520817469672,7.0101703030774,0.23159357352492,0.534415632667697,73.8630569787994,0.150091915379351,8.49769709387908,66.2185194272808,0.253264237441695,3.1795899203988,77.7134230997193,0.25539586511657,3.11263191492949,78.5224121537128,-3.33488383075729,1.49599338314757,115.779610133255,-0.135004074583148,3.00038963698717,75.8713692231733,171.195947318603,171.955945265089,1.00548825802538,6.16654646218792,171.970619822635,171.247800395962,3.78024194778014,9.58443213718604,-0.774672504032318,0.708144869127441
1994-06,100.19257793396,-0.1936259976868,1.83711237871562,65.0742639588742,65.0742639588742,0.141293024370632,2.18331679366733,68.3689033038052,68.3689033038052,1.3911242243523,0.431579283583143,53.6645035876289,0.065138099679035,2.49110923547763,70.8301813386406,100.347280355063,0.0941533973908036,1.18382836623546,3.95289214498796,63.5697380098994,,,,,7148.9,6544.6,,,,,15966.1,16350.3,10812.3,10555.4,12278.8,12365.6,23093.0,22911.9,100.873945619011,100.757676917335,4.71953794762012,68.2902923554005,99.7980726322632,3.09224132467704,67.496644541638,99.7016210667963,67.6986430305059,,,,,13.884818255406,13.3728706111498,,,,,5.71942183463736,5.8723776644567,7.48197430641493,7.38728932204735,6.60282366224929,6.70575988447403,6.98473459679912,6.99848662369335,0.0924899875234599,0.759510737912203,73.9313729109835,0.969859263270906,8.46845593015569,66.8607458719471,0.722485988480058,4.49350154323998,78.274891692783,0.586854348696288,4.58459541281225,78.9832243441381,0.513734454454341,2.95288571251169,116.374409881742,0.598381137181941,3.01930683376695,76.3253691851264,187.691284248509,180.4141241241,4.91880571269079,13.4631351564827,182.30658924266,175.794628933741,2.6551164612133,11.9915578836381,5.38469500584927,4.61949519035922
1994-07,100.348316219896,0.222027925639518,1.94577857614826,65.2187469972673,65.2187469972673,0.0763215202158777,2.14901670037569,68.4210834901616,68.4210834901616,0.500735072270348,1.20796989984733,53.9332205784519,0.0330451278812166,2.35957668903963,70.8535872626424,100.474625723348,-0.0185326855278815,-1.75865251312726,1.60753075901411,62.4517672147999,,,,,7283.1,6538.7,,,,,15925.8,16317.6,10776.8,10368.8,12524.1,12464.5,23300.9,22844.3,100.999294872725,100.85415808466,4.81578043084482,68.5109665400974,99.853423842668,3.23544964991583,67.6732477087372,99.7643245381658,67.8331137127563,,,,,13.8095747782848,13.4438384883815,,,,,5.71468146084502,5.86485261243548,7.45627652413417,7.2670681771308,6.69026082927325,6.75669086695066,7.02863874811742,6.98918581024291,0.263602723202415,1.10116470582749,74.1262580232778,-0.233429424892876,8.23285339812888,66.7046732173792,0.336210990676103,5.01877073332596,78.538060481594,0.402403296288828,4.91259389151968,79.3010554424141,-1.58097102884165,1.08010008913037,114.534564176527,0.26171160675154,2.59108802863424,76.5251215351798,176.05816838498,180.24869313877,-0.0916951409061558,14.4950339269319,172.634655014909,177.865361426932,1.1779270537169,16.4535254184982,3.42351337007071,2.38333171183725
1994-08,100.533899281948,0.49682090507257,2.15524575667505,65.5427673663761,65.5427673663761,0.362123594225844,2.29074061952323,68.6688523769044,68.6688523769044,1.11681230672304,2.75946281200997,54.5355534232842,0.291783515926755,2.36748895514958,71.0603263507176,100.622261476066,0.150679374178157,0.887781627014717,2.16773139362727,63.0062025298788,,,,,6633.8,6529.4,,,,,16075.0,16269.6,10942.0,10516.1,11757.8,12295.0,22690.8,22800.0,101.094150080786,100.925071833166,4.8277436994408,68.7125622899354,99.90117665202,3.33194875561799,67.8453430820518,99.8182438151345,67.9688807265562,,,,,12.8586883334394,13.3416806581961,,,,,5.75281411152355,5.83021345084592,7.58637954007663,7.34487119218265,6.29728115336676,6.65758806278955,6.85521658240856,6.95127165439369,0.330157714766171,1.68875292267441,74.3709915828091,0.664622388235178,7.08285964660174,67.148007409581,0.57221353936667,5.25917534756801,78.9874658972256,0.650591869893274,5.32591063156793,79.816981661862,2.14530957133678,6.11556700623221,116.991685144294,0.602232260493728,3.3203176077415,76.9859805044467,168.459524517208,186.964902797365,3.72607953025448,20.3903287721211,172.514234407447,183.722124566591,3.29280703824108,19.6791308666703,-4.05470989023956,3.24277823077319
1994-09,100.730649758911,0.0579670877781665,2.25484787709411,65.5807605998676,65.5807605998676,0.209542237414209,2.32642896315175,68.8127426265816,68.8127426265816,-0.399368211191246,2.40461318365243,54.3177557591144,0.284136551648855,2.43232107225773,71.2622347116009,100.748447275446,0.0639921392116507,0.788342118302028,2.92968518191625,63.5029069615646,,,,,6270.1,6390.1,,,,,15660.3,16140.8,10387.2,10417.5,11350.3,12125.4,21746.4,22544.9,101.14870118965,100.963021305511,4.75053720518889,68.8882834262763,99.9403186387165,3.37476414778619,68.0120566719968,99.8621370058027,68.1059495733051,,,,,12.9576520424247,13.1749074667978,,,,,5.57438516631663,5.77580860324851,7.22726542741583,7.28160124627622,6.12102917241205,6.55520875802478,6.60706878812944,6.8740467688529,-0.100344531226262,1.72858016879262,74.296364359937,-0.122965106214112,6.64554759202474,67.0654387909491,0.197346177108679,5.08237655851263,79.1433446415688,0.251510537772564,5.331795337091,80.0177297816736,0.250251545950761,5.3478774241223,117.284458645002,0.485536557493302,3.25569054370112,77.3597755839405,191.754060645627,187.781755973964,0.436901880715395,15.6219633829008,188.945840881804,185.009838947163,0.700903270963975,16.9386234697592,2.80821976382352,2.77191702680084
1994-10,100.887680958645,0.243270910151675,2.41808289369026,65.7402995130633,65.7402995130633,0.109424850058115,2.18533513564485,68.8880408670216,68.8880408670216,-1.26662440970046,0.980780390129596,53.6297538058679,0.226962948118008,2.37615697625513,71.4239735803972,100.830597138218,0.0895257663109833,0.277492082764876,2.93793288306557,63.6791225007084,,,,,6282.5,6462.0,,,,,15746.2,16038.4,10412.2,10410.6,11501.6,12086.8,21913.7,22487.4,101.158549574938,100.964507498318,4.58406392491006,69.0349690327176,99.9686298706332,3.36514984419774,68.1714668876364,99.8932397504361,68.2443246989982,,,,,13.0022290956319,13.282182249468,,,,,5.59069711646694,5.73414360434659,7.21209484583943,7.26239547097957,6.19570222889501,6.5351257220304,6.64346110289994,6.84884341777759,0.317521038949841,1.70372294974709,74.5322709479546,0.401571798475383,7.36308379204045,67.3347546796573,0.821114315183202,5.79860233108734,79.7932019739355,0.986978399185117,6.31866905138194,80.807487490137,-0.0672354937633177,2.09892540185607,117.205601860124,0.225082806838153,3.58482446029197,77.5338991381885,196.192818723568,190.62044393068,1.51169528796496,16.7739970983366,195.909028648728,188.612158904583,1.94709642358445,19.6300208099676,0.283790074839935,2.00828502609756
1994-11,100.954782918804,-0.129599449881417,2.41707172184411,65.655100446544,65.655100446544,0.099549647984554,2.2838754277573,68.9566186692082,68.9566186692082,0.00400844092020114,1.87180112702254,53.6319035228649,0.147134893211202,2.35122281471597,71.5290631676519,100.853801784765,-0.0741413617289028,0.337988263415843,2.97582885218275,63.894350461007,,,,,6026.4,6219.5,,,,,15651.6,15829.0,10263.2,10288.3,11346.8,11769.1,21611.0,22047.5,101.110171764142,100.917861123996,4.32139243434864,69.1431897587826,99.9835070590059,3.30822592960123,68.3213204227891,99.9083274462862,68.3840097908963,,,,,12.5671122798341,12.8258501093548,,,,,5.56605200891145,5.65426432363801,7.11633302467497,7.16940667350508,6.12691337510892,6.36209086548497,6.56701126661346,6.71281600178949,0.330599736367871,2.06737697664964,74.7786744392176,1.8069846513274,8.36803323336267,68.5514833617277,0.69918280056016,6.4255888286046,80.3511023181535,0.857187417972792,7.16274011219312,81.5001591056824,1.22589120707465,4.47328840060782,118.642415027526,-0.256085612432664,2.9792381099047,77.3353459777376,197.246287090481,192.433270379031,0.951013653609066,20.1296708548474,197.472244183604,192.001237655894,1.79685062245964,22.2402421611715,-0.225957093122955,0.432032723136993
1994-12,100.928736225296,0.711974623793334,2.54541624542198,66.1225481009494,66.1225481009494,0.0512480460578909,2.28224097495374,68.9919575889038,68.9919575889038,-0.438949943729461,2.13883156170914,53.3964863125302,-0.0154815233441604,2.31197208735749,71.5179893790397,100.866925655988,0.0248435075516263,-0.222972252025328,2.68037434298741,63.7518837888672,,,,,5794.8,6222.6,,,,,15470.5,15597.8,9668.7,10117.0,11637.6,11704.4,21306.3,21831.4,100.994312991627,100.815461053877,3.95459109257847,69.2063611241375,99.9834389299535,3.21237589101783,68.4602848212946,99.9055479934239,68.5250080664198,,,,,12.1309094088629,12.8264236907625,,,,,5.51451838187978,5.56936781457713,6.76486391931492,7.06815414365675,6.28752132147026,6.3170355061114,6.48887620754654,6.6439835076015,0.127313558051497,2.35500013319762,74.8738778303099,-0.546433618813693,5.42200949303814,68.1768950104437,0.876839589645179,7.21994542592646,81.0556525939954,0.864860028181209,7.85513781724897,82.2050214046915,-0.390493107655473,5.81017474018233,118.179124574088,1.01284853362054,3.53621346256769,78.1186358954434,200.395297626632,194.725114226014,1.190981082673,19.3202052183034,191.369887248116,192.580598643302,0.301748569165959,24.7233264590712,9.02541037851624,2.14451558271265
1995-01,100.865168787681,0.954569392259234,2.52342552868068,66.753733706503,66.753733706503,0.301727296531297,2.33058649755801,69.2001251573608,69.2001251573608,-0.151014475308676,1.88571999051154,53.3158498888921,0.239964228531588,2.4614601619613,71.6896069705144,100.852618464854,0.133413125581921,0.671200773562708,3.04199867227912,64.1797869260188,,,,,6130.4,6198.9,,,,,16886.0,15806.7,10359.9,10235.1,12663.5,11759.5,23023.4,21994.6,100.810190029569,100.656620925698,3.49932606583804,69.2236583552274,99.9702918472877,3.09200640319168,68.58988200748,99.8872235818148,68.6673225543205,,,,,13.151508923377,12.7857136019577,,,,,6.04850960086254,5.64164098232185,7.28393296063076,7.12800889642545,6.89589894566905,6.35780549482159,7.06679584023592,6.69238515707823,0.825828141826626,2.88625002473916,75.4922073843095,-3.02906320736717,1.44070255998474,66.111773767757,-0.714723434961215,6.26202456825659,80.4763288495454,-1.01000524421873,6.8218890228615,81.374746377493,-1.56300433458788,-1.44521809734524,116.331979734417,-0.971213840093435,2.83234887847175,77.3599368919347,182.088883441838,195.54810306246,0.422641342241226,21.2644075110008,186.017336188346,191.958245576967,-0.323164986877797,22.0934994319664,-3.92845274650735,3.58985748549304
1995-02,100.696755757278,-0.00205085794527153,2.71252561434301,66.7523646822515,66.7523646822515,0.32281090705965,2.35568791263773,69.4235107090677,69.4235107090677,-0.241561092557492,1.26532823841849,53.1870595393942,0.452169969091482,2.55578772556118,72.0137658441948,100.706342881635,-0.162714070246077,0.24648013147301,2.75130425085225,64.3379773492132,,,,,6232.8,6243.1,,,,,16401.6,15557.3,10450.7,10200.5,12441.7,11588.9,22892.4,21799.4,100.567435663242,100.448830092792,2.98907157500903,69.2016030464534,99.9466824271323,2.96088346701921,68.7125831713452,99.8567660737674,68.811144074689,,,,,13.4221052569546,12.9502667162201,,,,,5.85980315342931,5.54035987845205,7.3166060783726,7.10090330174889,6.76937774091518,6.26160626494995,7.00941499237637,6.62582206424827,0.299104004062283,2.93523657479771,75.7180075993509,3.83050880235134,7.62828003115872,68.6441910813216,0.355678828879701,6.05298429645194,80.7625661135228,0.654054617899098,6.68532170672565,81.9069816639787,-0.0993232409571195,-0.537238735521185,116.216435041875,-0.337144746421344,2.13541757301359,77.0991219288687,195.370570745954,200.734489545057,2.65223052608189,24.5886407731317,187.044442302593,195.096835720029,1.63503793943754,23.2162451495065,8.32612844336172,5.63765382502759
1995-03,100.427067621264,-0.197985005030858,2.26234331757768,66.6202050096771,66.6202050096771,0.276044808888199,2.317051593458,69.615150706528,69.615150706528,0.00113118655891535,1.37287392904952,53.1876611842628,0.395564889946547,2.54350623495369,72.2986270178028,100.504349607358,-0.247398936839184,0.0916950041196384,2.66294485231844,64.3969720601941,,,,,6348.6,6273.3,,,,,16273.4,15570.8,10488.6,10284.7,12410.4,11583.4,22889.0,21857.1,100.297688509058,100.218470550403,2.47002007421645,69.1615667620128,99.9176175347244,2.83341700776642,68.8323815751129,99.8203061291717,68.956291805037,,,,,13.49727090454,12.9887589712034,,,,,5.80034847738696,5.55233831055457,7.30783421191516,7.15392546668801,6.73170334745256,6.24991462410407,6.98128706102616,6.64859366131965,0.271542545017281,3.17446851489298,75.9236142042226,-1.42740807151568,2.00242269162412,67.6643583572002,0.198713909597805,5.45295644161597,80.9230525661385,0.121711469460292,5.81792632527372,82.0066718549525,1.00183667673831,-1.39954336259387,117.380733912522,0.303837757002168,1.46295525504945,77.3333781716057,232.653846403923,207.049932186756,3.14616718632297,21.4086127282059,220.858550786407,201.895655774984,3.48484383658151,22.1824413890016,11.7952956175161,5.1542764117721
1995-04,100.140219603131,0.652322513409862,2.93643902491682,67.054783605435,67.054783605435,0.315414384763476,2.43896321570132,69.8347269058312,69.8347269058312,0.444628539915813,1.45876337426068,53.4241487056017,0.293377766272177,2.60600300224708,72.510735114793,100.397327993393,0.0270787240140109,0.334535839835276,2.93827367888279,64.6124030115041,,,,,6187.4,6356.8,,,,,15959.6,15913.9,10273.4,10498.7,11977.7,11751.0,22250.0,22260.7,100.043514419626,100.001542222903,1.99471020471471,69.1328369559211,99.8876788490321,2.71787847559248,68.9531866496344,99.7835388595466,69.1027672877904,,,,,13.0630297444941,13.1847207739372,,,,,5.67403371791112,5.66585413841501,7.12584331670774,7.28467627784899,6.488435574671,6.35294565734915,6.76820373787213,6.76458317301074,0.380347848689829,3.41961753945043,76.2123880374959,0.16780969830952,2.50853606634051,67.7779057128224,0.343674005725057,4.75258240387315,81.2011640624475,0.285812545020725,5.0032662127205,82.2410572108679,-2.99398681438762,-4.9322597296314,113.86637021655,-0.331614481995205,1.45180360246819,77.0769294901726,209.743568563349,211.953798234004,2.36844610160233,24.4998935382255,201.927835807613,206.231023900226,2.14733105999758,24.9809078307356,7.81573275573566,5.72277433377756
1995-05,99.8631494912179,0.156616129588618,3.00502732924585,67.1598022122219,67.1598022122219,0.224134238152224,2.5175771535102,69.9912504389472,69.9912504389472,1.26645438940441,2.21533049020186,54.1007411818858,0.110267554874296,2.55229303841134,72.5906909294255,100.395435434365,-0.106867632351213,0.12536764773855,2.9723686184628,64.693406061307,,,,,6265.6,6216.8,,,,,15487.5,15757.9,10093.1,10187.8,11576.0,11784.9,21669.1,21973.7,99.8411334324355,99.8289914057854,1.60746753477801,69.1405550307879,99.8603797712408,2.61847016911673,69.078029643518,99.7508448090574,69.2505710360116,,,,,13.0964173826268,13.0201193078888,,,,,5.49476604528314,5.61613983406675,6.98483675102687,7.08115545784135,6.25495693479656,6.37660121260389,6.57401928844022,6.69258490329059,0.23050801442049,3.41849745242603,76.3880636999036,-0.220448897075876,2.12926935263933,67.6284900672174,-0.109253955853929,4.37379456883405,81.1124485785099,-0.183576060667376,4.54350556258036,82.090082317789,2.23183046549995,0.542465485092115,116.407674557002,0.888566172739147,2.49163789818303,77.7618090126082,214.358873323899,210.331600574856,-0.765354370935461,22.317143644325,213.151533482922,206.594771227067,0.176378568055434,20.6408320278426,1.20733984097772,3.7368293477886
