country,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM
1978-05,,,,101.9501206414,101.524094554965,4.25534731303118,26.8291281477439,100.627638912175,4.184227390314,26.4902343646912,100.662331419306,26.3159356545668
1978-06,,,,102.141503939277,101.677204178676,4.48956534726386,26.9507011504315,100.769224806117,4.34089536918392,26.6038329349674,100.826894682973,26.385651386584
1978-07,,,,102.319657968012,101.818239576919,4.68146166534099,27.0687663447322,100.887256808406,4.47174325282076,26.7102224555724,100.96436576008,26.4550985434243
1978-08,,,,102.465778777018,101.932526804577,4.80736612514546,27.1782750117868,100.986627212197,4.58231847859931,26.8109066696094,101.080750357705,26.524245788373
1978-09,,,,102.568606779961,102.011977265996,4.85788084850574,27.2761342534214,101.072998202685,4.67624707307056,26.907539527535,101.182550854684,26.5930630333474
1978-10,,,,102.616109175904,102.047735897207,4.82741616436524,27.359016109207,101.147689742622,4.74676956513447,27.0003897717268,101.271000884972,26.6615215962909
1978-11,,,,102.621616418991,102.050138586175,4.73915503837355,27.4303420455461,101.210604506476,4.78256773316327,27.0893097651892,101.345756139773,26.7295946046605
1978-12,,,,102.611177820472,102.04058650645,4.62125807860585,27.49698123526,101.263218009427,4.77267404114729,27.174605176707,101.408158958648,26.7972571987903
1979-01,,,,102.604589951451,102.035418648276,4.49502589347285,27.5641967221037,101.313005956883,4.71532494371345,27.258600291369,101.467041965479,26.8644869933657
1979-02,,,,102.606145272146,102.036782375911,4.35547596756368,27.6331320315049,101.368893468353,4.6246135853029,27.3442257065672,101.53339085861,26.9312641637718
1979-03,,,,102.597967050776,102.028891348218,4.17143136531818,27.6989590510853,101.434493326704,4.5037251710526,27.4326046506971,101.611380517164,26.9975710506789
1979-04,,,,102.556559862316,101.992676124062,3.92267907961077,27.755284192985,101.505816848998,4.36701102937374,27.5223778786534,101.695964445531,27.0633923663654
1979-05,,,,102.474418270989,101.923186492791,3.6186988668138,27.7999935040023,101.574910188854,4.23071077999732,27.6109595656048,101.777614407781,27.1287156083057
1979-06,,,,102.348323194813,101.818687267075,3.27049823491955,27.8321233558548,101.635086509473,4.10598843138823,27.696183237583,101.848424463332,27.1935313516355
1979-07,,,,102.186915655128,101.685891544873,2.90066067352919,27.8539394049034,101.684762986517,3.99618603798038,27.7776126360555,101.906897917705,27.2578335751986
1979-08,,,,102.003698691847,101.534936816209,2.54169034215301,27.8690626029252,101.724502825668,3.89598359598928,27.8554551953934,101.953894149885,27.3216196670648
1979-09,,,,101.801258768263,101.367558466578,2.20716401821011,27.8781632742216,101.753410672149,3.79761166440815,27.9293833872379,101.988296627537,27.3848905323289
1979-10,,,,101.576732613915,101.1802885873,1.90580865643898,27.8804266065328,101.765810681638,3.69234248574185,27.9973366345842,102.002670811593,27.4476505485798
1979-11,,,,101.328941900875,100.972433032753,1.62286160689942,27.8754985352445,101.751911996108,3.56820639623222,28.0559122489258,101.984755488877,27.5099078430265
1979-12,,,,101.060614524727,100.747070477366,1.33513728915987,27.8641036851253,101.699457990751,3.40917324189891,28.101034544983,101.919941584649,27.5716745006608
1980-01,,99.0069826062451,,100.772921562471,100.506005569337,1.02433983790866,27.8465477701277,101.596445055008,3.19255234661362,28.1288453746251,101.794518731001,27.6329666128267
1980-02,,98.8321982047864,-0.176537449034008,100.456192592164,100.241174341007,0.67675711047286,27.8201412173745,101.434995803948,2.89846449770592,28.1367883808446,101.599578895949,27.693804134425
1980-03,,98.5274523049302,-0.308346779077754,100.130456268652,99.9698589575513,0.330190179876804,27.7904182938001,101.220393195068,2.53006132587219,28.1266663716438,101.341977200003,27.7542111854938
1980-04,,98.306261699803,-0.22449642201516,99.8569511434453,99.7448564750015,0.0689741017265209,27.7744281509388,100.982247788193,2.12875365734012,28.1082615043322,101.057176785489,27.8142160689851
1980-05,,98.2816680809552,-0.0250173472396513,99.6967370336433,99.6168660105643,-0.0383973330783024,27.7893190479009,100.758824911036,1.75009413608809,28.0941773498801,100.790444220658,27.8738501125901
1980-06,,98.4541145211204,0.17546145027084,99.6818855490819,99.6128383937944,0.043704806798704,27.8442873315954,100.583616683478,1.44179001689035,28.0955040425621,100.58123539174,27.9331467078693
1980-07,,98.7191938664034,0.26924151069994,99.7877673770895,99.7113164699006,0.282877076178901,27.9327318142926,100.470803551343,1.22168839292926,28.116968505463,100.445940312092,27.9921402677917
1980-08,,99.0265318745232,0.311325484014507,99.9599963762341,99.8654779842395,0.612083947444172,28.0396446614208,100.42259080178,1.09103764075909,28.1593686965799,100.386806853512,28.0508660243283
1980-09,,99.2740349314283,0.249936105223526,100.140990604077,100.025264098584,0.971470859871978,28.1489915066982,100.432227636807,1.04288544293422,28.2206548608847,100.395935413611,28.1093599503022
1980-10,,99.3543528027116,0.0809052148820236,100.278667467772,100.146081994275,1.31176678405085,28.246152782009,100.48629730226,1.06918075754212,28.2966787705055,100.458043357933,28.1676586808326
1980-11,,99.2426243797449,-0.112454482179121,100.351861206046,100.209234600319,1.61294548582856,28.3251151305209,100.566649343033,1.1610123343508,28.3816448506505,100.552137978172,28.2257994920123
1980-12,,99.0105492141694,-0.233846260138635,100.372147979293,100.225380125733,1.88405328191892,28.3890782450822,100.654534542015,1.31093650648631,28.4694212655335,100.656207978291,28.2838205783329
1981-01,,98.8877434599686,-0.124032999691,100.368416938328,100.219857135931,2.15333506726931,28.4461772482858,100.733394925142,1.51311357421386,28.5544667522582,100.750501532327,28.3417613986727
1981-02,,98.7754190476234,-0.113587800080244,100.355667675809,100.206659768132,2.44617840551301,28.5006715042172,100.791132456939,1.76255167676728,28.6327138162397,100.820610909954,28.3996630825938
1981-03,,98.7508265137117,-0.0248974230115183,100.338047771204,100.189758009895,2.74681215435525,28.5537688812403,100.822782291745,2.04737752141822,28.7025254164611,100.860778777375,28.4575687044958
1981-04,,98.8477339636874,0.0981333052055632,100.295079946471,100.152148960438,2.9712175084019,28.599666823018,100.829906926356,2.33445977881825,28.7644375636759,100.872908167666,28.5155232323281
1981-05,,98.953855573462,0.10735866723421,100.206187652251,100.076406510064,3.03415068326223,28.6324888616667,100.817738469643,2.58446315258058,28.8202610115084,100.863340838403,28.5735736809298
1981-06,,98.9492754804148,-0.00462851398833019,100.082699935318,99.9714033189497,2.91320103453308,28.6554473981978,100.789301744591,2.76031259258982,28.8710277786006,100.835641120426,28.6317689438008
1981-07,,98.911143866274,-0.0385365268777242,99.9503173194227,99.857861281996,2.66058370086811,28.6759055241508,100.740574288127,2.83915176695413,28.9152519135998,100.784562904258,28.6901595644844
1981-08,,98.8566035271023,-0.0551407425289313,99.8175994902268,99.7430730347263,2.34209552052249,28.6963599230064,100.664262131513,2.80847204038438,28.9502166931721,100.700616481938,28.7487978768875
1981-09,,98.7376051793182,-0.120374707949079,99.6816137491416,99.6238439522914,2.01437666150816,28.716018222059,100.554655242211,2.66820066535984,28.9736385616518,100.57588853984,28.8077380993506
1981-10,,98.5733141661723,-0.166391531218006,99.545249682501,99.503217694668,1.73337130995807,28.7357634904992,100.414449587356,2.43618656584497,28.9860386572928,100.412242618883,28.8670364303187
1981-11,,98.4358589725518,-0.139444630408555,99.4115856064105,99.3844996251547,1.52312307257002,28.7565414944059,100.250405733035,2.14123387336325,28.9893622440103,100.216448732414,28.9267506588805
1981-12,,98.4567620128926,0.0212351886385639,99.2834867054376,99.2707217326028,1.37435386622614,28.7792446395294,100.0715801617,1.81660214914812,28.9865973840932,99.9988183173715,28.9869399177268
1982-01,,98.5647462236934,0.109676784603795,99.1517560391239,99.1539078236711,1.24829401254719,28.8012691756747,99.8874673939797,1.49461359291763,28.9812456937226,99.7713463669462,29.0476642333093
1982-02,,98.573625022299,0.0090080875219248,98.9535729559351,98.9966619130278,1.06565220646166,28.8043895389582,99.7067819149009,1.20164493324241,28.9767773710623,99.5457879687808,29.1089939236303
1982-03,,98.5738349828189,0.000212998679767449,98.7309906012569,98.8240488546754,0.865124201505006,28.8007944462738,99.5334790174933,0.949642161807487,28.9750966993194,99.3285100252202,29.1709768846451
1982-04,,97.5393911208913,0.18496090302078,98.5040796962458,98.65306768562,0.687746129048235,28.796359924514,99.3640572607232,0.733180147203968,28.9753327093476,99.1162942090151,29.2336723649543
1982-05,,97.5940137837818,0.123276467399543,98.2914308545467,98.4985930116142,0.573082099508399,28.7965765299766,99.1930844632421,0.539886444701402,28.9758576940371,98.9033717261439,29.2971383971308
1982-06,,97.6572766878656,-0.0632683128041693,98.1059410180163,98.3711781106629,0.522976291538848,28.8053085943248,99.0177543172696,0.363134849135331,28.9758685417682,98.6868389483102,29.3614314234394
1982-07,,97.5239475544412,-0.188457454191429,97.9684367591813,98.2844001538947,0.533131446097769,28.8287857939534,98.8423732571726,0.213320772476758,28.9769341523455,98.4718871363096,29.4266059024889
1982-08,,97.4546465624746,-0.0153936661572794,97.9040242459714,98.254751553698,0.620962538501738,28.8745535680419,98.6756966536969,0.110252594111089,28.9821350580771,98.2687973595714,29.4927136963219
1982-09,,97.4725125115002,0.0513336297921067,97.9322769090336,98.2958157589315,0.80989775820495,28.9485886098852,98.5284514663861,0.0746591504451303,28.9952700340549,98.0901988795969,29.5598034923406
1982-10,,97.5386423183136,0.126349420966585,98.0557676190879,98.4091787947559,1.10009616489926,29.0518845226128,98.4100221871989,0.116138815584694,29.0197026992743,97.9471476984637,29.6279201397608
1982-11,,97.5907811438726,-0.00795222780570731,98.2651371008636,98.5894516599823,1.47917178367667,29.1819001421524,98.3286611141358,0.238124778391869,29.0583930986111,97.8492479193026,29.6971041847719
1982-12,,97.6681893817008,-0.00560809221687952,98.551187110722,98.829705926083,1.93498139609138,29.3361176692399,98.2899188603902,0.43726972356891,29.1133469983467,97.8028156214365,29.7673914737129
1983-01,,97.863856954498,0.0803915842605025,98.8904168621456,99.1124395567198,2.45286809318571,29.5077263177173,98.2928907597059,0.700497492497257,29.1842585931016,97.80636661089,29.8388127525557
1983-02,,98.2237606499663,0.226402460322788,99.2480675830788,99.410666076652,3.06280829340054,29.6866127706208,98.334583205177,1.01300636805154,29.2703139710873,97.8563004687198,29.9115272403372
1983-03,,98.687559364602,0.404352836728115,99.6132386721746,99.7166738517456,3.71050615051372,29.8694496955996,98.4105526426484,1.36238285840353,29.3698484499567,97.9470915342022,29.9854217107621
1983-04,,99.0778588102741,0.297015598827394,99.9652471036632,100.013309470343,4.3536927058231,30.0500649460901,98.5148094271792,1.74475283712835,29.4808806488614,98.0717853416979,30.0605118446098
1983-05,,99.2934930227209,0.0954163510552258,100.290861229295,100.288182160717,4.95853471857488,30.2244647749765,98.6416436581816,2.15928159484153,29.6015280561719,98.2238317389335,30.1368084833516
1983-06,,99.3614354483355,-0.0265561715128973,100.578839108495,100.530952747155,5.49864477106568,30.389210189136,98.7863427485168,2.60344635934828,29.7302397364084,98.3978517537851,30.2143179007613
1983-07,,99.3609201155539,0.0280082950881383,100.817875240783,100.732305589501,5.93856271518913,30.5408013183548,98.9448557233141,3.06698336102716,29.8656519013337,98.5891475468171,30.2930420279285
1983-08,,99.3233093348542,-0.00812570376438216,101.009190145063,100.893916251389,6.25099297246084,30.6794998824096,99.1134833818639,3.53434085683055,30.0064624986165,98.793281758849,30.3729787738616
1983-09,,99.2847591019593,-0.0497391361680206,101.162775686557,101.023150403892,6.42396383351232,30.8082354724965,99.2882083528047,3.98656656055674,30.1511857733757,99.0052690878295,30.4541223423452
1983-10,,99.3144012555725,-0.0283317994715108,101.289161902169,101.126777138653,6.46513493538833,30.9301280582729,99.4633392603818,4.40376487154973,30.2976621725731,99.2179794171327,30.5364636032302
1983-11,,99.4648925598636,0.125728331329414,101.384838338692,101.202233981937,6.38110561613311,31.0440280110176,99.6323195641246,4.76635915424643,30.4434204781436,99.4233500420118,30.6199906413127
1983-12,,99.6848583633062,0.157732564342228,101.444314769754,101.244361173649,6.17683616946728,31.148161596151,99.7881670006406,5.05782995200278,30.5858505828596,99.6129625323276,30.7046892345296
1984-01,100.501805417378,99.8717424726467,0.240426644312033,101.461448112834,101.248731078558,5.87237644204337,31.2405310865816,99.924009666409,5.27038317075689,30.7223808465026,99.7786254504172,30.7905432729872
1984-02,100.388371722855,99.9117258451091,-0.118088566112886,101.429252498884,101.210319190179,5.49946926982916,31.3192189171943,100.033760598716,5.40034962610575,30.8510132621849,99.9129391537491,30.8778958195899
1984-03,100.322531624553,99.8656540658399,0.0687501606519067,101.35234584277,101.132803729269,5.0744086835917,31.3851476446941,100.115674802885,5.45041922421092,30.9706283159948,100.013734763527,30.9663751575939
1984-04,100.313513997678,99.7450694852988,-0.184707137656311,101.2422886955,101.025439678389,4.63127531498157,31.4417661860743,100.176213910533,5.4371530111813,31.0838012387837,100.08964382428,31.0559614872396
1984-05,100.276948362622,99.6501284941827,0.0294763034394205,101.110297731305,100.899306214552,4.19524361645916,31.4924547040576,100.224214081899,5.37992114579141,31.1940669235432,100.152288023561,31.1466343297169
1984-06,100.213187678185,99.5995400635426,-0.130296200605149,100.963284357301,100.76284337418,3.78448979701272,31.5392867481366,100.265984750538,5.29312991116732,31.303899948558,100.209766227054,31.2383723933954
1984-07,100.069689694247,99.6510231006827,0.0939731716382468,100.819393204341,100.632744100728,3.42845482662518,31.587878895244,100.302067538928,5.18249506629804,31.4134378376381,100.262627691973,31.3311535521956
1984-08,99.8688386189995,99.7434918254318,0.0916822267519044,100.689836996582,100.518213252087,3.1364137823117,31.6417359450658,100.329842869333,5.04868611297017,31.5213946037778,100.306888663429,31.4249549794582
1984-09,99.694143479981,99.7914768717111,0.114108714978389,100.579705371116,100.423366743399,2.90260002205455,31.7024753221158,100.34801506181,4.89466793382821,31.6269861950941,100.340207537669,31.5197536174329
1984-10,99.6132708473377,99.7336477722503,-0.191696357305384,100.50435736177,100.359954202016,2.73149092443825,31.7749816991017,100.360733927426,4.73279841502303,31.7315894476657,100.367107547235,31.6155264639185
1984-11,99.5821281248134,99.6797958403904,-6.15778245901626e-06,100.472796433807,100.333542976324,2.63547278091827,31.8621849193487,100.374680556028,4.57962410552969,31.8376147009084,100.395317800062,31.7122505297641
1984-12,99.58291602104,99.6652185755371,-0.0822176620764876,100.479436893265,100.338656086851,2.61411757637629,31.9624111631541,100.395962956353,4.4509876063112,31.9472230015875,100.431690247561,31.8099027536415
1985-01,99.5640068584354,99.7032037114079,0.203524563879312,100.50561266396,100.361544758433,2.65444300821158,32.0697931797375,100.426933873122,4.35723762821671,32.0610279850304,100.478142849633,31.9084599652783
1985-02,99.50659817014,99.6779596869705,-0.133337519122484,100.514686180706,100.374965479311,2.7258414062795,32.1729311545625,100.468689640817,4.30607629338096,32.1794814305356,100.535150555888,32.0081894268881
1985-03,99.4212510790402,99.644896091713,-0.0172421553430427,100.515586469966,100.382340872876,2.83311259054681,32.2743242141776,100.517775747249,4.29407139113724,32.3005292061674,100.597199647079,32.1087757109402
1985-04,99.3794787284886,99.6264301216728,0.0222299527815494,100.505213874349,100.379433831812,2.96153934787685,32.3729264633423,100.570247588636,4.30694786779521,32.4225643534672,100.659320015137,32.2101960837721
1985-05,99.3653420093267,99.6170030017991,-0.0926477422244386,100.478880029626,100.361839299218,3.09506374788914,32.4671662529233,100.621039161964,4.32644027829534,32.5436595993618,100.715610445825,32.3124284858177
1985-06,99.3794798066375,99.6502283882581,0.137841977977662,100.436520030587,100.329901576924,3.22665833880814,32.5569517739959,100.664657885215,4.33802098311719,32.6618696968605,100.760186420933,32.4154518337364
1985-07,99.4018200542661,99.6606474759986,-0.03877803679864,100.37691479068,100.28389582114,3.3365235462023,32.6418159123297,100.694697838197,4.33413358308593,32.774938196561,100.786279398854,32.5192460640964
1985-08,99.4575862643741,99.659191825577,-0.0217758255275819,100.310775504146,100.23334461119,3.42409495833768,32.7251790302913,100.704731864891,4.31190709029776,32.8805678526588,100.78708071433,32.6237922753762
1985-09,99.5605803661278,99.6737601633856,0.0109584527175618,100.251351787044,100.188011052196,3.49771675587293,32.8113381134839,100.690264525792,4.26921392465915,32.9772098936851,100.758154348128,32.7290730036064
1985-10,99.6497750420344,99.7201307559758,-0.00763326539312865,100.205849632627,100.15300134714,3.54896016404858,32.9026631417366,100.651120861423,4.20182775067162,33.0648961788069,100.699934237514,32.835072266104
1985-11,99.6881214787805,99.8138472976614,0.0618083312022846,100.174167308356,100.128243021214,3.56838139375163,32.9991491976534,100.589444442633,4.10494076784991,33.144529926277,100.615493639084,32.9417753941249
1985-12,99.6554706072517,99.9348598795696,0.0985889937648954,100.155624443411,100.114068455267,3.56102739916605,33.1006013821081,100.509196754804,3.9768490689696,33.2177158420878,100.50998875647,33.0491687971158
1986-01,99.6058661681631,100.041293655538,0.0968653213140222,100.147781076691,100.106931824727,3.54366712843337,33.2062398988045,100.417306142581,3.82471138025592,33.2872697710009,100.39216170895,33.157239772867
1986-02,99.559985379652,100.09588673245,0.00327591308268113,100.144263735971,100.101806269319,3.5466413069686,33.3139896205528,100.320924077964,3.6567377121238,33.3562006635719,100.271153186104,33.2659988478068
1986-03,99.5062838043108,100.12399731882,-0.00742933118988733,100.142631660386,100.097079491402,3.55914824906771,33.423015259345,100.226404187138,3.48779622082772,33.4271058431274,100.154887940133,33.3754113559671
1986-04,99.456956485946,100.155563314582,0.0253284232482484,100.14310414269,100.093838532165,3.58465579320419,33.5333844472402,100.136933332874,3.3268570450855,33.5012167198579,100.047039396277,33.4854653591125
1986-05,99.4468446152888,100.195703493061,-0.0380442814878755,100.141164494521,100.088460287161,3.6233782246015,33.6435744850769,100.053522539783,3.18105513327453,33.5788913536027,99.9486331060425,33.5961486516544
1986-06,99.378071587532,100.24756527581,0.153358883791066,100.139720660362,100.081270919361,3.67845528645055,33.7545446876336,99.9748538892036,3.05447974705008,33.659519891759,99.8578102805074,33.7074484181128
1986-07,99.3442913839785,100.221259858727,-0.0737993422970103,100.13834649287,100.072737756172,3.75078090772564,33.8661389115043,99.8972003863952,2.94916482998855,33.7415251469045,99.7698776700763,33.8193510254493
1986-08,99.4108657671261,100.140265548784,-0.0779590876315815,100.145995345147,100.068974197704,3.83863973499363,33.9813807558959,99.8164484350403,2.86671301555016,33.8231593708778,99.6797035778594,33.9318418462778
1986-09,99.4416731903362,100.054052674397,-0.134144974544195,100.164328348707,100.072378069914,3.93008154697552,34.1008504579977,99.7299096291749,2.80791721938481,33.9031826487625,99.5837192705674,34.0449050277467
1986-10,99.4272858953339,100.008259663156,0.120037062646286,100.194762508856,100.085429199091,4.01909171710776,34.225051350774,99.638454790201,2.77274984225575,33.9817030354468,99.4823537410431,34.1585233537022
1986-11,99.430634243725,99.9296849873352,-0.123676641616753,100.25076923246,100.119761268219,4.11972484208289,34.3586233448252,99.5468183720365,2.76322141607029,34.0603866754557,99.3805814133044,34.272678013228
1986-12,99.4768509267853,99.8557849280694,-0.0828650427536414,100.345249367968,100.187938504475,4.24605338980518,34.506070589139,99.4643690971229,2.78524568275953,34.1429108384909,99.2891640149554,34.3873484858309
1987-01,99.5785682953528,99.8415846539652,0.0136731371152655,100.487028260928,100.297217572171,4.40974194608364,34.6705493883392,99.4060880621135,2.84859957083843,34.2354907948415,99.2260806857886,34.5025124022104
1987-02,99.6541624506831,99.8865288713321,0.0326989777616534,100.662920938572,100.437113082788,4.60290985800875,34.8474025328932,99.3874605043089,2.96319255201988,34.3446091172717,99.2105127196995,34.6179131382033
1987-03,99.7732390267354,99.9664249624006,0.0424850601157156,100.863196399925,100.598558794725,4.81870049417143,35.033570260814,99.416766469117,3.13216073777773,34.4740965281213,99.2524468085732,34.7337497831272
1987-04,99.8951866410685,100.060590168286,0.113971868428628,101.07454886554,100.769176792706,5.04299463182455,35.2244712247837,99.4865279874593,3.34252857924274,34.6210044631132,99.3429364787437,34.8499910414073
1987-05,100.025897953334,100.13163725283,-0.0241091912484059,101.274705689288,100.931114855403,5.25731710058649,35.4123238797294,99.5835095996703,3.57652814514334,34.7798498536914,99.4659110713281,34.9666026069478
1987-06,100.144128006118,100.213944993567,0.0525590920940234,101.43814011595,101.064402556508,5.432019734316,35.5880982162944,99.696171727769,3.8213323402297,34.9457620109488,99.6072642539306,35.0835476435342
1987-07,100.275926065851,100.293151383617,0.0945897367511234,101.539423822921,101.148251040737,5.54104417184941,35.7426766278906,99.820187618898,4.07634715120377,35.116946846003,99.7618221569019,35.2007873220001
1987-08,100.43859883052,100.317091538245,0.0127153057297058,101.564617459594,101.169793169939,5.56038718600318,35.8708770970737,99.9543438675324,4.34547226188382,35.292935379432,99.9282362440646,35.3182811044844
1987-09,100.571624138756,100.258239959649,0.0216615108588702,101.51653445054,101.130932660936,5.49116932624165,35.9733858983348,100.09524503063,4.62814158168497,35.4722699424445,100.102390245609,35.435986948374
1987-10,100.654221185795,100.111136523399,-0.147203995402562,101.414123791098,101.047930462562,5.35159350887014,36.0566369772695,100.230876019188,4.90818656611588,35.64958841877,100.269245167874,35.5538613650521
1987-11,100.678024123239,99.9894130808266,-0.235367208289025,101.298992767781,100.954825041177,5.17078848611607,36.1352350847274,100.346625145642,5.16113757114233,35.818290089039,100.4104913162,35.6718602005887
1987-12,100.684702588705,100.032584689389,0.164322859432682,101.213050952096,100.885715092246,4.97888923105405,36.2240896217616,100.431646564766,5.36138885217294,35.9734450539931,100.512729655597,35.7899394208622
1988-01,100.628651746362,100.160276090629,0.130794455958162,101.112754994227,100.826518770159,4.72180313942318,36.3076244778131,100.486025749457,5.48995212024126,36.1150028476079,100.576324864698,35.9080557936396
1988-02,100.572620684402,100.285579189272,0.0383327690036042,101.059806690929,100.805307834221,4.47854463431614,36.4080590092287,100.516062413667,5.53586767807443,36.2458812325557,100.609641117532,36.0262503970302
1988-03,100.564588387062,100.381469233766,0.109979673786723,101.050020016357,100.81599209003,4.25405819230735,36.5239187265519,100.53044308551,5.49874967481494,36.3697407988567,100.623458923712,36.1443953406836
1988-04,100.649585632074,100.427975089801,-0.0800140484053862,101.08008045532,100.853769773271,4.0586649834151,36.6541145039771,100.541515014676,5.4047430078256,36.4921807810723,100.63352011793,36.2624508596223
1988-05,100.789373562668,100.486101234846,0.114305350063172,101.141028737727,100.911011676946,3.9058851384619,36.7954885753318,100.560304762141,5.28522625864979,36.6180436108777,100.653279642822,36.380378007374
1988-06,100.941843993222,100.531816193155,0.0157388535601429,101.216475976037,100.973747015071,3.80473157476975,36.9421298259898,100.594610402581,5.16492681987659,36.7506850454625,100.691942980234,36.4981387365589
1988-07,100.981522329206,100.579582995252,-0.0360604524232746,101.287962975436,101.026899106325,3.76193389977585,37.0872924966425,100.646370264708,5.05139565550048,36.8908427733264,100.75144518289,36.6156958903764
1988-08,100.941908048489,100.651370465341,0.153677324331645,101.352236031454,101.069249015991,3.78818022007918,37.229730568034,100.71395845378,4.94350724043119,37.0376441952749,100.829310318771,36.7330135237272
1988-09,100.914953913789,100.671555742265,0.0122324229246127,101.401553067953,101.09774267846,3.87270812849678,37.3665301381151,100.792601182592,4.83870911086469,37.1886698999801,100.918893738621,36.8500570332235
1988-10,100.942051341807,100.634055225037,-0.0950327716452449,101.441703932681,101.119258575949,4.00233765638117,37.4997453366354,100.874487229995,4.74195507281515,37.3400758852316,101.009777233686,36.9667936192408
1988-11,100.967920256213,100.594878112029,-0.00359580675692117,101.473846751772,101.136856769084,4.1358725847771,37.6297423660414,100.950984897039,4.6610616913043,37.4878026868595,101.091086617163,37.0831929315663
1988-12,100.968419763253,100.558371480457,-0.0852816041554358,101.488810374887,101.143866204723,4.22084817710065,37.753053448233,101.013751279127,4.59987215995834,37.6281775380096,101.153115473005,37.1992274899843
1989-01,100.912436464376,100.534726317992,0.134181874997547,101.481692071303,101.133749146012,4.29700305852737,37.8677642121033,101.054927106086,4.54905736695113,37.7578950452216,101.187254065954,37.3148727018632
1989-02,100.812073287546,100.426695768528,-0.115825906521263,101.47126400285,101.116284110306,4.31945180453432,37.9806875710987,101.067591086301,4.49162163386381,37.8739090753818,101.185988784795,37.4299935497325
1989-03,100.681898192528,100.259508931131,-0.119027112652814,101.44199751474,101.081590887279,4.27706811052543,38.0860716071195,101.052706050492,4.41910936618224,37.9769594209552,101.151377935176,37.5446782794133
1989-04,100.568586744825,100.102301085254,-0.135979668467078,101.391764405981,101.029459301107,4.17121173191605,38.1830352283969,101.02007387499,4.32742649815428,38.0713530819468,101.09520207631,37.6589118969358
1989-05,100.428894307601,100.02611011669,-0.0241242615847998,101.324715136544,100.965508016806,4.01564124998191,38.2730633926952,100.983641187203,4.22004436985924,38.1633412986311,101.03423512424,37.772682944254
1989-06,100.289125650751,100.033458013124,-0.000826301181954424,101.257407192085,100.904279509273,3.84448448785492,38.3623642766332,100.955695988724,4.10291409874129,38.2585340835768,100.983347541816,37.8859831990957
1989-07,100.166622365036,100.103312526744,0.0926891513092633,101.195644184536,100.851356837843,3.68278475647296,38.4531376512974,100.940728889929,3.97957472544524,38.3589414283375,100.947751605558,37.9988071237294
1989-08,100.073274350836,100.185228079202,-0.0484433798519199,101.143295199478,100.80927829613,3.53788281358576,38.5468748073447,100.938616687875,3.85240800654812,38.4644853656905,100.927113222075,38.1111518379162
1989-09,100.031881752507,100.274233801358,0.248259719590081,101.101527894301,100.77730884976,3.41890056760044,38.6440546490997,100.947647640391,3.72689960730403,38.574654292444,100.919960971317,38.223017449846
1989-10,100.024634489315,100.254303920984,-0.126412473624143,101.072028651889,100.755140384019,3.32166930236678,38.7453628659481,100.965720850348,3.6129168786995,38.6891417894083,100.925369081851,38.3344070389588
1989-11,100.032736946905,100.204297709981,-0.0797899984758646,101.062026382286,100.747734577143,3.25243681656481,38.853625960733,100.990549743833,3.52062305487338,38.8076069110185,100.942326398016,38.4453264510666
1989-12,100.05695552099,100.187850502252,0.0125448886485804,101.068216710756,100.752634494685,3.21719651398402,38.9676433676921,101.019473842719,3.45758683153677,38.9292044495111,100.968519819256,38.5557840396177
1990-01,100.09526031378,100.181660952341,0.0843417419258712,101.081452540642,100.763026578509,3.21164686442993,39.0839430740511,101.050437529804,3.42969862878722,39.0528770538465,101.001107565188,38.6657908960464
1990-02,100.151102814362,100.13903274888,-0.10829888722685,101.08856584807,100.769505232079,3.20005569201579,39.1960907255844,101.081342700236,3.43746141917014,39.1758100877796,101.036261127058,38.7740100937762
1990-03,100.19302183893,100.101990391311,-0.0266995903283964,101.081263737016,100.764613978378,3.20228016941909,39.3056943255051,101.107633624813,3.48544025585591,39.3006236525632,101.068223640975,38.8852423014487
1990-04,100.187028242262,100.083275713282,0.0707461733720523,101.038886531198,100.73143643687,3.19036166948998,39.4012121485716,101.123808758039,3.54453798324352,39.4208066526711,101.089133890819,38.9960870524891
1990-05,100.115837038459,100.013613829515,-0.121814844826697,100.946496190833,100.65798142668,3.14488502949011,39.4767072336593,101.122295910341,3.58760863882585,39.5324926279254,101.089145881863,39.1065650847665
1990-06,99.9936401881242,99.8909072883272,-0.068275072037957,100.78304133258,100.528298985484,3.02749629326884,39.5237834331186,101.096908114142,3.59194132413342,39.6327581793325,101.060919749014,39.2167004592486
1990-07,99.8181105025327,99.6643663558151,0.00335102617219904,100.545935686979,100.340345635886,2.82962778046836,39.5412183167402,101.046617263496,3.55224509767491,39.7215450447456,101.004472888626,39.3265208052172
1990-08,99.6371443594198,99.2581859952519,-0.367657905948232,100.245434302582,100.102766742767,2.55785142433283,39.5328465936402,100.973322614094,3.47279971382471,39.8002799033944,100.923578443298,39.4360569822199
1990-09,99.4521700522325,98.8116217438169,-0.316299431111937,99.9199660704114,99.845698996575,2.25038038430303,39.5136928746224,100.881346683968,3.36113297435041,39.8711997176091,100.824008922962,39.5453425662474
1990-10,99.2629400644511,98.508034073837,-0.267684760714097,99.6090435210719,99.6011432784013,1.94608895081451,39.4993820916353,100.77955638552,3.22796587567521,39.938014083962,100.715180146502,39.6544135907493
