country,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS
1976-05,99.8929357434509,125.486862668056,8.99924586026117,60.6357392801114,0.806989099095238,1.2271,7.0,100.680228812843,-0.272011627382998,,,10.24,10.24,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5982.3,5968.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9441364330976,100.844113275898,99.9022501783207,100.761443735803,12554.0,100.588050548001,10.0,100.864893471368,5.72790833210386,100.664542793062,100.452392295905,100.545274806101,4.78492559778235,30.1072695634173,100.636590761985,100.513013148522,29.9716799921794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07197549770291,15.3846153846154,1.83233910414308,1.84908911348784,32.5,33.2,0.492610837438429,1.49153698987363,1.49174603754959,10.0,10.2,-3.81550720196139,13.3032490974729,67.2538759608208,63.358309279911,13292.0,12554.0,,,,,,,,,2.77687030382229,30.1075268817204,5.72790833210386,0.997039490250963,0.948844317090902,-16.4284306621092,-6.78597201142156,0.8046,0.765707020630823,0.906084110454268,0.925995007903383,10.4068656482148,11.3671998825922,0.7312,0.747267877194639,0.0909553797966949,0.0228493091875187,0.0734,0.0184391434361843
1976-06,100.032778748537,125.051521386138,9.24768234994882,60.9553853992139,0.811243206272727,1.2356,7.0,100.612469832708,0.0,,,10.27,10.27,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.009168587786,100.805183665308,99.9492279149867,100.803044986352,12629.0,100.53698089426,9.99,100.907471403148,5.78070850426883,100.859803661255,100.528773611162,100.637575831405,4.57513656255257,30.1936351870837,100.756280712264,100.617007050688,30.0348189901039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06060606060606,15.0,1.82673562064417,1.8687006646915,32.7,33.5,0.0,1.46229116654278,1.49174603754959,10.0,10.2,0.597419149275129,9.87471724377934,74.1755809197738,63.7368239522061,14660.0,12629.0,,,,,,,,,0.921805467260004,26.3933121019108,5.78070850426883,1.20950165426733,1.1828311294641,24.6601901026914,15.4541462192666,0.9812,0.959563717945649,0.94262730841646,0.939196741108885,1.42568081823605,25.1870023281486,0.7647,0.761916975578068,0.266874345850874,0.243634388355217,0.2165,0.197646742367581
1976-07,100.183743917729,127.169701952733,6.68635039971121,60.635007774882,0.806979363636364,1.2407,6.0,100.593154907812,-0.0909179159178562,,,9.67,9.67,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.063882194279,100.674583847946,100.012178091138,100.841162012355,12220.0,100.495591304019,10.0,100.872394255521,6.03560588713423,101.002845675411,100.561771592343,100.677451388479,4.4052490624254,30.2671528127102,100.823093597647,100.675058145619,30.098070403341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0494752623688,14.0439932318105,1.84634781289035,1.88831221589516,33.2,33.9,0.0,1.46229116654278,1.49174603754959,10.0,10.2,-3.2385778763164,7.35307036809277,63.6564108834703,61.6726572726232,12581.0,12220.0,,,,,,,,,4.40944881889763,32.8125,6.03560588713423,1.23931298006607,1.21679780849996,2.87164229869824,18.933238346357,1.0001,0.981930721177423,1.0032474639151,0.966349686551149,2.89108173546312,17.2395251061311,0.8096,0.779824255103246,0.236065516150971,0.250448121948814,0.1905,0.202106466074177
1976-08,100.162548467617,126.646186928474,3.52415702302632,60.3279517025506,0.802892814909091,1.2462,7.0,100.632456352595,0.0910006518139571,,,9.36,9.36,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5897.8,5922.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.116140349785,100.456410431755,100.080091319449,100.892292592409,12067.0,100.467717077716,9.99,100.722429520675,6.26501353171309,101.029254210441,100.534704018476,100.644742278771,4.22273381547735,30.3227150585617,100.849618340072,100.698104453703,30.1614406235175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86350148367954,20.7641196013289,2.00324535085978,2.03679967500858,38.3,38.8,0.490196078431366,1.46229116654278,1.49905851812581,10.0,10.3,-1.25204582651392,14.2491952281765,61.8045512233995,60.9004873411411,12215.0,12067.0,,,,,,,,,3.80090497737557,41.6049382716049,6.26501353171309,1.22805931463173,1.18187053191497,-2.87042566488948,10.878818069587,0.986,0.948915358227313,1.06489930426991,1.00998482258036,4.51546025589815,27.4699761076286,0.855,0.810909557217006,0.163160010361822,0.171885709334605,0.131,0.138005801010307
1976-09,99.8311883112076,125.706158280842,2.28915198472696,60.1525408976595,0.800558307090909,1.2373,8.0,100.649218631242,0.0909178164159272,,,9.31,9.31,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.167079596275,100.171525715249,100.134137501854,100.943888486429,13360.0,100.458010400891,9.99,100.448960737839,5.9627780634584,100.912906009339,100.438331384155,100.528283260893,3.98776586664007,30.357422730916,100.838324128493,100.688291356352,30.224937344693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42778541953231,28.2430213464696,2.16854811407758,2.18808878429395,39.1,39.3,0.97560975609756,1.47691407820821,1.51368347927826,10.2,10.4,10.7151736139886,16.3459026386833,70.8918188449489,67.4260802915095,14011.0,13360.0,,,,,,,,,-4.82417901772741,28.9370078740157,5.9627780634584,1.24500613031153,1.29304577691083,9.40671943277294,43.028233537137,0.9967,1.03515853815478,0.937220928637242,0.928118713418917,-8.10567716773099,18.3875789257285,0.7503,0.743013145994041,0.307785201674286,0.364927063491912,0.2464,0.292145392160742
1976-10,99.3830239805368,132.687755471014,2.48738922176223,60.5723958524076,0.806146073904762,1.2261,9.0,100.54372111846,0.0908353304189051,,,9.06,9.06,9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.20459428962,99.8785901393893,100.14824419838,100.941539797377,12880.0,100.469952798945,9.98,100.109828770288,5.46936955805467,100.577864881315,100.262138529038,100.315367561237,3.65444919728332,30.3679677215118,100.784519885664,100.641542960587,30.2885697104063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.896286811779774,27.9220779220779,2.2105742403194,2.20770033549761,39.8,39.5,0.966183574879226,1.49884844570635,1.5283084404307,10.3,10.5,-3.59281437125748,11.7667476570635,65.1136119274604,65.0035863888206,12869.0,12880.0,,,,,,,,,-8.27480916030534,9.39548434085942,5.46936955805467,1.1357743089476,1.11606427896185,-13.6871796118311,10.3509274253063,0.9156,0.899710836710443,0.943749556845055,0.933638387551797,0.594716392749642,20.63159759973,0.7608,0.752648920571654,0.192024752102543,0.182425891410051,0.1548,0.147061916138789
1976-11,99.0837975495512,129.091112938464,5.11315958305795,62.1168735992554,0.826701223727273,1.0123,1.0,100.292980026386,-0.726022750599468,,,9.52,9.52,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5955.0,5942.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.210699293279,99.6429825546755,100.099306338719,100.873848578453,12641.0,100.503423322453,10.0,99.7915007380835,5.17987895894325,100.118499068812,100.042866448685,100.050393885816,3.25367605144326,30.3653594903639,100.684030797198,100.554231933968,30.3523485164624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88832487309645,27.6083467094703,2.2469968830623,2.22731188670127,40.4,40.0,0.478468899521536,1.52078281320449,1.53562092100693,10.5,10.5,-1.8555900621118,2.09174608302373,68.1848655167034,63.7973862997734,13476.0,12641.0,,,,,,,,,-5.29294274300931,3.00506879073136,5.17987895894325,1.20998974150545,1.15169675534733,3.19269033667401,35.305926589878,1.0003,0.95210911700837,1.06265719075531,1.02315711356183,9.58815824237577,23.001914727878,0.8785,0.845845237846828,0.147332550750138,0.128539641785505,0.1218,0.106263879161542
1976-12,99.1294537312477,110.837291329902,20.1714951642524,71.5410802922822,0.952126132521739,1.0864,3.0,100.168310122916,0.182833090030002,,,9.44,9.44,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.169777569366,99.5062350326755,99.9801838819257,100.744423876841,12132.0,100.549890095504,10.41,99.5501122954309,5.26909304294614,99.6512115891619,99.8190646147607,99.7799463468244,2.81060553040449,30.3612525892531,100.54383294796,100.432419522956,30.4162864142522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50943396226415,28.0952380952381,2.29182475105357,2.26093168876468,41.4,40.7,0.952380952380952,1.5792744598662,1.55024588215938,11.1,10.7,-4.02658017561902,-2.42882419173236,58.5511475036578,61.2285333904636,11572.0,12132.0,,,,,,,,,1.72231985940245,-1.9979681679648,5.26909304294614,0.904922121734042,0.949637307111623,-17.5445009545739,-7.45150826218247,0.8616,0.904174496518549,0.816908572753874,0.852215588466177,-16.7072605790295,1.13104853295136,0.7778,0.811416732321039,0.088013548980168,0.0974217186454458,0.0838,0.0927577641975093
1977-01,99.3550230751292,115.411654609128,16.0210247321523,68.9569069816997,0.917733879428571,1.087,4.0,100.089552179352,0.0912497652757544,,,8.93,8.93,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.079009562359,99.4512923571559,99.817151724361,100.562588862013,12630.0,100.588241583163,10.4,99.3884831669504,5.43113495062486,99.2455623385315,99.6113908556213,99.5289883627566,2.37123526280345,30.3619485002337,100.395859137677,100.303850884455,30.4803981145499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36307311028499,28.414442700157,2.33104913554593,2.29174984065615,41.8,41.1,1.41509433962264,1.62314319486248,1.57218332388805,11.1,10.8,4.10484668644907,11.6414744099708,49.64097028676,63.7418708145034,9811.0,12630.0,,,,,,,,,3.07532826537665,-3.80522412125122,5.43113495062486,1.07187935636908,1.06245661774359,11.8802525750719,10.8631213347925,0.9837,0.975052433526388,0.963569091020821,0.997284906199356,17.0226078584499,16.2399725089289,0.8843,0.915242145861894,0.108310265348264,0.065171711544239,0.0994,0.0598102876644943
1977-02,99.5378524202919,114.248441361523,15.7635979869238,68.7462490482925,0.914930274526316,1.0967,1.0,99.9738712849764,-0.273499618215952,,,9.31,9.31,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5985.2,5989.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9442805624344,99.4363975154628,99.6487156021374,100.320454118764,12378.0,100.609761210443,10.4,99.2872033333503,5.27455512972183,98.9487048664033,99.4257355667018,99.304638029658,1.95665091939227,30.3692921591687,100.274228371906,100.198170683849,30.5446995046819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22249388753057,29.375,2.35906655304047,2.31976634237566,42.4,41.7,1.39534883720932,1.6304546506952,1.59412076561672,11.2,11.0,-1.99524940617577,-4.82122260668974,54.8221295542803,62.4700615155917,10835.0,12378.0,,,,,,,,,-2.88300368756286,-5.38863487916394,5.27455512972183,0.997562355746212,1.05231806129872,-0.954256039781584,3.38726082372776,0.9127,0.962797652713036,1.00226216743648,1.05999298962777,6.28788052828336,19.548538573423,0.917,0.96981967699611,-0.00469981169026921,-0.00767492832905672,-0.0043,-0.00702202428307366
1977-03,99.5209221863274,114.066091856753,14.1658552550643,68.1613915368467,0.907146521217391,1.1031,-1.0,99.926578996175,-0.182833090030016,,,9.73,9.73,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7796043711652,99.4230539233798,99.5075166119119,100.040191953104,9614.0,100.611914724541,10.4,99.236018187972,5.3728726916842,98.8004700855273,99.2739228580533,99.1211838875641,1.60733964193994,30.3869602998503,100.193220592482,100.127786202374,30.6092067534181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20772946859904,29.922480620155,2.38148048703611,2.34778284409517,42.6,42.1,0.917431192660539,1.64507756236063,1.60874572676916,11.3,11.0,-22.3299402165132,-22.4114276491002,54.0277525962718,48.5205341259411,10678.0,9614.0,,,,,,,,,1.86399723852262,-6.1386768447837,5.3728726916842,1.05638943388546,1.12530222414956,6.93556117061836,4.44820439461274,0.9583,1.02081399795546,1.07623187342416,1.03225459268968,-2.61684720649249,17.8952557386783,0.9763,0.936406162769121,-0.0198424395387021,0.0930476314598716,-0.018,0.0844078351863404
1977-04,99.3789036629445,115.46012716176,12.6760755081843,67.8039055796502,0.902388811095238,1.1045,2.0,100.020621614145,0.274752017670316,,,10.86,10.86,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6096458972646,99.4010678969194,99.4025646414999,99.7728335078811,10871.0,100.593993853458,10.4,99.2109858927732,5.35830712694903,98.7653864377043,99.1589464858458,98.9822436637043,1.34023213511248,30.4159511917089,100.123463593428,100.067177082577,30.6739354033481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.477326968973747,28.9433384379786,2.3758770035372,2.35898944478298,42.2,42.1,-0.45454545454546,1.64507756236063,1.60143324619294,11.2,10.9,13.0746827543166,-16.7100827459393,50.0305691769934,54.8644400336078,9888.0,10871.0,,,,,,,,,-0.271094544222305,-3.85494936295329,5.35830712694903,1.13432257516319,1.13354232624085,0.732256803058,-0.160743539768766,1.0236,1.02289591210261,0.981727598023711,1.08031352167985,4.65572440466886,28.8063421811688,0.8859,0.974862834438792,0.15259497713948,0.0532288045610011,0.1377,0.0480330776638225
1977-05,99.22465223878,114.844548772694,11.9215975382184,67.8644880814097,0.903195091666667,1.1039,4.0,100.119744062591,0.182666112903213,,,10.94,10.94,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6024.2,6008.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4624545718804,99.3787091284836,99.3321653137432,99.5627468483614,10590.0,100.554124214745,10.41,99.1869748185674,5.63141146573339,98.839436153637,99.0906082330263,98.89966206922,1.16946626981618,30.4593639257241,100.019213103829,99.9765979220813,30.7389009603155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5938242280285,28.3333333333333,2.35066132779211,2.37299769564273,41.7,42.6,0.0,1.60852028319706,1.60143324619294,10.8,11.0,-2.5848587986386,-15.6444161223514,58.6422225689072,53.4462717280753,11590.0,10590.0,,,,,,,,,5.09683995922528,-1.68467895740624,5.63141146573339,1.13917802420889,1.09681278475507,-3.2402443768987,15.5945991348536,1.0289,0.990635923668025,1.08071889341073,1.05582459872826,-2.26683480861303,14.0205497564003,0.9761,0.953615595232293,0.0584591307981624,0.0409881860268073,0.0528,0.0370203284357326
1977-06,99.1407889196289,113.871704004404,11.2441050548498,67.8092729700901,0.902460244636364,1.1155,4.0,100.120639886415,0.0,,,10.95,10.95,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.362529822046,99.3734588780361,99.294195878344,99.4247545362161,10518.0,100.487788376622,10.41,99.1310406022026,5.6259493789577,99.0312009919518,99.0755116317347,98.881418971767,1.0787167362896,30.519338983141,99.844572090787,99.8248591973,30.8041194847238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.944510035419126,28.1859070464768,2.34225610254375,2.39541089701834,41.9,42.9,0.91324200913243,1.58658591569891,1.61605820734539,10.9,11.1,-0.679886685552388,-16.7154960804497,59.9476318374816,53.082897642672,11848.0,10518.0,,,,,,,,,-0.096993210475268,-2.67716535433072,5.6259493789577,1.084701521001,1.04560737382011,-4.66856437549539,-11.601297279533,0.9789,0.943619086371286,1.04037823890882,1.03457122785145,-2.0129641706027,10.1548996677692,0.9389,0.933659403380564,0.0443232820921852,0.0110361459686629,0.04,0.00995968299072218
1977-07,99.1235147474553,115.91530581004,10.3361875638223,66.902355907832,0.890390264263158,1.1225,-1.0,100.077957214384,-0.455832660442763,,,10.72,10.72,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3222099029355,99.4027582123699,99.2938574711699,99.3444629473039,10879.0,100.388794660863,10.41,99.0381887537218,5.54583877291429,99.3442540534334,99.1184729737124,98.9333344945574,1.0913858827084,30.5974842456059,99.6018953002289,99.6140068545897,30.8696081846628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.467836257309941,27.4480712166172,2.35346306954156,2.40661749770615,42.1,43.0,0.45248868778281,1.59389737153163,1.62337068792161,10.9,11.1,3.43221144704316,-10.9738134206219,54.2706194369368,54.9048149319859,10726.0,10879.0,,,,,,,,,-1.42394822006471,-8.11463046757163,5.54583877291429,1.10109020656389,1.07568078065657,2.87616629237981,-11.597409763366,0.9804,0.957775694551599,1.05526760310836,1.06025798190702,2.48284055887722,9.71783782442413,0.9396,0.944043384697314,0.0458226034555353,0.0154227987495449,0.0408,0.0137323098542848
