country,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL
1951-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050904,,,,,,,,,,,
1951-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04558,,,,,,,,,,,
1951-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049804,,,,,,,,,,,
1951-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039888,,,,,,,,,,,
1951-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031384,,,,,,,,,,,
1951-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038894,,,,,,,,,,,
1951-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031434,,,,,,,,,,,
1951-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041838,,,,,,,,,,,
1952-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035112,,,,,,,,,,,
1952-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046346,,,,,,,,,,,
1952-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052342,,,,,,,,,,,
1952-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043502,,,,,,,,,,,
1952-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056972,,,,,,,,,,,
1952-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04088,,,,,,,,,,,
1952-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04436,,,,,,,,,,,
1952-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032798,,,,,,,,,,,
1952-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026764,,,,,,,,,,,
1952-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04041,,,,,,,,,,,
1952-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027222,,,,,,,,,,,
1952-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034918,,,,,,,,,,,
1953-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03226,,,,,,,,,,,
1953-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052616,,,,,,,,,,,
1953-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044516,,,,,,,,,,,
1953-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05405,,,,,,,,,,,
1953-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051714,,,,,,,,,,,
1953-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046736,,,,,,,,,,,
1953-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026078,,,,,,,,,,,
1953-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024624,,,,,,,,,,,
1953-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027992,,,,,,,,,,,
1953-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030638,,,,,,,,,,,
1953-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029972,,,,,,,,,,,
1953-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049996,,,,,,,,,,,
1954-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038048,,,,,,,,,,,
1954-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053912,,,,,,,,,,,
1954-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051348,,,,,,,,,,,
1954-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050904,,,,,,,,,,,
1954-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059342,,,,,,,,,,,
1954-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040276,,,,,,,,,,,
1954-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03113,,,,,,,,,,,
1954-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019684,,,,,,,,,,,
1954-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038554,,,,,,,,,,,
1954-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029848,,,,,,,,,,,
1954-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024594,,,,,,,,,,,
1954-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051222,,,,,,,,,,,
1955-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026914,,,,,,,,,,,
1955-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038712,,,,,,,,,,,
1955-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060764,,,,,,,,,,,
1955-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037856,,,,,,,,,,,
1955-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053082,,,,,,,,,,,
1955-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067062,,,,,,,,,,,
1955-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048674,,,,,,,,,,,
1955-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026632,,,,,,,,,,,
1955-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037706,,,,,,,,,,,
1955-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032932,,,,,,,,,,,
1955-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036778,,,,,,,,,,,
1955-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05059,,,,,,,,,,,
1956-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037506,,,,,,,,,,,
1956-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063146,,,,,,,,,,,
1956-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064714,,,,,,,,,,,
1956-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048286,,,,,,,,,,,
1956-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049576,,,,,,,,,,,
1956-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043912,,,,,,,,,,,
1956-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044628,,,,,,,,,,,
1956-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048562,,,,,,,,,,,
1956-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03521,,,,,,,,,,,
1956-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02662,,,,,,,,,,,
1956-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04027,,,,,,,,,,,
1956-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04784,,,,,,,,,,,
1957-01,,,,50.3779581452441,0.72254335,,,,,,,,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0752259362708134,0.0669934742538924,,,0.054354,0.0484056893155462,0.0653248002351693,0.0649556993242172,,,0.0472,0.0469333085913126,0.00990113603564409,0.00203777492967522,0.007154,0.00147238072423355
1957-02,,,,50.334315671583,0.72191741,,,,,,,,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0816187546993776,0.0644378637026345,-3.81471565659159,,0.058922,0.0465188156701389,0.0612258402245764,0.0669696907233861,3.10056149055746,,0.0442,0.048346585675528,0.0203929144748012,-0.00253182702075164,0.014722,-0.00182777000538904
1957-03,,,,50.4253231349113,0.72322268,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0669116184243558,0.0589109209229927,-8.57716637712786,,0.048392,0.0426057141111948,0.0555845400202328,0.064685624966365,-3.41059624488242,,0.0402,0.0467821110456494,0.0113270784041231,-0.0057747040433723,0.008192,-0.00417639693445455
1957-04,,,,50.5020234192843,0.72432275,,,,,,,,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0620110303038252,0.0541745147831526,-8.03994584642705,,0.044916,0.0392398335276487,0.0698583607928924,0.072429230325212,11.9711378886321,,0.0506,0.0524621392895409,-0.0078473304890672,-0.0182547155420594,-0.005684,-0.0132223057618922
1957-05,,,,50.465470389854,0.72379849,,,,,,,,0.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0711772692424379,0.0706778311217742,30.4632471646131,,0.051518,0.0511565074424152,0.0670076004165192,0.0644759423341213,-10.9807710994303,,0.0485,0.046667589702764,0.00416966882591866,0.00620188878765294,0.003018,0.00448891773965113
1957-06,,,,50.4764308602817,0.72395569,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0680649391677549,0.0624728334147713,-11.6090117322164,,0.049276,0.0452275632210458,0.0614678503321108,0.0673307807777568,4.42775761049212,,0.0445,0.0487445018561997,0.00659708883564407,-0.00485794736298552,0.004776,-0.00351693863515386
1957-07,,,,50.5203201536968,0.72458517,,,,,,,,0.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0813127323596755,0.0752109952587718,20.3899217431501,,0.058918,0.0544967717854463,0.0676249004654622,0.0652596763274529,-3.07601430783971,,0.049,0.0472861936658724,0.0136878318942133,0.00995131893131891,0.009918,0.00721057811957393
1957-08,,,,50.6120018393472,0.72590011,,,,,,,,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060388474111128,0.0671063897324909,-10.775825394141,,0.043836,0.048712535688518,0.0808651206844424,0.072921080605357,11.7398747726875,,0.0587,0.0529334204327475,-0.0204766465733143,-0.00581469087286614,-0.014864,-0.00422088474422953
1957-09,,,,50.5679528800461,0.72526834,,,,,,,,0.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0468598974001816,0.0666553060979686,-0.672191778339512,,0.033986,0.0483429832058656,0.0777643209960054,0.0806931673913504,10.6582166932705,,0.0564,0.0585241995632668,-0.0309044235958239,-0.0140378612933818,-0.022414,-0.0101812163574013
1957-10,,,,50.3052627554091,0.72150072,,,,,,,,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0442272600919927,0.062939269771461,-5.57500451808868,,0.03191,0.0454107284563833,0.0626472001303062,0.0638324659046153,-20.8948316589967,,0.0452,0.0460551701095554,-0.0184199400383135,-0.000893196133154283,-0.01329,-0.000644441653172031
1957-11,,,,50.2508787418363,0.72072072,,,,,,,,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0522643500522644,0.0679412523143558,7.94731581897516,,0.037668,0.0489666682857042,0.07659000007659,0.0697418720057068,9.2576810520244,,0.0552,0.0502644122061008,-0.0243256500243256,-0.00180061969135101,-0.017532,-0.00129774392039668
1957-12,,,,50.1966118630621,0.7199424,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0534237183419118,0.0500399788060607,-26.3481653612566,,0.038462,0.0360259024375845,0.0740337004738157,0.0656607505569091,-5.85175208440592,,0.0533,0.0472719583417425,-0.0206099821319039,-0.0156207717508484,-0.014838,-0.011246055904158
1958-01,,,-0.624686394248874,50.0632538950104,0.71802972,,,,,,,,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06866011061492,0.0629322440198447,25.763930204188,-6.06212810915945,0.0493,0.0451872215525408,0.066849600598705,0.067128878292324,2.23592895750161,3.34563247061612,0.048,0.0482005296841515,0.00181051001621493,-0.00419663427247929,0.0013,-0.00301330813161071
1958-02,,,-0.62414895908938,50.020154564254,0.71741157,,,,,,,,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079290608597238,0.0622429479459034,-1.09529873704151,-3.40625158968659,0.056884,0.0446538110072989,0.0663496408344794,0.0729546831803538,8.67853751802678,8.9368673982508,0.0476,0.0523385337992702,0.0129409677627586,-0.0107117352344504,0.009284,-0.00768472279197138
1958-03,,,-0.796384040389884,50.0237439091498,0.71746305,,,,,,,,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0742226376675426,0.0635617060658017,2.11872696171844,7.8946060763308,0.053252,0.0456031754971736,0.067878060061769,0.0778460402712242,6.70465126793609,20.3451930961513,0.0487,0.0558516574834153,0.00634457760577356,-0.0142843342054225,0.004552,-0.0102484819862418
1958-04,,,-1.00387154759395,49.9950479752189,0.71705148,,,,,,,,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0749709072492257,0.0661004605676579,3.99415726699976,22.0139411164862,0.053758,0.0473974330787208,0.0672197204027806,0.0701773075607028,-9.85115322989162,-3.10913529578864,0.0482,0.0503207422488171,0.00775118684644511,-0.00407684699304483,0.005558,-0.00292330917009634
1958-05,,,-0.882416872685087,50.020154564254,0.71741157,,,,,,,,0.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0594052309471396,0.0583336345262538,-11.7500331687618,-17.4654434065075,0.042618,0.041849224329286,0.0744342609361597,0.0731281592405334,4.20485165703766,13.4192950008786,0.0534,0.0524629875319611,-0.0150290299890201,-0.0147945247142796,-0.010782,-0.0106137632026751
1958-06,,,-0.740155795999062,50.1028266316559,0.71859729,,,,,,,,0.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0591068190641242,0.0542543848457428,-6.99296334548657,-13.1552358358143,0.042474,0.0389870539207678,0.0634569607130024,0.0676200983172057,-7.5320655962507,0.429695803474894,0.0456,0.0485916194002776,-0.00435014164887819,-0.013365713471463,-0.003126,-0.00960456547950978
1958-07,,,-0.576327003766843,50.2291579062616,0.72040919,,,,,,,,1.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0584639959964975,0.0540634023681098,-0.352012981394859,-28.1176878698404,0.042118,0.0389477719086541,0.0573285301926812,0.0550981642801318,-18.5180654105731,-15.5708894361256,0.0413,0.0396932238995367,0.0011354658038163,-0.00103476191202192,0.000818,-0.000745451990882561
1958-08,,,-0.792164089904878,50.2110717355939,0.72014979,,,,,,,,1.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0469985556754797,0.0547767027267804,1.3193774853713,-18.3733427693858,0.033846,0.0394474309655833,0.0667916601072674,0.064035668573171,16.2210563814774,-12.1849703246626,0.0481,0.0461152732754787,-0.0197931044317877,-0.00925896584639061,-0.014254,-0.00666784230989537
1958-09,,,-0.648507557906067,50.2400158837407,0.72056492,,,,,,,,1.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0387695809560088,0.052625777331385,-3.92671571730772,-21.0478798881567,0.027936,0.0379202890327272,0.0632836802546535,0.0611385986048691,-4.52415041937369,-24.2332398375743,0.0456,0.0440543294126296,-0.0245140992986447,-0.00851282127348416,-0.017664,-0.00613404037990242
1958-10,,,-0.259068348538862,50.1749377419605,0.71963154,,,,,,,,1.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0375803428515654,0.0544041535472949,3.37928731144715,-13.5608758334153,0.027044,0.0391509447996363,0.0593359207129804,0.0610516551639077,-0.142207121107493,-4.3564206729268,0.0427,0.0439346966251518,-0.021755577861415,-0.00664750161661279,-0.015656,-0.00478375182551555
1958-11,,,-0.100799100100796,50.2002263082718,0.71999424,,,,,,,,0.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0432531238027682,0.0574617147667212,5.6200878426834,-15.4244103407854,0.031142,0.0413721036525622,0.0643060700041156,0.0623851558754248,2.18421713209422,-10.5484924891032,0.0463,0.044916952891808,-0.0210529462013474,-0.00492344110870363,-0.015158,-0.00354484923924582
1958-12,,,0.0720460414610915,50.232776534857,0.72046109,,,,,,,,0.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055067512389878,0.0495728562384849,-13.7288950743342,-0.933498731856552,0.039674,0.0357153140399921,0.0739804005237812,0.0625077775499663,0.19655585182208,-4.80191435553284,0.0533,0.0450344215471262,-0.0189128881339032,-0.0129349213114814,-0.013626,-0.00931910750713415
1959-01,,,0.237512452827174,50.1821603573015,0.71973513,,,,,,,,0.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0609307482323393,0.0567214017718959,14.4202817344654,-9.86909388769021,0.043854,0.0408243854780777,0.0546034205666743,0.0564071826124101,-9.75973739056656,-15.9718081884587,0.0393,0.0405982309104767,0.00632732766566501,0.000314219159485831,0.004554,0.000226154567601025
1959-02,,,0.222894370103346,50.1316466726947,0.71901064,,,,,,,,0.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0671394793267594,0.0525098991544592,-7.42489163856201,-15.6371912202863,0.048274,0.0377551761973832,0.0417240000787749,0.0458403026353433,-18.7332170969694,-37.1660589327489,0.03,0.0329596653356319,0.0254154792479844,0.00666959651911595,0.018274,0.00479551086175133
1959-03,,,0.0933567240849464,50.070444437728,0.71813285,,,,,,,,0.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0937431005976123,0.0803841220170142,53.0837486100711,26.4662750458543,0.06732,0.0577264786388262,0.0431675002751928,0.0473736499578764,3.34497643859562,-39.1444320188651,0.031,0.0340205742591522,0.0505756003224194,0.0330104720591378,0.03632,0.023705904379674
1959-04,,,0.0215158889289291,50.0058048542112,0.71720576,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0779720452886491,0.0669682173705134,-16.689744578738,1.3127848057387,0.055922,0.0480299912350643,0.0552142804876525,0.0587469793528794,24.0077118928261,-16.2877839078341,0.0396,0.0421336719744862,0.0227577648009966,0.00822123801763408,0.016322,0.00589631926057814
1959-05,,,0.0358845620513319,50.0381040776568,0.71766901,,,,,,,,1.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0551591324808633,0.0563732963899646,-15.8208197807186,-3.36056231059442,0.039586,0.0404573678106225,0.0454248400665928,0.0466388564671112,-20.6106305705312,-36.2231225953514,0.0326,0.0334712619482838,0.00973429241427047,0.00973443992285345,0.006986,0.00698610586233871
1959-06,,,-0.0574549898455556,50.0740400577023,0.71818442,,,,,,,,1.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0897401812197486,0.0795189603469144,41.0578508605185,46.5668822400335,0.06445,0.0571092784157517,0.0530504407210616,0.0530310419090385,13.7057079142474,-21.5750298672001,0.0381,0.0380860680754385,0.0366897404986869,0.0264879184378759,0.02635,0.0190232103403132
1959-07,,,-0.273008732717583,50.092027918807,0.71844241,,,,,,,,1.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0668000654360034,0.0650300991781371,-18.2206370726771,20.2848809539522,0.047992,0.0467203811760798,0.0527530105022614,0.0503090470497517,-5.13283307530661,-8.69197239681366,0.0379,0.036144153007227,0.014047054933742,0.0147210521283854,0.010092,0.0105762281688529
1959-08,,,-0.158182369254039,50.1316466726947,0.71901064,,,,,,,,1.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057740452909014,0.0660746524012555,1.60626115647937,20.6254650463866,0.041516,0.0475083781108043,0.0531285601003067,0.0511823276170017,1.73583205896633,-20.0721585993629,0.0382,0.0368006381365901,0.00461189280870725,0.0148923247842538,0.003316,0.0107077399742142
1959-09,,,-0.00720545762901988,50.2363958606833,0.720513,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0464502375390867,0.0613498609404222,-7.15068682032677,16.5775862161648,0.033468,0.0442033723557664,0.0562099504103326,0.0539107258049045,5.33074268978038,-11.8221106876811,0.0405,0.0388433787818691,-0.0097597128712459,0.00743913513551776,-0.007032,0.00535999357389731
1959-10,,,0.0215943842594792,50.1857727108185,0.71978694,,,,,,,,1.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0286084657218148,0.040780722982928,-33.5276032287494,-25.0411589485051,0.020592,0.0293534318068694,0.0539048402295268,0.0565202476254038,4.84045017301916,-7.42225174131345,0.0388,0.0406825360863317,-0.025296374507712,-0.0157395246424759,-0.018208,-0.0113291042794623
1959-11,,,0.100900807206454,50.2508787418363,0.72072072,,,,,,,,0.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0704100750704101,0.0954923814246953,134.16058970968,66.1843573801586,0.050746,0.068823337894921,0.06105000006105,0.0584086419961634,3.34109359052209,-6.37413471756323,0.044,0.0420963185136972,0.00936007500936007,0.0370837394285319,0.006746,0.0267270193812239
1959-12,,,0.194902961379921,50.3306817039068,0.72186529,,,,,,,,0.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101234954793297,0.0898265392913723,-5.93329232006963,81.2010566008849,0.073078,0.0648426608352628,0.0723126609952392,0.062799822352457,7.5180319319562,0.467213543558211,0.0522,0.0453330119744048,0.0289222937980575,0.0270267169389153,0.020878,0.019509648860858
