country,CYP
subject,CCUSMA02
measure,ST
unit,Euro
powercode,Units
reference_period,
time,
1995-01,0.803042677446803
1995-02,0.803042677446803
1995-03,0.768870648619279
1995-04,0.751784634205518
1995-05,0.768870648619279
1995-06,0.751784634205518
1995-07,0.751784634205518
1995-08,0.768870648619279
1995-09,0.785956663033041
1995-10,0.768870648619279
1995-11,0.768870648619279
1995-12,0.785956663033041
1996-01,0.785956663033041
1996-02,0.803042677446803
1996-03,0.803042677446803
1996-04,0.803042677446803
1996-05,0.820128691860564
1996-06,0.803042677446803
1996-07,0.803042677446803
1996-08,0.785956663033041
1996-09,0.785956663033041
1996-10,0.803042677446803
1996-11,0.785956663033041
1996-12,0.803042677446803
1997-01,0.820128691860564
1997-02,0.854300720688088
1997-03,0.87138673510185
1997-04,0.87138673510185
1997-05,0.87138673510185
1997-06,0.87138673510185
1997-07,0.905558763929374
1997-08,0.922644778343135
1997-09,0.905558763929374
1997-10,0.888472749515612
1997-11,0.87138673510185
1997-12,0.888472749515612
1998-01,0.905558763929374
1998-02,0.905558763929374
1998-03,0.905558763929374
1998-04,0.905558763929374
1998-05,0.905558763929374
1998-06,0.905558763929374
1998-07,0.905558763929374
1998-08,0.905558763929374
1998-09,0.854300720688088
1998-10,0.820128691860564
1998-11,0.854300720688088
1998-12,0.854300720688088
1999-01,0.854300720688088
1999-02,0.888472749515612
1999-03,0.905558763929374
1999-04,0.922644778343135
1999-05,0.922644778343135
1999-06,0.956816807170659
1999-07,0.956816807170659
1999-08,0.939730792756897
1999-09,0.939730792756897
1999-10,0.922644778343135
1999-11,0.956816807170659
1999-12,0.97390282158442
2000-01,0.97390282158442
2000-02,1.00807485041194
2000-03,1.02516086482571
2000-04,1.04224687923947
2000-05,1.07641890806699
2000-06,1.04224687923947
2000-07,1.04224687923947
2000-08,1.07641890806699
2000-09,1.12767695130828
2000-10,1.14476296572204
2000-11,1.14476296572204
2000-12,1.09350492248075
2001-01,1.04224687923947
2001-02,1.07641890806699
2001-03,1.07641890806699
2001-04,1.11059093689451
2001-05,1.12767695130828
2001-06,1.14476296572204
2001-07,1.14476296572204
2001-08,1.09350492248075
2001-09,1.07641890806699
2001-10,1.07641890806699
2001-11,1.11059093689451
2001-12,1.09350492248075
2002-01,1.11059093689451
2002-02,1.12767695130828
2002-03,1.12767695130828
2002-04,1.11059093689451
2002-05,1.07641890806699
2002-06,1.04224687923947
2002-07,0.990988835998182
2002-08,1.00807485041194
2002-09,0.990988835998182
2002-10,0.990988835998182
2002-11,0.97390282158442
2002-12,0.956816807170659
2003-01,0.922644778343135
2003-02,0.922644778343135
2003-03,0.922644778343135
2003-04,0.922644778343135
2003-05,0.87138673510185
2003-06,0.854300720688088
2003-07,0.888472749515612
2003-08,0.905558763929374
2003-09,0.888472749515612
2003-10,0.854300720688088
2003-11,0.854300720688088
2003-12,0.820128691860564
2004-01,0.803042677446803
2004-02,0.785956663033041
2004-03,0.820128691860564
2004-04,0.837214706274326
2004-05,0.837214706274326
2004-06,0.820128691860564
2004-07,0.803042677446803
2004-08,0.803042677446803
2004-09,0.803042677446803
2004-10,0.785956663033041
2004-11,0.768870648619279
2004-12,0.734698619791756
2005-01,0.751784634205518
2005-02,0.768870648619279
2005-03,0.751784634205518
2005-04,0.768870648619279
2005-05,0.785956663033041
2005-06,0.803042677446803
2005-07,0.820128691860564
2005-08,0.803042677446803
2005-09,0.803042677446803
2005-10,0.820128691860564
2005-11,0.837214706274326
2005-12,0.820128691860564
2006-01,0.803042677446803
2006-02,0.820128691860564
2006-03,0.820128691860564
2006-04,0.803042677446803
2006-05,0.768870648619279
2006-06,0.768870648619279
2006-07,0.768870648619279
2006-08,0.768870648619279
2006-09,0.768870648619279
2006-10,0.785956663033041
2006-11,0.768870648619279
2006-12,0.751784634205518
2007-01,0.751784634205518
2007-02,0.768870648619279
2007-03,0.751784634205518
2007-04,0.734698619791756
2007-05,0.734698619791756
2007-06,0.751784634205518
2007-07,0.734698619791756
2007-08,0.734698619791756
2007-09,0.717612605377994
2007-10,0.700526590964232
2007-11,0.68344057655047
2007-12,0.68344057655047
2008-01,0.67966619573913
2008-02,0.678629145190476
2008-03,0.644097590571429
2008-04,0.635092953636364
2008-05,0.642545454545455
2008-06,0.642904761904762
2008-07,0.634608695652174
2008-08,0.669
2008-09,0.697045454545455
2008-10,0.753347826086956
2008-11,0.7861
2008-12,0.74475
2009-01,0.7583
2009-02,0.78065
2009-03,0.766863636363636
2009-04,0.757409090909091
2009-05,0.731952380952381
2009-06,0.713568181818182
2009-07,0.709826086956522
2009-08,0.701
2009-09,0.686454545454545
2009-10,0.675
2009-11,0.670233333333333
2009-12,0.686347826086957
