,id,name
0,IXOB,Index 2015=100
1,NCML,"National currency, monthly level"
2,NCMLSA,"National currency, monthly level, s.a."
3,CXMLSA,"US Dollars, monthly level, s.a."
4,STSA,"Level, rate or national currency, s.a."
5,GPSA,"Growth rate previous period, s.a."
6,GYSA,"Growth rate same period previous year, s.a."
7,IXOBSA,"Index 2015=100, s.a."
8,GY,Growth rate same period previous year
9,ST,"Level, rate or national currency"
10,GP,Growth rate previous period
11,QL,Quarterly level
12,QLSA,"Quarterly level, s.a."
13,NCCU,"National currency, sum over component sub-periods"
14,CXCU,"US Dollars, sum over component sub-periods"
15,CXCUSA,"US Dollars, sum over component sub-periods, s.a."
16,NCCUSA,"National currency, sum over component sub-periods s.a"
17,CXML,"US Dollars, monthly level"
18,IXEBSA,"Index Eurostat base, s.a."
19,IXNB,Index source base
20,IXEB,Index Eurostat base
