country,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG
1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999008333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.839,15.8291310849876,20.4173497078761,20.4173497078761,15.8231042,15.8134015382868,,21.591,21.6407654850516,29.9957148195556,29.9957148195556,21.5696942,21.6192697079403,,-1.388,-5.81163440006402,-5.74659,-5.80586816965348,
1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.962,20.8918423295352,31.9835069743599,31.9835069743599,20.957974,20.8868814921305,,20.123,20.2350777690078,-6.49555449882206,-6.49555449882206,20.117846,20.2295098869481,,0.355,0.656764560527371,0.840128,0.657371605182374,
1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.809,23.809,13.9631422851624,13.9631422851624,23.80037035,23.8006145646262,,23.762,23.762000001,17.4297438945059,17.4297438945059,23.75342785,23.7536511852813,,-0.142,0.0469999989999998,0.0469425,0.0469633793448501,
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.431,26.43099998,11.0126421941283,11.0126421941283,26.4177845,26.41778448001,,30.45,30.449999983,28.1457788978981,28.1457788978981,30.434775,30.4347749830085,,-1.204,-4.019000003,-4.0169905,-4.0169905029985,
1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.432,26.432,0.00378351178826644,0.00378351178826644,26.418784,26.418784,,31.376,31.376000001,3.04105096393096,3.04105096393096,31.360312,31.3603120009995,,-1.401,-4.944000001,-4.941528,-4.9415280009995,
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.309,23.309,-11.8152239709443,-11.8152239709443,23.2973455,23.2973455,,25.507,25.507000001,-18.7053799076139,-18.7053799076139,25.4942465,25.4942465009995,,-0.905,-2.198000001,-2.196901,-2.1969010009995,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.34,26.339999999,13.0035608520314,13.0035608520314,26.32683,26.3268299990005,,25.281,25.281000001,-0.886031285494726,-0.886031285494726,25.2683595,25.2683595009995,,0.132,1.058999998,1.0584705,1.058470498001,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.541,26.541,0.763097953711583,0.763097953711583,26.5277295,26.5277295,,20.319,20.319,-19.6273881602932,-19.6273881602932,20.3088405,20.3088405,,2.033,6.222,6.218889,6.218889,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06325666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.65,25.65,-3.35707019328586,-3.35707019328586,79.80421201,78.6954321491342,,8.991,8.9909999999,-55.7507751370638,-55.7507751370638,27.76514625,27.3923120644063,,4.427,16.6590000001,52.03906576,51.3031200847279,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.90062916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.94,29.940000001,16.725146202729,16.725146202729,86.48614059,86.7977445462798,,13.851,13.8509999994,54.0540540490941,54.0540540490941,39.92095778,40.0106568273732,,3.839,16.0890000016,46.56518281,46.7870877189066,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92330081890332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.115194725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.576,34.576,15.4843019333506,15.4843019333506,101.110505477316,101.085336061568,20.8373881421856,22.447,22.447,62.060501053876,62.060501053876,65.710091742684,65.6742568132653,13.5187165416175,2.954,12.129,35.400413734632,35.4110792483025,7.3153630412122
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9036575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.5381729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.386,40.385999999,16.8035631623091,16.8035631623091,117.23183722,117.316934999494,20.1389265900748,28.688,28.688,27.8032699247115,27.8032699247115,83.29695942,83.3253424242937,14.3129219312098,3.478,11.697999999,33.9348778,33.9915925752002,5.83941649707032
2006,-7722.609982,-7723.0,-762.957426737,-763.0,954.76992994,955.0,14029.6,14030.0,71.3,-58.7,130.0,6498.80252023,6499.0,2.77271461236163,107.0384518046,71.123059,35.9153928048,9.414124,9.414124,0.0,97.6243278046,61.708935,35.9153928048,5684.6133242,5684.0,7911.0150929,7911.0,12.7574140071923,14.5078765427571,1797.62105442,1798.0,46617.5,46618.0,71.3,-58.7,130.0,62010.749471,62011.0,13407.223307,13407.0,8673.9725198,8674.0,15.6254503530768,21.0217617138866,842.85112448,843.0,32587.9,32588.0,55511.946952,55512.0,884.004039985,-3098.627065659,2438.72072055,5537.34778618,126.6445353,0.0,-126.644535326,14161.9802066,3240.56853091,-10921.41167731,1260.9936,8500.39038883,-7239.3967888,3529.83,10596.75738676,3116.3264977,7480.43088805,3.05431333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.90427175,-16989.71507,2629.018665,19618.73374,-6282.775107,2937.612447,9220.387553,0.0,0.0,0.0,-23272.490177,5566.631112,28839.121293,-13605.86608,0.0,13605.86608,-20379.76124,25896.58655,46276.34779,-33985.62731,25896.58655,59882.21386,-5322.620047,0.0,5322.620047,73843.4224795,74282.30445,438.8819705,1745.1,1745.101147,0.0,0.0,0.0,0.0,-1615.800642,0.0,1615.800642,-29651.490084,7009.168076,36660.65816,-731.2705324,0.0,731.2705324,-4053.492955,3239.0,7292.492955,41152.27005,86275.57367,45123.30362,-40288.09317,15595.97317,55884.06634,12863.831167,17707.0,4843.168833,-27424.262,33302.97317,60727.23517,32036.81,32036.81,6456.570689,177511.9434,171055.3727,,46.546,46.545999999,15.2528103802123,15.2528103802123,142.18909211,142.171353742939,19.8589894421788,34.152,34.152,19.0462911321807,19.0462911321807,104.35145776,104.327373772711,14.5696515644229,2.809,12.393999999,37.83763435,37.8439799702284,5.28356664653707
2007,-7594.655764,-7595.0,-981.48202361,-982.0,1072.61368005,1074.0,13552.062,13552.0,96.262,-63.797,160.059,6048.53789289,6049.0,2.08762472461108,140.8959869654,140.7997714454,0.0962155228,19.750098,19.750098,0.0,121.1458889654,121.0496734454,0.0962155228,6624.6786028,6625.0,10045.7364962,10045.0,13.4190980014962,15.1916154986238,2107.73453784,2109.0,56076.562,56077.0,96.262,-63.797,160.059,74854.711637,74856.0,14219.3343661,14220.0,11027.2185199,11027.0,16.0259857281963,20.5917173616048,1035.1208578,1035.0,42524.5,42525.0,68806.173743,68807.0,-270.23690217,-4968.9248008,1504.23296135,6473.1577621,564.5874084434,0.0,-564.587408439,4682.02716962,10556.67343976,5874.64627018,1173.54880012,8641.5116977,-7467.962898,13089.72,26888.7626096734,20989.31572998,5899.44687965,3.09564884920635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.980174075,2926.923383,903.0919331,-2023.83145,5415.601675,1352.908819,-4062.692856,0.0,0.0,0.0,8342.525058,2256.0007521,-6086.524306,-15303.81894,0.0,15303.81894,-23378.436,27543.43271,50921.86871,-38682.25494,27543.43271,66225.68765,-4641.436345,0.0,4641.436345,82723.5434109,83386.805,663.2615891,1877.06,1877.057139,0.0,0.0,0.0,0.0,-1377.119259,0.0,1377.119259,-30736.959431,8304.521909,39041.48134,-1193.160658,0.0,1193.160658,-4626.093169,4190.4,8816.493169,48044.38729,97758.78405,49714.39676,-43709.78949,14316.37259,58026.16208,13520.106108,20306.0,6785.893892,-30189.68338,34622.37259,64812.05597,46167.53,46167.53,20698.54263,206092.1193,185393.5767,,55.982,55.981999999,20.2724186830291,20.2724186830291,173.464106262857,173.459730741422,19.3381900464299,44.706,44.706,30.9030217849614,30.9030217849614,138.548771031905,138.503413953985,15.4217658463503,1.669,11.275999999,34.9153352309524,34.9563167874361,3.83998462502295
2008,-9034.1907,-9032.0,-2222.3350267,-2223.0,1114.46005535,1114.0,15563.272,15563.0,140.672,-138.875,279.547,5421.20632868,5421.99999999999,1.48286158536665,206.2566547269,202.118393,4.1382617269,21.196638,21.196638,0.0,185.0600167269,180.921755,4.1382617269,5624.9941302,5626.0,11424.1490717,11424.0,12.7472968901684,14.0029172744322,2410.55455767,2410.0,70159.472,70159.0,140.672,-138.875,279.547,89619.16976,89619.0,14659.1848302,14658.0,13646.4840986,13647.0,16.2084159768163,19.9969920275747,1296.09450232,1296.0,54596.2,54596.0,84197.963431,84197.0,947.687837,-8334.618541,1390.93458888,9725.5531295,934.7,0.0,-934.7,6057.90366001,12240.5150411,6182.611381,2155.563849,-5723.0252145,7878.5890633,17.38,16739.09347898,10185.139296,6553.954182686,3.14416455988456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.6460905,8251.273784,-3735.846422,-11987.12021,17618.77235,-7450.939102,-25069.71145,0.0,0.0,0.0,25870.046134,-11186.785524,-37056.83166,-19649.28547,0.0,19649.28547,-26796.98478,28788.81263,55585.79741,-46446.27025,28788.81263,75235.08288,-1177.616908,0.0,1177.616908,94757.6092708,95242.446,484.8367292,2011.1,2011.10177,0.0,0.0,0.0,0.0,-426.1281195,0.0,426.1281195,-34152.691453,9198.951897,43351.64335,-1086.125914,0.0,1086.125914,-7428.09643,3846.0,11274.09643,54101.79727,110298.4997,56196.70243,-9532.14109,12935.47901,22467.6201,9790.863959,12301.026,2510.162041,258.72287,25236.50501,24977.78214,46385.91,46385.91,53122.54294,210709.7273,157587.1844,,70.02,70.020000001,25.0759172631395,25.0759172631395,219.224210238095,219.544288015676,19.0966846084078,57.463,57.463,28.5353196438957,28.5353196438957,179.955004382251,180.138745788272,15.6994282700277,4.78,12.557000001,39.2692058558442,39.4055422274039,3.4377335615579
2009,-10318.875002,-10319.0,-1992.0314896,-1992.0,920.17217512,920.0,18644.85,18644.0,118.884,-124.627,243.511,7254.115684,7252.99999999999,2.15632452220144,88.0880049846,82.1428042766,5.9452007082,8.103777,8.103777,0.0,79.9842279846,74.039027277,5.9452007082,3531.16069968,3531.0,10544.6213236,10545.0,14.6032405484005,15.8963458755427,2343.09188334,2343.0,55790.984,55791.0,118.884,-124.627,243.511,72209.857906,72210.0,13850.0357013,13850.0,12536.6528132,12537.0,19.3004603045091,25.2333929260771,1422.91970823,1423.0,37146.134,37147.0,64955.742223,64957.0,-621.31729438,-3305.6125221,711.54640372,4017.15892485,1248.3,0.0,-1248.3,5270.742002,6179.32107157,908.57906964,645.53391428,-1507.609222408,2153.14313663,1346.21,10130.91138957,3418.128772082,6712.78261734,3.71010683052328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.92926875,-6614.526181,1074.830707,7689.356888,-10674.80636,3111.322307,13786.12867,0.0,0.0,0.0,-17289.332541,4186.153014,21475.485558,-18163.53899,0.0,18163.53899,-30506.03624,29535.57483,60041.61107,-48669.57522,29535.57483,78205.15005,-2282.909483,0.0,2282.909483,103015.7800018,103237.6,221.8199982,2098.16,2098.155599,0.0,0.0,0.0,0.0,-926.8144783,0.0,926.8144783,-35014.486744,7030.509846,42044.99659,-3274.541341,0.0,3274.541341,-7082.76747,3382.0,10464.76747,59742.13999,115748.2654,56006.12541,-26825.31544,14419.17143,41244.48687,12614.173121,16108.0,3493.826879,-14211.14232,30527.17143,44738.31375,47967.48,47967.48,42545.99302,223778.4917,181232.4987,,55.672,55.671999999,-20.4912882059341,-20.4912882059341,207.002078069298,206.531673737022,16.5499502983768,38.786,38.786000001,-32.5026538798879,-32.5026538798879,144.389818476977,144.017279171289,11.5268790001384,3.298,16.885999998,62.6122595923217,62.5143945657336,5.04254374084531
2010,-14547.533204,-14548.0,-1803.5886499,-1804.0,581.01668411,582.0,14147.1092986,14148.0,131.425,-141.495,272.92,-1622.9958712,-1622.0,-0.380316011107509,92.6721227366,90.8950001578,1.777122579,14.194238,14.194238,0.0,78.4778847366,76.7007621578,1.777122579,2765.19177222,2765.0,12817.1433606,12817.0,14.8509918427883,15.7994650099232,2415.06183068,2416.0,68305.873,68306.0,131.425,-141.495,272.92,86303.269964,86304.0,17312.7249761,17313.0,14620.7320106,14621.0,16.6287559993631,21.2573992576493,1834.04514657,1834.0,54158.7637,54158.0,87926.265836,87926.0,-2257.58530054,-10367.957946,964.7606803874,11332.7186265,-712.257966856,0.0,712.257966858,6382.95624195,8717.03283033,2334.07658843,-586.41271346,2675.780903107,-3262.1936169,4157.35,12540.4728304014,16342.576118037,-3802.1032873,3.8962951544705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661.72092575,4607.404852,-857.9367083,-5465.34156,-5326.941615,2231.764879,7558.706494,0.0,0.0,0.0,-719.536763,1373.8281707,2093.364934,-20568.57078,0.0,20568.57078,-34693.6741,30328.33551,65022.00961,-55262.24487,30328.33551,85590.58038,-6669.069165,0.0,6669.069165,109598.0709516,109835.2305,237.1595484,2387.6,2387.603842,0.0,0.0,0.0,0.0,-2029.428373,0.0,2029.428373,-33064.049842,7198.527258,40262.5771,-3121.101362,0.0,3121.101362,-8893.26799,4345.0,13238.26799,66907.2556,123766.3616,56859.106,-31843.00393,12966.58417,44809.5881,12701.585369,19153.93943,6452.354061,-19141.41856,32120.5236,51261.94216,52189.83,52189.83,38024.35297,238405.0507,200380.6977,,68.174,68.173999999,22.4565311111952,22.4565311111952,265.892960493569,265.770471360119,15.9936886658731,56.793,56.793,46.4265456570302,46.4265456570302,221.65876822601,221.503750609546,13.3171100146296,2.759,11.380999999,44.2341922675588,44.2667207505726,2.69485392676817
2011,-15073.0671,-15074.0,-3152.4880371,-3151.0,534.442857736,535.0,12350.9310867,12350.0,138.616,-193.354,331.97,-5340.18119232,-5340.0,-1.0072465605922,71.6788462236,71.2776,0.4012462236,8.955,8.955,0.0,62.7238462236,62.3226,0.4012462236,3235.86257859,3236.0,14496.9812754,14498.0,14.0100306330508,14.8517691409371,2629.17825663,2629.0,83119.709,83120.0,138.616,-193.354,331.97,103481.73111,103483.0,18308.9296784,18310.0,17649.4693124,17649.0,16.2180788987622,19.961342671052,2094.73539889,2094.0,70768.777913,70770.0,108821.912302,108823.0,25.2543714499998,-9351.9309453,1488.0,10839.9309447,2356.181400269,0.0,-2356.18140073,7994.69072542,19013.4452318,11018.7545064,-391.619915183,-248.3857592,-143.23415625,-6107.91,16358.096716886,21610.2996919,-5252.20297507,4.11013957621326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2179.0241035,7282.016728,1954.021236,-5327.995493,7712.567338,161.030357,-7551.536981,0.0,0.0,0.0,14994.584066,2115.051593,-12879.532474,-22778.14796,0.0,22778.14796,-37625.51367,31891.33551,69516.84918,-60403.66163,31891.33551,92294.99714,-4805.538619,0.0,4805.538619,127718.5908434,128091.1746,372.5837566,2471.41,2471.40931,0.0,0.0,0.0,0.0,-914.3607508,0.0,914.3607508,-38856.453417,7888.234143,46744.68756,-3210.568299,0.0,3210.568299,-12312.36349,5934.0,18246.36349,75810.6149,144384.818,68574.2031,-24409.64917,12621.97027,37031.61944,15199.038533,19247.96376,4048.925227,-9210.61062,31869.93404,41080.54466,46375.93,46375.93,47766.73406,254522.0176,206755.2835,,82.98,82.980000001,21.717956995654,21.717956995654,341.477700942948,341.274098824077,15.6617863141539,73.962,73.961999999,30.2308383057771,30.2308383057771,304.492683131761,304.216319615931,13.9685824704879,1.853,9.018000002,36.9850178111871,37.0577792081458,1.71056456054907
2012,-13753.840627,-13755.0,-4097.2247242,-4097.0,672.11220405,672.0,15040.9127865,15040.0,101.266,-264.81,366.076,-2138.040360747,-2140.0,-0.368057491269561,72.201135569,72.110836,0.0902995688,24.317091,24.317091,0.0,47.884044569,47.793745,0.0902995688,2255.48581113,2255.0,14247.1007296,14247.0,14.3840802851172,15.1033605427754,2461.08880535,2462.0,80083.655,80083.0,101.266,-264.81,366.076,99047.330347,99047.0,16009.3264382,16010.0,18344.3254536,18344.0,18.1288110132725,21.9990053217181,1788.97660129,1790.0,65042.742213,65043.0,101185.370706,101187.0,-697.97929794,-14269.084339,1054.849578065,15323.9339168,2908.181466,0.0,-2908.181466,11727.5689333,9722.0574058,-2005.51152743,264.92491533,115.006589348,149.91832517,-3304.72,10645.293365195,13433.428978718,-2788.13561368,4.53693436018746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2637.913848,6521.490586,717.4155685,-5804.075018,2333.319422,1011.320211,-1321.999211,4046.44373,0.0,-4046.44373,12901.253738,1728.7357795,-11172.517959,-26530.30098,0.0,26530.30098,-39256.13291,32919.18509,72175.318,-65786.43389,32919.18509,98705.61898,-2687.183484,0.0,2687.183484,138609.8463147,139055.1404,445.2940853,2547.25,2547.25456,0.0,0.0,0.0,0.0,-813.9999275,0.0,813.9999275,-35385.152414,8229.826396,43614.97881,-3062.848545,0.0,3062.848545,-13294.32615,4761.0,18055.32615,89414.77382,154593.2214,65178.44758,-23197.51706,12765.54631,35963.06337,16846.002838,20419.7025,3573.699662,-6351.51423,33185.2488,39536.76303,43290.21,43290.21,57879.85218,263987.8653,206108.0131,,79.982,79.982000001,-3.61291877556504,-3.61291877556504,363.324599769993,363.087882037964,13.7642054653623,67.976,67.976000001,-8.09334522874034,-8.09334522874034,308.970982202284,308.621063901221,11.7039145653658,3.433,12.006,54.3536175677094,54.4668181367431,2.06535067679623
2013,-13164.827574,-13164.0,-5328.9161154,-5328.0,734.13466341,733.0,4635.2352406,4635.0,-34.753,-340.298,305.545,-13124.3737852,-13124.0,-2.13984298721997,55.4115237184,55.251386,0.1601377184,21.99865,21.99865,0.0,33.4128737184,33.252736,0.1601377184,2426.70501572,2428.0,13679.8917684,13681.0,14.4113681371929,15.267439654499,2894.97789341,2895.0,75928.22836,75928.0,-34.753,-340.298,305.545,94929.803038,94932.0,15591.5325905,15592.0,19008.8078836,19009.0,17.5918042496483,21.0503087118298,2160.84323,2162.0,71292.99312,71293.0,108054.176824,108056.0,-3073.9355795,-8931.689,889.972858731,9821.6618583,-32.376671541,0.0,32.3766715448,5055.51510002,3892.65123703,-1162.86386299,496.55883729,929.14475757,-432.58592,-11823.76,-6576.95373849,9587.94275288,-16164.8964916,5.45935266465704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3348.308488,18131.28701,-1964.41541,-20095.70242,1349.856173,6155.209341,4805.353167,0.0,0.0,0.0,19481.143183,4190.793931,-15290.349253,-27411.57742,0.0,27411.57742,-26408.92437,34517.15795,60926.08232,-53820.50179,34517.15795,88337.65974,-3588.531556,0.0,3588.531556,139942.0318168,140110.9054,168.8735832,2568.64,2568.644477,0.0,0.0,0.0,0.0,-1211.123204,0.0,1211.123204,-32559.911107,7997.140453,40557.05156,-2893.689937,0.0,2893.689937,-12553.15332,6355.0,18908.15332,94503.92191,157031.6903,62527.76839,-27163.39212,13501.88841,40665.28053,20664.162453,25982.90549,5318.743037,-6499.22967,39484.79389,45984.02356,30600.44,30600.44,61196.09887,261634.0821,200437.9833,,75.964,75.963999999,-5.02363031925904,-5.02363031925904,413.280870029089,412.839171488138,12.3297830223145,74.442,74.441999998,9.51218076513016,9.51218076513016,406.817676566871,406.091118433376,12.1374539002246,0.585,1.522000001,6.46319346221839,6.74805305476228,0.247749671429895
2014,-11613.847481,-11613.0,-4641.292153,-4640.0,1534.64355483,1535.0,5541.4698131,5542.00000000002,36.19,-230.431,266.621,-9179.02626744,-9175.99999999999,-1.61819903851158,73.1302591337,55.166462,17.9637971334,16.333154,16.333154,0.0,56.797105134,38.833308,17.9637971334,2561.76971962,2562.0,13396.3718278,13397.0,15.3220641383412,16.3701458979936,3035.78542491,3036.0,68440.435907,68441.0,36.19,-230.431,266.621,87434.36288,87436.0,14175.6172008,14175.0,18037.6639811,18037.0,18.6695234546433,22.2861564218366,1501.14187009,1501.0,62898.966094,62899.0,96613.389145,96612.0,-198.4431425,-3144.79410889,1920.54143309,5065.3355421,-168.206900792,0.0,168.2069007641,-9542.21168811,1422.00583047,10964.2175183,-25.2121903924,-2364.64258299,2339.4303931,1195.11,4344.2381723756,13664.91047741,-9320.67230456,8.07527599281334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4579.0864255,13982.4645,-245.8698093,-14228.33431,-5971.626692,2108.318802,8079.945493,-5048.9,0.0,5048.9,2961.937808,1862.4489927,-1099.488817,-26233.07615,0.0,26233.07615,-27303.15814,36179.69938,63482.85752,-53536.23429,36179.69938,89715.93367,-2770.982235,0.0,2770.982235,144052.8732784,144173.9799,121.1066216,2655.69,2655.688969,0.0,0.0,0.0,0.0,-1736.991943,0.0,1736.991943,-34182.524304,8030.253706,42212.77801,-2692.009268,0.0,2692.009268,-13519.41797,3891.0,17410.41797,96314.61063,158750.9225,62436.31187,-35076.80942,13501.12209,48577.93151,18499.229657,28169.68219,9670.452533,-16577.57977,41670.80427,58248.38404,31407.55,31407.55,54837.36438,268008.9762,213171.6118,,68.405,68.405,-9.95076615120256,-9.95076615120256,553.421751966281,552.302347985992,12.0614091254171,65.735,65.735,-11.6963542062732,-11.6963542062732,529.899649470143,528.979665775966,11.6522538129785,1.089,2.67,23.5221024961382,23.3226822100259,0.453877083996033
2015,-12104.598579,-12104.0,-5815.044692,-5816.0,1082.834496264,1084.0,-785.1763929,-784.99999999999,25.126,-158.228,183.354,-17621.985168,-17621.0,-2.73234804648896,84.3537647685,81.495887,2.8578777685,32.424565,32.424565,0.0,51.9291997685,49.071322,2.8578777685,2359.36257639,2360.0,13213.5123501,13213.0,17.6300269527393,18.8697837822399,2563.73640177,2564.0,56809.053493,56809.0,25.126,-158.228,183.354,74945.664822,74946.0,14463.961155,14464.0,19028.5570432,19029.0,20.5570019553405,24.8340706541809,1480.90190551,1480.0,57594.229886,57594.0,92567.649989,92567.0,-927.7932535,-10883.760784,875.23322735,11758.9940114,-24.991331071,0.0,24.991331066,-2245.8882926,8813.652574,11059.54086662,92.682590175,529.92140461,-437.2388147,-4905.9699998,4850.607060654,23348.45628263,-18497.849222,9.23318552472429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5954.5108955,21884.90908,-758.0209071,-22642.92999,-1737.03008,-360.2822562,1376.747824,0.0,0.0,0.0,20147.879,-1118.3031633,-21266.182166,-26931.84792,0.0,26931.84792,-14998.29884,37842.85913,52841.15797,-41930.14675,37842.85913,79773.00588,-3591.710625,0.0,3591.710625,153175.9311438,153309.2343,133.3031562,2751.59,2751.592871,0.0,0.0,0.0,0.0,-2657.036747,0.0,2657.036747,-43847.768603,7207.497967,51055.26657,-2634.350341,0.0,2634.350341,-14711.06789,3919.4,18630.46789,94734.33724,167187.7252,72453.38796,-35786.45712,14321.52168,50107.9788,17497.891446,26850.68543,9352.793984,-18288.56569,41172.2071,59460.77279,25563.48,25563.48,56487.39416,271766.2714,215278.8773,1.04940749415711,56.784,56.783,-16.9899861121263,-16.9899861121263,521.848124355205,521.785731030944,8.76286466156731,60.205,60.204999998,-8.4125656073629,-8.4125656073629,555.213932569433,555.410274241325,9.35281309727685,-1.026,-3.421999998,-33.3658082142279,-33.6245432103801,-0.544270661525222
