,id,name
0,CCUSMA02,Currency Conversions > US$ exchange rate > Average of daily rates > National currency:USD
1,BSCURT02,Business tendency surveys (manufacturing) > Capacity utilisation > Rate of capacity utilisation > National indicator
2,BSOITE02,Business tendency surveys (manufacturing) > Orders inflow > Tendency > National indicator
3,SPASTT01,Share Prices > All shares/broad > Total > Total
4,IRLTLT01,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)
5,IRSTCB01,Interest Rates > Immediate rates (< 24 hrs) > Central bank rates > Total
6,IR3TIB01,Interest Rates > 3-month or 90-day rates and yields > Interbank rates > Total
7,IRSTCI01,Interest Rates > Immediate rates (< 24 hrs) > Call money/interbank rate > Total
8,PRMNTO01,Production > Manufacturing > Total manufacturing > Total manufacturing
9,SLRTTO01,Sales > Retail trade > Total retail trade > Volume
10,PRCNTO01,Production > Construction > Total construction > Total
11,PRINTO01,Production > Industry > Total industry > Total industry excluding construction
12,SLRTTO02,Sales > Retail trade > Total retail trade > Value
