country,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND
1990-07,,102.97739887844,17.416,17.3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16216216218106,9.88372093047273,14.2238163934586,15.6712323040357,,,,,,,,,10.0,10.0,16.5,100.246431704705,839137.107256244,,,,,,,,,,,,,,,1.0677145588084,17.9123701353025,2.23250304492449,2.22205809337723,2423.0,2420.03799933079,0.709455419726604,3.64100280671954,3.60144489560437,838.37,839.137107256244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8934749015503,23.8807152856654,3.428745012044,,,,1.36870920193724,9.60837887067394,22.9379824804285,,,,83.5795454545454,86.660135259682,1.471,1.51800047804735,6.77031621357345,,25.56,26.3766772392184,1.76,1.75167102324336,3.35157743699937,,30.58,30.4352840288533,-0.289,-0.233670545196008,-5.02,-4.05860678963494
1990-08,,99.7513012824662,17.377,17.6269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.529100528982974,9.1954022989481,14.2990746812379,15.7541488770545,,,,,,,,,10.0,10.0,16.5,100.240348357734,848139.298423803,,,,,,,,,,,,,,,0.86121049932732,17.1949639804353,2.23434883241732,2.24119469097855,2419.05,2436.88453932559,0.599638297671437,3.5774021595008,3.62304053846795,827.13,848.139298423803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9978678038379,54.993334814486,4.08013345676281,,,,0.49854590776902,8.11173184357542,23.0523388534095,,,,80.1295896328294,79.3033971554226,1.484,1.47369938216633,-2.91838484385748,,25.83,25.6507109443102,1.852,1.85830548882806,6.08758517836636,,32.23,32.3397332100045,-0.368,-0.384606106661726,-6.4,-6.68902226569428
1990-09,,95.3979381592937,17.869,18.0678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.526315789357402,8.52272727268556,14.3743329690173,15.8370654500733,,,,,,,,,10.0,10.0,16.5,100.234942171899,860662.862033172,,,,,,,,,,,,,,,1.14533433832852,16.7137474843534,2.24833067267553,2.26686386336312,2453.3,2475.66600095204,1.27576932294342,3.56981991415524,3.66926217821552,834.84,860.662862033172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1680702383084,79.8718177942207,4.78061363443657,,,,0.392724266225715,7.50332005312084,23.1428709820194,,,,67.490671641791,68.8190701775857,1.447,1.49250651929581,1.27618545254684,,25.82,26.6320099020165,2.144,2.16873973368782,16.7052320905291,,38.25,38.6913688496079,-0.697,-0.676233214392014,-12.43,-12.0593589475914
1990-10,,93.4664387183319,18.051,18.1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0942408377191,10.7954545454367,14.6753661202042,16.1687317422251,,,,,,,,,10.0,10.0,16.5,100.232864478517,873861.697456836,,,,,,,,,,,,,,,1.27551041751156,16.1942570441801,2.28197476420113,2.29577794809112,2491.96,2499.54463323235,1.50528830243018,3.64411732676234,3.7244951525697,861.72,873.861697456836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53180459234002,84.7129760995306,4.94945556631963,,,,1.31768581428867,8.91987605135016,23.4478213099686,,,,68.4414327202323,70.6338122727401,1.414,1.41998212911317,-4.85923439830986,,25.59,25.6982621527624,2.066,2.01034332343575,-7.3036154496386,,37.38,36.3730074685519,-0.652,-0.590361194322579,-11.79,-10.6747453157895
1990-11,,94.2499939255253,18.087,18.1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5384615385962,12.5000000001311,14.9011409836117,16.417481461358,,,,,,,,,10.0,10.0,16.5,100.236285354139,888509.664288487,,,,,,,,,,,,,,,1.24414595776418,15.7480483355916,2.31893204427637,2.32434077663154,2533.39,2537.5648829475,1.60544294994027,3.75624004830298,3.7842897974175,887.04,888.509664288487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.53982954461536,82.5677942409841,4.77425327588544,,,,0.975411501727273,10.4958861463198,23.6765340559305,,,,58.8520614389652,62.6904014370028,1.456,1.53031034622351,7.76969053682683,,26.32,27.6633024125019,2.474,2.44106005248875,21.4250334274691,,44.72,44.1245778283334,-1.018,-0.910749706265242,-18.4,-16.4612754158316
1990-12,,96.249996378214,18.124,18.0732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.505050504938723,13.7142857141486,14.976399271391,16.5003980343768,,,,,,,,,10.0,10.0,16.5,100.246987348179,899136.155612676,,,,,,,,,,,,,,,1.31479292724283,15.6868028091676,2.35223927958453,2.35490104476771,2564.14,2565.77219288856,1.43411648103552,3.82463061255306,3.83856092109241,893.56,899.136155612676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.042118077621,53.7251425622842,4.24707459183748,,,,0.825115717448176,12.0053655264923,23.8718928597729,,,,70.4674530362604,71.5211200439255,1.613,1.61550542273991,5.5671764048806,,29.2,29.2453554519562,2.289,2.25878093316733,-7.46721159668219,,41.43,40.8830467720064,-0.676,-0.643275510427424,-12.23,-11.6376913200502
1991-01,,97.4703207049366,18.329,18.5827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50753768857384,16.0919540231592,15.2021741347986,16.7491477535097,,,,,,,,,10.0,10.0,16.5,100.266532859719,907774.582368361,,,97.6741666265223,,,,,,,,,,,,1.00487529472021,15.3252657905263,2.37549620199422,2.37856486358169,2583.79,2588.84705642888,1.07766974114254,3.85309088190964,3.87992793063434,900.29,907.774582368361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.2373931679104,33.3953600449804,3.64240188406315,,,,1.59680638722557,12.860310421286,24.2530807697094,,,,73.6468500443656,70.6693838941638,1.66,1.58489114185217,-1.89502804861017,6.142806202074,30.36,28.9863223292963,2.254,2.24268424955528,-0.712627035924121,19.5119070669515,41.23,41.0230131362752,-0.594,-0.657793107703114,-10.87,-12.0366908069789
1991-02,,93.8679755579115,18.854,19.0774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.428571428582,15.2021741347986,16.7491477535097,,,,,,,,,10.0,10.0,16.5,100.296158835504,932532.68668066,,,97.8299058074272,,,,,,,,,,,,1.39464557875229,15.4348585554427,2.40657003443605,2.41173741328939,2631.48,2637.66086235068,1.8482667885022,3.92829043135673,3.95163934999408,928.57,932.53268668066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4701691003062,62.189479888021,4.0237675206373,,,,1.06090373280942,13.5039717563989,24.5103826089166,,,,78.3797729618163,74.1826811329788,1.519,1.52320601047826,-3.89207370430638,7.37299973383162,28.66,28.7393576433884,1.938,2.05331754961483,-8.4437521678769,5.52237435026177,36.57,38.746038591029,-0.419,-0.530111539136566,-7.91,-10.0066809476406
1991-03,,95.3708452057063,19.244,19.6197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.495049505069201,13.5593220337613,15.1269158469845,16.6662311804527,,,,,,,,,10.0,10.0,16.5,100.336531770795,926515.920961054,,,97.9878802744271,,,,,,,,,,,,1.41883764211263,15.434191554654,2.44094321202132,2.44595605153805,2658.28,2663.00271814852,1.01838094691536,3.98978609261552,3.99188209222522,928.92,926.515920961054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25667254128891,66.1240168282421,4.31575915343269,,,,0.0583203732504031,12.6998029340924,24.5246771555392,,,,92.6059979317477,80.6819090014704,1.791,1.5326097221357,0.617363087642154,-1.8311885868916,34.39,29.4285027047721,1.934,1.89957047509593,-7.48773975792172,0.881287319151481,37.14,36.4788249457409,-0.143,-0.366960752960232,-2.75,-7.05032224096888
1991-04,,95.4753817055504,19.937,20.0761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.497512437930836,12.2222222223475,15.2021741347986,16.7491477535097,,,,,,,,,10.0,10.0,16.5,100.388467396315,932681.361655056,,,98.1507182726615,,,,,,,,,,,,1.15416019155192,14.7880392860137,2.4828979617334,2.47418630258776,2722.4,2698.83901128489,0.00799736885764531,4.05052997317432,3.9922013377605,956.85,932.681361655056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3218877576949,60.8967046488677,4.58859660300515,,,,0.563435010685817,11.5036622145627,24.6628577728912,,,,96.9638242894057,96.1247796974887,1.501,1.51922247962714,-0.873493252405289,3.03290207557715,29.77,30.131414535976,1.548,1.58046914064015,-16.7986046655977,-18.6952839324603,30.72,31.36434883751,-0.047,-0.0612466610130126,-0.95,-1.23293430153402
1991-05,,93.2387062033678,20.5772,20.9588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.990099009910036,12.0879120880346,15.352690710392,16.9149808995856,,,,,,,,,10.0,10.0,16.5,100.451763435507,960035.858951539,,,98.3228673766705,,,,,,,,,,,,1.57956755304492,15.1702232832827,2.53751942811505,2.51326774662532,2776.65,2747.69663035227,1.80292528952699,4.19704129187714,4.06417774528782,997.13,960.035858951539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98175734884089,64.5594918339551,4.72541741942392,,,,1.04327666151467,11.7521367521367,24.9201596120983,,,,84.7133757961784,90.202425407679,1.33,1.36390209567423,-10.2236759945145,-11.0924474226363,27.32,28.0163949276842,1.57,1.51204592283404,-4.32929793101764,-12.9095217061716,32.24,31.0499111797259,-0.24,-0.148143827159813,-4.92,-3.03351625204165
1991-06,,94.2600718715663,21.064,21.1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45098039206595,12.9729729728368,15.7289821493582,17.3295637647561,,,,,,,,,10.0,10.0,16.5,100.524752639597,969164.548042737,,,98.510325204127,,,,,,,,,,,,1.18647249389881,15.6693380202625,2.56577382016158,2.54308697713706,2783.63,2763.46065854331,1.92755610772059,4.27166089621281,4.14251705164574,991.59,969.164548042737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187200730237486,61.4014754997256,4.73426343533985,,,,1.85468451242832,12.1709833649189,25.3823499528963,,,,73.7361998837885,77.1161669425948,1.269,1.38430171830961,1.49568086302408,-2.63354041295597,26.66,29.0823355477812,1.721,1.79508626166558,18.7190305900917,5.91315053845571,36.15,37.7061989303956,-0.452,-0.410784543355969,-9.49,-8.62386338261442
1991-07,,77.9828564700244,25.577,25.7524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3923444977418,13.2275132275042,16.1052735883592,17.7441466299649,,,,,,,,,11.0,11.0,18.5,100.605097018406,973914.561472413,,,98.7193938964548,,,,,,,,,,,,0.749915964451614,15.3056258972222,2.57295854797743,2.5621579923685,2792.22,2789.02567868774,0.719401803491052,4.22494309557087,4.1723183940252,975.38,973.914561472413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2434853105819,53.6002132196161,5.26655964925654,,,,2.21513046743009,13.1076028250935,25.9446021200526,,,,99.5495495495496,103.434273312742,1.326,1.34764968903314,-2.64769080264046,-11.2220510782275,33.76,34.3112017358663,1.332,1.30290439123442,-27.4182851789242,-25.6193443891082,33.91,33.1692852152848,-0.006,0.0447452977987127,-0.15,1.14191652058151
1991-08,,77.6259519540306,25.814,25.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4018691587828,14.2105263158061,16.331048451732,17.9928963490596,,,,,,,,,11.0,11.0,18.5,100.689478393725,991322.70450602,,,98.954329556889,,,,,,,,,,,,1.20411163271412,15.6976341788033,2.58471159983804,2.59300923480312,2809.1,2830.31879243477,1.14036306369493,4.17160962476907,4.21989797189042,966.76,991.32270450602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6457449835851,54.4364809173982,6.30121452735787,,,,3.15886134067948,16.1016949152542,26.7641561264161,,,,92.8198433420366,91.6821367714011,1.422,1.43308563103268,6.33962540078498,-2.75590474048692,36.45,36.7341569979896,1.532,1.56310234632284,19.9706100339326,-15.8856089205974,39.27,40.0672513969306,-0.11,-0.130016715290153,-2.82,-3.33309439894101
1991-09,,77.3611880174186,25.88,25.7632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84331797236787,15.7068062828932,16.6320816029189,18.3245626412113,,,,,,,,,11.0,11.0,18.5,100.773021081187,1001581.68033117,,,99.2170034534758,,,,,,,,,,,,1.47728613619118,16.0773455903613,2.61111558992301,2.63131540073903,2849.44,2872.03947550445,1.40782588126724,4.16449992729207,4.27930678770176,972.07,1001.58168033117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35217134039518,40.1802986626702,6.70147847066152,,,,0.569699127648244,16.3063619518221,26.9166312903907,,,,96.2587190868738,98.3087336751035,1.518,1.54240830761355,7.62848180272995,3.34348880038947,39.31,39.9420754758159,1.577,1.56894331760084,0.373678108266562,-27.6564498159979,40.83,40.6214049826522,-0.059,-0.0265350099872968,-1.52,-0.679329506836258
1991-10,,76.4017654812356,25.872,25.9087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.904977375574113,14.3589743591272,16.7825981785123,18.4903957872872,,,,,,,,,12.0,12.0,20.0,100.849435748622,1050817.63756219,,,99.507712955903,,,,,,,,,,,,1.86970858692634,16.7583882824788,2.66770281998452,2.68051333073576,2931.73,2936.93627462773,2.98533805780298,4.31678921766049,4.40705856184517,1037.66,1050.81763756219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.41474483450785,32.1287721008552,6.53965486545556,,,,-0.106213489113143,14.6718146718146,26.8880421971454,,,,84.5330160618679,87.1524079073947,1.421,1.42576027279415,-7.56272085955463,0.406916647929396,36.68,36.8028760071003,1.681,1.63593904864811,4.27011800207762,-18.6238972429728,43.38,42.2171540335248,-0.26,-0.210178775853958,-6.7,-5.41427802642441
1991-11,,75.8977117420117,25.886,25.9856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.896860986555435,13.6363636363742,16.9331147541058,18.6562289333631,,,,,,,,,12.0,12.0,20.0,100.910750363446,1088504.34840731,,,99.8250421029319,,,,,,,,,,,,2.34129268735765,18.0236573273692,2.73937013386247,2.74327199333192,3004.75,3008.04459995268,4.23517330756863,4.56247115041564,4.59370512970535,1086.45,1088.50434840731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64769011486527,44.7136108537695,6.9089943068382,,,,0.141768562821198,13.7250955926746,26.9261609881391,,,,91.849935316947,97.6402253147772,1.42,1.51567064528539,6.30613534455066,-0.956649151216166,36.7,39.1726145647702,1.546,1.55230146222942,-5.1125123816689,-36.4087147038111,39.96,40.1228760871201,-0.126,-0.0366308169440324,-3.26,-0.950261522349846
1991-12,,75.4905848726104,25.875,25.8338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0653266333021,16.9331147541058,18.6562289333631,,,,,,,,,12.0,12.0,20.0,100.949198261718,1105092.21353587,,,100.16333599589,,,,,,,,,,,,1.79332343051439,18.5811072170351,2.78729139164513,2.79246773275108,3035.58,3043.54900959118,2.53699893375739,4.67848165214763,4.71024737986593,1091.67,1105.09221353587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.940695945695874,61.1462556051878,6.84400167750542,,,,0.389311626260835,13.2335329341317,27.0309876633716,,,,85.7681940700809,87.2615360760418,1.591,1.57152392329337,3.68505375371103,-2.72246065085587,41.17,40.6660213211742,1.855,1.80093543382494,16.017118945339,-20.2695840317895,47.99,46.5913161559348,-0.264,-0.22941151053157,-6.82,-5.92529483476056
1992-01,,75.541455968058,25.917,25.8871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33333333324313,12.8712871286021,17.1588896174786,18.9049786524578,,,,,,,,,12.0,12.0,20.0,100.958416839042,1127059.82679071,,,100.509348919112,,,,,,,,,,,,1.39361786277676,19.0374963171457,2.82231520932163,2.83138406188698,3080.65,3092.38068947794,1.75763761907287,4.74135199811496,4.79303645976585,1115.72,1127.05982679071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7508906110635,108.098750564504,7.57979281127337,,,,2.027146130795,13.713163064833,27.5789452839053,,,,103.774715398442,99.6785912668481,1.732,1.65607810295343,5.38039404979977,4.49159940524794,45.0,43.0274333908224,1.669,1.6614180456463,-7.74694003784069,-25.91832550767,43.38,43.1829327861812,0.063,-0.00533994269286871,1.62,-0.155499395358833
1992-02,,76.9942634705025,25.934,25.9047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43859649133367,13.3663366336713,17.2341479052926,18.9878952255148,,,,,,,,,12.0,12.0,20.0,100.933531733342,1147819.26144529,,,100.839782666134,,,,,,,,,,,,1.61964161658644,19.3016420703281,2.86667871171185,2.8772423364787,3131.72,3142.9290805618,1.91416387134492,4.84750343295287,4.88478303201908,1141.09,1147.81926144529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8642939814818,123.911226584786,9.00966721037921,,,,0.708362128541808,13.3164852255054,27.7743040877478,,,,89.8876404494382,82.2651123134108,1.52,1.49238444807178,-9.88441635631329,-2.02346643818752,39.38,38.6645391875438,1.691,1.8141158579911,9.19081219473608,-11.6495225820572,43.79,46.9781983568483,-0.171,-0.321731409919326,-4.41,-8.31365916930447
1992-03,,79.2460995973376,25.89,25.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.9303482588503,17.2341479052926,18.9878952255148,,,,,,,,,12.0,12.0,19.0,100.871522449636,1141746.52582633,,,101.126859016277,,,,,,,,,,,,1.36728888059782,19.2410039084403,2.90813509880087,2.91658255101322,3170.49,3177.63538663452,0.645603500931826,4.90837619020309,4.91631936228672,1144.06,1141.74652582633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4801381061924,195.356834313012,12.7468896121528,,,,0.308800823468866,13.6001554303478,27.8600713674835,,,,102.809324566647,89.8367456932105,1.72,1.45155292199371,-2.73599246700958,-5.28880894928915,48.22,40.6941173828702,1.673,1.61576747999167,-10.9336113857182,-14.9403772497533,46.9,45.2955737068795,0.047,-0.164214557997958,1.32,-4.60145632400922
1992-04,,79.3215283408612,25.89,25.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.873362445422766,14.3564356435813,17.3846644808861,19.1537283715907,,,,,,,,,12.0,12.0,19.0,100.77152671378,1168782.80071315,,,101.347364217416,,,,,,,,,,,,1.0640394613531,19.1347691641498,2.95982176306891,2.94761614027894,3243.73,3210.18238067303,0.915612007499276,5.0386060868891,4.96133377269483,1201.72,1168.78280071315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4634487663311,229.085477575081,15.1004050449934,,,,0.786728236702589,13.8523956723339,28.079254415697,,,,77.5293460033538,76.8748260258027,1.387,1.40375000265417,-3.29322607637925,-7.6007614764434,40.09,40.5741439123329,1.789,1.82602039604357,13.0125725796256,15.5366054982867,51.73,52.8004667900134,-0.402,-0.422270393389403,-11.64,-12.2263228776806
1992-05,,79.6794265053757,25.89,25.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29870129861311,14.7058823528481,17.6104393442589,19.4024780906854,,,,,,,,,12.0,12.0,19.0,100.633830104457,1199934.0209577,,,101.484259218361,,,,,,,,,,,,1.56020895610751,19.1120649724208,3.02764522449304,2.99360511129124,3317.47,3277.29869153988,2.51836211135739,5.26588013221889,5.08627812264435,1249.87,1199.9340209577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.504917683569,160.423290246222,12.3060875215319,,,,0.729679280502285,13.4990439770555,28.2841429172878,,,,72.55330781848,76.9751558389872,1.327,1.40129720077695,-0.174732101341718,2.74177341770499,37.89,40.0114174358995,1.829,1.82045386658016,-0.304844867859736,20.3967312823453,52.24,51.9959048606603,-0.502,-0.419156665803214,-14.35,-11.9844874247608
1992-06,,77.1890863642462,25.89,25.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.854700854709296,12.9186602870993,17.7609559198523,19.5683112367612,,,,,,,,,12.0,12.0,19.0,100.460506756177,1187227.5092312,,,101.527247484832,,,,,,,,,,,,1.69140014956441,19.7064426026088,3.07234558310071,3.04423895262099,3340.6,3319.9116452314,0.778679340194039,5.29511366172403,5.12588391957019,1215.33,1187.2275092312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.25706876732056,138.473535883875,11.2899654123124,,,,1.6677897574124,13.2907828045804,28.7558629558343,,,,67.9960119641077,71.254544678539,1.364,1.44098884508455,2.83249294193966,4.09499793471035,38.87,41.0639563111705,2.006,2.02231149126768,11.0883131065944,12.6581788549404,57.17,57.6348693697772,-0.642,-0.581322646183123,-18.3,-16.5709130586067
1992-07,,75.4671408350745,25.89,25.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54237288138077,13.08411214943,18.2125056466326,20.0658106749888,,,,,,,,,12.0,12.0,19.0,100.256235621608,1208454.5145552,,,101.473119143328,,,,,,,,,,,,1.42829052989847,20.5124562375024,3.09877264552934,3.08771952928876,3374.74,3371.52602201747,0.356929914031614,5.21469460627419,5.14417973263768,1212.43,1208.4545145552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.43213569946204,94.1510442332914,10.2250805542007,,,,1.07705053852528,12.0293847566575,29.0655781326577,,,,71.7314487632509,74.519544806971,1.421,1.44245709306568,0.10189169653401,7.03501843276183,40.52,41.1318518022668,1.981,1.93567619985078,-4.28397365049779,48.5662503613824,56.47,55.178008584338,-0.56,-0.493219106785104,-15.95,-14.0461567820711
1992-08,,74.6846610761042,25.89,25.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.5207373271929,18.2125056466326,20.0658106749888,,,,,,,,,12.0,12.0,19.0,100.027051572223,1215117.81877162,,,101.326998094414,,,,,,,,,,,,1.21574754234421,20.5263121177375,3.11544933552708,3.12525840358057,3376.74,3401.26263421847,1.16419079258006,5.15006294552404,5.20406779943881,1185.24,1215.11781877162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16863942343817,64.1679525704541,10.3445748766354,,,,1.09836065573769,9.79170375645364,29.3848230072295,,,,91.647465437788,90.3603270758224,1.591,1.62702394530819,12.7953096927306,13.5329187646487,45.19,46.2132068437945,1.736,1.80059545816267,-6.97847820304489,15.1937019606252,49.33,51.165537990302,-0.145,-0.173571512854477,-4.14,-4.95233114650752
1992-09,,74.6018103463138,25.89,25.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.413223140404497,9.95475113110649,18.287763934412,20.1487272480077,,,,,,,,,12.0,12.0,19.0,99.7807221268954,1200230.57293739,,,101.096465848873,,,,,,,,,,,,0.623938256115513,19.5127762137424,3.12405531971241,3.14475808636297,3393.39,3413.78404144957,-0.339331387172567,5.05278252294596,5.18640876398558,1167.14,1200.23057293739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5994996395707,76.8987410817532,11.854831048465,,,,0.826982325279729,10.0725792175606,29.627830299814,,,,79.9894957983193,81.8565497306384,1.523,1.52496385302482,-6.27280825077466,-1.13098811142435,43.23,43.2857435103499,1.904,1.86297108544514,3.46416664552321,18.7404965205443,54.06,52.8950718903174,-0.381,-0.338007232420326,-10.83,-9.60932837996758
1992-10,,77.7601019359407,25.89,25.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.411522633844071,9.41704035872862,18.3630222222261,20.2316438210647,,,,,,,,,12.0,12.0,18.0,99.5264589383594,1200938.63199142,,,100.795114364717,,,,,,,,,,,,1.17188714557365,18.6940973452702,3.17128902165399,3.18161110213645,3479.1,3481.12729017547,-0.587045199312288,5.0584530973687,5.15596220031989,1187.88,1200.93863199142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.175263326673,71.8945809228361,11.2413123247747,,,,0.466387906079109,10.7035264930002,29.766010917166,,,,93.1629013079667,95.7662808582846,1.567,1.59424042910221,4.54283397865359,11.8168642739552,44.49,45.2634056737444,1.682,1.66471999832736,-10.6416620561993,1.75929229778053,47.73,47.2396465637128,-0.115,-0.0704795692251489,-3.24,-1.97624088996844
1992-11,,81.1806329708326,25.89,25.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.44444444441984,18.3630222222261,20.2316438210647,,,,,,,,,12.0,12.0,18.0,99.2736727932816,1195976.11109641,,,100.447458484888,,,,,,,,,,,,1.35462451522397,17.5497724594348,3.22161441764607,3.22470998610508,3502.45,3507.18420065072,-0.1771829253952,5.10976750000483,5.14682671566109,1191.03,1195.97611109641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.9391274940819,38.3987005909772,9.56195834456866,,,,-0.544261245397784,9.94514245266325,29.604006055443,,,,81.3841201716738,86.5400340533164,1.517,1.62072301705925,1.6611414108944,6.93108176902653,43.1,46.0469097134171,1.864,1.87280145517477,12.4994868239991,20.6467622909434,52.94,53.1899726593091,-0.347,-0.252078438115518,-9.84,-7.14306294589206
1992-12,,80.0098835614216,26.156,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.409836065672174,7.99999999986878,18.287763934412,20.1487272480077,,,,,,,,,12.0,12.0,18.0,99.0314904083024,1185477.19886776,,,100.081052984724,,,,,,,,,,,,0.672712699861504,16.2557039295497,3.23666681465012,3.24640301971531,3511.72,3528.13854908014,-0.645055614441381,5.06004257656296,5.11362682096615,1164.73,1185.47719886776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.06858929759216,35.4257574867416,9.26854111416701,,,,-0.144857556735878,9.36012691697516,29.5611224155751,,,,77.1235018238666,78.6918702467813,1.48,1.4427060219219,-10.9838012580553,-8.19700543288654,42.74,41.6630103898258,1.919,1.83336095253234,-2.1059628362338,1.800482021642,55.42,52.9467764405119,-0.439,-0.390654930610438,-12.68,-11.2837660506861
