time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05,-7.53624666366667,100.94790248882,58.0,-9.0,10.0,-45.0,8.105721401,32.391260009,17.51669511,33.154549398,,93.3207046110307,28.9867,28.985,,,50.8529309402499,31.4477764827041,,,58.5652347610316,31.1272853013798,,,61.298352580737,44.228036302076,,,38.2436970390792,25.1824436667835,,,22.9754475137156,,,41.6354670779994,,,21.7118840485621,,,22.1469248644823,,,66.2060655418055,46.8080161718834,,,55.1777480277896,34.7604408792705,,,57.1667739752548,40.3563132472112,,,34.7145273541403,,,76.3342577936582,70.9435382009046,,,68.4517588992583,47.2134575414839,,,48.4330343057352,31.712887791311,,,46.4822549627615,31.5954432891657,,,51.2007784310609,33.2670989410464,0.740000000000008,10.1496171615783,53.9184137447172,35.5827915739328,,,,,,,,,,,101.557424211063,0.0423943567337683,9.4,7.99,8.41,14.0,14.0,6524.0,6683.52879857304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593.0,1567.64132176542,2.2,2.1577361778816,100.472242651496,-45.0,99.9939577512595,17.51669511,100.243366478984,,99.3784344871883,89.27658637,99.5846518435055,378.73,99.8704055823854,99.9363891927865,7.83398187557136,71.2364008175625,99.8761820948873,99.7591158582522,71.3288390110701,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,3.135226066477,39.9942491154082,9.63201839127951,9.60125238883916,4358.4,4340.669867,0.71233598674215,18.188993034208,18.1218483653221,1220.5,1223.9739293172,,,,,,2.39999973419392,39.3315531300931,20.7649912542113,,2.29999983172426,18.8396142752557,35.7653699115569,,2.08333333333334,22.0875420875421,31.6866316118395,,,,,,,,,,,72.811048114458,95.8900237444737,0.609309436968449,8.08840585571215,68.7762069901117,72.2058233856914,86.2185289379322,85.7894158323453,1.45835547139305,8.8166359784322,61.2034195749292,63.686438539783,0.404978068389731,11.5842824195529,49.6362858365426,51.3738398788193,435.7,449.405526174,-12.1546440358321,41.1051927397572,33.1867496823581,184.59702330806,182.577918437589,13.147,13.6439829239311,-1.44546195696332,36.5148080316968,381.0881449,395.494039821114,7.122,7.47296444208015,1.36781557084012,25.9443596404716,206.4432774,216.616578393245,6.025,6.17101848185098,174.6448675,178.87746142787
2004-06,-9.72823804033333,101.147314207516,58.0,-7.0,12.0,-45.0,7.141738703,27.815285879,15.417115198,26.269833231,,92.7434527532181,29.0315,29.0274,,,51.285180853242,31.7150825828071,,,58.8287783174562,31.267358085236,,,61.4577282974469,44.3430291964614,,,38.5381735062802,25.3763484830177,,,23.7336372816683,,,41.9727143613312,,,21.939858831072,,,22.2377272564266,,,66.4311661646476,46.9671634268678,,,55.5088145159563,34.9690035245461,,,58.4415930349029,41.256259032624,,,36.9918003485719,,,76.2960906647614,70.9080664318041,,,68.8761598044337,47.5061809782411,,,48.525057070916,31.7731422781145,,,46.9982079928482,31.9461527096755,,,51.4721425567455,33.4434145654339,0.780000000000016,10.1277620788082,54.338977371926,35.8603373482095,,,,,,,,,,,101.592980205476,0.0,10.4,8.04,8.48,13.0,13.0,7003.0,6789.78062182112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.0,1578.03703647248,2.1,2.14208578173641,100.437735261453,-45.0,99.9511937692541,15.417115198,100.214818002254,,99.5230585965135,85.52767468,99.3771843554955,380.76,99.7907953139415,99.8944828290461,7.60773911660704,71.5935297151543,99.8521944426531,99.7164387057983,71.743620731673,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,2.01889922109429,39.0553473373243,9.86818268408225,9.79509199853273,4533.5,4358.22989,0.977191421336596,18.5304170444804,18.2989335129357,1276.1,1241.4373739571,,,,,,5.7000000504177,50.8949298262894,21.9485957661706,,2.39999997107826,20.2487792910258,36.6237387790903,,2.81301709873138,25.0167672702884,32.5779819770926,,,,,,,,,,,61.8163685896685,95.2057677710539,0.819356128646822,9.0494898918368,70.9761607162071,72.797446224842,87.3392203885985,86.4298732548614,1.10855213252187,11.5644696460234,65.4247053637932,64.392435912343,0.684056112980702,11.3503855395581,49.721865639709,51.7252657709833,440.5,456.694983193272,-4.30263346214399,22.1227825848725,31.758845485527,187.889499869076,189.363578894722,14.351,14.4027038488686,5.56084633913412,37.2353493778205,416.6310565,418.13209678843,7.638,7.6058468755895,1.77817564286923,28.2981452404591,221.742597,220.809143568677,6.713,6.79685697327914,194.8884595,197.322953219753
2004-07,-6.97681617733333,101.500122600124,58.0,-8.0,14.0,-38.0,-1.043938211,31.069551468,16.98144263,26.180109713,,92.63663035606,29.0817,29.1019,,,51.854446360713,32.0671199994762,,,59.0993906977165,31.4111879324281,,,61.6298099366798,44.4671896782115,,,39.0545850312643,25.7163915526902,,,24.1299890242721,,,42.3882442335084,,,22.4554455136022,,,22.3978388926729,,,66.6437458963745,47.1174583498338,,,55.8196638772457,35.1648299442836,,,59.4117234792823,41.9411129325656,,,37.9757822378439,,,76.2350537922296,70.8513399786587,,,69.5718090184585,47.9859934061213,,,49.1170627671812,32.1607746139075,,,47.4493907895795,32.2528357756883,,,51.7758281978303,33.64073071137,0.920000000000009,10.3573999502862,54.8388959637477,36.190252451813,,,,,,,,,,,101.55782791866,0.0,8.7,8.03,8.49,13.0,13.0,6982.0,6893.10041676698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.0,1601.29689338535,2.1,2.17231878679584,100.390815062561,-38.0,99.905718459454,16.98144263,100.185178715182,,99.6681732384335,90.43921343,99.2121794121801,353.41,99.7238056372127,99.8592198684416,7.40407197747328,71.9609493978925,99.8095647973279,99.6405950236057,72.1602519459403,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,1.29427127734634,36.2058368133991,10.0720519537621,9.92186706085939,4542.1,4453.257228,2.38572175813278,19.2318207177574,18.73549515126,1315.0,1282.79178320688,,,,,,2.89999980070379,45.7942557328246,22.5851049996468,,0.69999998234757,19.4186595219475,36.880104944079,,1.12660944206007,23.6876640419947,32.9450085980791,,,,,,,,,,,61.13666409106,93.1520229161815,-0.237055805220572,7.73490068413713,71.61525341876,72.6248756525137,91.620261730144,86.4719415973523,-0.144995670658608,10.4740842129311,65.0328780937873,64.2990696680384,1.30024751799681,12.1224594948847,51.5190415062045,52.3978222553478,459.8,467.525286379142,-2.68082481165055,20.0992040604453,30.9074464758572,186.717009160683,189.405682944495,15.083,14.7641579112231,2.50962642950461,39.1974524742977,438.6392811,429.366811126818,8.078,7.79499204126295,2.48683899067828,27.3683792619225,234.9219726,226.691620046397,7.005,6.96916586996018,203.7173085,202.675191080421
2004-08,-4.631621633,101.881742897274,58.0,-8.0,11.0,-37.0,7.054911519,34.105135101,15.140725993,28.349391991,,92.817389878878,29.213,29.2447,,,51.8700026946212,32.0767401354761,,,59.3062385651585,31.5211270901916,,,61.8948181194075,44.6583985938278,,,39.4099817550488,25.9504107158196,,,24.2265089803692,,,42.7443054850699,,,22.6934732360464,,,22.5859807393714,,,66.9369783783185,47.324775166573,,,56.1155080957951,35.3512035429883,,,60.1662523674692,42.4737650668091,,,38.7011196785867,,,76.1588187384374,70.7804886386801,,,69.8500962545323,48.1779373797458,,,49.9716996593302,32.7203720921895,,,47.7578118297118,32.4624792082303,,,52.0761280013777,33.8358469494959,0.41999999999999,11.2771372929786,55.0692193267955,36.3422515121106,,,,,,,,,,,101.394353012348,0.0,7.0,8.03,8.52,13.0,13.0,6873.0,7015.32559265699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.0,1635.12277477313,2.2,2.26917414088344,100.331163478467,-37.0,99.8601911746519,15.140725993,100.155424995289,,99.7989118378959,99.93405136,99.0994257805306,384.48,99.6686055106661,99.8301628557372,7.2275497930773,72.3380789881991,99.7510865220921,99.5365545679951,72.5786004705943,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,1.87173376969579,34.361394950615,10.1040140385023,10.1075779972218,4562.3,4523.15747,0.902439832487176,19.3394435036041,18.9045717223187,1290.6,1264.2170233346,,,,,,3.90000031484395,44.1296218842829,23.4659241657408,,1.40000000467462,19.773017751115,37.3964264150201,,1.85676392572944,23.7911025145068,33.5567196330567,,,,,,,,,,,63.460518660627,93.3869997509294,2.10153059392143,10.2274812850036,73.1208083430432,74.1511096331487,90.9777319650953,86.7985500501817,1.29281072340227,12.476912233344,67.1121748066189,65.1303349357547,0.579194671265486,12.7329720162115,53.0594779632007,52.7013076497099,475.4,474.30548838625,-1.40230900743417,12.6011890397736,30.4740285699584,203.34119985095,195.228731128255,16.371,15.6231046392719,5.81778339959261,39.8743880488109,478.246023,456.39775582705,8.051,8.00246180415339,2.66157761024259,28.5270066321073,235.193863,233.775916684733,8.32,7.62064283511851,243.05216,222.621839142317
2004-09,-3.673642927,102.13335063184,59.0,-6.0,7.0,-39.0,4.221814652,34.979071219,17.926995547,27.498124383,,92.6662678655233,29.2218,29.2171,,,51.823319692196,32.0478710693542,,,59.5671860148452,31.6598200493885,,,62.4209240734225,45.0379949818753,,,39.57550367842,26.0594024408261,,,24.2265089803692,,,43.1119065122415,,,22.7456682244893,,,22.6650316719592,,,67.2582758745345,47.5519340873726,,,56.3680278822262,35.5102839589317,,,60.5332665069108,42.7328550337167,,,41.2166924576948,,,77.1869627914063,71.7360252353022,,,70.1015566010486,48.3513779543129,,,53.494704485313,35.0271583246889,,,48.1876321361792,32.7546415211044,,,52.3937923821861,34.0422456158878,0.430000000000007,11.3769473623066,55.3060169699007,36.4985231936127,,,,,,,,,,,101.047080808457,-0.211882056987957,7.8,7.96,8.37,13.0,13.0,6918.0,7078.68916421013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632.0,1705.59264663655,2.2,2.32425025837846,100.259543057336,-39.0,99.8170087040489,17.926995547,100.126954895346,,99.8881540761458,99.38336814,99.0153537183719,415.0,99.6034199786031,99.7958495859713,7.06816988090971,72.7090317275394,99.6820468272033,99.4137239735137,72.9985293106992,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,1.40380968615539,32.6602164387925,10.2015649846365,10.2494691561825,4630.0,4579.269007,0.949921855208615,19.1813493423258,19.0841503807426,1293.7,1306.9863765143,,,,,,4.99999977913563,48.0783781485746,24.6392203222,,3.10000021379112,21.7810464383102,38.5557157138359,,3.12500000000001,25.8741258741259,34.6053671215897,,,,,,,,,,,70.5055639367453,93.9907434003165,-2.36510755502928,5.61364782944806,72.604618083289,72.397356137077,89.2518671310691,86.5555065240182,-1.36086520580994,8.96486472968982,66.0411802686026,64.2439988691866,0.782984604256473,12.3457050153329,53.6157466837826,53.113950774849,483.9,482.639520769895,12.5762269370896,15.4231837158666,34.3065115597899,198.093695489659,192.496280036501,15.899,15.6721595021174,0.313989210071803,44.6233137200971,464.5973982,457.968710538976,8.026,8.14153889059346,1.73792877546608,28.817444857051,234.5341668,237.910421153144,7.873,7.53062061152399,230.0632314,220.058289385832
2004-10,-3.29722144033333,102.182503830593,59.0,-5.0,10.0,-37.0,10.075605999,37.108335679,20.119996424,37.748435672,,92.3926970462723,29.0776,28.7655,,,52.600669487579,32.5285891353945,,,59.8828921007239,31.8276170956502,,,63.1512488850815,45.5649395231633,,,39.8367020026976,26.2313944969355,,,24.4348569576004,,,43.4524905736882,,,22.8480237314995,,,22.8327529063317,,,67.608018909082,47.7992041446269,,,56.6385944160609,35.6807333219346,,,60.9872660057126,43.0533514464695,,,42.0739996608149,,,82.4279575649428,76.6069013487793,,,70.325881582172,48.5061023637667,,,53.7300811850483,35.1812778213175,,,49.1947536478254,33.4392135288955,,,52.6871976195264,34.2328821913368,1.14000000000002,11.5313312497395,55.9365055633576,36.9146063580199,,,,,,,,,,,100.626151195396,-0.212331950291878,5.8,7.86,8.28,13.0,13.0,6908.0,7159.59399034322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711.0,1789.95538082681,2.3,2.41720046307105,100.177970967835,-37.0,99.7779388501963,20.119996424,100.101579610317,,99.9299134304723,112.4083755,98.9328502675887,429.49,99.5152672767427,99.7494465369544,6.9015025739609,73.0640058805814,99.6112021230473,99.2876820328398,73.4198961425659,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,1.41947693097526,30.3754287511791,10.3775784096295,10.394958006402,4720.9,4652.364314,3.00132864703796,19.3275678858555,19.6569284531636,1310.3,1341.38728754788,,,,,,3.60000017332595,52.4942350320772,25.5262322965054,,1.40000015314671,22.1424147311976,39.0954957928764,,1.76767676767676,27.0491803278688,35.2170781565673,,,,,,,,,,,98.9888565068139,95.0783687311457,0.499522843531354,6.45150707998684,74.927474252183,72.7589974690945,90.4099149634244,86.8002130640837,0.0071919490762164,7.10570343412126,65.2470770013905,64.2486192648698,1.28707787101387,12.8879958609122,55.755241762944,53.7975686816932,508.6,493.584172913525,11.5953064968329,19.661513908735,38.284456723519,193.634995949543,199.969387472481,16.732,16.6362324134842,6.1515001250243,45.8694239658144,486.5264032,483.741711626328,8.641,8.3193895944566,2.18448509861725,30.5581557559318,251.2595416,241.907882871771,8.091,8.31684281902761,235.2668616,241.833828754557
2004-11,-3.15527727666667,101.996694212265,58.0,-6.0,7.0,-39.0,7.457070658,36.53416817,13.788372011,34.07395733,,91.938849799668,28.5844,28.2367,,,53.5159211366629,33.0945865863503,,,60.1463768259671,31.9676586108711,,,63.7764462490438,46.0160324244426,,,40.0836895551143,26.3940291428165,,,24.4348569576004,,,43.7783842529908,,,22.9257070121866,,,23.0176982048729,,,67.9731022111911,48.0573198470079,,,57.0180729986485,35.9197942351916,,,61.4385717741549,43.3719462471734,,,43.2436568513856,,,83.7468048859818,77.8326117703597,,,70.6353154611336,48.7195292141673,,,53.7784382581149,35.2129409713567,,,49.9179165264484,33.9307699677702,,,53.1561136783402,34.5375548428397,1.11,11.6970374669291,56.5574007751108,37.3243584885939,,,,,,,,,,,100.274071595486,-0.212783758195559,7.8,7.85,8.22,13.0,13.0,7046.0,7242.48094661347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841.0,1890.66540754606,2.5,2.56058195145846,100.089342680846,-39.0,99.7447788246501,13.788372011,100.081640671458,,99.9227077256514,102.3998266,98.8431515716796,398.74,99.4026314036451,99.6901556946986,6.70791333108774,73.4014398712643,99.54749131191,99.1743322154705,73.8425520881861,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,2.5720699116143,31.0052009594367,10.6270602377407,10.6623235936096,4854.8,4816.71307,2.64594758775828,19.6170360684778,20.1770404773975,1332.7,1377.06095559338,,,,,,4.49999981929646,63.6103441657699,26.6749127037213,,1.50000002480456,22.6256691305924,39.681928239467,,2.0347394540943,29.3895531780994,35.9336539403982,,,,,,,,,,,114.723097130009,94.8676123097746,1.79448917749158,8.3366180601438,76.0520316037904,74.0646498043288,86.0691034111766,86.5997310179618,1.85076061366283,9.79783718931402,66.2919497214064,65.4377074050462,1.56274269767489,13.8568624465026,56.525459991442,54.638286257793,521.2,505.69293867777,-4.43379547780777,29.4437675923203,36.5870022126083,189.153468050246,196.18450559956,17.317,16.8259402507782,1.14032932805259,49.8714608273924,494.9960548,480.959406504343,9.155,8.57658977672897,3.09157516128042,33.6031064005654,261.690182,245.156672813932,8.162,8.24935047404919,233.3058728,235.802733690412
2004-12,-7.89442637,101.614807712184,58.0,-9.0,16.0,-46.0,4.73991186,38.31672089,18.744875429,28.69680368,,92.5471157853053,27.9201,27.7487,,,54.5541300067141,33.7366215661255,,,60.5794307391141,32.1978257528694,,,64.2675248851615,46.3703558741108,,,40.2039406237797,26.473211230245,,,24.4373004432961,,,43.9885204974052,,,22.9532178606012,,,23.102863688231,,,68.3401569631315,48.3168293741818,,,57.3430760147408,36.1245370623322,,,62.0591013490738,43.8100029042699,,,42.5128390505971,,,84.1487895494346,78.2062083068575,,,70.9249202545242,48.9192792839454,,,53.7999496334181,35.2270261477453,,,50.6567016910398,34.4329453632932,,,53.5813625877669,34.8138552815824,1.14000000000002,11.7412301622672,57.2021551439471,37.7498561753639,,,,,,,,,,,100.106127341541,0.0,4.86,8.06,8.46,13.0,13.0,8799.0,7378.26135839498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.0,1908.575031869,2.6,2.59962549056741,99.9978173095252,-46.0,99.7198792766804,18.744875429,100.068208750765,,99.9213955567987,93.87710315,98.7628183607534,377.92,99.3028008196761,99.63760547918,6.52397918395096,73.7485561357477,99.4969178657557,99.0843554786656,74.26634045264,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,3.25613787380154,33.405992727119,11.257201616751,11.0095035503684,5288.7,4960.690529,3.09312532976748,21.283333683829,20.8011416272013,1534.8,1425.47229873311,,,,,,0.800000286001399,64.754472081163,26.8883120816417,,-0.200000032583993,21.5297091425447,39.6025643700582,,0.0486381322957117,28.8040075140889,35.9511313985404,,,,,,,,,,,133.764008286975,95.7495448148692,0.649990278568818,6.47611598541187,82.0619610566433,74.5460628279129,88.7363490637626,87.074221429391,0.908514006304038,8.32968920657714,71.6625955022879,66.0322181422253,-0.110229039142388,13.3840439904164,65.2973898160034,54.5780589998472,609.5,511.247021791078,-13.8000421920387,5.93925131130214,31.5379804704662,172.460163949526,187.514198663846,18.724,16.5943849179871,-1.37618064333925,40.1926637347091,522.7759524,463.316886348692,10.857,8.84966847109834,3.18400088471433,32.4543984465565,303.1285257,247.083628679913,7.867,7.74471644688878,219.6474267,216.23325766878
2005-01,-7.42347315666667,101.363332597908,57.0,-10.0,11.0,-51.0,1.60138809,39.72958053,4.72483884,27.466291475,,96.5994077453372,27.935,28.0845,,,55.3778973698155,34.246044551774,,,61.13070355884,32.4908259672205,,,64.5117414797251,46.5465632264324,,,46.1541238360991,30.3912464923212,,,32.2816738855942,,,44.3272321052352,,,27.0870923972955,,,27.6702998393942,,,68.8253720775697,48.6598788627385,,,58.0254586193162,36.5544190533739,,,63.0272233301194,44.4934389495765,,,41.8156284901674,,,84.392821039128,78.4330063109474,,,71.4143022042804,49.2568223110046,,,54.4294090441291,35.6391823536739,,,51.44694623742,34.9700993109606,,,54.6369154307459,35.4996882306296,2.61999999999999,12.6966588624261,58.7008516087185,38.7389024071584,,,,,,,,,,,100.081942040307,0.0,5.62,8.03,8.41,13.0,13.0,7346.0,7760.97743510262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938.0,1918.72629269217,2.7,2.63985898483075,99.9084610418778,-51.0,99.7047735622042,4.72483884,100.061371814729,,99.9800937019742,103.2732816,98.7072229581459,402.42,99.2517314389164,99.6107228660706,6.39859162663398,74.1322054405934,99.4589591280633,99.0168219485127,74.691095425592,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,2.71824958752017,33.6169047787332,11.6111151175724,11.3087693352143,5173.7,5082.487303,2.85453452825794,21.9698928349203,21.3949173972216,1425.2,1457.06023500404,,,,,,-4.2999999922899,39.1615449380842,25.7321146642042,,0.899999608752602,21.2892941140756,39.9589872944447,,0.486144871171608,24.4431065623118,36.1259059799626,,,,,,,,,,,133.148080263356,94.8447457478188,-1.30187721432457,4.91753163667629,70.0511073253833,73.5755646217803,86.5194803166473,86.7205914070929,-0.293968232530539,6.33713816955168,54.9257582636323,65.8381043976519,1.81515903254614,11.8260147537089,51.6902011125374,55.5687375675713,485.6,519.676510318981,3.35096669741522,1.0733485529126,32.5948076930689,197.216613787136,178.533619942162,13.675,16.5515907886412,-0.257883190955638,31.3546250407081,382.011125,462.368688680691,6.934,9.27085374396329,4.75933391449046,34.4229279638819,193.70129,258.981299337614,6.741,7.28073704467787,188.309835,203.387389343076
2005-02,-9.15539879666667,101.223318640065,53.0,-7.0,16.0,-50.0,10.872877363,38.53380361,28.382316107,26.729648054,,97.0633834670817,27.9736,27.7738,,,56.1919524611518,34.7494614066851,,,61.6319753280225,32.7572507401517,,,64.8020443163839,46.7560227609514,,,47.7095178093756,31.4154314991125,,,34.1604673057358,,,44.8857552297612,,,28.6229305362222,,,28.4007957551542,,,69.2039116239964,48.9275081964835,,,58.5883055679236,36.9089969181916,,,63.2226077224428,44.6313686103202,,,41.71945254464,,,84.2409139612575,78.2918268995877,,,71.6928179828771,49.4489239180175,,,54.9464884300484,35.9777545860338,,,52.2186504309813,35.494650800625,,,55.1887482765964,35.858235081759,1.23000000000001,12.9644794201742,59.4228720835058,39.2153909067665,,,,,,,,,,,100.173421826404,0.0,5.98,7.99,8.38,13.0,13.0,7465.0,7856.67258555984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,1936.82557278359,2.8,2.65704335192608,99.8259572252464,-50.0,99.7013035474751,28.382316107,100.060268685916,,100.09936570196,106.7214464,98.6728027392433,447.44,99.2506811382231,99.610169994139,6.34971272328906,74.5537787842187,99.430568804036,98.9663118704569,75.1166419506886,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,2.36328815411142,32.3303741726558,11.6607229365963,11.5760281412892,5333.4,5198.039761,2.07007257718455,21.2966937537962,21.8378077151728,1444.1,1485.14281424242,,,,,,-1.60000002255828,31.0382390379767,25.3204008237723,,0.900000442766299,19.6294217366914,40.3186183570196,,1.25786163522013,21.969696969697,36.5803198916603,,,,,,,,,,,128.483334115516,98.3732503975152,5.58220663195702,10.136360077242,73.2034071550256,77.6827046695971,79.4248829444294,86.6975494810469,5.00251550008674,5.31576289289752,62.8908229060926,69.1316657751077,1.90661023471908,12.4241606434876,51.6474112109542,56.6282168053388,488.7,533.958655479693,8.82347583744693,6.00436487517519,35.4708026741291,190.115025161754,186.933921260625,15.867,17.5968670740591,6.3152617700968,33.5603318922223,443.8571112,492.247720782899,8.346,9.41341569009584,1.53774344919837,31.4441173367889,233.4676656,263.327125148465,7.521,8.18345138396323,210.3894456,228.920595634434
2005-03,-7.80464877666667,101.182710688259,56.0,-11.0,16.0,-45.0,13.91579662,37.58605367,30.00104796,23.855286997,,98.4653657987159,27.616,27.8256,,,57.4899865630044,35.5521739651796,,,62.1003783405154,33.0062058457768,,,65.1973367867138,47.0412344997932,,,48.5110377085731,31.9432107482976,,,35.4756452970066,,,45.2448412715993,,,29.2955694038234,,,28.8324878506326,,,69.5637719644412,49.1819312391052,,,59.2152004375003,37.3039231852163,,,63.3996310240656,44.7563364424291,,,41.836267011765,,,83.9039503054125,77.9786595919893,,,71.8003572098514,49.5230973038945,,,55.1058332464955,36.0820900743333,,,53.4301231209801,36.3181266991995,,,55.7406357593624,36.2168174325766,1.33999999999999,13.626008381543,60.2191385694247,39.7408771449172,,,,,,,,,,,100.388940663563,0.12794243579968,4.56,8.02,8.49,13.0,13.0,8093.0,8080.78583184953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0,1919.18483522743,2.7,2.57019829348435,99.7536917343738,-45.0,99.7085294372569,30.00104796,100.064209287401,,100.261892080266,122.3950654,98.6538968955647,418.65,99.2896319021461,99.630673440652,6.38258635328492,75.0061636714475,99.4091952068372,98.9282854618182,75.5427955915569,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,2.50340765991684,31.0479156864073,12.008532567068,11.8658233164923,5487.1,5339.850805,2.31598353551838,21.7160515055438,22.3435677463743,1481.7,1525.20117320611,,,,,,9.59999962992378,41.9149306706452,27.7511592091496,,0.999999689995342,18.9229481332413,40.7218044156002,,2.48447204968944,23.3467510063255,37.4891477150556,,,,,,,,,,,126.657998666361,102.11722607963,-3.53887589151009,5.46783020303736,78.0194207836456,74.9336101621718,87.3673711865734,86.9351074091751,-4.03734358561559,6.18706956205074,67.4541411908354,66.3405829013072,1.25279094766325,12.6870816342405,56.0975609756098,57.3376499792992,536.2,545.496516371959,0.617645581909185,-1.25825421334472,35.6898865197136,195.099800399202,194.129056166945,19.549,18.8033879597964,6.85645280298772,44.4761669696906,539.865184,519.274361897738,10.02,9.68602450919355,2.89596070196416,33.7980523455551,276.71232,267.489252845889,9.529,9.11736345060287,263.152864,251.785109051849
2005-04,-6.783652758,101.005456664651,58.0,-11.0,16.0,-41.0,6.618027712,36.649041726,11.50690897,23.7295892,,100.594134422376,27.8205,27.7726,,,58.5937943050141,36.234775705311,,,62.4916107240607,33.2141449426052,,,65.5559221390407,47.299961289542,,,48.9670414630337,32.2434769293316,,,35.9013530405707,,,45.5525061922462,,,29.6705526921923,,,29.0660310022227,,,69.828114297906,49.3688225778138,,,59.7777448416566,37.6583104554758,,,63.9385278877702,45.1367653021897,,,43.0997222755203,,,83.8536079352292,77.9318723962341,,,71.8936976742242,49.5874773303896,,,55.2050237463392,36.1470378364671,,,54.3010341278521,36.9101121643965,,,56.2645977355004,36.5572555164428,1.12000000000001,13.7722741612202,60.8935929214023,40.1859749689402,,,,,,,,,,,100.681860558526,0.127779052115424,5.61,8.12,8.53,13.0,13.0,8002.0,8168.73088846237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.0,1894.30486510408,2.7,2.58535767757976,99.6939597673632,-41.0,99.7279848843336,11.50690897,100.07285094603,,100.429575798855,122.4048426,98.6702389636508,418.98,99.3615615258093,99.6685367594406,6.49839392061331,75.4843447580344,99.3950602066233,98.9031374584548,75.9693623961689,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,2.78084065463239,31.005395188373,12.286980034475,12.1957929552842,5584.3,5491.081706,2.37989934358731,22.6193406805471,22.8753221685043,1565.8,1556.78597103943,,,,,,8.90000004556925,49.0312046348603,30.2210123914099,,1.10000007038343,17.7581790610266,41.1697442928332,,2.51748251748254,23.8175675675676,38.4329304547353,,,,,,,,,,,98.0610766296007,95.5822312831772,1.27816607386656,5.74465596073705,75.0422487223169,75.891386145188,83.6105742136714,86.1789195851176,3.76596379693497,9.66677264692149,68.283835424425,68.838945236046,2.29068626313632,14.6275999285781,57.2528883183569,58.6510756509802,553.1,563.628955817114,1.05802501996275,-4.52931007386452,36.0674944486885,204.752911551778,203.695040365784,19.515,19.5514403851701,3.97828533332993,41.2258565537134,542.9170575,543.930847235626,9.531,9.59838803638063,-0.904772362796944,30.1983484319052,265.1571855,267.031954366127,9.984,9.9530523487895,277.759872,276.898892869498
