time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04,-43.6,-23.8,26.4,,,,,,,6.6,98.3208579764638,0.1,10.9,-22.0,52.7,31.3,6.2,-23.1,,,,,,,106.747438805131,105.92282364024,0.954843034978744,1.095501524,,1.6025641025641,5.49084858569052,67.3368693402328,65.3597372872922,,3.67454068241469,9.72222222222223,34.6148409893993,34.8939929328622,,0.860215053763428,3.19031903190318,218.657824427481,213.428818377239,,1.8735362997658,0.230414746543781,43.3429602888087,43.426193826977,,,,,,,,,,,,,,,,,,0.995024875621883,2.91508238276299,95.4080156402737,90.6345937051365,,1.05263157894737,6.66666666666668,27.9982869379015,28.4318730011693,,-2.42214532871972,-1.74216027874563,59.0932584269663,57.1547595005719,,,,,,4.63215258855589,4.63215258855589,126.086597938144,123.171538200727,,2.007299270073,4.87804878048779,58.2141009055628,56.766553784069,,0.0,8.69565217391305,22.6381215469613,23.6841724990005,,2.23880597014925,10.1876675603217,37.6584541062802,38.3324666447843,,1.87165775401069,7.93201133144476,32.7886617100372,34.2142556974301,,1.16054158607349,4.39121756487026,51.614847161572,51.447642324019,,-5.65610859728507,-7.94701986754966,43.3514327532382,,,,,,,,,,1.59132942761887,5.15858308802576,49.5778959609352,,2.57731958762887,7.277628032345,37.1192828029967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.5,98.7048179575708,-0.143108466288144,-13.0,23.9,11.25,9.43913029136888,,32.0,34.0,50.0,50.0,82.0,84.0,43.0,43.0,92.0,91.0,136.0,134.0,75.0,77.0,143.0,141.0,218.0,218.0,232.256,234.1,21.1,21.9,27.5,27.3,24.6,24.8,16.6,16.6,13.2,13.0,14.1,14.0,18.3,18.6,16.2,16.0,16.8,16.8,,,,1.74226494442777,7.20050640924196,54.8208678102926,,,,0.950792326939127,5.52746294681779,39.605,-0.201205206309766,-0.7007013918007,79.8544415769231,-0.201205483618386,-0.700700363861759,59.2672868264463,,,,,,43.8982741981848,48.4325006937653,-1.32450331125826,3.23325635103927,10.0110041694348,10.0522064961349,15.2830455690657,15.6103247861306,21.2089356110381,18.7968935105963,-1.39534883720928,4.43349753694581,8.7839586539899,8.67219429650236,6.87807468368162,7.24993046470497,9.49461641203994,4.60297374248656,3.98489465146472,65.5239038890265,49.7310307869631,6613.0,5.08195912870374,-0.109649122807025,-0.870511425462462,,,,45.9538525376572,,,,,4.00381943301177,83.9733633610313,15.2652523045238,0.973757978723404,1.02786436170213,-4.23814445808974,27.4476939440228,0.929786023739023,0.98144912667415,1.05166622340426,1.03363164893617,12.987617178935,25.1130874038812,1.00417616853995,0.986955980720297,-0.077908244680851,-0.00576728723404254,-0.0743901448009304,-0.00550685404614735
1986-05,-45.2,-23.8,25.7,,,,,,,5.7,97.6494583393125,0.1,13.9,-16.0,47.1,27.8,9.5,-15.9,,,,,,,108.538196290233,102.570478955882,0.92462326871213,1.035252878,,0.0,5.49084858569052,67.3368693402328,65.3597372872922,,0.0,9.72222222222223,34.6148409893993,34.8939929328622,,0.0,3.19031903190318,218.657824427481,213.428818377239,,0.0,0.230414746543781,43.3429602888087,43.426193826977,,,,,,,,,,,,,,,,,,0.0,2.91508238276299,95.4080156402737,90.6345937051365,,0.0,6.66666666666668,27.9982869379015,28.4318730011693,,0.0,-1.74216027874563,59.0932584269663,57.1547595005719,,,,,,0.0,4.63215258855589,126.086597938144,123.171538200727,,0.0,4.87804878048779,58.2141009055628,56.766553784069,,0.0,8.69565217391305,22.6381215469613,23.6841724990005,,0.0,10.1876675603217,37.6584541062802,38.3324666447843,,0.0,7.93201133144476,32.7886617100372,34.2142556974301,,0.0,4.39121756487026,51.614847161572,51.447642324019,,0.0,-7.94701986754966,43.3514327532382,,,,,,0.0,4.91803278688525,44.1596182952425,,0.0,5.15858308802576,49.5778959609352,,0.0,7.277628032345,37.1192828029967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.4,98.6759907660387,0.00682446194896036,-13.4,23.9,10.25,9.44929081913139,,32.0,34.0,49.0,50.0,81.0,84.0,43.0,43.0,91.0,91.0,134.0,134.0,75.0,77.0,140.0,141.0,215.0,218.0,230.357,234.8,20.9,22.0,27.1,27.5,24.3,25.0,16.5,16.7,13.0,13.0,14.0,14.0,18.1,18.6,15.9,16.0,16.6,16.8,,,,0.32477118393857,7.22625433890816,54.9989101917255,,,,0.958360872438839,5.89254766031194,39.9845588235294,0.0,-1.09670773728249,79.8544415769231,0.0,-1.09670750823988,59.2672868264463,,,,,,39.1267226549039,40.1017838796606,-6.48769574944072,-3.68663594470046,9.50472040551696,9.4000499225602,16.2401655946031,15.585895482866,16.6360052562418,15.3218375674608,-3.77358490566038,-2.62529832935562,8.40341903104488,8.34494168154,7.34938853625318,7.35654708918592,-6.3106493415638,-3.63767074047448,-2.43170802332038,66.4057468417141,46.5926798200527,6702.0,4.76125450840966,-0.658616904500536,-3.0010718113612,,,,45.651192696575,,,,,-0.665885754688106,72.213176238131,15.1636031640107,1.17280142817907,1.06948091183741,4.04883676153177,28.7916542411222,1.08439949007319,0.988866936528333,0.97435319967042,0.941263389178797,-8.93628400914774,14.967271165371,0.900909640359386,0.870314031621557,0.198448228508651,0.12821752265861,0.183489849713801,0.118552904906776
1986-06,-45.1,-23.8,28.4,,,,,,,-0.8,97.0372583290392,0.1,25.9,-19.8,43.2,27.7,4.6,-11.1,,,,,,,107.547146688816,103.894514251385,0.936558806649364,1.084081846,,0.0,5.49084858569052,67.3368693402328,65.3597372872922,,0.0,9.72222222222223,34.6148409893993,34.8939929328622,,0.0,3.19031903190318,218.657824427481,213.428818377239,,0.0,0.230414746543781,43.3429602888087,43.426193826977,,,,,,,,,,,,,,,,,,0.0,2.91508238276299,95.4080156402737,90.6345937051365,,0.0,6.66666666666668,27.9982869379015,28.4318730011693,,0.0,-1.74216027874563,59.0932584269663,57.1547595005719,,,,,,0.0,4.63215258855589,126.086597938144,123.171538200727,,0.0,4.87804878048779,58.2141009055628,56.766553784069,,0.0,8.69565217391305,22.6381215469613,23.6841724990005,,0.0,10.1876675603217,37.6584541062802,38.3324666447843,,0.0,7.93201133144476,32.7886617100372,34.2142556974301,,0.0,4.39121756487026,51.614847161572,51.447642324019,,0.0,-7.94701986754966,43.3514327532382,,,,,,,,,,0.0,5.15858308802576,49.5778959609352,,0.0,7.277628032345,37.1192828029967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.7,98.7477709700339,-0.0204719686305837,-13.4,23.9,9.19,9.77442770753161,,33.0,34.0,49.0,50.0,82.0,84.0,44.0,44.0,89.0,91.0,133.0,135.0,77.0,78.0,139.0,141.0,216.0,219.0,232.55,235.2,21.8,22.1,27.0,27.5,24.6,25.0,16.9,16.9,12.8,13.0,13.9,14.0,18.7,18.8,15.8,16.0,16.7,16.9,,,,-0.05885815185401,6.80924673690834,54.9665388496468,,,,-0.654664484451698,5.51016860768296,39.7227941176471,-0.504033795142025,-1.69323078411529,79.4519482044534,-0.504035144075726,-1.69323241457336,58.9685588719008,,,,,,50.1808170635048,46.0639635603434,5.98086124401914,4.48113207547169,10.3203998029401,9.96225386529705,17.3160350029616,16.1477694579536,17.2667542706964,16.5065157298934,3.18627450980393,4.4665012406948,8.96141236417151,8.61083443119691,8.84101919054558,8.15617177279309,-10.6643095356583,-17.4911362485227,-19.0125092816473,48.4220956155561,41.6238922230841,4887.0,4.25349958985236,1.76795580110498,-2.02127659574467,,,,46.4582856061277,,,,,-5.36598321470308,59.4825888461194,14.3499267634857,1.04786198481562,0.985744305856833,-7.82964941718426,14.2213009005168,0.98138437003215,0.923207510754681,0.906594360086768,0.9558568329718,1.55041022106843,19.9806949258849,0.849078931997907,0.89521613481571,0.14126762472885,0.0298874728850325,0.132305438034242,0.0279913759389713
1986-07,-43.6,-25.8,12.8,,,,,,,1.4,97.0602096365329,4.1,19.9,-21.2,45.3,34.5,4.6,-14.6,,,,,,,108.853460148189,101.542238779587,0.915354180739597,1.115978188,,0.473186119873816,4.08496732026143,67.6554980595084,65.6690104921217,,0.0,9.1160220994475,34.6148409893993,34.8939929328622,,0.0,2.96377607025249,218.657824427481,213.428818377239,,-2.29885057471265,-1.16279069767441,42.3465703971119,42.4278905206097,,,,,,,,,,,,,,,,,,-0.246305418719204,1.8867924528302,95.1730205278592,90.4113557896066,,0.694444444444432,6.22710622710622,28.1927194860814,28.6293165636774,,-0.709219858156019,-3.28151986183072,58.6741573033708,56.7494065963125,,,,,,0.0,4.63215258855589,126.086597938144,123.171538200727,,3.75670840787118,4.69314079422381,60.4010349288486,58.8991076829338,,0.0,8.69565217391305,22.6381215469613,23.6841724990005,,0.0,7.03125,37.6584541062802,38.3324666447843,,0.524934383202106,5.21978021978022,32.960780669145,34.3938580895426,,0.191204588910153,3.14960629921261,51.7135371179039,51.5460125770286,,-2.6378896882494,-9.77777777777777,42.2078697789321,,,,,,,,,,0.330249656394932,3.98236529255786,49.741626791994,,0.502512562814089,5.26315789473684,37.3058118623083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0,98.9023076069117,0.184285434474953,-13.5,23.2,10.12,10.1605277625069,,36.0,34.0,50.0,50.0,86.0,84.0,45.0,45.0,88.0,90.0,133.0,135.0,81.0,78.0,138.0,140.0,219.0,218.0,234.849,235.6,23.1,22.2,27.4,27.5,25.4,25.1,17.1,16.9,12.7,12.9,13.9,14.0,19.3,18.8,15.7,15.9,16.9,16.9,,,,0.0588928150765389,5.49518782986649,54.9989101917255,,,,-0.197693574958826,5.10062456627341,39.6442647058824,-0.40526560047487,-2.1890609933576,79.1299567894737,-0.405264950336651,-2.18906133130161,58.7295799710744,,,,,,40.3196105407241,38.549983688798,-2.70880361173813,0.466200466200484,8.78423966455699,9.69239597278336,15.4492947050151,15.8790471220421,15.8475689881735,16.2695800974069,-0.950118764845607,2.20588235294118,7.65219832460938,8.52902127745632,6.35755773661084,7.48981786978712,16.6894961266055,1.5426497277677,0.506178089360818,55.4372058459252,48.5707101033981,5595.0,4.96338723914596,-0.325732899022825,-2.02774813233726,,,,46.3069556855865,,,,,7.81890232265742,60.1694349943299,15.4719335204956,1.06082813150229,1.03355527812457,4.8502407757938,18.9023471285335,0.971033465216795,0.946069144856799,0.942789568594812,0.967887363018449,1.25861213014981,15.9875441089671,0.862986373170942,0.885959744223962,0.118038562907477,0.0656679151061173,0.108047092045853,0.0601094006328374
1986-08,-39.9,-25.8,14.9,,,,,,,8.3,97.3734018547542,4.1,8.9,-12.0,45.6,45.2,6.6,-14.9,,,,,,,104.67381261507,104.500189971668,0.94201868038661,1.056517106,,0.0,4.08496732026143,67.6554980595084,65.6690104921217,,0.0,9.1160220994475,34.6148409893993,34.8939929328622,,0.0,2.96377607025249,218.657824427481,213.428818377239,,0.0,-1.16279069767441,42.3465703971119,42.4278905206097,,,,,,,,,,,,,,,,,,0.0,1.8867924528302,95.1730205278592,90.4113557896066,,0.0,6.22710622710622,28.1927194860814,28.6293165636774,,0.0,-3.28151986183072,58.6741573033708,56.7494065963125,,,,,,0.0,4.63215258855589,126.086597938144,123.171538200727,,0.0,4.69314079422381,60.4010349288486,58.8991076829338,,0.0,8.69565217391305,22.6381215469613,23.6841724990005,,0.0,7.03125,37.6584541062802,38.3324666447843,,0.0,5.21978021978022,32.960780669145,34.3938580895426,,0.0,3.14960629921261,51.7135371179039,51.5460125770286,,0.0,-9.77777777777777,42.2078697789321,,,,,,0.0,2.66497461928935,42.9388596164077,,0.0,3.98236529255786,49.741626791994,,0.0,5.26315789473684,37.3058118623083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.6,98.9611540787251,0.0272513237650145,-18.3,34.1,10.62,10.9632094557449,,36.0,34.0,50.0,50.0,87.0,83.0,45.0,45.0,88.0,90.0,133.0,135.0,82.0,78.0,139.0,140.0,220.0,218.0,238.114,237.0,23.6,22.1,27.7,27.5,25.8,25.0,17.0,16.8,12.7,12.9,13.9,14.0,19.4,18.7,15.8,15.9,17.0,16.8,,,,0.117716303708101,5.04863362667905,55.063652875883,,,,-0.478705843512712,4.79749695810881,39.4544852941176,0.610383620999042,-1.00099324024852,79.6129530850202,0.610384311855352,-1.00099223157333,59.0880561136364,,,,,,37.7747830509743,42.3069736245707,2.784222737819,7.52427184466018,7.99885074873576,9.96225386529705,14.3116756175897,16.1477694579536,13.4034165571616,17.7701724364881,3.59712230215827,8.54271356783921,6.95815714701018,8.83582060398353,5.73086569088382,7.4098554014264,3.41711941215529,6.6348195329087,8.42474033400032,39.8117413921229,50.230429266963,4018.0,5.13299210799525,1.6339869281046,-0.107066381156313,,,,47.0636052882922,,,,,-1.09949606430385,50.181030530127,15.301820220366,0.858908208653457,1.03959158916296,0.584033690906842,19.894418654959,0.809107577288957,0.97931469696431,0.765992721391023,0.907052163364335,-6.28535943112162,8.15451407845244,0.72157945259052,0.85446008197429,0.0929154872624343,0.132539425798625,0.0875281246984372,0.12485461499002
1986-09,-41.7,-25.8,11.6,,,,,,,-1.0,97.3725480014976,4.1,8.9,-28.0,33.8,31.3,18.8,-29.4,,,,,,,103.887703294872,104.908668945813,0.945700920814054,1.062817618,,0.0,4.08496732026143,67.6554980595084,65.6690104921217,,0.0,9.1160220994475,34.6148409893993,34.8939929328622,,0.0,2.96377607025249,218.657824427481,213.428818377239,,0.0,-1.16279069767441,42.3465703971119,42.4278905206097,,,,,,,,,,,,,,,,,,0.0,1.8867924528302,95.1730205278592,90.4113557896066,,0.0,6.22710622710622,28.1927194860814,28.6293165636774,,0.0,-3.28151986183072,58.6741573033708,56.7494065963125,,,,,,0.0,4.63215258855589,126.086597938144,123.171538200727,,0.0,4.69314079422381,60.4010349288486,58.8991076829338,,0.0,8.69565217391305,22.6381215469613,23.6841724990005,,0.0,7.03125,37.6584541062802,38.3324666447843,,0.0,5.21978021978022,32.960780669145,34.3938580895426,,0.0,3.14960629921261,51.7135371179039,51.5460125770286,,0.0,-9.77777777777777,42.2078697789321,,,,,,,,,,0.0,3.98236529255786,49.741626791994,,0.0,5.26315789473684,37.3058118623083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.5,98.8745906748053,-0.12940853489524,-19.5,39.7,11.0,11.9081385376581,,35.0,33.0,50.0,49.0,85.0,83.0,44.0,44.0,88.0,90.0,132.0,135.0,79.0,78.0,138.0,140.0,217.0,217.0,232.448,237.6,23.0,22.1,27.4,27.4,25.3,25.0,16.5,16.6,12.7,13.0,13.8,14.0,18.8,18.6,15.8,15.9,16.8,16.8,,,,-0.176366843033525,4.84717505402903,54.9665388496468,,,,0.962016918228566,5.38434903047092,39.8340441176471,-0.505563884342851,-2.1868743967497,79.2104587469636,-0.505564024599063,-2.18687394842927,58.7893281590909,,,,,,51.135127372161,58.0699966159648,1.80586907449211,4.64037122969837,9.87036979056871,10.1421591269728,15.556169149554,15.9034764253068,18.6070959264126,18.4809793339476,-2.5462962962963,2.93398533007337,8.46059855988117,8.61083443119691,7.95277385300688,7.80966774322998,3.73180161759858,11.748565727114,4.87453883861202,44.3893980678722,52.1049292388743,4480.0,5.32454519051262,0.321543408360105,1.18918918918918,,,,47.2149352088333,,,,,-2.32766244157159,49.3584686961701,14.9456454982197,1.15245032223416,1.06132921589689,2.09097754931122,15.5519491771248,1.0898733309293,1.00370001676054,1.01071025778733,0.988698979591837,9.00133636467686,10.3379390779343,0.955829621465684,0.935013535407916,0.141740064446831,0.0726302363050484,0.134043709463612,0.0686864813526267
1986-10,-29.5,-27.8,5.6,,,,,,,4.6,98.0274350869705,4.1,9.9,-16.4,40.0,29.3,26.7,-18.9,,,,,,,106.087993107725,103.387436904171,0.931987749567019,1.039190698,,-0.313971742543165,3.08441558441558,67.4430789133247,65.4628283555687,,0.0,8.21917808219178,34.6148409893993,34.8939929328622,,2.07889125799574,2.84640171858219,223.203482824428,217.865771424527,,-1.17647058823529,-0.709219858156021,41.8483754512635,41.9287388674261,,,,,,,,,,,,,,,,,,0.493827160493824,1.62297128589265,95.6430107526882,90.8578316206664,,0.34482758620691,5.05415162454873,28.2899357601713,28.7280383449315,,1.96428571428571,-0.522648083623673,59.8266853932584,57.8641270830258,,,,,,0.0,4.63215258855589,126.086597938144,123.171538200727,,-1.72413793103447,4.97237569060772,59.359637774903,57.8836058263315,,7.63636363636364,7.63636363636364,24.3668508287293,25.4927820352878,,0.0,6.47668393782384,37.6584541062802,38.3324666447843,,0.0,3.7940379403794,32.960780669145,34.3938580895426,,0.190839694656486,3.14341846758351,51.8122270742358,51.6443828300382,,0.246305418719213,-8.12641083521444,42.3118300493236,,,,,,,,,,0.309113126531552,4.06450801213859,49.8953846897584,,-0.749999999999997,5.02645502645504,37.026018273341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.7,98.7285350124605,0.0545584121628282,-17.9,40.0,13.88,13.8996019791094,,33.0,33.0,48.0,49.0,81.0,82.0,43.0,44.0,88.0,91.0,131.0,135.0,76.0,77.0,136.0,140.0,212.0,217.0,232.691,239.9,22.0,22.0,26.7,27.3,24.5,24.9,16.1,16.4,12.7,13.0,13.7,14.0,18.2,18.4,15.6,15.9,16.4,16.7,,,,0.147232037691388,4.79124942227699,55.0474672048436,,,,1.1335633316905,4.90797546012272,40.2855882352941,-0.711381560061482,-2.20219665537355,78.6469701497976,-0.711383201772489,-2.20219741386239,58.3711107541322,,,,,,51.373704949325,54.9663962342395,1.10864745011086,6.79156908665106,10.0672579209812,10.2545999155202,17.0880361879452,16.196628064483,19.2378449408673,18.7179149664341,1.66270783847982,5.94059405940596,8.66171276475367,8.75400745024294,7.12409015617776,7.64974280650855,-2.60293901868503,5.99291746118224,5.38503619077975,38.553381223681,50.7486697050574,3891.0,5.18595052618126,-2.13675213675213,-1.71673819742489,,,,46.2060690718924,,,,,-4.2122508811451,41.2098388788254,14.3160974140281,1.0997970027248,1.04355449591281,-1.67476026456673,13.915968521731,1.02499733355004,0.972580006196322,1.06899727520436,0.965825613079019,-2.3134813512461,7.98503857356466,0.996292364810987,0.900137639607702,0.0307997275204359,0.0777288828337874,0.0287049687390485,0.0724423665886201
1986-11,-27.7,-27.8,6.3,,,,,,,9.5,98.9894768209709,4.1,5.9,-13.4,48.0,36.6,22.8,-22.1,,,,,,,105.080508574805,104.753728645275,0.944304208927782,1.084081846,,0.0,3.08441558441558,67.4430789133247,65.4628283555687,,0.0,8.21917808219178,34.6148409893993,34.8939929328622,,0.0,2.84640171858219,223.203482824428,217.865771424527,,0.0,-0.709219858156021,41.8483754512635,41.9287388674261,,,,,,,,,,,,,,,,,,0.0,1.62297128589265,95.6430107526882,90.8578316206664,,0.0,5.05415162454873,28.2899357601713,28.7280383449315,,0.0,-0.522648083623673,59.8266853932584,57.8641270830258,,,,,,0.0,4.63215258855589,126.086597938144,123.171538200727,,0.0,4.97237569060772,59.359637774903,57.8836058263315,,0.0,7.63636363636364,24.3668508287293,25.4927820352878,,0.0,6.47668393782384,37.6584541062802,38.3324666447843,,0.0,3.7940379403794,32.960780669145,34.3938580895426,,0.0,3.14341846758351,51.8122270742358,51.6443828300382,,0.0,-8.12641083521444,42.3118300493236,,,,,,0.0,5.90551181102362,42.8327066878133,,0.0,4.06450801213859,49.8953846897584,,0.0,5.02645502645504,37.026018273341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.0,98.5187601064624,-0.224930707679322,-22.5,35.6,14.38,13.4626992853216,,32.0,33.0,47.0,49.0,79.0,82.0,43.0,44.0,90.0,91.0,133.0,135.0,75.0,77.0,137.0,140.0,212.0,217.0,237.235,241.9,21.6,22.1,26.6,27.3,24.3,24.9,16.0,16.3,12.9,13.1,13.7,14.0,18.0,18.4,15.7,16.0,16.4,16.8,,,,0.0882093501911078,3.54372623574144,55.0960242179616,,,,-0.568551007147513,4.93742499571403,40.0565441176471,0.307053776442859,-1.60642510790234,78.8884586417004,0.307055281622694,-1.60642477383686,58.5503423326446,,,,,,45.0911620840051,45.9006161718315,-1.53508771929827,1.58371040723978,10.2165467231621,10.0971828115539,17.2115355460791,16.3187745808064,17.5032851511169,17.2963011715151,0.233644859813057,3.6231884057971,8.97718602729876,8.77446073867809,8.07448677097865,7.78301358710974,-9.75052625894682,-19.0195355694803,-12.1910566577472,21.7686400792668,45.8004073393996,2197.0,4.68029305834996,0.109170305676876,-2.44680851063829,,,,46.2565123787395,,,,,10.7202736612317,45.1482519545656,15.8508222344205,1.23230603738066,1.15291918784456,10.4800173215767,23.6174360666743,1.16367177778568,1.08870644163522,1.03411859620815,0.993744789565685,2.89070574528052,14.6272627840182,0.976522542929844,0.93839738738693,0.198187441172516,0.159174398278876,0.187149234855834,0.15030905424829
1986-12,-30.9,-27.8,5.0,,,,,,,14.2,99.6790293680641,4.1,7.9,-2.0,52.5,38.9,21.6,-21.1,,,,,,,105.737100277109,102.993043411893,0.928432482947418,1.102195818,,0.0,3.08441558441558,67.4430789133247,65.4628283555687,,0.0,8.21917808219178,34.6148409893993,34.8939929328622,,0.0,2.84640171858219,223.203482824428,217.865771424527,,0.0,-0.709219858156021,41.8483754512635,41.9287388674261,,,,,,,,,,,,,,,,,,0.0,1.62297128589265,95.6430107526882,90.8578316206664,,0.0,5.05415162454873,28.2899357601713,28.7280383449315,,0.0,-0.522648083623673,59.8266853932584,57.8641270830258,,,,,,0.0,4.63215258855589,126.086597938144,123.171538200727,,0.0,4.97237569060772,59.359637774903,57.8836058263315,,0.0,7.63636363636364,24.3668508287293,25.4927820352878,,0.0,6.47668393782384,37.6584541062802,38.3324666447843,,0.0,3.7940379403794,32.960780669145,34.3938580895426,,0.0,3.14341846758351,51.8122270742358,51.6443828300382,,0.0,-8.12641083521444,42.3118300493236,,,,,,,,,,0.0,4.06450801213859,49.8953846897584,,0.0,5.02645502645504,37.026018273341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.3,98.4284638564154,-0.0204943451413938,-23.6,39.2,13.88,13.1172413413964,,33.0,33.0,48.0,49.0,81.0,82.0,44.0,44.0,93.0,92.0,137.0,136.0,77.0,77.0,141.0,141.0,218.0,218.0,250.178,244.7,22.1,22.2,27.1,27.3,24.8,25.0,16.2,16.2,13.3,13.2,14.1,14.1,18.3,18.3,16.1,16.1,16.8,16.8,,,,0.088131609870748,3.44618187338696,55.1445812310797,,,,1.32331318412026,5.9084699453552,40.5866176470588,0.0,-1.40845092517976,78.8884586417004,0.0,-1.40845150495364,58.5503423326446,,,,,,46.4431016879347,45.9822898660874,-0.668151447661434,2.76497695852537,9.49606598220212,10.0297183384255,14.4494249016621,16.0011936383655,15.3745072273325,17.3752797156772,-0.233100233100206,5.94059405940596,8.25751264711778,8.75400745024294,8.56651771597094,8.18282592891333,16.4546747057964,48.6988847583643,42.4329008562748,11.8900173396086,53.3367153810275,1200.0,5.45042005637942,0.218102508178824,-0.648648648648648,,,,46.3573989924336,,,,,8.76458392617586,48.3216453696261,17.2400808521452,1.03562226477024,1.08515864332604,-5.87730217633061,14.4453614573771,0.961505350676262,1.00749653361505,0.969559628008753,1.01762035010941,2.40258472742876,8.36390139332931,0.900170652797741,0.944791788349899,0.066062636761488,0.0675382932166301,0.0613346978785217,0.0627047452651466
1987-01,-29.6,-45.8,23.4,,,,,,,7.3,99.8477770991513,20.1,6.9,-24.5,53.2,38.8,17.5,-30.2,,,,,,,107.741997250796,98.0912957221588,0.884245597818082,1.153387478,,1.41732283464566,3.20512820512821,68.3989650711514,66.3906479700571,,2.78481012658229,6.56167979002625,35.5787985865724,35.8657243816254,,-1.14882506527415,1.77419354838709,220.639265267176,215.362874833749,,5.95238095238096,4.21545667447306,44.3393501805054,44.4244971333443,,,,,,,,,,,,,,,,,,-0.368550368550386,0.870646766169133,95.2905180840665,90.5229747473716,,2.74914089347078,4.91228070175438,29.0676659528908,29.517812594964,,1.57618213660244,0.346020761245679,60.7696629213483,58.7761711176094,,,,,,0.0,4.63215258855589,126.086597938144,123.171538200727,,0.877192982456141,4.92700729927008,59.8803363518758,58.3913567546327,,0.0,7.63636363636364,24.3668508287293,25.4927820352878,,2.91970802919707,5.22388059701491,38.7579710144927,39.4516627512014,,1.0443864229765,3.475935828877,33.3050185873606,34.7530628737676,,1.9047619047619,3.48162475822051,52.7991266375546,52.6280853601342,,1.47420147420147,-6.56108597285069,42.9355916716724,,,,,,,,,,2.05262295895581,4.34054445708238,50.9195488113597,,3.02267002518891,5.41237113402063,38.1451926292102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.7,98.4955494245287,0.0409970923684098,-22.2,43.3,14.06,12.7311412864211,,34.0,33.0,50.0,48.0,83.0,81.0,45.0,44.0,96.0,93.0,141.0,137.0,79.0,78.0,145.0,141.0,224.0,218.0,254.526,245.7,22.5,22.2,27.8,27.1,25.4,24.9,16.4,16.2,13.6,13.3,14.4,14.1,18.5,18.3,16.5,16.1,17.2,16.8,,,,1.35016143234518,4.76334951456309,55.88912209889,,,,-0.274105127378269,4.99066372432526,40.4753676470588,0.612252164464594,-1.20240694849654,79.371454937247,0.612251376469984,-1.20240726241703,58.9088176095041,,,,,,45.5683172383332,46.1456372545993,-4.93273542600898,-1.39534883720928,8.61547840991772,9.53497886881704,13.3094308265802,15.6103247861306,14.4283837056505,15.1638804791365,-5.60747663551404,-0.737100737100767,7.40179142246421,8.26312852779941,7.09819379065185,7.94293852383118,-14.454879739218,-7.08955223880597,-5.44481708046437,71.5481793410949,45.6269573158509,7221.0,4.66256839194755,-4.46137105549509,-5.793991416309,,,,44.2892234117048,,,,,8.29377686413755,57.3540792635738,18.669934689219,0.963951751866743,1.10347501435956,1.68789799963108,13.1775753009631,0.852370093097196,0.975742923749689,0.926259333716255,0.925885985066054,-9.01459616383384,3.8646477507,0.819040738276508,0.818710606376116,0.0376924181504882,0.17758902929351,0.0333293548206875,0.157032317373572
