country,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU
2010-02,-31.2,-41.6,-27.8,-55.5,-1.3,-7.8,-24.5,-12.9,-9.9,-13.6,6.3,-11.3,-16.4,-10.2,-36.6,-7.4,-17.2,2.3,-22.1,-13.2,-10.2,-11.1,-6.2,-13.3,-15.3,3.0071,-34.2,-36.7,48.7,7.181,7.92,6.5,5.352,-0.556635418902469,6.02517249833441,71.2613553075064,71.2613549519362,187.5394134,187.539412800707,-11.1842212521742,61.039316800048,61.039316493602,76.8162429,76.8162419085418,5.50795593635251,-25.3679653679654,86.1928172652279,-15.7515751575157,-26.3571990558615,53.2245984854789,94.5454545454545,-1.21457489878542,2.52100840336134,69.5942004832931,72.3975933404764,-0.855920114122667,1.75695461200587,65.4,68.6815449230009,0.719424460431641,-9.87124463519314,68.5,83.8462818166694,60.1949837513541,74.2021276595745,2.35034269640665,146.058051765602,71.5838897628741
2010-03,-28.9,-41.6,-27.0,-56.2,-2.4,-6.6,-20.5,-10.5,-12.5,-14.4,4.4,-11.2,-16.2,-9.9,-33.9,-9.7,-9.7,4.1,-21.9,-9.9,-6.1,-1.7,-6.7,-7.7,-20.2,3.0113,-33.5,-32.5,43.4,6.256086957,7.11,6.5,3.940869565,1.0654899824311,7.40353300146776,72.0206375407314,72.0206375502938,189.9768743,189.976875017956,-7.82656092994733,60.9770254398166,60.9770251422705,76.460441,76.4604400243072,-1.74013921113689,-24.1718889883617,84.6929422548121,-2.56410256410256,-26.0340632603406,68.6028126820338,92.1212121212121,3.00546448087432,4.86787204450626,80.2933088909258,74.5734772933322,3.7410071942446,5.56368960468522,77.2,71.2509264596887,1.90476190476191,-5.72687224669604,81.9,85.4433538512727,72.5939505041246,75.5984042553192,10.9583208337769,165.762257731051,79.428282068387
2010-04,-28.8,-40.3,-26.5,-54.1,8.7,-7.2,-9.4,-6.5,-11.9,-8.9,2.7,-10.1,-11.9,-7.8,-34.2,-4.0,-12.8,5.0,-22.0,-6.1,-2.4,1.5,-2.7,-6.6,-15.9,3.0758,-34.7,-35.1,38.6,5.242857143,6.97,6.25,3.494761905,0.89566593824177,8.31606457430354,72.6657016879444,72.6657018693363,190.9206973,190.920697602014,-5.62116848485409,60.7996203874203,60.7996200940535,76.3703035,76.3703025225946,10.271546635183,-8.7890625,93.3922173152238,3.39912280701753,-14.9684400360685,75.3931929766164,95.2525252525252,1.45888594164454,5.95567867036009,74.0938255145405,75.6614192697602,2.21914008321775,4.83641536273115,71.8,72.8320843284196,-2.68691588785048,-8.05739514348786,81.4,83.1475628015306,72.8939255062078,74.501329787234,3.80478105022632,113.245854175923,82.4503542930453
2010-05,-32.5,-40.1,-22.9,-57.2,2.7,-14.4,-20.1,-12.6,-7.1,-10.9,3.2,-10.1,-18.5,-4.9,-31.1,-4.1,-3.4,5.7,-17.6,-12.2,-11.9,-9.0,-14.6,-3.3,-13.7,3.3207,-46.4,-54.8,54.1,6.632,7.27,6.25,5.6245,0.756562191709027,8.51331808295456,73.2154629483841,73.2154630960197,192.8586015,192.858602041536,-3.30536347426786,61.6777912579944,61.677790969229,78.6678809,78.667879918315,-7.49464668094218,-16.3601161665053,86.39280059995,-5.62036055143159,-18.7214611872146,79.8868269950903,89.8989898989899,-1.17647058823529,0.934579439252324,76.5936171985668,74.77128492541,0.0,1.23626373626374,75.1,72.8320843284196,1.20048019207683,-5.2808988764045,83.9,84.1457328231576,75.2937255228731,75.498670212766,-14.3390050376564,62.7429009241967,70.6277938374
2010-06,-32.4,-41.2,-23.7,-58.7,0.2,-16.4,-19.9,-13.3,-9.8,-12.6,3.5,-8.7,-16.0,-5.8,-29.4,-2.6,-1.7,6.6,-15.4,-10.0,-12.5,-13.8,-13.7,-7.0,-17.3,3.47,-53.1,-67.4,44.8,6.853181818,7.1,6.25,5.297272727,1.08573173678666,8.4768376333806,74.0103865524067,74.0103866150885,195.0875114,195.087511257461,-1.48699777889211,63.3191157393283,63.3191154518886,80.4960668,80.4960657931088,-2.31481481481482,-13.8775510204082,84.392967252729,19.3258426966292,-6.67838312829524,117.833069817758,107.272727272727,3.96825396825395,5.36193029490615,81.1932338971752,77.7383994065771,2.8493894165536,3.97805212620027,80.2,74.907354031129,6.16844602609727,2.05245153933865,89.2,89.336216935618,80.2933088909258,78.0917553191489,-3.34357296423582,41.989891189082,68.2663020174164
2010-07,-28.2,-41.3,-23.4,-59.2,20.5,-27.0,-20.4,-16.7,-13.8,-12.6,2.6,-8.1,-13.1,-6.5,-27.3,-3.6,-3.7,20.9,-15.4,-7.7,-9.4,-12.0,-8.4,-15.6,-16.9,3.3388,-52.0,-60.4,52.0,7.172272727,7.18,6.25,3.991363636,-0.131138802344862,7.11280097464341,73.913330196161,73.9133302804707,192.3498535,192.349854154813,-1.71281034392427,63.7988415824093,63.7988412867371,79.8737578,79.8737567880294,-3.08056872037916,-17.6233635448137,81.7931839013416,-19.774011299435,-21.6911764705882,86.2777731546975,86.0606060606061,0.127226463104334,4.5152722443559,79.8933422214816,77.837303222616,0.395778364116095,5.11049723756904,78.0,75.2038211315161,-9.83240223463687,-10.0334448160535,83.8,80.5523207453003,77.1935672027331,74.0026595744681,-0.673987648633455,37.6474790400468,67.8061955736402
2010-08,-25.8,-38.3,-20.1,-56.5,8.9,-16.5,-16.7,-12.0,-6.0,-12.1,2.7,-7.4,-15.9,-5.8,-26.2,-1.9,-0.3,13.1,-13.6,-7.0,-7.7,-7.4,-8.7,-13.1,-12.6,3.2847,-45.7,-52.3,48.6,6.705454545,7.15,6.25,4.023181818,0.163124318171909,6.21932250562364,74.0339007625114,74.0339008965289,195.7195157,195.719515818133,-2.37895890390905,63.7909033381176,63.7909030410669,80.4761126,80.4761115898026,-0.611246943765276,-15.3125,81.2932255645363,2.11267605633802,-16.9847328244275,93.2678705167679,87.8787878787879,-6.86149936467599,-1.21293800539084,66.2944754603783,72.4964971565153,-7.3587385019711,-1.39860139860141,62.8,69.6697685909577,3.96530359355639,-5.09049773755657,91.7,83.7464648145068,84.2929755853679,76.3962765957447,5.93562149328386,24.9633643129845,71.8309146918873
2010-09,-25.6,-38.0,-19.5,-56.5,3.5,-11.2,-21.6,-11.6,-5.1,-12.8,2.0,-6.4,-8.8,-3.8,-24.5,1.6,-4.2,11.5,-12.4,-8.0,-7.8,-3.1,-12.5,-8.3,-12.0,3.2636,-45.8,-50.0,46.4,6.725909091,7.14,6.25,3.849545455,0.873279901433468,6.43748970184933,74.6804239562711,74.6804240733054,195.7387854,195.738785966406,-0.857728865123516,64.4376388739067,64.4376385812327,81.4994435,81.4994424860996,-5.7810578105781,-22.6262626262626,76.5936171985668,6.32183908045977,-11.0576923076923,111.841557793126,93.4343434343434,8.45839017735336,5.29801324503313,83.6930255812016,78.6285337509272,9.36170212765957,6.63900414937758,82.7,76.1920447994729,0.715137067938008,-3.97727272727273,90.2,84.345366827483,83.5930339138405,77.593085106383,-0.0964379672419548,19.5761479326823,71.7616424179072
2010-10,-23.7,-37.6,-19.9,-55.4,2.0,-7.0,-19.7,-9.2,-5.7,-7.1,0.8,-4.4,-7.4,-3.9,-23.8,6.7,1.7,12.5,-12.1,-7.8,-7.5,-1.1,-13.5,-10.8,-14.6,3.0788,-46.0,-49.8,53.2,6.693333333,7.02,6.25,3.472380952,-0.23387394744801,6.18024957418387,74.505765572927,74.5057660175543,194.803995,194.803996835137,0.835831157156463,63.6959302426069,63.6959299489203,78.611695,78.6116940020876,4.04699738903394,-11.9337016574586,79.6933588867594,1.51351351351352,-0.949367088607578,116.534908879088,94.8484848484848,2.26415094339621,6.13577023498694,85.3928839263395,80.4088024396274,2.20492866407265,6.63058186738835,83.5,77.8720250349996,-4.14201183431951,-8.88638920134983,86.3,80.8517717517884,80.1933172235647,75.1994680851064,1.29872887900411,17.3040163650387,72.6936315920362
2010-11,-20.4,-34.7,-15.8,-53.6,0.9,-4.8,-16.6,-7.7,-2.9,-9.3,1.9,-5.0,-9.5,-4.2,-21.6,2.6,0.4,12.7,-8.9,-4.5,-1.7,5.1,-5.6,-11.9,-13.6,3.1403,-44.4,-47.2,49.9,6.596818182,7.04,6.25,3.429090909,0.396490750150395,6.10095631322992,74.8011740036611,74.8011744881426,197.2872512,197.287251975594,1.07204331679125,63.0660085862776,63.066008290624,79.9160225,79.91602149375,-2.6348808030113,-11.4155251141553,77.5935338721773,-8.09371671991481,-17.3371647509578,113.039860198053,87.1717171717172,-0.615006150061501,6.31578947368421,86.292808932589,79.9142833594329,0.634517766497467,7.74456521739131,84.3,78.366136868978,-0.987654320987663,-8.55188141391106,83.7,80.0532357344868,77.9935005416216,75.3989361702128,-1.80295219127302,8.81093272849377,71.3830001683316
2010-12,-18.8,-32.7,-14.3,-51.2,-3.4,-2.3,-12.7,-5.8,-3.9,-7.3,2.5,-4.3,-8.0,-5.0,-20.0,2.1,1.7,11.9,-9.1,-3.2,-0.8,6.1,-5.2,-11.7,-13.5,3.2439,-45.6,-50.8,48.5,6.251363636,7.09,6.25,3.06,2.03232747285975,6.63039356477209,76.3213798974762,76.3213793072868,202.7725788,202.772575003396,2.21893430339227,64.2517426029292,64.2517423062508,81.59225,81.5922489758035,-1.93298969072165,-17.3724212812161,76.0936588617615,17.1494785631518,-4.17061611374408,151.385537155696,102.121212121212,1.23762376237624,10.6901217861975,77.7935172068994,80.903321519822,0.126103404791925,12.1468926553672,73.2,78.4649592357737,-2.61845386533667,-10.2298850574713,89.5,77.95707868907,84.1929839180068,74.7007978723404,0.213494813046472,8.91397159949038,71.535399171088
2011-01,-20.1,-30.7,-10.8,-50.6,5.1,-4.0,-9.9,-5.1,-6.9,-7.2,1.3,-4.3,-4.9,-5.6,-21.2,2.9,1.1,11.7,-11.1,-4.7,-2.8,3.6,-7.2,-10.6,-16.1,3.1918,-41.4,-43.7,51.8,5.276190476,6.66,6.25,2.934761905,0.482223007142293,7.01808594976825,76.6894195050568,76.6894185576749,199.2164336,199.21643250362,3.64118176875805,64.311291688073,64.3112913946242,80.0657098,80.0657088006775,4.07358738501972,-3.05997552019584,79.1934005499542,-5.34124629080117,-13.8613861386138,48.3315303320296,96.6666666666667,0.122249388753064,10.5263157894737,75.3937171902342,81.0022253358609,0.377833753148615,13.6947218259629,70.5,78.7614263361607,0.512163892445602,-5.87529976019185,62.6,78.3563466977209,59.4950420798267,75.5984042553192,10.1509678793806,12.6635236321857,78.7969345633318
2011-02,-17.2,-27.1,-7.0,-47.2,9.6,8.4,-4.4,0.6,-1.1,1.2,2.2,-2.7,-0.2,0.3,-17.6,9.9,10.7,13.3,-7.3,-3.6,0.9,5.5,0.9,-2.4,-8.3,3.1108,-41.4,-41.7,53.1,5.7435,7.03,6.25,4.722,-1.15479471998275,6.37436413118016,75.8038135445372,75.8038132013854,198.1304278,198.130427169794,3.90376669657105,63.422149290427,63.4221490026939,79.3572312,79.3572302079489,-4.67171717171718,-12.4129930394432,75.4937088575952,-4.38871473354232,-2.24358974358973,51.6268619455771,92.4242424242424,1.34310134310135,13.3879781420765,78.9934172152321,82.0901673122888,0.501882057716418,15.2517985611511,75.4,79.1567158033435,3.94904458598725,-2.85714285714286,66.4,81.4506737647646,63.4947087742688,78.3909574468085,-0.0455386216742645,10.0262248758915,78.7610515254101
2011-03,-16.5,-27.1,-8.3,-45.9,18.4,-4.2,-1.6,-2.8,0.9,-0.9,2.6,-0.3,-2.2,-2.2,-17.0,14.0,7.1,16.7,-6.9,-2.4,1.0,2.2,3.1,-0.9,-1.4,2.9736,-37.8,-36.4,56.4,6.103043478,7.31,6.25,4.415217391,-0.726176926383356,4.4885826622223,75.2533433645149,75.2533434005982,196.3309904,196.330991290963,2.50500868738228,62.504505205524,62.5045049193916,77.7590469,77.7590459230492,0.13245033112583,-10.7438016528926,75.5937005249563,-0.10928961748634,0.219298245614037,68.403095614546,92.3232323232323,0.843373493975906,11.0079575596817,89.4925422881426,82.7824940245611,0.624219725343326,11.7891816920943,86.8,79.6508276373219,0.490196078431377,-4.20560747663551,78.8,81.8499417734154,76.1936505291226,78.3909574468085,2.88571986441249,2.02143710590348,81.033874834699
2011-04,-14.7,-28.1,-9.5,-46.7,15.3,3.1,-6.3,-1.6,2.4,0.4,1.5,-2.3,-3.2,-1.2,-15.6,7.5,7.2,12.8,-9.6,-0.3,1.3,1.2,2.9,1.9,-0.2,2.836,-37.3,-34.8,50.9,5.718,7.3,6.25,3.8765,-0.417384774783905,3.12877392621919,74.9392471763952,74.9392474027283,196.4840049,196.484005266742,1.84591355640832,61.92192881003,61.9219285236144,77.892821,77.8928200188852,-5.82010582010581,-23.7687366167023,71.1940671610699,-1.09409190371992,-4.135737009544,71.2989930931181,91.3131313131313,-0.119474313022722,9.28104575163398,78.9934172152321,82.6835902085222,-0.496277915632736,8.81953867028495,76.3,79.2555381701392,-0.365853658536585,-1.92076830732292,79.7,81.5504907669273,77.4935422048163,78.9893617021277,1.57926051558061,-0.165849461787413,82.3136108242084
2011-05,-13.0,-25.8,-8.1,-43.6,15.8,1.3,-7.0,-2.6,0.5,4.7,2.2,-3.0,-4.2,-3.0,-16.4,4.3,5.6,12.1,-9.3,-1.8,0.1,6.4,-4.3,-1.8,-8.2,2.8652,-34.8,-35.9,56.1,5.505454545,7.26,6.25,3.966818182,0.4887110290335,2.85461647780525,75.305483655793,75.3054837698601,198.2507212,198.250721502838,0.636196115858404,62.0701829674407,62.0701826797225,78.1317103,78.1317093168108,1.82584269662919,-16.087962962963,72.4939588367636,1.21681415929204,2.80898876404495,83.7813098111009,92.4242424242424,-0.837320574162669,9.65608465608466,85.5928672610616,81.9912634962499,0.623441396508719,9.49796472184532,84.3,79.7496500041176,-0.122399020807838,-3.20284697508897,81.8,81.4506737647646,79.6933588867594,78.6901595744681,-5.09365779600794,10.6091991902453,78.1208371692855
2011-06,-10.2,-25.2,-8.8,-41.7,11.8,0.7,2.6,0.0,2.7,3.4,3.3,-2.6,-1.2,-1.6,-16.9,7.6,5.7,10.0,-8.5,-1.1,0.4,4.4,-2.2,-5.2,-6.4,2.9134,-35.2,-35.3,51.0,5.499047619,7.42,6.25,3.836190476,0.868407571806861,2.63348938839009,75.9594422446162,75.9594422929034,199.9119115,199.91191152256,-0.620566043470327,62.9261788131456,62.9261785223684,80.04452,80.0445189940803,0.827586206896563,-13.3886255924171,73.0939088409299,7.97814207650272,-6.96798493408664,109.444952983274,99.7979797979798,-1.93003618817854,3.4351145038168,83.3930505791184,80.4088024396274,-2.97397769516729,3.29815303430079,82.4,77.3779132010212,1.1029411764706,-7.82122905027932,82.6,82.3490267842289,80.5932838930089,78.5904255319149,-1.80396830463868,12.371052423291,76.7115620274332
2011-07,-10.6,-22.2,-6.0,-38.4,13.6,4.8,-0.3,0.8,0.6,4.4,2.2,-2.2,2.5,-2.6,-17.5,8.3,3.6,11.0,-11.0,1.3,3.2,7.8,0.4,2.8,3.1,2.97,-36.9,-41.2,53.7,5.358571429,7.41,6.25,3.636190476,1.55217327164178,4.3633998911336,77.1384643162044,77.138464453462,204.4308947,204.430895470324,1.24320621529491,64.5919927355526,64.5919924469,82.3190322,82.319031188844,2.18878248974008,-8.67970660146699,74.6937755187068,-0.607287449392705,15.2582159624413,98.260797203961,99.1919191919192,2.95202952029522,6.35324015247778,82.7931005749521,82.7824940245611,3.95913154533846,6.96452036793694,81.5,80.4414065716874,0.242424242424238,2.47831474597275,85.6,82.5486607885544,83.8930089159237,80.6848404255319,-1.50804773738658,11.4274505637308,75.5547150519646
2011-08,-11.7,-23.8,-8.1,-39.5,9.8,5.4,1.2,1.4,1.8,4.7,2.5,-2.8,-1.0,-1.9,-17.2,6.8,1.3,10.7,-10.6,0.7,-2.4,-6.7,-1.3,-7.2,-7.0,2.9612,-31.0,-31.5,46.5,5.846818182,7.3,6.25,5.189090909,1.39434177714238,5.6462476547009,78.2140380989562,78.2140382895827,205.5498319,205.549832203332,2.67115641875913,65.4948581250746,65.4948578422328,82.314034,82.3140329906342,0.401606425702817,-7.7490774907749,74.9937505207899,-7.63747454175153,4.25287356321839,96.9626362652908,91.6161616161616,1.194743130227,15.5525238744884,76.4936255312057,83.7715321849501,0.982800982800974,16.5957446808511,73.9,81.2319855060529,-1.20918984280532,-2.62216924910608,89.5,81.5504907669273,87.6926922756437,79.3882978723404,-13.1037909877399,-8.59898778709582,65.6541831101727
2011-09,-8.8,-22.7,-7.5,-38.0,5.5,15.7,4.2,5.7,5.8,9.0,2.8,-2.8,-0.7,-1.4,-17.5,7.8,4.3,10.2,-10.5,3.6,0.1,-2.4,-0.8,-6.7,-4.0,3.1091,-34.1,-35.2,45.7,6.017272727,7.28,6.25,4.877727273,1.14741110803694,5.93334978294548,79.1114746796414,79.1114748529616,209.1350592,209.135059880462,2.65733766263347,66.1499644981356,66.1499642201634,83.9657595,83.9657584879862,-1.73333333333334,-3.78590078328982,73.6938588450962,7.60749724366042,5.51351351351351,117.333777149039,98.5858585858586,-0.590318772136954,5.91194968553459,88.6926089492542,83.2770131047556,-0.364963503649635,6.22568093385216,87.8,80.9355184056658,-0.489596083231338,-3.7869822485207,86.4,81.1512227582765,84.7929339221732,79.0890957446809,-5.47601211264336,-13.5207194266827,62.0589520906026
2011-10,-8.6,-21.8,-6.7,-37.0,-0.1,10.7,10.1,6.0,7.0,7.4,2.8,-3.6,0.8,-1.9,-16.8,4.2,5.0,10.0,-10.0,2.3,1.0,1.0,-0.2,-4.4,-5.1,3.1539,-35.1,-39.4,47.3,6.206666667,7.72,6.0,5.334285714,0.500027973454483,6.71261917997897,79.5070539434118,79.5070543574389,207.6233711,207.623372665441,5.09463356596678,66.9410044431808,66.9410041762527,84.3024547,84.302453702579,-2.30664857530529,-9.66122961104141,71.9940004999584,2.25409836065573,6.283280085197,123.724723308646,100.808080808081,0.475059382422782,4.0590405904059,88.6926089492542,83.6726283689112,1.34310134310135,5.32994923857868,87.0,82.0225644404183,2.8290282902829,3.20987654320986,88.5,83.4470138080186,87.0927422714774,82.1808510638298,-0.107828144708504,-14.7215048742603,61.9920350739378
2011-11,-10.7,-22.8,-8.3,-37.2,-0.5,10.4,5.8,4.7,7.3,8.8,2.2,0.0,1.5,-1.0,-15.5,14.5,6.9,4.6,-6.3,0.7,-1.6,-4.4,-1.0,-10.9,-4.4,3.212,-32.9,-35.6,42.1,6.258181818,7.43,6.0,5.724090909,0.0620386101640828,6.35712603891781,79.5563790074304,79.5563794289446,209.3936103,209.393611019755,5.98448301218327,66.8401831074983,66.8401828432385,83.712327,83.7123259967092,2.91666666666667,-4.5103092783505,74.0938255145405,-0.300601202404801,15.2954808806489,131.613547474411,100.50505050505,0.236406619385346,4.95049504950495,90.9924172985585,83.870436000989,-0.843373493975913,3.78310214375787,88.6,81.3308078728485,-0.598086124401909,3.61596009975062,86.8,82.9479287972051,85.0929089242563,82.1808510638298,-1.2627052734148,-14.2523314604016,61.209258377962
2011-12,-11.6,-23.4,-8.2,-38.6,2.1,8.7,2.4,3.2,3.6,10.5,1.4,-4.0,-2.4,-0.8,-18.0,5.2,0.3,9.5,-11.9,1.0,-1.7,-0.2,-5.8,-7.9,-2.3,3.2863,-33.7,-38.8,44.8,6.301,7.39,5.75,5.224,2.05854587151245,6.38445574509144,81.1940846019508,81.194083993204,216.2078624,216.207858566598,4.9769245749717,67.4495033287438,67.4495030589381,85.8340903,85.8340892764552,1.48448043184884,-1.1826544021025,75.193733855512,3.71859296482411,2.07715133531158,152.883415161854,104.242424242424,0.117924528301895,3.78973105134475,76.993583868011,83.9693398170279,-0.729040097205333,2.89672544080605,72.0,80.7378736720744,2.88808664259928,9.47503201024328,95.6,85.34353684911,93.3922173152238,84.9734042553192,-2.33226649041881,-16.4306119089351,59.7816953557789
2012-01,-9.6,-22.2,-8.1,-36.3,3.9,11.1,6.6,4.8,-0.5,7.8,3.2,-2.4,-0.8,-1.9,-16.6,7.5,9.9,7.2,-13.6,5.5,4.8,6.2,2.6,-1.3,-1.2,3.365,-32.7,-36.7,44.5,5.513,7.02,5.5,3.0835,1.7055123035057,7.6795999220188,82.5788600706912,82.5788590854268,216.6522977,216.652296447451,6.59988672765218,68.5557640396519,68.5557637797597,86.4931116,86.4931105995093,0.0,-5.05050505050506,75.193733855512,0.0968992248061915,7.94148380355274,51.2274278106016,104.343434343434,-0.353356890459375,3.29670329670329,78.3934672110658,83.6726283689112,1.22399020807833,3.76411543287328,73.9,81.7260973400313,-0.935672514619865,7.89808917197453,68.3,84.5450008318084,67.2943921339888,84.1755319148936,3.58773389447925,-21.410009353879,61.9265035027525
2012-02,-9.9,-25.8,-13.4,-38.1,3.2,2.2,1.1,0.2,6.8,7.2,2.7,-3.8,0.8,-0.3,-17.9,6.1,-4.9,3.8,-13.5,2.4,4.0,3.8,5.9,0.6,-5.9,3.2879,-32.3,-31.3,40.6,5.044761905,6.99,5.25,3.033809524,0.342054776904896,9.31023192396297,82.8613244425481,82.8613240176421,217.6884783,217.688477404142,8.31379347254231,68.6949357335973,68.6949354866259,86.1839233,86.1839223061514,-5.45212765957447,-5.82781456953643,71.0940754937089,-0.387221684414309,12.4590163934426,57.9179495714404,103.939393939394,-1.41843971631205,0.481927710843365,80.1933172235647,82.4857825764444,-3.7484885126965,-0.624219725343312,75.9,78.662603969365,-2.47933884297523,1.22549019607842,68.4,82.4488437863916,67.7943504707941,82.7792553191489,13.6536615814166,-10.6389041828426,70.3817387202224
2012-03,-12.0,-24.0,-9.4,-38.7,9.2,6.0,-3.2,0.3,3.8,12.3,1.7,-3.3,1.2,-1.7,-18.6,7.1,-2.1,8.5,-15.4,-2.4,-0.1,5.2,-3.0,1.7,-3.1,3.306,-34.1,-33.0,48.5,4.497727273,6.48,5.25,2.915909091,-0.0855547895092808,10.0156198317642,82.7904321790481,82.7904321862942,216.2806961,216.28069711263,8.91189171501767,68.0748389584447,68.0748387148157,84.9343872,84.9343862203095,6.32911392405064,0.0,75.5937005249563,-8.6491739552964,2.84463894967178,69.6013980194724,94.949494949495,2.87769784172661,2.50896057347668,89.7925172902258,84.8594741613781,3.64321608040202,2.35732009925559,86.7,81.5284526064399,3.99515738498792,4.75609756097562,81.9,85.7428048577608,81.8931755687026,85.4720744680851,3.51962961213209,-10.0883236962595,72.8589152377528
2012-04,-11.5,-21.7,-7.9,-35.5,10.0,7.7,10.5,5.3,4.8,10.4,2.4,-2.3,0.3,-1.4,-17.1,8.6,3.6,6.4,-16.1,-0.1,1.2,3.8,-0.1,0.6,-1.3,3.3243,-30.1,-30.2,44.9,4.372,6.24,5.25,3.2905,0.18975998144266,10.6863735223839,82.9475350732022,82.9475352950472,218.511977,218.511977229172,10.1673580958162,68.2177529755127,68.2177527364456,86.5431633,86.5431623147612,-0.79365079365079,5.33707865168538,74.9937505207899,12.7659574468085,17.2566371681416,83.6814512773571,107.070707070707,-1.86480186480185,0.717703349282318,79.4933755520374,83.2770131047556,-1.09090909090911,1.74563591022442,76.8,80.6390513052787,-0.814901047729922,4.28396572827418,83.4,85.0440858426219,83.8930089159237,85.0731382978723,0.592901910672998,-10.9613873034735,73.2908971382931
2012-05,-10.1,-23.3,-9.1,-37.5,11.1,4.6,2.5,0.6,4.9,6.8,5.2,-1.6,-1.2,-1.4,-15.9,9.7,4.6,9.2,-12.8,4.0,1.7,2.2,-1.2,2.1,1.3,3.4703,-22.8,-18.0,33.4,4.938181818,6.5,5.25,4.600909091,0.99992424873499,11.2494650060542,83.7769477484607,83.7769478141904,220.6282943,220.628294495097,10.9721618571773,68.8806238236786,68.8806235883873,86.6006319,86.6006309165464,6.0,9.65517241379312,79.4933755520374,3.0188679245283,19.344262295082,101.056836148789,110.30303030303,4.27553444180521,5.91073582629674,90.2924756270311,86.8375504821561,3.43137254901963,4.58488228004958,88.7,83.4060775755579,2.34741784037558,6.86274509803922,87.2,87.0404258858759,88.192650612449,87.4667553191489,-7.22978567350843,-12.9654458135592,67.992122357003
2012-06,-11.7,-22.7,-8.4,-37.1,7.5,7.2,2.2,2.5,4.2,11.6,1.7,-2.9,-1.7,-3.0,-16.9,5.1,5.0,9.1,-14.1,1.4,1.9,2.7,1.7,1.3,-1.4,3.557,-23.5,-18.5,41.1,5.3485,6.68,5.25,4.6135,-0.360057847568971,9.89456981167229,83.4753022752891,83.4753023391316,216.930818,216.930818218993,10.2824782046489,69.39654935286,69.3965491139493,87.8400346,87.8400335953477,-4.02515723270441,4.37756497948016,76.2936421964836,-11.0805860805861,-1.72064777327935,105.350753099775,98.0808080808081,-3.0751708428246,4.6740467404674,85.0929089242563,84.1671474491057,-3.55450236966825,3.95913154533846,83.5,80.4414065716874,-0.344036697247694,5.33333333333334,86.3,86.7409748793878,86.9927506041163,86.7686170212766,-9.49914418453012,-19.7859475235508,61.5334526201891
2012-07,-12.7,-24.8,-10.7,-38.8,10.2,10.7,9.9,6.1,3.9,11.2,2.2,-4.0,-0.1,-0.6,-16.7,4.1,5.2,9.1,-12.5,3.4,2.2,2.5,0.7,1.6,1.0,3.6993,-24.1,-20.3,42.1,5.347727273,6.52,5.25,4.075,0.190958232649217,8.42153249191816,83.6347050945809,83.634705301177,221.4638487,221.463849643531,9.22054875330522,70.5477288415956,70.5477286011976,89.4943279,89.4943268897904,-3.8007863695937,-1.74029451137884,73.3938838430131,-3.39855818743563,-4.4806517311609,95.6644753266206,94.7474747474747,0.235017626321977,1.91158900836318,86.292808932589,84.3649550811835,1.84275184275184,1.84275184275184,84.3,81.9237420736226,-0.57537399309552,4.47400241837969,90.5,86.2418898685743,91.5923673027248,86.5691489361702,4.19257804936259,-15.1432301694704,64.1132906477581
2012-08,-13.5,-25.4,-12.2,-38.6,13.2,9.4,2.4,3.4,-0.9,12.4,1.8,-3.1,-1.0,-2.4,-17.4,5.6,1.2,13.7,-13.0,-1.7,-0.2,1.5,-0.5,-7.9,-0.9,3.6407,-28.6,-29.0,49.8,5.760454545,6.84,5.25,5.557727273,0.766576431983002,7.75025952367802,84.2758289576306,84.2758292409743,220.2914478,220.291448421897,8.30213187767354,70.9323275520114,70.9323273133898,88.8067924,88.8067913921231,-3.26975476839238,-5.33333333333334,70.9940838263478,3.19829424307036,6.72546857772877,104.252309228593,97.7777777777778,1.28956623681128,2.00708382526565,77.7935172068994,85.4528970576115,0.603136308805782,1.45985401459854,74.7,82.4178539076011,0.694444444444431,6.48714810281517,95.3,86.8407918815505,97.7918506791101,88.0651595744681,3.29866475928281,0.874262743070551,66.2281731723723
2012-09,-16.2,-25.9,-11.9,-40.0,13.5,8.1,5.0,3.8,4.0,11.0,1.7,-3.7,-3.8,-2.4,-17.1,3.6,1.1,15.4,-11.7,0.4,-2.7,-1.3,-7.1,2.4,3.5,3.5016,-30.9,-30.0,51.0,5.7165,6.54,5.25,4.697,-0.102073239809984,6.41920951185441,84.1898058587175,84.1898061716913,221.0129346,221.012935698763,7.08414426117738,70.8361233527338,70.836123114237,89.2525014,89.2525003920277,8.02816901408452,4.07055630936229,76.6936088659279,-2.37603305785123,-3.17622950819672,110.343679786968,95.4545454545454,1.62037037037035,4.27553444180521,88.192650612449,86.8375504821561,2.39808153477219,4.27350427350428,86.8,84.3943012435148,0.0,7.0110701107011,90.9,86.8407918815505,93.792183984668,88.9627659574468,1.94486515434243,8.79368658399096,67.5162218347593
