country,A5M,A5M,A5M,A5M
subject,BSCICP03,CSCICP03,CSCICP04,CSCICP04
measure,IXNSA,IXNSA,GPSA,IXNSA
unit,Index,Index,Percentage,Index
powercode,Units,Units,Units,Units
reference_period,,,,
time,,,,
1990-01,,100.992334916647,-0.49294973267335,100.809754800511
1990-02,,100.985268158935,0.0,100.809754800511
1990-03,,100.997182729176,0.00945342104214094,100.819284771084
1990-04,,101.009265138123,0.0141787927299908,100.833579728504
1990-05,,100.997327431204,-0.024031696775319,100.809347708376
1990-06,,100.955178291329,-0.0334908613842092,100.775585789472
1990-07,,100.891549020569,-0.0524153403589033,100.722763923182
1990-08,,100.833595278391,-0.0189231712904467,100.703703982036
1990-09,,100.804607603638,-0.0189267559311169,100.68464403777
1990-10,,100.834693807677,0.0,100.68464403777
1990-11,,100.942495300138,0.0666604370022799,100.75176086148
1990-12,,101.105100884869,0.0902631852823076,100.842702610061
1991-01,,101.271617528032,0.104357352544422,100.94793938474
1991-02,,101.380140531222,0.0179604053237802,100.966070043819
1991-03,,101.410034528629,-0.0101772674542267,100.955794456833
1991-04,,101.360937899959,-0.0383156827546285,100.917112554906
1991-05,,101.243425104608,-0.0664786328585293,100.850024238159
1991-06,,101.077387724042,-0.0899952113822375,100.759264045667
1991-07,,100.88837022118,-0.0853775408931037,100.673238263803
1991-08,,100.693712408376,-0.123873811571337,100.548530486333
1991-09,,100.523415614516,-0.105193208058708,100.442760261459
1991-10,,100.395933573905,-0.0911633602970682,100.351193266029
1991-11,,100.316576597876,-0.0385465414709005,100.312511351701
1991-12,,100.26833171611,-0.0338418377950453,100.278563754321
1992-01,,100.240504066388,-0.033853225689055,100.244616225815
1992-02,,100.240268701289,-0.0231985633873114,100.221360914978
1992-03,,100.275873938576,-0.00857994916043197,100.212761973163
1992-04,,100.348534128714,0.0206700187692049,100.233475969872
1992-05,,100.437971029531,-0.00253543998094663,100.230934610248
1992-06,,100.524886829958,0.00721300674971108,100.238164274327
1992-07,,100.583221128829,-0.0122830934893955,100.225851926897
1992-08,,100.599056248417,-0.0269079658318486,100.198883188906
1992-09,,100.569849582658,-0.046418370062133,100.152372500509
1992-10,,100.509974275887,-0.0708301294968246,100.081434445373
1992-11,,100.453047223749,-0.0329994237166154,100.048408148759
1992-12,,100.424607631981,-0.0378934150212016,100.010496390237
1993-01,,100.461477503613,-0.0330228371976574,99.9774700868333
1993-02,,100.587564722333,0.129109974074249,100.106550972543
1993-03,,100.747637044817,0.12894352948324,100.23563189261
1993-04,,100.871171375826,0.128777472723481,100.36471280613
1993-05,,100.904449522298,-0.0665744876649843,100.297895512783
1993-06,,100.879198799359,-0.0404649033270029,100.257310066325
1993-07,,100.798205585685,-0.0404813117786508,100.216724592056
1993-08,,100.643560014314,-0.128110534291658,100.088336410731
1993-09,,100.440643152392,-0.164966995239816,99.9232236895692
1993-10,,100.263376430864,-0.207242710959411,99.7161400919169
1993-11,,100.197999192975,0.12279767274159,99.8385891912975
1993-12,,100.178632481385,0.0858631519507523,99.9243137508403
1994-01,,100.146453171362,0.0857894903902607,100.010038310383
1994-02,,100.047037061858,-0.040061423519708,99.9699728653734
1994-03,,99.9499528654464,-0.0117154330084963,99.9582609501737
1994-04,,99.883039441928,0.0109755337931884,99.9692319028834
1994-05,,99.8547697226001,0.0223192505049665,99.9915442861797
1994-06,,99.8713540449029,0.0336565785409979,100.025198018817
1994-07,,99.9426727854299,0.0563224346393322,100.081534645594
1994-08,,100.070827952141,0.084621176100383,100.16622481727
1994-09,,100.238906365183,0.101533460644131,100.267927051724
1994-10,,100.411588917922,0.135363867904662,100.403653596049
1994-11,,100.537046093744,-0.00527892698088311,100.398353360489
1994-12,,100.626648352558,-0.00527917283037394,100.393053157897
1995-01,,100.693055545117,0.0116660176748863,100.404765029222
1995-02,,100.754971507735,-0.0197243280108151,100.384960864029
1995-03,,100.779020679901,-0.0443124629340805,100.340477815455
1995-04,,100.778815500166,-0.0566297391751471,100.283655264581
1995-05,,100.765282002432,0.0184568188990973,100.302164437219
1995-06,,100.721465688289,-0.0184534129860534,100.283655264581
1995-07,,100.66160036466,-0.0492182777448588,100.2342973766
1995-08,,100.629389118034,0.0254825669749036,100.259839648561
1995-09,,100.636442064991,0.0377834576353909,100.2977212826
1995-10,,100.681063577697,0.0500721203891598,100.347942478348
1995-11,,100.758132207459,0.0434685357124088,100.391562259561
1995-12,,100.861768937438,0.0557410013856508,100.447521521671
1996-01,,100.977448774688,0.067994415358012,100.515820226672
1996-02,,101.078197626336,0.0617755264363895,100.577914403769
1996-03,,101.137058985702,0.0362029167721069,100.614326542411
1996-04,,101.144485704481,0.0234271137929367,100.637897575182
1996-05,,101.101590234607,-0.0425610877629316,100.595064991273
