,id,name
0,CSCICP03,Consumer opinion surveys > Confidence indicators > Composite indicators > OECD Indicator
1,BSCICP03,Business tendency surveys (manufacturing) > Confidence indicators > Composite indicators > OECD Indicator
2,LOLITOAA,Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted
3,LOLITONO,Leading Indicators OECD > Leading indicators > CLI > Normalised
4,LOLITOTR,Leading Indicators OECD > Leading indicators > CLI > Trend restored
5,LORSGPNO,Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised
6,LORSGPOR,Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series
7,LORSGPRT,Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Ratio to trend
8,LORSGPTD,Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Trend
9,CSCICP04,Consumer opinion surveys > Confidence indicators > Composite indicators > Normalised indicator
