country,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF
1963-03,,,0.714285999714286,0.715563506773212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.29032258064515,1.0501366881129,1.41798585094575,,,,,,,,,,,,,,,4.75,4.75,2.53,2.53,,,,,,,,,99.5854997659985,,,,,99.00713488329,98.7529865479171,22.0878589558704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,27.3684210526316,21.0251954821894,,,,,,,,,,,,,,,,,,,1.22926675209988,40.6670661411608,0.483752618920563,80.1899800663937,75.92088861509,0.122779950937132,0.114250185949167,-1.52363940499068,3.53385532177909,0.0877,0.081607308288244,0.153111337395863,0.150485838658188,17.8959041189986,24.2689534925083,0.109365284699396,0.107489927708807,-0.0303313864587318,-0.036235652709021,-0.0216652846993956,-0.0258826194205628
1963-04,,,0.714285999714286,0.715241072514889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.964630225080394,1.0501366881129,1.41798585094575,,,,,,,,,,,,,,,4.75,4.75,2.52,2.52,,,,,,,,,99.8534484146911,,,,,99.2075073667481,98.9861145531562,22.2051483037957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.26446280991737,46.3687150837989,22.7628149435274,,,,,,,,,,,,,,,,,,,-1.13394330283486,38.7102476472668,0.478267138496025,82.1175845042144,79.712404244387,0.120819951720347,0.115086166262888,0.731710243423654,-7.72492654105778,0.0863,0.0822044373223714,0.147130425778837,0.144376734529359,-4.05958738928638,22.3685164437051,0.105093203265825,0.103126280158787,-0.0263104740584902,-0.0292905682664708,-0.0187932032658255,-0.0209218428364156
1963-05,,,0.714285999714286,0.714924039831939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.641025641025646,1.0501366881129,1.41798585094575,,,,,,,,,,,,,,,4.75,4.75,2.63,2.63,,,,,,,,,100.117468803781,,,,,99.4426967044705,99.2597510336275,22.3231475280639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52671755725191,43.7837837837838,23.110338835795,,,,,,,,,,,,,,,,,,,1.82419516339474,37.77188416031,0.486991664504576,81.9497415331934,81.6129149350374,0.127679948979092,0.119354922598781,3.70918284491452,3.57167635577474,0.0912,0.0852535502092913,0.155802747623525,0.146245141095359,1.29411887039208,23.3285477012126,0.111287721344502,0.104460856810655,-0.0281227986444327,-0.0268902184965782,-0.0200877213445022,-0.019207306601364
1963-06,,,0.714285999714286,0.715241072514889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31847133757962,0.961538461538469,1.05348107246995,1.42250172945194,,,,,,,,,,,,,,,4.75,4.75,2.67,2.67,,,,,,,,,100.368946625815,,,,,99.6893583159312,99.5467351966047,22.4418280091396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.63909774436091,51.8918918918919,24.4135534317984,,,,,,,,,,,,,,,,,,,2.38272612953018,40.0244528670987,0.49859534214336,75.617962159116,73.3367839589362,0.112839954909154,0.116506396287503,-2.3866014482312,-0.456960401186616,0.0806,0.0832188877453278,0.149223744844796,0.158864883347951,8.62917028085307,28.1327996018794,0.106588431767575,0.113474962021685,-0.0363837899356425,-0.0423584870604483,-0.025988431767575,-0.030256074276357
1963-07,,,0.714285999714286,0.715241072514889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31746031746032,1.28205128205129,1.056825456827,1.42701760795814,,,,,,,,,,,,,,,4.75,4.75,2.72,2.72,,,,,,,,,100.598204293705,,,,,99.9245721019322,99.8204001219917,22.5611592112849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.91459074733096,27.3584905660378,23.4578627280626,,,,,,,,,,,,,,,,,,,1.33943384035067,42.8407328700247,0.505273696882441,69.9444608622319,76.490669886329,0.114099954405658,0.116792921081861,0.245930526982209,9.64617637900066,0.0815,0.0834235483945086,0.163129364354382,0.152689107384501,-3.88743933416945,16.8871196112798,0.116521021100626,0.10906369171362,-0.0490294099487236,-0.0358961863026398,-0.0350210211006256,-0.0256401433191113
1963-08,,,0.714285999714286,0.715881106465838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316455696202518,1.6025641025641,1.06016984118405,1.43153348646434,,,,,,,,,,,,,,,4.75,4.75,2.58,2.58,,,,,,,,,100.8514834179,,,,,100.129366385387,100.058672772818,22.6811092287891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.96296296296297,30.3482587064677,22.7628149435274,,,,,,,,,,,,,,,,,,,1.18329599632377,38.3141612029367,0.511252580308128,76.4898643071403,80.2029947867685,0.124319950321748,0.124215788427068,6.35557983861372,16.7175734750088,0.0888,0.0887255986169262,0.162531273192679,0.154876745883759,1.43274038124353,24.3909497715024,0.116093812957269,0.110626291266076,-0.0382113228709314,-0.030660957456691,-0.0272938129572686,-0.0219006926491498
1963-09,,,0.714285999714286,0.715881106465838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.6025641025641,1.06016984118405,1.43153348646434,,,,,,,,,,,,,,,4.75,4.75,2.35,2.35,,,,,,,,,101.136709247382,,,,,100.292739464633,100.248752964555,22.8016453377028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3206106870229,46.2264150943396,26.9331016507385,,,,,,,,,,,,,,,,,,,2.79307408458699,37.590139892554,0.525532243635496,80.8680418918151,77.0320555452988,0.108219956755305,0.114227370769372,-8.04118203022205,-3.99534971045747,0.0773,0.081591011724735,0.133822897430955,0.148285502653113,-4.2557991472732,12.2527948676746,0.0955878220761319,0.105918258505714,-0.0256029406756496,-0.0340581318837416,-0.0182878220761319,-0.0243272467809793
1963-10,,,0.714285999714286,0.715881106465838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.6025641025641,1.06016984118405,1.43153348646434,,,,,,,,,,,,,,,4.75,4.75,2.22,2.22,,,,,,,,,101.382280585868,,,,,100.417503435935,100.39391249571,22.9227345534633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.03225806451611,63.2850241545894,29.3657688966116,,,,,,,,,,,,,,,,,,,0.719611200088354,38.1697375598521,0.529314032520773,68.554168019833,66.9266893411731,0.123619950601468,0.114919223686466,0.605680505849161,8.78242331485459,0.0883,0.0820851925772768,0.180324485253331,0.171709111593195,15.79629061573,37.675904946931,0.12880325522214,0.122649414434397,-0.0567045346518636,-0.0567898879067292,-0.0405032552221397,-0.0405642218571203
1963-11,,,0.714285999714286,0.715881106465838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.6025641025641,1.06016984118405,1.43153348646434,,,,,,,,,,,,,,,4.75,4.75,2.3,2.3,,,,,,,,,101.553563552517,,,,,100.512083681231,100.50395407198,23.04434373117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.80473372781063,40.625,27.367506516073,,,,,,,,,,,,,,,,,,,0.605352766034442,34.2413134616651,0.532518249657646,75.4394818047974,74.3655777012707,0.12249995104902,0.121835667293087,6.01852621759046,11.1399253696351,0.0875,0.0870255114132998,0.162381750402254,0.163833417367516,-4.5866489859535,23.5038536479063,0.115987010921429,0.117023916310964,-0.039881799353234,-0.0419977500744287,-0.0284870109214293,-0.0299984048976641
1963-12,,,0.714285999714286,0.716204118686628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.955414012738845,1.06016984118405,1.43153348646434,,,,,,,,,,,,,,,4.75,4.75,2.46,2.46,,,,,,,,,101.688773441705,,,,,100.584811733875,100.588571208751,23.1664396643066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317460317460302,37.3913043478261,27.4543874891399,,,,,,,,,,,,,,,,,,,1.81276127253008,33.8974425139056,0.542171534256595,79.4210373957209,75.8637566862056,0.114239954349714,0.119368333943925,-2.02513221618963,14.5013034425827,0.0816,0.0852631297453653,0.143840924389473,0.157345666966727,-3.95996769464644,17.0425943860252,0.102743558477362,0.11238980703004,-0.029600970039759,-0.0379773330228018,-0.0211435584773619,-0.0271266772846743
1964-01,,,0.714285999714286,0.715881106465838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.634920634920624,1.06016984118405,1.43153348646434,,,,,,,,,,,,,,,4.75,4.75,2.82,2.82,,,,,,,,,101.836448330704,,,,,100.640186260998,100.652997984456,23.2889891820847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.58227848101264,39.4618834080718,27.0199826238054,,,,,,,,,,,,,,,,,,,6.10322104034732,23.0331847695192,0.575261461410117,58.8451240779309,69.9576281408031,0.107519957035025,0.119036225335148,-0.278221700684409,15.8482947901419,0.0768,0.085025909215731,0.182716849900142,0.170154747235805,8.14072641211438,29.3124135801417,0.130512087795568,0.121539153735458,-0.0751968928651165,-0.0511185219006571,-0.0537120877955678,-0.0365132445197275
1964-02,,,0.714285999714286,0.715881106465838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.955414012738845,1.06016984118405,1.43153348646434,,,,,,,,,,,,,,,4.75,4.75,3.01,3.01,,,,,,,,,102.034281606618,,,,,100.679456538641,100.698687898231,23.4119593280087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.39549839228296,51.8181818181818,29.018245004344,,,,,,,,,,,,,,,,,,,4.31474642287744,25.5722710460307,0.600082534738503,71.0418348095191,63.705483509077,0.121519951440627,0.12144862114342,2.02660643974551,4.68095180875509,0.0868,0.0867490497673492,0.171054072246941,0.190640765054574,12.0396392998539,49.3546871815478,0.122181529000106,0.136172029453303,-0.0495341208063137,-0.069192143911154,-0.035381529000106,-0.0494229796859534
1964-03,,,0.714285999714286,0.715881106465838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.946372239747626,1.91082802547769,1.07020299425519,1.44508112198293,,,,,,,,,,,,,,,4.75,4.75,3.13,3.13,,,,,,,,,102.256383016031,,,,,100.702283884231,100.725246901995,23.5353175390265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19161676646705,43.801652892562,30.2345786272806,,,,,,,,,,,,,,,,,,,6.0075644721314,31.4996250187491,0.636132879898918,77.3654409411835,71.7219542435697,0.131179947580493,0.123067890186229,1.33329553482289,7.71789049077346,0.0937,0.0879056709743986,0.169558844342685,0.171590263377776,-9.99287936729831,14.0241931784184,0.121113508641714,0.122564522818032,-0.0383788967621917,-0.0485223731915467,-0.0274135086417135,-0.0346588518436336
1964-04,,,0.714285999714286,0.715241072514889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312499999999986,2.22929936305729,1.07354737861224,1.44959700048912,,,,,,,,,,,,,,,4.75,4.75,3.08,3.08,,,,,,,,,102.478296542613,,,,,100.709396504182,100.73352224436,23.659031825439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58620689655174,36.2595419847328,31.0165073848827,,,,,,,,,,,,,,,,,,,2.46832468735315,36.2909245380344,0.651834704817834,72.3381032684378,71.9123103092008,0.138879944503574,0.126682187542772,2.93683214287131,10.0759471415491,0.0992,0.0904873129749814,0.191987262906532,0.176162032617333,2.66435236449968,22.0155263876748,0.137133814017602,0.125830073579772,-0.0531073184029577,-0.0494798450745609,-0.0379338140176015,-0.0353427606047907
1964-05,,,0.714285999714286,0.715881106465838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.22929936305729,1.07354737861224,1.44959700048912,,,,,,,,,,,,,,,4.75,4.75,3.5,3.5,,,,,,,,,102.681519760247,,,,,100.705671720787,100.729188558877,23.7830709346898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80112044817928,37.9699248120301,31.8853171155517,,,,,,,,,,,,,,,,,,,-0.229755061512928,33.5417275062429,0.650337081590817,72.8156485316169,71.6490110007663,0.131739947356717,0.132370444861379,4.49017926587894,10.9048893662735,0.0941,0.094550355540435,0.180922576415034,0.184748460603264,4.87416491417495,26.3279307739867,0.129230463365497,0.131963238877678,-0.0491826290583168,-0.052378015741885,-0.0351304633654967,-0.0374128833372429
1964-06,,,0.714285999714286,0.717488789752458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.311526479750798,2.22222222222221,1.07689176296928,1.45411287899532,,,,,,,,,,,,,,,4.75,4.75,3.5,3.5,,,,,,,,,102.842231712673,,,,,100.704195632701,100.727471170016,23.9074045158976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.544959128065403,29.8932384341637,31.7115551694179,,,,,,,,,,,,,,,,,,,-2.46886031659608,27.2136167042127,0.634281167459312,66.5464481223576,65.4498689928937,0.115919953678386,0.111756387758523,-15.5730058355876,-4.07703669527131,0.0828,0.0798260231545542,0.17419405084588,0.17075112521716,-7.57642869683352,7.48198193251767,0.12442437175273,0.121965138178079,-0.0582740971674932,-0.058994737458637,-0.0416243717527304,-0.0421391150235244
1964-07,,,0.714285999714286,0.718132855093812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.621118012422365,2.53164556962024,1.08358053168338,1.46314463600771,,,,,,,,,,,,,,,4.75,4.75,4.0,4.0,,,,,,,,,102.960414595737,,,,,100.730969024662,100.758621292796,24.0320032852702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01369863013698,39.2592592592592,32.6672458731538,,,,,,,,,,,,,,,,,,,-2.45951523526693,22.4447125050261,0.618680925511222,55.0487917710652,60.1163704706763,0.111859955300762,0.114303918822687,2.27953955497262,-2.13112424633071,0.0799,0.0816456889275238,0.203201472188455,0.190137757698534,11.3537362970333,24.5260784842564,0.145143966705546,0.13581273834113,-0.0913415168876936,-0.0758338388758464,-0.0652439667055455,-0.054167049413606
1964-08,,,0.714285999714286,0.719264049542378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.308641975308628,2.52365930599368,1.08692491604043,1.46766051451391,,,,,,,,,,,,,,,4.75,4.75,4.0,4.0,101.94947494,,,,,,,,103.008698763255,,,,,100.812086854772,100.852999710413,24.1568386877948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78723404255321,50.381679389313,34.231103388358,,,,,,,,,,,,,,,,,,,2.87806571466101,24.4956003406188,0.636486969111508,55.6149924792683,57.6454994714033,0.113259954741322,0.116508158869571,1.92840286631161,-6.20503210992578,0.0809,0.0832201467330221,0.203650040559732,0.20211145698784,6.29738113788544,30.498259008833,0.145464372813063,0.14436538410827,-0.0903900858184102,-0.085603298118269,-0.0645643728130633,-0.0611452373752478
1964-09,,,0.714285999714286,0.719424460949226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61538461538462,3.15457413249211,1.09361368475452,1.4766922715263,,,,,,,,,,,,,,,4.75,4.75,4.0,4.0,101.884506606863,,,,,,,,102.940357510199,,,,,100.958961198995,101.023884066881,24.2818825489316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77664974619289,29.3548387096774,34.8392701998262,,,,,,,,,,,,,,,,,,,1.28819556860726,22.6729993925001,0.644686166042365,59.7456062593814,57.5468280389556,0.112559955021042,0.114779966345454,-1.48332317743612,0.483768095475339,0.0804,0.0819857230082348,0.188398715936316,0.199454896571806,-1.31440367390606,34.5073476524503,0.134570565157459,0.142467840195702,-0.0758387609152743,-0.0846749302263522,-0.0541705651574594,-0.0604821171874674
1964-10,,,0.714285999714286,0.719098538589775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305810397553519,3.47003154574132,1.09695806911157,1.4812081500325,,,,,,,,,,,,,,,4.75,4.75,4.0,4.0,101.807464621566,,,,,,,,102.75393594684,,,,,101.149514222393,101.245587393957,24.40710671644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.48628428927681,12.1301775147929,32.9278887923545,,,,,,,,,,,,,,,,,,,0.87068484270046,22.8570018588278,0.650299350773082,62.4920392602642,60.7691613046336,0.122779950937132,0.11812693441616,2.91598627989887,2.79127427665714,0.0877,0.0843764154426308,0.196472946619301,0.194386316809597,-2.54121600889575,13.2067570590709,0.140337875092779,0.138847424633121,-0.0736929956821696,-0.076259382393437,-0.0526378750927791,-0.0544710091904901
1964-11,,,0.714285999714286,0.717808101697478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609756097560981,4.10094637223975,1.10364683782566,1.49023990704489,,,,,,,,,,,,,,,4.75,4.75,4.0,4.0,101.701847104311,,,,,,,,102.482465231541,,,,,101.345606152294,101.473735090049,24.5324839093593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.31926121372032,18.7301587301587,32.49348392702,,,,,,,,,,,,,,,,,,,-0.007141008131822,22.1090381900729,0.650252912843562,63.7152228524457,62.804513500992,0.124039950433636,0.123404585021226,4.46777919968075,1.28773270011693,0.0886,0.0881461673812129,0.194678673134193,0.196489994336596,1.08221481919404,19.9327936228199,0.139056250662708,0.14035005203857,-0.0706387227005577,-0.0730854093153702,-0.0504562506627081,-0.052203884657357
1964-12,,,0.714285999714286,0.717808101697478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.303030303030306,4.41640378548896,1.10699122218271,1.49475578555109,,,,,,,,,,,,,,,5.0,5.0,4.5,4.5,101.555235272726,,,,,,,,102.150334547828,,,,,101.507034731733,101.661552908463,24.657988579324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.40641711229946,15.5063291139241,31.7115551694179,,,,,,,,,,,,,,,,,,,-0.620419385650899,19.190805286853,0.646218617716521,53.2312915891671,51.2670851240004,0.117319953118947,0.118646934725885,-3.85532700792467,-0.604347228620034,0.0838,0.0847478443837145,0.220396593087405,0.231429062992195,17.7816019454643,47.0832133185682,0.15742620082706,0.16530653962232,-0.103076639968458,-0.11278212826631,-0.0736262008270597,-0.0805586952386059
1965-01,,,0.714285999714286,0.717164618480733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.302114803625364,4.73186119873816,1.11033560653976,1.49927166405729,,,,,,,,,,,,,,,5.0,5.0,4.5,4.5,101.369853529429,,,,,,,,101.775128999391,,,,,101.605033254076,101.775571558309,24.7835977842921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56164383561644,21.5434083601286,32.8410078192876,,,,,,,,,,,,,,,,,,,1.83425255555756,14.3952695202922,0.658071899226475,45.0463932997397,52.7385326222148,0.0926799629650868,0.109884447251205,-7.38534669684029,-7.68822940930466,0.0662,0.0784889222578785,0.205743359625691,0.20835704329953,-9.96937004988147,22.4515017560945,0.146959601314813,0.148826518970717,-0.113063396660605,-0.098472596048325,-0.0807596013148128,-0.0703375967128388
1965-02,,,0.714285999714286,0.716845878650069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.73186119873816,1.11033560653976,1.49927166405729,,,,,,,,,,,,,,,5.0,5.0,4.5,4.5,101.156540845063,,,,,,,,101.34387297181,,,,,101.619007870514,101.791830649367,24.9092915070874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.64550264550265,10.1796407185629,31.9721980886186,,,,,,,,,,,,,,,,,,,4.446140004234,14.5393604055021,0.687330697194606,60.5545436810504,58.0863107259331,0.11507995401405,0.119618769438974,8.85868967927371,-1.50668792055263,0.0822,0.0854420123133103,0.190043466630998,0.20593280575757,-1.16350160453892,8.0213907548149,0.135745387551691,0.147094920034514,-0.074963512616948,-0.0863140363185956,-0.0535453875516912,-0.0616529077212033
1965-03,,,0.714285999714286,0.717164618480733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301204819277111,4.0625,1.11367999089681,1.50378754256348,,,,,,,,,,,,,,,5.25,5.25,5.0,5.0,100.931495985177,,,,,,,,100.890599635828,,,,,101.537688980476,101.697218303921,25.0350529780768,,,,,4.767406,4.7961831,,,,1.482186,1.49861499397674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.42391304347826,-3.16091954022988,29.2788879235447,,,,,,,,,,,,,,,,,,,0.947144841797665,9.07166354133872,0.693840714439177,60.3763519770128,57.8083900044517,0.150219939972112,0.130553261418804,9.14111726037166,6.08231052084212,0.1073,0.0932523668484912,0.248805923268278,0.225837912816376,9.6658261832451,31.6146431450881,0.177718587636518,0.161312859329433,-0.098585983296166,-0.0952846513975718,-0.0704185876365179,-0.0680604924809418
1965-04,,,0.714285999714286,0.715563506773212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.600600600600621,4.36137071651094,1.1203687596109,1.51281929957588,,,,,,,,,,,,,,,5.5,5.5,5.0,5.0,100.715013557381,,,,,,,,100.474019892895,,,,,101.366096984892,101.497575623673,25.1608690019963,,,0.167972750662289,0.168901138079826,4.836843,4.8611487,,0.113828820772326,0.114177642543036,1.5333595,1.52644780083638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.96735905044511,-8.40336134453782,28.4100781928758,,,,,,,,,,,,,,,,,,,1.00811511754371,7.51735407659391,0.700835427573111,54.9755557197595,53.1566855277092,0.129219948363709,0.123066752393848,-5.73444810462461,-2.85394120440403,0.0923,0.0879048582652304,0.235049826549118,0.231516978856209,2.51466459683879,31.4227449674819,0.167892800339306,0.165369336693139,-0.10582987818541,-0.108450226462361,-0.0755928003393065,-0.0774644784279084
1965-05,,,0.714285999714286,0.717164618480733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.36137071651094,1.1203687596109,1.51281929957588,,,,,,,,,,,,,,,5.5,5.5,5.0,5.0,100.522030188191,,,,,,,,100.115338216995,,,,,101.119882330642,101.211111483412,25.2867297089232,0.688405466197193,,0.169043452993678,0.170063862746837,4.828626,4.8626647,0.905251911214832,0.114911187994716,0.115211237834336,1.51086,1.52599943274224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22324159021406,-9.80926430517712,28.7576020851434,,,,,,,,,,,,,,,,,,,-3.53377231126019,3.95678155584615,0.676069499286031,47.0274222295597,46.3795290802601,0.108779956531529,0.109704920292682,-10.8573858018166,-17.1227985162649,0.0777,0.0783606886648342,0.231311756788477,0.236537374286049,2.16847829245291,28.032121898974,0.165222749443325,0.168955334861703,-0.122531800256948,-0.126832453993367,-0.0875227494433252,-0.0905946461968686
1965-06,,,0.714285999714286,0.717488789752458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.298507462686554,4.34782608695652,1.12371314396795,1.51733517808207,,,,,,,,,,,,,,,5.5,5.5,5.0,5.0,100.352029596492,,,,,,,,99.806397949785,,,,,100.826090157261,100.869292176922,25.412628297543,-0.485349708582441,,0.169064107999451,0.169238458284591,4.838024,4.8139542,-1.63657376417846,0.114098714252137,0.113325720942554,1.5118355,1.47649225024624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.83383685800603,-13.6986301369863,27.367506516073,,,,,,,,,,,,,,,,,,,-4.113558601682,2.20372565079919,0.648258984244802,53.4877079083211,52.623275878733,0.135239945958118,0.130447056176232,18.9072065575656,16.7244743612277,0.0966,0.0931765059306253,0.25284303860977,0.247888513206283,4.79887753658179,45.1753321631231,0.180602242604178,0.177063294473238,-0.117603092651653,-0.117441457030051,-0.0840022426041777,-0.0838867885426123
