,id,name
0,NCML,"National currency, monthly level"
1,NCMLSA,"National currency, monthly level, s.a."
2,CXMLSA,"US Dollars, monthly level, s.a."
3,GPSA,"Growth rate previous period, s.a."
4,GYSA,"Growth rate same period previous year, s.a."
5,ST,"Level, rate or national currency"
6,STSA,"Level, rate or national currency, s.a."
7,IXOBSA,"Index 2015=100, s.a."
8,ML,Monthly level
9,MLSA,"Monthly level, s.a."
10,IXNSA,"Normalised, seasonally adjusted (normal = 100)"
11,IXOB,Index 2015=100
12,GP,Growth rate previous period
13,GY,Growth rate same period previous year
14,CXML,"US Dollars, monthly level"
