country,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU
subject,BSCURT02,BSOITE02,CCUSMA02,IR3TIB01,IRLTLT01,IRSTCB01,IRSTCI01,ODCNPI03,ODCNPI03,ODCNPI03,PRCNTO01,PRCNTO01,PRCNTO01,PRCNTO01,PRINTO01,PRINTO01,PRINTO01,PRINTO01,PRMNTO01,PRMNTO01,PRMNTO01,PRMNTO01,SLRTTO01,SLRTTO01,SLRTTO01,SLRTTO01,SLRTTO02,SLRTTO02,SPASTT01,SPASTT01,SPASTT01
measure,STSA,STSA,ST,ST,ST,ST,ST,GPSA,GYSA,IXOBSA,GPSA,GYSA,IXOB,IXOBSA,GPSA,GYSA,IXOB,IXOBSA,GPSA,GYSA,IXOB,IXOBSA,GPSA,GYSA,IXOB,IXOBSA,IXOB,IXOBSA,GP,GY,IXOB
unit,Percentage,Percentage,Romanian Leu,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Index,Index,Percentage,Percentage,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,,2015=100,,,2015=100,2015=100,,,2015=100,2015=100,,,2015=100,2015=100,,,2015=100,2015=100,2015=100,2015=100,,,2015=100
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-Q4,80.5,-1.9,2.89303333333333,18.11576087,8.34333333333334,10.25,16.73212319,-14.2225962549969,-10.1982378854626,135.888675943671,-6.22655663915981,13.9817629179331,163.135557959557,126.262626262626,-6.83651804670914,-6.27936779154207,73.6938588450962,72.3316574631171,-8.68237347294939,-8.04042179261864,70.2333333333333,68.945071234456,-4.79180436219434,5.0692924872356,105.133333333333,95.8575944102479,84.8929255895342,78.1914893617021,-43.9014211883994,-67.2095061373476,43.4566679990034
2009-Q1,74.4,-22.6,3.27766666666667,15.28198485,9.01,10.0,13.309,-14.4223693892568,-46.5778594395958,116.290309140905,-0.293333333333321,4.44134078212291,75.692768577848,125.892255892256,-3.37283500455788,-12.8647759967119,67.9943338055162,69.8920300008242,-4.0133779264214,-15.160472972973,63.7,66.1780449641769,-2.77681360638668,-3.91080617495712,79.4333333333334,93.1958076859092,64.7612698941755,76.4960106382979,-26.6131560461936,-70.0025498579768,31.8914771319524
2009-Q2,71.4,-34.9,3.07886666666667,12.0438015866667,9.78333333333333,9.33333333333334,9.77134920766667,-12.9550014330754,-53.6194257788638,101.224897925173,-10.6178122492645,-15.8186397984887,103.5865856703,112.525252525252,4.5754716981132,-7.81704781704782,74.0271644029664,73.0899200527487,7.51617720258836,-8.47457627118644,72.6333333333334,71.152104092893,-4.56979650124954,-12.475442043222,87.5666666666666,88.9369489269672,72.9939171735689,73.5372340425532,36.0249823333836,-56.2926008076617,43.3803761345933
2009-Q3,72.2,-23.0,2.9542,9.35590658133334,11.3066666666667,8.16666666666666,8.977905452,-3.09515969706948,-38.0812118661898,98.0918256811932,-4.9670855774985,-20.5801450362591,117.100773903637,106.936026936027,1.48849797023002,-4.45859872611468,74.4271310724106,74.1778620291766,0.0925925925925788,-5.67190226876092,72.0666666666666,71.2179856707568,-0.448933782267107,-12.0621282220754,94.2333333333333,88.5376809183164,79.6266977751854,74.0691489361702,28.1344979746525,-28.2445619676654,55.5852271795771
2009-Q4,71.6,-25.3,2.88656666666667,10.38093074,8.67666666666667,7.83333333333333,9.602352092,-8.18892286782195,-33.7257787588913,90.059161736522,-4.06171284634758,-18.7466666666666,135.175168511276,102.592592592593,0.666666666666697,3.23609845031907,76.6269477543538,74.6723811093711,0.971322849213718,4.30004777830867,73.1333333333334,71.9097422383266,-0.939496429913576,-8.50399166955918,95.9333333333334,87.7058725669606,82.0264977918507,75.6648936170213,15.8903312908921,48.2347977730004,64.4179039272068
2010-Q1,73.1,-21.9,2.97273333333333,7.41552898566667,8.02666666666666,6.66666666666667,5.19412318833333,-6.51369356032569,-27.6010318142734,84.1929839180068,-2.8880866425993,-20.8611928323081,59.2161105101107,99.6296296296296,-1.67770419426049,5.04716981132076,72.0606616115324,73.419599439545,-3.02336234539626,5.37580886012942,67.7666666666667,69.7356501688215,-4.02124430955993,-9.67511602998928,72.1333333333334,84.1790051572118,63.5613698858429,74.7007978723404,14.3327227692605,130.941775465993,73.650743510862
2010-Q2,73.2,-20.7,3.28883333333333,6.24267965366667,7.11333333333333,6.25,4.805511544,4.59224069675377,-13.0062561738558,88.0593283893009,-2.16289286921256,-13.375224416517,91.0376965964883,97.4747474747474,3.5922766052986,4.0595399188092,77.2935588700942,76.0570345339158,5.43221539914974,3.33333333333334,75.7,73.5238408959894,1.62055335968377,-3.8159371492705,84.8333333333333,85.5431708534354,76.1603199733356,76.030585106383,0.177513308795416,70.0803219264487,73.7814833826206
2010-Q3,76.4,-5.8,3.2957,6.86787878766667,7.15666666666667,6.25,3.95469696966667,-9.27327781983348,-18.55249745158,79.8933422214816,-8.56649395509498,-16.6561712846347,97.1290671548639,89.1245791245791,0.346770697876033,2.88888888888892,76.6269477543538,76.3207780433528,0.224014336917544,3.46901017576318,74.5,73.6885448406489,-3.11162971606377,-6.38857572341226,88.5666666666666,82.8813841290967,81.6931922339805,75.9973404255319,-4.49331232736265,26.7715442932807,70.4662508944782
2010-Q4,76.8,-3.7,3.15433333333333,6.51383838366667,7.05,6.25,3.32049062033333,-2.62828535669586,-13.619541080681,77.7935172068994,6.27125047223272,-7.67968493600263,126.986768744279,94.7138047138047,5.35637149028077,7.682119205298,83.1597366886093,80.4088024396274,6.16897630755478,8.79523591387997,80.3333333333333,78.2343737132504,-3.93416298675232,-9.21851289833081,86.5,79.6206953917818,80.793267227731,75.0997340425532,1.99304782764276,11.5694125322159,71.8706769771519
2011-Q1,79.2,-8.1,3.09206666666667,5.70757798466667,7.0,6.25,4.02399309866667,-1.32819194515852,-8.82818685669043,76.7602699775019,-0.959829363668688,-5.84656978709022,56.1204959640509,93.8047138047138,1.92701927019272,11.6299955096542,81.2932255645363,81.9582955575703,1.22105263157895,13.556920170052,77.5666666666667,79.1896565922754,1.17007939824487,-4.30830039525694,69.2666666666667,80.5523207453003,66.3944671277394,77.4601063829787,10.6579534976369,7.98345884462725,79.5306203078136
2011-Q2,79.7,1.6,2.87153333333333,5.574167388,7.32666666666666,6.25,3.89316955266667,-5.86191923577942,-17.9409538228615,72.2606449462545,0.753768844221099,-3.03972366148532,88.1750852958309,94.5117845117845,-0.321802091713613,7.41222366710012,82.659778351804,81.6945520481332,-0.499168053244602,7.168458781362,81.0,78.7943671250926,1.52829409334988,-4.39517697394008,81.3666666666666,81.783397105307,79.2600616615282,78.7566489361702,-0.605993388423966,7.13890041630129,79.0486700069757
2011-Q3,80.2,5.3,3.01343333333333,5.740887446,7.33,6.25,4.56766955266667,3.04428044280445,-6.80016687526072,74.4604616281976,2.06626291414322,8.23573857196826,104.185736872764,96.4646464646464,1.93704600484264,9.11447084233262,82.659778351804,83.2770131047556,2.63377926421406,9.74519445686189,81.0666666666667,80.869636827802,-0.040683482506104,-1.36491368928141,87.1666666666667,81.7501247712527,85.4595450379135,79.7207446808511,-14.2857810532834,-3.84623954847578,67.7559500842466
2011-Q4,79.6,1.8,3.2174,6.25528282833333,7.51333333333333,5.91666666666667,5.42745887433333,-0.940017905102967,-5.18423307626392,73.7605199566703,5.58464223385689,7.53643796658371,136.07389531497,101.851851851852,0.673000791765612,4.2640426404264,85.5595367052746,83.8374680623094,0.6109979633401,3.99999999999999,82.5333333333334,81.3637486617804,2.64550264550263,5.39072294191392,90.3,83.9128264847779,88.5259561703191,83.1117021276596,-9.97937520362388,-15.1332195994898,60.9943296025596
2012-Q1,78.8,1.2,3.31963333333333,5.01849639266667,6.83,5.33333333333333,3.01107287166667,0.271125169453204,-3.64741641337388,73.9605032913924,-0.760330578512384,7.75305096913139,59.5822584671715,101.077441077441,-0.196618167518674,2.09171359613836,82.7931005749521,83.6726283689112,-0.890688259109288,1.83028286189685,78.8333333333334,80.6390513052788,0.396510705789071,4.5848822800496,72.8666666666666,84.2455498253203,72.3273060578285,84.1422872340426,12.1236235114541,-14.0091549365292,68.3890524869093
2012-Q2,79.3,-4.3,3.45053333333333,4.88622727266667,6.47333333333333,5.25,4.16830303033333,4.01081568273999,6.45756457564576,76.926922756437,4.03064623584277,11.2575703598148,96.6963468419738,105.151515151515,1.30023640661939,3.75302663438258,84.9595867011083,84.7605703453392,1.06209150326795,3.42809364548495,83.0,81.495511817508,2.40916271721958,5.49227013832384,85.6333333333333,86.2751622026285,86.359470044163,86.436170212766,-1.14574153794208,-14.4761187010536,67.6054907051617
2012-Q3,76.7,-2.7,3.61386666666667,5.60822727266667,6.63333333333333,5.25,4.77657575766667,-4.20277296360485,-1.02954341987468,73.6938588450962,-8.70957412744157,-0.488656195462474,103.420154780727,95.993265993266,0.933488914819147,2.73159144893111,84.0929922506458,85.5518008736504,1.73807599029912,2.5254582484725,81.9333333333334,82.9119657415795,0.424219051291917,5.98290598290596,92.2333333333334,86.6411578772251,94.3921339888343,87.8656914893617,-2.44496238834683,-2.66159384827624,65.9525618849632
2012-Q4,79.8,-5.0,3.48876666666667,5.88073807733333,6.78,5.25,5.57987287066667,-1.53776571687019,-1.62675101671939,72.5606199483376,1.4030164854437,-4.4297520661157,130.282100357826,97.3400673400673,1.19460500963392,3.2638615808101,88.4259645029581,86.573806972719,2.38379022646005,4.33198380566801,85.5333333333333,84.8884130774932,-2.073732718894,1.11022997620936,90.8333333333334,84.8444518382965,92.7589367552704,87.3005319148936,2.03491873209182,10.3293426775049,67.2946429210548
2013-Q1,76.1,-7.3,3.32146666666667,5.71884127,5.82666666666667,5.25,4.85588095233333,2.61828203950392,0.675980171248349,74.4604616281976,0.0,-3.69753497668222,56.9526504119164,97.3400673400673,1.94211728865193,5.47675334909379,86.6927756020332,88.2551718453804,1.97904540162981,7.35294117647057,83.6333333333334,86.5683933130198,-0.352941176470588,0.355450236966811,72.7666666666666,84.5450008318084,74.7271060744938,87.0013297872341,15.0346183064926,13.1937536929181,77.4121356249526
2013-Q2,78.8,-9.6,3.3673,4.36246867166667,5.37333333333333,5.16666666666667,3.35478279033333,-0.492390331244416,-3.68284228769496,74.0938255145405,0.588031822898659,-6.88440601985271,90.2055421486228,97.9124579124579,3.58610384759059,7.85686503306108,91.2590617448546,91.4200939586252,3.15829528158296,9.57962813257882,90.5,89.3024787943671,0.432900432900436,-1.58118010026996,84.1,84.9109965064049,86.259478376802,86.8351063829787,-3.26501051747406,10.7670700617798,74.8846212549966
2013-Q3,78.5,1.3,3.3524,4.027936508,5.19,4.41666666666667,3.382015183,5.21817363922628,5.78923563998193,77.9601699858346,5.57083906464924,7.68151525780427,112.240991928102,103.367003367003,1.08186080057698,8.01541425818881,91.5257061911508,92.4091321190143,1.4016967908521,9.21732220897895,90.3666666666667,90.5542287737791,2.23354231974921,0.192012288786489,92.3666666666666,86.8075195474963,95.1920673277227,88.7632978723404,4.99084813829918,19.2099241238107,78.6219989807739
2013-Q4,78.6,-3.1,3.2705,2.79543340233333,5.26666666666667,3.91666666666667,1.823046929,3.80504489097903,11.5296279283418,80.9265894508791,-8.07817589576546,-2.38671739882393,128.351502038778,95.016835016835,2.53300035676061,9.44402132520942,97.4918756770269,94.7498557652683,3.05565660240086,9.93403181994568,95.1666666666667,93.3212550440583,1.22652357224992,3.5686274509804,94.1,87.8722342372318,95.3587201066578,89.9268617021276,8.99976269577601,27.3471239252335,85.697792315719
2014-Q1,79.4,-3.0,3.28626666666667,2.915261905,5.29333333333333,3.5,2.121904762,4.32454695222406,13.3840644583706,84.426297808516,-8.71722182849043,-10.8958837772397,51.1608554547724,86.7340067340067,2.22686151704941,9.7497198356369,95.4920423298059,96.8598038407649,3.63572184962936,11.7199391171994,93.4666666666667,96.7141563040434,3.90003786444528,7.98898071625345,79.3666666666666,91.2992846448179,81.3598866761103,93.6835106382979,3.45901460009386,14.5325480922388,88.6620914638779
2014-Q2,79.4,1.7,3.2281,2.78374603166667,4.78333333333333,3.5,2.17134126966667,2.60560600078959,16.9140800719748,86.6261144904591,1.86335403726709,-9.76616231086656,80.5858367312973,88.3501683501684,1.7358747447243,7.78939776415434,98.5584534622115,98.5411687134262,0.817438692098109,9.18480265584656,99.2666666666667,97.504735238409,-0.400874635568528,7.0924764890282,90.1,90.9332889702213,94.2254812098992,94.4813829787234,2.73545845246088,21.6369991760858,91.0874061389551
2014-Q3,78.9,4.4,3.33143333333333,2.38536956533333,4.15333333333333,3.16666666666667,2.03983926233333,5.11735282801075,16.8020521590423,91.0590784101325,2.82012195121951,-12.1172638436482,99.059665473912,90.8417508417508,-2.27500836400134,4.20977524081341,95.4253812182318,96.2993488832111,-2.43243243243245,5.05638413968714,95.2,95.1329984353125,0.292718624222477,5.05940973553086,96.7,91.1994676426552,101.25822848096,95.2127659574468,6.96463862403659,23.9237313622203,97.4313148085418
2014-Q4,79.0,0.5,3.5509,2.05386956533333,3.74666666666667,2.66666666666667,1.11586956533333,8.08931185944364,21.6227347611203,98.4251312390634,5.78206078576722,1.13394755492558,130.914537738204,96.0942760942761,1.71174255391989,3.37508698677801,99.7916840263311,97.9477458171928,2.21606648199446,4.20049417578538,98.5,97.2412089269538,2.04304998175848,5.90685346459673,99.2333333333333,93.0627183496922,101.724856261978,96.0106382978724,-1.08221507128581,12.4613549908847,96.3768984355319
2015-Q1,77.0,-1.4,3.95466666666667,1.44818181833333,2.99333333333333,2.16666666666667,0.659,-0.0677277345072628,16.502171338334,98.3584701274894,1.19131044148563,12.111801242236,57.6516601481235,97.2390572390572,1.4809828340626,2.62083049693668,98.1918173485543,99.3983351190967,0.982384823848241,1.53269754768392,94.9333333333334,98.1964918059787,1.57311405076868,3.53498542274052,82.2666666666667,94.5267010480785,83.4597116906924,96.0438829787234,1.80951308510407,10.6683244255704,98.1208510237403
2015-Q2,76.8,2.5,4.01756666666667,1.34884126966667,3.51333333333333,1.75,1.06319841266667,-0.779396814639119,12.6587148903424,97.591867344388,-1.59279778393351,8.30792682926828,87.37621702588,95.6902356902357,-0.331674958540623,0.535296085647368,99.0917423548038,99.0686557323003,1.30828581013084,2.02702702702702,101.166666666667,99.4811825743226,3.02710313269976,7.09842663739482,96.4666666666667,97.3881217767427,98.6917756853596,98.8031914893617,4.46119364910825,12.5273147439284,102.498212198062
2015-Q3,76.9,3.5,3.9807,1.36967124633333,3.86,1.75,0.918200012666667,5.08879781420764,12.6281112737921,102.558120156654,3.55383532723435,9.08080059303186,107.913788799201,99.0909090909091,1.83028286189684,4.7586442998973,100.458295142071,100.88189235968,1.65562913907286,6.30193905817176,102.0,101.128222020917,4.37307823710282,11.4556731120029,107.866666666667,101.646980535685,106.691109074244,100.797872340426,-1.33194320790968,3.79927071824248,101.132994222461
2015-Q4,77.7,3.6,4.06973333333333,1.15993145733333,3.52666666666667,1.75,0.682518037333333,-1.10497237569059,3.04774805282765,101.424881259895,8.9704383282365,12.3686054660126,147.058334026795,107.979797979798,-0.228758169934638,2.76001346348032,102.25814515457,100.651116788923,0.0651465798045725,4.06504065040654,101.9,101.194103598781,4.71358428805239,14.3725420092957,113.4,106.438196639494,111.157403549704,104.355053191489,-2.85273039615469,1.94138237542017,98.2479425557359
2016-Q1,77.7,0.2,4.0766,0.835315389666666,3.42333333333333,1.75,0.405278813,5.19224449556358,8.47170450694679,106.691109074244,-10.1340816962894,-0.207756232686971,58.0178081051843,97.037037037037,0.491320013101867,1.75787728026535,101.091575702025,101.145635869117,1.20442708333332,4.2938611204294,100.4,102.412912789261,3.65739293529227,16.7194649771207,97.2,110.33105972384,93.958836763603,106.948138297872,-8.7973282317162,-8.67919750663393,89.6047485681998
2016-Q2,78.4,1.1,3.9838,0.764920634666667,3.44666666666667,1.75,0.44015873,11.9025304592315,22.3360655737705,119.390050829098,6.83553088133241,8.33919774806475,94.7657485229258,103.670033670034,2.08604954367666,4.22628951747089,104.024664611282,103.255583944614,3.18430363460919,6.22516556291391,108.4,105.674050893519,1.83956574185767,15.3741031773147,111.8,112.360672101148,108.957586867761,108.942819148936,0.743091307254175,-11.9295920096023,90.2705936656971
2016-Q3,77.8,4.3,4.00013333333333,0.770945166,2.99666666666667,1.75,0.476681096666667,0.279173646007827,16.7370815729607,119.723356386968,-5.78109775901268,-1.42711518858309,105.81675959058,97.6767676767676,0.287356321839068,2.6470588235294,102.091492375635,103.552295392731,-0.467581047381529,4.00651465798046,105.2,105.17993905954,0.148060408646714,10.7037643207856,119.166666666667,112.527033771419,116.090325806183,110.272606382979,4.54388954571337,-6.68486535013893,94.3723897341261
2016-Q4,77.3,1.1,4.1762,0.766611111,3.41,1.75,0.511777777666667,1.92093541202671,20.3089056851791,122.023164736272,-4.58462599103757,-13.6888057374493,123.724723308646,93.1986531986532,0.891435848455916,3.79954143465444,105.257895175402,104.47539767576,-0.0939555277168772,3.84114583333333,105.066666666667,105.081116692745,1.83323477232406,7.65864332603935,121.266666666667,114.589918482782,119.523373052246,112.5,1.27207598690488,-2.72276878675209,95.5728782422022
2017-Q1,76.7,0.7,4.24583333333333,0.826869565333333,3.9,1.75,0.452224637666667,4.06992624965857,19.0253045923149,126.989417548538,3.757225433526,-0.346981263011807,58.5171007739036,96.7003367003367,3.40801514673396,6.81225554106907,107.924339638363,108.035935053161,4.16927899686518,6.88324220006432,107.666666666667,109.462241620687,3.83275261324044,7.84077201447528,104.133333333333,118.98186657794,101.9248395967,116.223404255319,10.8973885059471,18.2837157451554,105.987826090571
2017-Q2,76.0,1.0,4.13953333333333,0.860278309666666,3.73666666666667,1.75,0.506603668,2.54593175853017,9.07314349525404,130.222481459878,-5.71030640668524,-12.0493666774927,83.2154447865524,91.1784511784512,3.72291730241078,8.52490421455939,111.624031330722,112.058023572076,4.2732470659043,8.01122194513715,115.933333333333,114.139833649016,3.13199105145412,9.20935741782646,121.533333333333,122.708367992015,118.956753603866,119.980053191489,9.29457474792238,28.3241187481807,115.838943810257
2017-Q3,75.9,4.6,3.90146666666667,0.938621933666667,3.86333333333333,1.75,0.604603174666666,5.09342206296392,14.3095768374165,136.855262061495,1.77252584933531,-4.99827645639434,99.758675210119,92.7946127946128,0.147102088849648,8.37312957656798,109.657528539288,112.222863265474,0.577200577200569,9.14500469777635,113.4,114.798649427654,3.85032537960956,13.2465996451804,135.033333333333,127.433039427716,131.98900091659,125.531914893617,-2.37794716824673,19.8277962916746,113.084354926194
2017-Q4,76.8,3.6,3.92313333333333,1.993162578,4.33333333333333,1.83333333333333,1.545877826,7.76911836337065,20.8686151324774,147.487709357554,-2.83018867924528,-3.2514450867052,119.397520179745,90.1683501683502,2.93772032902469,10.571158094036,115.490375802016,115.519657133438,3.07030129124824,12.6018808777429,117.266666666667,118.323313843367,1.82767624020889,13.2404181184669,137.1,129.762102811512,138.388467627698,130.31914893617,-4.32336760876109,13.2071195769036,108.195302554738
2018-Q1,76.7,1.9,3.786,2.03272727266667,4.42,2.25,1.257848485,2.10169491525427,18.5826771653543,150.587451045746,6.72143390589992,-0.487465181058491,57.2189398352334,96.2289562289562,-0.570776255707769,6.31675312786088,113.223898008499,114.860298359845,-0.361915367483308,7.70388203430636,114.066666666667,117.895083587252,-1.43589743589745,7.49440715883668,110.833333333333,127.898852104475,113.32388967586,130.551861702128,6.92091221417547,9.14782266178136,115.683404464413
2018-Q2,75.6,0.0,3.90206666666667,2.62379365066667,4.7,2.5,2.43513784466667,1.08455068614432,16.8927565907346,152.22064827931,-3.6039188243527,1.73559822747415,83.5483065656986,92.7609427609427,2.72675086107921,5.2956751985878,115.490375802016,117.99225253441,3.91170718077674,7.33044733044733,121.366666666667,122.506794037717,3.06971904266388,7.4295010845987,129.7,131.824987522875,134.922089825848,136.934840425532,1.94668842605822,1.80980249886378,117.935399909992
2018-Q3,76.3,3.6,3.9949,3.274469697,4.86666666666667,2.5,2.69413636366667,-0.591197722793979,10.5698977106673,151.320723273061,-8.23956442831216,-8.27285921625545,90.5051177498544,85.1178451178451,0.474993014808616,5.64042303172738,113.823848012666,118.552707491964,-1.2906695348212,5.33715925394548,118.366666666667,120.925636168986,-0.176678445229672,3.26370757180156,139.3,131.592081184495,145.487876010332,138.331117021277,-4.26974440584305,-0.163148259091696,112.899859769827
2018-Q4,75.3,0.6,4.0835,3.162961752,4.76,2.5,2.46088808966667,-3.56828193832598,-1.06214689265535,145.921173235564,1.10759493670886,-4.55563853622107,114.903886161272,86.060606060606,0.111234705228032,2.73972602739725,117.623531372386,118.684579246683,-0.326886406973565,1.86525612472158,120.033333333333,120.530346701804,3.10998735777496,4.56410256410254,145.133333333333,135.684578273166,151.454045496209,141.190159574468,3.06197329895147,7.54332266104158,116.356823330532
2019-Q1,75.4,0.0,4.16813333333333,3.10068253966667,4.76,2.5,2.79278571433333,31.2928277752398,27.2244355909695,191.584034663778,18.3098591549296,5.8082575227432,63.9094615960722,101.818181818182,-2.02777777777779,1.23421354764637,113.89050912424,116.277919723069,0.136649357748007,2.374965074043,115.4,120.695050646463,2.28052967140757,8.50676378772114,120.233333333333,138.77890534021,126.456128655945,146.708776595745,-9.67734765756165,-9.15155937870766,105.096569013542
2019-Q2,74.5,0.4,4.22286666666667,3.293614035,4.81,2.5,2.77965709733333,-22.3208072372999,-2.23341361944385,148.820931589034,15.0462962962963,26.2794918330309,109.311808271615,117.138047138047,-0.793875815140355,-2.23526124615815,113.723856345305,115.35481744004,-1.2008733624454,-2.66200591556869,118.833333333333,119.24565593346,0.143850395588577,5.42655224634025,136.733333333333,138.978539344535,146.721106574452,148.670212765957,10.7445177982606,-1.31149030283474,116.388688576563
2019-Q3,74.9,0.1,4.25603333333333,3.092732919,4.25,2.5,2.483574879,-2.19484882418812,-3.81057268722466,145.554537121907,-1.06352400114974,36.1550632911393,123.158858284097,115.892255892256,-3.20091454701341,-5.81201334816462,109.724189650862,111.662408307921,-3.14917127071823,-4.49468809588666,114.733333333333,115.490405995224,1.86736892506581,7.58533501896331,149.633333333333,141.573781400765,160.219981668194,152.160904255319,8.91743021707421,12.2831940795959,126.767568660946
2019-Q4,73.9,-1.6,4.30466666666667,3.04862836433333,4.33666666666667,2.5,2.608336784,4.00732768490956,3.74600274097763,151.387384384635,-2.73097036606625,30.9859154929578,145.227594241491,112.727272727273,-1.53528196043698,-7.36111111111112,112.457295225398,109.94807549658,-1.05533371363378,-5.19267559442471,115.766666666667,114.271596804743,2.58519388954173,7.03776360961255,156.166666666667,145.233738146731,168.385967836014,156.582446808511,6.33613662734041,15.8503052524375,134.799735010461
2020-Q1,74.1,-2.5,4.35116666666667,3.03639393933333,4.29333333333333,2.33333333333333,2.50883333333333,-2.68604139145752,-23.1036882393876,147.321056578618,20.2508960573477,33.1349206349206,85.7451943080636,135.555555555556,-0.959520239880051,-6.35100652112276,107.091075743688,108.893101458831,-2.30614009801094,-7.50545851528382,108.166666666667,111.636333690192,2.77205040091641,7.55214576840087,131.6,149.259690567293,141.288225981168,160.804521276596,-3.71813323530589,23.4937567231234,129.787701261933
2020-Q2,72.1,-31.2,4.3944,2.391,4.42,1.91666666666667,2.25933333333333,-0.610859728506795,-1.61254199328108,146.421131572369,-4.09836065573771,10.9801667145732,121.095115253391,130.0,-22.7369058431729,-27.0648756787654,83.3263894675444,84.1341795104261,-24.5795219828858,-29.3922651933702,83.4666666666667,84.1966565099234,-13.4195274186358,-7.01460378261911,126.766666666667,129.229745466645,135.255395383718,137.300531914894,-10.8397719598261,-0.575380796462553,115.719010413239
2020-Q3,66.6,-39.6,4.14396666666667,2.06206945233333,3.77,1.58333333333333,1.97100414066667,6.8062827225131,7.44217998626059,156.386967752687,3.31520331520331,15.8919233004067,142.298410585005,134.309764309764,26.2539184952978,-4.87156775907885,106.05782851429,106.222698425781,31.0250391236307,-4.47803764974331,110.833333333333,110.318702132916,13.9289392378991,3.99529964747358,155.333333333333,147.230078189985,164.85292892259,156.449468085106,5.12450798026771,-4.03772698211466,121.649040336552
2020-Q4,71.3,-6.1,4.08643333333333,2.07739393933333,3.09,1.5,1.77582323233333,2.38704177323103,5.76838397181856,160.119990000833,-1.83003258962147,16.9653524492234,162.902554714155,131.851851851852,4.56238361266295,1.01949025487257,111.757353553871,111.068985411687,4.15049268438341,0.547708273277608,114.766666666667,114.897471794449,3.36723163841808,4.7880870561283,161.8,152.187655964066,173.785517873511,163.829787234043,4.07307860220567,-6.08000723557517,126.603901368289
2021-Q1,72.8,-9.4,4.04606666666667,1.64429710133333,2.77666666666667,1.25,1.32357246366667,6.53621981681934,15.7918552036199,170.585784517957,2.14504596527072,-0.64580228514653,86.9434967129899,134.680134680135,1.72157910359158,3.75416288222828,110.290809099242,112.981125855106,0.372706422018341,3.30480967837119,111.2,115.325702050564,-0.765194578049846,1.18145341061077,137.033333333333,151.023124272168,150.720773268894,171.343085106383,14.2632651952021,11.4602925865594,144.66175156792
2021-Q2,72.7,-5.6,4.08593333333333,1.553952381,2.99333333333333,1.25,1.17860317466667,0.195388823759262,16.7311632142044,170.919090075827,4.12499999999998,7.87360787360788,132.046267787301,140.23569023569,-0.671140939597318,33.3855799373041,110.690775768686,112.222863265474,-0.199942873464723,36.697965571205,114.766666666667,115.095116528041,5.50782110597047,23.3007209062822,156.066666666667,159.341207785726,174.818765102908,174.202127659574,9.77736347790552,37.2340259954832,158.80585683222
2021-Q3,73.4,7.0,4.18313333333333,1.56166666666667,3.65333333333333,1.25,1.26166666666667,-0.507020280811235,8.73827791986359,170.052495625365,-10.6362545018007,-6.69340686888943,131.047682449863,125.319865319865,-4.64159811985899,0.744878957169469,106.657778518457,107.013928954092,-5.46651402404122,-1.3735443415945,110.266666666667,108.803425842049,1.02317811651703,9.33333333333334,170.133333333333,160.971552154384,193.883843013082,181.682180851064,5.80399984645504,38.1210637207448,168.022948518924
2021-Q4,72.5,-6.1,4.32653333333333,2.508073593,5.07666666666667,1.66666666666667,1.982994228,-1.23480987847902,4.89175686927562,167.952670610782,2.1762493283181,-2.88559754851888,158.941499542315,128.047138047138,1.26309303758474,-2.4339566636984,109.457545204566,108.365614439957,1.18074477747502,-4.18577981651378,110.2,110.088116610393,0.475403059115313,6.27459554000873,170.466666666667,161.736815837631,199.116740271644,187.965425531915,4.27057462848197,38.3831714780657,175.198493928401
2022-Q1,72.4,1.7,4.40666666666667,3.613231884,5.72333333333333,2.33333333333333,2.68313043466667,-2.28219884897799,-3.79054318093008,164.119656695275,9.12437549303181,3.74999999999997,92.4024298909878,139.73063973064,2.43383024034072,-1.75080245112343,109.957503541372,111.003049534328,5.29622980251347,0.51413881748072,111.966666666667,115.918636251338,0.843447850236594,7.99735624586913,144.533333333333,163.100981533855,176.951920673277,197.207446808511,1.82671607850187,23.3213831940392,178.398872986284
2022-Q2,72.8,1.3,4.639,5.471161882,7.73,3.5,4.21596172266667,-0.710804224207939,-4.66068642745709,162.95308724273,0.433734939759039,0.0720288115246024,136.1404676708,140.3367003367,-1.98990198990199,-3.05522914218566,108.957586867761,108.794197642792,-4.23415743108837,-3.54894104178591,114.366666666667,111.010458700486,2.95797633618932,5.38734600125289,163.866666666667,167.925469971719,214.215482043163,211.602393617021,-3.09291267159947,8.86320888048268,172.8811516377
