,id,name
0,GP,Growth rate previous period
1,GY,Growth rate same period previous year
2,CXML,"US Dollars, monthly level"
3,CXMLSA,"US Dollars, monthly level, s.a."
4,NCMLSA,"National currency, monthly level, s.a."
5,NCML,"National currency, monthly level"
6,GYSA,"Growth rate same period previous year, s.a."
7,GPSA,"Growth rate previous period, s.a."
8,ST,"Level, rate or national currency"
9,STSA,"Level, rate or national currency, s.a."
10,CXCU,"US Dollars, sum over component sub-periods"
11,CXCUSA,"US Dollars, sum over component sub-periods, s.a."
12,IXNB,Index source base
13,AL,Annual Level
