country,ONM,ONM,ONM,ONM
subject,BSCICP03,CSCICP03,CSCICP04,CSCICP04
measure,IXNSA,IXNSA,GPSA,IXNSA
unit,Index,Index,Percentage,Index
powercode,Units,Units,Units,Units
reference_period,,,,
time,,,,
1980-01,,98.1750175009189,,
1980-02,,97.9461206302586,,
1980-03,,97.6239921698798,,
1980-04,,97.4111580887424,,
1980-05,,97.3888463730522,,
1980-06,,97.5400660032128,,
1980-07,,97.7775052498201,,
1980-08,,98.0712807632388,,
1980-09,,98.3029635614249,,
1980-10,,98.3666989251339,,
1980-11,,98.2329026198263,,
1980-12,,97.9885704502194,,
1981-01,,97.8575159335901,,
1981-02,,97.7227052105512,,
1981-03,,97.6732095539936,,
1981-04,,97.7575203478837,,
1981-05,,97.8615398522414,,
1981-06,,97.8470621910746,,
1981-07,,97.8025701330431,,
1981-08,,97.7439921641258,,
1981-09,,97.6362503835253,,
1981-10,,97.4868175639917,,
1981-11,,97.3863555884344,,
1981-12,,97.4566385185355,,
1982-01,,97.631743152188,,
1982-02,,97.6949442080468,,
1982-03,,97.7411063081804,,
1982-04,,97.9425373368427,0.287149236704697,98.8568889975626
1982-05,,97.9932543923843,0.120115409504402,98.9756313546054
1982-06,,97.9316291972869,-0.0857922043156956,98.8907179787308
1982-07,,97.8068129686207,-0.184131864672082,98.708628655729
1982-08,,97.7422628287326,-0.0130401964204292,98.6957568566684
1982-09,,97.760118743226,0.0478367422534646,98.742969691491
1982-10,,97.8252316199787,0.123742138647418,98.8651563539512
1982-11,,97.8772672643444,-0.00664240414876945,98.8585893307039
1982-12,,97.951964925364,-0.00545749490993404,98.8531941282231
1983-01,,98.1394974562516,0.0798290095814732,98.9321076540354
1983-02,,98.4838999431822,0.221252801881137,99.15099771418
1983-03,,98.9280959691337,0.397798340082471,99.5454187372622
1983-04,,99.2982956775642,0.284693472231411,99.8288180463126
1983-05,,99.5000438964312,0.0878139519373283,99.9164816766114
1983-06,,99.5628725774866,-0.0290486323992988,99.8874573051428
1983-07,,99.564882322144,0.0298063795676873,99.9172301398077
1983-08,,99.5324530819582,-0.00523185058321501,99.9120026196199
1983-09,,99.4979817643044,-0.0489616304788593,99.8630840740933
1983-10,,99.5285946865314,-0.028362262571093,99.8347606439766
1983-11,,99.6765278868996,0.123797897516643,99.9583539786446
1983-12,,99.8908236003384,0.156965297268841,100.115253906112
1984-01,100.501805417378,100.068541048635,0.232090549513829,100.34761194905
1984-02,100.388371722855,100.102403855104,-0.118143568659479,100.229057699229
1984-03,100.322531624553,100.05227543491,0.0632210524431198,100.29242356436
1984-04,100.313513997678,99.9322613438284,-0.179201786231261,100.112697749878
1984-05,100.276948362622,99.8367824504946,0.0287633210301706,100.141493486524
1984-06,100.213187678185,99.7861465802015,-0.127029285604302,100.014284462755
1984-07,100.069689694247,99.8355286538791,0.0938322426017684,100.108130108788
1984-08,99.8688386189995,99.9270983627866,0.0908831727299322,100.199111553592
1984-09,99.694143479981,99.9806214763335,0.113422198994674,100.312759589289
1984-10,99.6132708473377,99.9381007141973,-0.179947319937601,100.132249466852
1984-11,99.5821281248134,99.9039033460296,0.00720622271829187,100.139465219762
1984-12,99.58291602104,99.909667692075,-0.0712269114717258,100.068138971521
1985-01,99.5640068584354,99.9617368457253,0.221301993412744,100.289591757836
1985-02,99.50659817014,99.9390628328706,-0.126043043917684,100.163183703652
1985-03,99.4212510790402,99.893647494286,-0.0375845613581991,100.125537810415
1985-04,99.3794787284886,99.8558095341516,0.0234984846384756,100.149065794536
1985-05,99.3653420093267,99.8184474149262,-0.109438285834523,100.039464373652
1985-06,99.3794798066375,99.8240639915924,0.1145658140765,100.154075400409
1985-07,99.4018200542661,99.8233702188944,-0.0461040809540584,100.107900284408
1985-08,99.4575862643741,99.8334672203464,-0.02017538791008,100.087703127197
1985-09,99.5605803661278,99.8803748672715,0.0388217149026322,100.126558889957
1985-10,99.6497750420344,99.9583990541938,0.0369946308043083,100.163600340756
1985-11,99.6881214787805,100.060791963956,0.0362660074958865,100.199925679563
1985-12,99.6554706072517,100.186869934185,0.0967406435763818,100.296859732529
1986-01,99.6058661681631,100.301473351311,0.118196679388325,100.415407290263
1986-02,99.559985379652,100.356561898658,0.00260077556872841,100.418018869644
1986-03,99.5062838043108,100.373629819914,-0.0158948615773767,100.402057564545
1986-04,99.456956485946,100.382059532035,0.0199243642611102,100.42206203622
1986-05,99.4468446152888,100.386061732509,-0.0608450644413667,100.360960167861
1986-06,99.378071587532,100.40240100846,0.12337418615401,100.484779685684
1986-07,99.3442913839785,100.367082790086,-0.080052907775953,100.404338697674
1986-08,99.4108657671261,100.303056058528,-0.0684531344138256,100.335608780748
1986-09,99.4416731903362,100.251213596813,-0.104647293801822,100.230610281439
