country,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN
1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.871078921796,2.46180889882528,2.461799999,,,,,,,,,,,,,560.0,,,,,,,,,,,,,,,,,,,,7.0758844855607,7.0758844855607,2.23805131447952,1541.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.115240965618,2.24506644860066,2.240099999,,,,,,,,,,,,,588.0,,,,,,,,,,,,,,,,,,,,3.82629564766168,3.82629564766168,2.32368577451789,1600.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.390057609532,1.98941552463247,2.020199999,,,,,,,,,,,,,587.0,,,,,,,,,,,,,,,,,,,,7.77289793776434,7.77289793776434,2.50430349816551,1725.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.984828002529,1.96110708887637,1.839699999,,,,,,,,,,,,,584.0,,,,,,,,,,,,,,,,,,,,2.33550324327144,2.33550324327144,2.56279158758653,1765.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.973990064597,1.85982338938658,1.9663,,,,,,,,,,,,,580.0,,,,,,,,,,,,,,,,,,,,8.70454287980061,8.70454287980061,2.78587088024792,1919.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.892333555384,1.94141535102098,1.880299999,,,,,,,,,,,,,575.0,,,,,,,,,,,,,,,,,,,,-1.56013068830214,-1.56013068830214,2.7424076537087,1889.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.966059880908,1.85782338223958,1.729999999,,,,,,,,,,,,,576.0,,,,,,,,,,,,,,,,,,,,7.57597412565572,7.57597412565572,2.95017174797368,2032.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.981991847699,1.68358941885647,1.577099999,,,,,,,,,,,,,615.0,5300.0,5.3,5.3,,,,,,,,,,,175.91,48.0,107.39,30.4,14.58,15.72,11.6634272358224,11.6634272358224,3.29426288313037,2269.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.296240189595,1.55493895401486,1.496199999,,,,,,,,,,,,,668.0,5676.0,5.4,5.4,,,,,,,,,,,201.3964224,57.25233778,115.31,32.58,21.24,23.24,7.59271663258833,7.59271663258833,3.544386928979,2441.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.547292167755,1.49838605814132,1.530299999,,,,,,,,,,,,,762.0,5415.0,4.9,4.9,,,,,,,,,,,233.688298,63.74035892,130.24,27.73,27.15,28.62,7.83263296717698,7.83263296717698,3.82200574806252,2632.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.603235169576,1.70454166583333,1.745499999,,,,,,,,,,,,,772.0,4395.0,3.8,3.8,,,,,,,,,,,262.7531019,65.47444226,133.93,28.09,37.53,35.82,5.11162935559591,5.11162935559591,4.01737251585304,2767.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.375938819121,1.89254166583333,1.922699999,,,,,,,,,,,,,798.0,3794.0,3.2,3.2,,,,,,,,,,,286.7119234,71.35892006,151.32,20.1,44.87,35.77,9.01893474018935,9.01893474018935,4.37969672132813,3016.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.751629915954,1.97567499916667,1.980899999,,,,,,,,,,,,,826.0,2714.0,2.3,2.3,,,,,,,,,,,322.0937331,84.76290036,168.83,22.57,46.0,40.92,10.7686800420286,10.7686800420286,4.85133224805918,3341.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.026482161562,2.32004166625,2.7957,,,,,,,,,,,,,974.0,2357.0,1.9,1.9,,,,,,,,,,,368.9547158,110.7748123,212.7,36.81,62.37,62.24,15.1926460555137,15.1926460555137,5.5883779854838,3849.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.902359860506,2.93665833325,3.2015,,,,,9.3,,,,,,,,1148.0,2385.0,1.8,1.8,,,,,,,,,,,462.7442905,130.3632941,277.2,78.55,82.97,119.68,13.4307460515378,13.4307460515378,6.33893884111418,4366.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.078994187804,3.45279166658333,3.7221,,,,,6.5,,,,,,,,1329.0,2644.0,2.0,2.0,,,,,,,,,,,529.351961,144.603021,321.97,70.22,102.83,128.35,8.94900644203882,8.94900644203882,6.90621088636239,4757.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.28629054589,3.7221,3.7221,,,,,7.3,,,,,,,,1459.0,2766.0,2.0,2.0,,,,,,,,,,,604.7600083,160.1367686,373.87,82.33,145.8,144.72,11.6580485138942,11.6580485138942,7.71134030196635,5312.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.265261032179,3.7221,3.7221,,,,,18.8,,,,,,,,1747.0,2962.0,2.0,2.0,,,,,,,,,,,753.2143356,190.1670009,475.19,121.83,170.89,186.0,11.221908050045,11.221908050045,8.57669982007908,5908.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.891983589031,3.76510833333333,4.7221,,,,,18.0,,,,,,,,1935.0,3779.0,2.6,2.6,,,,,,,,,,,877.7970159,226.5079232,441.94,199.33,180.05,198.61,4.20691487831174,4.20691487831174,8.93751428087812,6156.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.2159772632357,4.78320833333333,5.2221,,,,,3.1,,,,,,7.92,7.92,2140.0,3832.0,2.5,2.5,,,,,,,,695.07,695.07,,943.5038163,257.6109781,452.78,191.92,274.43,223.4,3.9198074286791,3.9198074286791,9.28784762959924,6398.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.328406586451,,,44.328406586451,,,,51.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.9704798096652,5.32339166666667,5.4342,,,,,3.4,,,,,,7.2,7.2,2340.0,3522.0,2.3,2.3,,,1.33234379989018,,,,2.15265404148471,863.33,863.33,,1054.447174,308.4081669,567.03,209.77,350.79,289.04,9.2624112810077,9.2624112810077,10.148126276206,6990.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.20000000000002,6.20000000000002,47.076767794811,6.20000000000002,6.20000000000002,47.076767794811,,,,56.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3861799659733,5.51459166666667,5.7518,,,,,6.4,,,,,,7.2,7.2,2711.0,3639.0,2.3,2.3,29.1366403366655,29.0448635930852,1.72054402091205,,,31.3896998338298,2.82836568356756,1173.15,1173.15,2719.45,1231.222047,393.3887108,831.37,237.26,434.64,407.08,14.224775484864,14.224775484864,11.5916744549168,7985.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,6.8,50.2779880048582,6.8,6.8,50.2779880048582,,,,62.83,,,,,,,21.1140714910139,108.236313571768,108.236313571768,84.94,84.0599684932686,,,470.0656618,463.921353225854,17.2259877476514,80.584,79.0897211439992,,,446.8117195,436.746844233534,16.159724564207,4.356,4.97024734926946,23.2539423,27.1745089923209,1.06626318344436
1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0567617209455,5.76195833333333,5.8,,,29.7196562882423,,14.7,39.8208673860968,44.4186186749772,,,,10.08,10.08,3371.0,4201.0,2.6,2.6,38.2962923956381,38.4330901660694,2.37944858995619,,,45.6915801257465,4.12069065612395,1628.04,1628.04,3567.33,1569.615191,513.0738847,1339.528244,220.85,498.74,566.69,13.8837473168508,13.8837473168508,13.2010332460294,9093.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,24.0,62.3447051260241,24.0,24.0,62.3447051260241,,,,69.96,,,103.850833333333,103.850833333333,6.84401389049064,6.84401389049064,22.5591214767071,90.4404309567073,90.4404309567073,91.743,90.3399005996821,7.47077618392912,7.47077618392912,529.0402714,520.755310367067,14.7583771198876,103.959,101.750667980538,28.6522022188955,28.6522022188955,599.5891749,586.528143735784,16.5744048589575,-12.216,-11.4107673808563,-70.5489035,-65.7728333687165,-1.81602773906989
1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9809741353614,8.61874266666666,8.4462,31.8,31.8,39.2282197819869,24.25698564255,24.1,49.4802094706812,55.1932366295854,,,,10.08,10.08,4499.0,4764.0,2.8,2.8,31.9480995473982,31.7800843059885,3.13963719415456,,,24.3002110153773,5.122027180853,2054.07,2054.07,4863.74,2144.609042,685.976012,1697.651082,272.84,1025.0,961.59,13.0365838102234,13.0365838102234,14.9219970089635,10279.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,19.5,74.5019226255988,19.5,19.5,74.5019226255988,,,,77.34,,,133.760833333333,133.760833333333,-22.2991124970017,-22.2991124970017,17.5286376002809,103.689832828811,103.689832828811,121.006,118.302295528197,30.9524304796644,30.9524304796644,1040.463732896,1018.29946162195,21.0139441872249,115.614,114.447795934529,12.4786679104841,12.4786679104841,994.592398592,985.846548286461,20.6002989281726,5.392,3.85449959366755,45.871334304,32.4529133354883,0.413645259052216
1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.443919133927,8.35141666666667,8.3174,22.9,22.9,48.0286202633851,16.7912259453003,17.1,57.7885432411111,64.4608576985834,,,,10.44,10.44,5348.0,5196.0,2.9,2.9,32.157840358363,32.3631512020942,4.14927671088257,,,21.1421232649119,6.20493248109124,2398.71,2398.71,6133.99,2807.285552,815.2836483,2011.954955,398.51,1229.6,1129.74,10.9539319437229,10.9539319437229,16.5565424059698,11405.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,14.9,85.6027090968131,14.9,14.9,85.6027090968131,,,,83.92,,4.58156830237199,171.335,171.335,-14.2899038387331,-14.2899038387331,15.0238121429607,115.286653116129,115.286653116129,148.779,148.942195373773,25.8996663663838,25.8996663663838,1241.6786695,1243.85050868705,20.8094817355947,132.084,131.716960704732,15.0891195668648,15.0891195668648,1101.8871305,1099.49816362137,18.1608971806628,16.695,17.2252346690414,139.791539,144.352345065681,2.64858455493189
1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0099663023039,8.314175,8.2982,7.6,7.6,51.6721330232811,8.31315652518693,8.3,62.59259529437,69.8195896965446,,,,9.0,9.0,5980.0,5528.0,3.0,3.0,27.2147952461068,27.2993118023523,5.27849387194366,,,16.1309332868943,7.2058460001129,2851.48,2851.48,7181.37,3366.034127,945.7224304,2304.766835,423.68,1427.36,1281.44,9.92274515546102,9.92274515546102,18.19940591547,12536.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89999999999998,2.89999999999998,88.0851876606206,2.89999999999998,2.89999999999998,88.0851876606206,14.6041583366653,14.6041583366653,12.175,90.11,,4.91098848464285,204.7925,204.7925,65.1407372724162,65.1407372724162,24.8104341393082,109.878774425292,109.878774425292,151.047,150.54003213924,1.0727898574727,1.0727898574727,1255.6008139,1251.48714748283,17.5776613005086,138.835,138.142739113851,4.87847455235813,4.87847455235813,1154.1673015,1148.53670300315,16.3037326925843,12.212,12.3972930253885,101.4335124,102.950444479675,1.27392860792433
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0113074301622,8.28981666666667,8.2798,-0.1,-0.1,51.6134157685248,2.78646809561694,2.8,64.3367179924663,71.7650902879295,,,,8.55,8.55,6444.0,5768.0,3.1,3.1,21.0605043575728,21.1657588595191,6.39017130385857,,,23.5024532891985,8.89939659038102,3482.63,3482.63,7971.51,3662.632374,1093.04075,2502.952438,360.3,1717.97,1362.98,9.23656017758903,9.23656017758903,19.8804049948161,13694.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.300000000000001,-0.300000000000001,87.8209320976388,-0.300000000000001,-0.300000000000001,87.8209320976388,13.7854558176729,13.7854558176729,11.492475,94.63,,5.04304371365793,226.145,226.145,30.2166824789261,30.2166824789261,32.307324244826,129.748290415932,129.748290415932,182.791,182.607592003008,21.3016826209437,21.3016826209437,1515.181977,1513.74716995388,19.1542304667991,142.371,142.104505681973,2.86787897325266,2.86787897325266,1180.1153936,1178.00176204023,14.9512291833,40.42,40.5030863210346,335.0665834,335.74540791365,4.20300128349907
1998,-16643.706,-16643.706,,,-1790.213409,-1790.213409,,,4278.446,4278.446,,,45626.902891,45626.902891,,,31471.42948,31471.42948,,,3.05826778826767,0.0,,46.834,,-46.834,,5584.14,5584.14,,,25052.087719,25052.087719,,,,,4660.648,4660.648,,,163698.30645,163698.30645,,,198995.18218,198995.18218,,,22227.846,22227.846,,,26842.301128,26842.301128,,,,,382.202,382.202,,,118071.40358,118071.40358,,,167523.7527,167523.7527,,,-18736.48048,,-41118.079,,2633.807,,43751.886,,0.0,,43660.041,,35040.784,,-8619.257,,3830.01,,109.857,,3720.153,,6426.0,,47930.601,,35242.486,,12688.115,,75.2010257145583,8.27895833333334,8.2787,-3.2,-3.2,49.9680069441316,-0.773183722312738,-0.8,63.8392769614783,71.2102142915202,6.85490833333333,6.85490833333333,,4.59,4.59,7446.0,5710.0,3.1,3.1,15.4538085964168,15.4670069248492,7.37769614614002,,,11.7940137706633,9.94899264975649,3895.37,3895.37,8519.55,3882.179158,1268.80028,2839.021868,164.52,1717.29,1354.37,7.84612823280112,7.84612823280112,21.4402470639095,14769.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.10000000000002,-4.10000000000002,84.2202738816356,-4.10000000000002,-4.10000000000002,84.2202738816356,15.3808476609356,15.3808476609356,12.8225,97.25,,5.25601544941105,244.524166666667,244.524166666667,-3.96951679088852,-3.96951679088852,31.0248795842408,132.302684859885,132.302684859885,183.711,184.479621903904,1.02516542733105,1.02516542733105,1520.9323331,1527.30048394437,18.2329698732671,140.237,140.676755712828,-1.00471829678625,-1.00471829678625,1161.007983,1164.65568116205,13.8652951406405,43.474,43.8028661910756,359.9243501,362.644802782329,4.36767473262658
1999,-14470.282,-14470.282,,,-2282.461011,-2282.461011,,,4943.465,4943.465,,,32923.416377,32923.416377,,,21114.138367,21114.138367,,,1.92998914513354,0.0,,25.525,,-25.525,,8330.026,8330.026,,,29370.16625,29370.16625,,,,,5367.251,5367.251,,,169329.23338,169329.23338,,,212396.67663,212396.67663,,,22800.308,22800.308,,,31652.627257,31652.627257,,,,,423.786,423.786,,,136405.81701,136405.81701,,,191282.53826,191282.53826,,,-17788.333467,,-36978.137,,1774.313,,38752.45,,0.0,,20539.5211,,24395.2885,,3855.7674,,10534.862,,-698.7138,,11233.5758,,8505.32,,45209.7835,,41909.5036,,3300.2799,,71.1013339058211,8.27825,8.2795,-4.2,-4.2,47.8646471601294,-1.40147345353026,-1.4,62.9445864419375,70.2122220420225,3.65841666666667,3.65841666666667,,3.24,3.24,8319.0,5750.0,3.1,3.1,14.5690092658793,14.6356230686349,8.45255338127958,11989.79,11989.79,12.9103569972157,11.2334431184668,4583.73,4583.73,9056.43,4191.492828,1476.698786,2980.454095,142.42,1829.21,1575.55,7.66164114862664,7.66164114862664,23.0829218553252,15900.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.39999999999999,-2.39999999999999,82.1989873084764,-2.39999999999999,-2.39999999999999,82.1989873084764,19.7769092363055,19.7769092363055,16.48735,100.9825,108.758333333333,5.53595680228336,259.455833333333,259.455833333333,18.8216694282143,18.8216694282143,36.8642798600882,118.01394120368,118.01394120368,194.93,194.066153234432,5.19652589895354,5.19652589895354,1613.67218457,1606.52163026347,17.8091753583374,165.699,165.735557307185,17.8130363238619,17.8130363238619,1371.69920667,1371.99772140128,15.2883688855582,29.231,28.330595927247,241.9729779,234.523908862188,2.52080647277922
2000,-14665.5411975,-14665.5411975,,,-1133.815216,-1133.815216,,,6311.305,6311.305,,,29919.666794,29919.666794,,,20431.615383,20431.615383,,,1.68670766263592,7.917,,43.2,,-35.283,,12550.854169,12550.854169,,,35029.99884,35029.99884,,,,,6860.835,6860.835,,,218062.0909,218062.0909,,,272503.7789,272503.7789,,,27216.395366,27216.395366,,,36163.814056,36163.814056,,,,,549.53,549.53,,,188142.42411,188142.42411,,,252072.16353,252072.16353,,,-11805.439655,,-37482.8871,,915.776903,,38398.664,,0.0,,31534.64803,,43863.490886,,12328.84286,,11307.47,,7316.7382,,3990.7318,,10548.4,,66635.137789,,58044.24506,,8590.892733,,71.2030321084949,8.27850416666666,8.2774,-2.6,-2.6,46.6354789893269,0.347807340240894,0.4,63.1635123338668,70.4564253040309,2.60098333333333,2.60098333333333,,3.24,3.24,9333.0,5950.0,3.1,3.1,13.2227676708715,13.2367276535309,9.57021487714258,13461.026,13461.026,19.8356520362674,13.4616698071379,5314.715,5314.715,10028.01,4698.77741,1674.1455,3296.230276,99.84,2314.32,2075.3,8.48998104505038,8.48998104505038,25.0426575454861,17250.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75000000000001,2.75000000000001,84.4594594594595,2.75000000000001,2.75000000000001,84.4594594594595,23.0191723310676,23.0191723310676,19.1903166666667,109.43,111.491666666667,5.92019447894719,284.6,284.6,36.8692889938599,36.8692889938599,50.4558777372094,110.955440944435,110.955440944435,249.226,249.330871464019,28.4772575271421,28.4772575271421,2063.21840983,2064.08768185417,20.8099774111485,225.099,226.407226455185,36.6075150883568,36.6075150883568,1863.47881625,1874.31397476965,18.8709859114152,24.127,22.9236450088344,199.73959358,189.773707084524,1.93899149973325
