country,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU
2014-02,3.75,-0.137072964993682,1.59836944861617,94.71,98.6905175408128,0.758416574176818,5.29673303692248,54.47,98.4783198240274,-0.0369617445943408,1.20684816166153,108.18,98.5447837671654,0.6850048164401,4.54545454545454,94.07,96.7217890497815,0.487804878048772,1.89612530915086,98.88,98.9377136663054,-0.0657102179388944,0.929100763189909,91.25,96.8092724716866,0.770050941831544,1.68559473998805,85.06,99.0990291262136,-0.0913983954503922,-1.82616505338788,98.38,98.8975639178367,0.048818590119112,-1.17658404860642,102.47,99.0694414231504,0.0,6.87219730941704,95.33,99.1033604490995,0.0110803324099834,0.277746917009215,90.26,97.8817235396183,0.493877970984672,0.174358974358978,97.67,98.5528694555392,0.296610169491528,2.02586206896553,94.68,98.1843635766568,,,,,,,12.6552,13.7684606136447,-2.39054671193339,,47.457,51.6317273011676,,,,
2014-03,3.75,-0.358990602893026,1.06018419361749,94.37,98.3362278568948,-0.67927299430878,4.56126787785078,54.1,97.8093831922138,0.046219264189309,1.13062978882452,108.23,98.5903304411195,0.616562134580646,5.16666666666668,94.65,97.3181389769514,-0.212378640776698,1.5645908389089,98.67,98.7275910948053,-0.0438356164383635,0.974205690246864,91.21,96.7668355303291,-0.434987067952038,1.23117379870906,84.69,98.6679611650485,-0.274446025614966,-1.72292897926475,98.11,98.6261434842342,-0.0683126768810308,-1.03411616893785,102.4,99.0017644357431,0.0,6.87219730941704,95.33,99.1033604490995,-0.121870152891645,0.625069762250257,90.15,97.7624349334876,0.43001945326099,0.780848659200663,98.09,98.976665965945,0.0105618926911574,2.05863332614786,94.69,98.1947337037773,,,,,,,14.4370666666667,13.8532348031572,0.615712910043567,,54.139,51.9496305118393,,,,
2014-04,3.75,0.67818162551658,1.2575935201961,95.01,99.0031260854464,0.0,5.02814987381092,54.1,97.8093831922138,-0.175552065046661,1.03806228373701,108.04,98.4172530800938,0.507131537242452,5.72349410980216,95.13,97.811669951161,-0.23310023310023,1.34870791722435,98.44,98.4974568498291,0.493366955377706,1.27057783670312,91.66,97.2442511206005,-0.188924312197418,1.28205128205129,84.53,98.4815533980582,3.18010396493732,1.58554942298042,101.23,101.762557383641,-0.703124999999988,-0.751586139580265,101.68,98.3056582795543,0.0,6.87219730941704,95.33,99.1033604490995,0.343871325568484,0.948554848789192,90.46,98.0986119144014,-0.0611683148129315,0.760612601500664,98.03,98.9161236073156,0.485795754567553,2.55442983401596,95.15,98.6717595513192,,,,,,,15.4776,14.4732275788339,4.4754368527374,,58.041,54.2746034206271,,,,
2014-05,3.75,-0.073676455109992,1.37746930058728,94.94,98.9301840916985,0.683918669131225,5.74645699864103,54.47,98.4783198240274,-0.0833024805627454,1.02002620250797,107.95,98.3352690669764,0.651739724587417,6.41253611913758,95.75,98.449147459515,0.314912637139373,1.37562878554564,98.75,98.8076377887101,-0.0654593061313599,1.14840989399292,91.6,97.1805957085643,-0.283922867620958,1.05502937297688,84.29,98.2019417475728,-0.158055912278973,1.54727217924242,101.07,101.60171564521,0.0983477576711142,-0.498582461628713,101.78,98.4023396901361,0.0,6.87219730941704,95.33,99.1033604490995,0.110546097722763,0.835096314441606,90.56,98.2070561017929,-0.112210547791491,0.482298614674196,97.92,98.8051292831617,0.126116657908552,2.69483669289641,95.27,98.7962010767649,,,,,,,14.5264,14.2448815120613,-1.57771350950449,,54.474,53.4183056702299,,,,
2014-06,3.75,0.0631978091426211,1.36577037985489,95.0,98.9927058006252,0.146869836607311,5.02502887947632,54.55,98.6229547714466,0.166743862899472,0.651587079959033,108.13,98.4992370932112,-0.417754569190601,5.96799288730829,95.35,98.0378716476737,-0.364556962025321,1.08907839309565,98.39,98.4474276661386,-0.0436681222707254,1.09307717787348,91.56,97.1381587672069,0.605053980306072,1.7518598512119,84.8,98.7961165048544,-0.0692589294548256,1.34457154324704,101.0,101.531347384646,-0.176852033798391,-0.887718271388168,101.6,98.2283131510889,0.0,6.87219730941704,95.33,99.1033604490995,-0.165636042402833,0.735376044568251,90.41,98.0443898207056,0.51062091503268,0.788530465949825,98.42,99.3096489384066,-0.0419859347118669,2.59642318465849,95.23,98.754720568283,,,,,,,15.3432,15.6729446497812,10.0250966391735,,57.537,58.7735424366795,,,,
2014-07,3.75,0.347368421052628,1.08153960343548,95.33,99.3365751997221,-0.073327222731431,5.45560069645966,54.51,98.550637297737,0.453158235457332,0.919817894639043,108.62,98.9455944979618,0.0104876769795479,4.72216121238743,95.36,98.0481535429698,0.0813090761256249,1.47361912613355,98.47,98.5274743600434,1.1140235910878,1.93789914115834,92.58,98.2203007718219,0.518867924528297,1.10307199620447,85.24,99.3087378640776,-0.0693069306930617,1.18295739348371,100.93,101.460979124083,2.80511811023622,0.45201000192344,104.45,100.98373335267,0.0,6.87219730941704,95.33,99.1033604490995,0.0884857869704581,0.544444444444434,90.49,98.1311451706188,-0.924608819345661,1.00476486430496,97.51,98.3914231658609,0.220518744093247,2.27175310758681,95.44,98.9724932378129,,,,,,,13.5394666666667,12.9849800240239,-17.1503484879264,,50.773,48.6936750900897,,,,
2014-08,3.75,0.33567607258996,1.43160127253448,95.65,99.6700243139979,-0.568702990277012,4.17067076686528,54.2,97.9901768764878,-0.313017860430866,0.454587624083858,108.28,98.6358771150736,-0.408976510067116,4.788701313031,94.97,97.6471596264244,0.568701127246882,1.6213442791175,99.03,99.0878012173768,0.162022034996766,2.17055971793741,92.73,98.3794393019123,0.246363209760688,1.569000356591,85.45,99.5533980582524,-0.0792628554443806,1.66330645161289,100.85,101.380558254867,0.287218764959322,-0.219089350352445,104.75,101.273777584415,0.0,6.87219730941704,95.33,99.1033604490995,0.707260470770259,1.16563055062166,91.13,98.8251879699248,1.32294123679622,1.39573070607553,98.8,99.6930838763927,0.136211232187759,2.454974271012,95.57,99.1073048903791,,,,,,,16.2565333333333,16.2306368490909,24.9954702976983,,60.962,60.8648881840908,,,,
2014-09,3.75,0.543648719289061,1.42375026365746,96.17,100.211879124696,0.848708487084859,4.55241009946441,54.66,98.821827824148,0.157000369412637,0.602968460111313,108.45,98.7907358065177,-0.0421185637569712,4.55997356537063,94.93,97.6060320452403,0.262546703019292,1.78370066632497,99.29,99.3479529725673,0.161759948236811,2.40352811466372,92.88,98.5385778320028,-0.0234055002925662,2.31137724550899,85.43,99.5300970873786,-0.297471492315309,1.04512109335745,100.55,101.078979995309,-0.152744630071603,0.17239727995403,104.59,101.119087327484,0.0,6.87219730941704,95.33,99.1033604490995,-1.13025348403381,-0.133008202172477,90.1,97.7082128397918,-0.283400809716602,1.20184899845917,98.52,99.4105528694556,-0.0104635345819806,2.34550712220198,95.56,99.0969347632586,,,,,,,15.2544,15.8050776713098,-2.62194996867858,,57.204,59.2690412674117,,,,
2014-10,3.75,0.0519912654674073,1.47648175490404,96.22,100.263980548802,0.0,5.03458877786318,54.66,98.821827824148,0.802213001383119,0.802213001383119,109.32,99.5832479333196,0.115874855156442,4.41661173368492,95.04,97.7191328934967,0.664719508510418,2.13570406703454,99.95,100.008338197282,0.430663221360908,2.50549450549451,93.28,98.9629472455773,-0.421397635491064,1.12933903946741,85.07,99.1106796116505,0.0596718050720969,1.3907084551043,100.61,101.13929564722,-0.94655320776365,0.592290513642101,103.6,100.161941362724,-0.136368404489664,-0.188718808974619,95.2,98.9682147776594,1.24306326304108,1.36681853539283,91.22,98.9227877385772,-0.223304912708078,0.459887583035264,98.3,99.1885642211478,0.177898702385939,2.07933461292386,95.73,99.2732269243067,,,,,,,13.2357333333333,14.3599390739789,-9.143508354623,,49.634,53.849771527421,,,,
2014-11,3.75,-0.0415713988775676,1.33810978822044,96.18,100.222299409517,0.128064398097335,2.72147147147146,54.73,98.9483834031398,-0.201244054152944,0.55299539170507,109.1,99.3828425679214,0.505050505050484,4.50765864332603,95.52,98.2126638677062,0.270135067533759,2.4220746039857,100.22,100.27849578921,0.0,2.48297077565371,93.28,98.9629472455773,0.0352650758199222,0.996914312841201,85.1,99.1456310679612,-0.0298181095318524,1.3196333232598,100.58,101.109137821265,0.0868725868725773,0.523509452253984,103.69,100.248954632248,0.0,-0.188718808974619,95.2,98.9682147776594,-0.131550098662584,1.41378158744294,91.1,98.7926547137073,0.162767039674459,0.643974241030345,98.46,99.3500105108262,0.114906507886764,2.0442930153322,95.84,99.3872983226319,,,,,,,14.7002666666667,14.87560232692,3.59098496368606,,55.126,55.78350872595,,,,
2014-12,3.75,-0.207943439384488,1.51242728714967,95.98,100.013893713095,0.438516353005656,2.70926756352764,54.97,99.3822882453973,0.0183318056828781,0.682782801254871,109.12,99.4010612375031,0.0837520938023475,3.69888274216293,95.6,98.2949190300745,-0.209539014168828,1.93660177351952,100.01,100.06837321771,0.0643224699828402,2.43634767339772,93.34,99.0266026576134,0.305522914218572,1.35359772025647,85.36,99.4485436893204,-0.149135016901952,1.35230598445859,100.43,100.958348691485,0.173594367827179,0.962286158631417,103.87,100.422981171295,0.0,-0.188718808974619,95.2,98.9682147776594,-0.142700329308449,1.74477127838049,90.97,98.6516772700983,0.162502539102189,0.663468408696546,98.62,99.5114568005046,-0.0208681135225468,1.90364777198765,95.82,99.366558068391,,,,,,,14.9466666666667,14.1028774217489,-5.19457893663054,,56.05,52.8857903315583,,,,
2015-01,3.75,-0.28130860595959,0.917334458034577,95.71,99.7325460229246,-0.509368746589053,1.16537180910097,54.69,98.8760659294302,-0.559017595307917,0.267972648309012,108.51,98.8453918152627,0.512552301255243,2.84705126832923,96.09,98.7987318995801,0.0699930006999223,1.70731707317071,100.08,100.138414074877,0.374973216198837,2.60650531157594,93.69,99.3979258944911,0.199156513589507,1.32685700746358,85.53,99.6466019417476,-0.49785920541672,1.48268508175079,99.93,100.455718258888,-0.587272552228747,0.820152314001168,103.26,99.8332245667464,0.0,-0.136368404489664,95.2,98.9682147776594,0.681543365944827,1.4847645429363,91.59,99.324031231926,-0.446156966132626,1.01862331515589,98.18,99.067479503889,0.0521811730327872,1.55720338983051,95.87,99.4184087039934,,,,,,,13.8237333333333,14.1131633493481,0.0729349571125622,0.053172053951383,51.839,52.9243625600553,,,,
2015-02,3.75,-0.459722077107926,0.591278640059133,95.27,99.2740534907954,0.749680014627922,1.15659996328256,55.1,99.6173200349534,0.322550916966163,0.628581992974664,108.86,99.1642185329416,0.468310958476423,2.62570426278304,96.54,99.2614171879016,-0.0399680255795098,1.17313915857607,100.04,100.098390727925,0.18144946098837,2.86027397260274,93.86,99.5782828952603,-0.187068864725833,0.364448624500352,85.37,99.4601941747573,-0.0900630441308928,1.48404147184388,99.84,100.365244781021,-0.75537478210341,0.00975895384016893,102.48,99.0791095642086,0.0,-0.136368404489664,95.2,98.9682147776594,0.40397423299486,1.88344781741634,91.96,99.7252747252747,0.916683642289661,1.44363673594758,99.08,99.9756148833298,0.0938771252737979,1.35192226446978,95.96,99.5117398480776,,,,,,,13.988,15.1739137052889,7.51603541802552,10.2077721764434,52.455,56.9021763948333,,,,
2015-03,3.75,0.0734753857457787,1.02786902617356,95.34,99.3469954845432,0.0907441016333838,1.94085027726432,55.15,99.7077168770904,0.110233327209268,0.692968677815768,108.98,99.2735305504316,0.40397762585457,2.40887480190174,96.93,99.6624111044469,-0.439824070371869,0.942535725144418,99.6,99.6581339114484,0.0745791604517521,2.98212915250523,93.93,99.6525475426359,0.117137167623287,0.921006021962455,85.47,99.5766990291262,0.230368589743575,1.99775761899908,100.07,100.596454780015,0.0683060109289542,0.146484375000006,102.55,99.1467865516158,0.0,-0.136368404489664,95.2,98.9682147776594,0.195737277076993,2.20743205768163,92.14,99.9204742625795,-0.0605571255551115,0.948108879600353,99.02,99.9150725247004,0.0937890787828274,1.4362657091562,96.05,99.6050709921619,,,,,,,15.7874666666667,14.4352650401512,-4.86788497340786,4.2014031037822,59.203,54.1322439005672,,,,
2015-04,3.75,0.440528634361243,0.789390590464168,95.76,99.7846474470302,0.562103354487759,2.51386321626616,55.46,100.26817729834,0.16516792071938,1.0366530914476,109.16,99.4374985766664,-0.309501702259374,1.57678965625986,96.63,99.3539542455659,0.130522088353422,1.31044290938643,99.73,99.7882097890436,0.383264132864893,2.86929958542441,94.29,100.034480014853,0.140400140400151,1.25399266532593,85.59,99.7165048543689,-0.349755171380029,-1.49165267213277,99.72,100.244613477197,-0.0877620672842636,0.767112509834757,102.46,99.0597732820922,0.0,-0.136368404489664,95.2,98.9682147776594,0.0542652485348323,1.91244749060358,92.19,99.9746963562753,0.0,1.00989493012342,99.02,99.9150725247004,0.0624674648620557,1.00893326326852,96.11,99.6672917548848,,,,,,,14.9368,14.5380691460188,0.7121733170928,0.44801041669345,56.013,54.5177592975706,,,,
2015-05,3.75,0.125313283208006,0.990099009900986,95.88,99.9096908648836,0.0180310133429479,1.83587295759134,55.47,100.286256666767,-0.119091242213252,1.00046317739694,109.03,99.3190772243857,0.569181413639674,1.49347258485641,97.18,99.9194584868477,-0.110297804070991,0.881012658227852,99.62,99.6781455849245,-0.0318167356029236,2.90393013100439,94.26,100.002652308835,0.303773805351072,1.85075335152448,85.85,100.019417475728,-0.310870437224227,-1.64242604135747,99.41,99.932982608987,-0.0878391567440856,0.579681666339164,102.37,98.9727600125686,0.0,-0.136368404489664,95.2,98.9682147776594,-0.249484759735326,1.54593639575971,91.96,99.7252747252747,-0.171682488386188,0.94975490196077,98.85,99.7435358419172,0.124856934762249,1.00766243308492,96.23,99.7917332803304,,,,,,,15.2322666666667,15.0491637917952,3.51556070233928,5.64611421339569,57.121,56.4343642192319,,,,
2015-06,3.75,0.0208594075928336,0.947368421052632,95.9,99.9305314345259,0.0,1.6865261228231,55.47,100.286256666767,0.256810052279181,1.09127901599926,109.31,99.5741385985288,0.133772381148381,2.05558468799162,97.31,100.053123125696,0.180686609114627,1.4330724667141,99.8,99.8582506462103,-0.0106089539571504,2.93796417649628,94.25,99.9920430734955,0.30285381479325,1.54481132075472,86.11,100.322330097087,0.160949602655662,-1.41584158415842,99.57,100.093824347418,0.605646185405879,1.36811023622047,102.99,99.5721847581756,0.0,-0.136368404489664,95.2,98.9682147776594,0.456720313179641,2.17896250414776,92.38,100.180740312319,0.354071825999006,0.792521845153427,99.2,100.096699600589,0.14548477605737,1.19710175364907,96.37,99.9369150600171,,,,,,,15.0696,14.7166876922804,-2.20926626963876,-6.1013228775373,56.511,55.1875788460513,,,,
2015-07,3.75,0.104275286757027,0.702821776985202,96.0,100.034734282737,-0.126194339282481,1.63272793982756,55.4,100.159701087775,0.649528862867085,1.28889707236237,110.02,100.220901368678,0.0822114890555865,2.12877516778523,97.39,100.135378288064,-0.0200400801603184,1.3303544226668,99.78,99.8382389727341,-0.0212201591511913,1.78224238496436,94.23,99.9708246028168,0.394843804436194,1.41952135147819,86.45,100.718446601942,-0.251079642462584,-1.5951649658179,99.32,99.8425091311195,2.0778716380231,0.65102920057443,105.13,101.641166944626,0.0,-0.136368404489664,95.2,98.9682147776594,-0.0216497077289433,2.06652668803183,92.36,100.159051474841,-0.231854838709685,1.49728233001743,98.97,99.864620559176,0.176403445055507,1.15255658005029,96.54,100.113207221065,,,,,,,13.2608,14.0455223356613,-4.5605734840123,8.16745431779838,49.728,52.6707087587299,,,,
2015-08,3.75,0.0937500000000128,0.460010454783059,96.09,100.128516846127,0.126353790613704,2.3431734317343,55.47,100.286256666767,-0.0636247954917218,1.54229774658295,109.95,100.157136025142,0.0,2.54817310729704,97.39,100.135378288064,0.2605732611746,1.01989296172878,100.04,100.098390727925,-0.095510983763134,1.52054351342608,94.14,99.8753414847625,-0.601503759398494,0.561732007021653,85.93,100.112621359223,-0.211437776882802,-1.72533465542885,99.11,99.6314043494287,0.00951203272141264,0.372315035799524,105.14,101.650835085684,0.0,-0.136368404489664,95.2,98.9682147776594,-0.0108271979211768,1.33874684516624,92.35,100.148207056102,0.262705870465802,0.435222672064786,99.23,100.126970779903,-0.0207168013258845,0.994035785288266,96.52,100.092466966824,,,,,,,15.8050666666667,14.7532192442624,5.0385944480278,-9.10264716391074,59.269,55.3245721659842,,,,
2015-09,3.75,0.541159329794982,0.45752313611314,96.61,100.670371656825,0.0,1.48188803512623,55.47,100.286256666767,0.618462937698946,2.010142923006,110.63,100.776570790918,-0.0718759626245029,2.51764458021699,97.32,100.063405020992,0.129948020791669,0.88629267801389,100.17,100.22846660552,-0.0106224771616729,1.34582256675281,94.13,99.8647322494231,0.209472826719413,0.795973311483076,86.11,100.322330097087,0.79709413782667,-0.646444554947782,99.9,100.425560432932,-0.532623169107861,-0.00956114351276307,104.58,101.109419186426,0.0,-0.136368404489664,95.2,98.9682147776594,-0.324851109907959,2.16426193118758,92.05,99.8228744939271,0.0806207800060489,0.801867641088117,99.31,100.207693924743,0.155408205553259,1.16157388028464,96.67,100.248018873631,,,,,,,12.8824,14.0141699593504,-5.00941030344575,-11.331217404963,48.309,52.5531373475641,,,,
2015-10,3.75,0.175965220991608,0.581999584286005,96.78,100.847516498784,0.0180277627546402,1.50018294914014,55.48,100.304336035194,0.370604718430805,1.57336260519577,111.04,101.150053517342,0.0,2.39898989898988,97.32,100.063405020992,-0.0598981731057137,0.160080040020015,100.11,100.168431585091,0.711781578667792,1.62950257289879,94.8,100.57555101716,-0.243874114504689,0.975667097684283,85.9,100.077669902913,-0.740740740740748,-1.44120862737302,99.16,99.6816673926884,-0.66934404283803,0.270270270270262,103.88,100.432649312353,4.17016806722689,4.17016806722689,99.17,103.095355667022,0.0434546442151078,0.953738215303666,92.09,99.8662521688838,0.0201389588158158,1.04781281790437,99.33,100.227874710952,0.196544946725976,1.18040321738222,96.86,100.44505128892,,,,,,,15.6829333333333,16.3812269861632,16.890454687496,14.0758808360611,58.811,61.4296011981119,,,,
2015-11,3.75,-0.681959082455046,-0.0623830318153509,96.12,100.15977770059,-0.0180245133381379,1.35209208843412,55.47,100.286256666767,-0.0810518731988383,1.69569202566454,110.95,101.068069504224,0.965885737772305,2.86850921273033,98.26,101.029903178819,0.0899011087803317,-0.0199560965875053,100.2,100.258484115734,-0.0316455696202497,1.59734133790737,94.77,100.543723311142,0.0698486612339724,1.01057579318448,85.96,100.147572815534,-0.211778943122226,-1.62060051700139,98.95,99.4705626109976,-0.490951097420089,-0.308612209470525,103.37,99.9395741183864,0.0,4.17016806722689,99.17,103.095355667022,0.9447279834944,2.04171240395171,92.96,100.80971659919,0.161079230846677,1.04611009547025,99.49,100.389321000631,0.134214329960765,1.19991652754591,96.99,100.579862941487,,,,,,,13.6370666666667,13.5790125316543,-17.106254964148,-8.71621711020938,51.139,50.9212969937036,,,,
2015-12,3.75,0.0208073241781084,0.166701396124186,96.14,100.180618270233,-0.648999459167106,0.254684373294537,55.11,99.6353994033808,-0.0540784136998789,1.62206744868034,110.89,101.013413495479,0.488499898229179,3.28451882845188,98.74,101.523434153029,-0.0698602794411101,0.119988001199889,100.13,100.188443258568,-0.0316555872111393,1.49989286479537,94.74,100.511895605124,-0.26756630991157,0.433458294283041,85.73,99.8796116504854,-0.21222839818091,-1.6827641143085,98.74,99.2594578293067,-0.37728547934604,-0.856840281120623,102.98,99.5625166171174,0.0,4.17016806722689,99.17,103.095355667022,-0.462564543889842,1.71485104979664,92.53,100.343406593407,0.0804100914664702,0.963293449604526,99.57,100.47004414547,0.010310341272295,1.23147568357337,97.0,100.590233068607,,,,,,,14.4682666666667,13.8092697938723,1.69568487900901,-2.08189874375428,54.256,51.7847617270211,,,,
2016-01,3.75,-0.228832951945078,0.219412809528796,95.92,99.9513720041681,0.707675557974962,1.48107515085027,55.5,100.340494772049,0.0721435656957266,2.26707215924797,110.97,101.086288173806,2.26858416042132,5.08897908211052,100.98,103.82657869934,0.339558573853975,0.389688249400481,100.47,100.528641707663,0.601646611779611,1.72910662824209,95.31,101.116622019468,8.08351802169601,8.33625628434466,92.66,107.953398058252,0.162041725744395,-1.03072150505354,98.9,99.4202995677378,-1.26238104486307,-1.53011814836334,101.68,98.3056582795543,0.0,4.17016806722689,99.17,103.095355667022,-0.280989949205668,0.742439130909479,92.27,100.061451706189,0.170734156874564,1.58891831330208,99.74,100.641580828253,1.32989690721651,2.52425159069573,98.29,101.927979467148,,,,,,,13.0656,13.5592679424962,-1.81039153487334,-3.92467225908965,48.996,50.8472547843608,,,,
2016-02,3.75,-0.521267723102586,0.157447255169524,95.42,99.4303577631122,0.324324324324309,1.05263157894735,55.68,100.665923403742,0.261331891502219,2.20466654418519,111.26,101.35045888274,0.89126559714794,5.53138595400869,101.88,104.751949275983,-0.0995321986662576,0.329868052778874,100.37,100.428583340282,0.188857412653437,1.73662902194758,95.49,101.307588255576,0.172674293114606,8.72671898793486,92.82,108.139805825243,0.101112234580373,-0.841346153846161,99.0,99.5208256542573,0.0,-0.78064012490242,101.68,98.3056582795543,0.0,4.17016806722689,99.17,103.095355667022,-0.195079657526814,0.141365811222279,92.09,99.8662521688838,0.0100260677762282,0.676221235365365,99.75,100.651671221358,0.142435649608298,2.5739891621509,98.43,102.073161246835,,,,,,,11.8832,12.0046002049852,-11.4657203036643,-20.8865923575078,44.562,45.0172507686944,,,,
2016-03,3.75,-0.565919094529456,-0.482483742395642,94.88,98.8676623827718,15.4454022988506,16.5548504079782,64.28,116.214180251303,-0.215710947330573,1.87190310148651,111.02,101.13183484776,0.0883392226148531,5.19962859795729,101.97,104.844486333648,0.229152137092754,1.00401606425703,100.6,100.658717585258,0.230390616818513,1.89502821249865,95.71,101.540991433042,0.355526826115082,8.985608985609,93.15,108.52427184466,0.565656565656571,-0.509643249725181,99.56,100.083771738766,-0.0688434303698018,-0.916626036079968,101.61,98.237981292147,0.0,4.17016806722689,99.17,103.095355667022,0.217178846780324,0.162795745604521,92.29,100.083140543667,0.160401002506259,0.898808321551204,99.91,100.813117511036,0.111754546378136,2.59239979177512,98.54,102.18723264516,,,,,,,12.8976,12.2458617198388,2.00974218827775,-15.1670462178744,48.366,45.9219814493956,,,,
2016-04,3.75,0.168634064080961,-0.751879699248119,95.04,99.0343869399097,0.793403858120721,16.8229354489722,64.79,117.1362280411,0.0180147721131308,1.72224257969954,111.04,101.150053517342,-0.284397371776003,5.22612025250959,101.68,104.546311370063,-0.0298210735586448,0.842274140178478,100.57,100.628700075044,0.762720718838166,2.28019938487644,96.44,102.315465612816,-0.665593129361255,8.10842388129453,92.53,107.801941747573,0.351546805946158,0.190533493782593,99.91,100.435613041584,0.314929632910156,-0.517275034159658,101.93,98.5473618060088,0.0,4.17016806722689,99.17,103.095355667022,-0.130024921443274,-0.0216943269334925,92.17,99.953007518797,0.0300270243218864,0.929105231266409,99.94,100.843388690351,0.0,2.52835292893559,98.54,102.18723264516,,,,,,,11.796,11.8354332610328,-3.35156862126834,-18.5900607421868,44.235,44.382874728873,,,,
2016-05,3.75,-0.652356902356912,-1.52273675427617,94.42,98.3883292810004,-0.0771724031486427,16.7117360735533,64.74,117.045831198963,-0.288184438040354,1.55003210125653,110.72,100.858554804035,0.64909520062942,5.30973451327433,102.34,105.224916459601,-0.0994332305856729,0.853242320819096,100.47,100.528641707663,0.155537121526344,2.47188627201358,96.59,102.474604142906,-0.12968766886415,7.64123471170648,92.41,107.66213592233,0.240216194575124,0.744391912282474,100.15,100.676875649231,0.088295889335809,-0.341897040148487,102.02,98.6343750755324,0.0,4.17016806722689,99.17,103.095355667022,0.151893240750782,0.380600260983042,92.31,100.104829381145,-0.0200120072043093,1.08244815376835,99.92,100.823207904141,-0.0608889790947884,2.33814818663618,98.48,102.125011882437,16.852,16.96920451464,,,63.195,63.6345169299,13.1234666666667,11.3971565508252,-3.70308970141846,-24.2671771767213,49.213,42.7393370655947,3.72853333333333,5.57204796381475,13.982,20.8951798643053
2016-06,3.75,0.264774412200799,-1.28258602711158,94.67,98.6488364015283,0.0,16.7117360735533,64.74,117.045831198963,1.03865606936417,2.34196322385876,111.87,101.906128304981,0.0586281024037457,5.23070599116226,102.4,105.286607831377,-0.159251517866012,0.511022044088187,100.31,100.368548319853,-0.103530386168352,2.37665782493368,96.49,102.368511789513,-0.519424304728916,6.75879688770179,91.93,107.102912621359,0.199700449326011,0.783368484483292,100.35,100.87792782227,0.0980199960792111,-0.844742207981351,102.12,98.7310564861141,0.0,4.17016806722689,99.17,103.095355667022,0.389990250243749,0.313920762069726,92.67,100.495228455755,-0.61048839071257,0.110887096774193,99.31,100.207693924743,0.0710804224207996,2.26211476600601,98.55,102.197602772281,16.0266666666667,16.4165145752,-3.25701737499347,,60.1,61.561929657,12.3144,13.3046486186648,16.7365610828729,-9.59481578423567,46.179,49.8924323199929,3.71226666666667,3.11186595653523,13.921,11.6694973370071
2016-07,3.75,0.116193091792541,-1.27083333333333,94.78,98.7634595345606,0.0,16.8592057761733,64.74,117.045831198963,-0.3218020917136,1.35429921832393,111.51,101.578192252511,-0.371093750000002,4.75408152787761,102.02,104.895895810128,-0.119629149636137,0.410903988775305,100.19,100.248478278996,0.16582029225827,2.56818423007535,96.65,102.538259554943,0.859349505058186,7.25274725274725,92.72,108.023300970874,0.0,1.03705195328233,100.35,100.87792782227,0.0391696043869914,-2.82507371825358,102.16,98.7697290503469,0.0,4.17016806722689,99.17,103.095355667022,0.172655659868343,0.50887830229537,92.83,100.668739155581,1.59097774645051,1.93998181267052,100.89,101.801976035316,0.172501268391672,2.2581313445204,98.72,102.373894933329,15.3490666666667,15.51191837776,-5.51028169406038,,57.559,58.1696939166,9.93253333333334,10.1869837941701,-23.4328986345489,-27.471662849408,37.247,38.2011892281381,5.41653333333333,5.32493458358985,20.312,19.9685046884619
2016-08,3.75,-0.348174720405146,-1.70673327089188,94.45,98.4195901354637,0.0,16.7117360735533,64.74,117.045831198963,-0.914716168953456,0.491132332878567,110.49,100.649040103846,0.0490099980395947,4.80542150118082,102.07,104.947305286608,-0.189639684599263,-0.0399840063974588,100.0,100.058367380972,-0.09311950336265,2.57063947312513,96.56,102.442776436888,-0.388265746333051,7.48283486558826,92.36,107.603883495146,0.0,1.25113510241147,100.35,100.87792782227,0.342599843382934,-2.50142666920297,102.51,99.1081139873831,0.0,4.17016806722689,99.17,103.095355667022,0.0430895184746383,0.563075257173806,92.87,100.712116830538,-1.01100208147488,0.644966240048369,99.87,100.772755938617,-0.212722852512143,2.06174886033984,98.51,102.156122263799,16.1159031893333,16.2261769195733,4.60457903670633,,60.43463696,60.8481634484,12.026110568,11.1677483089256,9.6276241777938,-24.3029733102573,45.09791463,41.879056158471,4.08979262133333,5.05842861064773,15.33672233,18.969107289929
