country,SDR,SDR
subject,CCUSMA02,CCUSSP01
measure,ST,ST
unit,Special Drawing Rights,Special Drawing Rights
powercode,Units,Units
reference_period,,
time,,
1957-Q1,1.0,
1957-Q2,1.0,
1957-Q3,1.0,
1957-Q4,1.0,
1958-Q1,1.0,
1958-Q2,1.0,
1958-Q3,1.0,
1958-Q4,1.0,
1959-Q1,1.0,
1959-Q2,1.0,
1959-Q3,1.0,
1959-Q4,1.0,
1960-Q1,1.0,
1960-Q2,1.0,
1960-Q3,1.0,
1960-Q4,1.0,
1961-Q1,1.0,
1961-Q2,1.0,
1961-Q3,1.0,
1961-Q4,1.0,
1962-Q1,1.0,
1962-Q2,1.0,
1962-Q3,1.0,
1962-Q4,1.0,
1963-Q1,1.0,
1963-Q2,1.0,
1963-Q3,1.0,
1963-Q4,1.0,
1964-Q1,1.0,
1964-Q2,1.0,
1964-Q3,1.0,
1964-Q4,1.0,
1965-Q1,1.0,
1965-Q2,1.0,
1965-Q3,1.0,
1965-Q4,1.0,
1966-Q1,1.0,
1966-Q2,1.0,
1966-Q3,1.0,
1966-Q4,1.0,
1967-Q1,1.0,
1967-Q2,1.0,
1967-Q3,1.0,
1967-Q4,1.0,
1968-Q1,1.0,
1968-Q2,1.0,
1968-Q3,1.0,
1968-Q4,1.0,
1969-Q1,1.0,
1969-Q2,1.0,
1969-Q3,1.0,
1969-Q4,1.0,
1970-Q1,1.0,
1970-Q2,1.0,
1970-Q3,1.0,
1970-Q4,1.0,
1971-Q1,1.0,
1971-Q2,1.0,
1971-Q3,1.0,
1971-Q4,0.988293333333786,
1972-Q1,0.921050000000832,
1972-Q2,0.921050000000832,
1972-Q3,0.921050000000832,
1972-Q4,0.921050000000832,
1973-Q1,0.8704450070858,
1973-Q2,0.828999996185303,
1973-Q3,0.828999996185303,
1973-Q4,0.82899840862032,
1974-Q1,0.828999996185303,
1974-Q2,0.828999996185303,
1974-Q3,0.836533677201026,
1974-Q4,0.831592626460665,
1975-Q1,0.804143068537867,1.24891755373904
1975-Q2,0.803296316151667,1.2415565360447
1975-Q3,0.83775199518852,1.18075097710693
1975-Q4,0.85054462779136,1.17581636345461
1976-Q1,0.857261248934278,1.16459865538482
1976-Q2,0.871177057511191,1.14636541877337
1976-Q3,0.870209089734337,1.15159804755151
1976-Q4,0.86488102421616,1.15545367876471
1977-Q1,0.86522021703962,1.15583560611204
1977-Q2,0.86091851841205,1.16323107297779
1977-Q3,0.857071957746977,1.16562020549634
1977-Q4,0.844148959531919,1.19270441412621
1978-Q1,0.819359184178349,1.2261695347749
1978-Q2,0.815320094949321,1.22849052678697
1978-Q3,0.791147303963981,1.2705779163999
1978-Q4,0.774060986484542,1.30799583594361
1979-Q1,0.775614748085034,1.28713565045947
1979-Q2,0.784187089870353,1.277565780634
1979-Q3,0.767697707816105,1.3061876112576
1979-Q4,0.768736218628676,1.30371227442848
1980-Q1,0.76738339962152,1.29023571188944
1980-Q2,0.770668254958259,1.31015604753846
1980-Q3,0.757755607727802,1.31323949858032
1980-Q4,0.778007863790958,1.2807224906909
1981-Q1,0.804388053003575,1.23199025650967
1981-Q2,0.84630403236339,1.17311166445903
1981-Q3,0.881838491795555,1.13484517329843
1981-Q4,0.861193609951551,1.16528257796246
1982-Q1,0.87994627630456,1.12927317835005
1982-Q2,0.894205135946393,1.11533860159284
1982-Q3,0.920668471900244,1.08250656248221
1982-Q4,0.928185743557943,1.0816694007314
1983-Q1,0.917735339810838,1.08501931415941
1983-Q2,0.927816119209966,1.07577157179234
1983-Q3,0.948224386655295,1.05235769752152
1983-Q4,0.950436173176506,1.05226926414595
1984-Q1,0.953609393762819,1.05280936128275
1984-Q2,0.952780415202505,1.0399102550674
1984-Q3,0.986418039108826,1.00965277563592
1984-Q4,0.994208625656054,0.988596187439934
1985-Q1,0.96701420554609,0.975228303297444
1985-Q2,0.994111207759742,0.994133898310461
1985-Q3,0.973805277330288,1.04404489617467
1985-Q4,0.927570870238966,1.08775058174384
1986-Q1,0.889059846024764,1.13508513673535
1986-Q2,0.861512768707234,1.16555609780687
1986-Q3,0.831670895560083,1.20800217486922
1986-Q4,0.829812073637651,1.20670615673039
1987-Q1,0.793354111243292,1.27246876141043
1987-Q2,0.77257720358444,1.29029180004479
1987-Q3,0.783598194433669,1.2799945753556
1987-Q4,0.745678362564263,1.37118283336773
1988-Q1,0.730653030763973,1.37157189562291
1988-Q2,0.722082400523008,1.35320950681164
1988-Q3,0.770321085617162,1.29168211066599
1988-Q4,0.744488240965517,1.35265726847628
1989-Q1,0.759750174211172,1.30837528145469
1989-Q2,0.788569092840859,1.261889187759
1989-Q3,0.793947617212931,1.27127570783926
1989-Q4,0.779153968606676,1.29323420435469
1990-Q1,0.760148636409731,1.31441118056473
1990-Q2,0.762425084010004,1.31278475822805
1990-Q3,0.730054378283279,1.38138087503449
1990-Q4,0.697744560544662,1.42673118789036
1991-Q1,0.706945631088632,1.40053614524872
1991-Q2,0.747556773632292,1.33205256597134
1991-Q3,0.74740190219046,1.34632868466446
1991-Q4,0.722166701997042,1.39255429023699
1992-Q1,0.719837320483092,1.38332783538453
1992-Q2,0.720240827556296,1.39907830822828
1992-Q3,0.688627549800799,1.4666249174813
1992-Q4,0.712599157813996,1.38663379722335
1993-Q1,0.726587922403959,1.38523594101239
1993-Q2,0.707990857007123,1.41848767597576
1993-Q3,0.712806241981911,1.40556793698358
1993-Q4,0.717369288679153,1.38345806647964
1994-Q1,0.720906380769135,1.39752233604128
1994-Q2,0.706519638588934,1.42902794076766
1994-Q3,0.685273694787512,1.45278378968306
1994-Q4,0.681651941417354,1.46704226084905
1995-Q1,0.66988197600592,1.5105323230538
1995-Q2,0.638181783866435,1.57256660761732
1995-Q3,0.659484493100282,1.51944954985927
1995-Q4,0.66959043582199,1.48906260524618
