country,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7
1994-03,99.680498040913,0.233505879658439,1.95598651513596,65.2663301058966,65.2663301058966,0.313897441950081,2.34890036104726,68.0404795829983,68.0404795829983,-0.104918641842774,0.47060214491299,52.391749120102,0.408223762721161,2.62598701963425,70.589898549484,100.081411273412,-0.0210752808388481,100.044351775528,0.155419738213933,3.25473927852523,62.5765483478468,,,,,6828.1,6759.7,,,,,17650.5,16837.1,11121.2,10896.6,13634.4,12703.2,24754.6,23608.8,100.324268321895,100.307580634188,3.97825818867151,67.5900633791322,99.5682771796947,2.43650808389355,66.9974917183984,99.4447112491647,67.3715986268311,,,,,14.283672928698,13.7650542164477,,,,,6.3508021832838,6.05914384018928,7.82026080096736,7.6342247597884,7.41934592944362,6.89835110083376,7.59331793274362,7.21984120268812,0.0401679635881609,0.392374888293358,73.5829482239131,3.88811150460276,9.78016505856326,65.8513377439244,0.7867975875175,2.51357798936783,76.4284104250502,0.950587042721908,2.57830232262886,77.1187176224535,1.79823687611256,5.0670487100874,118.862124230019,0.922596663168109,4.06244083203383,76.3017116008483,189.458463343752,170.526699108111,5.8458998500783,8.11123085129908,179.843641322972,165.242491738442,4.36202626698265,7.09444664933303,9.61482202078003,5.2842073696694
1994-04,99.8793556696057,0.00787707660384505,1.70730921890936,65.2714711847156,65.2714711847156,0.195787612649377,2.18449845765286,68.173694413609,68.173694413609,0.357968710194131,0.267579621885281,52.5792951886754,0.242161365395903,2.48149417438742,70.760840011643,100.217151484413,0.157439558163276,100.20186116093,0.085112504682082,2.75531259600738,62.6298088154893,,,,,6649.5,6838.1,,,,,16721.5,16658.9,10607.6,10815.3,12883.4,12666.8,23492.0,23481.0,100.552246821104,100.498548629438,4.23849782146364,67.8736841352997,99.6551617984224,2.67195712324461,67.1917507843502,99.541988847137,67.5009124918471,,,,,13.7721709478996,13.9260351623106,,,,,5.99959163857967,5.9900315430544,7.41184885279646,7.56397870980553,6.99692568901079,6.87575120413113,7.18159892491239,7.17640218381517,0.14358427972751,0.326962732209712,73.6886017701226,-0.299761049496173,8.18548821226584,65.6539410827959,0.99644690072475,3.15322687800515,77.1899789520038,1.05549475620155,3.1490137065888,77.9327016430084,0.73240349043084,1.8723456085234,119.73267457668,-0.306140897993297,2.04514689941573,76.0681208557692,171.130074565884,170.245709563016,-0.164777449259018,5.34107199190133,163.974941263484,165.003491994104,-0.144635766395886,3.86038005838599,7.15513330240054,5.24221756891101
1994-05,100.078182568786,0.0727201326215474,1.39309998628273,65.3189366851252,65.3189366851252,0.147239399271647,2.182587968214,68.2740729517249,68.2740729517249,0.517144340584614,0.223137863379033,52.8512060380629,0.166331074181184,2.55978329394504,70.878537276934,100.356137146964,0.100841593506222,100.302906314448,0.0730493811617329,2.55214805960574,62.6755595032518,,,,,6674.4,6630.1,,,,,16018.1,16347.3,10530.8,10645.5,12102.7,12330.9,22622.5,22976.4,100.743812213097,100.657475117336,4.45973843265853,68.1345514332697,99.7344134948619,2.88885696686827,67.3813692878044,99.6301563802064,67.6315000758054,,,,,13.6105692660954,13.5332660376542,,,,,5.7289685949226,5.864124507647,7.316818280883,7.43092511010086,6.54246758094274,6.68992274535523,6.88520817469672,7.0101703030774,0.232415444560522,0.543461652296431,73.8598654615171,0.188470850117488,8.40686841757373,65.7776796236903,0.266332682363271,3.29268971287327,77.3955610934623,0.278161314968385,3.21036648636966,78.149480270689,-3.332288628644,1.47088859829943,115.74283627699,-0.137780450900352,2.98794642671297,75.9633138558627,171.195947318603,171.957380245285,1.00541193470464,6.16989736702229,171.970619822635,171.242684464218,3.78124874492714,9.5888192577206,-0.774672504032318,0.714695781067139
1994-06,100.244600033939,-0.175272677130847,1.86152201687082,65.2044504361238,65.2044504361238,0.141332895580483,2.18329277543288,68.3705666759584,68.3705666759584,1.39128451858071,0.436097965932372,53.5865166855537,0.0716599956351512,2.49198960930317,70.9293288336529,100.474770924587,0.0751737533838916,100.378307773878,1.16423503449915,3.91512954821226,63.405250325057,,,,,7148.9,6544.6,,,,,15966.1,16350.3,10812.3,10555.4,12278.8,12365.6,23093.0,22911.9,100.895452208928,100.781513757636,4.62390327249789,68.3701601877636,99.8064864118256,3.07863172838424,67.5667524323457,99.7098445027523,67.7633715801058,,,,,13.884818255406,13.3728706111498,,,,,5.71942183463736,5.8723776644567,7.48197430641493,7.38728932204735,6.60282366224929,6.70575988447403,6.98473459679912,6.99848662369335,0.0928110708153702,0.768987396251281,73.9284155935548,0.903296021666098,8.3758498697741,66.3718467868754,0.716265994054558,4.58064702821966,77.9499191784825,0.566040731021078,4.64721552878854,78.5918381601024,0.592475025392909,2.95585786269802,116.428583675613,0.599890214620447,3.02469881044482,76.4190103423855,187.691284248509,180.445808381258,4.93635581320532,13.4714995582246,182.30658924266,175.795372174291,2.65861734433668,11.9909401682415,5.38469500584927,4.65043620696741
1994-07,100.387391256126,0.229044762832485,1.97223046638152,65.3537978149814,65.3537978149814,0.0766114454205649,2.14907322865335,68.422946355331,68.422946355331,0.500845677676456,1.21199150224122,53.8549024381906,0.0362276461181229,2.37070514775259,70.9550248598967,100.566144320061,-0.0438981202085736,100.334243583668,-1.71963067793735,1.60601421512014,62.3149141890443,,,,,7283.1,6538.7,,,,,15925.8,16317.6,10776.8,10368.8,12524.1,12464.5,23300.9,22844.3,101.007000236754,100.871140939761,4.71027808598162,68.5802535441837,99.8711145810342,3.23120130146678,67.7477898809754,99.7809234423221,67.8965352732346,,,,,13.8095747782848,13.4438384883815,,,,,5.71468146084502,5.86485261243548,7.45627652413417,7.2670681771308,6.69026082927325,6.75669086695066,7.02863874811742,6.98918581024291,0.264812527741567,1.11145308102304,74.1241872996073,-0.205618639763936,8.20771877421791,66.235373898326,0.321972789063941,5.06934526469115,78.2008967073345,0.399809838359886,4.97506701945909,78.9060560612143,-1.57384411323357,1.09861025789495,114.596179265313,0.270856361830429,2.5831966805612,76.6259960935457,176.05816838498,180.245589462328,-0.110957921786196,14.4897432365012,172.634655014909,177.85410758862,1.17109761700004,16.4490671528347,3.42351337007068,2.39148187370779
1994-08,100.556796760786,0.497436016441237,2.15355034744442,65.6788911434253,65.6788911434253,0.361990595691083,2.29079303302832,68.6706309864321,68.6706309864321,1.11711254892501,2.76310782230811,54.456522311539,0.277937071250423,2.37106955678141,71.1522351778974,100.679806629599,0.146748737172737,100.481482819079,0.893448684663482,2.17505440851404,62.8716659702155,,,,,6633.8,6529.4,,,,,16075.0,16269.6,10942.0,10516.1,11757.8,12295.0,22690.8,22800.0,101.085458582262,100.932717426313,4.71161855307483,68.7694461573828,99.926936055126,3.33567006411465,67.9235189961535,99.8420148758176,68.0309978525935,,,,,12.8586883334394,13.3416806581961,,,,,5.75281411152355,5.83021345084592,7.58637954007663,7.34487119218265,6.29728115336676,6.65758806278955,6.85521658240856,6.95127165439369,0.331917539513383,1.7010319556719,74.3702184782765,0.775158079561286,7.55341926486264,66.7488027506265,0.575120038731412,5.30577235302286,78.6506457347661,0.646095160295036,5.37275376096765,79.4158642706055,2.00595785866766,6.11129164604313,116.894930329018,0.604992900937625,3.33280055332685,77.0895779301844,168.459524517208,186.955940336881,3.72289324502763,20.3755428573751,172.514234407447,183.731893785063,3.30483578711518,19.6842515015671,-4.05470989023959,3.22404655181799
1994-09,100.731828423485,0.0395098150024071,2.24386306212133,65.7048407518117,65.7048407518117,0.20954616181838,2.32662090183632,68.8145276579606,68.8145276579606,-0.399848890554361,2.40663275784929,54.2387785112418,0.292430467454603,2.43674876885653,71.3603059918325,100.76888547563,0.0469444519993729,100.528653300549,0.777581346815955,2.92099443181431,63.3605443172324,,,,,6270.1,6390.1,,,,,15660.3,16140.8,10387.2,10417.5,11350.3,12125.4,21746.4,22544.9,101.122426509066,100.959941786918,4.6239581777366,68.9318866353751,99.9715019577838,3.38365409807474,68.0920890630158,99.8904514038063,68.1667647969215,,,,,12.9576520424247,13.1749074667978,,,,,5.57438516631663,5.77580860324851,7.22726542741583,7.28160124627622,6.12102917241205,6.55520875802478,6.60706878812944,6.8740467688529,-0.100278756773308,1.7404040323916,74.2956409477769,-0.279336508191974,6.58117159607928,66.562348975763,0.197354658315471,5.11629141928174,78.8058664479188,0.262504052152742,5.37747735729021,79.624334132368,0.454575185686649,5.34958111846396,117.42630567562,0.475045446863397,3.25840739572878,77.4557884601479,191.754060645627,187.774676060853,0.437929772381897,15.6184080334729,188.945840881804,185.014948177022,0.698329705053296,16.9382081107347,2.80821976382349,2.75972788383166
1994-10,100.865375507982,0.2518654891722,2.40408927979593,65.8703285703811,65.8703285703811,0.109544949372147,2.18556459782587,68.8899104974442,68.8899104974442,-1.26662052477664,0.982771096146133,53.5517790102303,0.222212658058705,2.37146144602619,71.5188776245757,100.813673387204,0.0665473528243494,100.59555245815,0.27551976270844,2.92668781022666,63.535115138586,,,,,6282.5,6462.0,,,,,15746.2,16038.4,10412.2,10410.6,11501.6,12086.8,21913.7,22487.4,101.116245548824,100.951172991594,4.4485006319538,69.0662792907273,100.001782304399,3.3760485147415,68.251109281462,99.922798737046,68.3038407091355,,,,,13.0022290956319,13.282182249468,,,,,5.59069711646694,5.73414360434659,7.21209484583943,7.26239547097957,6.19570222889501,6.5351257220304,6.64346110289994,6.84884341777759,0.318606291322851,1.71449857171371,74.5323515340151,0.368672219464258,7.29349813070791,66.8077458650594,0.831046889242381,5.82923166498472,79.4607801495748,0.973705381465605,6.35424032890542,80.399640558771,-0.16887442067687,2.08863450359852,117.228002682188,0.241447893627033,3.60595124088047,77.6428038298772,196.192818723568,190.621757669804,1.5162223515316,16.7690791325526,195.909028648728,188.60418252921,1.93996992543236,19.6306720537857,0.283790074839935,2.0175751405939
1994-11,100.915052314408,-0.117881724134157,2.42329392220659,65.7926794913695,65.7926794913695,0.0995302656844761,2.28394091073591,68.9584768083921,68.9584768083921,0.00440096939731078,1.87501468685616,53.5541358076362,0.152416547639568,2.34234357191846,71.6278842287617,100.807582941546,-0.096005282590033,100.49897541374,0.336254015682509,2.98791978953974,63.748754514608,,,,,6026.4,6219.5,,,,,15651.6,15829.0,10263.2,10288.3,11346.8,11769.1,21611.0,22047.5,101.056115698963,100.89652654066,4.18045908625508,69.1650587566427,100.014911934087,3.31819947465412,68.3982524726536,99.9357455880069,68.442229624854,,,,,12.5671122798341,12.8258501093548,,,,,5.56605200891145,5.65426432363801,7.11633302467497,7.16940667350508,6.12691337510892,6.36209086548497,6.56701126661346,6.71281600178949,0.332059244908912,2.07942149827711,74.7798430977318,1.76944805045663,8.188053956218,67.9898742218228,0.693897374155219,6.44231003922444,80.0121564165159,0.870023533630045,7.20694572736308,81.0991363525863,1.47136509980536,4.38486725524362,118.952854600852,-0.256283104341054,2.99716616006051,77.4438184419245,197.246287090481,192.446068365829,0.957031725195414,20.1285388170608,197.472244183604,192.005317010014,1.80331869378225,22.2408896490813,-0.225957093122955,0.440751355814606
1994-12,100.874239442349,0.699067190508321,2.54581541285627,66.2526145274499,66.2526145274499,0.0510922176551251,2.28223997679006,68.9937092234547,68.9937092234547,-0.439867882427138,2.13949263390805,53.318568364507,-0.00912988884072629,2.30870793463749,71.6213446825526,100.804903050235,0.0252290262291485,100.524330326607,-0.214435489264015,2.67482449884786,63.6120545609648,,,,,5794.8,6222.6,,,,,15470.5,15597.8,9668.7,10117.0,11637.6,11704.4,21306.3,21831.4,100.935329237456,100.790080715565,3.81482926150223,69.2234022057918,100.009833191376,3.2190587041089,68.5325571807421,99.9280012553933,68.5819353131946,,,,,12.1309094088629,12.8264236907625,,,,,5.51451838187978,5.56936781457713,6.76486391931492,7.06815414365675,6.28752132147026,6.3170355061114,6.48887620754654,6.6439835076015,0.127529600468404,2.36705931219558,74.8752095328653,-0.500999876492124,5.32523661284701,67.6492450359443,0.874919416234897,7.20516099903498,80.7121983083522,0.877870911004508,7.86584180788697,81.8110820797015,-0.495085886526104,5.78508737735716,118.363935806104,0.998933706949682,3.52299495360306,78.2174308482898,200.395297626632,194.733008554856,1.18835381176992,19.3188707793317,191.369887248116,192.578197490836,0.298366987822222,24.7179671061791,9.02541037851624,2.15481106401999
1995-01,100.800155785319,0.954971336681493,2.51805733764778,66.8853080059892,66.8853080059892,0.301860212970841,2.33059388567882,69.2019737810531,69.2019737810531,-0.147541906775507,1.88779300282626,53.2399011320766,0.233000415145939,2.4797608012013,71.7882227129961,100.78805667925,0.113706887526404,100.638633413828,0.66888888789523,3.03533015516117,64.037548525285,,,,,6130.4,6198.9,,,,,16886.0,15806.7,10359.9,10235.1,12663.5,11759.5,23023.4,21994.6,100.755812304041,100.632884393101,3.37012187914628,69.2423781691442,99.9900099578874,3.09391017794126,68.6565774292172,99.9034032597491,68.7229615698976,,,,,13.151508923377,12.7857136019577,,,,,6.04850960086254,5.64164098232185,7.28393296063076,7.12800889642545,6.89589894566905,6.35780549482159,7.06679584023592,6.69238515707823,0.825901020002939,2.8973531591718,75.4936046521266,-2.89587573013215,1.49298700238158,65.6902069673307,-0.662386659355659,6.28765149755996,80.177571474285,-1.00247278879469,6.82281894792824,80.990948243634,-2.04054776460108,-1.26698948545408,115.948663159918,-0.967911899676854,2.82587254665101,77.4603550274877,182.088883441838,195.545029407124,0.416991889713335,21.2720309703784,186.017336188346,191.958241966982,-0.321924045365374,22.0983196741783,-3.92845274650735,3.58678744014273
1995-02,100.631067548401,0.00324113952641019,2.72319882584748,66.8874758521443,66.8874758521443,0.322845887660693,2.35570715570862,69.4253895075853,69.4253895075853,-0.244622815075174,1.26392636216751,53.1096641871841,0.456154542861455,2.57853151078187,72.1156879521409,100.665602620725,-0.147194810635161,100.490498567949,0.246285864371163,2.74621685583879,64.1952639551926,,,,,6232.8,6243.1,,,,,16401.6,15557.3,10450.7,10200.5,12441.7,11588.9,22892.4,21799.4,100.524406161607,100.430810861924,2.87629179033245,69.2266213091378,99.9600261510741,2.95745508947129,68.774037199131,99.8672059684411,68.8654864549472,,,,,13.4221052569546,12.9502667162201,,,,,5.85980315342931,5.54035987845205,7.3166060783726,7.10090330174889,6.76937774091518,6.26160626494995,7.00941499237637,6.62582206424827,0.299099323885933,2.94480213805379,75.7194055132182,3.68337874257712,7.45113841987412,68.1098260867203,0.343089115805941,6.09359931650144,80.4526519953308,0.649227022615327,6.70775356843227,81.5167633655041,0.140822347306233,-0.557125860311334,116.11194478905,-0.338165027510628,2.10864150713438,77.1984111965992,195.370570745954,200.715138713968,2.64394821106888,24.5838603680723,187.044442302593,195.095237130198,1.63420707080431,23.2160931957686,8.32612844336172,5.61990158377045
1995-03,100.370195496622,-0.208567321065387,2.27014500023298,66.7479704356312,66.7479704356312,0.275978552090665,2.31701645696106,69.6169886923316,69.6169886923316,0.00358688957535971,1.37391872609601,53.1115691721924,0.403563673580757,2.57377069455768,72.4067206716686,100.509007218903,-0.228324365356966,100.26105427485,0.0913504809558642,2.68049026992626,64.2539066375666,,,,,6348.6,6273.3,,,,,16273.4,15570.8,10488.6,10284.7,12410.4,11583.4,22889.0,21857.1,100.26962350042,100.208305850625,2.37512107766221,69.1954092208552,99.926361259782,2.82457117573229,68.8898835579399,99.8268926381389,69.0093438124513,,,,,13.49727090454,12.9887589712034,,,,,5.80034847738696,5.55233831055457,7.30783421191516,7.15392546668801,6.73170334745256,6.24991462410407,6.98128706102616,6.64859366131965,0.271585867720028,3.18293918677135,75.9250487177137,-1.4161063379103,1.96500302525983,67.1453185227666,0.18246012445322,5.45744122642404,80.5994460042874,0.0862470410503704,5.79412064563735,81.5870691618669,0.96391755183223,-1.37214107179961,117.231168204646,0.304211111941393,1.48298867366498,77.4332573417014,232.653846403923,207.040978528957,3.15165057081419,21.4126465895504,220.858550786407,201.900472107212,3.48816048875286,22.1843546312499,11.7952956175161,5.14050642174545
1995-04,100.09560358953,0.654725916401398,2.93162614125007,67.1849866967453,67.1849866967453,0.315276948596925,2.43903548235004,69.8364750099859,69.8364750099859,0.439342261468943,1.45611604315419,53.3449107412951,0.295684885948297,2.62853915973367,72.6208164011055,100.45332890227,0.0806951435767878,100.341960076548,0.340619820267053,2.94262332623461,64.47276817887,,,,,6187.4,6356.8,,,,,15959.6,15913.9,10273.4,10498.7,11977.7,11751.0,22250.0,22260.7,100.030211354968,99.9988607793236,1.91789288186324,69.1754286919889,99.8940301813214,2.70361331126787,69.0083559026298,99.7886179633948,69.15453616959,,,,,13.0630297444941,13.1847207739372,,,,,5.67403371791112,5.66585413841501,7.12584331670774,7.28467627784899,6.488435574671,6.35294565734915,6.76820373787213,6.76458317301074,0.380381223356511,3.42692291083934,76.2138533468602,0.24327675900173,2.52037633598789,67.3086674774902,0.305330869950429,4.73579872876604,80.8455409939475,0.268129790125105,4.9698350942757,81.8058283991798,-2.84889717656586,-4.87861966979687,113.891372763609,-0.331920795964711,1.45674612354799,77.1762402575914,209.743568563349,211.949148776551,2.37062743929548,24.4960294861932,201.927835807613,206.210747488695,2.13485156151294,24.9735657085745,7.81573275573569,5.73840128785596
1995-05,99.830515937069,0.160722463193511,3.02214254749932,67.2929680622605,67.2929680622605,0.224039030670798,2.51759261695625,69.9929359716529,69.9929359716529,1.26556779321351,2.21153082495552,54.0200267509554,0.108907723699397,2.56970427469391,72.6999060791799,100.476585395576,-0.0968937811095465,100.244734957391,0.125375463633311,2.99644984827345,64.5536012108915,,,,,6265.6,6216.8,,,,,15487.5,15757.9,10093.1,10187.8,11576.0,11784.9,21669.1,21973.7,99.8389166006464,99.8313386256583,1.54823222321671,69.1894325137038,99.8662741478216,2.59864348716021,69.1323708523613,99.7565778063986,69.3010650250344,,,,,13.0964173826268,13.0201193078888,,,,,5.49476604528314,5.61613983406675,6.98483675102687,7.08115545784135,6.25495693479656,6.37660121260389,6.57401928844022,6.69258490329059,0.230540496807237,3.42498820662334,76.389557143002,-0.24905942821098,2.07266245821318,67.1410288951343,-0.0772758069230716,4.37687356802044,80.7830669497831,-0.148007774925165,4.52372700352308,81.6847494128071,2.17379183398902,0.539383574355744,116.367134124362,0.888249027523771,2.49915848708023,77.8617574611589,214.358873323899,210.339981400241,-0.759223325783001,22.3209966912766,213.151533482922,206.596684514872,0.187156601135996,20.6455535086181,1.20733984097772,3.7432968853689
1995-06,99.6721766366263,-0.21956763023396,2.97642881408772,67.1452144869721,67.1452144869721,0.154381130915882,2.53095047465403,70.1009918577672,70.1009918577672,1.44420214921768,2.26487655443036,54.8001851383007,0.112696098839151,2.61176474386574,72.7818360371909,100.596028616345,0.174748510436872,100.41991113852,0.527350142891748,2.34803014960035,64.8940247191189,,,,,6909.5,6313.2,,,,,15384.0,15748.5,10639.7,10371.2,11641.8,11711.5,22281.5,22072.7,99.6995541841448,99.7103914547704,1.27265157027432,69.2402741049922,99.8433591181403,2.5095490516196,69.2623732272218,99.7313748645599,69.4489305108684,,,,,13.6522308582614,13.1432629989478,,,,,5.45590562603921,5.60521354462525,7.32338241203382,7.20811161752372,6.22554387985576,6.33339092224663,6.69982349171663,6.70889734029169,0.0272057945316625,3.35719887337008,76.4103395289619,0.00702347882174534,1.16600302940054,67.1457445310794,-0.0465293390719966,3.58635387134377,80.7454791226493,0.139482249447928,4.08038169575424,81.798685138744,6.72587914639577,6.66955056132349,124.193846931691,0.504877464385674,2.40235195057377,78.2548639279549,223.227026997876,214.15297638825,1.81277708718352,18.6799395948134,217.943120656577,210.87715804018,2.07189846020992,19.9560349240067,5.28390634129895,3.27581834807016
1995-07,99.6235361541212,-0.352197225334341,2.37925436869766,66.9087309046042,66.9087309046042,-0.0587128109851125,2.3923074447677,70.059833594919,70.059833594919,-0.830373227301674,0.910291564955476,54.3451390724005,0.0749308143196203,2.65146436553064,72.8363720596103,100.681152860104,0.0584006698429402,100.478557039281,-0.194714768023094,3.93605978970135,64.7676664694262,,,,,7204.4,6455.0,,,,,15474.9,15816.3,10879.2,10456.7,11912.1,11808.6,22790.3,22265.3,99.6063518126316,99.6320930796664,1.08472289567318,69.3241592562881,99.8209603711577,2.43108223554812,69.3947943657483,99.7078417641679,69.5981310375598,,,,,13.8508781546599,13.4727162436353,,,,,5.48990138893302,5.61514740869064,7.44345526651981,7.24195639906418,6.33074779693322,6.37973764111659,6.8233530081533,6.75570625969371,0.0323117736847958,3.11752728700367,76.4350290649423,0.249519230414691,1.62739653197736,67.3132860760896,-0.449419040802347,2.7898616888186,80.3825935648851,-0.662392669489925,2.97923974505548,81.2568566446458,-7.69243316311174,0.038516989609125,114.640318263773,-0.0927037867531124,2.03106346615003,78.1823187057752,203.591917514086,206.824009173295,-3.42230462474076,14.7456699441302,204.098525105627,207.279698057336,-1.70595052412407,16.5447910468152,-0.506607591541046,-0.455688884040527
1995-08,99.4976017455955,0.102928507307991,1.97735969129209,66.977599062583,66.977599062583,0.224262773623281,2.25179339739616,70.2169517209348,70.2169517209348,-0.30199882823419,-0.505917217341308,54.1810173891996,0.260755400175869,2.63387601312171,73.0262968330479,100.65113924994,0.0549534450963252,100.533773467957,-0.2726954280642,2.73474864607408,64.5910480041002,,,,,6640.9,6523.5,,,,,15617.7,15785.3,10846.6,10409.0,11403.0,11910.8,22249.6,22310.8,99.5387097249325,99.5784271319164,0.956054657363077,69.4269196502132,99.7937475046362,2.3578506712698,69.5250541447544,99.6794070368016,69.7486634517055,,,,,13.1385318582767,13.5973844878802,,,,,5.5358769585452,5.61408767030692,7.45865111754171,7.21077110109367,6.09401858075267,6.43449762293921,6.68850868274974,6.7782838515088,0.0141198826936815,2.79090631381291,76.4458216013832,0.871519870292286,1.72457323806022,67.8999347395894,0.844691852885853,3.06536968206253,81.061578783866,0.631923915427414,2.96473998706304,81.7703381547079,4.49726793402576,2.4817758985192,119.796000536515,-0.0601035457164685,1.3565393118022,78.1353283601097,190.116968368453,208.185259188337,0.658168275764023,11.3552523729397,193.786624123551,204.876903827457,-1.15920384504495,11.5086224861592,-3.66965575509735,3.30835536087958
1995-09,99.354230375373,0.332377633613028,2.27590060713313,67.200217621398,67.200217621398,0.262413536078789,2.30573819644364,70.4012105068725,70.4012105068725,-0.541295188430746,-0.647212883195765,53.887738149029,0.349878202966128,2.69266493404269,73.2817999281001,100.491765060958,-0.302140283395786,100.230020439892,0.94136417673079,2.90171224689654,65.1990849913858,,,,,6375.6,6503.9,,,,,15372.4,15804.0,10392.6,10442.4,11155.4,11872.5,21546.0,22315.9,99.4804557768356,99.5348556798401,0.878363333461724,69.5373590526436,99.7588004100099,2.28855205628479,69.6504119674347,99.6421897805932,69.9005231828016,,,,,13.4209596851321,13.649183155645,,,,,5.40957762632441,5.59816568146041,7.15062368295456,7.21985690559502,5.99988340198661,6.39687041472187,6.50007967805004,6.76310657026481,0.00267218845885165,2.89683674919933,76.4478643778053,-0.764935752634317,1.22921576473494,67.3805438627509,0.0469783289605182,2.91068903176741,81.0996601590076,0.376155161491704,3.08145417680879,82.077921502246,-0.382788076615843,1.62751441730431,119.337435730198,0.109923630126226,0.988214185825624,78.2212175494542,214.877031044562,212.416260805514,2.03232526340825,13.1229542031933,208.350522565813,206.71211761236,0.895764115240608,11.7272521215845,6.52650847874906,5.70414319315372
1995-10,99.1863344364554,-0.0817696688714562,1.93552952180102,67.1452682259681,67.1452682259681,0.114218255065446,2.31051402465275,70.4816215410584,70.4816215410584,-0.96032026370724,-0.338991035694976,53.3702432799304,0.191880477664025,2.66158507304803,73.4224133958429,100.360234455137,0.0162373135926168,100.246295102625,0.324349227833558,2.95182054432911,65.4105577201099,,,,,6184.5,6335.9,,,,,15585.1,15835.7,10483.3,10435.3,11218.3,11729.3,21701.6,22164.6,99.434048048084,99.502686966018,0.855634307939406,69.657234071556,99.719244549461,2.22984055311694,69.7730001941722,99.5993014399532,70.0537043788778,,,,,13.0972006980768,13.3158090521614,,,,,5.47475135320181,5.60994752910406,7.19378694722135,7.21200706724325,6.02652977600687,6.3307112375201,6.54008756999057,6.71952403088276,0.235584172505057,2.8116809269408,76.6279634464975,0.912848819278987,1.77805804010463,67.9956263618258,-0.157938574150908,1.90130572553235,80.9715725121113,-0.0762234105834919,2.00960892504103,82.015358911141,-3.18216272840605,-1.43999583223121,115.539924329356,-0.722578693162107,0.0170059134670448,77.6560076979099,221.367809481108,209.24746579615,-1.49178551460552,9.77102947430052,222.870244310141,208.29138955989,0.763995824614203,10.438372451062,-1.50243482903247,0.956076236260346
1995-11,99.0214523843941,-0.267057992552234,1.78328643589365,66.96595142055,66.96595142055,-0.018420057266479,2.1899584322493,70.4686387860082,70.4686387860082,-0.860025656075421,-1.20044941987734,52.9112454950132,0.139294598172696,2.64813437282577,73.5246868515514,100.268147881162,-0.0951280394146156,100.150932767508,0.0360055109941818,2.64374515845169,65.4341091256612,,,,,6082.3,6297.6,,,,,15866.8,16043.4,10289.6,10319.2,11587.5,12024.8,21878.1,22343.0,99.4038561358047,99.4851833534116,0.903055490203062,69.7896576170467,99.681875728408,2.19269792364697,69.8980195344323,99.5581998138536,70.2081994904712,,,,,12.9859772031736,13.2860853057098,,,,,5.58967650542362,5.67920330439266,7.07147228821674,7.12869795013327,6.25485989293771,6.49738642789352,6.61718572961597,6.77274428791966,-0.0386570575898739,2.43180268569107,76.598341330538,0.903965091146429,0.91250185843288,68.6102830876431,0.383610226142226,1.58729796183553,81.2821877445359,0.187261587975713,1.31913343365901,82.168942174622,3.70194536960799,0.726585847950713,119.817149208116,1.09948501700148,1.37648872030345,78.5098238673499,222.805950231945,213.418913482043,1.99354752996463,10.8980377174272,215.726158820542,207.25682028128,-0.496693253040998,7.94327131600766,7.07979141140228,6.16209320076239
1995-12,98.8934244210942,0.445790462665921,1.52728269666578,67.2644792452164,67.2644792452164,0.0588222300343259,2.19785369482168,70.5100900108169,70.5100900108169,0.641162225457667,-0.127677753639776,53.2504924141463,-0.0491446257025905,2.60705624157515,73.4885534193992,100.237728305457,0.054049099980267,100.205063445291,0.527286625892178,3.40671258905924,65.7791344318525,,,,,5890.6,6371.6,,,,,15917.5,16068.1,9822.7,10347.7,12000.4,12097.0,21820.1,22445.7,99.3940693299746,99.4855401466158,1.03178919495688,69.9376417901327,99.6550133571516,2.18809610408228,70.0321153944418,99.5283334506426,70.3639988397592,,,,,12.6635090290576,13.4629649567388,,,,,5.62691911816099,5.68720097975636,6.79924144223629,7.15231980872021,6.47934720713525,6.53075439454899,6.62400249618344,6.804536338226,0.113173207547122,2.41711590361566,76.6850301303497,-1.74005978879415,-0.34416037483258,67.4164231406572,0.684078064509272,1.39510888874002,81.8382213612495,0.608135063247224,1.04821770056556,82.6686403230852,0.358726355674101,1.59088077125405,120.246964900943,0.263684897148493,0.638491397582233,78.716842415666,216.052435235667,215.019325238217,0.749892186246354,10.4175028331914,203.146941690785,208.94086767927,0.812541365685357,8.49663689951869,12.9054935448825,6.07845755894653
