country,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7
1987-02,99.877587914489,0.353362100824791,2.92469605951998,52.4799416315244,52.4799416315244,0.291427353935969,1.85777683583764,52.6085449666922,52.6085449666922,1.05815793317532,-11.0016197475514,43.4319609513132,0.25011485881395,3.35313810823235,53.7455070803796,100.970652870895,0.0332254551335609,100.585586869524,0.240610897682677,2.64415358549689,47.712271869175,,,,,,,,,,,,,,,,,,,100.144853130194,100.112540764286,4.17232794052831,55.8101487646478,99.1892979969516,2.40498102691648,55.1840622539912,99.0214133429094,55.7294229510639,,,,,,,,,,,,,,,,,,,0.124055496662004,-1.26539476953247,63.4745977520331,,,,1.37051689236524,1.67494592195814,67.1668802592931,,,,14.4463813647995,0.666679037433846,121.525455331807,2.74607761055747,4.20558103186887,67.2928760385845,97.057837407982,100.503809964696,5.03615324190623,12.5783802364602,98.5724241690158,101.680057936377,1.76192780248005,7.72683798815125,-1.51458676103383,-1.17624797168044
1987-03,100.044596452863,-0.0299242996906915,3.01757091842725,52.4642373765131,52.4642373765131,0.326314115428392,2.40102853967186,52.78021407484,52.78021407484,0.0349372550092746,-7.37596076276788,43.4471348862663,0.409766471277573,3.48290885168795,53.9657381482131,101.05303287874,0.0497682137414747,100.63564651939,0.102444013825668,2.74673485472709,47.7611502355652,,,,,,,,,,,,,,,,,,,100.348455384463,100.283460874089,4.35640759285384,56.0948514564844,99.1965500502163,2.53979158580342,55.3579255614114,99.0301637162738,55.9000646712193,,,,,,,,,,,,,,,,,,,0.0715832076977267,-0.269201335779916,63.5200349051772,,,,0.434927608003752,2.35351968944593,67.4590075649756,,,,1.22979628882826,7.17747450842186,123.019970871459,-0.0553935664482083,4.27291989413794,67.2556001145812,109.55346430816,101.823882965894,1.31345568059661,16.5379754987446,110.138774673767,104.431189210063,2.7056743765902,13.4509049332077,-0.585310365606522,-2.60730624416972
1987-04,100.215270436188,0.487236871306836,3.36700230170932,52.7198624852614,52.7198624852614,0.591312005503041,2.93539302512086,53.0923098171947,53.0923098171947,0.580486721969243,-3.63903834493268,43.6993397353571,0.593082360351645,3.61922262730888,54.2857994218037,101.132514247214,0.11100466370819,100.747356780379,0.430552656585715,2.89848058555771,47.9667871367204,,,,,,,,,,,,,,,,,,,100.558154968294,100.460466346379,4.54532203013067,56.3839329403337,99.2510835995362,2.72639008471138,55.5620391902887,99.0923452105404,56.0709700353107,,,,,,,,,,,,,,,,,,,0.387953493886801,0.496346002829096,63.76646309991,,,,0.296219141598672,2.20073493582134,67.6588340581156,,,,0.91451897242451,-0.312589768270724,124.14501184495,1.55259578266337,4.14500890294265,68.2998077255651,105.557306794476,103.280830023253,1.43085002744079,13.51190427938,108.474912104534,106.514416485304,1.99483247389833,12.5196297709713,-2.91760531005833,-3.23358646205151
1987-05,100.381877331002,0.499166215184822,3.59979557374587,52.9830222274797,52.9830222274797,0.270256895554421,2.95095147673054,53.2357954454848,53.2357954454848,0.532187326613863,-3.1541605435307,43.9319020832426,0.174055624368207,3.51551381468575,54.3802869089306,101.170876133558,-0.0609880618155524,100.685912920149,0.0623450594980238,2.89692005960809,47.9966920587,,,,,,,,,,,,,,,,,,,100.753817116093,100.627018278815,4.72933498735348,56.666042508459,99.339636064369,2.94469691521142,55.7883722520239,99.1932947187174,56.2420800823515,,,,,,,,,,,,,,,,,,,0.272659032092538,0.852312983317102,63.9403281209978,,,,0.381537956478345,3.28220413665685,67.916978190958,,,,-3.43729458972756,-5.88420095555847,119.877782069386,-0.789598146644016,2.90355619952109,67.7605137096026,101.807203641454,103.854448315854,0.555396671843957,14.0628485109832,106.813535347756,108.532519457622,1.89467589356431,17.7389538499394,-5.00633170630196,-4.6780711417673
1987-06,100.515552105343,0.161987375809384,3.80578650078385,53.0688480348105,53.0688480348105,0.224819020093542,2.92473827713106,53.3554796391443,53.3554796391443,2.07473978804398,-1.80635128541143,44.8433747354082,0.120133479274342,3.49510824514477,54.4456158396337,101.22114521989,0.0325360011735468,100.718672089958,-0.341126216968686,2.59720143456517,47.8329627588101,,,,,,,,,,,,,,,,,,,100.91424845426,100.765315818243,4.88980015680391,56.929089268491,99.4502128191672,3.17973463657787,56.0295046841556,99.3196172487418,56.4133312594551,,,,,,,,,,,,,,,,,,,0.150666618649794,1.09215839964769,64.0366648513313,,,,0.607343906901934,3.63390504972807,68.3294678197527,,,,3.44958338210358,-1.88613072365121,124.013066118486,0.789956940191923,3.95858637345571,68.2957925903613,103.773847028166,102.27206551341,-1.52365433364179,11.8688069036737,112.510236753235,109.764707955352,1.13531732598475,18.7355985105248,-8.73638972506932,-7.49264244194174
1987-07,100.66986923635,-0.606063145546279,2.65131402723268,52.7472173051055,52.7472173051055,0.115659216462161,3.09582968870774,53.4171901688346,53.4171901688346,0.313568835664914,1.44485505441663,44.9839895834388,0.189292931515638,3.45957900533249,54.5486775419383,101.281222846612,0.0920054953802662,100.811338803155,0.89723980762461,2.93458637910923,48.2621391418484,,,,,,,,,,,,,,,,,,,101.014696341349,100.854304936016,5.00175301032263,57.1588185871184,99.5775148295822,3.43016064909634,56.282019845282,99.4651618889515,56.5846561513854,,,,,,,,,,,,,,,,,,,0.352563470351355,2.01880280300538,64.2624347392284,,,,0.340173966861613,3.45548192327424,68.5619068809706,,,,2.21749800419446,1.61097893247186,126.763053384604,0.978147584555544,4.92810237681463,68.963826235937,108.167887252088,105.528569443712,3.18415777950134,12.7985086198617,113.580120787321,111.344463984516,1.43922036380449,16.4518763969229,-5.41223353523299,-5.81589454080374
1987-08,100.882979338058,0.00445768925434069,2.09602200443033,52.7495686121433,52.7495686121433,0.322034148592688,3.34623538028834,53.5892117623969,53.5892117623969,1.13569610188152,3.86617162100014,45.4948709996088,0.299027384877186,3.62715259050499,54.711793025877,101.300714040766,0.0194242615551772,100.830920661281,0.263378881216818,3.07664574876097,48.3892514239715,,,,,,,,,,,,,,,,,,,101.039729026273,100.879918172524,5.04209208101197,57.3460921541427,99.7190437765843,3.70010368827687,56.5441591980521,99.6267802875374,56.7559837172871,,,,,,,,,,,,,,,,,,,0.284689377716671,2.38548825480181,64.4453830647931,,,,0.600753897359405,4.90675608045599,68.9737952086619,,,,5.82310392274886,0.649347975593322,134.144597718839,0.583666842071158,4.54634878093651,69.3663452226997,90.003341240385,102.981967767155,-2.41318695968484,12.9934893499058,97.6616132866692,109.418449275998,-1.72978039463679,18.8819366158249,-7.65827204628418,-6.43648150884378
1987-09,101.07639457229,0.481488444893756,2.4073278961128,53.0035516897421,53.0035516897421,0.449683003797761,3.41157474525367,53.8301933395616,53.8301933395616,-0.231220151105645,3.35202620014199,45.3896776901381,0.489185532489437,3.64998180802271,54.9794352019252,101.24492468758,0.0255730022836415,100.856706154925,0.658299997092571,3.62447323224653,48.7077978646886,,,,,,,,,,,,,,,,,,,100.99337803323,100.844621235208,5.00866778744554,57.4927422220078,99.869966653367,3.98979964466746,56.8126262032551,99.798666987388,56.9272395295968,,,,,,,,,,,,,,,,,,,-0.0294691059151655,2.34527352855778,64.4263915866003,,,,0.398367553529458,4.38528413685034,69.2485644292111,,,,-3.58215830133428,-13.7128332145127,129.339325875862,-1.00831564511765,0.693102296465361,68.6669135113729,108.373954325321,107.363950987707,4.25509758219098,15.5853450998295,111.839784724168,112.508185035754,2.82377951817079,16.0902728580719,-3.46583039884702,-5.14423404804663
1987-10,101.220073516474,0.0167161826207674,2.40387705493192,53.012411860238,53.012411860238,0.266274223195698,3.56598283846279,53.9735292687213,53.9735292687213,-1.44285782218804,4.24816530567914,44.73476917512,0.474887937500772,3.70619685753328,55.2405259078052,101.107474488234,-0.138174657934965,100.717347746191,0.353967766397622,3.61545489240741,48.8802077688517,,,,,,,,,,,,,,,,,,,100.894727787163,100.764723473371,4.91101373059878,57.6092207835442,100.016896379967,4.28466867471722,57.0786369126475,99.9654821821321,57.0983460157308,,,,,,,,,,,,,,,,,,,0.45869821228421,2.69538445179789,64.7219142930473,,,,1.46467841750042,5.89620414358194,70.2628332068346,,,,-5.67175026521273,-0.902824795126075,122.003522317474,0.237833907690944,3.33419797841307,68.8302267150678,115.798894056235,108.987552490175,1.51224082900348,14.0698330935545,122.669143772994,116.068467578078,3.16446535973582,19.3305413536432,-6.87024971675928,-7.08091508790315
1987-11,101.274005287961,-0.414490715386056,2.07269132273702,52.7926803350751,52.7926803350751,0.0665719271517152,3.54494663281784,54.0094604873073,54.0094604873073,-0.522297607469541,5.12977105651418,44.5011205460114,0.280128480578505,3.71636377142807,55.3952703536943,100.992061169667,-0.2480070796311,100.467561593363,0.229234868849381,3.54619807630986,48.992258249024,,,,,,,,,,,,,,,,,,,100.783440547286,100.673702404451,4.76929130392072,57.7178939181184,100.144261553591,4.56187906280975,57.3319467471949,100.109523307506,57.2692235993256,,,,,,,,,,,,,,,,,,,0.145326729668724,2.85023521577296,64.8159725344684,,,,0.338083769969967,6.38209135922989,70.500380442228,,,,0.807738978831316,1.03394636154545,122.988992322779,0.468751532159403,4.0588167430797,69.1528694573835,116.354446275527,115.296423455284,5.78861605840574,23.7160857678509,121.010815701575,119.790104764768,3.20641537219143,24.045458770443,-4.6563694260482,-4.49368130948402
1987-12,101.28169931671,0.389118067794879,2.40088202439046,52.9981061927321,52.9981061927321,0.0133636138021911,3.46590739865667,54.0166781030234,54.0166781030234,-0.568565989262878,4.64565546188804,44.2481023097459,-0.0300774263596296,3.56224071163112,55.3786088820469,101.04712807961,0.173849485693944,100.642223932483,0.107707195185671,3.47410994425952,49.0450264362421,,,,,,,,,,,,,,,,,,,100.699934402148,100.60580123528,4.59978712545724,57.8418327179124,100.240892769461,4.79650285871506,57.5651174942943,100.218186097209,57.4397918542025,,,,,,,,,,,,,,,,,,,-0.0226027975586108,2.85258068465689,64.8013223114108,,,,0.53463644037804,5.84828037759822,70.8773011666773,,,,5.89252113818963,-6.08820075038698,130.236144693045,0.851164352547427,2.13037460245325,69.7414740309684,127.716125868135,120.861712454167,4.82693984088862,28.1973328391188,125.102428861139,124.38061914156,3.83213153190395,29.9488323236318,2.61369700699574,-3.51890668739272
1988-01,101.189074873774,0.828112636224219,2.18345259377006,53.4369902070737,53.4369902070737,0.188168405459367,3.16962016049758,54.118320424892,54.118320424892,-1.00184714216736,1.92569481066048,43.8048039612924,0.228418424083122,3.53224550768294,55.5051038277345,101.184931643932,0.152557755953536,100.795761450856,0.574248354376578,3.63235723622808,49.3266666934558,,,,,,,,,,,,,,,,,,,100.662267634239,100.575927248609,4.41051234601149,57.9915028614544,100.307925996481,4.96799841915789,57.7787483088345,100.292966018321,57.6099706716021,,,,,,,,,,,,,,,,,,,0.218188623289895,2.43984007847666,64.9427114244357,,,,0.474065039268978,7.47751835049423,71.2133056722859,,,,-2.95725061598672,19.0225998202942,126.384735501873,-0.261051858979313,6.20673729482069,69.559412616531,100.462099979617,112.78049815401,-6.68633112675941,17.8664738278499,111.757560689352,118.732808401171,-4.54074821251785,18.8284086528146,-11.2954607097347,-5.95231024716113
1988-02,101.102662078538,0.0183881004068696,1.84236985199345,53.4468162544873,53.4468162544873,0.214755246575949,3.09074769450582,54.2345423573633,54.2345423573633,-0.418771158825135,0.436086975261712,43.6213620761226,0.247543557147662,3.5295900230906,55.6425031361481,101.304966920484,0.0340337530385683,100.830066031381,0.311514944493753,3.70566039592371,49.4803266318265,,,,,,,,,,,,,,,,,,,100.668437907702,100.582046593951,4.22092329822247,58.1658523366274,100.352885225939,5.06221296612629,57.977597008648,100.342621831187,57.7796313775693,,,,,,,,,,,,,,,,,,,0.139882022586358,2.45603265853793,65.0335546026986,,,,0.846293732881839,6.92171370462313,71.8159794151684,,,,3.25864625316549,7.38751530990676,130.503166949878,0.507601762378289,3.89286583736722,69.9124974208724,112.535044767386,114.25111038633,1.30395968841369,13.678387343189,120.25401601573,121.401081880732,2.24729248426944,19.3951737878586,-7.71897124834416,-7.14997149440225
1988-03,101.07765137828,0.13378311084866,2.00914326428576,53.5183190679222,53.5183190679222,0.368511545858655,3.134107850734,54.4344029077937,54.4344029077937,-0.445230245669708,-0.0460060432799008,43.4271465785866,0.5070455788861,3.62989168180827,55.9246359882815,101.382303566138,0.102223624029442,100.93313817899,0.133304938355406,3.7376321683446,49.5462863507411,,,,,,,,,,,,,,,,,,,100.709485747739,100.616240005477,4.03784489526945,58.359874552529,100.384993837339,5.07566010236626,58.1677057026296,100.377867042276,57.9487365258831,,,,,,,,,,,,,,,,,,,0.125559024363246,2.511294580632,65.1152100993665,,,,-0.0908118003908826,6.36201838899541,71.7507620312932,,,,-1.99229048000597,3.96943185125003,127.903164778629,0.773381609252517,4.75438134291541,70.4531878184946,132.331541523558,120.575584314242,5.5355907759027,18.4158183739954,134.841830482273,125.191806386319,3.12248000335866,19.8797096282184,-2.5102889587141,-4.61622207207709
1988-04,101.167885629161,0.478650623838029,2.00042697577571,53.7744848360084,53.7744848360084,0.497009052331972,3.03742106189427,54.7049468178283,54.7049468178283,0.697229064576729,0.0700091380717044,43.7299332664489,0.489416993573115,3.52309675636866,56.1983406604021,101.40379919249,-0.104880960648465,100.827278534055,0.794041749737403,4.11309060051626,49.9397045498104,,,,,,,,,,,,,,,,,,,100.776795730014,100.671237302579,3.87473192676913,58.5686591915409,100.414016390036,5.02751635449001,58.3554297974687,100.409900271134,58.1172072075495,,,,,,,,,,,,,,,,,,,0.37186742543712,2.49486827006287,65.357352354731,,,,0.598160257245174,6.6822205538392,72.1799465740349,,,,-0.93269165042763,2.06630194563149,126.710222640106,-0.793809620101462,2.33399765452262,69.8939236359232,122.26271091752,122.10277934568,1.26658729470304,18.2240492433982,123.015542338147,123.039058238174,-1.71955993789426,15.5139954741714,-0.752831420627197,-0.936278892493652
1988-05,101.336490448308,0.249129019419889,1.74665471389205,53.9084526827784,53.9084526827784,0.304467609407422,3.07257589082596,54.8715056616322,54.8715056616322,0.872438218511774,0.408695789251801,44.111449917195,0.281733239963857,3.634374273769,56.3566700663506,101.443130432481,0.114804825450845,100.943033115183,0.0974669573747438,4.14963431067543,49.9883792603571,,,,,,,,,,,,,,,,,,,100.859503121277,100.73852824531,3.74101249845187,58.7859262410785,100.448413449244,4.94357010422503,58.5463095443088,100.448390759508,58.2849651464096,,,,,,,,,,,,,,,,,,,0.364705788240435,2.58895493573158,65.5957144018094,,,,-0.072493228589387,6.19969103686052,72.1276210003693,,,,2.0946253418781,7.9135139482299,129.364327074276,0.974632672355703,4.15377450373258,70.5751326516703,125.062711945584,125.375202252295,2.68005603488335,20.7220338516351,127.819523746664,126.548150892962,2.85201520967024,16.5992934885978,-2.75681180108032,-1.17294864066719
1988-06,101.525301338537,0.373770327897355,1.96178829365554,54.1099464831353,54.1099464831353,0.278943267781966,3.12823800807339,55.0245660326059,55.0245660326059,1.37084796926157,-0.283707244519586,44.7161508325968,0.182635347961157,3.69906997309745,56.4595972668256,101.474431676175,0.00551928223745203,100.94860444608,-0.267194040272448,4.226897968937,49.8548132901446,,,,,,,,,,,,,,,,,,,100.93640206287,100.800773696541,3.6364337646416,58.9992778925534,100.494181294771,4.84531177377764,58.7443088714063,100.500199171049,58.4519327881377,,,,,,,,,,,,,,,,,,,0.286018749359336,2.7276023766986,65.7833304437748,,,,0.54439643544585,6.13324457519492,72.5202811980672,,,,-0.233833471391831,4.07115477188945,129.061829977536,0.135536733290717,3.47751332921179,70.670787880982,127.283102767974,123.454829630724,-1.53170051738476,20.7121700446505,130.006348739418,125.991714027081,-0.43970367164961,14.7834457668574,-2.72324597144391,-2.53688439635674
1988-07,101.596444216189,0.555634847764558,3.15349886075556,54.4106002019023,54.4106002019023,0.254977914627026,3.27174894308363,55.1648665236084,55.1648665236084,0.248406987609274,-0.348481113026337,44.8272288758548,0.207433175225358,3.71784569599899,56.5767132021556,101.512120979828,-0.0633501460168189,100.884653357761,0.825726743425507,4.153024938714,50.2664778163662,,,,,,,,,,,,,,,,,,,100.989872123569,100.842905451092,3.5680555082894,59.1982769621892,100.553403209462,4.74186665142093,58.9508381750715,100.567751535745,58.6180333902746,,,,,,,,,,,,,,,,,,,0.500060193229782,2.87858989685495,66.1122866931049,,,,-0.265597441401667,5.49249937326712,72.3276691867078,,,,0.143010919871923,1.95904803243514,129.24640248779,-0.04188168090164,2.43223675762339,70.641189767111,117.373779876172,118.843519267175,-3.73522070974663,12.6173887257752,119.763064763376,121.867797737974,-3.27316468463984,9.45115129830034,-2.38928488720447,-3.02427847079913
1988-08,101.575726056876,0.56509157076593,3.73178654706557,54.7180699172464,54.7180699172464,0.332339960746884,3.28235777148783,55.348201419359,55.348201419359,0.732387092496644,-0.745871519332706,45.1555377140655,0.322253002185188,3.74186298764133,56.7590333589872,101.591242947582,0.173049502156092,101.059233748149,0.430782873146912,4.32692324875392,50.4830171937333,,,,,,,,,,,,,,,,,,,101.021921074383,100.866971653924,3.55354124134659,59.3839091891408,100.625710259198,4.63618879770548,59.165653172549,100.650631235381,58.7831913683525,,,,,,,,,,,,,,,,,,,0.187326767720328,2.7787089670016,66.2361327028331,,,,0.838817238787546,5.74213862469887,72.9343661442592,,,,-0.286424089748049,-3.92739488022423,128.876209655932,0.3553323747568,2.19970586120465,70.8922007842669,107.624407500469,118.736123169137,-0.0903676521029166,15.2979747266073,114.501182624061,123.792587648716,1.57940813444416,13.1368507485056,-6.87677512359226,-5.05646447957887
1988-09,101.563488562135,0.747001631903176,4.00588835095552,55.1268147924742,55.1268147924742,0.547971921768142,3.38341843078733,55.6514940223408,55.6514940223408,-0.274338496694672,-0.78876744147838,45.0316586907264,0.556328692469182,3.81117946648695,57.0748001471314,101.626080393433,0.0305082309798225,101.090065132607,0.37147127880628,4.02964068309309,50.6705471032828,,,,,,,,,,,,,,,,,,,101.036797000244,100.877002950169,3.59307023171031,59.5584968281808,100.708798674854,4.53155517126394,59.3871217038995,100.746071166568,58.9473326515256,,,,,,,,,,,,,,,,,,,0.121947435733286,2.93437880818073,66.3169059681931,,,,0.462998580130132,5.81020968143813,73.272051223934,,,,1.16404058013908,0.801809621000587,130.376381034472,-0.300766915096181,2.93018410856359,70.6789804989243,121.600661752527,119.870818985993,0.955644993765161,11.6490385117421,122.857896285576,123.273330533083,-0.41945735645052,9.5683220682188,-1.25723453304907,-3.40251154708919
1988-10,101.601714731689,0.217749222760684,4.2149396048426,55.2468530032175,55.2468530032175,0.374975800105217,3.49549939416996,55.8601736573216,55.8601736573216,-1.3424704509319,-0.687713833230858,44.4271219792388,0.588408191382127,3.92846918624348,57.4106329464122,101.591479274585,-0.0791122677203289,101.01009048964,0.626933976599447,4.3126048488152,50.9882179792022,,,,,,,,,,,,,,,,,,,101.043199505909,100.881101167329,3.67615371410728,59.7270242930467,100.798065304138,4.43817552553381,59.6118870064129,100.848415989376,59.1103850482819,,,,,,,,,,,,,,,,,,,0.421763260075523,2.896533639673,66.5966063127857,,,,-0.357955671072492,3.90951578389384,73.0097697612668,,,,-3.84294415750468,2.75612304906927,125.366089516742,0.530160664875271,3.23036265157312,71.0536926518644,129.570876429465,124.898453225085,4.19421030207434,14.5988237843439,133.645028721435,128.362916460896,4.12869994329174,10.5924107893881,-4.07415229197015,-3.46446323581099
1988-11,101.617989527151,-0.292305959194922,4.34280436226127,55.0853631596214,55.0853631596214,0.138782731005186,3.57018460684928,55.9376979318675,55.9376979318675,-0.644945901771998,-0.810158182152073,44.1405910767585,0.298506600513347,3.9475159296042,57.5820074751537,101.533290000051,-0.0313972535047306,100.978376095464,0.139976908214419,4.21971049130056,51.0595897102831,,,,,,,,,,,,,,,,,,,101.047574772227,100.884854260503,3.7688593748954,59.8932001740436,100.886885089473,4.36613468324871,59.8351367587058,100.949614281123,59.2722787350906,,,,,,,,,,,,,,,,,,,0.318248986812589,3.07420644209226,66.8085493376278,,,,0.940546025595702,4.53342207060009,73.696460249053,,,,3.38519320971633,5.38339360175749,129.60997386635,0.859999962088201,3.63236543047179,71.6647543817327,130.486229437774,128.616793283536,2.97709055831948,11.5531509383007,134.171065716883,130.943203224315,2.01014968696575,9.31053402236136,-3.68483627910947,-2.32640994077873
1988-12,101.590947658112,0.0944291574823506,4.03650953760006,55.1373798039491,55.1373798039491,0.104564791106445,3.66462921333445,55.9961890688597,55.9961890688597,0.0658509293040666,-0.177282729582149,44.1696580661828,0.137823103874727,4.12209686946907,57.6613687851293,101.474679117355,-0.117560118970639,100.859665796392,0.153516651936155,4.26740160773968,51.1379746828986,,,,,,,,,,,,,,,,,,,101.041789050432,100.88133584797,3.82124816205867,60.0521126875466,100.966517568672,4.31774809256522,60.0506342568871,101.039301489676,59.4329467558945,,,,,,,,,,,,,,,,,,,0.236059532835225,3.34088086238968,66.9662572870881,,,,0.869461739308436,4.88156511395573,74.3372227741431,,,,8.81079122497298,8.28763274807444,141.029638070456,0.420656333811871,3.18998517036501,71.9662167101502,136.333519124677,130.476235026422,1.44572236285465,7.95497794713209,133.7025128165,134.227067496934,2.50785393342915,7.91638474171549,2.63100630817769,-3.75083247051122
1989-01,101.481798841258,1.20434099413304,4.42470965483438,55.8014218720189,55.8014218720189,0.455412329821844,3.94114631879181,56.2512026181096,56.2512026181096,0.610242233861405,1.44823388211726,44.4391999742549,0.343276467336673,4.24141692354078,57.8593066949129,101.446446256123,0.168692538675004,101.029808527123,0.922284153311592,4.6282175125582,51.6096121197235,,,,,,,,,,,,,,,,,,,101.01304325341,100.858755980975,3.80145124003296,60.196021566095,101.026137539834,4.27859113393854,60.250864711277,101.105073803806,59.5923255327358,,,,,,,,,,,,,,,,,,,0.86618502626668,4.00906814455055,67.5463089803601,,,,-0.0204899588906344,4.36531545070544,74.3219911077563,,,,-11.575380803571,-1.32912813980244,124.704920417903,-0.0581190729855143,3.39993957200632,71.9243906121356,118.934328236433,129.029782778329,-1.10859441016239,14.4078851311065,126.30956810365,129.507790575451,-3.51589065416379,9.074982997011,-7.37523986721669,-0.478007797121658
1989-02,101.335721670866,0.408968316929597,4.8324969275743,56.0296320078717,56.0296320078717,0.330959600671464,4.06167162209874,56.4373713736674,56.4373713736674,0.361366726924392,2.2429982329373,44.5997884566732,0.360208341734193,4.35857028576746,58.0677207440975,101.331136237096,-0.122867299905574,100.905675929286,0.0868081432375306,4.39384090991795,51.6544134657367,,,,,,,,,,,,,,,,,,,100.953703568914,100.809891512554,3.70382925685016,60.3202161929677,101.056374853901,4.22887959018898,60.4293997754287,101.136436452084,59.7503747366645,,,,,,,,,,,,,,,,,,,0.276652620745645,4.1511232596236,67.7331776143712,,,,-0.283005384666681,3.19660954909505,74.1116558709298,,,,0.598085121090078,-3.87148072784238,125.450761992189,-0.514821487685016,2.34809373726536,71.5541083943778,124.034689645703,129.473578894266,0.343948587977957,13.3236941474464,125.854057484379,131.835420262136,1.79728931853672,8.59493030849165,-1.8193678386763,-2.36184136787006
1989-03,101.15095109946,0.504600751022253,5.22071494867069,56.3123579517784,56.3123579517784,0.490081313250986,4.18771467104617,56.7139603844598,56.7139603844598,0.397890914639645,3.10888577922347,44.7772469628908,0.460301467984302,4.31003489648311,58.3350073151076,101.147826600497,-0.12918048043853,100.77532549233,0.0941157721370498,4.35298429796342,51.7030284158129,,,,,,,,,,,,,,,,,,,100.866152045808,100.736097360102,3.54015249238749,60.4259031060546,101.055335047667,4.15536275543562,60.5847848810881,101.131366009589,59.9070172505566,,,,,,,,,,,,,,,,,,,0.408832631501452,4.44578592778479,68.0100929468116,,,,0.697169107498668,4.01051825508069,74.6283394407177,,,,-1.3204214660034,-3.21249406467854,123.79428320158,1.13195882364557,2.71227417623337,72.3640714380288,140.557999851242,130.450752903179,0.754728506972284,8.19002341568562,140.861551531707,134.190452247293,1.7863423808823,7.18788722738413,-0.303551680465363,-3.73969934411461
1989-04,100.991342937558,0.860677680288566,5.62077167475022,56.7970258479136,56.7970258479136,0.798615873720081,4.50039786177936,57.1668870747054,57.1668870747054,3.45239376484442,5.93003552705485,46.3231338451067,0.665488275858139,4.49280042691299,58.7232199495107,100.975268718441,-0.143245998825313,100.63096887076,0.765739734289387,4.32368296504356,52.0989390482237,,,,,,,,,,,,,,,,,,,100.76181102555,100.646073017651,3.33131270873663,60.5197643785253,101.035665317498,4.0616236633211,60.7256077429554,101.10452799414,60.0622038871248,,,,,,,,,,,,,,,,,,,0.934026176493627,5.03076171907308,68.6453250175925,,,,0.432550058319741,3.83929044560073,74.9511443664916,,,,11.840840749382,9.26708536024212,138.452567132318,-0.904200368213124,2.59798206660648,71.7097552376322,131.344567377923,130.245271936352,-0.157516121796162,6.66855630502823,132.935861379004,132.281702766238,-1.4224182489064,7.51195974710075,-1.59129400108069,-2.03643082988606
1989-05,100.81594448014,0.632100032349134,6.02426339892083,57.1560398666716,57.1560398666716,0.536754880320832,4.74240215936661,57.4737331310064,57.4737331310064,1.66723943031298,6.76468691538223,47.0954513979289,0.338811465625693,4.55227550228422,58.9221809516842,100.890459468373,-0.0325477022668361,100.598215802623,0.153548450078152,4.38213227492957,52.1789361616394,,,,,,,,,,,,,,,,,,,100.654937026773,100.552921734141,3.10336239490258,60.6102665695393,101.015223411555,3.95893757409799,60.8641213911061,101.07651149798,60.215890407261,,,,,,,,,,,,,,,,,,,0.447698371609064,5.11761271096093,68.952649019882,,,,-1.22061553856829,2.64622349271762,74.0362790520194,,,,-3.10347240715276,3.70380532907227,134.155729914372,0.613679040365624,2.23122545376531,72.149822975423,127.305489096248,127.580239007552,-2.04616481595002,1.7587503075924,134.90510752557,133.170744864382,0.67208244190451,5.23326016594389,-7.59961842932236,-5.59050585683031
1989-06,100.656486147169,0.0900106527667068,5.7245296095079,57.2074863912512,57.2074863912512,0.200421457797864,4.66038530985042,57.5889228247984,57.5889228247984,0.903451172899464,6.27242041442542,47.5209358059658,0.169804669035522,4.53888519094678,59.0222335660377,100.90314481941,0.0113671115944547,100.609650914076,-0.456875577943426,4.18360819687166,51.9405433454862,,,,,,,,,,,,,,,,,,,100.56655345421,100.475825790008,2.89965616138907,60.7100540891398,101.009255714729,3.85837173300199,61.010882679648,101.064877743025,60.3680368908958,,,,,,,,,,,,,,,,,,,0.00851348458986528,4.82673775838958,68.9585192930306,,,,0.999121545842788,3.11045438935961,74.7759914677684,,,,-1.71292450130728,2.16633653010479,131.857743546761,-0.423935410743932,1.66004438500801,71.8439543270411,135.922528224515,129.196407134609,1.26678562419184,4.65075163204126,137.879625626223,132.553753023388,-0.463308845814308,5.20830996465136,-1.95709740170776,-3.35734588877957
