country,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN
subject,BSCICP02,BSCICP03,BSEMFT02,CCRETT01,CCUSMA02,CCUSSP02,CP010000,CP010000,CP010000,CPALTT01,CPALTT01,CPALTT01,CPALTT01,CSCICP02,CSCICP03,CSCICP04,CSCICP04,CSESFT02,IR3TIB01,IR3TTS01,IRLTLT01,IRSTCB01,IRSTCI01,LOLITOAA,LOLITONO,LOLITOTR,LOLITOTR,LORSGPNO,LORSGPRT,MABMM301,MABMM301,MABMM301,MABMM301,MABMM301,MABMM301,MANMM101,MANMM101,MANMM101,MANMM101,MANMM101,PIEATI01,PRCNTO01,PRCNTO01,PRCNTO01,PRENEL01,PRINTO01,SLRTCR03,SLRTTO02,SLRTTO02,SPASTT01,SPASTT01,SPASTT01,XTEITT01,XTEITT01,XTEXVA01,XTEXVA01,XTEXVA01,XTEXVA01,XTEXVA01,XTEXVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTNTVA01,XTNTVA01,XTNTVA01,XTNTVA01
measure,STSA,IXNSA,STSA,IXOB,ST,ST,GP,GY,IXOB,GP,GY,IXNB,IXOB,STSA,IXNSA,GPSA,IXNSA,STSA,ST,ST,ST,ST,ST,STSA,STSA,GYSA,STSA,STSA,STSA,GPSA,GYSA,IXOB,IXOBSA,ST,STSA,GPSA,IXOB,IXOBSA,ST,STSA,GY,IXOB,IXOBSA,ML,ML,IXPY,IXOB,ML,MLSA,GP,GY,IXOB,ST,STSA,CXML,CXMLSA,GPSA,GYSA,NCML,NCMLSA,CXML,CXMLSA,GPSA,GYSA,NCML,NCMLSA,CXML,CXMLSA,NCML,NCMLSA
unit,Percentage,Index,Percentage,Index,Yuan Renminbi,Yuan Renminbi,Percentage,Percentage,Index,Percentage,Percentage,Index,Index,Percentage,Index,Percentage,Index,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Index,Index,Percentage,Index,Index,Index,Percentage,Percentage,Index,Index,Yuan Renminbi,Yuan Renminbi,Percentage,Index,Index,Yuan Renminbi,Yuan Renminbi,Percentage,Index,Index,Square metres,Gigawatt hours,Index,Index,Yuan Renminbi,Yuan Renminbi,Percentage,Percentage,Index,Percentage,Percentage,US Dollar,US Dollar,Percentage,Percentage,Yuan Renminbi,Yuan Renminbi,US Dollar,US Dollar,Percentage,Percentage,Yuan Renminbi,Yuan Renminbi,US Dollar,US Dollar,Yuan Renminbi,Yuan Renminbi
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Billions,Billions,Units,Units,Units,Billions,Billions,Units,Units,Units,Millions,Thousands,Units,Units,Billions,Billions,Units,Units,Units,Units,Units,Billions,Billions,Units,Units,Billions,Billions,Billions,Billions,Units,Units,Billions,Billions,Billions,Billions,Billions,Billions
reference_period,,,,2015=100,,,,,2015=100,,,2020=100,2015=100,,,,,,,,,,,,,,,,,,,2015=100,2015=100,,,,2015=100,2015=100,,,,2015=100,2015=100,,,2000=100,2015=100,,,,,2015=100,,,,,,,,,,,,,,,,,,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08,2.6,99.4271116195735,-1.2,92.7475298107473,6.85179565217391,6.8314,1.69999996205765,1.9,105.125777189608,0.7,2.3,94.938338516215,105.9,118.7,102.594554796934,-0.119141870650649,101.0615106,121.9,3.23,3.23,3.58,2.9,2.9,98.883491010882,99.2399282554008,4.55564710363936,121.452866284228,99.1590768265,98.4328955574067,0.776565198707691,8.9070988893783,135.270385398215,134.999634732029,178867.043,178269.2967779,-0.204947371575633,150.920205700244,151.152472660562,53832.46443,53693.2545731872,4.1,49.9000399840064,104.758452870852,41.6,640.49,106.1,108.143086861448,3154.2,3209.34151955343,-2.58413595745428,-16.4056064623123,74.3536252318371,114.067778716216,112.744402472959,216.09,204.733589528396,-0.505678613516254,9.2275106913087,1480.60452247826,1402.79271858462,189.44,181.590912752852,-1.76842799413875,19.0650968796103,1298.00416834783,1244.22382647429,26.65,23.1426767755431,182.600354130435,158.568892110332
2018-09,1.6,99.0955638185857,-3.4,93.4485428047894,6.85654444444444,6.8814,1.50000000421436,3.6,106.702663851883,0.7,2.5,95.5658818302976,106.6,118.5,102.640800765076,-0.0238567579851784,101.0374006,121.9,3.12,3.12,3.61,2.9,2.9,98.7552192365245,99.1520693887074,4.63505743970704,121.99125136711,99.0956472895069,98.3163102686864,0.71908624180169,8.75548836276206,136.236835520629,135.97039853187,180166.558,180039.710661774,0.359528349554281,151.193951257941,151.695908650829,53857.40825,54314.4805724747,3.6,58.7764894042383,107.223918796481,49.0,548.31,105.8,113.110731514609,3200.5,3222.54486547939,-0.777211216672686,-18.9225512338829,73.7757405165325,116.251282051282,116.077204559848,226.69,216.300448144778,5.64971221528733,15.4662182638746,1554.31006011111,1483.07363605792,195.0,186.341882512561,2.61630369476405,16.6703145201552,1337.02616666667,1277.66139930882,31.69,29.9585656322165,217.283893444444,205.412236749098
2018-10,0.4,98.7009823068662,-3.8,92.9074683338728,6.93634705882353,6.9717,-0.0999999670893684,3.3,106.595961223147,0.2,2.5,95.7451799200356,106.8,119.1,102.92489322601,0.0715874513501707,101.1097307,122.3,3.22,3.22,3.51,2.9,2.9,98.6384191089676,99.0720679473288,4.78391345252891,122.548999111356,99.0286583163112,98.1931826352317,0.738828738475369,8.65207264615807,136.498323913698,136.974986912043,179556.16,180916.58669741,0.264299309036653,151.447194153118,152.09683988923,54012.84,53978.7182708833,3.3,75.0899640143942,98.501396617353,62.6,533.02,105.9,108.620488195723,3553.4,3254.69190505631,-2.82925040340325,-21.5678543445127,71.6884400803548,119.140781357094,114.791781847449,217.283,211.346688712431,-2.29022152974485,13.429351803979,1507.15029798235,1465.97398264256,182.375,184.113083106678,-1.19608076071291,17.0634225343766,1265.01629485294,1277.07224249794,34.908,27.2336056057532,242.134003129412,188.901740144626
2018-11,0.0,98.353600823795,-3.4,92.5785279238854,6.94079,6.9433,-0.800000003849996,2.5,105.743193529258,-0.3,2.2,95.3865837405598,106.4,122.1,103.408665982254,0.357681201894444,101.4713812,125.3,3.37,3.37,3.36,2.9,2.9,98.5406196309337,99.0050808697251,4.97185554562399,123.13580428865,98.959606859997,98.0662640992849,0.745246686885404,8.52788571731784,136.935056244741,137.995788463866,181317.5065,182729.725508947,-0.509058638736676,152.138592933752,151.322577786529,54349.86609,53763.2046885983,2.7,113.474610155938,105.433939744102,94.6,554.3,105.4,115.487722773379,3526.0,3286.43334766399,-0.704092461953493,-22.3486112894253,71.183687177657,124.497728143647,121.120357179839,227.42,207.953434304744,-1.60553942356952,4.86471945218182,1578.4744618,1443.36111728803,182.67,171.691562959955,-6.74667977806138,3.20091723228915,1267.8741093,1191.67508327682,44.75,36.2618713447899,310.6003525,251.686034011205
2018-12,-1.2,98.0845722485546,-4.0,93.4870862926018,6.88552777777778,6.853,0.799999982358976,2.4,106.589139058838,0.0,1.9,95.4762327854287,106.5,123.0,103.846575295256,0.106921970231354,101.5798764,126.3,3.87,3.87,3.23,2.9,2.9,98.4604261497059,98.9501528981416,5.19297311413062,123.750353610593,98.8905342668536,97.9393067132465,0.781082008376729,8.7334743394908,138.118285749752,139.073648739875,182674.4,183756.96261618,0.0280948884465135,153.761251747967,151.365091695952,55168.6,54008.9882439489,0.9,320.271891243503,104.022533582567,267.0,619.99,105.7,,3589.4,3289.81599249119,-2.32204838015719,-21.9740105961471,69.530767522612,134.752420975699,124.221622990731,221.25,197.150686673525,-5.19479164522416,-3.39130680314818,1523.42302083333,1357.48652949852,164.19,158.708831785457,-7.56165937957311,-4.79751241099226,1130.53480583333,1092.79406983743,57.06,38.4418548880674,392.888215,264.692459661091
2019-01,-1.0,98.0199929563963,-4.4,94.521099636737,6.7876380952381,6.7064,1.10000000122507,2.0,107.761619589791,0.5,1.7,95.9244780097734,107.0,123.7,104.192840737105,0.0830726547330112,101.6642615,127.2,3.24,3.24,3.1037,2.9,2.9,98.4047563921026,98.9120222818263,5.43291899419387,124.401790923642,98.8231081057828,97.8153755160725,,,140.120284049258,,186593.5,,,154.061609732947,,54563.8,,0.1,74.9700119952019,109.134272614954,62.5,549.095,,,3303.2,,-0.555507347942696,-25.9346106550904,69.144518999943,121.33800857127,117.57540618734,218.008,210.758045882814,6.90200954350331,8.02819778776328,1479.75940586667,1430.54934111213,179.67,179.25351288772,12.9448883664113,-0.998725945690497,1219.53493657143,1216.70797278195,38.338,31.5045329950934,260.224469295238,213.841368330182
2019-02,-1.6,98.1298600134666,-5.0,95.8500342484116,6.73561428571429,6.6883,2.29999998913759,1.2,110.240136828651,1.0,1.5,96.9106175033318,108.1,126.0,104.430809959918,0.272726615930809,101.941527,129.3,2.91,2.91,3.1731,2.9,2.9,98.3705319609822,98.8885804938996,5.6641809265692,125.086741755124,98.758927013376,97.6974088471775,,,141.664033062939,,186742.74,,,150.622501355464,,52719.05,,0.1,74.9700119952019,108.44869217513,62.5,1098.19,105.3,,3303.2,,7.18144705780616,-16.2862326148851,74.1100960252986,102.235383883177,117.519260880208,135.33,197.807989875879,-6.14451322733139,-21.9610000713611,911.530681285715,1332.3583224364,132.371,168.319634070463,-6.09967338498193,-3.38158020007984,891.599998614286,1133.73613181121,2.959,29.4883558054162,19.9306826714286,198.622190625187
2019-03,1.0,98.3793290323681,-4.8,96.1735218251501,6.71161428571429,6.7211,-0.599999973179542,3.5,109.578696037246,-0.4,2.3,96.552021323856,107.7,124.1,104.434573095848,-0.22468311662625,101.7124816,127.2,3.08,3.08,3.0683,2.9,2.9,98.3587799958873,98.8805310665036,5.86031698135189,125.806979835401,98.6994756259908,97.5881355103112,,,142.554883067801,,188941.2137,,,150.894527562549,,54757.55423,,0.4,71.6113554578169,104.990547504998,59.7,569.79,108.5,,3172.6,,11.2839419996948,-6.14304531685589,82.4726362767114,118.797605278455,130.003113329519,198.234,221.355340501817,11.9041453485845,15.0000412280819,1330.47014631429,1485.65166553115,166.867,170.269261122038,1.15828855162463,-3.96246003937015,1119.94694101429,1142.78160536468,31.367,51.0860793797796,210.5232053,342.870060166463
2019-04,0.2,98.3588114248818,-5.6,96.0667177104284,6.71666666666666,6.7411,0.0,4.7,109.578696037246,0.1,2.5,96.641670368725,107.8,125.3,104.414027300369,0.142224629391001,101.8571418,128.7,3.0,3.0,3.3869,2.9,2.9,98.3433096213486,98.8699347402182,6.01531880599861,126.529276946884,98.6461703296886,97.4901588632425,,,143.209173421617,,188467.033,,,152.779238418428,,54061.46,,0.9,49.0603758496601,107.176082938824,40.9,544.02,105.4,,3058.6,,4.89413081568628,2.38600794450057,86.5089549832388,107.241929408637,111.433651858074,193.606,202.007490309946,-8.74062950006519,-3.51452955758958,1300.38696666667,1356.8169765818,180.532,181.280508124448,6.4669611707063,3.09875291707076,1212.57326666667,1217.60074623588,13.074,20.7269821854973,87.8136999999998,139.216230345923
2019-05,-1.2,98.1613267072964,-6.0,94.9288493206342,6.87026315789474,6.9035,0.0999999902539944,5.8,109.688274722603,0.0,2.7,96.641670368725,107.8,123.4,104.346868331306,-0.224869160819115,101.6280965,126.2,3.15,3.15,3.2751,2.9,2.9,98.3221998971049,98.8554757802673,6.14890708994184,127.251005618983,98.603078000194,97.4109539389452,,,143.275257774536,,189115.37,,,152.327171999102,,54435.564,,0.6,49.6601359456217,97.5978175609756,41.4,558.9,105.0,,3295.6,,-8.60713673615168,-7.06317349853339,79.0630109388156,123.814484902155,120.846575809283,213.918,210.287194753762,4.09871160277894,0.999682876154444,1469.67295421053,1444.72836669381,172.773,174.011711416326,-4.00969568285427,-6.78527236680616,1186.99597657895,1195.5062499858,41.145,36.2754833374358,282.676977631579,249.22211670801
2019-06,-1.2,98.0563058542845,-6.2,93.5074993831898,6.90137368421053,6.8668,-0.20000000731281,6.1,109.468898165137,-0.1,2.7,96.552021323856,107.7,125.9,104.3555017875,0.296547323406768,101.9294719,129.4,3.6,3.6,3.2254,2.9,2.9,98.2985579225485,98.8392823729388,6.28618720110696,127.975998289425,98.5750752709236,97.3594841280067,,,144.667470584295,,192136.02,,,156.129362500853,,56769.62,,0.0,68.6125549780088,100.953491287485,57.2,583.39,106.3,,3387.8,,-0.116794725655596,-2.05838563213743,78.9706695120945,130.493744510708,123.488448215001,212.466,210.416225082949,0.0613590995580968,-0.502782107833376,1466.30726118947,1452.16099851838,162.817,170.393448232988,-2.07932164673746,-4.96966450732091,1123.66095914211,1175.94885959703,49.649,40.0227768499607,342.646302047369,276.212138921349
2019-07,-0.6,98.0803260726728,-5.8,93.7978973386522,6.87747272727273,6.8834,0.700000003919337,6.7,110.235180456583,0.4,2.8,96.9106175033318,108.1,124.4,104.209956792828,-0.177402272992647,101.7486467,127.6,3.16,3.16,3.1552,2.9,2.9,98.2618523685839,98.8141411570414,6.41731195223915,128.690292517304,98.5677785072421,97.3460724693244,,,145.739698329628,,191941.08,,,157.349060668477,,55304.31,,-0.3,58.8964414234306,108.2828952499,49.1,657.31,104.8,,3307.3,,0.994823914419858,4.49426970510009,79.7562886177783,124.760629620045,121.664298504259,221.772,208.614673384122,-0.856184782383862,1.38041054927834,1525.23088167273,1434.74172670821,177.758,171.467452612501,0.63030849522112,-7.24471195928885,1222.52579705455,1179.2627289574,44.014,37.1472207716212,302.705084618182,255.478997750804
2019-08,-1.0,98.142131654453,-6.2,93.2239311994794,7.06212272727273,7.1401,2.19999997800118,7.3,112.660354402378,0.7,2.8,97.6278098622834,108.9,122.4,104.061680546644,-0.236956861658184,101.5075463,125.4,3.11,3.11,3.0573,2.9,2.9,98.1948408487585,98.7682420789569,6.51928631722644,129.370726377775,98.5885513499719,97.3842535436629,,,146.275951841469,,193549.243,,,155.818992639667,,55679.809,,-0.8,51.3394642143143,105.183742143143,42.8,668.24,104.4,,3389.6,,-3.41880254898069,3.5989547911893,77.0295785895413,119.352382065858,118.118095826129,214.786135,206.126151038751,-1.19287982240318,0.680182237591179,1516.84604548657,1455.68817593601,179.959655,174.508528601892,1.77355873844104,-3.90018643752266,1270.89716956766,1232.40064594235,34.82648,31.6176224368585,245.948875918909,223.287529993666
2019-09,-0.4,98.2586494486011,-6.0,93.1911194534143,7.11587368421053,7.1292,2.60000003717249,8.4,115.589523658718,0.9,3.0,98.434651266104,109.8,124.1,104.14362651447,0.201891689307835,101.7124816,128.0,3.3,3.3,3.1411,2.9,2.9,98.0969777782222,98.7012114441075,6.57787883364353,130.015688069684,98.6448348176348,97.4877041541942,,,147.522068303824,,195225.05,,,156.393906599168,,55713.8,,-1.2,61.655337864854,110.394218972411,51.4,590.84,105.8,,3449.5,,4.70087781658578,9.3186518996626,80.6506449616666,122.215040693438,123.758502668949,218.123102,206.346331654293,0.106818380119544,-4.60198606885086,1552.13644144017,1468.33443125216,178.474843,166.733054460318,-4.45564133963444,-10.5230385074171,1270.00443859731,1186.45135452222,39.648259,39.6132771939745,282.132002842863,281.88307672994
2019-10,-1.4,98.3198261524921,-5.4,93.7571754197574,7.08311764705882,7.0378,3.60001979460119,15.5,119.750769390917,0.9,3.8,99.3311417147934,110.8,124.3,104.324588268873,0.023704170442737,101.7365917,128.5,3.46,3.46,3.288,2.9,2.9,97.9933678207867,98.6302445187334,6.61670489773802,130.657704737686,98.742755708773,97.6676855304784,,,147.905623343292,,194560.05,,,156.582855036452,,55814.39,,-1.6,89.484206317473,107.661935937625,74.6,571.42,104.7,,3810.4,,-1.23653888539069,11.1104779042682,79.6533683753972,125.319898415565,121.407631789968,212.916095,206.76286842591,0.201862939979314,-2.16886307254074,1508.10974983735,1464.52572210406,169.898075,170.304671442405,2.14211692675303,-7.49996221413123,1203.40805323382,1206.28802367025,43.01802,36.4581969835045,304.701696603529,258.237698433808
2019-11,0.4,98.2321462079594,-5.4,94.984553282147,7.01831578947368,7.0291,1.79904696775921,19.1,121.905141976513,0.4,4.5,99.6897378942692,111.2,124.6,104.532104566153,0.0355476819064668,101.7727567,128.9,3.33,3.33,3.165,2.9,2.9,97.9241395475107,98.58282709067,6.67101982420977,131.350218203446,98.8878882774092,97.9344433095712,,,148.253926700964,,196142.956,,,157.333774182382,,56248.652,,-1.4,115.633746501399,101.806553558577,96.4,588.98,106.2,,3809.4,,-0.688441499286187,11.1279910725824,79.1050015319216,120.678377148487,116.893069871986,221.337434,205.208676390918,-0.751678503410275,-1.31989063946136,1553.41600784379,1440.21929365137,183.411013,175.552474253306,3.08142035474072,2.24874841069029,1287.23640850126,1232.08270193315,37.926421,29.6562021376119,266.179599342526,208.136591718225
2019-12,0.4,97.4240622803917,-5.4,94.399427388299,7.02054736842105,6.987,-0.382555470543221,17.4,121.438787187008,0.0,4.5,99.6897378942692,111.2,126.6,104.630891832467,0.23690072649864,102.0138571,130.6,3.49,3.49,3.1365,2.9,2.9,97.9076995675107,98.5715666398148,6.7622149080483,132.118618471211,99.0821545447011,98.2915102208951,,,149.805458321868,,198648.9,,,159.841990592522,,57600.9,,-0.5,385.045981607357,111.214209728109,321.0,654.42,106.9,,3877.6,,1.30964339570821,15.2597588313645,80.1409949601593,124.710051691575,117.281547931818,238.267589,211.248236890118,2.94313116064112,7.15064728125355,1672.76889493398,1483.0782535825,191.057245,180.12060773015,2.60214701972993,13.4912315236731,1341.32643860253,1264.54525859831,47.210344,31.1276291599676,331.442456331452,218.532994984197
2020-01,0.0,95.713782273887,-5.0,96.5657816567856,6.92103333333333,6.9307,4.37788018433179,20.6,126.755231787361,1.4,5.4,101.124122612172,112.8,126.4,104.304419227345,-0.0236341421502839,101.989747,130.7,3.67,3.67,2.9932,2.9,2.9,97.9571011121062,98.6054038868849,6.89685826600945,132.981606124023,99.3235094317458,98.7351273514002,,,152.144297803698,,202306.6485,,,157.46158742974,,54553.17866,,0.0,62.1351459416234,89.3200505037985,51.8,513.345,,,2606.5,,2.99483738366222,19.3747366106243,82.541087436865,134.854375119495,129.956298121345,211.6,202.770389544658,-4.01321566999381,-3.78996507805784,1464.49065333333,1403.38062505156,156.91,156.029674956825,-13.3748897901883,-12.9558620954012,1085.97934033333,1079.88658136535,54.69,46.7407145878329,378.511313,323.494043686211
2020-02,-28.6,94.1173532588201,-36.4,97.9366180298379,6.99966315789474,7.0006,4.3046357615894,21.9,132.211582824565,0.8,5.2,101.930964015993,113.7,118.9,103.550063782681,-0.886487540752499,101.0856206,121.2,2.98,2.98,2.7376,2.9,2.9,83.5924582742281,88.7664408998054,-8.73146836330446,114.164832472087,85.5055147522463,73.3372610636564,,,153.826852102631,,203083.0424,,,154.189163118465,,55270.07291,,-0.5,62.1351459416234,89.4715729468212,51.8,1026.69,86.5,,2606.5,,-4.0402874943498,6.87638318052483,79.206190203453,56.4755808806481,68.0751930525251,80.38,113.904674020057,-43.8257852757292,-42.4165454127866,562.632924631579,797.2943502502,142.327,167.321852370173,7.23719857550992,-0.59278984641325,996.241058273685,1171.19660554621,-61.947,-53.4171783501169,-433.608133642106,-373.902255296006
2020-03,4.0,96.3855843515425,1.8,98.7254071195601,7.01807272727273,7.0927,-3.80952380952381,18.3,127.174951097915,-1.2,4.3,100.675877387828,112.3,122.2,102.946188767326,0.393543312727107,101.4834363,125.2,2.55,2.55,2.5899,2.9,2.9,88.4574835636877,92.0987064002033,-3.39389899171995,121.537218015254,99.9087856177952,99.8108815877756,,,156.022257488264,,208092.34,,,158.333490310185,,57505.03,,-1.5,71.0115953618552,106.701249440224,59.2,552.51,98.9,,2645.0,,-2.57723876887993,-6.43580580682052,77.1648575621769,112.065095948682,124.458455566228,185.146228,204.959405072611,79.9394158632343,-7.40706566737282,1299.36969328422,1438.42001093814,165.213108,164.680980605248,-1.57831850862095,-3.2820254695208,1159.47760744276,1155.74309868622,19.93312,40.2784244673634,139.892085841455,282.676912251918
2020-04,1.6,98.2054411629167,0.4,98.4790319574202,7.0726,7.0543,-3.006967363403,14.8,123.350841823977,-0.9,3.3,99.7793869391382,111.3,116.4,102.179215111857,-0.688970659145874,100.7842452,119.3,2.32,2.32,2.538,2.9,2.9,92.1803075490667,94.6486289992511,0.700095402205504,127.415102597233,100.227938287107,100.397493249494,,,158.401565009837,,209353.3829,,,160.783392566607,,57015.04789,,-3.1,44.7421031587365,101.611634010396,37.3,554.27,103.9,,2817.8,,-1.41059246917319,-12.0595366025443,76.0763758925566,129.265900101859,134.236556883719,200.233629,210.28330447951,2.59753847597916,4.09678579584674,1416.1723644654,1487.24969926178,154.90058,156.651294819537,-4.87590355376731,-13.5862446325465,1095.549842108,1107.93194774066,45.333049,53.6320096599726,320.6225223574,379.317751521122
2020-05,1.2,99.0604205401728,-1.2,96.7393364635906,7.11111176470588,7.1463,-3.47826086956522,10.6,119.060377760535,-0.8,2.4,98.9725455353176,110.4,115.8,101.62750139269,-0.0717672686405177,100.7119151,118.8,2.13,2.13,2.7053,2.9,2.9,95.5993080106838,96.9904497722644,4.46759607326665,132.936066549209,100.543992032207,100.978409000583,,,159.132406886915,,210018.3741,,,161.634308090042,,58111.10573,,-3.7,52.7788884446222,104.365398568573,44.0,593.24,104.4,,3197.3,,1.92938200810645,-1.92103882629,77.544179801447,143.733061417624,137.022264227471,206.812825,209.727050528383,-0.264525970097122,-0.266371057940342,1470.66911294956,1491.39249638945,143.886746,153.060564070241,-2.29218070200654,-12.0400788978849,1023.19473226585,1088.43077787241,62.926079,56.6664864581427,447.474380683712,402.961718517045
2020-06,1.8,99.3705509947069,-1.8,94.6700282787704,7.08581,7.0681,0.0783392087740002,8.8,119.153648718436,-0.1,2.5,98.9725455353176,110.4,112.6,101.405884512162,-0.38303372507311,100.3261545,115.1,2.54,2.54,2.823,2.9,2.9,97.4042240584853,98.2267145641934,6.47279460588547,136.259621803531,100.842489887875,101.527056528772,,,160.70391036273,,213494.866,,,166.431340186588,,60431.79685,,-3.0,64.0543782487005,91.5843709036385,53.4,630.41,104.8,,3352.6,,2.72783351778944,0.872205366026148,79.6594559291658,127.771683493428,124.348685081196,213.574174,207.565850227886,-1.03048237938419,-1.35463643734653,1513.34601787094,1470.77217720326,167.152978,166.922432748165,9.05645994585718,-2.03705924190055,1184.41424304218,1182.78064319128,46.421196,40.6434174797211,328.93177482876,287.991534011983
2020-07,2.2,99.4640561980203,-1.4,94.4306369869335,7.00802857142857,6.9855,2.03522504892368,10.2,121.57869362386,0.6,2.7,98.6139493558418,110.0,117.2,101.739210696109,0.552728052583731,100.8806853,120.6,2.76,2.76,2.9664,2.9,2.9,99.1574119519613,99.4275485137728,8.43384274299602,139.543829413715,101.111576200051,102.02164480551,,,161.662970499262,,212545.8463,,,167.846769327316,,59119.26368,,-2.4,50.6197520991603,98.1705535705718,42.2,680.12,104.8,,3220.3,,11.702780930799,11.5671617741096,88.9818275472224,135.555469874783,131.460181709373,237.631279,223.534436311445,7.69326267592989,7.15182814578475,1665.32679269711,1566.53571636878,175.301874,170.039652619396,1.86746611579413,-0.832694468454779,1228.52054161697,1191.64274383252,62.329405,53.4947836920484,436.806251080143,374.892972536266
2020-08,2.0,99.5272602173922,-1.2,95.861226055454,6.92929523809524,6.8561,-0.0181818181818215,11.2,121.556588406837,0.4,2.4,99.958685028876,111.5,116.4,102.233644525906,-0.0955981808739708,100.7842452,120.1,2.97,2.97,3.0177,2.9,2.9,100.79674693303,100.550399696653,10.3025616901311,142.699225271816,101.34326395122,102.447493465983,,,161.734620801353,,213683.6906,,,167.421523221937,,60128.90974,,-2.0,46.3014794082367,96.0295956417433,38.6,723.83,105.6,,3357.1,,2.59630561291305,18.5156006327922,91.2920677303036,133.41695541874,130.455649839328,235.259186,228.887398236903,2.39469229608984,11.0423869477256,1630.18035726796,1586.02835866298,176.333799,175.452269425514,3.18314976697409,0.54079925559108,1221.86895372594,1215.76057504322,58.925387,53.4351288113886,408.311403542019,370.26778361976
2020-09,3.0,99.6844394393708,-0.8,97.4435217173676,6.809035,6.8086,0.399996010014856,7.9,122.042809910375,0.2,1.7,100.137983118614,111.7,120.5,102.909410286722,0.490409685580496,101.2785009,124.2,2.99,2.99,3.1482,2.9,2.9,101.29461609957,100.891411746676,10.9552437943058,144.259223668562,101.532532509374,102.795374446109,,,163.200313679673,,216408.48,,,168.982671507393,,60231.212,,-2.1,50.7397041183527,99.3584295881647,42.3,631.52,106.9,,3529.5,,-2.52950686307778,10.3312052295598,88.98282861162,118.247584286584,120.494865356553,239.757675,225.374708473986,-1.53468027946234,9.22157261878208,1632.51840059362,1534.58427811417,202.759047,187.040923119078,6.60501783847458,12.1798696272265,1380.59344758964,1273.56819195011,36.998628,38.3337853549087,251.92495300398,261.016086164061
2020-10,2.8,99.8479399869995,-1.4,98.0764365421501,6.70220666666667,6.6983,-1.79999480311445,2.2,119.846045674413,-0.3,0.5,99.8690359840071,111.4,121.7,103.4687811756,0.142834163928663,101.4231612,125.2,3.18,3.18,3.181,2.9,2.9,101.743855120247,101.199114913868,11.5588424096952,145.76022292444,101.677358762804,103.061569209162,,,163.689184128805,,214972.042,,,170.090873319512,,60918.241,,-2.1,94.7620951619352,115.297693410636,79.0,609.45,106.9,,3857.6,,-0.302475261974949,11.3746717521937,88.7136775676642,132.697395104633,126.274267594049,237.182561,233.007055230681,3.38651431137629,12.6928916224506,1589.64654155127,1561.66143894744,178.739425,184.5245746978,-1.34534645109514,8.3496847942914,1197.94856583117,1236.72183470342,58.443136,48.482480532881,391.697975720107,324.939604244012
2020-11,4.2,99.9943913148497,-1.0,98.1048848935229,6.60816842105263,6.5847,-2.40664132923089,-2.0,116.961781207764,-0.6,-0.5,99.2414926699245,110.7,124.0,103.837895471513,0.273374835411859,101.7004266,127.0,3.56,3.56,3.25,2.9,2.9,102.103681058657,101.445575207365,12.0225926779524,147.141919919648,101.779525835345,103.249355187344,,,163.989626539053,,217200.255,,,172.382168482948,,61863.217,,-1.5,119.112355057977,102.668504622151,99.3,641.87,107.0,,3951.4,,2.03024414166144,14.4235889721945,90.5147818093342,139.134187095323,134.792666407028,268.074093,249.668323020774,7.1505421900632,21.6655783818624,1771.47875586493,1649.85032792305,192.673058,185.223966314949,0.379023562739233,5.50917445212867,1273.21601746324,1223.99116502456,75.401035,64.4443567058256,498.262738401684,425.859162898488
2020-12,3.8,99.9145270979898,-0.8,97.8412889178079,6.54418235294118,6.5349,1.19617224880382,1.2,118.360845576278,0.7,0.2,99.958685028876,111.5,122.1,103.963751089671,-0.225215771120476,101.4713812,125.2,3.33,3.33,3.1429,2.9,2.9,102.324841359347,101.597057429183,12.2705995372277,148.330365057931,101.842749097545,103.365561337141,,,165.396471105737,,218679.589,,,174.684489066599,,62558.099,,-0.4,384.446221511395,106.141633242703,320.5,727.72,107.3,,4056.6,,1.62107986702083,14.7753390878793,91.9820987139231,138.366750230689,130.973926896165,281.927726,248.748858060334,-0.368274576973024,17.7519214940109,1844.98644929404,1627.85788723271,203.753955,189.922424985806,2.53663646467217,5.4418077860031,1333.40303665297,1242.88698201991,78.173771,58.8264330745281,511.583412641065,384.970905212802
