country,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN
subject,BSCICP02,BSCICP03,BSEMFT02,CCRETT01,CCUSMA02,CCUSSP02,CP010000,CP010000,CP010000,CPALTT01,CPALTT01,CPALTT01,CPALTT01,CSCICP02,CSCICP03,CSCICP04,CSCICP04,CSESFT02,IR3TIB01,IR3TTS01,IRLTLT01,IRSTCB01,IRSTCI01,LOLITOAA,LOLITONO,LOLITOTR,LOLITOTR,LORSGPNO,LORSGPRT,MABMM301,MABMM301,MABMM301,MABMM301,MABMM301,MABMM301,MANMM101,MANMM101,MANMM101,MANMM101,MANMM101,PIEATI01,PRCNTO01,PRCNTO01,PRCNTO01,PRENEL01,PRINTO01,SLRTCR03,SLRTTO02,SLRTTO02,SPASTT01,SPASTT01,SPASTT01,XTEITT01,XTEITT01,XTEXVA01,XTEXVA01,XTEXVA01,XTEXVA01,XTEXVA01,XTEXVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTNTVA01,XTNTVA01,XTNTVA01,XTNTVA01
measure,STSA,IXNSA,STSA,IXOB,ST,ST,GP,GY,IXOB,GP,GY,IXNB,IXOB,STSA,IXNSA,GPSA,IXNSA,STSA,ST,ST,ST,ST,ST,STSA,STSA,GYSA,STSA,STSA,STSA,GPSA,GYSA,IXOB,IXOBSA,ST,STSA,GPSA,IXOB,IXOBSA,ST,STSA,GY,IXOB,IXOBSA,ML,ML,IXPY,IXOB,ML,MLSA,GP,GY,IXOB,ST,STSA,CXML,CXMLSA,GPSA,GYSA,NCML,NCMLSA,CXML,CXMLSA,GPSA,GYSA,NCML,NCMLSA,CXML,CXMLSA,NCML,NCMLSA
unit,Percentage,Index,Percentage,Index,Yuan Renminbi,Yuan Renminbi,Percentage,Percentage,Index,Percentage,Percentage,Index,Index,Percentage,Index,Percentage,Index,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Index,Index,Percentage,Index,Index,Index,Percentage,Percentage,Index,Index,Yuan Renminbi,Yuan Renminbi,Percentage,Index,Index,Yuan Renminbi,Yuan Renminbi,Percentage,Index,Index,Square metres,Gigawatt hours,Index,Index,Yuan Renminbi,Yuan Renminbi,Percentage,Percentage,Index,Percentage,Percentage,US Dollar,US Dollar,Percentage,Percentage,Yuan Renminbi,Yuan Renminbi,US Dollar,US Dollar,Percentage,Percentage,Yuan Renminbi,Yuan Renminbi,US Dollar,US Dollar,Yuan Renminbi,Yuan Renminbi
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Billions,Billions,Units,Units,Units,Billions,Billions,Units,Units,Units,Millions,Thousands,Units,Units,Billions,Billions,Units,Units,Units,Units,Units,Billions,Billions,Units,Units,Billions,Billions,Billions,Billions,Units,Units,Billions,Billions,Billions,Billions,Billions,Billions
reference_period,,,,2015=100,,,,,2015=100,,,2020=100,2015=100,,,,,,,,,,,,,,,,,,,2015=100,2015=100,,,,2015=100,2015=100,,,,2015=100,2015=100,,,2000=100,2015=100,,,,,2015=100,,,,,,,,,,,,,,,,,,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07,,,,76.8300756248954,5.3555,5.3471,,,,,4.7,,,110.14592,100.087312551362,-0.126393779565082,100.0303147,110.1312,,,,7.2,7.2,,,,,98.1334826843899,96.5478244243681,2.1390768799457,28.7453572574217,1.33935217278021,1.34213424793265,,,2.3632240617845,2.14148394936832,2.16422394796173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08,,,,75.6270966103636,5.3593,5.3628,,,,,4.9,,,109.21248,99.8291543042005,-0.112492298297255,99.9177883,108.9792,,,,7.2,7.2,,,,,98.1329193417651,96.5467889846397,2.18624909675411,28.3073107882644,1.3846817807221,1.37147664580531,,,2.37727787455892,2.23855482084234,2.21567356503253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09,,,,73.5758820332079,5.3735,5.3765,,,,,4.5,,,108.74576,99.6695815021606,-0.0563094729749958,99.86152512,108.4032,,,,7.2,7.2,,,,,98.1370611719598,96.5544017860564,2.2000446151319,28.2928676216802,1.3846817807221,1.40164974389914,,,2.09141482317223,2.23855482084234,2.26201249040473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-10,,,,73.3859144326587,5.379,5.3809,,,,,4.8,,,108.62908,99.6086011643793,-0.0140853046086518,99.84745932,108.4032,,,,7.2,7.2,,,,,98.1482901869584,96.5750410342318,1.62413898626196,27.3359035058256,1.42658112199904,1.42441448384065,,,1.45180652051528,2.33137164631454,2.2948525352353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-11,,,,72.0600165213757,5.4007,5.3858,,,,,4.4,,,108.74576,99.6192433874252,0.0140872888461969,99.86152512,108.864,,,,7.2,7.2,,,,,98.1736879949972,96.6217229260354,1.62855205337097,26.448142683911,1.46848046327598,1.44761181516575,,,1.4263610653859,2.42418847178673,2.32758541830592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12,,,,71.680029045614,5.4131,5.4342,,,,,4.5,,,108.97912,99.673891083155,0.0281705992034432,99.88965671,109.5552,,,,7.2,7.2,,,,,98.2241082144177,96.7143967199354,2.15340159811063,26.4717245048537,1.46848046327598,1.47878471112796,,,2.03235883367731,2.42418847178673,2.37489030616624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-01,,,,73.5695464240617,5.4481,5.455,,,,,5.5,,,109.21248,99.7682883555924,0.0281626656117887,99.9177883,125.3376,,,,7.2,7.2,,,,,98.2978103315268,96.8498633023794,2.29197275819685,26.6522632043889,1.51623098950574,1.5126780538594,,,2.53551553168235,2.4577996471279,2.4351060187395,,,,,,,,,,,,,,,132.327586206897,111.501726778229,3.991,5.53850639563432,,,21.7433671,30.1743366940554,3.016,4.96719338405415,,,16.4314696,27.0617662756654,0.975,0.57131301158017,5.3118975,3.11257041838992
1992-02,,,,71.3560344503563,5.4635,5.4693,,,,,5.3,,,109.6792,99.9361940050496,0.0563094729749958,99.97405148,125.3376,,,,7.2,7.2,,,,,98.3818566085262,97.0043427442033,2.27605912345108,26.8746146414139,1.5639815157355,1.5471075007127,,,2.49270476973069,2.49141082246906,2.49580602261662,,,,,,,,,,,,,,,102.453102453102,109.418034903229,4.97,6.3636206705078,14.8977759694177,,27.153595,34.7676415333193,4.851,5.81587914289988,17.0858207689316,,26.5034385,31.7750556972335,0.119,0.547741527607921,0.6501565,2.99258583608587
1992-03,,,,71.0592098319573,5.4734,5.4675,,,,,5.3,,,110.49596,100.224285455541,0.0984861757049974,100.0725121,125.2224,,,,7.2,7.2,,,,,98.4656356043378,97.1583309156201,1.98907986199522,26.9005541534466,1.5639815157355,1.5778807044528,,,1.67568382373645,2.49141082246906,2.53762784040945,,,,,,,,,,,,,,,101.815713558459,104.375373474554,6.0,6.27702971380781,-1.36071838947435,,32.8404,34.3566944355556,5.893,6.0138991649578,3.40481666128971,,32.2547462,32.91647568948,0.107,0.263130548850002,0.5856538,1.4402187460756
1992-04,,,,73.7700775339947,5.4965,5.5101,,,,,7.1,,,112.0128,100.662855505026,0.182722803857744,100.2553674,124.992,,,,7.2,7.2,,,,,98.5627979228304,97.3369180138583,2.80470112888634,28.3139521138099,1.621279111577,1.62213554238307,,,4.07054050775448,2.60287244361923,2.64092300958937,,,,,,,,,,,,,,,104.355687047995,107.181163989397,6.349,6.54125826894016,4.20945203670334,,34.8972785,35.9540260752296,6.084,6.10299237801455,1.48145505291939,,33.440706,33.545097605757,0.265,0.438265890925614,1.4565725,2.40892846947264
1992-05,,,,72.6345087891929,5.5036,5.4866,,,,,4.7,,,113.99636,101.220275074398,0.238509424683435,100.4944859,125.2224,,,,7.2,7.2,100.515941403762,100.358063887109,,6.17738201650099,98.6854608791361,97.5623760079429,2.89483993987206,29.7208077466723,1.67857670741849,1.66909376994283,,,4.12209147223799,2.7143340647694,2.74978427175603,,,,,,,,,,,,,,,103.821956590123,108.717454470577,6.601,6.71198432539248,2.60998800892746,,36.3292636,36.94007693323,6.358,6.17378723414552,1.16000236844481,,34.9918888,33.9780554218433,0.243,0.538197091246954,1.3373748,2.96202151138673
1992-06,,,,71.4822491104145,5.4751,5.4621,,,,,4.8,,,116.21328,101.814880957032,0.265935088484291,100.761736,126.0288,,,,7.2,7.2,100.825734180065,100.57025431148,,6.27260071193867,98.8417652225901,97.8496678261347,2.07541442565406,29.6575639717875,1.67857670741849,1.70373438282192,,,1.9302846794192,2.7143340647694,2.80286293627081,,,,,,,,,,,,,,,112.287390029326,108.268231438383,7.658,7.28831901843744,8.58665135531681,,41.9283158,39.9042754578468,6.82,6.73172446026825,9.03719556509702,,37.340182,36.8568645924147,0.838,0.556594558169193,4.5881338,3.04741086543215
1992-07,,,,71.3207834272795,5.4432,5.42,,,,,5.2,,,117.96348,102.346616448137,0.209391985862573,100.972723,127.1808,,,,7.2,7.2,101.100353125546,100.75835266315,,6.3673221991236,99.0292611932253,98.1942907401056,1.92074066533195,29.3804032358733,1.73343061771549,1.73645870194202,,,2.39347104962006,2.83925981171413,2.86994864921098,,,,,,,,,,,,,,,114.124023593177,113.464137132049,7.159,7.01549534181742,-3.74330042263319,,38.9678688,38.1867442445806,6.273,6.18300682413229,-8.15121948877404,,34.1451936,33.6553427451169,0.886,0.832488517685124,4.8226752,4.53140149946367
1992-08,,,,71.253045878909,5.4287,5.4064,,,,,5.8,,,119.36364,102.760786860715,0.167163462552161,101.1415125,128.2176,,,,7.2,7.2,101.33364740866,100.918145972497,,6.46107268121168,99.2352254774329,98.5728589384359,2.0459504661803,29.2027678538378,1.78828452801249,1.77198578684943,,,2.37341137089594,2.96418555865885,2.93806433679023,,,,,,,,,,,,,,,120.094191522763,115.48013058469,7.65,7.52340595763648,7.23983968447028,,41.529555,40.8423139222212,6.37,6.51489214598609,5.36770104406887,,34.580819,35.3673949929147,1.28,1.00851381165039,6.948736,5.47491892930645
1992-09,,,,70.0901821278728,5.4948,5.5002,,,,,7.5,,,120.29708,103.036083033332,0.111256394351422,101.2540389,128.448,,,,7.2,7.2,101.526984647431,101.05057098005,,6.55383969467169,99.451474594672,98.9703309516962,2.23791941624769,29.2506497227205,1.78828452801249,1.81164140082649,,,2.07427606466421,2.96418555865885,2.99900790209271,,,,,,,,,,,,,,,103.244665302543,103.123780276216,7.064,6.92485224745967,-7.95588744708452,,38.8152672,38.0506781293414,6.842,6.71508766349673,3.07289074054711,,37.5954216,36.8980636933818,0.222,0.20976458396294,1.2198456,1.15261443595956
1992-10,,,,70.3528702277926,5.5369,5.5545,,,,,7.9,,,120.64712,103.186218116647,0.0416747820219607,101.2962363,127.0656,,,,7.2,7.2,101.683316989097,101.157649738686,,6.64571370806014,99.6713347706934,99.3744401934574,2.36211203699672,30.1892406641722,1.85803960777105,1.85443440042262,,,2.75609407749281,3.1291667288485,3.08166338126583,,,,,,,,,,,,,,,107.818002535568,105.952641410864,7.654,7.52345455140868,8.6442610261989,,42.3794326,41.6566155056947,7.099,7.10077110983407,5.74353553765081,,39.3064531,39.3162595580403,0.555,0.422683441574614,3.0729795,2.34035594765448
