,id,name
0,CPALTT01,Consumer Price Index > All items > Total > Total
1,NAEXKP01,National Accounts > GDP by Expenditure > Constant Prices > Gross Domestic Product - Total
2,XTEXVA01,International Trade > Exports > Value (goods) > Total
3,XTIMVA01,International Trade > Imports > Value (goods) > Total
4,XTNTVA01,International Trade > Net trade > Value (goods) > Total
5,B6CRSE01,Balance of payments BPM6 > Current account Credits > Services > Total Credits
6,B6DBSE01,Balance of payments BPM6 > Current account Debits > Services > Total Debits
