,id,name
0,GP,Growth rate previous period
1,IXOB,Index 2015=100
2,GY,Growth rate same period previous year
3,CXML,"US Dollars, monthly level"
4,CXMLSA,"US Dollars, monthly level, s.a."
5,NCML,"National currency, monthly level"
6,NCMLSA,"National currency, monthly level, s.a."
7,GPSA,"Growth rate previous period, s.a."
8,GYSA,"Growth rate same period previous year, s.a."
9,ST,"Level, rate or national currency"
10,CXCU,"US Dollars, sum over component sub-periods"
11,CXCUSA,"US Dollars, sum over component sub-periods, s.a."
12,NCCU,"National currency, sum over component sub-periods"
13,NCCUSA,"National currency, sum over component sub-periods s.a"
14,STSA,"Level, rate or national currency, s.a."
15,IXNB,Index source base
16,AL,Annual Level
