,id,name
0,XTNTVA01,International Trade > Net trade > Value (goods) > Total
1,IRSTCB01,Interest Rates > Immediate rates (< 24 hrs) > Central bank rates > Total
2,XTIMVA01,International Trade > Imports > Value (goods) > Total
3,PRMNTO01,Production > Manufacturing > Total manufacturing > Total manufacturing
4,SLRTTO01,Sales > Retail trade > Total retail trade > Volume
5,MABMM301,Monetary aggregates and their components > Broad money and components > M3 > M3
6,XTEITT01,International Trade > Ratio: Exports to imports > Total > Total
7,BREMFT02,Business tendency surveys (retail trade) > Employment > Future tendency > National indicator
8,PRENTO01,Production > Energy > Total energy > Total
9,IRSTCI01,Interest Rates > Immediate rates (< 24 hrs) > Call money/interbank rate > Total
10,PRCNTO01,Production > Construction > Total construction > Total
11,CCUSSP02,"Currency Conversions > US$ exchange rate > Spot, end of period > National currency:USD"
12,IRLTCT01,Interest Rates > Long-term government bond yields > Combined terms > Total
13,IR3TIB01,Interest Rates > 3-month or 90-day rates and yields > Interbank rates > Total
14,BSXRLV02,Business tendency surveys (manufacturing) > Export order books or demand > Level > National indicator
15,CSCICP02,Consumer opinion surveys > Confidence indicators > Composite indicators > National indicator
16,XTEXVA01,International Trade > Exports > Value (goods) > Total
17,CCRETT01,Currency Conversions > Real effective exchange rates > Overall Economy > CPI
18,SPASTT01,Share Prices > All shares/broad > Total > Total
19,CSINFT02,Consumer opinion surveys > Consumer prices (inflation) > Future tendency > National indicator
20,BCEMFT02,Business tendency surveys (construction) > Employment > Future tendency > National indicator
21,LCEATT03,Labour Compensation > Earnings > All activities > Monthly
22,CCUSMA02,Currency Conversions > US$ exchange rate > Average of daily rates > National currency:USD
23,IRLTLT01,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)
24,CPALTT01,Consumer Price Index > All items > Total > Total
25,PRINTO01,Production > Industry > Total industry > Total industry excluding construction
26,MANMM101,Monetary aggregates and their components > Narrow money and components > M1 and components > M1
27,PRMITO01,Production > Mining > Total mining > Total
28,PIEATI02,Producer Prices Index > Economic activities > Industrial activities > Domestic
29,PIEAMI02,Producer Prices Index > Economic activities > Mining and quarrying activities > Domestic
30,PIEAMP02,Producer Prices Index > Economic activities > Manufacturing > Domestic
31,NAEXKP01,National Accounts > GDP by Expenditure > Constant Prices > Gross Domestic Product - Total
32,NAEXCP06,National Accounts > GDP by Expenditure > Current Prices > Exports of Goods and Services
33,NAEXCP04,National Accounts > GDP by Expenditure > Current Prices > Gross Fixed Capital Formation
34,NAEXCP07,National Accounts > GDP by Expenditure > Current Prices > less: Imports of Goods and Services
35,NAEXCP01,National Accounts > GDP by Expenditure > Current Prices > Gross Domestic Product - Total
36,NAEXCP05,National Accounts > GDP by Expenditure > Current Prices > Changes in inventories and net acquisition of valuables
37,NAEXCP03,National Accounts > GDP by Expenditure > Current Prices > Government Final Consumption Expenditure
38,NAGIGP01,National Accounts > National Accounts Deflators > Gross Domestic Product > GDP Deflator
39,NAEXCP02,National Accounts > GDP by Expenditure > Current Prices > Private Final Consumption Expenditure
40,NAEXKP03,National Accounts > GDP by Expenditure > Constant Prices > Government Final Consumption Expenditure
41,NAEXKP06,National Accounts > GDP by Expenditure > Constant Prices > Exports of Goods and Services
42,NAEXKP07,National Accounts > GDP by Expenditure > Constant Prices > Less: Imports of Goods and Services
43,NAEXKP02,National Accounts > GDP by Expenditure > Constant Prices > Private Final Consumption Expenditure
44,NAEXKP04,National Accounts > GDP by Expenditure > Constant Prices > Gross Fixed Capital Formation
45,LRUN74FE,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15-74 > Females
46,LRUN74MA,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15-74 > Males
47,LRUN74TT,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15-74 > All persons
48,LRUNTTFE,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > Females
49,LRUNTTMA,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > Males
50,LRUNTTTT,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons
51,LFAC74FE,Labour Force Survey - quarterly levels > Active population > Aged 15-74 > Females
52,LFAC74MA,Labour Force Survey - quarterly levels > Active population > Aged 15-74 > Males
53,LFAC74TT,Labour Force Survey - quarterly levels > Active population > Aged 15-74 > All persons
54,LFACTTFE,Labour Force Survey - quarterly levels > Active population > Aged 15 and over > Females
55,LFACTTMA,Labour Force Survey - quarterly levels > Active population > Aged 15 and over > Males
56,LFACTTTT,Labour Force Survey - quarterly levels > Active population > Aged 15 and over > All persons
57,LFEAAGTT,Labour Force Survey - quarterly levels > Employment - by economic activity > Agriculture > All persons
58,LFEACNTT,Labour Force Survey - quarterly levels > Employment - by economic activity > Construction > All persons
59,LFEAICTT,Labour Force Survey - quarterly levels > Employment - by economic activity > Industry including construction > All persons
60,LFEAINTT,Labour Force Survey - quarterly levels > Employment - by economic activity > Industry excluding construction > All persons
61,LFEASETT,Labour Force Survey - quarterly levels > Employment - by economic activity > Services > All persons
62,LFEM74FE,Labour Force Survey - quarterly levels > Employed population > Aged 15-74 > Females
63,LFEM74MA,Labour Force Survey - quarterly levels > Employed population > Aged 15-74 > Males
64,LFEM74TT,Labour Force Survey - quarterly levels > Employed population > Aged 15-74 > All persons
65,LFEMTTFE,Labour Force Survey - quarterly levels > Employed population > Aged 15 and over > Females
66,LFEMTTMA,Labour Force Survey - quarterly levels > Employed population > Aged 15 and over > Males
67,LFEMTTTT,Labour Force Survey - quarterly levels > Employed population > Aged 15 and over > All persons
68,LFESEETT,Labour Force Survey - quarterly levels > Employment - by professional status > Employees > Total
69,LFUN74FE,Labour Force Survey - quarterly levels > Unemployed population > Aged 15-74 > Females
70,LFUN74MA,Labour Force Survey - quarterly levels > Unemployed population > Aged 15-74 > Males
71,LFUN74TT,Labour Force Survey - quarterly levels > Unemployed population > Aged 15-74 > All persons
72,LFUNTTFE,Labour Force Survey - quarterly levels > Unemployed population > Aged 15 and over > Females
73,LFUNTTMA,Labour Force Survey - quarterly levels > Unemployed population > Aged 15 and over > Males
74,LFUNTTTT,Labour Force Survey - quarterly levels > Unemployed population > Aged 15 and over > All persons
75,LMUNRLTT,Labour - other labour market measures > Registered unemployment > Level > Total
76,LMUNRRTT,Labour - other labour market measures > Registered unemployment > Rate > Total
77,BRBUFT02,Business tendency surveys (retail trade) > Business situation - Activity > Future tendency > National indicator
78,BRVSLV02,Business tendency surveys (retail trade) > Volume of stocks > Level > National indicator
79,BCSPFT02,Business tendency surveys (construction) > Selling prices > Future tendency > National indicator
80,BCCICP02,Business tendency surveys (construction) > Confidence indicators > Composite indicators > National indicator
81,BCOBLV02,Business tendency surveys (construction) > Order books > Level > National indicator
82,BRCICP02,Business tendency surveys (retail trade) > Confidence indicators > Composite indicators > National indicator
83,BRBUTE02,Business tendency surveys (retail trade) > Business situation - Activity > Tendency > National indicator
84,BRODFT02,Business tendency surveys (retail trade) > Order intentions or Demand > Future tendency > National indicator
85,BCBUTE02,Business tendency surveys (construction) > Business situation - Activity > Tendency > National indicator
86,B6DBSE02,Balance of payments BPM6 > Current account Debits > Services > Total Debits as % of Current account
87,B6BLTD01,Balance of payments BPM6 > Current account Balance > Goods > Total Balance
88,B6FADI02,Balance of payments BPM6 > Financial account > Direct investment > Direct investment Net acquisition of financial assets
89,B6CACR00,Balance of payments BPM6 > Capital account > Capital account Credits > Capital account Credits
90,B6CADB01,Balance of payments BPM6 > Capital account > Capital account Debits > Gross acquisitions of non-produced non-financial assets Debits
91,B6CATT00,Balance of payments BPM6 > Capital account > Capital account Balance > Capital account Balance
92,B6CRSI01,Balance of payments BPM6 > Current account Credits > Secondary income > Total Credits
93,B6CRTD21,Balance of payments BPM6 > Current account Credits > Goods > Goods acquired under merchanting (negative credits) Credits
94,B6CRTT01,Balance of payments BPM6 > Current account Credits > Total > Total Credits
95,B6FAFD01,Balance of payments BPM6 > Financial account > Financial derivatives > Financial derivatives Net
96,B6FAOI03,Balance of payments BPM6 > Financial account > Other investment > Other investment Net incurrence of liabilities
97,B6FATC01,Balance of payments BPM6 > Financial account > Financial account Net acquisition of financial assets > Total
98,B6BLTT01,Balance of payments BPM6 > Current account Balance > Total > Total Balance
99,B6CRSE01,Balance of payments BPM6 > Current account Credits > Services > Total Credits
100,B6DBPI01,Balance of payments BPM6 > Current account Debits > Primary income > Total Debits
101,B6BLPI01,Balance of payments BPM6 > Current account Balance > Primary income > Total Balance
