country,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR
2001-Q3,56.5,2.8,2.19563333333333,,,,4.63503333333333,4.57333333333333,6.28140703517588,37.7850162866449,47.3,42.3,47.2881779555111,42.2894276430892,3.08848080133555,14.3518518518518,42.7666666666667,41.1666666666667,42.7666666666667,41.1666666666667,59.9666666666667,70.0,59.9666666666666,70.0,0.259605399792322,2.38600212089078,63.2333333333333,64.3666666666667,63.2333333333333,64.3666666666667,108.866666666667,108.833333333333,108.866666666667,108.833333333333,75.9333333333333,73.9,75.9270060828264,73.8938421798183,56.9,55.8666666666667,56.8952587284393,55.8620114990417,0.237953599048182,1.32291040288634,57.8666666666667,56.1666666666667,57.8618448462628,56.1619865011249,46.6666666666667,45.6666666666667,46.6627781018248,45.6628614282143,,1.10091743119266,3.57142857142857,37.5,36.7333333333333,37.5,36.7333333333333,24.2333333333333,23.8666666666667,24.2313140571619,23.8646779435047,23.0314454631137,,20.1677367477611
2001-Q4,56.7,0.2,2.1843,,,,4.66326666666667,4.5471,5.43735224586289,31.1764705882353,45.4,44.6,45.3886528367908,44.5888527868033,4.21052631578947,15.8415841584158,43.7666666666667,42.9,43.7666666666667,42.9,91.9666666666667,80.3333333333333,91.9666666666666,80.3333333333333,2.48575867426204,0.815078960774337,71.0666666666666,65.9666666666667,71.0666666666666,65.9666666666667,119.1,109.1,119.1,109.1,75.4666666666667,73.9666666666667,75.4603783018082,73.9605032913924,56.2333333333333,55.2,56.2286476126989,55.1954003833014,0.712166172106814,-2.3028209556707,59.3666666666667,56.5666666666667,59.3617198566786,56.5619531705691,51.2333333333333,45.0,51.2290642446463,44.996250312474,,0.907441016333944,3.7313432835821,40.0333333333333,37.0666666666667,40.0333333333333,37.0666666666667,25.8,23.9,25.7978501791517,23.8980084992917,2.45142419388537,-9.3703794972893,20.6621335257548
2002-Q1,56.5,0.0,2.23213333333333,,,,4.60213333333333,1.12273333333333,5.15695067264573,25.4010695187166,37.1,46.9,37.0907273181704,46.8882779305174,-7.61460761460762,3.75218150087258,37.4,39.6333333333333,37.4,39.6333333333333,86.3333333333333,71.7,86.3333333333333,71.7,-2.22334512379991,-1.47657841140529,63.4333333333333,64.5,63.4333333333333,64.5,104.533333333333,108.533333333333,104.533333333333,108.533333333333,70.4666666666667,75.3666666666667,70.4607949337555,75.3603866344471,52.5333333333333,56.2,52.52895592034,56.1953170569119,0.766057748968772,-1.49769585253455,51.9333333333333,57.0,51.9290059161737,56.9952503958004,40.0333333333333,46.1,40.0299975002083,46.0961586534456,,1.34892086330934,4.83720930232559,34.7333333333333,37.5666666666667,34.7333333333333,37.5666666666667,23.0,24.7666666666667,22.9980834930422,24.7646029497542,21.650465637958,26.3707940543021,25.1355816448174
2002-Q2,55.9,0.7,2.12953333333333,,,,3.91866666666667,3.49216666666667,4.05117270788914,22.6130653266332,51.4,48.8,51.3871532116971,48.7878030492377,3.19596299411273,2.42070116861437,41.2,40.9,41.2,40.9,63.0333333333333,75.3333333333334,63.0333333333333,75.3333333333333,5.83979328165374,6.3343717549325,65.2666666666667,68.2666666666667,65.2666666666667,68.2666666666667,102.766666666667,108.7,102.766666666667,108.7,79.9,78.9333333333334,79.8933422214815,78.926756103658,60.5,58.6666666666667,60.4949587534372,58.6617781851512,5.90643274853802,7.73349196906603,61.0,60.3666666666667,60.9949170902425,60.3616365302892,55.1666666666667,55.0,55.1620698275144,54.9954170485793,,1.24223602484472,4.6788990825688,37.0666666666667,38.0333333333333,37.0666666666667,38.0333333333333,24.7666666666667,25.2666666666667,24.7646029497542,25.2645612865595,6.33381761287439,63.0494387798818,26.7276235421352
2002-Q3,56.9,0.7,1.9891,,,,3.73086666666667,3.443,7.37704918032787,23.8770685579196,58.2,52.4,58.1854536365909,52.3869032741814,3.91198044009778,3.23886639676113,43.8333333333333,42.5,43.8333333333333,42.5,62.3333333333333,72.3333333333333,62.3333333333333,72.3333333333333,2.44140624999999,8.64836872086999,69.5,69.9333333333333,69.5,69.9333333333333,112.733333333333,112.0,112.733333333333,112.0,81.1,77.7666666666667,81.0932422298142,77.7601866511124,64.0,62.5666666666667,63.9946671110741,62.5614532122323,4.58310325786857,12.4035608308605,65.7,63.1333333333333,65.694525456212,63.1280726606116,62.4333333333333,61.0,62.4281309890842,60.9949170902425,,2.71691498685363,6.35208711433755,39.8333333333333,39.0666666666667,39.8333333333333,39.0666666666667,25.7666666666667,25.5,25.7645196233647,25.4978751770686,11.9288473160093,48.335538686538,29.9159209456743
2002-Q4,56.8,1.0,1.95713333333333,,,,3.59,1.67143333333333,0.763358778625949,18.3856502242152,55.4,52.8,55.3861534616346,52.7868032991752,6.03921568627451,5.05050505050505,44.9,45.0666666666667,44.9,45.0666666666667,84.8666666666667,75.6666666666667,84.8666666666666,75.6666666666666,-0.285986653956133,5.7099545224861,74.3333333333333,69.7333333333333,74.3333333333333,69.7333333333333,115.466666666667,105.933333333333,115.466666666667,105.933333333333,82.0666666666667,80.5333333333333,82.0598283476376,80.5266227814349,64.2666666666667,63.4,64.2613115573702,63.3947171069078,0.739176346356915,12.4337065409546,66.3,63.6,66.2944754603783,63.5947004416299,64.9666666666667,57.5,64.9612532288976,57.4952087326056,,2.98634812286689,8.54316546762587,42.9666666666667,40.2333333333333,42.9666666666667,40.2333333333333,28.4,26.4666666666667,28.3976335305391,26.4644612948921,18.4581797694781,71.5111141322819,35.4378554135218
2003-Q1,57.9,-2.7,1.82251383333333,,,7.02,2.75386666666667,1.02523333333333,3.59848484848486,16.6311300639659,42.7,54.7,42.689327668083,54.6863284178955,-11.1686390532544,1.00925147182506,38.4333333333333,40.0333333333333,38.4333333333333,40.0333333333333,95.5666666666666,80.6,95.5666666666666,80.6,7.74378585086041,16.4857881136951,73.2666666666667,75.1333333333333,73.2666666666667,75.1333333333333,107.833333333333,112.766666666667,107.833333333333,112.766666666667,83.7666666666667,90.9333333333334,83.7596866927756,90.9257561869844,63.2333333333333,68.0666666666667,63.2280643279726,68.0609949170902,9.853249475891,22.5730994152047,62.7333333333333,69.8666666666666,62.7281059911674,69.8608449295892,48.9666666666667,57.5,48.9625864511291,57.4952087326056,,4.30820215410109,11.7125110913931,38.7666666666667,41.9666666666667,38.7666666666666,41.9666666666667,26.3666666666667,28.3,26.364469627531,28.2976418631781,30.1078038920376,83.4348457755923,46.1074154249688
2003-Q2,58.9,-3.5,1.72173333333333,,,6.78333333333333,2.80333333333333,2.81386666666667,4.75319926873856,17.4180327868852,62.6,57.3,62.5843539115221,57.2856785803549,5.8284762697752,3.58598207008964,43.2333333333333,42.3666666666667,43.2333333333333,42.3666666666667,59.2666666666667,70.1,59.2666666666667,70.1,-0.133096716947634,9.91210937500001,72.3666666666667,75.0333333333334,72.3666666666667,75.0333333333334,104.8,110.866666666667,104.8,110.866666666667,91.7333333333334,91.3,91.7256895258728,91.2923923006416,72.7333333333333,70.3,72.7272727272727,70.2941421548204,1.43129770992367,17.3937051352844,72.0333333333333,70.8666666666667,72.0273310557454,70.8607616031998,58.9,58.8333333333333,58.8950920756604,58.8284309640863,,3.89197776012708,14.6362839614373,42.9333333333333,43.6,42.9333333333333,43.6,28.0,28.5333333333333,27.9976668610949,28.5309557536872,12.4362196329297,93.9620063585486,51.8414348742852
2003-Q3,59.4,-13.2,1.74063333333333,,,5.92333333333333,2.54,1.9136,2.79232111692845,12.4045801526718,62.9,58.9,62.8842789302674,58.8852786803299,6.5302911093627,6.19607843137255,46.0,45.1333333333333,46.0,45.1333333333333,67.6333333333333,77.8666666666666,67.6333333333333,77.8666666666666,3.68725011106173,11.2488083889418,77.6666666666667,77.8,77.6666666666667,77.8,115.866666666667,115.1,115.866666666667,115.1,99.0666666666666,94.6333333333334,99.0584117990167,94.6254478793434,72.8,71.3333333333334,72.7939338388468,71.327389384218,2.06961429915334,14.5723336853221,75.3333333333333,72.3333333333334,75.3270560786601,72.3273060578285,59.7333333333333,58.8333333333333,59.7283559703358,58.8284309640863,,3.59327217125381,15.6143344709898,46.6,45.1666666666667,46.6,45.1666666666666,30.0333333333333,29.5666666666667,30.030830764103,29.5642029830848,38.1346518558656,139.374163712763,71.6109855806792
2003-Q4,60.7,-1.4,1.64592616666667,,,6.06,2.62,2.1783,20.3735144312394,34.2803030303031,75.7,70.9,75.6810797300675,70.8822794301425,7.09010339734122,7.24852071005918,47.0333333333333,48.3333333333333,47.0333333333333,48.3333333333333,89.3333333333333,80.4666666666667,89.3333333333333,80.4666666666666,2.65638389031706,14.5315487571702,84.6666666666667,79.8666666666666,84.6666666666667,79.8666666666666,133.8,122.9,133.8,122.9,97.1666666666667,95.5333333333333,97.1585701191567,95.5253728855928,78.0,77.0666666666666,77.9935005416215,77.060244979585,3.36405529953915,17.5576519916142,77.8666666666667,74.7666666666666,77.8601783184734,74.7604366302808,75.4,66.3,75.3937171902342,66.2944754603783,,3.7638376383764,16.4871582435791,50.2666666666667,46.8666666666667,50.2666666666666,46.8666666666666,33.4666666666667,31.1,33.4638780101658,31.0974085492876,30.9195751733336,164.555507114264,93.7527980996624
2004-Q1,60.4,-1.8,1.56370233333333,,,5.69333333333333,2.56333333333333,1.44096666666667,13.3991537376587,46.9835466179159,58.8,80.4,58.7853036740815,80.3799050237441,9.65517241379311,32.3896752706078,51.9333333333333,53.0,51.9333333333333,53.0,99.1,83.8333333333333,99.1,83.8333333333333,4.88313856427381,11.4906832298137,81.9,83.7666666666667,81.9,83.7666666666667,126.233333333333,131.8,126.233333333333,131.8,95.7,102.666666666667,95.6920256645279,102.658111824015,75.9333333333333,81.2,75.9270060828264,81.1932338971752,6.2416406598306,13.692748091603,72.2,79.4333333333334,72.1939838346805,79.4267144404633,55.8333333333333,64.1666666666667,55.8286809432547,64.1613198900092,,3.91180654338549,16.04447974583,44.1666666666667,48.7,44.1666666666667,48.7,30.2,32.8666666666667,30.1974835430381,32.8639280059995,1.65318352059926,106.697128931536,95.3027039079467
2004-Q2,61.7,0.8,1.62546666666667,2.07936666666667,2.07936666666667,5.32,3.05333333333333,2.27803333333333,30.7213930348258,83.4205933682373,115.4,105.1,115.371157210697,105.073731567108,6.9811320754717,33.831628638867,58.4,56.7,58.4,56.7,65.2666666666667,77.0,65.2666666666667,77.0,2.78551532033426,14.749000444247,83.7666666666667,86.1,83.7666666666667,86.1,135.066666666667,142.9,135.066666666667,142.9,103.133333333333,102.666666666667,103.124739605033,102.658111824015,89.6666666666666,86.3666666666667,89.6591950670778,86.359470044163,3.52496852706671,16.0395108184384,83.7,82.2333333333333,83.6930255812016,82.2264811265728,67.6,67.6666666666667,67.594367136072,67.661028247646,,3.96988364134154,16.131498470948,49.5333333333333,50.6333333333333,49.5333333333333,50.6333333333333,33.9333333333333,34.5666666666667,33.9305057911841,34.5637863511374,7.34449954681775,97.3367651043077,102.302210564571
2004-Q3,62.1,2.3,1.60043333333333,1.8915,1.8915,5.3,2.42333333333333,2.03543333333333,30.6374881065652,133.106960950764,154.8,137.3,154.761309672582,137.265683579105,7.70135214579656,35.3028064992614,62.1,61.0666666666667,62.1,61.0666666666666,66.5,76.1,66.5,76.1,1.70344560588461,12.5535561268209,87.3333333333334,87.5666666666666,87.3333333333334,87.5666666666666,137.266666666667,137.0,137.266666666667,137.0,107.433333333333,102.733333333333,107.424381301558,102.724772935589,90.6666666666667,89.6666666666666,90.6591117406883,89.6591950670777,3.20226996351844,17.3271889400921,87.8,84.8666666666667,87.7926839430048,84.8595950337472,71.0666666666666,70.8666666666667,71.0607449379218,70.8607616031998,,4.6082949308756,17.269372693727,54.8333333333333,52.9666666666667,54.8333333333333,52.9666666666667,37.8,36.7666666666667,37.7968502624781,36.7636030330806,12.8945453546961,61.2791872198958,115.493615504676
2004-Q4,62.6,1.4,1.51083333333333,1.85086666666667,1.85086666666667,5.12666666666667,2.39333333333333,2.00486666666667,14.7123088128186,122.143864598025,163.9,157.5,163.85903524119,157.46063484129,5.89519650655024,33.7931034482759,63.5333333333333,64.6666666666666,63.5333333333333,64.6666666666666,86.5333333333333,77.9333333333334,86.5333333333333,77.9333333333333,0.875523410734696,10.6010016694491,94.6,88.3333333333334,94.6,88.3333333333334,144.333333333333,131.133333333333,144.333333333333,131.133333333333,108.266666666667,103.7,108.257645196234,103.691359053412,96.0333333333333,93.7,96.0253312223981,93.6921923173069,2.12097407698352,15.916183682568,91.8666666666666,86.6666666666667,91.8590117490209,86.6594450462462,83.7333333333333,72.8,83.7263561369886,72.7939338388468,,3.83889238514789,17.3541963015647,59.7,55.0,59.7,55.0,41.7666666666667,38.6,41.7631864011332,38.5967836013666,12.7236133237666,38.863670411985,130.188576555129
2005-Q1,63.3,4.8,1.4921,2.55896666666667,2.55896666666667,4.28666666666667,2.06333333333333,1.90986666666667,9.9047619047619,115.298507462687,138.4,173.1,138.365408647838,173.056735816046,7.68041237113403,31.3836477987422,68.4666666666667,69.6333333333334,68.4666666666666,69.6333333333334,100.766666666667,86.4666666666667,100.766666666667,86.4666666666666,0.754716981132068,6.24751293274969,85.8,89.0,85.8,89.0,122.2,127.2,122.2,127.2,93.0,101.333333333333,92.9922506457795,101.324889592534,81.7666666666667,87.7,81.7598533455545,87.6926922756437,-0.884615384615401,8.14099874108266,77.6333333333334,85.9,77.6268644279643,85.8928422631448,67.4333333333333,75.7666666666667,67.4277143571369,75.7603533038914,,3.15151515151513,16.4955509924709,51.2,56.7333333333333,51.2,56.7333333333333,36.1,40.0333333333333,36.0969919173402,40.0299975002083,24.2034059217943,69.6684769392883,161.698646202573
2005-Q2,63.6,5.3,1.55426666666667,2.4271,2.4271,4.07333333333333,2.01333333333333,2.0558,12.3050259965338,84.9666983824929,212.0,194.4,211.947013246688,194.351412146963,7.46768788894205,31.9811875367431,77.0,74.8333333333334,77.0,74.8333333333333,73.5666666666667,85.8,73.5666666666666,85.8,3.07116104868912,6.5427797135114,89.8666666666667,91.7333333333333,89.8666666666667,91.7333333333333,122.366666666667,129.366666666667,122.366666666667,129.366666666667,103.9,103.5,103.891342388134,103.49137571869,97.5,93.7,97.4918756770269,93.6921923173069,3.88048117966629,8.51236319416296,90.8,89.2333333333333,90.7924339638364,89.2258978418465,77.3,77.4333333333334,77.2935588700942,77.4268810932422,,3.52526439482966,15.997366688611,57.7333333333333,58.7333333333333,57.7333333333333,58.7333333333333,41.9333333333333,42.6,41.9298391800683,42.5964502958087,2.31224918784638,61.7145132281671,165.43752183615
2005-Q3,62.9,7.0,1.60443333333333,2.90963333333333,2.90963333333333,3.64666666666667,2.04,2.0592,1.33744855967078,43.4814275309541,205.6,197.0,205.548612846788,196.950762309423,7.39420935412027,31.6048034934498,81.9333333333334,80.3666666666666,81.9333333333333,80.3666666666666,74.3333333333334,84.4333333333333,74.3333333333333,84.4333333333333,1.56250000000001,6.39512752188809,93.2333333333333,93.1666666666666,93.2333333333333,93.1666666666666,136.3,136.2,136.3,136.2,114.4,109.666666666667,114.390467461045,109.657528539288,98.4,97.3,98.3918006832764,97.2918923423048,1.7183414269705,6.95208169677928,93.8,90.7666666666667,93.792183984668,90.7591034080494,72.9,73.1333333333333,72.8939255062078,73.1272393967169,,2.61066969353006,13.7822529893014,62.2,60.2666666666667,62.2,60.2666666666667,46.4333333333333,44.8333333333333,46.4294642113157,44.8295975335389,3.18877984174958,47.8115993141106,170.712960183152
2005-Q4,63.8,6.9,1.64573333333333,2.81196666666667,2.81196666666667,3.49,2.04333333333333,2.12243333333333,6.19289340101524,32.8253968253968,206.1,209.2,206.04848787803,209.147713071732,6.38739112401493,32.2164948453608,83.8,85.5,83.8,85.5,96.9,88.4333333333333,96.9,88.4333333333333,3.82826475849732,9.50943396226415,102.8,96.7333333333333,102.8,96.7333333333333,156.6,143.066666666667,156.6,143.066666666667,115.733333333333,110.733333333333,115.723689692526,110.724106324473,104.8,103.133333333333,104.791267394384,103.124739605033,3.78259272860814,8.69230769230768,99.2333333333333,94.2,99.2250645779518,94.1921506541122,96.2333333333334,84.3666666666666,96.2253145571202,84.3596366969419,,3.15265486725664,13.030303030303,67.4333333333333,62.1666666666667,67.4333333333333,62.1666666666667,51.0333333333333,47.0666666666667,51.0290809099242,47.0627447712691,3.52917461989072,35.7551663313249,176.7377186468
2006-Q1,61.5,3.6,1.6265,2.62543333333333,2.62543333333333,3.74666666666667,2.24666666666667,2.366,20.0286806883365,45.0606585788562,223.1,251.1,223.044238940265,251.037240689828,-4.13255360623782,17.7118238391575,81.5333333333333,81.9666666666667,81.5333333333333,81.9666666666666,97.2666666666667,84.1333333333334,97.2666666666666,84.1333333333333,-1.96416264645073,6.55430711610487,91.1333333333333,94.8333333333333,91.1333333333333,94.8333333333333,129.433333333333,134.1,129.433333333333,134.1,95.6,103.4,95.5920339971669,103.391384051329,88.7666666666666,94.0333333333333,88.7592700608282,94.0254978751771,-0.53078556263268,9.08032596041911,85.3666666666666,93.7,85.3595533705525,93.6921923173069,74.8,83.4333333333334,74.7937671860679,83.4263811349054,2180.0,-0.75067024128687,8.75440658049356,55.6,61.7,55.6,61.7,42.8666666666667,47.8666666666667,42.8630947421048,47.8626781101575,3.12118791895639,12.7121588520404,182.254034969443
2006-Q2,62.6,-0.5,1.5585,2.7232,2.7232,4.21666666666667,2.53666666666667,2.64953333333333,12.9430505774592,45.8847736625515,277.6,283.6,277.530617345664,283.52911772057,16.7141114274095,27.8396436525612,97.5666666666666,95.6666666666667,97.5666666666666,95.6666666666666,80.2666666666667,92.8,80.2666666666666,92.8,3.7609841827768,7.26744186046513,96.9666666666667,98.4,96.9666666666667,98.4,135.033333333333,142.433333333333,135.033333333333,142.433333333333,110.6,109.8,110.590784101325,109.790850762436,109.9,105.433333333333,109.890842429798,105.424547954337,2.4190679473497,7.5457601793052,97.6666666666666,95.9666666666667,97.658528455962,95.9586701108241,82.7333333333333,83.0333333333333,82.7264394633781,83.0264144654612,2724.33333333333,6.32090761750406,11.6912599318956,64.3333333333334,65.6,64.3333333333333,65.6,50.4,51.0666666666667,50.3958003499708,51.0624114657112,1.63184624039582,11.9625938126125,185.228140587061
2006-Q3,74.0,22.7,1.5355,2.9205,2.9205,4.49666666666667,2.81,2.95103333333333,10.1198871650211,58.5279187817259,331.4,312.3,331.317170707323,312.221944513872,8.36236933797909,28.9921194525093,103.833333333333,103.666666666667,103.833333333333,103.666666666667,75.7333333333333,85.3,75.7333333333333,85.3,1.49051490514906,7.19141323792487,99.7333333333333,99.8666666666667,99.7333333333333,99.8666666666667,143.3,144.166666666667,143.3,144.166666666667,117.8,113.6,117.790184151321,113.590534122156,110.033333333333,109.4,110.024164652946,109.390884092992,3.40395970823202,9.32794711715019,101.666666666667,99.2333333333333,101.658195150404,99.2250645779518,83.0,83.9,82.9930839096742,83.8930089159237,2512.66666666667,5.43699186991869,14.7676991150442,71.3,69.1666666666667,71.3,69.1666666666666,55.8666666666667,53.9666666666667,55.8620114990418,53.9621698191817,5.80003563886456,14.795876390443,195.971438754317
2006-Q4,75.4,21.3,1.51656666666667,4.9109,4.9109,4.27333333333333,3.14333333333333,3.36446666666667,12.6801152737752,68.2122370936902,396.9,351.9,396.80079980005,351.812046988253,1.06109324758844,22.5341130604288,103.066666666667,104.766666666667,103.066666666667,104.766666666667,87.9666666666667,80.8,87.9666666666666,80.8,1.26835781041389,4.54858718125431,106.166666666667,101.133333333333,106.166666666667,101.133333333333,134.066666666667,122.7,134.066666666667,122.7,121.966666666667,117.9,121.956503624698,117.890175818682,112.233333333333,111.3,112.223981334889,111.290725772852,4.66912999664093,10.2618542108988,108.166666666667,103.866666666667,108.157653528873,103.858011832347,100.0,89.7666666666667,99.9916673610532,89.7591867344388,3410.0,4.57831325301206,16.3538873994638,78.2,72.3333333333333,78.2,72.3333333333333,61.1,56.5333333333333,61.0949087576035,56.5286226147821,20.2071276271703,33.2888300810198,235.571637496203
2007-Q1,73.9,19.0,1.4931,3.0965,3.0965,4.24333333333333,3.49333333333333,3.64726666666667,4.97300369423132,47.1127041019514,326.7,369.4,326.618345413647,369.30767308173,11.4540248170538,42.456283041887,116.133333333333,116.766666666667,116.133333333333,116.766666666667,104.4,91.7,104.4,91.7,4.02109426499668,10.9314586994727,100.9,105.2,100.9,105.2,123.466666666667,127.933333333333,123.466666666667,127.933333333333,112.766666666667,122.066666666667,112.757270227481,122.056495292059,106.966666666667,113.566666666667,106.95775352054,113.557203566369,2.4390243902439,13.5538954108858,97.4333333333334,106.4,97.4252145654529,106.391134072161,80.8333333333333,89.4,80.826597783518,89.3925506207816,3048.66666666667,4.65437788018431,22.6904376012966,68.6333333333334,75.7,68.6333333333334,75.7,54.7666666666667,60.9,54.7621031580702,60.8949254228814,17.6252966217908,52.0360508935659,277.091837361719
2007-Q2,74.2,16.7,1.45076666666667,3.27733333333333,3.27733333333333,4.37,3.77666666666667,3.94513333333333,-5.54953979426096,23.0253878702398,292.9,348.9,292.826793301675,348.8127968008,4.282043962318,27.2822299651568,123.0,121.766666666667,123.0,121.766666666667,92.0666666666667,105.9,92.0666666666666,105.9,1.6793409378961,8.70596205962061,105.933333333333,106.966666666667,105.933333333333,106.966666666667,120.766666666667,127.7,120.766666666667,127.7,119.333333333333,118.9,119.323389717524,118.890092492292,115.766666666667,111.233333333333,115.757020248313,111.224064661278,-0.626566416040102,10.177144841959,107.833333333333,105.733333333333,107.824347971002,105.72452295642,89.9666666666666,90.4333333333334,89.9591700691609,90.4257978501792,3301.66666666667,4.0070453544694,20.020325203252,77.8666666666667,78.7333333333333,77.8666666666666,78.7333333333333,63.5,64.2333333333333,63.4947087742688,64.2279810015832,-0.376361935995666,49.0318740355706,276.048969158138
2007-Q3,71.6,15.0,1.42246666666667,4.8627,4.8627,4.67333333333333,4.06666666666667,4.21323333333333,7.96789911149326,20.6211975664425,418.2,376.7,418.095476130967,376.605848537866,3.12072269367643,21.1254019292605,126.866666666667,125.566666666667,126.866666666667,125.566666666667,95.1333333333334,106.2,95.1333333333333,106.2,1.77625428482392,9.01201602136181,109.666666666667,108.866666666667,109.666666666667,108.866666666667,122.9,122.9,122.9,122.9,123.333333333333,118.7,123.323056411966,118.69010915757,116.6,115.033333333333,116.590284142988,115.023748020998,2.08070617906684,8.76721531743367,111.366666666667,107.933333333333,111.357386884426,107.924339638363,98.0,97.8,97.9918340138322,97.7918506791101,3273.33333333333,3.47163420829804,17.7831325301205,83.5333333333333,81.4666666666667,83.5333333333333,81.4666666666666,69.8666666666666,67.5666666666667,69.8608449295892,67.561036580285,21.9259594690166,71.747146619842,336.57535425039
2007-Q4,73.3,11.9,1.34986666666667,4.60336666666667,4.60336666666667,4.87,4.36,4.5673,-2.76081762675868,4.09207161125322,449.3,366.3,449.187703074231,366.208447888028,2.78736395009291,23.1944002545339,127.833333333333,129.066666666667,127.833333333333,129.066666666667,114.066666666667,104.833333333333,114.066666666667,104.833333333333,1.46968769136559,9.228740936058,115.433333333333,110.466666666667,115.433333333333,110.466666666667,131.5,120.7,131.5,120.7,126.1,121.333333333333,126.089492542288,121.323223064745,117.0,116.366666666667,116.990250812432,116.356970252479,1.94564546016058,5.93709884467264,113.666666666667,110.033333333333,113.657195233731,110.024164652946,103.866666666667,95.1,103.858011832347,95.0920756603616,4057.0,3.06873977086745,16.0829493087557,90.5333333333334,83.9666666666667,90.5333333333333,83.9666666666666,78.2,72.5,78.1934838763436,72.4939588367636,12.932820608051,61.353907060493,380.104041026505
2008-Q1,71.5,11.2,1.30486666666667,5.39793333333333,5.39793333333333,5.05333333333333,4.75333333333333,4.91153333333333,-9.3912093912094,-10.1515971846237,265.0,331.9,264.93376655836,331.817045738565,5.78512396694215,16.9283471310305,131.7,136.533333333333,131.7,136.533333333333,107.933333333333,95.4333333333334,107.933333333333,95.4333333333333,-0.694025347012657,4.27756653992399,104.533333333333,109.7,104.533333333333,109.7,123.133333333333,128.7,123.133333333333,128.7,106.166666666667,117.233333333333,106.157820181651,117.223564702941,112.633333333333,120.833333333333,112.623948004333,120.823264727939,1.39351711602545,4.85588972431077,101.366666666667,111.566666666667,101.358220148321,111.557370219148,92.4666666666667,102.9,92.4589617531872,102.891425714524,3809.66666666667,2.73918221516474,13.9586085424923,77.9,86.2666666666667,77.9,86.2666666666666,70.1333333333334,78.1,70.1274893758854,78.0934922089826,-21.3907754613378,7.83314367395144,298.796839091054
2008-Q2,72.8,8.4,1.252,5.29023333333333,5.29023333333333,4.97333333333333,4.91333333333333,5.10863333333333,-7.47213015968665,-11.9805101748352,275.7,307.1,275.631092226943,307.023244188953,2.09960937499998,14.4812482890774,141.7,139.4,141.7,139.4,96.1666666666666,110.8,96.1666666666666,110.8,2.61318748100881,5.23527578684949,111.8,112.566666666667,111.8,112.566666666667,128.7,136.066666666667,128.7,136.066666666667,120.533333333333,120.466666666667,120.523289725856,120.456628614282,127.0,121.866666666667,126.989417548538,121.856511957337,-0.268897520167318,5.23329129886506,114.066666666667,111.266666666667,114.057161903175,111.257395217065,97.2666666666667,97.6,97.2585617865178,97.591867344388,3697.33333333333,1.58423493044824,11.3039796782388,86.6333333333334,87.6333333333333,86.6333333333333,87.6333333333333,80.2,81.1,80.1933172235647,81.0932422298142,-16.1417618937938,-9.23140718730444,250.565764778794
2008-Q3,70.7,7.5,1.30306666666667,6.5794,6.5794,5.17,5.18,5.41586666666667,-12.3086942364051,-28.5107512609504,305.6,269.3,305.523619095226,269.232691827043,-0.0478240076518041,10.9636315370321,143.8,139.333333333333,143.8,139.333333333333,95.8,106.366666666667,95.8,106.366666666667,-3.02043233639325,0.275566442131058,111.033333333333,109.166666666667,111.033333333333,109.166666666667,118.733333333333,118.166666666667,118.733333333333,118.166666666667,124.466666666667,117.566666666667,124.456295308724,117.556870260812,120.5,117.733333333333,120.489959170069,117.723523039747,-2.27681246255242,0.741198270537358,113.466666666667,108.733333333333,113.457211899008,108.724272977252,100.733333333333,99.2666666666667,100.724939588368,99.2583951337389,3603.0,-0.53252187143401,6.99672667757776,90.2,87.1666666666666,90.2,87.1666666666666,84.9333333333334,81.4,84.9262561453212,81.3932172318974,-15.9733180117434,-37.4457767975813,210.54209834212
2008-Q4,70.2,3.7,1.48853333333333,7.18186666666667,7.18186666666667,6.31,5.62333333333333,5.67046666666667,-6.83252877831416,-31.5042315042315,298.4,250.9,298.325418645339,250.837290677331,-1.12440191387562,6.74070247933884,137.733333333333,137.766666666667,137.733333333333,137.766666666667,115.533333333333,105.933333333333,115.533333333333,105.933333333333,-5.64885496183207,-6.75920337960169,107.333333333333,103.0,107.333333333333,103.0,101.033333333333,92.6333333333333,101.033333333333,92.6333333333333,123.733333333333,119.266666666667,123.72302308141,119.256728605949,105.033333333333,104.266666666667,105.024581284893,104.257978501791,-6.52973635806254,-7.63405028779158,104.5,101.633333333333,104.491292392301,101.624864594617,96.4,89.2666666666667,96.3919673360554,89.2592283976335,3476.0,-1.1472275334608,2.62008733624454,94.3666666666666,86.1666666666667,94.3666666666666,86.1666666666666,86.5333333333333,79.8333333333333,86.5261228230981,79.8266811099075,-53.9907872836496,-74.5151980962657,96.8687618836939
