,id,name
0,GP,Growth rate previous period
1,IXOB,Index 2015=100
2,GY,Growth rate same period previous year
3,IXEB,Index Eurostat base
4,IXNB,Index source base
5,ST,"Level, rate or national currency"
6,STSA,"Level, rate or national currency, s.a."
7,IXOBSA,"Index 2015=100, s.a."
8,NCML,"National currency, monthly level"
9,NCMLSA,"National currency, monthly level, s.a."
10,NCCU,"National currency, sum over component sub-periods"
11,NCCUSA,"National currency, sum over component sub-periods s.a"
12,CXML,"US Dollars, monthly level"
13,CXMLSA,"US Dollars, monthly level, s.a."
14,CXCU,"US Dollars, sum over component sub-periods"
15,CXCUSA,"US Dollars, sum over component sub-periods, s.a."
16,GPSA,"Growth rate previous period, s.a."
17,GYSA,"Growth rate same period previous year, s.a."
18,IXEBSA,"Index Eurostat base, s.a."
19,AL,Annual Level
