country,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20
1961-03,,,,,,101.049177269567,100.66930863303,,11.6890840022781,99.5679767915148,3.68253504570276,11.5017055816479,99.4293381753259,11.5677181330189,,,,,,,,,,
1961-04,,,,,,101.249075579152,100.853614764494,,11.760592159023,99.5974528696881,3.85121854005481,11.5530424509068,99.4622424163879,11.6155057137574,,,,,,,,,,
1961-05,,,,,,101.421532553484,101.018262970059,,11.8295069036967,99.6455919510414,4.0588711141222,11.607272928486,99.516185987916,11.6637035606404,,,,,,,,,,
1961-06,,,,,,101.548504557868,101.146503876854,,11.8936793056121,99.7143465671836,4.28968052384854,11.6646484369839,99.5930337898097,11.7123135957501,,,,,,,,,,
1961-07,,,,,,101.615995835976,101.225412610399,,11.9513997713803,99.8023860868613,4.54418014395624,11.7250145325321,99.6911701311894,11.7613370543273,,,,,,,,,,
1961-08,,,,,,101.627310736741,101.25549254189,,12.0029725829622,99.9064208643183,4.82792336199823,11.7879620847271,99.8068501329386,11.8107745801275,,,,,,,,,,
1961-09,,,,,,101.594272366267,101.242864783172,,12.049717005807,100.020849356268,5.13837797193004,11.8527608369037,99.9336841003237,11.8606263179537,,,,,,,,,,
1961-10,,,,,,101.535802002146,101.201810141304,,12.0938197246538,100.136251705054,5.44979562955216,11.9181309776109,100.060776059979,11.9108920067409,,,,,,,,,,
1961-11,,,,,,101.467262405356,101.145273741939,,12.1370787211606,100.241684575596,5.72737476897947,11.9825609199069,100.175477236428,11.9615710855326,,,,,,,,,,
1961-12,,,,,,101.374574540028,101.062974293574,,12.1777858055871,100.326889525689,5.94165924082448,12.0446184580406,100.266016431381,12.0126628011431,,,,,,,,,,
1962-01,,,,,,101.217938482257,100.929655020298,5.67111835025838,12.2111004383744,100.384892604889,6.08372743620291,12.1033322370407,100.324646741026,12.0641663142694,,,,,,,,,,
1962-02,,,,,,101.028159415139,100.765567272999,5.34695935294093,12.2406534220424,100.411348202526,6.15550966115714,12.1581004011951,100.346808553972,12.1160807965864,,,,,,,,,,
1962-03,,,,,,100.810644090999,100.575349395157,4.94447626103467,12.2670479859032,100.405517865127,6.14800153038948,12.2088306168285,100.332213544347,12.1684055255416,,,,,,,,,,
1962-04,,,,,,100.584198418268,100.374806249313,4.52310153342488,12.2925356833076,100.373252362037,6.0877790114375,12.2563661444155,100.288239620967,12.2211399768684,,,,,,,,,,
1962-05,,,,,,100.365512055059,100.180297210288,4.13914832609282,12.3191477406861,100.321191488136,5.98252222568875,12.3016806112291,100.223205344483,12.2742837538934,,,,,,,,,,
1962-06,,,,,,100.171216710561,100.007368619965,3.82778542104948,12.3489438280987,100.252721694787,5.83509994662416,12.3452923317042,100.141596781785,12.3278365119396,,,,,,,,,,
1962-07,,,,,,100.031022444309,99.8810136532329,3.63337559605871,12.3856390140611,100.165237100655,5.64450816203283,12.3868339348204,100.040673068322,12.3817978777101,,,,,,,,,,
1962-08,,,,,,99.9526363306848,99.8078556292616,3.55999015775963,12.4302772255542,100.053850604461,5.40922924888765,12.4255999776619,99.9150262879539,12.4361674507811,,,,,,,,,,
1962-09,,,,,,99.9351532398493,99.7878316240031,3.59450617899851,12.4828448281326,99.9163028698277,5.13378955694068,12.4612566349579,99.762322493109,12.4909448011484,,,,,,,,,,
1962-10,,,,,,99.9678694640641,99.8126259710871,3.70667472954118,12.5420982842239,99.7570041632339,4.83540865256898,12.4944213141268,99.5878560871076,12.5461294228466,,,,,,,,,,
1962-11,,,,,,100.044002362768,99.8766355731194,3.87397103921915,12.6072656358256,99.5884538033294,4.5423443993939,12.5268501047563,99.4058710016391,12.6017205810206,,,,,,,,,,
1962-12,,,,,,100.146286134143,99.9643419007158,4.09309048606942,12.6762335978095,99.4316365477327,4.29101199438609,12.5614544807531,99.2394945220872,12.6577171127745,,,,,,,,,,
1963-01,,,,,,100.266603505641,100.067100653464,4.39692612093998,12.7480135032035,99.316907312905,4.12307555968019,12.602361770413,99.1210128975089,12.7141172209811,,,,,,,,,,
1963-02,,,,,,100.407056085225,100.184829358067,4.75668655047645,12.8229029370591,99.273997720316,4.07581024395076,12.6536415028168,99.081689871003,12.7709181376407,,,,,,,,,,
1963-03,,,,,,100.567519352046,100.316686517092,5.16725644900281,12.900917814057,99.3192930836319,4.16715829492604,12.7175919145911,99.1384248327257,12.8281157745337,,,,,,,,,,
1963-04,,,,,,100.727317483605,100.445912705313,5.58785247817507,12.9794244431178,99.4439962211877,4.37885630740108,12.7930548063884,99.2809888231612,12.8857044616824,,,,,,,,,,
1963-05,,,,,,100.85930187725,100.550434168121,5.97244783930672,13.0549024137457,99.6241586188754,4.67491235301364,12.8767733977517,99.4831163166192,12.943677152985,,,,,,,,,,
1963-06,,,,,,100.949148065933,100.61902401979,6.28790921160268,13.1254342046013,99.8306430755552,5.01773584391592,12.9647464900683,99.7132813026771,13.0020257288637,,,,,,,,,,
1963-07,,,,,,101.006665120336,100.659591830726,6.51222120209042,13.1922192239492,100.034946402065,5.37831694941067,13.0530371238322,99.9410127430823,13.0607412968563,,,,,,,,,,
1963-08,,,,,,101.042700739507,100.682428036297,6.6477814256912,13.2566148861166,100.214776276301,5.73765263884822,13.138537742673,100.142709786188,13.1198144834754,,,,,,,,,,
1963-09,,,,,,101.065075940309,100.696667121654,6.7032778108322,13.3196045956574,100.359477163127,6.08665465917375,13.2197302925211,100.307260349128,13.1792357268145,,,,,,,,,,
1963-10,,,,,,101.07200188014,100.702092200461,6.68803177569738,13.3809178028119,100.473622729026,6.42532655794045,13.2972286850843,100.43986088735,13.2389955219055,,,,,,,,,,
1963-11,,,,,,101.065400660176,100.701153658075,6.61132523373365,13.4407729700908,100.568505467255,6.7512818388866,13.3725730608633,100.552584085831,13.2990844367048,,,,,,,,,,
1963-12,,,,,,101.05730779166,100.70401382654,6.50438029668921,13.5007440383077,100.65235883247,7.04832953152406,13.446827186509,100.653723228327,13.3594930770775,,,,,,,,,,
1964-01,,,,,,101.055365124687,100.716557428905,6.38398117835855,13.5618442858626,100.721775804575,7.27591233999165,13.5192985655969,100.738337941266,13.4202120482463,,,,,,,,,,
1964-02,,,,,,101.047252563179,100.726081853728,6.23502926457234,13.6224146877524,100.767745164028,7.38766505503792,13.5884501543102,100.795313177424,13.4812321386326,,,,,,,,,,
1964-03,,,,,,101.033330052055,100.730504782457,6.05821914400175,13.6824836868202,100.782440900413,7.35485335202209,13.6529521498179,100.815265145625,13.5425445046408,,,,,,,,,,
1964-04,,,,,,101.016444034386,100.730125163494,5.87849542948955,13.7424193157806,100.766278956551,7.18937131169267,13.7127950185281,100.798684621237,13.6041408378051,,,,,,,,,,
1964-05,,,,,,101.000135952878,100.72717413956,5.72803696482877,13.8026920497274,100.723581991038,6.92593022779933,13.7686097388718,100.750741268305,13.6660133370187,,,,,,,,,,
1964-06,,,,,,100.984179332669,100.72097062364,5.62137681259581,13.8632643195313,100.659234125373,6.60541398792501,13.8211216682223,100.677199608467,13.7281546586243,,,,,,,,,,
1964-07,,,,,,100.95632242037,100.702869391059,5.53523878858231,13.922440059508,100.577155846185,6.26557913196285,13.8708854939504,100.58248282613,13.7905578627722,,,,,,,,,,
1964-08,,,,,,100.914061253139,100.671326466112,5.45560366222255,13.9798432533303,100.481365953437,5.93621738150149,13.9184699038287,100.471035259308,13.8532163701769,,,,,,,,,,
1964-09,,,,,,100.862693105926,100.633087464611,5.37983508976148,14.0361773575121,100.378173139839,5.63629769178947,13.9648336458593,100.350023686739,13.9161239158777,,,,,,,,,,
1964-10,,,,,,100.802636173538,100.589809297736,5.31024419702941,14.091477213945,100.279226734096,5.37427970000047,14.0118589469695,100.233091116135,13.9792745000098,,,,,,,,,,
1964-11,,,,,,100.750728819514,100.555571542055,5.26243199386592,14.1480845070917,100.196904666275,5.15240500746267,14.0615821848778,100.134732215644,14.0426621949671,,,,,,,,,,
1964-12,,,,,,100.715502783902,100.535524247693,5.23280597266871,14.207211778699,100.139440301748,4.97174638973196,14.1153693316878,100.064427937428,14.1062809458266,,,,,,,,,,
1965-01,,,,,,100.692774922462,100.523026809015,5.20907881147047,14.2682914430021,100.105520429243,4.8351639233802,14.1729788125347,100.020144055251,14.1701243748514,,,,,,,,,,
1965-02,,,,,,100.664474036499,100.502083468992,5.18523068114092,14.328768313654,100.089833869074,4.74712925906235,14.2335114474386,99.9952621317463,14.2341858444109,,,,,,,,,,
1965-03,,,,,,100.612672421428,100.459268573037,5.14217718110416,14.3860612407721,100.087481332592,4.71141412399471,14.2961992657467,99.9841992552808,14.2984585286776,,,,,,,,,,
1965-04,,,,,,100.535873241925,100.39421431403,5.07540397052628,14.43990261138,100.096999703647,4.7270296503341,14.3610029049434,99.9865446835118,14.3629354833697,,,,,,,,,,
1965-05,,,,,,100.454288133972,100.323417847212,5.00236108572568,14.4931525456055,100.119552972799,4.79191038297329,14.4283891785399,100.005403192254,14.427609627054,,,,,,,,,,
1965-06,,,,,,100.392057641249,100.26741647157,4.9485332957458,14.5492925702605,100.157166210183,4.90427513641707,14.4989475017709,100.044669959452,14.4924737196367,,,,,,,,,,
1965-07,,,,,,100.374528656181,100.248439767451,4.95317172020558,14.6120424232981,100.209921707039,5.06039450015999,14.5728070206097,100.105008835653,14.5575203380029,,,,,,,,,,
1965-08,,,,,,100.41453544492,100.2774920361,5.03235371349359,14.6833584144298,100.277312922761,5.25526294976412,14.6499220958586,100.185875740406,14.6227419659617,,,,,,,,,,
1965-09,,,,,,100.513808415154,100.355819200307,5.18248352937857,14.7635999372195,100.358357765053,5.48007357619213,14.7301168044452,100.285847944325,14.6881310836827,,,,,,,,,,
1965-10,,,,,,100.664648022216,100.476443944561,5.39519792799969,14.8517403006164,100.450525835491,5.71680252497089,14.8128892530452,100.40131679302,14.7536802565869,,,,,,,,,,
1965-11,,,,,,100.849221733464,100.624494667741,5.63431167121235,14.9452316837278,100.549635517713,5.94413580732407,14.8974217266054,100.526603986952,14.8193822687366,,,,,,,,,,
1965-12,,,,,,101.043291099184,100.779481269664,5.86543491163671,15.040526538337,100.648823543079,6.14247053249543,14.9824017334396,100.65280466466,14.8852302559832,,,,,,,,,,
1966-01,,,,,,101.213638354931,100.914042456088,6.05804918161137,15.1326715559948,100.737200867398,6.29930683910997,15.0657782361783,100.766227846138,14.9512178417382,,,,,,,,,,
1966-02,,,,,,101.319580394909,100.994934892974,6.18850743895958,15.2155052066558,100.802681579392,6.40564712544252,15.1452599643209,100.851819490394,15.0173393408767,,,,,,,,,,
1966-03,,,,,,101.33436571598,101.0024095143,6.24770717174866,15.284860220644,100.835751568654,6.45491634710228,15.2190069691657,100.897777001883,15.0835899673803,,,,,,,,,,
1966-04,,,,,,101.241888151733,100.923395963415,6.22032633298009,15.3381116759724,100.834668252435,6.44524380125211,15.2866045544719,100.901906389692,15.1499660426966,,,,,,,,,,
1966-05,,,,,,101.044506405878,100.761919425022,6.08735286962553,15.3754018829896,100.800779816151,6.3751733898593,15.3482240060355,100.865898055808,15.2164649320264,,,,,,,,,,
1966-06,,,,,,100.774651698474,100.545266686035,5.85721320069232,15.4014756552932,100.73615834887,6.24353912640305,15.4041949619606,100.79244461575,15.2830849779325,,,,,,,,,,
1966-07,,,,,,100.461234628425,100.295644498771,5.53366663685826,15.4206241398397,100.643314514394,6.05334439654066,15.4549492178105,100.684853314698,15.3498254295559,,,,,,,,,,
1966-08,,,,,,100.135376023821,100.036403137705,5.13641661495277,15.4375568756617,100.525592228798,5.80990901033501,15.501069239713,100.547347588212,15.4166863786373,,,,,,,,,,
1966-09,,,,,,99.8325401385538,99.7932498662153,4.70169759593018,15.4577397605405,100.389319278067,5.52298638363246,15.5436591498479,100.387443443602,15.4836686906767,,,,,,,,,,
1966-10,,,,,,99.56627590909,99.5758571440529,4.25260721464537,15.4833264801408,100.247664124173,5.21273401078948,15.5850457691192,100.220386691078,15.5507739330112,,,,,,,,,,
1966-11,,,,,,99.3528676687462,99.3969436359897,3.82532204533692,15.5169349260521,100.114687735014,4.90239879384195,15.6277527496441,100.062419433649,15.61800407995,,,,,,,,,,
1966-12,,,,,,99.1937898403776,99.259394863417,3.44653955485788,15.5589042347397,99.9998639025551,4.61302233688304,15.6735432720047,99.924656256059,15.6853612103913,,,,,,,,,,
1967-01,,,,,,99.1058697567029,99.1784610236326,3.16748215285584,15.6119962267812,99.9020527750012,4.35803192159985,15.7223496609484,99.8063998436253,15.7528471977567,,,,,,,,,,
1967-02,,,,,,99.082541643661,99.1510626208484,3.02199814580894,15.6753174918764,99.8163570453101,4.14769551624844,15.7734392327852,99.702762030571,15.8204636577157,,,,,,,,,,
1967-03,,,,,,99.1305631915094,99.1837995652996,3.04362423552875,15.7500739306862,99.7396376385769,3.9907994135641,15.8263670100414,99.6107498850691,15.8882118930958,,,,,,,,,,
1967-04,,,,,,99.2505493545136,99.2774055259086,3.24940997059414,15.8365098060723,99.6756919369795,3.89406759046689,15.8818752681104,99.5348637068641,15.9560928469079,,,,,,,,,,
1967-05,,,,,,99.4313011660193,99.4232771595816,3.62641634298821,15.9329779696745,99.630436080007,3.86271584239108,15.9410822862423,99.4818769430608,16.0241068786492,,,,,,,,,,
1967-06,,,,,,99.6496186965679,99.6021227630269,4.11904454526356,16.0358692981626,99.6067939599478,3.89748424405746,16.0045710335269,99.455125957894,16.0922535458883,,,,,,,,,,
1967-07,,,,,,99.8848988220005,99.7969408909325,4.67754282324778,16.1419304375928,99.599101575013,3.98835412843299,16.0713473229863,99.4481364850374,16.1605313996048,,,,,,,,,,
1967-08,,,,,,100.119241680146,99.9918107878916,5.25169122803073,16.2482896959231,99.5992568943546,4.12169014778594,16.1399752833677,99.4518263982295,16.2289380375372,,,,,,,,,,
1967-09,,,,,,100.333139591521,100.169677695686,5.78366407571549,16.3517635019885,99.6024658582752,4.28463660547483,16.2096484596125,99.4611328270497,16.2974701764146,,,,,,,,,,
1967-10,,,,,,100.507693914841,100.315613031501,6.23823995115726,16.449213538393,99.6123008369526,4.46641853662678,16.2811391422929,99.4807287095609,16.3661237241502,,,,,,,,,,
1967-11,,,,,,100.631269421008,100.420346084435,6.58446533129827,16.5386421267381,99.6351330942188,4.65859022895292,16.3557857122439,99.5186585445336,16.4348936686329,,,,,,,,,,
1967-12,,,,,,100.703381649282,100.483470705556,6.81895221985425,16.6198584804394,99.674039692702,4.85390017817823,16.4343214168114,99.5791717319344,16.5037739629451,,,,,,,,,,
1968-01,,,,,,100.733570332734,100.511900548769,6.93270736284054,16.6943302386817,99.7217090763194,5.04434727158607,16.5154395770997,99.6541442771387,16.5727574070278,,,,,,,,,,
1968-02,,,,,,100.749975549718,100.528748649747,6.96207977894299,16.7666456012634,99.7702622986191,5.22424961490834,16.5974830711618,99.7334859562136,16.6418359009818,,,,,,,,,,
1968-03,,,,,,100.773099668806,100.550948967957,6.92136089987864,16.8401933894267,99.8201478502531,5.39346943952337,16.6799572781148,99.8142336247901,16.7110006983735,,,,,,,,,,
1968-04,,,,,,100.821050623894,100.592344725171,6.82920087306655,16.9180168720119,99.8837316839636,5.55603363668483,16.764277600143,99.9048584348667,16.7802425855721,,,,,,,,,,
1968-05,,,,,,100.902374102522,100.65790306669,6.70696873486048,17.0015978206327,99.9772519768566,5.71803160477542,16.8525984095129,100.018081080155,16.849551828541,,,,,,,,,,
1968-06,,,,,,101.0237793791,100.753895256968,6.58686542569408,17.0921304286728,100.107176379446,5.88111881524072,16.9458188718782,100.158998566906,16.9189180346671,,,,,,,,,,
1968-07,,,,,,101.190439665843,100.885536734802,6.4963454518288,17.1905660014128,100.265176350317,6.04470051942648,17.0428121380976,100.320702253476,16.9883301803812,,,,,,,,,,
1968-08,,,,,,101.391519326912,101.046047885863,6.44282822954603,17.2951390912704,100.431238479052,6.20066249964579,17.1407606782156,100.486486891596,17.0577768299403,,,,,,,,,,
1968-09,,,,,,101.602870778012,101.217597744494,6.42139089775571,17.4017741551277,100.585259155077,6.33646520996332,17.2367671949132,100.639452869774,17.1272465254926,,,,,,,,,,
1968-10,,,,,,101.79416352247,101.374802744385,6.42007579584849,17.5052655153788,100.712932768301,6.43417732285348,17.3286965048886,100.767404190482,17.196728092878,,,,,,,,,,
1968-11,,,,,,101.933228524116,101.4903523598,6.41747984926791,17.6000061525641,100.807795752359,6.47902130610616,17.4154805533212,100.864519234294,17.2662108395793,,,,,,,,,,
1968-12,,,,,,102.002413734525,101.549845721514,6.39571225969304,17.6828168068165,100.869679962239,6.46581077789305,17.4969335422532,100.930155741613,17.3356846758924,,,,,,,,,,
1969-01,,,,,,102.011491973168,101.560466101797,6.35492998986277,17.7552432376264,100.905092363,6.40878282804151,17.5738782326924,100.969472187946,17.4051402388042,,,,,,,,,,
1969-02,,,,,,101.987295143129,101.543356258165,6.29341504428148,17.8218401979547,100.922235465416,6.32586670713616,17.647417726983,100.98914479339,17.4745689381638,,,,,,,,,,
1969-03,,,,,,101.933926631584,101.501484263752,6.19385395194084,17.8832503731922,100.927880177016,6.22633896831986,17.7185079580212,100.994900396939,17.5439630004904,,,,,,,,,,
1969-04,,,,,,101.849105213462,101.432903945488,6.03491166556011,17.9390042458023,100.925691076513,6.10533345678204,17.7877926492523,100.990597929809,17.6133155104353,,,,,,,,,,
1969-05,,,,,,101.720158432449,101.328116878965,5.7947004708083,17.9867894895899,100.916046991172,5.95046124046101,17.8554057458815,100.977147833854,17.6826204036387,,,,,,,,,,
1969-06,,,,,,101.557141635859,101.195906901205,5.47716291341975,18.0282942576254,100.896336353496,5.75400086263972,17.9208814359475,100.952062808724,17.7518724603999,,,,,,,,,,
1969-07,,,,,,101.377287101938,101.050511356102,5.09551901976513,18.06651456162,100.861704935361,5.51757846230311,17.9831626700001,100.909571615455,17.8210673002658,,,,,,,,,,
1969-08,,,,,,101.196293842037,100.904242338037,4.67808729435508,18.1042207956402,100.807534272408,5.25303871524301,18.0411714727294,100.843870068607,17.8902014177516,,,,,,,,,,
1969-09,,,,,,101.009085443601,100.752545166646,4.24509856687735,18.1404966203983,100.732997414899,4.97687036526761,18.094618753367,100.753630398025,17.959272218663,,,,,,,,,,
1969-10,,,,,,100.81532800783,100.593453671617,3.82743204587206,18.1752676574294,100.645970098773,4.71141307555362,18.1451229778429,100.648120249601,18.0282780571004,,,,,,,,,,
1969-11,,,,,,100.619747068342,100.429558170101,3.46232159881224,18.2093749669766,100.557722942302,4.47652005564236,18.1950880330772,100.540801597783,18.0972179890381,,,,,,,,,,
1969-12,,,,,,100.423613757312,100.261370109841,3.16821004406235,18.2430455849632,100.478573350299,4.28550673086845,18.246765806902,100.444092691563,18.1660915221098,,,,,,,,,,
1970-01,,,,,,100.225445937365,100.088489450298,2.93302117223831,18.2760082809684,100.416998009657,4.14367740844093,18.3020830548074,100.36843973533,18.2348984432455,,,,,,,,,,
1970-02,,,,,,100.025793325402,99.9129356214395,2.72990635596151,18.308359746268,100.377371243296,4.04976590808921,18.3620968337485,100.31938023765,18.303638629196,,,,,,,,,,
1970-03,,,,,,99.8261142953876,99.7376887514843,2.55610544179235,18.3403651091507,100.359945478876,3.99836965192434,18.4269594029885,100.29744470907,18.3723119332094,,,,,,,,,,
1970-04,,,,,,99.6336437276266,99.5702445559914,2.42128435943537,18.3733585498444,100.35682790291,3.97566755407077,18.494976150194,100.293142350667,18.440918009656,,,,,,,,,,
1970-05,,,,,,99.4656696109953,99.4262562967471,2.35598068269973,18.4105547754025,100.356490466199,3.96640903578601,18.5636241727624,100.292649041604,18.5094564259258,,,,,,,,,,
1970-06,,,,,,99.3293965183793,99.3114830288066,2.35767304989384,18.453342492693,100.344666325351,3.95560835666059,18.629761319615,100.279011777489,18.5779267160639,,,,,,,,,,
1970-07,,,,,,99.2139489174505,99.2164491668938,2.39805084345195,18.4997587664473,100.305132854575,3.92947066205809,18.6898057712279,100.233168360377,18.6463284329503,,,,,,,,,,
1970-08,,,,,,99.1210987291908,99.1421101939898,2.46327682584136,18.5501778709983,100.224894669198,3.87823639296746,18.7408507505025,100.139940998291,18.714661266699,,,,,,,,,,
1970-09,,,,,,99.0638487040406,99.0986811126185,2.57210128514705,18.6070885671036,100.101308347027,3.80006767920836,18.7822265122897,99.9962803868199,18.7829251644497,,,,,,,,,,
1970-10,,,,,,99.0615508552049,99.1026829808843,2.74518441612356,18.6742122727499,99.9519480558937,3.70662658903028,18.8176949307519,99.8226868225432,18.8511204514105,,,,,,,,,,
1970-11,,,,,,99.1348756685164,99.1714449803494,2.99953936156611,18.7555723366062,99.8017224968819,3.61404719674256,18.8526671020814,99.6480819482662,18.9192473487539,,,,,,,,,,
1970-12,,,,,,99.2773198166909,99.2990237799226,3.32752773592107,18.8500879866796,99.6720485558786,3.5351228502513,18.8918113943737,99.4970635172195,18.9873054807332,,,,,,,,,,
1971-01,,,,,,99.4498534657894,99.4511075973723,3.69037472799988,18.9504614718564,99.5757210182453,3.47390722886206,18.9378804410807,99.3838296558179,19.055293508678,,,,,,,,,,
1971-02,,,,,,99.6167864482745,99.5959719455362,4.05042536396716,19.0499261931572,99.5163300796273,3.428308749156,18.9916062060284,99.3118167783362,19.1232089212683,,,,,,,,,,
1971-03,,,,,,99.7576375199115,99.7145814992216,4.3847052063176,19.1445360529493,99.4910036579399,3.39391942947636,19.0523555584282,99.2773068222439,19.1910479527225,,,,,,,,,,
1971-04,,,,,,99.8704825382527,99.8041591733495,4.68343032583091,19.2338619960415,99.4916222626427,3.37111240700406,19.1184625858657,99.2712791759089,19.2588055121036,,,,,,,,,,
1971-05,,,,,,99.9572215495727,99.8669729341768,4.93006783312207,19.3182076142839,99.5075386549786,3.36218568034337,19.1877676864518,99.282292848859,19.3264751808885,,,,,,,,,,
1971-06,,,,,,100.024467920771,99.9102346704198,5.12347320158607,19.398794550103,99.5271155886567,3.37173637798022,19.2579077591594,99.2980245191042,19.3940492295034,,,,,,,,,,
1971-07,,,,,,100.087867791957,99.9474654053475,5.29120561261217,19.4786190406173,99.5381453738755,3.40593900871726,19.3263691566437,99.305555338147,19.4615186339124,,,,,,,,,,
1971-08,,,,,,100.156000877723,99.987971928884,5.44016637483806,19.559338410009,99.5321250331856,3.47138344715928,19.3914175413122,99.296141391679,19.5288731964133,,,,,,,,,,
1971-09,,,,,,100.257865849401,100.057707578754,5.58682112402972,19.6466333217375,99.5092239693409,3.5722680028909,19.4531779802187,99.270652449516,19.5961016677226,,,,,,,,,,
1971-10,,,,,,100.422992925726,100.182861209183,5.74135868558278,19.7463657810356,99.4844981543992,3.70547582463563,19.5149800671646,99.2462474848259,19.6631918704516,,,,,,,,,,
1971-11,,,,,,100.665611746808,100.377087844286,5.89629653861834,19.8614564990876,99.4787255833291,3.86555967611094,19.5814281994509,99.2463190534122,19.7301304332633,,,,,,,,,,
1971-12,,,,,,100.981715846295,100.63702311343,6.05389144737804,19.9912518511284,99.5094624862232,4.04737914608549,19.6564346290673,99.2904551973672,19.7969025219944,,,,,,,,,,
1972-01,,,,,,101.333395327051,100.9305107706,6.21562153650976,20.1283504363691,99.5807995789321,4.24014607937229,19.7408742361194,99.3827000078373,19.863491568012,,,,,,,,,,
1972-02,,,,,,101.688606530407,101.228575427367,6.38580161161811,20.2664166870119,99.688995556576,4.43479266659255,19.8338445653214,99.5181361923135,19.9298794412645,,,,,,,,,,
1972-03,,,,,,102.032108863506,101.516503808,6.57029246032209,20.4023880617999,99.8252077539194,4.6235990537112,19.9332600897374,99.6860052519387,19.9960466259628,,,,,,,,,,
1972-04,,,,,,102.354888671673,101.787264402216,6.76175973994771,20.5344095329269,99.9764252970634,4.79929682879147,20.0360143544628,99.8706106151554,20.0619724171611,,,,,,,,,,
1972-05,,,,,,102.649394513095,102.036883539462,6.95037651853358,20.6608957801087,100.131154803194,4.9591057256474,20.1393093724145,100.05800014637,20.1276353144714,,,,,,,,,,
1972-06,,,,,,102.917872105142,102.268022362854,7.13150082825267,20.7822197441147,100.284865551035,5.10978684875997,20.2419457971832,100.242323214953,20.1930134378248,,,,,,,,,,
1972-07,,,,,,103.182489105419,102.498543811551,7.31148977119105,20.9027962793413,100.444568847771,5.27307497335449,20.3454630919008,100.431324870134,20.2580849333703,,,,,,,,,,
1972-08,,,,,,103.466358466854,102.747173692178,7.50511980838807,21.0272901914083,100.623342417265,5.473870378688,20.4528786021138,100.639923159952,20.322828118228,,,,,,,,,,
1972-09,,,,,,103.763948270357,103.007718195291,7.67537492842638,21.154586089994,100.83378683219,5.72664059898419,20.5671915682265,100.882758607195,20.3872216146553,,,,,,,,,,
1972-10,,,,,,104.058611052438,103.264476045894,7.77315275511911,21.2812809567801,101.080127697293,6.0189187777808,20.6895708669073,101.165339250665,20.4512444876434,,,,,,,,,,
1972-11,,,,,,104.322153101856,103.49381101667,7.75423753293135,21.4015610135267,101.358876522568,6.32225366695656,20.8194157618332,101.48447943701,20.5148766366343,,,,,,,,,,
