country,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR
subject,BSCICP03,CSCICP03,LOLITOAA,LOLITONO,LOLITOTR_GYSA,LOLITOTR_STSA,LORSGPNO,LORSGPRT,LORSGPTD
measure,,,,,,,,,
unit,Index,Index,Index,Index,Percentage,Index,Index,Index,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,
time,,,,,,,,,
2017-01,102.4404,100.8925,100.7707,100.546,2.800298,103.8656,100.5336,100.519,103.0713
2017-02,102.5671,100.7949,100.8074,100.572,2.930331,104.0726,100.5462,100.5345,103.2391
2017-03,102.5411,100.76,100.8302,100.5882,3.009757,104.263,100.5447,100.5327,103.4046
2017-04,102.5378,100.7289,100.8541,100.6052,3.063142,104.4523,100.5327,100.5179,103.5677
2017-05,102.7409,100.6427,100.8946,100.6339,3.100565,104.6563,100.5152,100.4962,103.7284
2017-06,103.021,100.4731,100.9164,100.6494,3.078807,104.8386,100.4965,100.473,103.8866
2017-07,103.168,100.4094,100.9071,100.6428,2.971066,104.9859,100.4783,100.4506,104.0421
2017-08,103.026,100.3487,100.8659,100.6136,2.749221,105.0973,100.4608,100.4289,104.1951
2017-09,102.8117,100.3364,100.801,100.5675,2.452344,105.1812,100.4431,100.4071,104.3453
2017-10,102.7329,100.3762,100.6956,100.4927,2.131336,105.2197,100.4248,100.3843,104.4929
2017-11,102.8594,100.3909,100.5638,100.3992,1.818883,105.2275,100.4058,100.3609,104.6376
2017-12,102.9044,100.4103,100.4289,100.3035,1.542172,105.2289,100.3883,100.3392,104.7795
2018-01,102.6418,100.4803,100.2989,100.2113,1.315705,105.2322,100.377,100.3253,104.9185
2018-02,102.0094,100.593,100.1789,100.1261,1.124192,105.2426,100.3775,100.3258,105.0547
2018-03,101.487,100.693,100.0695,100.0484,0.9571137,105.261,100.3937,100.346,105.1879
2018-04,101.5074,100.7402,99.96507,99.97434,0.7937078,105.2813,100.4253,100.385,105.3181
2018-05,101.7113,100.8619,99.84412,99.88852,0.5968326,105.281,100.4692,100.4394,105.4453
2018-06,102.034,100.9027,99.65881,99.75703,0.3536349,105.2093,100.5212,100.5036,105.5695
2018-07,102.2459,100.9828,99.39762,99.57169,0.06484692,105.054,100.5758,100.5712,105.6907
2018-08,102.2017,100.9028,99.06607,99.33642,-0.2633437,104.8206,100.6284,100.6364,105.8088
2018-09,101.9863,100.7188,98.68548,99.06635,-0.6177979,104.5314,100.6768,100.6962,105.9238
2018-10,101.8615,100.5201,98.31128,98.80082,-0.9263715,104.245,100.7227,100.753,106.0357
2018-11,102.0356,100.2604,97.96397,98.55437,-1.182391,103.9833,100.7691,100.8103,106.1445
2018-12,102.118,99.95693,97.67182,98.34707,-1.380225,103.7765,100.8167,100.8694,106.2502
2019-01,101.8025,99.67295,97.46388,98.19952,-1.498193,103.6556,100.8619,100.9252,106.3528
2019-02,101.2531,99.5442,97.3427,98.11352,-1.538325,103.6236,100.899,100.9712,106.4524
2019-03,100.6887,99.53424,97.27415,98.06489,-1.535586,103.6446,100.9248,101.003,106.5489
2019-04,100.1328,99.68901,97.22724,98.0316,-1.515726,103.6855,100.9421,101.0245,106.6425
2019-05,99.61909,99.92023,97.17469,97.99431,-1.485028,103.7175,100.9559,101.0416,106.733
2019-06,99.31087,100.0017,97.09232,97.93586,-1.420627,103.7147,100.969,101.0578,106.8207
2019-07,98.96262,100.0431,96.98208,97.85763,-1.308685,103.6792,100.9789,101.07,106.9055
2019-08,98.64061,99.85443,96.84767,97.76226,-1.150183,103.6149,100.9808,101.0723,106.9875
2019-09,98.20399,99.81137,96.73133,97.6797,-0.9223608,103.5672,100.9716,101.061,107.0669
2019-10,98.32868,99.9106,96.68951,97.65002,-0.622024,103.5966,100.9538,101.0389,107.1436
2019-11,98.64272,100.2159,96.76857,97.70612,-0.2214421,103.7531,100.9311,101.0108,107.2177
2019-12,98.78644,100.5572,96.98502,97.85971,0.2681034,104.0547,100.9045,100.9779,107.2895
2020-01,98.8486,100.6792,97.35143,98.11972,0.8295372,104.5155,100.8693,100.9344,107.3589
2020-02,98.3114,100.3272,97.86505,98.48418,1.45629,105.1327,100.817,100.8696,107.4262
2020-03,96.74757,99.27666,94.98711,96.44202,-1.487408,102.103,94.10626,92.56615,107.4914
2020-04,94.936,97.76086,87.2729,90.96806,-9.470436,93.86607,86.74669,83.45982,107.5547
2020-05,94.52974,97.01759,89.22305,92.35187,-7.423143,96.01841,83.09749,78.94449,107.6161
2020-06,95.446,97.1541,94.54269,96.12665,-1.846335,101.7998,86.81809,83.54817,107.676
2020-07,96.86584,97.63863,98.80894,99.15396,2.673647,106.4512,90.52643,88.13667,107.7344
2020-08,97.68587,97.84369,98.91305,99.22784,2.900016,106.6198,94.22025,92.70721,107.7914
2020-09,98.47648,97.66941,98.59743,99.00388,2.672174,106.3347,94.54696,93.11146,107.8473
2020-10,99.08343,97.33847,98.27937,98.77818,2.364002,106.0456,94.87134,93.51283,107.9022
2020-11,98.82925,97.24306,98.19523,98.71848,2.173228,106.0079,95.19291,93.91072,107.9562
2020-12,98.62877,97.64638,99.03229,99.31245,2.796198,106.9643,94.83667,93.46992,108.0095
2021-01,98.5955,98.22401,98.87541,99.20113,2.230808,106.847,94.48962,93.0405,108.0622
2021-02,99.61544,99.27216,99.60547,99.71917,2.430529,107.688,94.1602,92.6329,108.1145
2021-03,101.2756,100.5509,100.4699,100.3326,6.436428,108.6748,95.57228,94.38013,108.1665
2021-04,102.5884,101.5578,100.8264,100.5856,16.24281,109.1126,97.01787,96.16882,108.2182
2021-05,103.6397,102.3266,101.1598,100.8221,14.06714,109.5255,98.41816,97.90147,108.2698
2021-06,104.2615,102.672,101.4155,101.0036,7.912415,109.8546,98.60494,98.13258,108.3213
2021-07,104.5286,102.617,101.5667,101.1108,3.400143,110.0707,98.73707,98.29607,108.3728
2021-08,104.4428,102.1101,101.6172,101.1467,3.337118,110.1778,98.92574,98.52952,108.4244
2021-09,104.4933,101.2695,101.588,101.126,3.633691,110.1986,99.15285,98.81054,108.476
2021-10,104.751,100.5751,101.5121,101.0721,3.88807,110.1687,99.39717,99.11285,108.5276
2021-11,105.0134,100.2612,101.3834,100.9808,3.842707,110.0814,99.63949,99.41267,108.5794
2021-12,104.9848,99.81529,101.1841,100.8393,2.760846,109.9174,99.86662,99.69372,108.6312
2022-01,104.7118,98.85812,100.915,100.6484,2.649077,109.6775,100.0757,99.95238,108.683
2022-02,104.3397,97.40088,100.5802,100.4108,1.558015,109.3658,100.2695,100.1922,108.7349
2022-03,103.981,95.79521,100.2065,100.1456,,,,,
2022-04,103.7074,94.11323,99.86395,99.90259,,,,,
2022-05,103.8705,,99.55222,99.68138,,,,,
