country,DNK,DNK
1983-Q1,2.774982,57.07258
1983-Q2,3.240899,58.00944
1983-Q3,0.8656987,57.26094
1983-Q4,3.204697,58.60047
1984-Q1,4.009999,59.36119
1984-Q2,3.627576,60.11378
1984-Q3,5.939811,60.66213
1984-Q4,3.999629,60.94427
1985-Q1,2.993008,61.13788
1985-Q2,3.341411,62.12243
1985-Q3,4.639387,63.47648
1985-Q4,6.135596,64.68356
1986-Q1,6.714738,65.24313
1986-Q2,4.711822,65.04952
1986-Q3,2.43817,65.02414
1986-Q4,0.8961033,65.26319
1987-Q1,-1.538902,64.2391
1987-Q2,1.741294,66.18223
1987-Q3,0.3749067,65.26792
1987-Q4,0.6032624,65.6569
1988-Q1,3.208773,66.30038
1988-Q2,0.2336647,66.33688
1988-Q3,-0.2946066,65.07564
1988-Q4,1.553111,66.67663
1989-Q1,1.70419,67.43027
1989-Q2,-0.3863229,66.0806
1989-Q3,0.03498542,65.0984
1989-Q4,-0.7485718,66.17751
1990-Q1,-2.403286,65.80973
1990-Q2,1.829562,67.28958
1990-Q3,3.664114,67.48369
1990-Q4,0.8785974,66.75893
1991-Q1,1.742207,66.95627
1991-Q2,0.5780219,67.67853
1991-Q3,1.031693,68.17991
1991-Q4,1.122399,67.50824
1992-Q1,2.277306,68.48107
1992-Q2,0.378308,67.93456
1992-Q3,2.343031,69.77739
1992-Q4,2.906036,69.47005
1993-Q1,0.2257814,68.63569
1993-Q2,0.6142691,68.35187
1993-Q3,-1.880595,68.46516
1993-Q4,0.7100952,69.96336
1994-Q1,3.180464,70.81862
1994-Q2,6.643432,72.89278
1994-Q3,5.967772,72.551
1994-Q4,6.300306,74.37126
1995-Q1,5.556549,74.75369
1995-Q2,2.259548,74.53983
1995-Q3,3.169757,74.85069
1995-Q4,1.38105,75.39837
1996-Q1,0.8775567,75.4097
1996-Q2,3.906609,77.45181
1996-Q3,3.767712,77.67085
1996-Q4,3.049006,77.69727
1997-Q1,4.3267,78.67245
1997-Q2,3.320563,80.02364
1997-Q3,2.738327,79.79773
1997-Q4,2.689373,79.78683
1998-Q1,2.945633,80.98985
1998-Q2,0.443073,80.3782
1998-Q3,2.578106,81.855
1998-Q4,2.921188,82.11756
1999-Q1,2.311058,82.86157
1999-Q2,3.621945,83.28946
1999-Q3,2.381317,83.80423
1999-Q4,3.481498,84.97648
2000-Q1,3.552325,85.80508
2000-Q2,4.193146,86.78191
2000-Q3,3.839186,87.02163
2000-Q4,3.408058,87.87253
2001-Q1,1.297582,86.91848
2001-Q2,0.6463224,87.3428
2001-Q3,1.270205,88.12698
2001-Q4,0.09178534,87.95318
2002-Q1,1.156466,87.92366
2002-Q2,0.6550519,87.91494
2002-Q3,0.09862003,88.2139
2002-Q4,-0.03457933,87.92277
2003-Q1,0.5348871,88.39395
2003-Q2,-0.3902236,87.57187
2003-Q3,-0.3868344,87.87265
2003-Q4,1.804921,89.5097
2004-Q1,1.749947,89.9408
2004-Q2,3.31661,90.47629
2004-Q3,3.205574,90.68948
2004-Q4,2.413157,91.66972
2005-Q1,1.552318,91.33697
2005-Q2,2.93891,93.13531
2005-Q3,2.811267,93.239
2005-Q4,2.042172,93.54177
2006-Q1,3.700915,94.71727
2006-Q2,4.731638,97.54213
2006-Q3,3.917567,96.8917
2006-Q4,3.300488,96.6291
2007-Q1,2.356447,96.94923
2007-Q2,-1.053004,96.51501
2007-Q3,0.5470889,97.42178
2007-Q4,1.834574,98.40183
2008-Q1,1.456129,98.36094
2008-Q2,0.9722507,97.45338
2008-Q3,-0.5518954,96.88412
2008-Q4,-3.867426,94.59621
2009-Q1,-5.196422,93.24969
2009-Q2,-6.168268,91.44219
2009-Q3,-5.2906,91.75836
2009-Q4,-2.911942,91.84163
2010-Q1,-0.659459,92.63474
2010-Q2,1.996593,93.26792
2010-Q3,3.256597,94.74657
2010-Q4,2.930816,94.53334
2011-Q1,2.271855,94.73927
2011-Q2,2.595693,95.68887
2011-Q3,-0.2615229,94.49878
2011-Q4,0.7803335,95.27101
2012-Q1,0.491421,95.20484
2012-Q2,-0.4309658,95.27648
2012-Q3,0.9176426,95.36594
2012-Q4,-0.06215034,95.2118
2013-Q1,0.5711882,95.74864
2013-Q2,0.5702151,95.81976
2013-Q3,1.11227,96.42667
2013-Q4,1.479632,96.62059
2014-Q1,1.166224,96.86529
2014-Q2,1.0179,96.79511
2014-Q3,2.062369,98.41534
2014-Q4,2.222886,98.76835
2015-Q1,2.662786,99.4446
2015-Q2,3.217788,99.90977
2015-Q3,1.824728,100.2112
2015-Q4,1.686875,100.4344
2016-Q1,2.158906,101.5915
2016-Q2,3.058666,102.9657
2016-Q3,3.620422,103.8392
2016-Q4,4.134965,104.5874
2017-Q1,3.622621,105.2718
2017-Q2,3.382501,106.4485
2017-Q3,2.136811,106.0581
2017-Q4,2.171761,106.8588
2018-Q1,2.02728,107.4059
2018-Q2,1.406567,107.9458
2018-Q3,2.39272,108.5957
2018-Q4,2.132946,109.138
2019-Q1,1.390962,108.8999
2019-Q2,1.897968,109.9945
2019-Q3,1.751289,110.4976
2019-Q4,0.9377817,110.1615
2020-Q1,0.9172689,109.8988
2020-Q2,-6.393977,102.9615
2020-Q3,-1.43711,108.9096
2020-Q4,-1.039577,109.0163
2021-Q1,0.2458819,110.169
2021-Q2,9.019704,112.2483
2021-Q3,3.856258,113.1094
2021-Q4,6.568553,116.1771
2022-Q1,4.919679,115.589
2022-Q2,3.864351,116.586
