,id,name
0,LOLITOTR_GYSA,12-month rate of change of the trend restored CLI
1,LORSGPTD,Trend (GDP)
2,BSCICP03,"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa"
3,LOLITONO,Normalised (CLI)
4,LORSGPRT,Ratio to trend (GDP)
5,LORSGPOR_IXOBSA,"Original, seasonally adjusted (GDP)"
6,LOLITOTR_STSA,Trend restored (CLI)
7,LORSGPNO,Normalised (GDP)
8,CSCICP03,"OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa"
9,LORSGPOR_GYSA,12-month rate of change of the reference series (GDP)
10,LOLITOAA,Amplitude adjusted (CLI)
