country,NZL,NZL
subject,LORSGPOR_GYSA,LORSGPOR_IXOBSA
measure,,
unit,Percentage,Index
powercode,Units,Units
reference_period,,2010=100
time,,
1960-Q1,,22.37479
1960-Q2,,22.46538
1960-Q3,,22.64655
1960-Q4,,22.91832
1961-Q1,4.048729,23.28068
1961-Q2,4.853378,23.55571
1961-Q3,4.843307,23.7434
1961-Q4,4.037959,23.84376
1962-Q1,2.474584,23.85678
1962-Q2,1.870145,23.99623
1962-Q3,2.184649,24.26211
1962-Q4,3.399851,24.65441
1963-Q1,5.51773,25.17314
1963-Q2,6.75351,25.61682
1963-Q3,7.103085,25.98547
1963-Q4,6.589747,26.27907
1964-Q1,5.261573,26.49764
1964-Q2,4.51756,26.77408
1964-Q3,4.321338,27.10839
1964-Q4,4.648174,27.50057
1965-Q1,5.483458,27.95062
1965-Q2,6.295569,28.45966
1965-Q3,7.080017,29.02766
1965-Q4,7.832857,29.65465
1966-Q1,8.550743,30.34061
1966-Q2,7.792562,30.67739
1966-Q3,5.640591,30.665
1966-Q4,2.187756,30.30342
1967-Q1,-2.465158,29.59267
1967-Q2,-5.280095,29.0576
1967-Q3,-6.41377,28.69821
1967-Q4,-5.903311,28.51451
1968-Q1,-3.670381,28.5065
1968-Q2,-1.071853,28.74614
1968-Q3,1.864998,29.23343
1968-Q4,5.098682,29.96838
1969-Q1,8.57515,30.95098
1969-Q2,10.02947,31.62923
1969-Q3,9.474419,32.00313
1969-Q4,7.021768,32.07269
1970-Q1,2.865573,31.8379
1970-Q2,0.4281168,31.76464
1970-Q3,-0.4694179,31.85291
1970-Q4,0.09356087,32.1027
1971-Q1,2.123626,32.51402
1971-Q2,3.610873,32.91162
1971-Q3,4.528933,33.2955
1971-Q4,4.86864,33.66566
1972-Q1,4.638264,34.02211
1972-Q2,4.741798,34.47222
1972-Q3,5.167407,35.01601
1972-Q4,5.904594,35.65348
1973-Q1,6.944082,36.38463
1973-Q2,7.695794,37.12513
1973-Q3,8.164795,37.875
1973-Q4,8.360323,38.63423
1974-Q1,8.295243,39.40282
1974-Q2,7.340107,39.85016
1974-Q3,5.547829,39.97624
1974-Q4,2.968456,39.78107
1975-Q1,-0.3506751,39.26464
1975-Q2,-2.188868,38.97789
1975-Q3,-2.640154,38.92081
1975-Q4,-1.728653,39.0934
1976-Q1,0.5883294,39.49565
1976-Q2,1.670714,39.6291
1976-Q3,1.472053,39.49374
1976-Q4,-0.009765902,39.08958
1977-Q1,-2.73207,38.4166
1977-Q2,-4.285522,37.93079
1977-Q3,-4.713692,37.63213
1977-Q4,-4.013721,37.52063
1978-Q1,-2.135312,37.59629
1978-Q2,-0.7584042,37.64312
1978-Q3,0.07703611,37.66112
1978-Q4,0.345577,37.65029
1979-Q1,0.0381642,37.61064
1979-Q2,-0.1260718,37.59566
1979-Q3,-0.1480424,37.60537
1979-Q4,-0.02800196,37.63975
1980-Q1,0.2344481,37.69881
1980-Q2,0.6040326,37.82275
1980-Q3,1.080152,38.01156
1980-Q4,1.661787,38.26524
1981-Q1,2.347507,38.5838
1981-Q2,2.983882,38.95134
1981-Q3,3.568135,39.36786
1981-Q4,4.098066,39.83338
1982-Q1,4.572075,40.34788
1982-Q2,4.656536,40.76512
1982-Q3,4.362044,41.08511
