country,G4E,G4E,G4E,G4E,G4E,G4E,G4E,G4E,G4E
1963-07,101.1813,100.8069,5.688176,30.29086,100.6329,4.965602,30.10176,100.5497,29.9372
1963-08,101.3482,100.9285,5.858435,30.45462,100.922,5.422904,30.30845,100.8618,30.0495
1963-09,101.4584,101.0115,5.967537,30.6018,101.1173,5.860714,30.48666,101.0766,30.16192
1963-10,101.5032,101.0521,6.021598,30.72955,101.2301,6.284773,30.63935,101.2053,30.27446
1963-11,101.4874,101.0565,6.021766,30.83908,101.2843,6.689041,30.77322,101.2707,30.3871
1963-12,101.4211,101.0319,5.968472,30.93324,101.3021,7.036638,30.89448,101.294,30.49982
1964-01,101.3145,100.9847,5.840076,31.01501,101.2928,7.247281,31.00596,101.2849,30.61261
1964-02,101.1714,100.9121,5.603744,31.08537,101.2583,7.235747,31.10821,101.2457,30.72547
1964-03,101.0107,100.8233,5.259346,31.15009,101.1987,6.965755,31.20144,101.1773,30.83839
1964-04,100.8605,100.7363,4.872733,31.2177,101.1164,6.480907,31.28644,101.0826,30.95136
1964-05,100.733,100.6593,4.497196,31.2921,101.0168,5.877192,31.36504,100.9678,31.0644
1964-06,100.6282,100.5915,4.161672,31.37335,100.9064,5.254846,31.43956,100.8406,31.1775
1964-07,100.5093,100.5083,3.826752,31.45001,100.7923,4.687722,31.51285,100.7101,31.29066
1964-08,100.3708,100.4084,3.499329,31.52033,100.6816,4.220763,31.5877,100.5853,31.4039
1964-09,100.2111,100.2944,3.208799,31.58376,100.58,3.869781,31.66643,100.4734,31.51722
1964-10,100.0306,100.1692,2.963862,31.64033,100.4907,3.62585,31.75029,100.3783,31.63064
1964-11,99.84904,100.0473,2.779498,31.69625,100.4174,3.467606,31.84031,100.3029,31.74417
1964-12,99.69573,99.94712,2.675599,31.76089,100.3648,3.377129,31.93783,100.2512,31.85782
1965-01,99.59693,99.88301,2.66881,31.84274,100.3397,3.349532,32.04451,100.228,31.9716
1965-02,99.53595,99.84045,2.738507,31.93665,100.3475,3.386495,32.16169,100.2373,32.08554
1965-03,99.47562,99.79444,2.827344,32.0308,100.3877,3.485472,32.28896,100.2774,32.19965
1965-04,99.40828,99.74141,2.89915,32.12275,100.447,3.62968,32.42204,100.3345,32.31395
1965-05,99.35435,99.69553,2.962366,32.21909,100.5075,3.795125,32.55538,100.3914,32.42846
1965-06,99.32548,99.66473,3.029101,32.32368,100.5545,3.959447,32.68439,100.4339,32.54319
1965-07,99.33215,99.65783,3.148027,32.44007,100.5834,4.109111,32.80775,100.458,32.65818
1965-08,99.37862,99.6775,3.329452,32.56979,100.5955,4.236683,32.92597,100.4654,32.77343
1965-09,99.46633,99.72413,3.576888,32.71347,100.5947,4.339152,33.04048,100.4606,32.88899
1965-10,99.59579,99.7976,3.891013,32.87146,100.5861,4.417807,33.15295,100.4487,33.00487
1965-11,99.76453,99.89853,4.249282,33.04311,100.5735,4.473753,33.26477,100.4338,33.1211
1965-12,99.96524,100.0234,4.613468,33.22616,100.5593,4.505021,33.37664,100.418,33.23772
1966-01,100.167,100.1505,4.923242,33.41043,100.543,4.505255,33.4882,100.4001,33.35474
1966-02,100.3173,100.2417,5.140725,33.57843,100.522,4.466882,33.59831,100.3767,33.47222
1966-03,100.3709,100.2635,5.257328,33.71477,100.4921,4.386579,33.70534,100.3429,33.59017
1966-04,100.2855,100.1869,5.236567,33.80487,100.4482,4.273464,33.80759,100.2935,33.70864
1966-05,100.0356,99.9956,5.02995,33.83969,100.3835,4.138403,33.90265,100.2217,33.82766
1966-06,99.63867,99.70231,4.643424,33.82461,100.2888,3.985793,33.98713,100.1174,33.94727
1966-07,99.14497,99.34146,4.118827,33.77622,100.1535,3.807066,34.05676,99.96845,34.0675
1966-08,98.61814,98.9565,3.519169,33.71597,99.97085,3.591413,34.10847,99.7662,34.18841
1966-09,98.14417,98.60585,2.933994,33.67328,99.7449,3.338349,34.14349,99.51463,34.31002
1966-10,97.76524,98.32014,2.407657,33.66289,99.50179,3.072763,34.17167,99.24284,34.43237
1966-11,97.52232,98.13164,1.98596,33.69934,99.27461,2.829126,34.20587,98.98817,34.55551
1966-12,97.38264,98.01556,1.642156,33.77179,99.08998,2.636938,34.25676,98.78107,34.67948
1967-01,97.3541,97.98302,1.415671,33.88342,98.95365,2.505003,34.32708,98.62885,34.8043
1967-02,97.40378,98.01134,1.324449,34.02316,98.8616,2.433123,34.4158,98.52788,34.93002
1967-03,97.5175,98.08922,1.39878,34.18636,98.80743,2.419323,34.52078,98.47144,35.05664
1967-04,97.69141,98.21305,1.67751,34.37196,98.78636,2.462734,34.64018,98.45374,35.18422
1967-05,97.91006,98.37267,2.172143,34.57473,98.79516,2.565975,34.77259,98.47034,35.31275
1967-06,98.16193,98.56105,2.856488,34.79081,98.82947,2.733515,34.91617,98.51564,35.44226
1967-07,98.42949,98.76579,3.664901,35.01408,98.88152,2.968873,35.06786,98.58067,35.57276
1967-08,98.70601,98.98091,4.526838,35.24224,98.94118,3.269887,35.22379,98.65432,35.70425
1967-09,98.97678,99.19374,5.335886,35.47005,98.99821,3.622077,35.38019,98.72603,35.83674
1967-10,99.20169,99.37344,6.001213,35.68307,99.0439,3.987158,35.53414,98.78765,35.97023
1967-11,99.35684,99.50187,6.448668,35.87249,99.06829,4.316845,35.68249,98.83057,36.10471
1967-12,99.44218,99.57906,6.710407,36.03801,99.0581,4.566149,35.82097,98.84329,36.24017
1968-01,99.48737,99.62654,6.807773,36.19012,98.99584,4.709486,35.94371,98.80998,36.3766
1968-02,99.53962,99.68063,6.826907,36.34588,98.87746,4.745508,36.04901,98.72657,36.51398
1968-03,99.62347,99.75958,6.809566,36.51431,98.73296,4.708853,36.14632,98.61947,36.65231
1968-04,99.76331,99.87958,6.786097,36.70447,98.63438,4.674628,36.25948,98.5538,36.79155
1968-05,99.97708,100.0507,6.792505,36.92323,98.66179,4.724487,36.41541,98.60207,36.93169
1968-06,100.2624,100.2723,6.838485,37.16997,98.85123,4.899408,36.62685,98.7974,37.07269
1968-07,100.5987,100.5282,6.92069,37.4373,99.16686,5.173358,36.88205,99.10662,37.21452
1968-08,100.9351,100.781,6.992233,37.70646,99.52781,5.479731,37.15395,99.45614,37.35712
1968-09,101.226,100.9992,7.020545,37.96024,99.85826,5.756534,37.41686,99.77705,37.50047
1968-10,101.467,101.1819,7.044486,38.19676,100.1188,5.975047,37.65733,100.0341,37.6445
1968-11,101.6554,101.3284,7.08694,38.41476,100.3036,6.138999,37.87303,100.2219,37.78918
1968-12,101.7814,101.4316,7.137514,38.61023,100.4259,6.272934,38.068,100.352,37.93446
1969-01,101.8482,101.4923,7.167535,38.78406,100.5074,6.413934,38.24911,100.4434,38.08028
1969-02,101.9069,101.55,7.180011,38.95552,100.5684,6.584782,38.42276,100.5131,38.2266
1969-03,101.9517,101.5982,7.142368,39.1223,100.6208,6.767001,38.59234,100.5706,38.37337
1969-04,101.9762,101.6316,7.021868,39.28181,100.6619,6.88644,38.75647,100.6124,38.52055
1969-05,101.9428,101.6209,6.760219,39.41932,100.6812,6.852858,38.91091,100.628,38.66808
1969-06,101.8329,101.5498,6.342228,39.52737,100.6671,6.618461,39.05099,100.6056,38.81593
1969-07,101.6481,101.4172,5.793399,39.60619,100.6148,6.215979,39.17463,100.5405,38.96405
1969-08,101.4107,101.2396,5.191857,39.66412,100.5259,5.728405,39.28228,100.4344,39.11238
1969-09,101.1303,101.025,4.595338,39.70464,100.4103,5.241531,39.37808,100.2985,39.26089
1969-10,100.8457,100.8036,4.04764,39.74283,100.2907,4.819307,39.47215,100.1589,39.40955
1969-11,100.5874,100.5978,3.581744,39.79067,100.1939,4.498314,39.57668,100.0465,39.55829
1969-12,100.3676,100.4171,3.218889,39.85305,100.143,4.292659,39.70213,99.9875,39.70709
1970-01,100.1844,100.2627,2.953135,39.92941,100.1581,4.206388,39.85802,100.0053,39.8559
1970-02,100.0224,100.1258,2.716171,40.01362,100.2484,4.232223,40.04889,100.1105,40.00467
1970-03,99.86829,99.99809,2.500324,40.10048,100.4111,4.356683,40.27368,100.2996,40.15337
1970-04,99.71087,99.87199,2.3003,40.18541,100.6171,4.54767,40.51898,100.5386,40.30193
1970-05,99.5519,99.74884,2.155669,40.26907,100.8304,4.772433,40.76791,100.7851,40.45033
1970-06,99.39828,99.63241,2.091794,40.35421,101.0156,5.000737,41.00383,100.9984,40.5985
1970-07,99.25014,99.52326,2.107412,40.44086,101.1461,5.205688,41.21394,101.1474,40.7464
1970-08,99.1143,99.42618,2.187551,40.5318,101.2008,5.360569,41.38803,101.2081,40.89399
1970-09,99.00092,99.34732,2.33363,40.6312,101.1655,5.437307,41.51919,101.1646,41.04124
1970-10,98.91272,99.2882,2.509734,40.74027,101.0391,5.408284,41.60691,101.0168,41.1881
1970-11,98.85648,99.25297,2.692078,40.86187,100.8322,5.254335,41.65617,100.7781,41.33454
1970-12,98.82212,99.23237,2.857741,40.99195,100.5713,4.9802,41.67937,100.4793,41.48054
1971-01,98.79568,99.21392,2.99366,41.12476,100.3097,4.623969,41.70104,100.1801,41.62607
1971-02,98.77714,99.19643,3.115628,41.2603,100.1045,4.241981,41.74776,99.94412,41.7711
1971-03,98.77428,99.18352,3.245263,41.40184,99.9952,3.88478,41.83823,99.81538,41.91561
1971-04,98.80012,99.18375,3.407953,41.55491,99.97875,3.584884,41.97154,99.79069,42.05957
1971-05,98.85621,99.20029,3.603718,41.72025,100.0294,3.35624,42.13617,99.84174,42.20296
1971-06,98.93255,99.22807,3.815007,41.89372,100.1118,3.199757,42.31585,99.92941,42.34574
1971-07,99.0366,99.27334,4.049593,42.07855,100.1893,3.103874,42.49316,100.0124,42.48788
1971-08,99.15466,99.32863,4.285985,42.26899,100.231,3.056868,42.65321,100.056,42.62934
1971-09,99.30742,99.41274,4.535149,42.47389,100.2198,3.054686,42.78747,100.0406,42.77011
1971-10,99.51524,99.5434,4.815505,42.70212,100.1626,3.105324,42.89894,99.97392,42.91013
1971-11,99.7783,99.72311,5.119876,42.95395,100.078,3.217584,42.99649,99.87713,43.04939
1971-12,100.0934,99.94926,5.455313,43.22819,99.98772,3.386089,43.09068,99.77499,43.18785
1972-01,100.4365,100.2037,5.811185,43.51459,99.90923,3.57177,43.19051,99.68846,43.32549
1972-02,100.7997,100.4775,6.179081,43.8098,99.85623,3.725798,43.3032,99.63403,43.46226
1972-03,101.1862,100.7703,6.553887,44.11527,99.83772,3.812621,43.43336,99.62207,43.59813
1972-04,101.5748,101.0665,6.898957,44.42176,99.85545,3.835479,43.58135,99.65307,43.73307
1972-05,101.9273,101.3397,7.172207,44.71251,99.9085,3.820125,43.74583,99.72367,43.86705
1972-06,102.2291,101.5795,7.368863,44.98081,99.99518,3.803071,43.92515,99.82987,44.00001
1972-07,102.4935,101.7934,7.494977,45.23233,100.1127,3.822715,44.11756,99.96746,44.13192
1972-08,102.7355,101.9902,7.581304,45.47353,100.2597,3.913188,44.32232,100.1346,44.26273
1972-09,102.9631,102.1739,7.613926,45.70782,100.4367,4.095728,44.53992,100.3323,44.39241
1972-10,103.1816,102.347,7.576353,45.93738,100.6443,4.364947,44.77146,100.5627,44.52092
1972-11,103.3733,102.4975,7.450745,46.15434,100.8809,4.699172,45.01698,100.8259,44.64821
1972-12,103.5218,102.6134,7.224272,46.35111,101.1382,5.064241,45.27289,101.1137,44.77424
1973-01,103.6096,102.6808,6.905893,46.51966,101.3989,5.419003,45.531,101.4077,44.89898
1973-02,103.5554,102.6311,6.421653,46.62312,101.6416,5.720622,45.78041,101.6836,45.02239
1973-03,103.4536,102.5415,5.867094,46.70356,101.849,5.93748,46.01221,101.9222,45.14445
1973-04,103.3182,102.4239,5.279737,46.76712,102.0123,6.057388,46.22124,102.1123,45.26512
1973-05,103.1564,102.2852,4.706489,46.8169,102.1311,6.082271,46.40657,102.2522,45.3844
1973-06,102.9651,102.1258,4.15881,46.85148,102.2097,6.020571,46.5697,102.3459,45.50228
1973-07,102.7268,101.9364,3.604353,46.86266,102.2568,5.886138,46.71438,102.4017,45.61875
1973-08,102.4255,101.7083,3.011851,46.84312,102.2798,5.689379,46.84398,102.4274,45.73383
1973-09,102.0426,101.4293,2.354437,46.78398,102.2828,5.433936,46.9602,102.4269,45.84752
1973-10,101.5965,101.1117,1.646239,46.69362,102.2658,5.118132,47.06292,102.4001,45.95986
1973-11,101.1122,100.7729,0.9293081,46.58325,102.2268,4.741532,47.15147,102.3455,46.07087
1973-12,100.6301,100.4412,0.259912,46.47158,102.1666,4.315827,47.22679,102.2654,46.1806
1974-01,100.2007,100.1501,-0.2959372,46.38199,102.0943,3.873361,47.29458,102.1722,46.28911
1974-02,99.84108,99.9073,-0.6443416,46.3227,102.0193,3.45241,47.36094,102.0788,46.39643
1974-03,99.51413,99.68465,-0.9139316,46.27672,101.9453,3.07804,47.42848,101.9909,46.50266
1974-04,99.17902,99.45149,-1.158729,46.22521,101.864,2.750795,47.49269,101.8985,46.60785
1974-05,98.79644,99.1779,-1.42474,46.14988,101.7579,2.450701,47.54385,101.7806,46.71209
1974-06,98.32977,98.83701,-1.74581,46.03354,101.6039,2.146401,47.56927,101.6102,46.81547
1974-07,97.76965,98.42371,-2.114756,45.87163,101.3779,1.802532,47.55642,101.3606,46.91807
1974-08,97.15009,97.96309,-2.483068,45.67997,101.061,1.3907,47.49544,101.0111,47.02
1974-09,96.53595,97.50362,-2.767869,45.48906,100.6492,0.9031294,47.38431,100.558,47.12137
1974-10,96.00215,97.10307,-2.91091,45.33441,100.1711,0.3706832,47.23737,100.032,47.22229
1974-11,95.62314,96.81674,-2.858632,45.25161,99.66702,-0.161573,47.07528,99.47683,47.32286
1974-12,95.43613,96.67119,-2.609524,45.25889,99.17516,-0.6547677,46.91756,98.93372,47.42323
1975-01,95.4441,96.66856,-2.20696,45.35836,98.71883,-1.095675,46.77639,98.42794,47.52348
1975-02,95.61237,96.78439,-1.702208,45.53419,98.31371,-1.479584,46.66019,97.97672,47.62375
1975-03,95.8933,96.98498,-1.107421,45.76424,97.97229,-1.797305,46.57605,97.59433,47.72413
1975-04,96.25863,97.25101,-0.4105594,46.03543,97.7048,-2.026391,46.5303,97.2934,47.82473
1975-05,96.68912,97.56884,0.4095047,46.33887,97.52153,-2.133651,46.52943,97.08674,47.92563
1975-06,97.16871,97.92835,1.376391,46.66714,97.42982,-2.083547,46.57814,96.98339,48.02692
1975-07,97.67979,98.31634,2.485996,47.012,97.42509,-1.855125,46.67419,96.97791,48.12868
1975-08,98.22578,98.73373,3.711179,47.37524,97.49841,-1.43744,46.81272,97.05949,48.23096
1975-09,98.80452,99.17667,4.983459,47.75599,97.63768,-0.8381816,46.98714,97.21382,48.33381
1975-10,99.37096,99.61078,6.172291,48.13258,97.82304,-0.1067754,47.18694,97.41866,48.43727
1975-11,99.89796,100.0122,7.160472,48.49184,98.03395,0.6924577,47.40126,97.65126,48.54137
1975-12,100.3502,100.354,7.860561,48.8165,98.25265,1.498886,47.6208,97.89228,48.64613
1976-01,100.7008,100.6165,8.234056,49.09319,98.46588,2.270872,47.83862,98.12737,48.75156
1976-02,100.9399,100.7934,8.307313,49.31686,98.66486,2.97898,48.05019,98.3473,48.85766
1976-03,101.0851,100.8995,8.153743,49.49574,98.84538,3.601694,48.25357,98.54823,48.96442
1976-04,101.1512,100.9474,7.822994,49.63678,99.00893,4.12585,48.45007,98.73292,49.07185
1976-05,101.1374,100.9376,7.338228,49.73932,99.16064,4.542196,48.64289,98.90802,49.17993
1976-06,101.0429,100.869,6.718869,49.80265,99.30824,4.848108,48.8363,99.0823,49.28862
1976-07,100.887,100.7546,6.007136,49.83607,99.4617,5.058085,49.03501,99.26534,49.39792
1976-08,100.6789,100.6008,5.210887,49.84391,99.6277,5.188388,49.24155,99.46222,49.50779
1976-09,100.4429,100.4243,4.359555,49.83794,99.8035,5.248405,49.45322,99.6675,49.61819
1976-10,100.2091,100.2456,3.533012,49.83311,99.96988,5.237811,49.6585,99.85802,49.72911
1976-11,99.98818,100.0731,2.769029,49.83459,100.1007,5.149538,49.84221,100.0035,49.84048
1976-12,99.77203,99.90183,2.09337,49.83841,100.1729,4.977754,49.99125,100.078,49.95229
1977-01,99.56876,99.73753,1.538675,49.84858,100.1795,4.731251,50.10199,100.0749,50.06448
1977-02,99.392,99.59033,1.125548,49.87195,100.1224,4.424504,50.17617,99.99829,50.17702
1977-03,99.24485,99.46354,0.8372084,49.91012,100.0107,4.074269,50.21955,99.86015,50.28989
1977-04,99.14831,99.37393,0.6788625,49.97374,99.86274,3.700732,50.24308,99.68267,50.40302
1977-05,99.11886,99.33587,0.6673983,50.07128,99.7009,3.324056,50.25981,99.49207,50.5164
1977-06,99.16026,99.35342,0.807523,50.20481,99.5483,2.962937,50.28329,99.31525,50.62998
1977-07,99.26539,99.42096,1.073262,50.37094,99.4272,2.633705,50.32645,99.1777,50.74371
1977-08,99.40492,99.51771,1.42646,50.55491,99.3563,2.3527,50.40005,99.10042,50.85756
1977-09,99.56139,99.62949,1.825833,50.74789,99.34596,2.13646,50.50977,99.09421,50.97146
1977-10,99.71521,99.74111,2.220974,50.93989,99.38978,1.9986,50.65097,99.14965,51.08538
1977-11,99.84747,99.8377,2.581643,51.12114,99.47461,1.951701,50.81498,99.24948,51.19924
1977-12,99.96828,99.92621,2.926054,51.29671,99.58665,2.003824,50.99299,99.37638,51.31298
1978-01,100.093,100.0186,3.261439,51.47436,99.71449,2.148596,51.17847,99.51762,51.42655
1978-02,100.2405,100.1308,3.59298,51.66384,99.84925,2.373083,51.36689,99.6644,51.53986
1978-03,100.4337,100.2791,3.940578,51.87687,99.98344,2.658819,51.5548,99.81018,51.65285
1978-04,100.6717,100.462,4.28104,52.11314,100.1094,2.977015,51.73883,99.94859,51.76544
1978-05,100.9481,100.6741,4.58971,52.36941,100.221,3.295868,51.91631,100.0747,51.87756
1978-06,101.2621,100.9133,4.860979,52.64526,100.3162,3.585688,52.08629,100.1869,51.98912
1978-07,101.5877,101.1611,5.074945,52.92724,100.4002,3.824084,52.25097,100.2896,52.10007
1978-08,101.8858,101.3893,5.221967,53.19487,100.4807,3.99542,52.41375,100.3896,52.21031
1978-09,102.1234,101.5732,5.286613,53.43074,100.565,4.093939,52.57761,100.4928,52.31977
1978-10,102.2699,101.6907,5.258253,53.61844,100.6558,4.131674,52.74371,100.6014,52.42838
1978-11,102.3512,101.7589,5.184105,53.77132,100.756,4.129964,52.91362,100.7187,52.53607
1978-12,102.4013,101.8005,5.088309,53.90684,100.8719,4.1152,53.09145,100.8523,52.64275
1979-01,102.4512,101.8382,4.986888,54.04133,101.0173,4.117442,53.28572,101.0187,52.74837
1979-02,102.5239,101.89,4.88344,54.18681,101.2031,4.159407,53.50345,101.231,52.85286
1979-03,102.6038,101.9454,4.738439,54.33502,101.4265,4.244328,53.74296,101.4858,52.95614
1979-04,102.6449,101.9733,4.506242,54.46148,101.6612,4.347196,53.98801,101.7525,53.05816
1979-05,102.6115,101.9499,4.158407,54.54714,101.8721,4.431365,54.21691,101.9903,53.15887
1979-06,102.4833,101.8606,3.676515,54.58077,102.0348,4.470232,54.41467,102.1714,53.25821
1979-07,102.2841,101.7198,3.112953,54.57484,102.1504,4.461806,54.58231,102.2981,53.35615
1979-08,102.0527,101.5532,2.547195,54.54985,102.2332,4.418138,54.72945,102.3887,53.45265
1979-09,101.8055,101.3726,2.028343,54.5145,102.2966,4.349583,54.86451,102.4592,53.54769
1979-10,101.5524,101.1863,1.595622,54.47399,102.3399,4.251679,54.9862,102.5073,53.64125
1979-11,101.2898,100.9933,1.218296,54.42641,102.3529,4.107583,55.08709,102.5194,53.73334
1979-12,101.0181,100.7946,0.8627422,54.37192,102.3221,3.892696,55.15814,102.4788,53.82395
1980-01,100.7283,100.583,0.4893124,54.30576,102.2383,3.58259,55.19473,102.3772,53.9131
1980-02,100.4099,100.3497,0.06525214,54.22217,102.0968,3.162476,55.19548,102.2123,54.00082
1980-03,100.0584,100.0906,-0.3980598,54.11874,101.9009,2.643271,55.16353,101.9901,54.08714
1980-04,99.69008,99.81747,-0.8396073,54.00422,101.6693,2.078705,55.11026,101.7318,54.17211
1980-05,99.35553,99.56615,-1.175164,53.90612,101.4259,1.535514,55.04942,101.4628,54.25578
1980-06,99.08299,99.36027,-1.357322,53.83993,101.191,1.062116,54.99261,101.2043,54.33822
1980-07,98.87675,99.20564,-1.404722,53.80822,100.9743,0.6655606,54.94559,100.9668,54.41948
1980-08,98.73148,99.09776,-1.359378,53.80831,100.7803,0.331374,54.91082,100.7544,54.49965
1980-09,98.64964,99.03567,-1.23401,53.84179,100.6111,0.0454927,54.88947,100.5692,54.5788
1980-10,98.61534,99.00658,-1.053357,53.90018,100.4684,-0.1886839,54.88245,100.4125,54.657
1980-11,98.62847,99.00938,-0.8135173,53.98364,100.3539,-0.356846,54.89051,100.2853,54.73434
1980-12,98.68394,99.04101,-0.5193048,54.08956,100.2674,-0.4436758,54.91342,100.187,54.8109
1981-01,98.77329,99.09518,-0.1699402,54.21347,100.2032,-0.4471799,54.94791,100.1114,54.88678
1981-02,98.87335,99.15672,0.2224979,54.34281,100.1546,-0.3718242,54.99025,100.0513,54.96204
1981-03,98.96557,99.2131,0.6443922,54.46748,100.1166,-0.2276891,55.03793,100.0021,55.03679
1981-04,99.02942,99.25141,1.059163,54.57621,100.0883,-0.03532889,55.0908,99.96313,55.11111
1981-05,99.05238,99.26366,1.402484,54.66215,100.0704,0.1825137,55.14989,99.9362,55.18509
1981-06,99.05404,99.26473,1.664497,54.7361,100.0633,0.4058195,55.21579,99.92212,55.25882
1981-07,99.06282,99.2746,1.868887,54.81383,100.0639,0.6205153,55.28653,99.91712,55.33239
1981-08,99.0809,99.29402,2.022626,54.89665,100.0675,0.8164442,55.35913,99.91561,55.40589
1981-09,99.11917,99.32933,2.133913,54.99072,100.0698,0.986028,55.43069,99.91222,55.4794
1981-10,99.17016,99.37395,2.211178,55.09201,100.0684,1.124307,55.4995,99.90366,55.55301
1981-11,99.22392,99.41982,2.244147,55.19511,100.0612,1.227095,55.56407,99.88719,55.62682
1981-12,99.27515,99.46297,2.232603,55.29717,100.0451,1.291369,55.62255,99.85931,55.70092
1982-01,99.32357,99.50149,2.185129,55.39811,100.0154,1.318253,55.67226,99.8151,55.77539
1982-02,99.35306,99.52191,2.109131,55.48897,99.96622,1.309049,55.7101,99.74899,55.85029
1982-03,99.32589,99.49674,1.985158,55.54874,99.89241,1.263745,55.73347,99.6562,55.92574
1982-04,99.21748,99.40894,1.809184,55.5636,99.79295,1.182287,55.74213,99.53627,56.00182
1982-05,99.04019,99.26947,1.606659,55.54038,99.67047,1.066337,55.73797,99.39254,56.07863
1982-06,98.82198,99.1002,1.385938,55.49471,99.53262,0.923716,55.72582,99.23354,56.15624
1982-07,98.60745,98.93493,1.163606,55.45165,99.395,0.7753072,55.71518,99.07607,56.23474
1982-08,98.44633,98.81316,0.9884554,55.43928,99.27569,0.6465905,55.71708,98.93964,56.31422
1982-09,98.37496,98.76313,0.8866647,55.4783,99.18965,0.5596976,55.74094,98.84068,56.39474
1982-10,98.40582,98.79468,0.8786019,55.57605,99.14191,0.5241665,55.79041,98.78537,56.47639
1982-11,98.51447,98.8896,0.9491954,55.71902,99.13148,0.5425989,55.86556,98.77357,56.55922
1982-12,98.67448,99.02465,1.076601,55.8925,99.15242,0.6125556,55.96327,98.79942,56.64331
1983-01,98.85989,99.17707,1.234403,56.08194,99.19205,0.7245166,56.07561,98.84873,56.72872
1983-02,99.04414,99.32417,1.41202,56.27249,99.23705,0.8687621,56.19409,98.90615,56.81557
1983-03,99.22482,99.46295,1.645361,56.46272,99.27917,1.040408,56.31332,98.96228,56.90383
1983-04,99.38632,99.58225,1.944046,56.64378,99.31885,1.240469,56.43359,99.01752,56.99354
1983-05,99.53201,99.68695,2.29961,56.81759,99.36209,1.47254,56.55873,99.07855,57.08474
1983-06,99.67033,99.78481,2.692649,56.98898,99.41704,1.737148,56.69386,99.15419,57.17748
1983-07,99.79903,99.87692,3.074805,57.15668,99.49012,2.023592,56.84262,99.25068,57.27177
