country,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR
1973-06,,,,,,,100.8151,101.2125,5.836068
1973-07,,,,,,,101.1463,101.6969,5.88622
1973-08,,,,,,,101.4012,102.0696,5.936763
1973-09,,,,,,,101.563,102.3061,5.987692
1973-10,,,,,,,101.6536,102.4386,6.039009
1973-11,,,,,,,101.7037,102.5119,6.090712
1973-12,,,,,,,101.7272,102.5462,6.142803
1974-01,,,,,,,101.6981,102.5038,6.195284
1974-02,,,,,,,101.5764,102.3258,6.248158
1974-03,,,,,,,101.3355,101.9735,6.30143
1974-04,,,,,,,100.9965,101.4777,6.355105
1974-05,,,,,,,100.5971,100.8938,6.40919
1974-06,,,,,,,100.1695,100.2684,6.463694
1974-07,,,,,,,99.72211,99.61419,6.518624
1974-08,,,,,,,99.25487,98.93093,6.573989
1974-09,,,,,,,98.77511,98.22937,6.629799
1974-10,,,,,,,98.3143,97.55553,6.686061
1974-11,,,,,,,97.9155,96.97237,6.742784
1974-12,,,,,,,97.62038,96.5408,6.799974
1975-01,,,,,,,97.45278,96.29571,6.857637
1975-02,,,,,,,97.42288,96.25199,6.915777
1975-03,,,,,,,97.52187,96.39674,6.974394
1975-04,,,,,,,97.70596,96.66594,7.033488
1975-05,,,,,,,97.92236,96.98238,7.093056
1975-06,,,,,,,98.1283,97.28354,7.15309
1975-07,,,,,,,98.30743,97.54549,7.213586
1975-08,,,,,,,98.46037,97.76912,7.274534
1975-09,,,,,,,98.59666,97.96842,7.335924
1975-10,,,,,,,98.72816,98.16073,7.397744
1975-11,,,,,,,98.86801,98.36523,7.45998
1975-12,,,,,,,99.02957,98.60149,7.522618
1976-01,,,,,,,99.22437,98.88633,7.585641
1976-02,,,,,,,99.45636,99.22559,7.64903
1976-03,,,,,,,99.71342,99.60149,7.712767
1976-04,,,,,,,99.95541,99.95536,7.77683
1976-05,,,,,,,100.1326,100.2145,7.841197
1976-06,,,,,,,100.2046,100.3198,7.905844
1976-07,,,,,,,100.1636,100.2598,7.97075
1976-08,,,,,,,100.0206,100.0507,8.035891
1976-09,,,,,,,99.79967,99.72762,8.101242
1976-10,,,,,,,99.53899,99.34641,8.16678
1976-11,,,,,,,99.28479,98.97469,8.232481
1976-12,,,,,,,99.08878,98.68807,8.298317
1977-01,,,,,,,99.00561,98.56644,8.364262
1977-02,,,,,,,99.08511,98.6827,8.430285
1977-03,,,,,,,99.357,99.08029,8.496356
1977-04,,,,,,,99.80338,99.73305,8.562441
1977-05,,,,,,,100.3817,100.5788,8.628507
1977-06,,,,,,,101.034,101.5326,8.694514
1977-07,,,,,,,101.6857,102.4856,8.760427
1977-08,,,,,,,102.2587,103.3235,8.826209
1977-09,,,,,,,102.6852,103.9472,8.891823
1977-10,,,,,,,102.9263,104.2998,8.957234
1977-11,,,,,,,102.9694,104.3628,9.022412
1977-12,,,,,,,102.8368,104.1689,9.087325
1978-01,,,,,,,102.6075,103.8335,9.151948
1978-02,,,,,,,102.3745,103.4928,9.216257
1978-03,,,,,,,102.2112,103.254,9.28023
1978-04,,,,,,,102.1388,103.1482,9.343847
1978-05,,,,,,,102.156,103.1734,9.40709
1978-06,,,,,,,102.2606,103.3262,9.469942
1978-07,,,,,,,102.4649,103.625,9.532389
1978-08,,,,,,,102.7862,104.0949,9.594419
1978-09,,,,,,,103.2299,104.7437,9.656024
1978-10,,,,,,,103.7639,105.5246,9.717196
1978-11,,,,,,,104.3338,106.358,9.777933
1978-12,,,,,,,104.872,107.145,9.838236
1979-01,,,,,,,105.3034,107.7759,9.898108
1979-02,,,,,,,105.5538,108.1419,9.957562
1979-03,,,,,,,105.5647,108.1579,10.01662
1979-04,,,,,,,105.3225,107.8038,10.0753
1979-05,,,,,,,104.8403,107.0986,10.13363
1979-06,,,,,,,104.1561,106.0982,10.19167
1979-07,,,,,,,103.3491,104.918,10.24944
1979-08,,,,,,,102.5068,103.6862,10.30701
1979-09,,,,,,,101.7047,102.5134,10.36443
1979-10,,,,,,,100.9909,101.4696,10.42177
1979-11,,,,,,,100.3911,100.5924,10.47908
1979-12,,,,,,,99.90811,99.88618,10.53644
1980-01,,,,,,,99.51402,99.3099,10.5939
1980-02,,,,,,,99.17244,98.81039,10.65155
1980-03,,,,,,,98.85455,98.34554,10.70945
1980-04,,,,,,,98.55094,97.90158,10.76768
1980-05,,,,,,,98.25917,97.47491,10.8263
1980-06,,,,,,,97.97066,97.05302,10.88538
1980-07,,,,,,,97.65733,96.59482,10.945
1980-08,,,,,,,97.29643,96.06708,11.00522
1980-09,,,,,,,96.89658,95.48235,11.06612
1980-10,,,,,,,96.52563,94.93993,11.12775
1980-11,,,,,,,96.26896,94.56458,11.1902
1980-12,,,,,,,96.18715,94.44495,11.25351
1981-01,,,,,,,96.26638,94.56081,11.31775
1981-02,,,,,,,96.46169,94.84641,11.38297
1981-03,,,,,,,96.72635,95.23343,11.44922
1981-04,,,,,,,97.03236,95.68092,11.51654
1981-05,,,,,,,97.36178,96.16264,11.58498
1981-06,,,,,,,97.69453,96.64923,11.65458
1981-07,,,,,,,97.9938,97.08685,11.72538
1981-08,,,,,,,98.2188,97.41589,11.79741
1981-09,,,,,,,98.33961,97.59254,11.8707
1981-10,,,,,,,98.35634,97.617,11.94529
1981-11,,,,,,,98.28609,97.51427,12.02121
1981-12,,,,,,,98.15639,97.32462,12.0985
1982-01,,,,,,,98.00433,97.10226,12.17717
1982-02,,,,,,,97.86574,96.89958,12.25726
1982-03,,,,,,,97.76595,96.75365,12.33879
1982-04,,,,,,,97.70951,96.67113,12.42178
1982-05,,,,,,,97.69304,96.64704,12.50625
1982-06,,,,,,,97.71417,96.67795,12.59223
1982-07,,,,,,,97.77703,96.76987,12.67971
1982-08,,,,,,,97.89091,96.93639,12.76872
1982-09,,,,,,,98.06544,97.19163,12.85926
1982-10,,,,,,,98.30153,97.53685,12.95133
1982-11,,,,,,,98.59472,97.96559,13.04494
1982-12,,,,,,,98.93343,98.4609,13.14009
1983-01,,,,,,,99.29205,98.9853,13.23676
1983-02,,,,,,,99.64191,99.49693,13.33496
1983-03,,,,,,,99.96018,99.96233,13.43468
1983-04,,,,,,,100.2383,100.3691,13.53591
1983-05,,,,,,,100.4733,100.7127,13.63865
1983-06,,,,,,,100.6605,100.9864,13.74288
1983-07,,,,,,,100.789,101.1744,13.84859
1983-08,,,,,,,100.8517,101.2661,13.95578
1983-09,,,,,,,100.8582,101.2755,14.06445
1983-10,,,,,,,100.8516,101.2659,14.17458
1983-11,,,,,,,100.8815,101.3096,14.28617
1983-12,,,,,,,100.9774,101.4498,14.39922
1984-01,,,,,,,101.1192,101.6572,14.51373
1984-02,,,,,,,101.2634,101.868,14.62969
1984-03,,,,,,,101.364,102.0151,14.74711
1984-04,,,,,,,101.3931,102.0577,14.86597
1984-05,,,,,,,101.3358,101.9739,14.98629
1984-06,,,,,,,101.1892,101.7596,15.10807
1984-07,,,,,,,100.9674,101.4352,15.23131
1984-08,,,,,,,100.6933,101.0344,15.35603
1984-09,,,,,,,100.3971,100.6013,15.48223
1984-10,,,,,,,100.1168,100.1913,15.60994
1984-11,,,,,,,99.88695,99.85524,15.73916
1984-12,,,,,,,99.72704,99.6214,15.86991
1985-01,,,,,,,99.62539,99.47276,16.0022
1985-02,,,,,,,99.5563,99.37173,16.13604
1985-03,,,,,,,99.49177,99.27737,16.27144
1985-04,,,,,,,99.41042,99.15842,16.40842
1985-05,,,,,,,99.30038,98.9975,16.54698
1985-06,,,,,,,99.16286,98.79639,16.68713
1985-07,,,,,,,99.0173,98.58354,16.82888
1985-08,,,,,,,98.88857,98.3953,16.97224
1985-09,,,,,,,98.79468,98.258,17.11721
1985-10,,,,,,,98.73334,98.16829,17.26379
1985-11,,,,,,,98.69656,98.11452,17.41199
1985-12,,,,,,,98.68221,98.09354,17.56179
1986-01,,,,,,,98.70317,98.12418,17.71319
1986-02,,,,,,,98.77795,98.23353,17.86619
1986-03,,,,,,,98.91856,98.43916,18.02076
1986-04,,,,,,,99.11415,98.72517,18.17689
1986-05,,,,,,,99.34132,99.05736,18.33456
1986-06,,,,,,,99.56977,99.39143,18.49375
1986-07,,,,,,,99.76501,99.67693,18.65443
1986-08,,,,,,,99.89954,99.87366,18.81657
1986-09,,,,,,,99.96571,99.97042,18.98014
1986-10,,,,,,,99.99203,100.0089,19.14511
1986-11,,,,,,,100.0214,100.0519,19.31145
1986-12,,,,,,,100.0919,100.155,19.47912
1987-01,,,,,,,100.2177,100.3389,19.64811
1987-02,,,,,,,100.3934,100.5958,19.81835
1987-03,,,,,,,100.5943,100.8897,19.98982
1987-04,,,,,,,100.7727,101.1505,20.16249
1987-05,,,,,,,100.8811,101.3089,20.33629
1987-06,,,,,,,100.8972,101.3325,20.51121
1987-07,,,,,,,100.8531,101.268,20.6872
1987-08,,,,,,,100.807,101.2007,20.86423
1987-09,,,,,,,100.8203,101.22,21.04226
1987-10,,,,,,,100.9341,101.3866,21.22127
1987-11,,,,,,,101.1608,101.7181,21.4012
1987-12,,,,,,,101.4664,102.1649,21.58204
1988-01,,,,,,,101.744,102.5709,21.76373
1988-02,,,,,,,101.8761,102.7641,21.94626
1988-03,,,,,,,101.7981,102.6499,22.12959
1988-04,,,,,,,101.5696,102.3158,22.3137
1988-05,,,,,,,101.3012,101.9233,22.49858
1988-06,,,,,,,101.0904,101.6151,22.6842
1988-07,,,,,,,100.9638,101.43,22.87056
1988-08,,,,,,,100.9043,101.3429,23.05766
1988-09,,,,,,,100.8709,101.294,23.24547
1988-10,,,,,,,100.8134,101.21,23.43399
1988-11,,,,,,,100.6881,101.0267,23.62321
1988-12,,,,,,,100.4747,100.7148,23.81314
1989-01,,,,,,,100.1982,100.3103,24.00377
1989-02,,,,,,,99.9038,99.87988,24.1951
1989-03,,,,,,,99.63852,99.49196,24.38714
1989-04,,,,,,,99.43364,99.19235,24.5799
1989-05,,,,,,,99.30945,99.01075,24.77337
1989-06,,,,,,,99.27547,98.96107,24.96755
1989-07,,,,,,,99.32486,99.03329,25.16245
1989-08,,,,,,,99.44022,99.20198,25.35805
1989-09,,,,,,,99.59307,99.42549,25.55435
1989-10,,,,,,,99.73829,99.63786,25.75135
1989-11,,,,,,,99.83208,99.77501,25.94902
1989-12,,,,,,,99.85014,99.80142,26.14737
1990-01,,,100.5044,100.3698,,26.47928,99.809,99.74126,26.34638
1990-02,,,100.4988,100.3657,,26.67846,99.74397,99.64616,26.54604
1990-03,,,100.5664,100.4154,,26.89782,99.69133,99.56919,26.74634
1990-04,,,100.6345,100.4655,,27.11824,99.67249,99.54165,26.94727
1990-05,,,100.6533,100.4793,,27.32617,99.69738,99.57803,27.14882
1990-06,,,100.5958,100.4371,,27.51394,99.76517,99.67716,27.35097
1990-07,,,100.4346,100.3184,,27.67344,99.86176,99.81841,27.5537
1990-08,,,100.1757,100.128,,27.80578,99.97094,99.97807,27.757
1990-09,,,99.85077,99.88892,,27.91913,100.0832,100.1423,27.96085
1990-10,,,99.51974,99.64539,,28.02997,100.2035,100.3181,28.16523
1990-11,,,99.24076,99.44016,,28.15473,100.3401,100.5179,28.37013
1990-12,,,99.04926,99.29927,,28.30384,100.4938,100.7427,28.57552
1991-01,,,98.95359,99.2289,7.556604,28.48022,100.6444,100.9629,28.78139
1991-02,,,98.97891,99.24752,7.54639,28.69172,100.7657,101.1403,28.98771
1991-03,,,99.0891,99.32859,7.549806,28.92855,100.8397,101.2485,29.19448
1991-04,,,99.2336,99.43489,7.589404,29.17635,100.8732,101.2974,29.40169
1991-05,,,99.34631,99.51781,7.64687,29.41577,100.8839,101.3131,29.60932
1991-06,,,99.36246,99.52969,7.680978,29.62728,100.8912,101.3237,29.81737
1991-07,99.92498,,99.27186,99.46304,7.710547,29.80721,100.9065,101.3461,30.02584
1991-08,100.1614,,99.0155,99.27444,7.664912,29.93707,100.9339,101.3863,30.23473
1991-09,100.4988,,98.70491,99.04594,7.631431,30.04976,100.9697,101.4386,30.44403
1991-10,100.903,,98.36834,98.79833,7.576289,30.1536,101.0004,101.4835,30.65376
1991-11,101.3094,,98.01314,98.53703,7.444495,30.25071,101.0075,101.4939,30.86393
1991-12,101.6616,,97.67579,98.28884,7.237433,30.35231,100.972,101.442,31.07455
1992-01,101.9478,,97.40784,98.09172,7.002903,30.47466,100.8809,101.3087,31.28563
1992-02,102.147,,97.24468,97.97169,6.753258,30.62935,100.7251,101.0808,31.4972
1992-03,102.2307,,97.19652,97.93626,6.539423,30.82031,100.5018,100.7543,31.70928
1992-04,102.2626,,97.20381,97.94162,6.350865,31.0293,100.2212,100.344,31.9219
1992-05,102.3146,,97.23448,97.96418,6.223293,31.2464,99.90036,99.87486,32.1351
1992-06,102.435,,97.27503,97.99402,6.210958,31.46741,99.5619,99.37992,32.34891
1992-07,102.5967,,97.32773,98.03278,6.327244,31.69319,99.23532,98.90236,32.56337
1992-08,102.7646,,97.40438,98.08917,6.649404,31.9277,98.94997,98.48507,32.77851
1992-09,102.9112,,97.51311,98.16916,7.06853,32.17383,98.72754,98.15981,32.99437
1992-10,103.0368,,97.64458,98.26588,7.545069,32.42871,98.5722,97.93266,33.21097
1992-11,103.1334,,97.79216,98.37446,8.064571,32.6903,98.48013,97.79803,33.42834
1992-12,103.1697,,97.93478,98.47938,8.563836,32.95163,98.44415,97.7454,33.64651
1993-01,103.1052,,98.05835,98.57028,8.969004,33.20793,98.45351,97.75909,33.86548
1993-02,102.854,,98.20043,98.67481,9.280422,33.47188,98.49705,97.82277,34.08527
1993-03,102.3491,,98.39674,98.81923,9.524735,33.75587,98.5628,97.91891,34.30588
1993-04,101.7937,,98.66314,99.01521,9.785666,34.06573,98.63506,98.02458,34.52731
1993-05,101.4693,,98.97385,99.2438,10.07021,34.39297,98.69959,98.11895,34.74956
1993-06,101.5825,,99.30693,99.48884,10.36884,34.73022,98.7481,98.18989,34.9726
1993-07,101.8926,,99.63674,99.73148,10.65023,35.06858,98.78307,98.24102,35.19643
1993-08,102.0743,,99.94276,99.9566,10.87786,35.40075,98.81298,98.28476,35.42103
1993-09,101.8939,,100.2066,100.1507,11.02198,35.72002,98.84843,98.3366,35.64636
1993-10,101.5039,,100.418,100.3062,11.08163,36.02234,98.8985,98.40981,35.87239
1993-11,101.1031,,100.5788,100.4245,11.0667,36.30804,98.96826,98.51183,36.09909
1993-12,100.8177,,100.6977,100.512,11.01083,36.57988,99.05519,98.63895,36.32642
1994-01,100.5822,,100.7894,100.5795,10.94604,36.84288,99.144,98.76881,36.55432
1994-02,100.2804,,100.9056,100.6649,10.88662,37.11584,99.21674,98.87519,36.78273
1994-03,99.82661,,101.0654,100.7825,10.81316,37.40594,99.26265,98.94231,37.01161
1994-04,99.32352,,101.2648,100.9292,10.70331,37.71189,99.28879,98.98054,37.24088
1994-05,98.92919,,101.4718,101.0815,10.55159,38.02198,99.31303,99.01599,37.47049
1994-06,98.76292,,101.6716,101.2285,10.36657,38.33055,99.3584,99.08234,37.70036
1994-07,98.71304,,101.8631,101.3693,10.17578,38.63708,99.44753,99.21268,37.93041
1994-08,98.63635,,102.0391,101.4988,9.994008,38.93871,99.59698,99.43123,38.16057
1994-09,98.45232,,102.1892,101.6093,9.829787,39.23123,99.80832,99.74026,38.39076
1994-10,98.25293,,102.3029,101.6929,9.682748,39.51029,100.0545,100.1003,38.62088
1994-11,98.18794,,102.3467,101.7251,9.514513,39.76257,100.2988,100.4575,38.85085
1994-12,98.37663,,102.3007,101.6913,9.294269,39.97971,100.5102,100.7666,39.08057
1995-01,98.67399,,102.1828,101.6046,9.025174,40.16802,100.68,101.015,39.30994
1995-02,98.89143,,102.293,101.6856,8.971016,40.44551,100.8119,101.2078,39.53888
1995-03,98.89784,,102.3819,101.751,8.845038,40.71451,100.9147,101.3581,39.7673
1995-04,98.81147,,102.4456,101.7979,8.648037,40.97323,100.9986,101.4808,39.9951
1995-05,98.80542,,102.4825,101.8251,8.412936,41.22075,101.0723,101.5886,40.22221
1995-06,99.01704,,102.4883,101.8293,8.151388,41.45502,101.1415,101.6898,40.44854
1995-07,99.36581,,102.4452,101.7976,7.846072,41.66858,101.2088,101.7883,40.67402
1995-08,99.75113,,102.3448,101.7237,7.49596,41.85754,101.2749,101.8848,40.89856
1995-09,100.1019,,102.189,101.6091,7.114295,42.02225,101.34,101.9801,41.1221
1995-10,100.4007,,101.9807,101.4559,6.715175,42.16348,101.4061,102.0767,41.34457
1995-11,100.6316,,101.7333,101.2739,6.347178,42.28637,101.4755,102.1782,41.56591
1995-12,100.7691,,101.4574,101.0709,6.041387,42.39504,101.5506,102.288,41.78607
1996-01,100.8459,,101.1663,100.8567,5.792847,42.49489,101.6324,102.4077,42.005
1996-02,100.8932,,100.8727,100.6407,5.304965,42.59113,101.7208,102.537,42.22266
1996-03,100.9297,,100.5561,100.4078,4.815205,42.675,101.8139,102.6731,42.43901
1996-04,100.9927,,100.1895,100.1381,4.299444,42.73485,101.9071,102.8094,42.65403
1996-05,101.1338,,99.76852,99.82841,3.754731,42.76847,101.9948,102.9375,42.8677
1996-06,101.4005,,99.3185,99.49735,3.211685,42.78643,102.0712,103.0493,43.08002
1996-07,101.7288,,98.87111,99.16821,2.720739,42.80227,102.1329,103.1396,43.29098
1996-08,102.0409,,98.45857,98.86472,2.323417,42.83006,102.1779,103.2053,43.5006
1996-09,102.2934,,98.11476,98.61179,2.052781,42.88488,102.2053,103.2454,43.70889
1996-10,102.5307,,97.86337,98.42684,1.930841,42.97758,102.2175,103.2633,43.91591
1996-11,102.82,,97.71837,98.32017,1.959546,43.11499,102.2224,103.2704,44.12169
1996-12,103.1913,,97.68909,98.29863,2.139192,43.30195,102.2366,103.2912,44.32629
1997-01,103.5363,,97.74268,98.33805,2.423168,43.52461,102.29,103.3693,44.52979
1997-02,103.6797,,97.86205,98.42587,2.781796,43.77592,102.4089,103.5431,44.73228
1997-03,103.4769,,98.03638,98.55412,3.225589,44.05152,102.5971,103.8184,44.93385
1997-04,103.1127,,98.25809,98.71722,3.775733,44.3484,102.8122,104.1329,45.13461
1997-05,102.8288,,98.48616,98.88502,4.39556,44.64839,102.9879,104.3898,45.33468
1997-06,102.8011,,98.64027,98.99838,4.975017,44.91506,103.0553,104.4884,45.53421
1997-07,102.9477,,98.61611,98.98062,5.369282,45.10044,102.9676,104.3602,45.73334
1997-08,103.1778,,98.34541,98.78147,5.468616,45.17228,102.6866,103.9493,45.93226
1997-09,103.4666,,97.80949,98.38721,5.213455,45.12066,102.1814,103.2105,46.13116
1997-10,103.8463,,97.0779,97.84899,4.650932,44.97644,101.4403,102.1267,46.33026
1997-11,104.4162,,96.27744,97.26011,3.902799,44.79768,100.4768,100.7178,46.52978
1997-12,105.2503,,95.55631,96.72959,3.12106,44.65343,99.35153,99.07229,46.72996
1998-01,106.1269,,95.03596,96.34678,2.473956,44.60139,98.17854,97.35699,46.93106
1998-02,106.723,,94.77349,96.15369,2.042204,44.66992,97.0955,95.77325,47.13335
1998-03,106.778,,94.77052,96.1515,1.838889,44.86158,96.21368,94.48375,47.33706
