country,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN
subject,BSCICP03,CSCICP03,LOLITOAA,LOLITONO,LOLITOTR_GYSA,LOLITOTR_STSA,LORSGPNO,LORSGPRT,LORSGPTD
measure,,,,,,,,,
unit,Index,Index,Index,Index,Percentage,Index,Index,Index,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,
time,,,,,,,,,
2007-12,100.5491,101.49,100.1906,100.16,1.203866,88.37278,101.4472,101.4511,88.20462
2008-01,100.2744,101.33,100.1145,100.0954,0.9828736,88.39201,101.4187,101.4204,88.2909
2008-02,100.1155,101.16,100.0636,100.0522,0.8092567,88.43194,101.4148,101.4162,88.37569
2008-03,100.023,100.76,100.009,100.0059,0.6527817,88.46712,101.4395,101.4428,88.45913
2008-04,99.91934,100.06,99.9243,99.93393,0.4882626,88.47436,101.4869,101.494,88.54138
2008-05,99.73546,99.14,99.76659,99.80006,0.2816781,88.41576,101.5417,101.5531,88.62262
2008-06,99.45773,98.42,99.49048,99.56569,-0.01160093,88.25105,101.5772,101.5914,88.703
2008-07,99.05805,98.26,99.0697,99.20851,-0.4198285,87.95679,101.5534,101.5657,88.78274
2008-08,98.51772,98.35,98.49258,98.71863,-0.95752,87.52248,101.4268,101.4291,88.86201
2008-09,97.9732,98.16,97.78666,98.11942,-1.60341,86.97247,101.1652,101.1468,88.94103
2008-10,97.60775,97.36,97.03259,97.47932,-2.276614,86.37843,100.7686,100.7187,89.02003
2008-11,97.54713,96.61,96.34377,96.89463,-2.872407,85.84155,100.2561,100.1656,89.09923
2008-12,97.57629,96.13,95.81998,96.45001,-3.305996,85.45118,99.66157,99.52402,89.17887
2009-01,97.39743,96.05,95.54526,96.21682,-3.517367,85.28294,99.03769,98.85072,89.25921
2009-02,96.79833,96.14,95.54057,96.21284,-3.477857,85.3564,98.44166,98.20747,89.34048
2009-03,96.0286,96.46,95.79938,96.43253,-3.165614,85.6666,97.9239,97.6487,89.42292
2009-04,95.4398,97.01,96.2908,96.84966,-2.585602,86.18676,97.51517,97.20757,89.50674
2009-05,95.29606,97.63,96.94006,97.40078,-1.77012,86.8507,97.23469,96.90488,89.59217
2009-06,95.40384,98.13,97.68624,98.03417,-0.7327209,87.60442,97.0903,96.74905,89.67937
2009-07,95.50957,98.58,98.46389,98.69427,0.4920554,88.38959,97.06901,96.72607,89.76853
2009-08,95.44571,99.08,99.19981,99.31895,1.848932,89.14072,97.15076,96.8143,89.85976
2009-09,95.27888,99.41,99.84113,99.86333,3.262916,89.8103,97.31299,96.98939,89.95321
2009-10,95.14811,99.46,100.3668,100.3095,4.63173,90.37925,97.52758,97.22098,90.04896
2009-11,95.20593,99.47,100.7882,100.6672,5.843394,90.85761,97.76729,97.47968,90.14709
2009-12,95.52357,99.77,101.1315,100.9587,6.808175,91.26884,98.00837,97.73985,90.24765
2010-01,96.25871,100.24,101.3996,101.1862,7.425007,91.6152,98.23124,97.98038,90.3507
2010-02,97.56358,100.32,101.5838,101.3426,7.653167,91.88887,98.42207,98.18633,90.45626
2010-03,99.07542,100.27,101.6812,101.4253,7.494556,92.08693,98.57552,98.35194,90.56434
2010-04,100.3323,100.04,101.6775,101.4221,6.972394,92.19604,98.69949,98.48573,90.67496
2010-05,100.982,99.84,101.5841,101.3428,6.18939,92.22623,98.80777,98.60259,90.78809
2010-06,101.2455,99.51,101.4286,101.2108,5.248559,92.20238,98.91452,98.7178,90.90373
2010-07,101.3804,99.19,101.2701,101.0763,4.28597,92.17794,99.02969,98.84208,91.02185
2010-08,101.5301,98.99,101.1625,100.9849,3.434112,92.2019,99.15845,98.98105,91.14242
2010-09,101.702,98.94,101.1311,100.9583,2.769565,92.29766,99.29985,99.13365,91.26538
2010-10,101.843,99.07,101.17,100.9913,2.30219,92.45995,99.44425,99.28949,91.3907
2010-11,101.8936,99.3,101.2502,101.0594,1.986449,92.66245,99.57872,99.43462,91.5183
2010-12,101.8727,99.51,101.3362,101.1324,1.757371,92.87277,99.69209,99.55697,91.64813
2011-01,101.7982,99.8,101.3782,101.168,1.560649,93.045,99.78052,99.6524,91.78011
2011-02,101.6803,99.92,101.3231,101.1213,1.351019,93.13031,99.84661,99.72373,91.91419
2011-03,101.5676,99.86,101.1565,100.9798,1.116205,93.11481,99.90027,99.78164,92.05028
2011-04,101.5238,99.82,100.9032,100.7649,0.8947655,93.02098,99.9608,99.84697,92.18832
2011-05,101.5996,99.68,100.5977,100.5055,0.708954,92.88007,100.0476,99.94065,92.32822
2011-06,101.735,99.42,100.2964,100.2498,0.587388,92.74397,100.1702,100.0729,92.46991
2011-07,101.8536,99.07,100.0304,100.024,0.5028872,92.64149,100.3161,100.2304,92.61331
2011-08,101.8953,98.69,99.81409,99.84038,0.4164579,92.58589,100.4623,100.3882,92.75834
2011-09,101.8681,98.44,99.66262,99.71181,0.318343,92.59148,100.5847,100.5203,92.90492
2011-10,101.7772,98.3,99.57037,99.63349,0.2089853,92.65318,100.6679,100.6101,93.05297
2011-11,101.6249,98.28,99.5318,99.60076,0.1117905,92.76604,100.7029,100.6479,93.20242
2011-12,101.4724,98.23,99.52722,99.59688,0.04206026,92.91183,100.6887,100.6325,93.35319
2012-01,101.3953,98.35,99.53806,99.60607,0.03040482,93.07329,100.6359,100.5755,93.50523
2012-02,101.4384,98.55,99.53999,99.60771,0.1045011,93.22763,100.5587,100.4922,93.65847
2012-03,101.4956,98.74,99.52014,99.59086,0.2662081,93.36269,100.4691,100.3956,93.81286
2012-04,101.4073,98.78,99.46851,99.54704,0.4815424,93.46892,100.3729,100.2917,93.96835
2012-05,101.045,98.81,99.39048,99.4808,0.7225416,93.55117,100.2722,100.1831,94.12488
2012-06,100.5396,98.72,99.29959,99.40365,0.9467759,93.62205,100.1689,100.0716,94.28241
2012-07,100.0525,98.72,99.2202,99.33626,1.147371,93.70443,100.0677,99.96234,94.44088
2012-08,99.6878,98.82,99.16867,99.29252,1.326255,93.81381,99.97553,99.86287,94.60026
2012-09,99.38728,99.04,99.14799,99.27496,1.470572,93.9531,99.90069,99.78209,94.76048
2012-10,99.06957,99.13,99.15029,99.27692,1.577675,94.11494,99.85121,99.7287,94.9215
2012-11,98.70495,99.12,99.18275,99.30447,1.660262,94.30621,99.83365,99.70975,95.08327
2012-12,98.40733,99.11,99.24155,99.35438,1.734448,94.52335,99.84991,99.72729,95.24574
2013-01,98.37582,99.17,99.31707,99.41849,1.809309,94.75727,99.89183,99.77253,95.40884
2013-02,98.76927,99.12,99.38552,99.47659,1.885301,94.98525,99.94842,99.8336,95.57253
2013-03,99.31458,99.01,99.42972,99.51411,1.958019,95.19075,100.0113,99.90144,95.73672
2013-04,99.64671,98.93,99.46744,99.54613,2.05599,95.39063,100.0788,99.97435,95.90136
2013-05,99.49673,99.08,99.5351,99.60355,2.211199,95.61977,100.1533,100.0547,96.06639
2013-06,99.09312,99.31,99.63983,99.69246,2.417268,95.88514,100.2372,100.1453,96.23174
2013-07,98.74757,99.52,99.77731,99.80916,2.644752,96.18268,100.3294,100.2448,96.39735
2013-08,98.69444,99.79,99.93291,99.94125,2.861573,96.49837,100.4258,100.3488,96.56314
2013-09,98.87213,100.03,100.0753,100.0621,3.032175,96.80193,100.519,100.4494,96.72906
2013-10,99.20198,100.0,100.1779,100.1492,3.137139,97.06747,100.5981,100.5348,96.89505
2013-11,99.63612,99.75,100.2332,100.1961,3.161163,97.28738,100.654,100.5951,97.06105
2013-12,100.0534,99.45,100.2514,100.2116,3.118917,97.47145,100.6852,100.6287,97.22699
2014-01,100.3045,99.42,100.2679,100.2256,3.056762,97.65378,100.706,100.6512,97.39284
2014-02,100.2748,99.64,100.3095,100.2609,3.027037,97.86049,100.7362,100.6838,97.55854
2014-03,100.1119,99.91,100.3713,100.3134,3.042509,98.08694,100.792,100.7441,97.72406
2014-04,100.0022,100.03,100.4452,100.3761,3.07636,98.32519,100.8762,100.8349,97.88936
2014-05,100.0798,99.99,100.5241,100.4431,3.083612,98.56831,100.9827,100.9499,98.05441
2014-06,100.2819,99.92,100.5947,100.503,3.043394,98.80331,101.1,101.0764,98.21917
2014-07,100.5258,99.89,100.6443,100.5451,2.947305,99.01748,101.212,101.1973,98.38364
2014-08,100.7598,99.89,100.6545,100.5537,2.79215,99.19274,101.3,101.2923,98.54778
2014-09,100.974,99.82,100.6149,100.5201,2.599821,99.3186,101.3448,101.3407,98.71162
2014-10,101.1631,99.69,100.5251,100.4439,2.397183,99.39435,101.3305,101.3252,98.87514
2014-11,101.31,99.71,100.3977,100.3358,2.20466,99.43223,101.2457,101.2336,99.03835
2014-12,101.3938,99.9,100.2424,100.204,2.021449,99.44179,101.0889,101.0645,99.20129
2015-01,101.3564,99.98,100.0651,100.0534,1.817549,99.42868,100.8792,100.8381,99.36401
2015-02,101.1306,99.87,99.8945,99.90864,1.595175,99.42153,100.6432,100.5835,99.52653
2015-03,100.7913,99.87,99.75581,99.79091,1.385052,99.44549,100.4076,100.3292,99.68892
2015-04,100.4138,99.69,99.64929,99.70049,1.195888,99.50105,100.1918,100.0963,99.85123
2015-05,100.0469,99.67,99.56387,99.62798,1.02368,99.57734,100.0088,99.89881,100.0135
2015-06,99.72356,99.64,99.47241,99.55035,0.8542817,99.64736,99.86343,99.74188,100.1759
2015-07,99.48915,99.42,99.35307,99.44904,0.6783912,99.6892,99.74882,99.61819,100.3383
2015-08,99.3866,99.15,99.20702,99.32507,0.5153832,99.70396,99.65409,99.51596,100.5009
2015-09,99.3521,99.08,99.05407,99.19524,0.3956237,99.71153,99.56953,99.4247,100.6637
2015-10,99.31778,99.22,98.91354,99.07595,0.3390842,99.73138,99.49039,99.33929,100.8268
2015-11,99.24616,99.22,98.79288,98.97353,0.3408469,99.77114,99.41397,99.25681,100.9902
2015-12,99.16447,98.76,98.69931,98.8941,0.3987006,99.83826,99.33614,99.17281,101.154
2016-01,99.12343,98.3,98.65643,98.8577,0.531166,99.95681,99.24786,99.07755,101.3181
2016-02,99.16614,98.31,98.68319,98.88042,0.7290024,100.1463,99.14214,98.96344,101.4827
2016-03,99.25628,98.71,98.78283,98.965,0.9703235,100.4104,99.02164,98.83341,101.6477
2016-04,99.34821,99.18,98.93253,99.09207,1.231391,100.7263,98.90756,98.71028,101.8131
2016-05,99.40971,99.61,99.11048,99.24313,1.50095,101.0719,98.82661,98.62292,101.9791
2016-06,99.4428,99.84,99.30049,99.40442,1.789922,101.431,98.7979,98.59193,102.1455
2016-07,99.45055,99.96,99.49254,99.56744,2.110532,101.7932,98.81728,98.61285,102.3124
2016-08,99.43207,99.92,99.67863,99.7254,2.453651,102.1504,98.87129,98.67114,102.4797
2016-09,99.40311,99.82,99.86935,99.88728,2.809871,102.5133,98.94747,98.75336,102.6474
2016-10,99.38622,99.72,100.0698,100.0574,3.16436,102.8872,99.04205,98.85542,102.8155
2016-11,99.41154,99.82,100.2829,100.2383,3.512093,103.2752,99.15603,98.97844,102.9839
2016-12,99.50555,99.98,100.4848,100.4097,3.820521,103.6526,99.28999,99.12302,103.1525
2017-01,99.72202,100.18,100.648,100.5483,4.035738,103.9908,99.43731,99.282,103.3212
2017-02,100.1046,100.5,100.7633,100.6461,4.127715,104.2801,99.58753,99.44413,103.4901
2017-03,100.5265,100.7,100.8339,100.7061,4.096169,104.5234,99.72883,99.59661,103.659
2017-04,100.816,100.78,100.8771,100.7427,3.983173,104.7384,99.85007,99.72747,103.8277
2017-05,100.8421,100.87,100.9063,100.7675,3.825831,104.9388,99.94255,99.82727,103.9963
2017-06,100.7327,100.97,100.9284,100.7862,3.648343,105.1315,100.0029,99.89243,104.1645
2017-07,100.6512,101.14,100.9544,100.8083,3.472677,105.3281,100.0384,99.93071,104.3324
2017-08,100.7084,101.32,100.9953,100.843,3.318128,105.5398,100.0609,99.95502,104.4998
2017-09,100.8463,101.33,101.038,100.8793,3.160222,105.7529,100.0833,99.97915,104.6665
2017-10,100.979,101.51,101.0746,100.9103,2.985703,105.9591,100.1161,100.0146,104.8326
2017-11,101.0513,101.8,101.0873,100.9212,2.773537,106.1396,100.1673,100.0699,104.9979
2017-12,101.1042,101.96,101.0494,100.889,2.521193,106.2659,100.2403,100.1486,105.1623
2018-01,101.2023,101.74,100.9442,100.7996,2.239925,106.3201,100.3315,100.247,105.3257
2018-02,101.3809,101.41,100.7958,100.6737,1.963321,106.3274,100.434,100.3577,105.4879
2018-03,101.5478,101.36,100.6374,100.5392,1.721085,106.3223,100.5401,100.4722,105.649
2018-04,101.5588,101.44,100.4843,100.4093,1.511111,106.3211,100.6429,100.5831,105.8087
2018-05,101.3047,101.5,100.3498,100.2951,1.333003,106.3376,100.7358,100.6833,105.967
2018-06,100.9537,101.44,100.2116,100.1778,1.157428,106.3483,100.8128,100.7664,106.1238
2018-07,100.7267,101.4,100.0467,100.0378,0.9498861,106.3286,100.869,100.8271,106.279
2018-08,100.7681,101.4,99.84828,99.8694,0.6928173,106.271,100.9006,100.8612,106.4325
2018-09,100.8936,101.36,99.61375,99.67032,0.3968092,106.1726,100.9066,100.8677,106.5843
2018-10,100.8308,101.25,99.35812,99.45333,0.08489441,106.0491,100.892,100.852,106.7342
2018-11,100.3758,100.92,99.1,99.23423,-0.20658,105.9203,100.8656,100.8235,106.8822
2018-12,99.73804,100.57,98.86125,99.03157,-0.4294111,105.8096,100.8391,100.7948,107.0284
2019-01,99.20541,100.61,98.67455,98.87309,-0.5344034,105.7519,100.8271,100.7819,107.1725
2019-02,98.99249,100.85,98.52783,98.74855,-0.5574723,105.7347,100.8423,100.7983,107.3145
2019-03,98.98309,101.12,98.40605,98.64518,-0.546057,105.7418,100.8893,100.849,107.4545
2019-04,99.02798,101.28,98.28614,98.5434,-0.5386097,105.7485,100.9562,100.9212,107.5924
2019-05,99.03882,101.52,98.16403,98.43974,-0.552274,105.7504,101.025,100.9955,107.7282
2019-06,99.02792,101.62,98.03017,98.32612,-0.5747174,105.7371,101.0802,101.0551,107.8618
2019-07,99.04102,101.56,97.89307,98.20973,-0.5743274,105.7179,101.1173,101.0951,107.9933
2019-08,99.11171,101.29,97.77228,98.10721,-0.5242237,105.7139,101.1377,101.1171,108.1226
2019-09,99.19192,100.96,97.69074,98.03799,-0.3980109,105.75,101.1453,101.1253,108.2498
2019-10,99.19411,100.76,97.66363,98.01498,-0.1945696,105.8428,101.1446,101.1246,108.3748
2019-11,99.02387,100.72,97.70325,98.04861,0.08071897,106.0058,101.1385,101.1179,108.4977
2019-12,98.69051,100.7,97.8116,98.14059,0.4083122,106.2416,101.1273,101.1059,108.6186
2020-01,98.16711,100.75,97.99196,98.29368,0.7584014,106.554,101.1089,101.0861,108.7375
2020-02,97.41351,100.1,98.22194,98.48889,1.119948,106.9189,101.0788,101.0536,108.8544
2020-03,96.58948,98.32,96.40902,96.95001,-0.648266,105.0563,94.11263,93.53547,108.9694
2020-04,95.90565,96.6,95.37778,96.07465,-1.615118,104.0405,90.34003,89.46399,109.0825
2020-05,95.54495,96.38,96.38813,96.93228,-0.4731224,105.25,88.42159,87.39356,109.194
2020-06,95.44376,97.01,97.48065,97.85966,0.7687532,106.55,90.77059,89.92867,109.3037
2020-07,95.56801,97.53,97.95458,98.26195,1.377341,107.174,93.11501,92.45882,109.412
2020-08,95.92973,97.69,98.31432,98.56731,1.852823,107.6726,95.454,94.98312,109.5188
2020-09,96.3782,97.66,98.74765,98.93514,2.36533,108.2513,96.01398,95.58746,109.6242
2020-10,96.746,97.47,98.78314,98.96527,2.409661,108.3932,96.57205,96.18974,109.7284
2020-11,96.90819,97.57,99.10624,99.23952,2.682997,108.8499,97.12865,96.79044,109.8316
2020-12,96.92227,98.05,99.92844,99.93745,3.401165,109.855,97.36987,97.05077,109.9337
2021-01,96.86605,98.59,100.3235,100.2728,3.600953,110.3909,97.61108,97.3111,110.035
2021-02,96.82347,99.09,100.5858,100.4954,3.61186,110.7806,97.85275,97.57191,110.1355
2021-03,96.94091,99.64,101.0002,100.8472,5.979318,111.3379,97.53144,97.22514,110.2354
2021-04,97.46971,100.0,101.0608,100.8987,7.17476,111.5051,97.21284,96.8813,110.3347
2021-05,98.64877,100.55,101.2632,101.0705,6.250458,111.8286,96.8977,96.54119,110.4336
2021-06,100.1757,101.19,101.4637,101.2406,5.255766,112.15,97.21416,96.88273,110.5322
2021-07,101.6921,101.43,101.5399,101.3053,4.81468,112.3341,97.53394,97.22784,110.6305
2021-08,102.9207,101.24,101.4052,101.191,4.283308,112.2846,97.85622,97.57565,110.7287
2021-09,103.8134,100.98,101.2597,101.0675,3.668727,112.2228,98.27198,98.02435,110.8267
2021-10,104.2531,100.76,101.119,100.948,3.480536,112.1659,98.68116,98.46595,110.9247
2021-11,104.0924,100.41,100.9695,100.8212,2.984967,112.0991,99.07304,98.88888,111.0227
2021-12,103.6445,99.98,100.7977,100.6753,1.958986,112.0071,99.18403,99.00865,111.1207
2022-01,103.2517,99.64,100.6094,100.5155,1.363893,111.8965,99.31918,99.15451,111.2188
2022-02,103.1404,99.37,100.3969,100.3351,0.882974,111.7588,99.47099,99.31835,111.3169
2022-03,103.2223,99.29,100.1389,100.1161,0.2083341,111.5699,99.63332,99.49354,111.4151
2022-04,103.3742,99.13,99.82605,99.85053,-0.1665002,111.3195,99.80133,99.67487,111.5135
2022-05,,98.57,99.46851,99.54704,-0.7242799,111.0187,99.97186,99.85891,111.6119
2022-06,,97.83,99.111,99.24357,,,,,
2022-07,,,98.79362,98.97417,,,,,
2022-08,,,98.52689,98.74775,,,,,
