country,AUT,AUT
subject,BSCICP03,CSCICP03
measure,,
unit,Index,Index
powercode,Units,Units
reference_period,,
time,,
1977-01,,100.2583
1977-02,,100.8033
1977-03,,101.1832
1977-04,,101.2045
1977-05,,100.9469
1977-06,,100.4011
1977-07,,99.72655
1977-08,,99.11566
1977-09,,98.78671
1977-10,,98.91317
1977-11,,99.27119
1977-12,,99.45377
1978-01,,99.53521
1978-02,,99.71809
1978-03,,99.91107
1978-04,,100.0572
1978-05,,100.2815
1978-06,,100.4045
1978-07,,100.5697
1978-08,,100.7794
1978-09,,100.9006
1978-10,,100.7953
1978-11,,100.5406
1978-12,,100.5342
1979-01,,100.7259
1979-02,,100.9657
1979-03,,101.1524
1979-04,,100.9939
1979-05,,100.6725
1979-06,,100.3217
1979-07,,100.3479
1979-08,,100.5881
1979-09,,100.7953
1979-10,,100.7385
1979-11,,100.3367
1979-12,,99.88601
1980-01,,99.60928
1980-02,,99.59596
1980-03,,99.7378
1980-04,,99.74227
1980-05,,99.50187
1980-06,,99.08968
1980-07,,98.82932
1980-08,,98.6849
1980-09,,98.52124
1980-10,,98.24837
1980-11,,97.98519
1980-12,,97.82111
1981-01,,97.56811
1981-02,,97.09518
1981-03,,96.75172
1981-04,,96.98855
1981-05,,97.33813
1981-06,,97.54096
1981-07,,97.53678
1981-08,,97.43208
1981-09,,97.33393
1981-10,,97.28427
1981-11,,97.18768
1981-12,,97.20178
1982-01,,97.32275
1982-02,,97.54147
1982-03,,97.89309
1982-04,,98.06782
1982-05,,98.0817
1982-06,,97.93151
1982-07,,97.75119
1982-08,,97.62135
1982-09,,97.57912
1982-10,,97.57764
1982-11,,97.52828
1982-12,,97.64289
1983-01,,98.14241
1983-02,,99.14221
1983-03,,100.323
1983-04,,100.783
1983-05,,100.2425
1983-06,,99.26585
1983-07,,98.43826
1983-08,,97.8093
1983-09,,97.37953
1983-10,,97.21838
1983-11,,97.38269
1983-12,,97.73709
1984-01,,98.13049
1984-02,,98.5528
1984-03,,99.0824
1984-04,,99.63415
1984-05,,100.1114
1984-06,,100.3655
1984-07,,100.3997
1984-08,,100.2863
1984-09,,100.1315
1984-10,,100.0188
1984-11,,99.99368
1984-12,,100.0054
1985-01,99.67781,100.103
1985-02,99.65536,100.2526
1985-03,99.64718,100.4111
1985-04,99.63638,100.5459
1985-05,99.61707,100.6475
1985-06,99.57111,100.5947
1985-07,99.50454,100.5637
1985-08,99.47645,100.5703
1985-09,99.54681,100.5004
1985-10,99.70278,100.2741
1985-11,99.78825,99.91575
1985-12,99.77222,99.77973
1986-01,99.68018,99.88686
1986-02,99.59328,100.2306
1986-03,99.53664,100.6701
1986-04,99.4815,100.9271
1986-05,99.45268,100.8278
1986-06,99.43105,100.5577
1986-07,99.39933,100.2488
1986-08,99.32973,100.0802
1986-09,99.21571,100.2458
1986-10,99.05672,100.7817
1986-11,98.95527,101.2312
1986-12,98.88561,101.4712
1987-01,98.81216,101.4335
1987-02,98.74218,101.0348
1987-03,98.68045,100.5558
1987-04,98.6144,100.1874
1987-05,98.62677,99.99883
1987-06,98.758,99.79488
1987-07,99.01086,99.64503
1987-08,99.2022,99.57633
1987-09,99.40592,99.5529
1987-10,99.67667,99.54456
1987-11,99.84621,99.55028
1987-12,99.93139,99.77693
1988-01,99.99854,100.1224
1988-02,100.0783,100.46
1988-03,100.2683,100.8045
1988-04,100.5851,101.1444
1988-05,100.8258,101.4387
1988-06,101.0309,101.7881
1988-07,101.2785,102.1404
1988-08,101.4616,102.4526
1988-09,101.6856,102.6794
1988-10,102.0001,102.8012
1988-11,102.1752,102.939
1988-12,102.2011,103.2318
1989-01,102.1476,103.5289
1989-02,102.1377,103.6079
1989-03,102.2652,103.5594
1989-04,102.5204,103.5379
1989-05,102.6959,103.6391
1989-06,102.7938,103.7517
1989-07,102.8664,103.797
1989-08,102.9023,103.7862
1989-09,102.9734,103.7754
1989-10,103.0977,103.8763
1989-11,103.1516,104.0969
1989-12,103.1009,104.4103
1990-01,102.9649,104.7054
1990-02,102.8498,104.6434
1990-03,102.796,104.3848
1990-04,102.7746,104.1409
1990-05,102.7581,104.091
1990-06,102.7079,104.1155
1990-07,102.608,104.016
1990-08,102.4638,103.6615
1990-09,102.2668,103.2576
1990-10,102.0024,103.0202
1990-11,101.8137,103.0679
1990-12,101.6373,103.3186
1991-01,101.4095,103.6123
1991-02,101.2085,103.6306
1991-03,101.0242,103.455
1991-04,100.8065,103.2083
1991-05,100.6326,103.0589
1991-06,100.4323,102.957
1991-07,100.1621,102.7838
1991-08,99.93802,102.4534
1991-09,99.76199,102.0862
1991-10,99.59385,101.8277
1991-11,99.49313,101.705
1991-12,99.414,101.7146
1992-01,99.32289,101.7745
1992-02,99.24371,101.7152
1992-03,99.23018,101.5602
1992-04,99.27528,101.4148
1992-05,99.30789,101.4511
1992-06,99.30035,101.5418
1992-07,99.23583,101.5648
1992-08,99.0481,101.4832
1992-09,98.68592,101.322
1992-10,98.13117,101.0792
1992-11,97.74402,100.7173
1992-12,97.42621,100.405
1993-01,97.0591,100.1984
1993-02,96.82152,100.0123
1993-03,96.74233,99.82676
1993-04,96.76832,99.70253
1993-05,96.84337,99.79662
1993-06,96.98432,99.9751
1993-07,97.17195,100.0599
1993-08,97.31186,99.99107
1993-09,97.52198,99.91242
1993-10,97.87385,100.0699
1993-11,98.23344,100.5494
1993-12,98.62196,101.29
1994-01,99.07688,102.1151
1994-02,99.45007,102.6739
1994-03,99.8862,102.9791
1994-04,100.3816,103.1891
1994-05,100.7725,103.473
1994-06,101.054,103.8007
1994-07,101.2777,103.9996
1994-08,101.406,103.9387
1994-09,101.5464,103.6697
1994-10,101.7217,103.3179
1994-11,101.8482,102.8402
1994-12,101.8657,102.3764
1995-01,101.7302,102.0459
1995-02,101.4129,101.7293
1995-03,100.9852,101.3994
1995-04,100.4945,101.0969
1995-05,100.0698,100.9195
1995-06,99.63124,100.8133
1995-07,99.14578,100.5795
1995-08,98.70897,100.1513
1995-09,98.4027,99.65717
1995-10,98.20593,99.33798
1995-11,98.06342,99.35947
1995-12,97.8958,99.46177
1996-01,97.6403,99.3299
1996-02,97.50321,98.96854
1996-03,97.26509,98.64642
1996-04,96.9609,98.55911
1996-05,96.9314,98.70811
1996-06,97.262,98.78371
1996-07,97.69341,98.7486
1996-08,98.13951,98.7283
1996-09,98.35779,98.70545
1996-10,98.55527,98.67638
1996-11,98.6782,98.63992
1996-12,98.70662,98.54127
1997-01,98.90479,98.44476
1997-02,99.14792,98.37696
1997-03,99.40276,98.44017
1997-04,99.63722,98.55648
1997-05,99.87098,98.64314
1997-06,100.0767,98.64959
1997-07,100.3198,98.74342
1997-08,100.5863,98.89499
1997-09,100.7776,99.15846
1997-10,100.8682,99.28168
1997-11,100.816,99.32873
1997-12,100.8792,99.38634
1998-01,100.9556,99.55092
1998-02,101.0288,99.80276
1998-03,101.1592,99.97779
1998-04,101.2415,100.0439
1998-05,101.1455,100.0795
1998-06,101.0245,100.0365
1998-07,100.6982,99.99485
1998-08,100.2151,99.984
1998-09,99.56796,100.0073
1998-10,99.05787,100.07
1998-11,98.68584,100.1218
1998-12,98.61199,100.1307
1999-01,98.59418,100.2013
1999-02,98.52013,100.2253
1999-03,98.3912,100.288
1999-04,98.22682,100.4395
1999-05,98.17641,100.5643
1999-06,98.54803,100.6043
1999-07,99.41758,100.7239
1999-08,99.96873,100.8783
1999-09,100.3045,100.9659
1999-10,100.4548,100.9812
1999-11,100.5669,100.9268
1999-12,100.9755,100.7813
2000-01,101.3783,100.5366
2000-02,101.7506,100.19
2000-03,102.0784,100.108
2000-04,102.2577,100.1465
2000-05,102.3773,100.2266
2000-06,102.3532,100.2281
2000-07,102.318,100.1992
2000-08,102.3052,100.1331
2000-09,102.37,99.98004
2000-10,102.3468,99.95227
2000-11,102.2769,100.1655
2000-12,102.0754,100.0873
2001-01,101.7706,99.97741
2001-02,101.4509,99.94249
2001-03,100.891,99.97865
2001-04,100.1771,99.95499
2001-05,99.65563,99.96929
2001-06,99.32381,99.91174
2001-07,99.06261,99.74021
2001-08,98.78187,99.57194
2001-09,98.2233,99.49718
2001-10,97.97102,99.56013
2001-11,98.10945,99.71429
2001-12,98.18716,99.86187
2002-01,98.23238,99.97218
2002-02,98.31889,99.96817
2002-03,98.38509,99.9228
2002-04,98.53774,99.89266
2002-05,98.61247,99.82706
2002-06,98.632,99.68329
2002-07,98.64655,99.49232
2002-08,98.56164,99.36617
2002-09,98.53073,99.41632
2002-10,98.64992,99.47088
2002-11,98.76817,99.51855
2002-12,99.06393,99.48375
2003-01,99.28204,99.31519
2003-02,99.25243,99.10589
2003-03,99.06237,98.85282
2003-04,98.83151,98.68322
2003-05,98.63046,98.57944
2003-06,98.8134,98.61674
2003-07,99.09927,98.72623
2003-08,99.52567,98.82799
2003-09,99.89153,98.99417
2003-10,100.0604,99.09171
2003-11,100.1544,99.1273
2003-12,100.1313,99.18391
2004-01,100.0801,99.21482
2004-02,100.1599,99.25962
2004-03,100.3454,99.34519
2004-04,100.6014,99.32159
2004-05,100.9863,99.21948
2004-06,101.1242,99.12046
2004-07,101.008,99.07166
2004-08,100.8951,99.0144
2004-09,100.9152,98.98633
2004-10,100.8942,98.94019
2004-11,100.7925,98.94221
2004-12,100.5729,99.09901
2005-01,100.2859,99.30001
2005-02,100.0683,99.40134
2005-03,99.90462,99.45087
2005-04,99.75907,99.38245
2005-05,99.63811,99.273
2005-06,99.51506,99.18948
2005-07,99.46815,99.00864
2005-08,99.65082,98.84138
2005-09,99.99919,98.7364
2005-10,100.1683,98.88164
2005-11,100.2865,99.14684
2005-12,100.3796,99.55186
2006-01,100.7609,99.91619
2006-02,101.0905,100.0673
2006-03,101.3509,100.1411
2006-04,101.6195,100.1235
2006-05,101.7574,100.1184
2006-06,101.8532,100.0916
2006-07,102.136,100.0471
2006-08,102.354,100.0534
2006-09,102.4418,100.1859
2006-10,102.5054,100.3334
2006-11,102.6507,100.4057
2006-12,102.7152,100.4939
2007-01,102.6832,100.763
2007-02,102.7572,100.9214
2007-03,102.6258,100.9395
2007-04,102.4591,100.9258
2007-05,102.4461,100.8872
2007-06,102.3337,100.862
2007-07,102.152,100.7367
2007-08,102.0895,100.5275
2007-09,102.047,100.2829
2007-10,101.9543,99.97054
2007-11,101.796,99.65248
2007-12,101.4664,99.40632
2008-01,101.1488,99.19999
2008-02,100.9659,99.03574
2008-03,100.924,98.83272
2008-04,100.7741,98.52304
2008-05,100.5115,98.1526
2008-06,100.1863,97.73068
2008-07,99.82705,97.48116
2008-08,99.409,97.44646
2008-09,98.84043,97.54972
2008-10,97.93935,97.54428
2008-11,96.8324,97.54084
2008-12,95.88868,97.70621
2009-01,95.29952,97.92596
2009-02,94.80036,98.11618
2009-03,94.63326,98.22517
2009-04,94.84127,98.2989
2009-05,95.16398,98.54234
2009-06,95.67797,98.87088
2009-07,96.30448,99.19513
2009-08,96.87228,99.5013
2009-09,97.32268,99.68033
2009-10,97.63388,99.80102
2009-11,97.76082,99.93103
2009-12,97.76516,100.1355
2010-01,97.95989,100.3128
2010-02,98.27711,100.3311
2010-03,98.66722,100.2088
2010-04,99.13805,100.1301
2010-05,99.60231,100.0052
2010-06,99.98376,100.043
2010-07,100.0923,100.2457
2010-08,100.1418,100.4902
2010-09,100.2176,100.6491
2010-10,100.3794,100.636
2010-11,100.5179,100.4853
2010-12,100.6169,100.3988
2011-01,100.7166,100.403
2011-02,100.7474,100.3499
2011-03,100.7686,100.2197
2011-04,100.7345,100.0717
2011-05,100.4736,99.91856
2011-06,100.2647,99.84069
2011-07,100.0297,99.69607
2011-08,99.69466,99.43676
2011-09,99.37428,99.08315
2011-10,99.14661,98.79581
2011-11,99.17001,98.68386
2011-12,99.43552,98.68333
2012-01,99.6588,98.80548
2012-02,99.82895,98.86465
2012-03,99.86658,98.91842
2012-04,99.84387,99.07216
2012-05,99.81129,99.11851
2012-06,99.59956,99.13339
2012-07,99.34447,99.15703
2012-08,99.13859,99.07681
2012-09,98.92992,99.02965
2012-10,98.67701,99.07327
2012-11,98.52357,99.04592
2012-12,98.62721,99.13616
2013-01,98.92258,99.2968
2013-02,99.15349,99.42731
2013-03,99.15444,99.43468
2013-04,99.01011,99.37551
2013-05,98.88458,99.34645
2013-06,98.96215,99.32183
2013-07,99.18251,99.37017
2013-08,99.40076,99.52543
2013-09,99.60828,99.70457
2013-10,99.78227,99.79092
2013-11,99.9159,99.76165
2013-12,99.94605,99.60149
2014-01,99.99306,99.51937
2014-02,100.1439,99.47821
2014-03,100.2015,99.44735
2014-04,100.1618,99.39264
2014-05,100.0545,99.37546
2014-06,99.77882,99.41998
2014-07,99.49947,99.41105
2014-08,99.44715,99.39053
2014-09,99.31548,99.39576
2014-10,99.21269,99.49714
2014-11,99.11456,99.63954
2014-12,99.08595,99.6432
2015-01,99.10742,99.62355
2015-02,99.10391,99.64682
2015-03,99.21168,99.74968
2015-04,99.34063,99.8137
2015-05,99.45684,99.76925
2015-06,99.53844,99.6848
2015-07,99.68005,99.62394
2015-08,99.70565,99.61057
2015-09,99.67188,99.55343
2015-10,99.65574,99.46394
2015-11,99.70353,99.51336
2015-12,99.79607,99.62814
2016-01,99.66515,99.83241
2016-02,99.36282,99.99683
2016-03,99.25651,100.0944
2016-04,99.2963,100.1214
2016-05,99.39267,100.1698
2016-06,99.49557,100.1963
2016-07,99.63374,100.178
2016-08,99.86274,100.1544
2016-09,100.1098,100.143
2016-10,100.3182,100.1634
2016-11,100.4715,100.2142
2016-12,100.5723,100.3551
2017-01,100.7596,100.5368
2017-02,100.8867,100.6816
2017-03,100.9944,100.7913
2017-04,101.0665,100.9047
2017-05,101.2095,100.971
2017-06,101.4281,100.9918
2017-07,101.6013,100.9886
2017-08,101.6708,100.9997
2017-09,101.8919,101.1339
2017-10,102.2209,101.2874
2017-11,102.536,101.4518
2017-12,102.6635,101.6127
2018-01,102.6066,101.6865
2018-02,102.5703,101.667
2018-03,102.5093,101.5684
2018-04,102.3678,101.4786
2018-05,102.1746,101.3687
2018-06,101.9466,101.2842
2018-07,101.7979,101.2345
2018-08,101.8108,101.191
2018-09,101.8116,101.1548
2018-10,101.7478,101.0975
2018-11,101.5685,101.0826
2018-12,101.1184,101.0503
2019-01,100.6397,101.0366
2019-02,100.2043,101.0357
2019-03,99.90323,101.0133
2019-04,99.84175,100.9756
2019-05,99.82898,100.9753
2019-06,99.71104,100.8246
2019-07,99.74014,100.7267
2019-08,99.87808,100.7108
2019-09,99.88583,100.6785
2019-10,99.72868,100.6925
2019-11,99.65326,100.7533
2019-12,99.61512,100.8535
2020-01,99.47284,100.8316
2020-02,98.9753,100.4421
2020-03,97.76824,99.61651
2020-04,96.33292,98.81821
2020-05,96.03932,98.79481
2020-06,96.62767,99.16126
2020-07,97.40135,99.42866
2020-08,97.99615,99.59189
2020-09,98.40408,99.60673
2020-10,98.76887,99.31175
2020-11,99.16476,99.11214
2020-12,99.62192,99.26933
2021-01,99.95124,99.50423
2021-02,100.424,99.77724
2021-03,101.2222,100.0363
2021-04,102.1009,100.2163
2021-05,102.8468,100.6621
2021-06,103.3318,100.9598
2021-07,103.3786,101.0926
2021-08,103.3108,101.0413
2021-09,103.1593,100.8385
2021-10,103.1201,100.6032
2021-11,103.1126,100.3001
2021-12,103.0046,100.0096
2022-01,102.7564,99.73618
2022-02,102.5623,99.17121
2022-03,102.3857,98.20453
2022-04,102.1033,97.52364
2022-05,101.7486,96.99042
2022-06,101.4723,96.50936
2022-07,100.9979,96.01566
2022-08,100.4235,95.85392
2022-09,99.98372,95.87473
2022-10,99.6231,96.02235
2022-11,99.45262,96.22867
2022-12,99.48258,96.48714
2023-01,99.70818,96.83389
2023-02,99.82506,97.05514
2023-03,99.56365,97.14131
2023-04,99.13229,97.16802
2023-05,98.64717,97.22697
2023-06,98.35999,97.36509
2023-07,98.12501,97.44047
2023-08,97.77105,97.35906
2023-09,97.59098,97.20379
2023-10,97.64365,97.11146
