country,A5M,A5M,A5M,A5M,A5M,A5M,A5M,A5M,A5M,A5M,A5M
subject,BSCICP03,CSCICP03,LOLITOAA,LOLITONO,LOLITOTR_GYSA,LOLITOTR_STSA,LORSGPNO,LORSGPOR_GYSA,LORSGPOR_IXOBSA,LORSGPRT,LORSGPTD
measure,,,,,,,,,,,
unit,Index,Index,Index,Index,Percentage,Index,Index,Percentage,Index,Index,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,2010=100,,
time,,,,,,,,,,,
2007-02,102.1963,100.4749,101.9173,101.4252,10.81354,55.00277,101.24,10.38851,54.88119,101.692,53.96804
2007-03,102.5396,100.3959,102.2066,101.6221,11.04215,55.55538,101.3293,10.51507,55.35361,101.8354,54.35598
2007-04,102.7756,100.4413,102.4816,101.8059,11.25087,56.10469,101.4055,10.62554,55.82118,101.9637,54.74612
2007-05,102.5424,100.5091,102.681,101.9342,11.39092,56.61665,101.4695,10.71303,56.28371,102.0771,55.13841
2007-06,102.1756,100.5384,102.7529,101.9719,11.40523,57.06161,101.524,10.77099,56.74229,102.1779,55.53283
2007-07,101.915,100.5275,102.6871,101.9137,11.26649,57.43221,101.5739,10.79496,57.19949,102.271,55.92933
2007-08,101.8876,100.5112,102.5279,101.7927,10.99692,57.75177,101.6249,10.78232,57.65888,102.363,56.32788
2007-09,101.922,100.4352,102.2922,101.6225,10.59649,58.02879,101.6788,10.72921,58.12082,102.4544,56.72848
2007-10,101.7963,100.3052,102.0,101.418,10.08326,58.27374,101.7298,10.6294,58.57981,102.5358,57.1311
2007-11,101.8057,100.136,101.6852,101.2022,9.499829,58.50533,101.7691,10.47895,59.0279,102.5935,57.53574
2007-12,101.7816,99.96467,101.3596,100.9822,8.87807,58.7302,101.7856,10.27554,59.45555,102.6115,57.94241
2008-01,101.7727,99.7011,101.0053,100.744,8.211725,58.93773,101.7687,10.01705,59.85313,102.5741,58.35111
2008-02,102.1074,99.40781,100.5995,100.4701,7.469682,59.1113,101.7048,9.701467,60.20547,102.4617,58.75901
2008-03,102.6118,99.16616,100.1608,100.1735,6.675789,59.26414,101.5912,9.320802,60.51301,102.2715,59.16898
2008-04,102.4969,98.93114,99.66734,99.83766,5.843004,59.38288,101.4235,8.867172,60.77095,101.997,59.58109
2008-05,101.5643,98.72798,99.10687,99.45137,5.021294,59.45954,101.1989,8.336567,60.97584,101.6342,59.99537
2008-06,100.5136,98.57178,98.49229,99.02149,4.275158,59.50108,100.9161,7.725562,61.12595,101.1819,60.41192
2008-07,99.56868,98.47574,97.85984,98.57207,3.650769,59.52893,100.574,7.029848,61.22052,100.6407,60.8308
2008-08,98.89978,98.40467,97.2458,98.12847,3.139883,59.56511,100.1779,6.255655,61.26582,100.0224,61.25211
2008-09,98.06643,98.23837,96.69595,97.72349,2.77337,59.63815,99.74173,5.429847,61.27669,99.35265,61.67595
2008-10,96.49805,97.84969,96.25964,97.39257,2.584049,59.77956,99.29143,4.607035,61.27861,98.67347,62.10242
2008-11,95.04282,97.30244,95.9903,97.17521,2.596263,60.02428,98.86117,3.857882,61.30513,98.03862,62.53161
2008-12,94.65826,96.77351,95.91573,97.09434,2.829595,60.39203,98.48751,3.255714,61.39126,97.50272,62.96364
2009-01,95.22544,96.50184,96.05025,97.1637,3.320044,60.89449,98.2041,2.863575,61.56707,97.11111,63.39857
2009-02,96.32009,96.45212,96.39804,97.38838,4.096474,61.53278,98.04463,2.743036,61.85692,96.90585,63.83198
2009-03,97.4702,96.59396,96.89442,97.72427,5.076151,62.27248,98.0061,2.893576,62.264,96.88123,64.26839
2009-04,98.30727,96.93193,97.49647,98.14091,6.239072,63.08783,98.06802,3.28833,62.76929,97.0042,64.70781
2009-05,98.80489,97.33039,98.16622,98.61032,7.561457,63.95554,98.20122,3.888603,63.34695,97.23208,65.15026
2009-06,99.19148,97.68053,98.86411,99.10306,8.990671,64.85063,98.37523,4.650847,63.96883,97.51982,65.59572
2009-07,99.59571,98.00568,99.53156,99.57659,10.42494,65.73479,98.5673,5.540043,64.61217,97.83176,66.04417
2009-08,100.0544,98.24137,100.1016,99.98347,11.74851,66.56313,98.76464,6.525034,65.26344,98.14707,66.49555
2009-09,100.4875,98.3657,100.5575,100.3118,12.88599,67.32311,98.9602,7.568749,65.91457,98.45367,66.94984
2009-10,100.8841,98.42841,100.9091,100.5677,13.78435,68.01978,99.14877,8.618213,66.55973,98.74311,67.40696
2009-11,101.174,98.44273,101.1677,100.7589,14.38591,68.65932,99.32759,9.608915,67.19588,99.01137,67.86684
2009-12,101.3293,98.48466,101.3196,100.8753,14.63613,69.23109,99.49538,10.47419,67.8215,99.25667,68.32941
2010-01,101.2022,98.61855,101.3742,100.9226,14.52588,69.73994,99.65245,11.15806,68.43675,99.47987,68.79458
2010-02,100.9881,98.83021,101.3489,100.9115,14.08029,70.19677,99.79382,11.60902,69.0379,99.6758,69.26245
2010-03,101.1621,99.13477,101.2817,100.8695,13.41529,70.62651,99.92697,11.83278,69.63156,99.85492,69.73273
2010-04,101.2696,99.3155,101.1762,100.7995,12.59079,71.03108,100.0519,11.86715,70.21822,100.0184,70.20531
2010-05,101.0547,99.45982,101.0439,100.7093,11.66802,71.41789,100.1676,11.76185,70.79772,100.1665,70.68007
2010-06,100.7226,99.51644,100.9174,100.6217,10.7309,71.80968,100.2727,11.57109,71.37071,100.3005,71.15691
2010-07,100.5793,99.41558,100.8285,100.5593,9.879816,72.22926,100.3651,11.33842,71.93816,100.4222,71.63573
2010-08,100.792,99.15141,100.7868,100.5295,9.19535,72.68383,100.44,11.0846,72.49763,100.5286,72.11642
2010-09,101.2487,98.76069,100.7868,100.5285,8.684885,73.17005,100.4928,10.81872,73.04568,100.6155,72.59885
2010-10,101.6174,98.44762,100.8204,100.5518,8.325041,73.68246,100.5257,10.55313,73.58386,100.6855,73.08289
2010-11,101.7062,98.17673,100.8603,100.5813,8.071812,74.20137,100.5425,10.2964,74.11464,100.7424,73.56846
2010-12,101.4665,97.92866,100.8847,100.6011,7.914743,74.71055,100.5476,10.05291,74.63953,100.7887,74.05542
2011-01,101.1382,97.8643,100.8938,100.6103,7.843351,75.20989,100.5456,9.824815,75.16054,100.8276,74.54365
2011-02,100.9205,98.05179,100.8813,100.603,7.822429,75.68786,100.5439,9.613337,75.67475,100.8638,75.02668
2011-03,100.8581,98.45528,100.8457,100.5782,7.819836,76.14938,100.5426,9.413597,76.1864,100.8947,75.51077
2011-04,100.6908,98.62029,100.7789,100.5305,7.822893,76.58777,100.547,9.228897,76.69859,100.9248,75.9958
2011-05,100.3684,98.70139,100.6871,100.4645,7.826148,77.00716,100.5606,9.062305,77.21363,100.957,76.48168
2011-06,99.99806,98.76678,100.5754,100.385,7.800424,77.41115,100.5843,8.912814,77.73186,100.992,76.9683
2011-07,99.73901,98.63181,100.4392,100.2887,7.706705,77.79575,100.6099,8.768659,78.24618,101.0207,77.45557
2011-08,99.59622,98.36567,100.272,100.1705,7.527907,78.1554,100.6282,8.622363,78.74863,101.0331,77.94339
2011-09,99.47444,97.99546,100.0949,100.0455,7.292677,78.5061,100.6325,8.471608,79.23383,101.0227,78.43169
2011-10,99.27098,97.59676,99.9325,99.9321,7.036465,78.8671,100.6233,8.315475,79.70271,100.9913,78.92037
2011-11,99.11799,97.41049,99.8,99.84084,6.804691,79.25054,100.6041,8.15614,80.15954,100.9447,79.40936
2011-12,99.23771,97.67228,99.70327,99.77562,6.626862,79.66151,100.5779,7.996075,80.60777,100.8876,79.8986
2012-01,99.50011,98.07008,99.64552,99.73837,6.505987,80.10304,100.5425,7.830745,81.04617,100.8187,80.38801
2012-02,99.85265,98.23168,99.61705,99.72159,6.444839,80.56583,100.4937,7.657284,81.46938,100.7343,80.87553
2012-03,100.1286,98.1137,99.60059,99.71214,6.41998,81.03816,100.4311,7.472976,81.87979,100.635,81.36314
2012-04,99.99742,98.10296,99.58865,99.70409,6.432216,81.51405,100.3576,7.277009,82.27995,100.5244,81.85075
2012-05,99.48269,97.97977,99.58834,99.70227,6.48279,81.99937,100.2797,7.074919,82.67643,100.4106,82.33833
2012-06,99.05423,97.60391,99.59554,99.70426,6.561943,82.49082,100.2035,6.874346,83.07541,100.3013,82.82582
2012-07,98.78898,97.38613,99.60922,99.71001,6.673719,82.98763,100.1343,6.691547,83.48206,100.2027,83.3132
2012-08,98.66347,97.52215,99.62895,99.71973,6.824952,83.48947,100.0766,6.543388,83.90147,100.1206,83.80042
2012-09,98.73058,97.80028,99.66012,99.73757,6.999253,84.00095,100.0345,6.441878,84.33797,100.06,84.28742
2012-10,98.85648,98.15117,99.71227,99.77103,7.180655,84.53027,100.0102,6.387958,84.79409,100.0235,84.7742
2012-11,98.92343,98.26591,99.78996,99.82414,7.357774,85.08162,100.0052,6.376954,85.27127,100.0124,85.2607
2012-12,98.86486,98.23306,99.8867,99.89325,7.517079,85.64973,100.0189,6.402829,85.76894,100.0257,85.74689
2013-01,98.75044,98.21378,99.99024,99.96955,7.641755,86.22432,100.0472,6.461437,86.28292,100.0582,86.23273
2013-02,98.67364,98.13406,100.0896,100.0453,7.729993,86.79356,100.0831,6.548199,86.80416,100.1018,86.71588
2013-03,98.68707,97.81403,100.184,100.1195,7.799989,87.35913,100.1243,6.659616,87.33267,100.1537,87.19865
2013-04,98.66446,97.52585,100.2626,100.184,7.847925,87.91122,100.1678,6.788538,87.86555,100.2105,87.68101
2013-05,98.62238,97.11234,100.3256,100.2385,7.866616,88.44995,100.2115,6.923327,88.40039,100.2693,88.16293
2013-06,98.59091,96.60941,100.3716,100.2817,7.859004,88.97378,100.2533,7.053227,88.93491,100.3277,88.6444
2013-07,98.69943,95.9915,100.4034,100.3152,7.829268,89.48495,100.2911,7.16855,89.46651,100.3828,89.12538
2013-08,98.9325,95.46027,100.4193,100.3371,7.775905,89.98154,100.3223,7.258374,89.99135,100.4302,89.60587
2013-09,99.18027,95.22762,100.4202,100.3472,7.694427,90.46434,100.3444,7.313072,90.50567,100.466,90.08583
2013-10,99.37054,95.33134,100.4111,100.3479,7.579937,90.93761,100.3577,7.329555,91.00912,100.4901,90.56526
2013-11,99.42296,95.53627,100.394,100.3398,7.429602,91.40285,100.3628,7.306272,91.50143,100.5022,91.04416
2013-12,99.31345,95.95172,100.3601,100.3163,7.241535,91.85209,100.3589,7.243547,91.98165,100.5017,91.52251
2014-01,99.13849,96.44505,100.3081,100.2761,7.027566,92.28379,100.3434,7.144255,92.44719,100.4857,92.00034
2014-02,99.02316,97.07243,100.2487,100.2272,6.810339,92.70449,100.3138,7.013945,92.89256,100.4521,92.47449
2014-03,99.04152,97.65495,100.1914,100.1775,6.601385,93.12604,100.2691,6.855188,93.31949,100.3995,92.94814
2014-04,99.15833,97.90541,100.1352,100.1272,6.411448,93.5476,100.2142,6.677147,93.73247,100.3331,93.4213
2014-05,99.31837,98.07195,100.0936,100.0874,6.254315,93.98189,100.157,6.492126,94.13946,100.2614,93.89399
2014-06,99.44806,98.354,100.072,100.0633,6.137082,94.43417,100.1047,6.311668,94.54819,100.1928,94.36625
2014-07,99.52046,98.58325,100.0715,100.056,6.05798,94.90593,100.061,6.143175,94.9626,100.1313,94.83811
2014-08,99.47181,98.71527,100.0878,100.0625,6.014247,95.39325,100.0271,5.992972,95.38451,100.0786,95.3096
2014-09,99.38857,98.74371,100.112,100.0763,5.995433,95.88807,100.0042,5.86737,95.81597,100.0368,95.78076
2014-10,99.25983,98.59451,100.1482,100.0998,6.000465,96.39429,99.99133,5.765612,96.25635,100.0049,96.25163
2014-11,99.09641,98.53298,100.1998,100.1354,6.031188,96.91552,99.98754,5.687031,96.70514,99.9823,96.72226
2014-12,98.94018,98.67725,100.2506,100.1713,6.079482,97.43622,99.99065,5.63044,97.16062,99.96701,97.19269
2015-01,98.82636,99.1581,100.2853,100.1971,6.130916,97.94164,99.99538,5.592333,97.61714,99.95309,97.66296
2015-02,98.7878,99.80294,100.3209,100.2245,6.194267,98.44685,99.99532,5.569957,98.06663,99.93342,98.13197
2015-03,98.79491,100.2042,100.3762,100.267,6.277372,98.97191,99.98865,5.561034,98.50902,99.90679,98.60092
2015-04,98.79764,100.3743,100.4219,100.3039,6.349985,99.48786,99.97621,5.562231,98.94608,99.87505,99.06988
2015-05,98.77707,100.3168,100.4252,100.3115,6.363138,99.96209,99.9601,5.567425,99.3806,99.84098,99.53889
2015-06,98.72398,99.92546,100.3667,100.2751,6.290653,100.3747,99.94236,5.57049,99.81498,99.80699,100.008
2015-07,98.63997,99.47736,100.248,100.195,6.13292,100.7264,99.92429,5.568262,100.2504,99.77415,100.4773
2015-08,98.55556,99.13622,100.1038,100.0955,5.931624,101.0516,99.90749,5.560853,100.6887,99.74432,100.9468
2015-09,98.5092,98.92918,99.96975,100.0011,5.733581,101.3859,99.89324,5.547491,101.1314,99.71877,101.4166
2015-10,98.48083,98.80473,99.86948,99.92877,5.559863,101.7537,99.88311,5.530797,101.5801,99.6991,101.8867
2015-11,98.44393,98.78405,99.79978,99.8769,5.403359,102.1522,99.87839,5.512959,102.0365,99.68668,102.3571
2015-12,98.40702,98.79913,99.74661,99.83627,5.266315,102.5675,99.87889,5.495531,102.5001,99.68107,102.8281
2016-01,98.37037,98.81996,99.71185,99.80876,5.166534,103.0018,99.88237,5.481906,102.9684,99.67953,103.2995
2016-02,98.39886,98.7437,99.69907,99.79728,5.087914,103.4557,99.88602,5.473822,103.4346,99.6787,103.768
2016-03,98.53834,98.56643,99.71575,99.8072,5.020552,103.9408,99.88747,5.472054,103.8995,99.67607,104.2371
2016-04,98.60998,98.52856,99.74517,99.82677,4.977671,104.44,99.88595,5.473326,104.3617,99.67038,104.7069
2016-05,98.6022,98.65841,99.78033,99.85087,4.985995,104.9462,99.882,5.475156,104.8218,99.6621,105.1772
2016-06,98.55467,99.02996,99.82423,99.88162,5.068913,105.4626,99.87668,5.476238,105.2811,99.65241,105.6483
2016-07,98.5362,99.43217,99.8765,99.91876,5.224675,105.9891,99.87108,5.476768,105.7408,99.64259,106.1201
2016-08,98.62289,99.64461,99.92313,99.95248,5.402355,106.5108,99.86639,5.476356,106.2028,99.63416,106.5927
2016-09,98.8172,99.82372,99.96571,99.98412,5.566407,107.0294,99.86414,5.475712,106.669,99.62908,107.0661
2016-10,99.12331,100.1335,100.0115,100.0186,5.699161,107.5528,99.86636,5.476071,107.1427,99.63015,107.5404
2016-11,99.39052,100.4371,100.0643,100.058,5.807828,108.085,99.87502,5.478833,107.6269,99.64008,108.0156
2016-12,99.51795,100.6632,100.1164,100.0966,5.899103,108.6181,99.89126,5.486128,108.1234,99.66048,108.4918
2017-01,99.57797,100.8136,100.1709,100.1358,5.973895,109.155,99.91431,5.500054,108.6317,99.69064,108.9688
2017-02,99.62516,100.9334,100.2398,100.184,6.044692,109.7093,99.94153,5.524089,109.1484,99.7273,109.4469
2017-03,99.6297,100.9346,100.3274,100.2449,6.10448,110.2859,99.97202,5.555881,109.672,99.76898,109.926
2017-04,99.57944,100.9531,100.4232,100.3108,6.159737,110.8733,100.0045,5.594389,110.2001,99.81347,110.4061
2017-05,99.60123,100.9376,100.5199,100.3766,6.210337,111.4637,100.0383,5.637784,110.7315,99.85953,110.8872
2017-06,99.74072,101.0208,100.6028,100.4323,6.237516,112.0408,100.0723,5.682808,111.264,99.90529,111.3695
2017-07,99.92707,101.2397,100.6525,100.4644,6.221034,112.5827,100.1039,5.724168,111.7936,99.94704,111.8529
2017-08,100.1562,101.5816,100.655,100.4637,6.161245,113.0732,100.1311,5.757423,112.3173,99.98214,112.3374
2017-09,100.3334,102.1039,100.6093,100.4302,6.055437,113.5105,100.1527,5.77931,112.8337,100.0095,112.8231
2017-10,100.3409,102.5177,100.531,100.3746,5.912249,113.9116,100.1703,5.788848,113.345,100.031,113.3099
2017-11,100.2715,102.5917,100.4384,100.3097,5.747184,114.2969,100.1859,5.786314,113.8545,100.0496,113.798
2017-12,100.1079,102.5976,100.3318,100.2353,5.568596,114.6666,100.2014,5.772425,114.3647,100.0677,114.2874
2018-01,99.90551,102.6229,100.2236,100.16,5.38649,115.0347,100.2165,5.747377,114.8752,100.0847,114.778
2018-02,99.77594,102.6618,100.1275,100.0939,5.20133,115.4157,100.2293,5.710737,115.3816,100.098,115.2687
2018-03,99.87151,102.5822,100.0522,100.0426,5.018915,115.821,100.2377,5.6618,115.8814,100.1043,115.7607
2018-04,99.99168,102.406,99.98901,100.0001,4.841519,116.2412,100.2392,5.599796,116.3711,100.1007,116.254
2018-05,100.0599,102.116,99.92564,99.95757,4.663578,116.6619,100.2315,5.522925,116.8471,100.0843,116.7487
2018-06,99.98808,101.778,99.84916,99.9053,4.486897,117.068,100.2141,5.432224,117.3081,100.054,117.2449
2018-07,99.84397,101.7109,99.76112,99.84445,4.333302,117.4612,100.1891,5.334525,117.7573,100.0126,117.7425
2018-08,99.68597,101.7729,99.66483,99.77762,4.220401,117.8453,100.1603,5.236989,118.1994,99.96425,118.2416
2018-09,99.49009,101.8931,99.56889,99.7106,4.158103,118.2304,100.131,5.145071,118.6391,99.91309,118.7423
2018-10,99.28848,102.0204,99.47656,99.645,4.133811,118.6205,100.1038,5.05993,119.0802,99.8621,119.2446
2018-11,99.1133,102.2061,99.39233,99.58379,4.133123,119.0209,100.0804,4.980855,119.5254,99.81362,119.7486
2018-12,98.94925,102.3919,99.31393,99.52594,4.153488,119.4292,100.062,4.907372,119.9771,99.76947,120.2543
2019-01,98.85127,102.6006,99.24566,99.47539,4.186624,119.8507,100.048,4.840054,120.4352,99.72968,120.7617
2019-02,98.79951,102.7992,99.1878,99.43271,4.219346,120.2855,100.0352,4.778588,120.8952,99.69063,121.2704
2019-03,98.76287,102.8642,99.14008,99.39758,4.241626,120.7337,100.0224,4.724999,121.3568,99.65173,121.781
2019-04,98.555,102.9013,99.08855,99.35985,4.247633,121.1787,100.0056,4.677482,121.8143,99.60831,122.2934
2019-05,98.24404,102.8724,99.03424,99.31976,4.251359,121.6216,99.98133,4.635963,122.2641,99.55738,122.8076
2019-06,97.98319,102.8661,98.98054,99.27921,4.269829,122.0666,99.94716,4.599357,122.7035,99.49701,123.3239
2019-07,97.81716,102.7551,98.92282,99.23547,4.296562,122.508,99.90261,4.565882,123.1339,99.42825,123.842
2019-08,97.74665,102.6469,98.8535,99.18355,4.320107,122.9364,99.85023,4.536797,123.5618,99.35644,124.3622
2019-09,97.8084,102.7035,98.77308,99.12413,4.331935,123.3521,99.79604,4.5179,123.9991,99.29118,124.8843
2019-10,97.85162,102.8614,98.69366,99.06569,4.341373,123.7702,99.75126,4.522329,124.4654,99.24799,125.4085
2019-11,97.68243,103.0789,98.6328,99.02079,4.362253,124.2129,99.72904,4.566996,124.9841,99.2452,125.9347
2019-12,96.89179,103.2298,98.5946,98.99232,4.401237,124.6856,99.73994,4.666262,125.5755,99.29827,126.4629
2020-01,95.54028,103.0825,98.58297,98.98241,4.457959,125.1936,99.78884,4.830385,126.2527,99.41695,126.9932
2020-02,94.38429,102.5567,90.73402,93.53244,-3.805791,115.7076,92.8767,-8.78993,110.2686,86.46893,127.524
2020-03,95.588,102.0122,90.78159,93.63404,-3.712109,116.252,99.38967,4.422974,126.7244,98.95956,128.0568
2020-04,96.77837,101.387,87.80816,91.70419,-6.820497,112.9137,96.70664,0.539751,122.4718,95.24109,128.5914
2020-05,97.54285,101.0814,93.02138,95.2336,-1.23756,120.1165,95.44848,-1.205597,120.7901,93.54302,129.1278
2020-06,98.02915,101.0648,95.76704,97.09604,1.729092,124.1773,96.69734,0.8213406,123.7114,95.40772,129.666
2020-07,98.43142,101.3192,97.61101,98.36594,3.744392,127.0952,97.92727,2.821834,126.6086,97.23727,130.2058
2020-08,98.8302,101.589,98.96113,99.30265,5.248746,129.389,99.14069,4.791857,129.4827,99.03283,130.7473
2020-09,99.25076,101.9313,99.87796,99.93154,6.305529,131.1301,99.59147,5.586109,130.9258,99.7224,131.2903
2020-10,99.59023,102.4602,100.3739,100.2761,6.914104,132.3278,100.0146,6.304322,132.3121,100.362,131.8349
2020-11,99.73202,102.8087,100.6452,100.4682,7.263561,133.2352,100.4073,6.922722,133.6364,100.9483,132.381
2020-12,99.49591,102.9016,100.8498,100.6155,7.517101,134.0583,100.4829,6.996183,134.361,101.0775,132.9287
2021-01,99.11955,103.0455,100.9726,100.7083,7.654096,134.7761,100.5435,6.96562,135.047,101.1756,133.4778
2021-02,99.02022,103.2506,101.0282,100.753,17.02562,135.4076,100.5896,23.06203,135.6988,101.2455,134.0294
2021-03,99.47859,103.1425,101.019,100.7518,16.94775,135.9541,100.0739,6.676409,135.185,100.4476,134.5826
2021-04,100.0735,103.0026,100.9472,100.7057,20.81568,136.4175,99.53422,9.909519,134.6082,99.60836,135.1375
2021-05,100.5818,102.8979,100.8171,100.6178,13.89172,136.8027,98.98147,10.92901,133.9912,98.74517,135.6939
2021-06,100.8083,102.6997,100.6474,100.4995,10.43428,137.1343,99.46954,9.55864,135.5365,99.47475,136.2521
2021-07,100.7767,102.2891,100.4415,100.3547,8.120639,137.4161,99.93586,8.23875,137.0396,100.1662,136.8121
2021-08,100.5826,102.1822,100.219,100.197,6.403806,137.6748,100.3845,6.969114,138.5065,100.8244,137.374
2021-09,100.2788,102.4394,100.003,100.0429,5.194743,137.942,100.3176,6.076886,138.8821,100.6846,137.9378
2021-10,100.0312,102.6514,99.82062,99.91241,4.479329,138.2552,100.243,5.22987,139.2318,100.5257,138.5037
2021-11,99.92667,102.7655,99.68948,99.819,4.056495,138.6399,100.1506,4.413053,139.5339,100.3323,139.0717
2021-12,100.089,102.824,99.59025,99.74989,3.738277,139.0698,100.0302,4.022295,139.7654,100.0883,139.642
2022-01,100.1055,102.7213,99.50651,99.6922,3.521908,139.5228,99.87655,3.602787,139.9125,99.78445,140.2147
2022-02,99.9245,102.1739,99.42746,99.6383,3.377232,139.9806,99.68524,3.141353,139.9616,99.41396,140.7867
2022-03,99.42869,101.1799,99.35679,99.59087,,,,,,,
2022-04,,,99.28831,99.54482,,,,,,,
2022-05,,,99.21774,99.498,,,,,,,
